time 	e1	e2	ctrlpitch	ctrlroll	ctrlthrust	ctrlyaw	edx	edy	edz	cumulx	cumuly	cumulz	x	y	z	xk	yk	zk	dx	dy	dz	dxk	dyk	dzk	dxd	dyd	dzd	pitch	roll	yaw	kpvx	kpvy	kpvz	kivx	kivy	kivz	kdvx	kdvy	kdvz	ktg	veld	pitchoff	ke1	ke2	gravity
7.89934	-3.16638	-0.185118	-118	-99	2437	76	0.412579	-0.328676	0.247766	0.0786867	-0.000522076	0.00817767	-4.30054	0.0619732	0.181705	-4.30421	0.0668508	0.185118	-0.212579	0.328676	-0.247766	-0.0496318	0.0354883	-0.051424	0.2	0	0	-0.122173	0.00680678	-0.051302	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
7.90792	-3.1669	-0.181921	-68	-149	2387	81	0.289043	-0.351625	0.57838	0.0811679	-0.00354043	0.0131425	-4.30054	0.0757642	0.18169	-4.30384	0.0702779	0.181921	-0.0890432	0.351625	-0.57838	-0.0338755	0.0447773	-0.0620688	0.2	0	0	-0.122173	0.00680678	-0.0545259	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
7.9093	-3.16894	-0.179052	-92	-199	2337	81	0.375012	-0.342517	0.564044	0.0816824	-0.00401036	0.0139164	-4.30054	0.0757642	0.18169	-4.30395	0.0733434	0.179052	-0.175012	0.342517	-0.564044	-0.0380349	0.0517748	-0.0676619	0.2	0	0	-0.117286	0.00663225	-0.0545259	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
7.91931	-3.17306	-0.176539	-142	-230	2290	81	0.455839	-0.328701	0.54092	0.0862481	-0.00730263	0.0193342	-4.30054	0.0757642	0.18169	-4.30468	0.0760541	0.176539	-0.255839	0.328701	-0.54092	-0.0500412	0.0568523	-0.070672	0.2	0	0	-0.113097	0.00698132	-0.0545259	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
7.92928	-3.17901	-0.174387	-192	-217	2305	81	0.530459	-0.310359	0.510458	0.0915346	-0.0103957	0.0244214	-4.30054	0.0757642	0.18169	-4.30596	0.0784153	0.174387	-0.330459	0.310359	-0.510458	-0.0668973	0.0599475	-0.0715624	0.2	0	0	-0.108734	0.00767945	-0.0545259	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
7.93681	-3.17777	-0.173727	-142	-167	2355	81	0.211832	-0.239603	0.000957185	0.0931304	-0.0122006	0.0244286	-4.30054	0.0757642	0.18169	-4.30534	0.0802444	0.173727	-0.0118315	0.239603	-0.000957185	-0.0407519	0.0618023	-0.0676714	0.2	0	0	-0.108734	0.00767945	-0.0545259	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
7.93932	-3.1759	-0.17334	-92	-167	2405	81	0.224831	-0.238609	0.000244395	0.0936945	-0.0127993	0.0244293	-4.30054	0.0757642	0.18169	-4.30458	0.0817784	0.17334	-0.0248314	0.238609	-0.000244395	-0.0292105	0.0620987	-0.0633706	0.2	0	0	-0.107338	0.00820305	-0.0545259	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
7.94934	-3.17431	-0.173168	-42	-165	2455	81	0.237617	-0.236924	-0.00159914	0.0960742	-0.0151721	0.0244132	-4.30054	0.0757642	0.18169	-4.30394	0.0830428	0.173168	-0.0376169	0.236924	0.00159914	-0.0212428	0.0606011	-0.0587362	0.2	0	0	-0.10472	0.00890118	-0.0545259	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
7.95932	-3.17312	-0.173177	-5	-164	2505	81	0.250043	-0.234574	-0.00464149	0.0985696	-0.0175131	0.0243669	-4.30054	0.0757642	0.18169	-4.30345	0.0840491	0.173177	-0.0500425	0.234574	0.00464149	-0.0167322	0.0580116	-0.0537894	0.2	0	0	-0.1028	0.00907571	-0.0545259	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
7.96927	-3.1724	-0.173335	-13	-162	2555	81	0.261962	-0.23158	-0.00905989	0.101178	-0.0198187	0.0242767	-4.30054	0.0757642	0.18169	-4.30313	0.0848178	0.173335	-0.0619619	0.23158	0.00905989	-0.0142696	0.0545217	-0.0486789	0.2	0	0	-0.101229	0.00820305	-0.0545259	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
7.97569	-3.16928	-0.174921	37	-112	2605	81	0.117437	0.355609	-0.238523	0.101932	-0.0175354	0.0227452	-4.30136	0.0735153	0.186332	-4.30248	0.0834478	0.174921	0.0825626	-0.355609	0.238523	-0.00152904	0.0410067	-0.0389201	0.2	0	0	-0.101229	0.00820305	-0.0540847	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
7.97925	-3.16501	-0.176514	87	-62	2655	81	0.0749489	0.348951	-0.229701	0.102198	-0.0162941	0.0219281	-4.30136	0.0735153	0.186332	-4.30153	0.081963	0.176514	0.125051	-0.348951	0.229701	0.0118077	0.0295983	-0.0310399	0.2	0	0	-0.100356	0.00733038	-0.0540847	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
7.98927	-3.1599	-0.178063	137	-12	2668	81	0.0343519	0.340779	-0.215864	0.102543	-0.0128782	0.0197643	-4.30136	0.0735153	0.186332	-4.30035	0.080431	0.178063	0.165648	-0.340779	0.215864	0.02571	0.0192857	-0.0241389	0.2	0	0	-0.0986111	0.00418879	-0.0540847	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
7.9993	-3.1542	-0.179537	172	38	2659	81	-0.0039464	0.331258	-0.197082	0.102503	-0.00955632	0.017788	-4.30136	0.0735153	0.186332	-4.29901	0.0788928	0.179537	0.203946	-0.331258	0.197082	0.0398116	0.0104823	-0.0182686	0.2	0	0	-0.0973894	0.000349066	-0.0540847	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
8.00354	-3.15657	-0.181011	122	88	2686	75	0.283342	0.36599	-0.252161	0.103704	-0.00800526	0.0167193	-4.30287	0.0570502	0.186332	-4.30033	0.0745456	0.181011	-0.0833423	-0.36599	0.252161	0.00650564	-0.00741638	-0.00850717	0.2	0	0	-0.0973894	0.000349066	-0.0505244	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
8.0093	-3.1587	-0.18243	72	138	2688	75	0.240196	0.370582	-0.255993	0.105088	-0.00586922	0.0152438	-4.30287	0.0570502	0.186332	-4.30154	0.0704925	0.18243	-0.040196	-0.370582	0.255993	-0.00367662	-0.0210968	-0.00189299	0.2	0	0	-0.0963422	-0.00331613	-0.0505244	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
8.01933	-3.15946	-0.18377	32	188	2688	75	0.19684	0.373301	-0.255178	0.107061	-0.00212762	0.0126861	-4.30287	0.0570502	0.186332	-4.3023	0.0667577	0.18377	0.00316049	-0.373301	0.255178	-0.00550723	-0.0320265	0.0032235	0.2	0	0	-0.0958186	-0.00453786	-0.0505244	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
8.02927	-3.15875	-0.185016	62	238	2685	75	0.15403	0.374502	-0.249227	0.108593	0.00159606	0.010208	-4.30287	0.0570502	0.186332	-4.30261	0.063355	0.185016	0.0459699	-0.374502	0.249227	-0.00187006	-0.0395065	0.00663035	0.2	0	0	-0.0944223	-0.00733038	-0.0505244	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
8.03925	-3.15669	-0.186147	91	261	2680	75	0.112431	0.374052	-0.238529	0.109716	0.00533096	0.00782632	-4.30287	0.0570502	0.186332	-4.30248	0.0603021	0.186147	0.0875688	-0.374052	0.238529	0.00465393	-0.0452074	0.00885755	0.2	0	0	-0.0925025	-0.00977384	-0.0505244	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
8.04037	-3.15356	-0.180826	63	211	2630	75	0.152001	0.0358838	-0.0759776	0.109886	0.00537115	0.00774123	-4.30136	0.0560156	0.150969	-4.3019	0.0582941	0.180826	0.0479993	-0.0358838	0.0759776	0.00866739	-0.0448124	-0.00776053	0.2	0	0	-0.0925025	-0.00977384	-0.0505244	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
8.0493	-3.15061	-0.175969	69	161	2596	75	0.143606	0.034244	-0.0707898	0.111167	0.00567675	0.0071095	-4.30136	0.0560156	0.150969	-4.30132	0.0566142	0.175969	0.0563943	-0.034244	0.0707898	0.0112715	-0.0438511	-0.0209218	0.2	0	0	-0.0902335	-0.0116937	-0.0505244	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
8.05927	-3.14793	-0.171577	74	111	2593	75	0.135874	0.0321708	-0.0649388	0.112523	0.00599765	0.00646174	-4.30136	0.0560156	0.150969	-4.30077	0.0552279	0.171577	0.0641261	-0.0321708	0.0649388	0.0139297	-0.0429053	-0.0314058	0.2	0	0	-0.0891863	-0.0125664	-0.0505244	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
8.06865	-3.14524	-0.167368	57	61	2549	76	0.160784	0.00211147	0.0219079	0.11403	0.00601745	0.00666712	-4.30049	0.0560156	0.150451	-4.30018	0.0541688	0.167368	0.0392163	-0.00211147	-0.0219079	0.0149062	-0.0409059	-0.040933	0.2	0	0	-0.0891863	-0.0125664	-0.0511953	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
8.06942	-3.14318	-0.163611	56	11	2548	76	0.162786	-0.000259444	0.0252463	0.114155	0.00601725	0.00668654	-4.30049	0.0560156	0.150451	-4.29972	0.0533405	0.163611	0.0372141	0.000259444	-0.0252463	0.0136969	-0.0383455	-0.0479005	0.2	0	0	-0.0872665	-0.0143117	-0.0511953	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
8.07927	-3.14175	-0.160291	54	-1	2546	76	0.165145	-0.00259342	0.0282974	0.115782	0.0059917	0.0069653	-4.30049	0.0560156	0.150451	-4.29941	0.0527186	0.160291	0.0348549	0.00259342	-0.0282974	0.0124276	-0.0357513	-0.0528952	0.2	0	0	-0.0856957	-0.0151844	-0.0511953	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
8.08927	-3.14082	-0.157385	52	-3	2545	76	0.167846	-0.00486214	0.031061	0.117461	0.00594307	0.00727597	-4.30049	0.0560156	0.150451	-4.29922	0.0522735	0.157385	0.0321545	0.00486214	-0.031061	0.0113608	-0.0332003	-0.0562436	0.2	0	0	-0.084823	-0.015708	-0.0511953	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
8.09931	-3.14027	-0.154869	50	-4	2544	76	0.170859	-0.00703447	0.033521	0.119175	0.00587248	0.00761235	-4.30049	0.0560156	0.150451	-4.2991	0.0519783	0.154869	0.0291409	0.00703447	-0.033521	0.0102885	-0.030422	-0.0582781	0.2	0	0	-0.0841249	-0.0158825	-0.0511953	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
8.10469	-3.14024	-0.153053	57	-54	2594	79	0.16024	-0.145078	-0.079679	0.120039	0.0050908	0.00718304	-4.30049	0.0599312	0.150969	-4.29898	0.0528306	0.153053	0.0397596	0.145078	0.079679	0.0104335	-0.0231491	-0.057196	0.2	0	0	-0.0841249	-0.0158825	-0.053069	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
8.10932	-3.14038	-0.151565	56	-102	2600	79	0.161517	-0.145731	-0.0791116	0.120786	0.0044165	0.00681699	-4.30049	0.0599312	0.150969	-4.29889	0.0537282	0.151565	0.0384828	0.145731	0.0791116	0.00996099	-0.0175361	-0.0554873	0.2	0	0	-0.0827286	-0.016057	-0.053069	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
8.1193	-3.14067	-0.150367	55	-102	2600	79	0.162962	-0.14635	-0.0786581	0.122412	0.00295652	0.0060323	-4.30049	0.0599312	0.150969	-4.29884	0.0546326	0.150367	0.0370376	0.14635	0.0786581	0.00941729	-0.0128281	-0.0530093	0.2	0	0	-0.0815069	-0.015708	-0.053069	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
8.12928	-3.14107	-0.149429	54	-102	2600	79	0.164497	-0.146923	-0.0782959	0.124054	0.00148964	0.00525059	-4.30049	0.0599312	0.150969	-4.29883	0.0555241	0.149429	0.035503	0.146923	0.0782959	0.00866803	-0.00809368	-0.0501964	0.2	0	0	-0.0811578	-0.0153589	-0.053069	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
8.13926	-3.14157	-0.14872	53	-103	2599	79	0.166111	-0.147499	-0.0779265	0.125712	1.71492e-05	0.00447265	-4.30049	0.0599312	0.150969	-4.29884	0.0563986	0.14872	0.0338894	0.147499	0.0779265	0.00642854	-0.00394399	-0.0464905	0.2	0	0	-0.0808087	-0.0143117	-0.053069	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
8.13952	-3.14208	-0.147914	51	-102	2551	84	0.168982	-0.146725	0.0187738	0.125755	-1.98254e-05	0.00447738	-4.29934	0.0744122	0.150451	-4.29851	0.059673	0.147914	0.0310178	0.146725	-0.0187738	0.00790245	0.00679772	-0.0450698	0.2	0	0	-0.0808087	-0.0143117	-0.0566007	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
8.14926	-3.14293	-0.147284	44	-103	2551	84	0.178925	-0.14851	0.018526	0.127499	-0.00146765	0.00465799	-4.29934	0.0744122	0.150451	-4.29831	0.0626843	0.147284	0.0210748	0.14851	-0.018526	0.00620026	0.0155933	-0.0426058	0.2	0	0	-0.0809833	-0.0136136	-0.0566007	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
8.15928	-3.14419	-0.146817	37	-104	2552	84	0.188911	-0.14971	0.0175093	0.129391	-0.0029664	0.00483328	-4.29934	0.0744122	0.150451	-4.29826	0.0654296	0.146817	0.0110895	0.14971	-0.0175093	0.00357567	0.0227697	-0.0399846	0.2	0	0	-0.0815069	-0.0132645	-0.0566007	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
8.16908	-3.13455	-0.142971	87	-154	2502	85	0.11169	-0.421689	0.794039	0.130485	-0.00709896	0.0126149	-4.29212	0.0756471	0.139754	-4.29508	0.0687757	0.142971	0.0883098	0.421689	-0.794039	0.0330044	0.0356202	-0.0569655	0.2	0	0	-0.0815069	-0.0132645	-0.0571596	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
8.16932	-3.12846	-0.139396	37	-204	2452	85	0.201064	-0.436575	0.790898	0.130534	-0.00720548	0.0128078	-4.29212	0.0756471	0.139754	-4.29291	0.0718917	0.139396	-0.00106367	0.436575	-0.790898	0.0342708	0.0450502	-0.0675138	0.2	0	0	-0.0818559	-0.0132645	-0.0571596	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
8.17933	-3.12649	-0.136149	-13	-254	2402	85	0.290995	-0.446053	0.780304	0.133447	-0.0116709	0.0206195	-4.29212	0.0756471	0.139754	-4.29192	0.0747606	0.136149	-0.0909947	0.446053	-0.780304	0.0230193	0.0525366	-0.0752271	0.2	0	0	-0.0823795	-0.01309	-0.0571596	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
8.18929	-3.12825	-0.133241	-63	-304	2352	85	0.380142	-0.450009	0.762337	0.137233	-0.0161521	0.0282108	-4.29212	0.0756471	0.139754	-4.29201	0.0773757	0.133241	-0.180142	0.450009	-0.762337	0.00363911	0.05833	-0.0804336	0.2	0	0	-0.0823795	-0.0129154	-0.0571596	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
8.19939	-3.13318	-0.130682	-113	-314	2302	85	0.4672	-0.448671	0.737168	0.141952	-0.0206841	0.0356569	-4.29212	0.0756471	0.139754	-4.29302	0.0797317	0.130682	-0.2672	0.448671	-0.737168	-0.0206417	0.062669	-0.083553	0.2	0	0	-0.0818559	-0.01309	-0.0571596	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
8.2048	-3.12366	-0.121003	-63	-264	2252	91	0.104013	-0.0586365	0.955741	0.142514	-0.0210012	0.0408246	-4.28691	0.0790487	0.0982338	-4.29012	0.0813161	0.121003	0.0959874	0.0586365	-0.955741	0.0182855	0.0629285	-0.112467	0.2	0	0	-0.0818559	-0.01309	-0.0608563	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
8.20927	-3.11669	-0.112255	-13	-214	2202	91	0.185876	-0.0770947	0.95914	0.143347	-0.0213464	0.0451197	-4.28691	0.0790487	0.0982338	-4.28796	0.0826376	0.112255	0.014124	0.0770947	-0.95914	0.0240697	0.0619248	-0.132889	0.2	0	0	-0.0815069	-0.0132645	-0.0608563	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
8.21929	-3.11338	-0.104441	-17	-164	2152	91	0.268211	-0.0911618	0.955578	0.146033	-0.0222594	0.0546898	-4.28691	0.0790487	0.0982338	-4.28686	0.0837364	0.104441	-0.0682112	0.0911618	-0.955578	0.0175602	0.0596238	-0.147796	0.2	0	0	-0.0809833	-0.0139626	-0.0608563	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
8.22927	-3.11347	-0.0975412	-67	-114	2102	91	0.350028	-0.101537	0.945132	0.149527	-0.023273	0.064125	-4.28691	0.0790487	0.0982338	-4.28675	0.0846256	0.0975412	-0.150028	0.101537	-0.945132	0.0035126	0.0555076	-0.157892	0.2	0	0	-0.0802851	-0.0155334	-0.0608563	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
8.23658	-3.10526	-0.0897128	-17	-112	2085	92	0.147252	-0.161008	0.950288	0.150603	-0.0244489	0.071065	-4.28262	0.0834358	0.0874978	-4.2842	0.0861429	0.0897128	0.052748	0.161008	-0.950288	0.0270261	0.0572935	-0.1724	0.2	0	0	-0.0802851	-0.0155334	-0.0616845	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
8.2393	-3.1003	-0.0828562	7	-126	2086	92	0.232632	-0.180686	0.947651	0.151236	-0.0249409	0.0736454	-4.28262	0.0834358	0.0874978	-4.2826	0.0874639	0.0828562	-0.0326319	0.180686	-0.947651	0.0255909	0.0564123	-0.180683	0.2	0	0	-0.0792379	-0.0176278	-0.0616845	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
8.24931	-3.09907	-0.076931	-43	-137	2091	92	0.31809	-0.196368	0.937682	0.154421	-0.0269071	0.0830344	-4.28262	0.0834358	0.0874978	-4.28207	0.0885902	0.076931	-0.11809	0.196368	-0.937682	0.0123934	0.0549887	-0.184732	0.2	0	0	-0.0787143	-0.0191986	-0.0616845	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
8.25926	-3.1012	-0.0718872	-93	-145	2099	92	0.402332	-0.208522	0.920507	0.158424	-0.0289817	0.0921926	-4.28262	0.0834358	0.0874978	-4.28252	0.0895457	0.0718872	-0.202332	0.208522	-0.920507	-0.00732471	0.0527618	-0.185001	0.2	0	0	-0.0776672	-0.0214675	-0.0616845	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
8.26927	-3.10615	-0.0676762	-143	-152	2112	92	0.485733	-0.217764	0.895929	0.163287	-0.031162	0.101163	-4.28262	0.0834358	0.0874978	-4.28377	0.0903412	0.0676762	-0.285733	0.217764	-0.895929	-0.031337	0.0505643	-0.182288	0.2	0	0	-0.0778417	-0.0246091	-0.0616845	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
8.27346	-3.10393	-0.0659988	-93	-102	2162	94	0.171456	0.172991	0.0341645	0.164006	-0.030437	0.101306	-4.28199	0.0790487	0.0864805	-4.28333	0.0892316	0.0659988	0.0285437	-0.172991	-0.0341645	-0.0144971	0.0407845	-0.168155	0.2	0	0	-0.0778417	-0.0246091	-0.063114	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
8.27925	-3.10113	-0.0649812	-43	-52	2212	94	0.163404	0.169772	0.0417876	0.164951	-0.0294547	0.101548	-4.28199	0.0790487	0.0864805	-4.28274	0.0880522	0.0649812	0.0365958	-0.169772	-0.0417876	-0.00654383	0.0327743	-0.154928	0.2	0	0	-0.0785398	-0.0272271	-0.063114	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
8.28928	-3.09834	-0.0644882	7	-2	2262	94	0.156209	0.165767	0.0501153	0.166518	-0.027792	0.10205	-4.28199	0.0790487	0.0864805	-4.28215	0.0868543	0.0644882	0.0437908	-0.165767	-0.0501153	-0.000684743	0.025288	-0.141857	0.2	0	0	-0.0788889	-0.0284489	-0.063114	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
8.2993	-3.09572	-0.0644253	57	48	2312	94	0.149997	0.160942	0.059205	0.168021	-0.0261795	0.102643	-4.28199	0.0790487	0.0864805	-4.2816	0.0856672	0.0644253	0.0500031	-0.160942	-0.059205	0.00402462	0.0190079	-0.128785	0.2	0	0	-0.079587	-0.0305433	-0.063114	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
8.30014	-3.09404	-0.0647832	42	-2	2362	96	0.182822	-0.0066106	0.0288565	0.168175	-0.0261851	0.102668	-4.28189	0.0770885	0.0864805	-4.2813	0.0846208	0.0647832	0.0171784	0.0066106	-0.0288565	0.00384146	0.0147432	-0.115659	0.2	0	0	-0.079587	-0.0305433	-0.064123	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
8.30934	-3.09285	-0.0654324	40	-6	2412	96	0.185633	-0.0086654	0.0298327	0.169883	-0.0262648	0.102942	-4.28189	0.0770885	0.0864805	-4.28112	0.0836501	0.0654324	0.0143672	0.0086654	-0.0298327	0.00320028	0.0111234	-0.102764	0.2	0	0	-0.0797615	-0.0322886	-0.064123	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
8.31928	-3.09206	-0.0663127	37	-7	2462	96	0.188638	-0.010612	0.0304925	0.171757	-0.0263703	0.103245	-4.28189	0.0770885	0.0864805	-4.28104	0.0827566	0.0663127	0.0113616	0.010612	-0.0304925	0.00194206	0.00772508	-0.0906957	0.2	0	0	-0.0797615	-0.0340339	-0.064123	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
8.32933	-3.0916	-0.0673648	35	-8	2512	96	0.191805	-0.0124017	0.0308308	0.173684	-0.0264949	0.103555	-4.28189	0.0770885	0.0864805	-4.28104	0.081938	0.0673648	0.0081948	0.0124017	-0.0308308	0.00135549	0.00482841	-0.0795556	0.2	0	0	-0.0797615	-0.0349066	-0.064123	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
8.33849	-3.08637	-0.0612278	52	0	2462	98	0.167778	0.000394732	0.37128	0.175221	-0.0264913	0.106956	-4.27835	0.0769692	0.0476006	-4.27971	0.0810974	0.0612278	0.0322223	-0.000394732	-0.37128	0.0114817	0.00342418	-0.0933423	0.2	0	0	-0.0797615	-0.0349066	-0.0658148	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
8.33931	-3.08263	-0.0557867	31	-10	2412	98	0.197636	-0.0155099	0.372346	0.175383	-0.026504	0.107262	-4.27835	0.0769692	0.0476006	-4.27877	0.0803726	0.0557867	0.00236357	0.0155099	-0.372346	0.0127603	0.00174435	-0.102198	0.2	0	0	-0.0801106	-0.037001	-0.0658148	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
8.34966	-3.08053	-0.0510299	9	-21	2374	98	0.228787	-0.0301297	0.370339	0.177752	-0.026816	0.111096	-4.27835	0.0769692	0.0476006	-4.27828	0.0797547	0.0510299	-0.0287868	0.0301297	-0.370339	0.0101311	0.000511875	-0.108127	0.2	0	0	-0.0809833	-0.0390954	-0.0658148	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
8.35927	-3.07992	-0.0469199	-12	-30	2377	98	0.260948	-0.0430511	0.365129	0.18026	-0.0272297	0.114605	-4.27835	0.0769692	0.0476006	-4.27819	0.0792424	0.0469199	-0.0609478	0.0430511	-0.365129	0.00408829	-6.22785e-05	-0.111369	0.2	0	0	-0.0820305	-0.0406662	-0.0658148	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
8.36833	-3.0771	-0.0410364	38	-1	2374	100	0.168603	-0.00182374	0.371347	0.181788	-0.0272462	0.11797	-4.27803	0.0764222	0.0335197	-4.2775	0.078585	0.0410364	0.0313969	0.00182374	-0.371347	0.0114709	-0.000657615	-0.120007	0.2	0	0	-0.0820305	-0.0406662	-0.067065	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
8.36932	-3.07536	-0.0359234	30	-13	2373	100	0.199393	-0.0191357	0.372184	0.181984	-0.0272651	0.118337	-4.27803	0.0764222	0.0335197	-4.27709	0.0780502	0.0359234	0.000606543	0.0191357	-0.372184	0.00998018	-0.000989748	-0.125163	0.2	0	0	-0.082205	-0.0408407	-0.067065	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
8.3793	-3.07494	-0.031533	8	-24	2374	100	0.231236	-0.0343243	0.369775	0.184292	-0.0276077	0.122028	-4.27803	0.0764222	0.0335197	-4.27704	0.077637	0.031533	-0.0312358	0.0343243	-0.369775	0.00416164	0.000118921	-0.127675	0.2	0	0	-0.082205	-0.0410152	-0.067065	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
8.38927	-3.07576	-0.0278127	-14	-32	2377	100	0.263461	-0.0469998	0.364213	0.186918	-0.0280761	0.125658	-4.27803	0.0764222	0.0335197	-4.27731	0.077352	0.0278127	-0.0634606	0.0469998	-0.364213	-0.00394619	0.000925312	-0.127725	0.2	0	0	-0.0815069	-0.0406662	-0.067065	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
8.39932	-3.07766	-0.0247155	-36	-39	2381	100	0.29565	-0.0570226	0.35565	0.189891	-0.0286495	0.129234	-4.27803	0.0764222	0.0335197	-4.27787	0.0771715	0.0247155	-0.0956503	0.0570226	-0.35565	-0.0133852	0.00126362	-0.126192	0.2	0	0	-0.0808087	-0.0403171	-0.067065	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
8.4058	-3.07431	-0.0214452	14	-1	2376	101	0.167705	-0.00151771	0.365931	0.190977	-0.0286593	0.131604	-4.27602	0.0764222	0.0292089	-4.27698	0.0768749	0.0214452	0.032295	0.00151771	-0.365931	0.00089369	0.00168881	-0.12662	0.2	0	0	-0.0808087	-0.0403171	-0.0677462	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
