time 	e1	e2	ctrlpitch	ctrlroll	ctrlthrust	ctrlyaw	edx	edy	edz	cumulx	cumuly	cumulz	x	y	z	xk	yk	zk	dx	dy	dz	dxk	dyk	dzk	dxd	dyd	dzd	pitch	roll	yaw	kpvx	kpvy	kpvz	kivx	kivy	kivz	kdvx	kdvy	kdvz	ktg	veld	pitchoff	ke1	ke2	gravity
27.949	-0.0664279	0.46394	43	0	2574	-63	0.2	0	0	2.16237	-0.233797	-1.38038	-2.04695	-0.0571059	-0.46317	-2.04475	-0.061539	-0.46394	0	0	0	-0.0095978	-0.00477288	-0.0134713	0.2	0	0	0.115541	-0.0020944	0.0426754	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
27.959	-0.0658754	0.46397	30	0	2574	-63	0.2	0	0	2.16437	-0.233797	-1.38038	-2.04695	-0.0571059	-0.46317	-2.04552	-0.060989	-0.46397	0	0	0	-0.0120569	0.000227231	-0.013337	0.2	0	0	0.122348	0.0015708	0.0426754	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
27.9691	-0.0654875	0.463981	30	0	2574	-63	0.2	0	0	2.16637	-0.233797	-1.38038	-2.04695	-0.0571059	-0.46317	-2.04612	-0.0604308	-0.463981	0	0	0	-0.011997	0.00322952	-0.0124063	0.2	0	0	0.128631	0.00471239	0.0426754	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
27.9747	-0.0773394	0.471411	43	0	2524	-90	0.180622	0.000706007	0.149818	2.16739	-0.233793	-1.37953	-1.99431	-0.0967753	-0.505257	-2.03145	-0.0665703	-0.471411	0.0193784	-0.000706007	-0.149818	0.0708217	-0.0182323	-0.0230914	0.2	0	0	0.128631	0.00471239	0.06049	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
27.9791	-0.0873158	0.478148	57	1	2501	-90	0.161131	0.00279332	0.145955	2.1681	-0.233781	-1.3789	-1.99431	-0.0967753	-0.505257	-2.01941	-0.072119	-0.478148	0.0388688	-0.00279332	-0.145955	0.116328	-0.0341167	-0.0328937	0.2	0	0	0.132121	0.00628319	0.06049	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
27.9891	-0.0953195	0.484177	70	4	2505	-90	0.141945	0.00620809	0.139329	2.16952	-0.233718	-1.3775	-1.99431	-0.0967753	-0.505257	-2.00989	-0.0770901	-0.484177	0.0580555	-0.00620809	-0.139329	0.141627	-0.0472873	-0.0409843	0.2	0	0	0.135961	0.00767945	0.06049	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
27.999	-0.10152	0.489509	83	7	2509	-90	0.123913	0.0107736	0.130062	2.17075	-0.233611	-1.37621	-1.99431	-0.0967753	-0.505257	-2.00252	-0.0815306	-0.489509	0.0760867	-0.0107736	-0.130062	0.153217	-0.0589215	-0.0479589	0.2	0	0	0.137183	0.00820305	0.06049	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
28.0066	-0.105621	0.494217	44	0	2499	-90	0.179341	0.00122756	0.149644	2.17211	-0.233602	-1.37508	-1.99431	-0.0967753	-0.505257	-1.9975	-0.0854589	-0.494217	0.020659	-0.00122756	-0.149644	0.140889	-0.0637366	-0.0569571	0.2	0	0	0.137183	0.00820305	0.06049	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
28.009	-0.108384	0.498322	58	2	2502	-90	0.159385	0.0037437	0.145458	2.1725	-0.233593	-1.37472	-1.99431	-0.0967753	-0.505257	-1.994	-0.0888764	-0.498322	0.0406151	-0.0037437	-0.145458	0.129656	-0.0680722	-0.0633379	0.2	0	0	0.135787	0.00872665	0.06049	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
28.019	-0.110188	0.501854	71	5	2505	-90	0.140584	0.00747539	0.138692	2.1739	-0.233519	-1.37334	-1.99431	-0.0967753	-0.505257	-1.99158	-0.0918384	-0.501854	0.0594161	-0.00747539	-0.138692	0.116175	-0.069324	-0.068158	0.2	0	0	0.134216	0.00925025	0.06049	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
28.029	-0.111282	0.504852	83	8	2509	-90	0.12359	0.0123448	0.129733	2.17514	-0.233394	-1.37204	-1.99431	-0.0967753	-0.505257	-1.98998	-0.0943613	-0.504852	0.0764095	-0.0123448	-0.129733	0.102485	-0.0686991	-0.07168	0.2	0	0	0.130551	0.00994838	0.06049	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
28.039	-0.111874	0.507358	93	12	2515	-90	0.108625	0.0181877	0.118917	2.17622	-0.233213	-1.37085	-1.99431	-0.0967753	-0.505257	-1.98896	-0.0964774	-0.507358	0.091375	-0.0181877	-0.118917	0.0890126	-0.0664472	-0.0739352	0.2	0	0	0.127235	0.010472	0.06049	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
28.0403	-0.111464	0.510253	43	1	2499	-94	0.180831	0.00156916	0.149839	2.17646	-0.233211	-1.37065	-1.99431	-0.0967753	-0.509795	-1.98903	-0.098175	-0.510253	0.0191692	-0.00156916	-0.149839	0.0664702	-0.0632894	-0.0777592	0.2	0	0	0.127235	0.010472	0.0630674	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
28.049	-0.110881	0.512679	56	2	2501	-94	0.162338	0.00428024	0.146235	2.17787	-0.233174	-1.36938	-1.99431	-0.0967753	-0.509795	-1.98933	-0.09954	-0.512679	0.0376619	-0.00428024	-0.146235	0.0507099	-0.0593243	-0.0797599	0.2	0	0	0.125664	0.0102974	0.0630674	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
28.0591	-0.110297	0.51468	68	5	2504	-94	0.144698	0.00809103	0.140349	2.17933	-0.233092	-1.36796	-1.99431	-0.0967753	-0.509795	-1.98969	-0.100609	-0.51468	0.0553021	-0.00809103	-0.140349	0.0405921	-0.0555498	-0.0794577	0.2	0	0	0.125315	0.0102974	0.0630674	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
28.069	-0.109812	0.516286	80	9	2508	-94	0.128251	0.0128773	0.132317	2.1806	-0.232965	-1.36666	-1.99431	-0.0967753	-0.509795	-1.99	-0.101426	-0.516286	0.0717489	-0.0128773	-0.132317	0.0332315	-0.0514258	-0.0779646	0.2	0	0	0.124966	0.00994838	0.0630674	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
28.077	-0.108942	0.517241	30	0	2558	-94	0.2	0	0	2.18221	-0.232965	-1.36666	-1.99431	-0.0967753	-0.509795	-1.99075	-0.101992	-0.517241	0	0	0	0.0205105	-0.0468387	-0.0740931	0.2	0	0	0.124966	0.00994838	0.0630674	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
28.079	-0.108114	0.517892	30	0	2574	-94	0.2	0	0	2.18261	-0.232965	-1.36666	-1.99431	-0.0967753	-0.509795	-1.99149	-0.102362	-0.517892	0	0	0	0.011799	-0.0419795	-0.0697542	0.2	0	0	0.124791	0.00977384	0.0630674	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
28.089	-0.107389	0.518287	30	0	2574	-94	0.2	0	0	2.1846	-0.232965	-1.36666	-1.99431	-0.0967753	-0.509795	-1.99217	-0.102561	-0.518287	0	0	0	0.00652617	-0.0371084	-0.0647929	0.2	0	0	0.124267	0.00959931	0.0630674	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
28.099	-0.106799	0.518466	30	0	2574	-94	0.2	0	0	2.18661	-0.232965	-1.36666	-1.99431	-0.0967753	-0.509795	-1.99274	-0.102612	-0.518466	0	0	0	0.00333737	-0.0322282	-0.0595663	0.2	0	0	0.123569	0.00959931	0.0630674	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
28.1024	-0.106345	0.518464	30	0	2574	-94	0.2	0	0	2.18729	-0.232965	-1.36666	-1.99431	-0.0967753	-0.509795	-1.9932	-0.102541	-0.518464	0	0	0	0.000898817	-0.0282307	-0.0544142	0.2	0	0	0.123569	0.00959931	0.0630674	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
28.109	-0.106004	0.518316	30	0	2574	-94	0.2	0	0	2.18861	-0.232965	-1.36666	-1.99431	-0.0967753	-0.509795	-1.99357	-0.102381	-0.518316	0	0	0	-0.000145866	-0.0240849	-0.049242	0.2	0	0	0.122522	0.00977384	0.0630674	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
28.1191	-0.10577	0.518051	30	0	2574	-94	0.2	0	0	2.19062	-0.232965	-1.36666	-1.99431	-0.0967753	-0.509795	-1.99384	-0.102145	-0.518051	0	0	0	-0.000906557	-0.0210071	-0.0442032	0.2	0	0	0.121475	0.00872665	0.0630674	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
28.129	-0.105618	0.517693	30	0	2574	-94	0.2	0	0	2.1926	-0.232965	-1.36666	-1.99431	-0.0967753	-0.509795	-1.99405	-0.101866	-0.517693	0	0	0	-0.00143766	-0.0181242	-0.0394206	0.2	0	0	0.120777	0.00785398	0.0630674	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
28.139	-0.105529	0.517265	30	0	2574	-94	0.2	0	0	2.1946	-0.232965	-1.36666	-1.99431	-0.0967753	-0.509795	-1.99419	-0.10156	-0.517265	0	0	0	-0.00222078	-0.0181429	-0.0349212	0.2	0	0	0.118857	0.00575959	0.0630674	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
28.1396	-0.12132	0.517302	80	50	2549	-96	-0.0334101	0.0801664	0.0513119	2.19458	-0.232917	-1.36663	-1.94464	-0.110259	-0.511801	-1.97842	-0.10371	-0.517302	0.23341	-0.0801664	-0.0513119	0.105038	-0.0299749	-0.0200206	0.2	0	0	0.118857	0.00575959	0.0643602	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
28.1491	-0.134839	0.517214	130	66	2562	-96	-0.0321891	0.0951058	0.0241438	2.19427	-0.232013	-1.3664	-1.94464	-0.110259	-0.511801	-1.96527	-0.105665	-0.517214	0.232189	-0.0951058	-0.0241438	0.158296	-0.0391927	-0.0114261	0.2	0	0	0.116413	0.00383972	0.0643602	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
28.1591	-0.145698	0.51701	180	76	2575	-96	-0.0268743	0.109837	-0.00189539	2.194	-0.230918	-1.36642	-1.94464	-0.110259	-0.511801	-1.9549	-0.107459	-0.51701	0.226874	-0.109837	0.00189539	0.183204	-0.0452022	-0.00616511	0.2	0	0	0.113621	0.00279253	0.0643602	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
28.169	-0.15401	0.516708	182	86	2587	-96	-0.0177621	0.124142	-0.026615	2.19383	-0.229685	-1.36668	-1.94464	-0.110259	-0.511801	-1.94706	-0.109086	-0.516708	0.217762	-0.124142	0.026615	0.189947	-0.0480747	-0.00275278	0.2	0	0	0.111701	0.00226893	0.0643602	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
28.1708	-0.164049	0.517963	232	62	2556	-96	-0.180726	0.0895314	0.0366723	2.1935	-0.229522	-1.36661	-1.93607	-0.112683	-0.520141	-1.93778	-0.110788	-0.517963	0.380726	-0.0895314	-0.0366723	0.219895	-0.0514882	-0.00178339	0.2	0	0	0.111701	0.00226893	0.0643602	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
28.1791	-0.171855	0.518974	282	79	2576	-96	-0.175953	0.113829	-0.00392144	2.19204	-0.228583	-1.36665	-1.93607	-0.112683	-0.520141	-1.93064	-0.112309	-0.518974	0.375953	-0.113829	0.00392144	0.225271	-0.0532682	-0.00298244	0.2	0	0	0.107861	0.000872665	0.0643602	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
28.189	-0.177525	0.519747	285	96	2595	-96	-0.165502	0.137817	-0.0415689	2.1904	-0.227211	-1.36706	-1.93607	-0.112683	-0.520141	-1.92548	-0.113671	-0.519747	0.365502	-0.137817	0.0415689	0.217596	-0.0532871	-0.0047277	0.2	0	0	0.102974	-0.0010472	0.0643602	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
28.1992	-0.181339	0.520301	275	112	2612	-96	-0.1501	0.161278	-0.0757144	2.18887	-0.225574	-1.36783	-1.93607	-0.112683	-0.520141	-1.92199	-0.114881	-0.520301	0.3501	-0.161278	0.0757144	0.203222	-0.0517203	-0.0063282	0.2	0	0	0.0980875	-0.00314159	0.0643602	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
28.2081	-0.185589	0.520952	225	62	2562	-93	-0.0329633	0.0335554	0.0327996	2.18858	-0.225273	-1.36753	-1.9274	-0.112755	-0.520141	-1.91822	-0.115587	-0.520952	0.232963	-0.0335554	-0.0327996	0.183061	-0.0477096	-0.00865406	0.2	0	0	0.0980875	-0.00314159	0.0623134	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
28.2091	-0.188251	0.521448	192	33	2569	-93	-0.0325007	0.0479545	0.0108374	2.18855	-0.225229	-1.36752	-1.9274	-0.112755	-0.520141	-1.91586	-0.116154	-0.521448	0.232501	-0.0479545	-0.0108374	0.163573	-0.0435478	-0.0103759	0.2	0	0	0.095644	-0.00401426	0.0623134	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
28.219	-0.189741	0.521797	190	43	2579	-93	-0.0291062	0.0623791	-0.00963745	2.18826	-0.224606	-1.36762	-1.9274	-0.112755	-0.520141	-1.91452	-0.116593	-0.521797	0.229106	-0.0623791	0.00963745	0.143354	-0.0374713	-0.0118362	0.2	0	0	0.0904081	-0.00401426	0.0623134	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
28.229	-0.190358	0.522012	186	53	2589	-93	-0.0231172	0.0765856	-0.0287585	2.18803	-0.22384	-1.36791	-1.9274	-0.112755	-0.520141	-1.91395	-0.116899	-0.522012	0.223117	-0.0765856	0.0287585	0.124033	-0.0312824	-0.0123456	0.2	0	0	0.0860447	-0.0020944	0.0623134	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
28.239	-0.190351	0.522106	180	63	2597	-93	-0.0148338	0.0902662	-0.046606	2.18788	-0.222943	-1.36837	-1.9274	-0.112755	-0.520141	-1.91393	-0.117091	-0.522106	0.214834	-0.0902662	0.046606	0.105505	-0.0254919	-0.012119	0.2	0	0	0.0818559	0.00139626	0.0623134	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
28.2409	-0.190864	0.520635	155	13	2647	-93	0.0208393	0.014309	-0.232906	2.18792	-0.222916	-1.36881	-1.92423	-0.112755	-0.513751	-1.91351	-0.116971	-0.520635	0.179161	-0.014309	0.232906	0.0926765	-0.0214948	-0.00556429	0.2	0	0	0.0818559	0.00139626	0.0621882	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
28.249	-0.190823	0.519181	141	17	2697	-93	0.0414128	0.0246414	-0.246559	2.18826	-0.222715	-1.37082	-1.92423	-0.112755	-0.513751	-1.91357	-0.116822	-0.519181	0.158587	-0.0246414	0.246559	0.0785224	-0.0176477	-0.00028006	0.2	0	0	0.0806342	0.00314159	0.0621882	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
28.259	-0.190349	0.517769	125	23	2703	-93	0.063214	0.032917	-0.258369	2.18889	-0.222385	-1.37341	-1.92423	-0.112755	-0.513751	-1.91399	-0.116656	-0.517769	0.136786	-0.032917	0.258369	0.0631439	-0.0160172	0.00413778	0.2	0	0	0.0790634	0.00593412	0.0621882	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
28.269	-0.189535	0.516416	109	27	2708	-93	0.0863973	0.0395278	-0.268478	2.18975	-0.221991	-1.37608	-1.92423	-0.112755	-0.513751	-1.91471	-0.11651	-0.516416	0.113603	-0.0395278	0.268478	0.049294	-0.0161503	0.00776806	0.2	0	0	0.0792379	0.00680678	0.0621882	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
28.2707	-0.188674	0.514049	59	-1	2683	-90	0.217213	-0.00147553	-0.21677	2.19013	-0.221994	-1.37646	-1.92092	-0.112746	-0.506626	-1.91548	-0.116294	-0.514049	-0.0172128	0.00147553	0.21677	0.0266176	-0.0126131	0.0128703	0.2	0	0	0.0792379	0.00680678	0.0601637	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
28.2791	-0.187494	0.511896	9	-2	2682	-90	0.234572	-0.00374422	-0.214659	2.19208	-0.222025	-1.37824	-1.92092	-0.112746	-0.506626	-1.91652	-0.116058	-0.511896	-0.0345725	0.00374422	0.214659	0.00977751	-0.0124098	0.0168427	0.2	0	0	0.0809833	0.00575959	0.0601637	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
28.2891	-0.186181	0.509965	-6	-4	2680	-90	0.251685	-0.00681114	-0.211116	2.19461	-0.222094	-1.38037	-1.92092	-0.112746	-0.506626	-1.91768	-0.115848	-0.509965	-0.0516846	0.00681114	0.211116	-0.00376355	-0.0125278	0.0198439	0.2	0	0	0.0816814	0.00471239	0.0601637	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
28.2991	-0.184837	0.508252	-17	-7	2677	-90	0.268344	-0.0104103	-0.206175	2.19728	-0.222197	-1.38242	-1.92092	-0.112746	-0.506626	-1.91886	-0.115657	-0.508252	-0.068344	0.0104103	0.206175	-0.0146151	-0.0113128	0.0219848	0.2	0	0	0.082205	0.00244346	0.0601637	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
28.3081	-0.184087	0.507209	30	0	2627	-90	0.2	0	0	2.19908	-0.222197	-1.38242	-1.92092	-0.112746	-0.506626	-1.91953	-0.115483	-0.507209	0	0	0	-0.0146996	-0.00977102	0.0212508	0.2	0	0	0.082205	0.00244346	0.0601637	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
28.309	-0.183542	0.506355	30	0	2577	-90	0.2	0	0	2.19927	-0.222197	-1.38242	-1.92092	-0.112746	-0.506626	-1.92003	-0.115296	-0.506355	0	0	0	-0.0146711	-0.00787881	0.0203467	0.2	0	0	0.0816814	-0.000174533	0.0601637	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
28.319	-0.183153	0.505665	30	0	2574	-90	0.2	0	0	2.20128	-0.222197	-1.38242	-1.92092	-0.112746	-0.506626	-1.92039	-0.115091	-0.505665	0	0	0	-0.0140457	-0.00517491	0.0191861	0.2	0	0	0.0802851	-0.00261799	0.0601637	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
28.329	-0.182891	0.505122	30	0	2574	-90	0.2	0	0	2.20326	-0.222197	-1.38242	-1.92092	-0.112746	-0.506626	-1.92065	-0.114861	-0.505122	0	0	0	-0.0136868	-0.00288472	0.0178235	0.2	0	0	0.0794125	-0.00383972	0.0601637	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
28.3362	-0.182718	0.504706	30	0	2574	-90	0.2	0	0	2.2047	-0.222197	-1.38242	-1.92092	-0.112746	-0.506626	-1.92084	-0.114621	-0.504706	0	0	0	-0.0131474	-0.00169206	0.0164021	0.2	0	0	0.0794125	-0.00383972	0.0601637	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
28.339	-0.182612	0.504399	30	0	2574	-90	0.2	0	0	2.20528	-0.222197	-1.38242	-1.92092	-0.112746	-0.506626	-1.92096	-0.114389	-0.504399	0	0	0	-0.0127113	0.000196086	0.0147438	0.2	0	0	0.0780162	-0.00523599	0.0601637	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
28.3495	-0.182555	0.504189	30	0	2574	-90	0.2	0	0	2.20736	-0.222197	-1.38242	-1.92092	-0.112746	-0.506626	-1.92105	-0.114155	-0.504189	0	0	0	-0.0125953	0.00189353	0.0130992	0.2	0	0	0.07662	-0.00645772	0.0601637	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
28.3591	-0.182527	0.50406	30	0	2574	-90	0.2	0	0	2.20928	-0.222197	-1.38242	-1.92092	-0.112746	-0.506626	-1.92111	-0.113926	-0.50406	0	0	0	-0.0114084	0.00234054	0.0114464	0.2	0	0	0.0741765	-0.00733038	0.0601637	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
28.369	-0.182534	0.504	30	0	2574	-90	0.2	0	0	2.21126	-0.222197	-1.38242	-1.92092	-0.112746	-0.506626	-1.92113	-0.113722	-0.504	0	0	0	-0.0101037	0.00245739	0.00985558	0.2	0	0	0.0724312	-0.00767945	0.0601637	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
28.3759	-0.209435	0.495872	20	3	2624	-57	0.213565	0.00553005	-0.184728	2.21274	-0.222159	-1.3837	-1.84148	-0.113465	-0.460937	-1.89835	-0.113673	-0.495872	-0.0135652	-0.00553005	0.184728	0.11158	-0.0023746	0.0409607	0.2	0	0	0.0724312	-0.00767945	0.0385559	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
28.379	-0.231835	0.488529	11	4	2666	-57	0.226493	0.00650678	-0.183289	2.21345	-0.222139	-1.38427	-1.84148	-0.113465	-0.460937	-1.88002	-0.113632	-0.488529	-0.0264928	-0.00650678	0.183289	0.169807	-0.0055378	0.0617961	0.2	0	0	0.069115	-0.00820305	0.0385559	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
28.389	-0.249487	0.481968	2	4	2665	-57	0.238749	0.00699796	-0.181076	2.21583	-0.222069	-1.38608	-1.84148	-0.113465	-0.460937	-1.86595	-0.113611	-0.481968	-0.0387492	-0.00699796	0.181076	0.191356	-0.00732984	0.0761678	0.2	0	0	0.0659734	-0.00837758	0.0385559	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
28.3988	-0.270428	0.474909	52	14	2680	-56	-0.199359	0.0213518	-0.21188	2.21387	-0.221859	-1.38816	-1.83202	-0.113465	-0.453578	-1.84964	-0.113599	-0.474909	0.399359	-0.0213518	0.21188	0.264867	-0.010102	0.094271	0.2	0	0	0.0659734	-0.00837758	0.0374611	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
28.3991	-0.28721	0.468626	102	26	2693	-56	-0.1839	0.0383188	-0.236621	2.21381	-0.221847	-1.38824	-1.83202	-0.113465	-0.453578	-1.83686	-0.113637	-0.468626	0.3839	-0.0383188	0.236621	0.28536	-0.0122708	0.105549	0.2	0	0	0.0640536	-0.00855211	0.0374611	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
28.4091	-0.299752	0.463072	152	38	2704	-56	-0.16663	0.0548016	-0.259647	2.21215	-0.221301	-1.39083	-1.83202	-0.113465	-0.453578	-1.82746	-0.113734	-0.463072	0.36663	-0.0548016	0.259647	0.282501	-0.0132411	0.112368	0.2	0	0	0.0626573	-0.00820305	0.0374611	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
28.419	-0.308588	0.458209	202	49	2715	-56	-0.147937	0.0706519	-0.280688	2.21069	-0.220605	-1.39359	-1.83202	-0.113465	-0.453578	-1.8209	-0.113882	-0.458209	0.347937	-0.0706519	0.280688	0.265827	-0.0143195	0.115597	0.2	0	0	0.0605629	-0.00767945	0.0374611	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
28.429	-0.314353	0.453991	252	59	2725	-56	-0.127845	0.0854681	-0.300083	2.20941	-0.219744	-1.39661	-1.83202	-0.113465	-0.453578	-1.81665	-0.11408	-0.453991	0.327845	-0.0854681	0.300083	0.241821	-0.0150031	0.116439	0.2	0	0	0.0591667	-0.00610865	0.0374611	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
28.439	-0.317685	0.450371	244	69	2733	-56	-0.106602	0.0990744	-0.317831	2.20835	-0.218759	-1.39977	-1.83202	-0.113465	-0.453578	-1.81418	-0.114319	-0.450371	0.306602	-0.0990744	0.317831	0.213327	-0.0143057	0.115133	0.2	0	0	0.0575959	-0.00436332	0.0374611	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
28.4407	-0.315066	0.447284	194	19	2683	-46	0.257668	-0.0581138	-0.164923	2.2088	-0.218862	-1.40006	-1.83411	-0.10825	-0.451502	-1.81623	-0.113286	-0.447284	-0.0576679	0.0581138	0.164923	0.131805	-0.00599319	0.108597	0.2	0	0	0.0575959	-0.00436332	0.0312362	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
28.449	-0.311274	0.44477	144	-31	2655	-46	0.265029	-0.0592659	-0.161745	2.21099	-0.219351	-1.4014	-1.83411	-0.10825	-0.451502	-1.81913	-0.112316	-0.44477	-0.0650286	0.0592659	0.161745	0.0783088	-0.000862488	0.102268	0.2	0	0	0.0563741	-0.00383972	0.0312362	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
28.459	-0.307227	0.442769	94	-42	2654	-46	0.271304	-0.0607149	-0.158531	2.2137	-0.219957	-1.40298	-1.83411	-0.10825	-0.451502	-1.82222	-0.111418	-0.442769	-0.0713035	0.0607149	0.158531	0.0386129	0.00348496	0.095398	0.2	0	0	0.0509636	-0.00349066	0.0312362	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
28.469	-0.303325	0.441227	44	-43	2652	-46	0.276465	-0.0623156	-0.155474	2.21647	-0.220583	-1.40454	-1.83411	-0.10825	-0.451502	-1.82522	-0.11059	-0.441227	-0.0764655	0.0623156	0.155474	0.0086189	0.0069491	0.0883663	0.2	0	0	0.045204	-0.00383972	0.0312362	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
28.4711	-0.300432	0.438876	13	-93	2658	-45	0.222904	-0.155831	-0.16745	2.21693	-0.2209	-1.40488	-1.83411	-0.105847	-0.44447	-1.82755	-0.109186	-0.438876	-0.0229044	0.155831	0.16745	-0.00623054	0.0120636	0.0857149	0.2	0	0	0.045204	-0.00383972	0.0303943	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
28.479	-0.298015	0.436976	12	-109	2658	-45	0.225096	-0.155785	-0.167178	2.21872	-0.222139	-1.40621	-1.83411	-0.105847	-0.44447	-1.82953	-0.107899	-0.436976	-0.0250961	0.155785	0.167178	-0.0173757	0.0159066	0.0820455	0.2	0	0	0.0415388	-0.00401426	0.0303943	-700	700	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
