time 	e1	e2	ctrlpitch	ctrlroll	ctrlthrust	ctrlyaw	edx	edy	edz	cumulx	cumuly	cumulz	x	y	z	xk	yk	zk	dxr	dyr	dzr	dxk	dyk	dzk	dxd	dyd	dzd	pitch	roll	yaw	kpvx	kpvy	kpvz	kivx	kivy	kivz	kdvx	kdvy	kdvz	ktg	veld	pitchoff	ke1	ke2	gravity
0.132169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-150	150	-200	-600	600	-600	0	0	0	0.4	0.4	177	-1	-1	2561	
0.158039	0	0	0	0	0	0	0	0	0	0	0	0	-3.14603	-0.141033	-0.425595	-0.747696	-0.00466618	-0.012442	0.0215834	-1.21342	-0.559323	-5.42055	-0.131306	-0.088787	0	0	0	0	0	-0.0177853	-150	150	-200	-600	600	-600	0	0	0	0.4	0.4	177	-1	-1	2561	
0.193269	0	0	0	0	0	0	0	0	0	0	0	0	-3.14603	-0.212559	-0.440064	-1.47254	-0.014557	-0.0339579	0.171225	-1.21076	-0.878013	-7.60524	-0.215413	-0.190755	0	0	0	0	0	-0.0177853	-150	150	-200	-600	600	-600	0	0	0	0.4	0.4	177	-1	-1	2561	
0.224813	0	0	0	0	0	0	0	0	0	0	0	0	-3.14603	-0.212559	-0.459782	-2.03699	-0.0266357	-0.0631141	0.15741	-0.434058	-0.559323	-8.69062	-0.276424	-0.3003	0	0	0	0	0	-0.0177853	-150	150	-200	-600	600	-600	0	0	0	0.4	0.4	177	-1	-1	2561	
0.262831	0	0	0	0	0	0	0	0	0	0	0	0	-3.14934	-0.0954569	-0.459782	-2.52619	-0.0353144	-0.100789	-0.181674	-0.242324	0.355464	-8.82941	-0.650259	-0.406954	0	0	0	0	0	-0.0580471	-150	150	-200	-600	600	-600	0	0	0	0.4	0.4	177	-1	-1	2561	
0.289403	0	0	0	0	0	0	0	0	0	0	0	0	-3.14934	-0.0954569	-0.459782	-2.81102	-0.0430721	-0.138548	-0.181674	-0.242324	0.355464	-8.6113	-0.653619	-0.510885	0	0	0	0	0	-0.0580471	-150	150	-200	-600	600	-600	0	0	0	0.4	0.4	177	-1	-1	2561	
0.325025	0	0	0	0	0	0	0	0	0	0	0	0	-3.14119	-0.179354	-0.482466	-3.07079	-0.0644889	-0.188219	0.55492	-2.90923	-0.661772	-7.72871	-0.47559	-0.630335	0	0	0	0	0	-0.0316334	-150	150	-200	-600	600	-600	0	0	0	0.4	0.4	177	-1	-1	2561	
0.35596	0	0	0	0	0	0	0	0	0	0	0	0	-3.13272	-0.28334	-0.482466	-3.21559	-0.0968027	-0.237055	0.463396	-2.92521	-0.661772	-6.7805	-0.334084	-0.732477	0	0	0	0	0	-0.000262037	-150	150	-200	-600	600	-600	0	0	0	0.4	0.4	177	-1	-1	2561	
0.394625	0	0	0	0	0	0	0	0	0	0	0	0	-3.13147	-0.283554	-0.471898	-3.33931	-0.129377	-0.289013	0.03234	-0.701998	-0.000808593	-5.57143	-0.393778	-0.804954	0	0	0	0	0	0.000191665	-150	150	-200	-600	600	-600	0	0	0	0.4	0.4	177	-1	-1	2561	
0.420968	0	0	0	0	0	0	0	0	0	0	0	0	-3.13272	-0.28334	-0.471898	-3.3597	-0.155397	-0.328973	-0.0485746	0.00690663	-0.000808593	-4.63302	-0.442378	-0.861084	0	0	0	0	0	-0.000262037	-150	150	-200	-600	600	-600	0	0	0	0.4	0.4	177	-1	-1	2561	
0.456777	0	0	0	0	0	0	0	0	0	0	0	0	-3.13275	-0.238697	-0.471898	-3.38941	-0.17245	-0.373267	-0.0863491	2.7255	-0.000808593	-3.57978	-0.467211	-0.897635	0	0	0	0	0	-0.0138577	-150	150	-200	-600	600	-600	0	0	0	0.4	0.4	177	-1	-1	2561	
0.486526	0	0	0	0	0	0	0	0	0	0	0	0	-3.15188	-0.132079	-0.446633	-3.38191	-0.170751	-0.405844	-0.177815	2.72106	-0.57871	-2.77687	-0.485908	-0.9145	0	0	0	0	0	-0.0474411	-150	150	-200	-600	600	-600	0	0	0	0.4	0.4	177	-1	-1	2561	
0.525352	0	0	0	0	0	0	0	0	0	0	0	0	-3.15188	-0.132079	-0.446633	-3.3749	-0.175675	-0.441063	0.161453	0.272209	-0.412087	-1.94341	-0.420956	-0.909641	0	0	0	0	0	-0.0474411	-150	150	-200	-600	600	-600	0	0	0	0.4	0.4	177	-1	-1	2561	
0.552088	0	0	0	0	0	0	0	0	0	0	0	0	-3.14822	-0.124218	-0.462581	-3.33898	-0.174517	-0.463934	0.160972	0.272494	-0.412087	-1.38086	-0.363992	-0.902647	0	0	0	0	0	-0.0492062	-150	150	-200	-600	600	-600	0	0	0	0.4	0.4	177	-1	-1	2561	
0.589653	0	0	0	0	0	0	0	0	0	0	0	0	-3.13984	-0.19303	-0.462632	-3.31	-0.191783	-0.491336	0.306014	-2.30182	-0.412087	-0.835342	-0.357584	-0.880147	0	0	0	0	0	-0.0258909	-150	150	-200	-600	600	-600	0	0	0	0.4	0.4	177	-1	-1	2561	
0.617779	0	0	0	0	0	0	0	0	0	0	0	0	-3.14272	-0.106301	-0.480283	-3.27796	-0.175723	-0.509043	-0.36646	4.2708	-0.141961	-0.522879	-0.244855	-0.855161	0	0	0	0	0	-0.0544145	-150	150	-200	-600	600	-600	0	0	0	0.4	0.4	177	-1	-1	2561	
0.658248	0	0	0	0	0	0	0	0	0	0	0	0	-3.14272	-0.191886	-0.480283	-3.25152	-0.191184	-0.531874	-0.0198465	-2.31037	-0.141961	-0.240605	-0.274874	-0.815825	0	0	0	0	0	-0.0272299	-150	150	-200	-600	600	-600	0	0	0	0.4	0.4	177	-1	-1	2561	
0.684027	0	0	0	0	0	0	0	0	0	0	0	0	-3.14607	-0.191886	-0.452182	-3.22718	-0.198853	-0.53369	-0.107253	-0.970595	0.79304	-0.0831855	-0.276141	-0.749336	0	0	0	0	0	-0.0272299	-150	150	-200	-600	600	-600	0	0	0	0.4	0.4	177	-1	-1	2561	
0.720505	0	0	0	0	0	0	0	0	0	0	0	0	-3.15025	-0.191886	-0.415062	-3.2087	-0.207916	-0.534192	-0.135472	-0.971364	0.79304	0.0228842	-0.276474	-0.660631	0	0	0	0	0	-0.0272299	-150	150	-200	-600	600	-600	0	0	0	0.4	0.4	177	-1	-1	2561	
0.750593	0	0	0	0	0	0	0	0	0	0	0	0	-3.15025	-0.188885	-0.415062	-3.19369	-0.213689	-0.530354	-0.133508	-0.971636	0.0708066	0.0853015	-0.272852	-0.59082	0	0	0	0	0	-0.0292519	-150	150	-200	-600	600	-600	0	0	0	0.4	0.4	177	-1	-1	2561	
0.786617	0	0	0	0	0	0	0	0	0	0	0	0	-3.15802	-0.188885	-0.41248	-3.18376	-0.220164	-0.527542	-0.180802	-1.11272	0.0708066	0.0979373	-0.270311	-0.518132	0	0	0	0	0	-0.0292519	-150	150	-200	-600	600	-600	0	0	0	0.4	0.4	177	-1	-1	2561	
0.821145	0	0	0	0	0	0	0	0	0	0	0	0	-3.16231	-0.22875	0.275432	-3.17612	-0.231594	-0.40927	0.0135494	-1.10691	0.032344	0.117726	-0.283476	-0.129757	0	0	0	0	0	-0.0205325	-150	150	-200	-600	600	-600	0	0	0	0.4	0.4	177	-1	-1	2561	
