1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16
time ;x;y;z;dxr;dyr;dzr;dxrT;dyrT;dzrT;dxrUn;dyrUn;dzrUn;timeTe;xTe;
10,535;-3,89289;0,0178919;0,121842;0,0590703;0,0737888;0,159157;0,0627606;0,0669073;0,160778;0,0627606;0,126761;0,160778;;;
10,5449;-3,89289;0,0178919;0,121842;0,0590703;0,0737888;0,159157;0,0627606;0,0669073;0,160778;0,0627606;0,126761;0,160778;;;
10,555;-3,89289;0,0178919;0,121842;0,0590703;0,0737888;0,159157;0,0627606;0,0669073;0,160778;0,0627606;0,126761;0,160778;;;
10,559;-3,89211;0,0208177;0,121842;0,0215211;0,132515;0,156956;0,0272116;0,126761;0,160778;0,0272116;0,126761;0,160778;;;
10,5649;-3,89211;0,0208177;0,121842;0,0215211;0,132515;0,156956;0,0272116;0,126761;0,160778;0,0272116;0,126761;0,160778;;;
10,575;-3,89211;0,0208177;0,121842;0,0215211;0,132515;0,156956;0,0272116;0,126761;0,160778;0,0272116;0,126761;0,160778;;;
10,5841;-3,89096;0,0325759;0,107864;0,0506813;0,0998367;0,0882364;0,0550381;0,0951406;0,0907783;0,0550381;0,0951406;0,00664745;;;
10,585;-3,89096;0,0325759;0,107864;0,0506813;0,0998367;0,0882364;0,0550381;0,0951406;0,0907783;0,0550381;0,0951406;0,00664745;;;
10,595;-3,89096;0,0325759;0,107864;0,0506813;0,0998367;0,0882364;0,0550381;0,0951406;0,0907783;0,0550381;0,0951406;0,00664745;;;
10,6049;-3,89096;0,0325759;0,107864;0,0506813;0,0998367;0,0882364;0,0550381;0,0951406;0,0907783;0,0550381;0,0951406;0,00664745;;;
10,615;-3,89096;0,0325759;0,107864;0,0506813;0,0998367;0,0882364;0,0550381;0,0951406;0,0907783;0,0550381;0,0951406;0,00664745;;;
10,6197;-3,89073;0,0333498;0,107864;0,00180305;0,0692017;0,018643;0,00453997;0,0684642;0,0207783;0,00453997;0,0684642;0,00664745;;;
10,625;-3,89073;0,0333498;0,107864;0,00180305;0,0692017;0,018643;0,00453997;0,0684642;0,0207783;0,00453997;0,0684642;0,00664745;;;
10,635;-3,89073;0,0333498;0,107864;0,00180305;0,0692017;0,018643;0,00453997;0,0684642;0,0207783;0,00453997;0,0684642;0,00664745;;;
10,645;-3,89073;0,0333498;0,107864;0,00180305;0,0692017;0,018643;0,00453997;0,0684642;0,0207783;0,00453997;0,0684642;0,00664745;;;
10,655;-3,89073;0,0333498;0,107864;0,00180305;0,0692017;0,018643;0,00453997;0,0684642;0,0207783;0,00453997;0,0684642;0,00664745;;;
10,6559;-3,89057;0,0333498;0,109948;0,0545541;0,00246735;0,0589443;0,0550381;-0,00153583;0,0585246;0,0550381;-0,0266298;0,0585246;;;
10,665;-3,89057;0,0333498;0,109948;0,0545541;0,00246735;0,0589443;0,0550381;-0,00153583;0,0585246;0,0550381;-0,0266298;0,0585246;;;
10,675;-3,89057;0,0333498;0,109948;0,0545541;0,00246735;0,0589443;0,0550381;-0,00153583;0,0585246;0,0550381;-0,0266298;0,0585246;;;
10,685;-3,89057;0,0333498;0,109948;0,0545541;0,00246735;0,0589443;0,0550381;-0,00153583;0,0585246;0,0550381;-0,0266298;0,0585246;;;
10,6865;-3,88751;0,0265472;0,122485;0,0310842;-0,0234693;0,0595858;0,0305488;-0,0266298;0,0585246;0,0305488;-0,0266298;0,0585246;;;
10,695;-3,88751;0,0265472;0,122485;0,0310842;-0,0234693;0,0595858;0,0305488;-0,0266298;0,0585246;0,0305488;-0,0266298;0,0585246;;;
10,705;-3,88751;0,0265472;0,122485;0,0310842;-0,0234693;0,0595858;0,0305488;-0,0266298;0,0585246;0,0305488;-0,0266298;0,0585246;;;
10,7149;-3,88751;0,0265472;0,122485;0,0310842;-0,0234693;0,0595858;0,0305488;-0,0266298;0,0585246;0,0305488;-0,0266298;0,0585246;;;
10,7169;-3,88751;0,0265472;0,122485;0,0316378;-0,0251222;-0,0103832;0,0305488;-0,0259802;-0,0114754;0,0305488;-0,0259802;-0,02282;;;
10,725;-3,88751;0,0265472;0,122485;0,0316378;-0,0251222;-0,0103832;0,0305488;-0,0259802;-0,0114754;0,0305488;-0,0259802;-0,02282;;;
10,735;-3,88751;0,0265472;0,122485;0,0316378;-0,0251222;-0,0103832;0,0305488;-0,0259802;-0,0114754;0,0305488;-0,0259802;-0,02282;;;
10,745;-3,88751;0,0265472;0,122485;0,0316378;-0,0251222;-0,0103832;0,0305488;-0,0259802;-0,0114754;0,0305488;-0,0259802;-0,02282;;;
10,755;-3,88751;0,0265472;0,122485;0,0316378;-0,0251222;-0,0103832;0,0305488;-0,0259802;-0,0114754;0,0305488;-0,0259802;-0,02282;;;
10,7592;-3,88658;0,0394081;0,122485;0,0287362;0,0444702;-0,0242561;0,0305488;0,0440198;-0,02282;0,0305488;0,0714434;-0,02282;;;
10,765;-3,88658;0,0394081;0,122485;0,0287362;0,0444702;-0,0242561;0,0305488;0,0440198;-0,02282;0,0305488;0,0714434;-0,02282;;;
10,775;-3,88658;0,0394081;0,122485;0,0287362;0,0444702;-0,0242561;0,0305488;0,0440198;-0,02282;0,0305488;0,0714434;-0,02282;;;
10,7841;-3,88626;0,0405808;0,116822;0,0576578;0,0707571;-0,0951242;0,0604972;0,0714434;-0,09282;0,0604972;0,0714434;-0,185902;;;
