1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16
time ;x;y;z;dxr;dyr;dzr;dxrT;dyrT;dzrT;dxrUn;dyrUn;dzrUn;timeTe;xTe;
12,365;-3,50129;0,0010905;0,16169;0,598595;-0,00845249;0,00397225;0,596734;-0,0480676;-0,00117419;0,670933;-0,264835;0,118869;;;
12,3718;-3,48406;-0,00568931;0,161805;0,672933;-0,0756827;-0,00531971;0,666734;-0,118068;-0,0110212;0,670933;-0,264835;-0,0110212;;;
12,375;-3,48406;-0,00568931;0,161805;0,672933;-0,0756827;-0,00531971;0,666734;-0,118068;-0,0110212;0,670933;-0,264835;-0,0110212;;;
12,385;-3,48406;-0,00568931;0,161805;0,672933;-0,0756827;-0,00531971;0,666734;-0,118068;-0,0110212;0,670933;-0,264835;-0,0110212;;;
12,395;-3,48406;-0,00568931;0,161805;0,672933;-0,0756827;-0,00531971;0,666734;-0,118068;-0,0110212;0,670933;-0,264835;-0,0110212;;;
12,4024;-3,46966;-0,00571127;0,162235;0,672552;-0,0046079;0,0291462;0,670933;-0,0480676;0,027106;0,670933;-0,0115251;0,027106;;;
12,405;-3,46966;-0,00571127;0,162235;0,672552;-0,0046079;0,0291462;0,670933;-0,0480676;0,027106;0,670933;-0,0115251;0,027106;;;
12,415;-3,46966;-0,00571127;0,162235;0,672552;-0,0046079;0,0291462;0,670933;-0,0480676;0,027106;0,670933;-0,0115251;0,027106;;;
12,4249;-3,46966;-0,00571127;0,162235;0,672552;-0,0046079;0,0291462;0,670933;-0,0480676;0,027106;0,670933;-0,0115251;0,027106;;;
12,433;-3,44628;-0,00604188;0,162634;0,600405;0,0269986;0,0277981;0,600933;-0,0115251;0,027106;0,550439;-0,0115251;0,027106;;;
12,4349;-3,44628;-0,00604188;0,162634;0,600405;0,0269986;0,0277981;0,600933;-0,0115251;0,027106;0,550439;-0,0115251;0,027106;;;
12,445;-3,44628;-0,00604188;0,162634;0,600405;0,0269986;0,0277981;0,600933;-0,0115251;0,027106;0,550439;-0,0115251;0,027106;;;
12,455;-3,44628;-0,00604188;0,162634;0,600405;0,0269986;0,0277981;0,600933;-0,0115251;0,027106;0,550439;-0,0115251;0,027106;;;
12,4649;-3,44628;-0,00604188;0,162634;0,600405;0,0269986;0,0277981;0,600933;-0,0115251;0,027106;0,550439;-0,0115251;0,027106;;;
12,4733;-3,42944;-0,00660411;0,16594;0,549925;0,0230561;0,0300329;0,550439;-0,0115251;0,027106;0,550439;-0,0115251;0,027106;;;
12,475;-3,42944;-0,00660411;0,16594;0,549925;0,0230561;0,0300329;0,550439;-0,0115251;0,027106;0,550439;-0,0115251;0,027106;;;
12,485;-3,42944;-0,00660411;0,16594;0,549925;0,0230561;0,0300329;0,550439;-0,0115251;0,027106;0,550439;-0,0115251;0,027106;;;
12,495;-3,42944;-0,00660411;0,16594;0,549925;0,0230561;0,0300329;0,550439;-0,0115251;0,027106;0,550439;-0,0115251;0,027106;;;
12,4969;-3,41782;-0,00887436;0,16594;0,554295;-0,0476575;0,0114382;0,550439;-0,0815251;0,00391567;0,550439;-0,0925616;0,00391567;;;
12,505;-3,41782;-0,00887436;0,16594;0,554295;-0,0476575;0,0114382;0,550439;-0,0815251;0,00391567;0,550439;-0,0925616;0,00391567;;;
12,515;-3,41782;-0,00887436;0,16594;0,554295;-0,0476575;0,0114382;0,550439;-0,0815251;0,00391567;0,550439;-0,0925616;0,00391567;;;
12,5249;-3,41782;-0,00887436;0,16594;0,554295;-0,0476575;0,0114382;0,550439;-0,0815251;0,00391567;0,550439;-0,0925616;0,00391567;;;
12,5349;-3,41782;-0,00887436;0,16594;0,554295;-0,0476575;0,0114382;0,550439;-0,0815251;0,00391567;0,550439;-0,0925616;0,00391567;;;
12,5369;-3,3998;-0,00964141;0,166097;0,622376;-0,0429709;0,0154602;0,618887;-0,080008;0,00391567;0,618887;-0,080008;0,00391567;;;
12,5449;-3,3998;-0,00964141;0,166097;0,622376;-0,0429709;0,0154602;0,618887;-0,080008;0,00391567;0,618887;-0,080008;0,00391567;;;
12,555;-3,3998;-0,00964141;0,166097;0,622376;-0,0429709;0,0154602;0,618887;-0,080008;0,00391567;0,618887;-0,080008;0,00391567;;;
12,5649;-3,3998;-0,00964141;0,166097;0,622376;-0,0429709;0,0154602;0,618887;-0,080008;0,00391567;0,618887;-0,080008;0,00391567;;;
12,5672;-3,37506;-0,0128391;0,167589;0,690817;-0,038965;0,0810365;0,688887;-0,080008;0,0659381;0,695169;-0,080008;0,0659381;;;
12,5749;-3,37506;-0,0128391;0,167589;0,690817;-0,038965;0,0810365;0,688887;-0,080008;0,0659381;0,695169;-0,080008;0,0659381;;;
12,5849;-3,37506;-0,0128391;0,167589;0,690817;-0,038965;0,0810365;0,688887;-0,080008;0,0659381;0,695169;-0,080008;0,0659381;;;
12,595;-3,37506;-0,0128391;0,167589;0,690817;-0,038965;0,0810365;0,688887;-0,080008;0,0659381;0,695169;-0,080008;0,0659381;;;
12,5971;-3,354;-0,0128809;0,171092;0,641872;-0,00582393;0,0824245;0,642346;-0,0432663;0,0659381;0,642346;-0,0432663;0,0659381;;;
12,605;-3,354;-0,0128809;0,171092;0,641872;-0,00582393;0,0824245;0,642346;-0,0432663;0,0659381;0,642346;-0,0432663;0,0659381;;;
12,615;-3,354;-0,0128809;0,171092;0,641872;-0,00582393;0,0824245;0,642346;-0,0432663;0,0659381;0,642346;-0,0432663;0,0659381;;;
12,6251;-3,354;-0,0128809;0,171092;0,641872;-0,00582393;0,0824245;0,642346;-0,0432663;0,0659381;0,642346;-0,0432663;0,0659381;;;
12,6349;-3,354;-0,0128809;0,171092;0,641872;-0,00582393;0,0824245;0,642346;-0,0432663;0,0659381;0,642346;-0,0432663;0,0659381;;;
12,6395;-3,33482;-0,0141731;0,172929;0,693177;-0,00385587;0,109812;0,695169;-0,0432663;0,0862362;0,695169;-0,0432663;0,0862362;;;
12,6449;-3,33482;-0,0141731;0,172929;0,693177;-0,00385587;0,109812;0,695169;-0,0432663;0,0862362;0,695169;-0,0432663;0,0862362;;;
12,6549;-3,33482;-0,0141731;0,172929;0,693177;-0,00385587;0,109812;0,695169;-0,0432663;0,0862362;0,695169;-0,0432663;0,0862362;;;
12,6624;-3,30212;-0,0160117;0,172929;0,763398;-0,00173768;0,0914312;0,765169;-0,0432719;0,061505;0,769536;-0,0432719;0,061505;;;
12,665;-3,30212;-0,0160117;0,172929;0,763398;-0,00173768;0,0914312;0,765169;-0,0432719;0,061505;0,769536;-0,0432719;0,061505;;;
12,675;-3,30212;-0,0160117;0,172929;0,763398;-0,00173768;0,0914312;0,765169;-0,0432719;0,061505;0,769536;-0,0432719;0,061505;;;
12,6849;-3,30212;-0,0160117;0,172929;0,763398;-0,00173768;0,0914312;0,765169;-0,0432719;0,061505;0,769536;-0,0432719;0,061505;;;
12,695;-3,30212;-0,0160117;0,172929;0,763398;-0,00173768;0,0914312;0,765169;-0,0432719;0,061505;0,769536;-0,0432719;0,061505;;;
12,6969;-3,27588;-0,0169828;0,173522;0,767362;-0,00321565;0,0902749;0,769536;-0,0432719;0,0542848;0,769536;-0,0432719;0,0542848;;;
12,705;-3,27588;-0,0169828;0,173522;0,767362;-0,00321565;0,0902749;0,769536;-0,0432719;0,0542848;0,769536;-0,0432719;0,0542848;;;
12,715;-3,27588;-0,0169828;0,173522;0,767362;-0,00321565;0,0902749;0,769536;-0,0432719;0,0542848;0,769536;-0,0432719;0,0542848;;;
12,725;-3,27588;-0,0169828;0,173522;0,767362;-0,00321565;0,0902749;0,769536;-0,0432719;0,0542848;0,769536;-0,0432719;0,0542848;;;
12,735;-3,27588;-0,0169828;0,173522;0,767362;-0,00321565;0,0902749;0,769536;-0,0432719;0,0542848;0,769536;-0,0432719;0,0542848;;;
12,7378;-3,26783;-0,0169828;0,173522;0,694982;0,044841;0,0858444;0,699536;0,00912421;0,0542848;0,566871;0,00912421;0,0542848;;;
12,7449;-3,26783;-0,0169828;0,173522;0,694982;0,044841;0,0858444;0,699536;0,00912421;0,0542848;0,566871;0,00912421;0,0542848;;;
12,755;-3,26783;-0,0169828;0,173522;0,694982;0,044841;0,0858444;0,699536;0,00912421;0,0542848;0,566871;0,00912421;0,0542848;;;
12,7612;-3,24463;-0,0169828;0,173522;0,625289;0,0409767;0,0817276;0,629536;0,00912421;0,0542848;0,566871;0,00912421;0,0542848;;;
12,765;-3,24463;-0,0169828;0,173522;0,625289;0,0409767;0,0817276;0,629536;0,00912421;0,0542848;0,566871;0,00912421;0,0542848;;;
12,775;-3,24463;-0,0169828;0,173522;0,625289;0,0409767;0,0817276;0,629536;0,00912421;0,0542848;0,566871;0,00912421;0,0542848;;;
12,785;-3,24463;-0,0169828;0,173522;0,625289;0,0409767;0,0817276;0,629536;0,00912421;0,0542848;0,566871;0,00912421;0,0542848;;;
12,7949;-3,24463;-0,0169828;0,173522;0,625289;0,0409767;0,0817276;0,629536;0,00912421;0,0542848;0,566871;0,00912421;0,0542848;;;
12,8008;-3,22214;-0,0213741;0,159248;0,694751;0,113863;0,0146112;0,699536;0,0791242;-0,0157152;0,961884;0,128393;-0,148385;;;
12,805;-3,22214;-0,0213741;0,159248;0,694751;0,113863;0,0146112;0,699536;0,0791242;-0,0157152;0,961884;0,128393;-0,148385;;;
12,815;-3,22214;-0,0213741;0,159248;0,694751;0,113863;0,0146112;0,699536;0,0791242;-0,0157152;0,961884;0,128393;-0,148385;;;
12,8249;-3,22214;-0,0213741;0,159248;0,694751;0,113863;0,0146112;0,699536;0,0791242;-0,0157152;0,961884;0,128393;-0,148385;;;
12,8304;-3,18097;-0,0213741;0,153582;0,764023;0,188712;-0,0492685;0,769536;0,149124;-0,0857152;0,961884;0,192866;-0,148385;;;
12,8351;-3,18097;-0,0213741;0,153582;0,764023;0,188712;-0,0492685;0,769536;0,149124;-0,0857152;0,961884;0,192866;-0,148385;;;
12,845;-3,18097;-0,0213741;0,153582;0,764023;0,188712;-0,0492685;0,769536;0,149124;-0,0857152;0,961884;0,192866;-0,148385;;;
12,8549;-3,18097;-0,0213741;0,153582;0,764023;0,188712;-0,0492685;0,769536;0,149124;-0,0857152;0,961884;0,192866;-0,148385;;;
12,8631;-3,17397;-0,00924069;0,153377;0,693843;0,233012;-0,113375;0,699536;0,192866;-0,148385;0,673652;0,192866;-0,148385;;;
12,865;-3,17397;-0,00924069;0,153377;0,693843;0,233012;-0,113375;0,699536;0,192866;-0,148385;0,673652;0,192866;-0,148385;;;
12,8749;-3,17397;-0,00924069;0,153377;0,693843;0,233012;-0,113375;0,699536;0,192866;-0,148385;0,673652;0,192866;-0,148385;;;
12,8849;-3,17397;-0,00924069;0,153377;0,693843;0,233012;-0,113375;0,699536;0,192866;-0,148385;0,673652;0,192866;-0,148385;;;
12,895;-3,17397;-0,00924069;0,153377;0,693843;0,233012;-0,113375;0,699536;0,192866;-0,148385;0,673652;0,192866;-0,148385;;;
12,8974;-3,15189;-0,00924069;0,153582;0,66855;0,159985;-0,0499299;0,673652;0,122866;-0,0783854;0,673652;0,0654865;0,00692852;;;
12,9049;-3,15189;-0,00924069;0,153582;0,66855;0,159985;-0,0499299;0,673652;0,122866;-0,0783854;0,673652;0,0654865;0,00692852;;;
12,915;-3,15189;-0,00924069;0,153582;0,66855;0,159985;-0,0499299;0,673652;0,122866;-0,0783854;0,673652;0,0654865;0,00692852;;;
12,9249;-3,15189;-0,00924069;0,153582;0,66855;0,159985;-0,0499299;0,673652;0,122866;-0,0783854;0,673652;0,0654865;0,00692852;;;
12,9327;-3,10465;-0,0070949;0,149424;0,673509;0,104386;-0,124908;0,673652;0,0654865;-0,148385;0,673652;0,0654865;-0,217151;;;
12,935;-3,10465;-0,0070949;0,149424;0,673509;0,104386;-0,124908;0,673652;0,0654865;-0,148385;0,673652;0,0654865;-0,217151;;;
12,9449;-3,10465;-0,0070949;0,149424;0,673509;0,104386;-0,124908;0,673652;0,0654865;-0,148385;0,673652;0,0654865;-0,217151;;;
12,9549;-3,10465;-0,0070949;0,149424;0,673509;0,104386;-0,124908;0,673652;0,0654865;-0,148385;0,673652;0,0654865;-0,217151;;;
12,9621;-3,08502;-0,0115406;0,156279;0,604899;0,0289245;-0,0618147;0,603652;-0,00451351;-0,0783854;0,556233;-0,201984;0,233081;;;
12,965;-3,08502;-0,0115406;0,156279;0,604899;0,0289245;-0,0618147;0,603652;-0,00451351;-0,0783854;0,556233;-0,201984;0,233081;;;
12,975;-3,08502;-0,0115406;0,156279;0,604899;0,0289245;-0,0618147;0,603652;-0,00451351;-0,0783854;0,556233;-0,201984;0,233081;;;
12,985;-3,08502;-0,0115406;0,156279;0,604899;0,0289245;-0,0618147;0,603652;-0,00451351;-0,0783854;0,556233;-0,201984;0,233081;;;
12,995;-3,08502;-0,0115406;0,156279;0,604899;0,0289245;-0,0618147;0,603652;-0,00451351;-0,0783854;0,556233;-0,201984;0,233081;;;
12,9987;-3,07552;-0,0115406;0,156279;0,559483;-0,0445237;0,00370966;0,556233;-0,0745135;-0,00838538;0,556233;-0,107432;0,0440306;;;
13,0049;-3,07552;-0,0115406;0,156279;0,559483;-0,0445237;0,00370966;0,556233;-0,0745135;-0,00838538;0,556233;-0,107432;0,0440306;;;
13,0149;-3,07552;-0,0115406;0,156279;0,559483;-0,0445237;0,00370966;0,556233;-0,0745135;-0,00838538;0,556233;-0,107432;0,0440306;;;
13,025;-3,07552;-0,0115406;0,156279;0,559483;-0,0445237;0,00370966;0,556233;-0,0745135;-0,00838538;0,556233;-0,107432;0,0440306;;;
13,0318;-3,05088;-0,0115406;0,156279;0,629994;-0,0738657;0,0574401;0,626233;-0,107432;0,0440306;0,673611;-0,107432;0,0440306;;;
13,0349;-3,05088;-0,0115406;0,156279;0,629994;-0,0738657;0,0574401;0,626233;-0,107432;0,0440306;0,673611;-0,107432;0,0440306;;;
13,045;-3,05088;-0,0115406;0,156279;0,629994;-0,0738657;0,0574401;0,626233;-0,107432;0,0440306;0,673611;-0,107432;0,0440306;;;
13,0549;-3,05088;-0,0115406;0,156279;0,629994;-0,0738657;0,0574401;0,626233;-0,107432;0,0440306;0,673611;-0,107432;0,0440306;;;
13,0632;-3,01519;-0,0101569;0,146315;0,697651;0,000856336;-0,00989972;0,696233;-0,0374321;-0,0259694;1,07884;3,78E-05;-0,131532;;;
13,065;-3,01519;-0,0101569;0,146315;0,697651;0,000856336;-0,00989972;0,696233;-0,0374321;-0,0259694;1,07884;3,78E-05;-0,131532;;;
13,075;-3,01519;-0,0101569;0,146315;0,697651;0,000856336;-0,00989972;0,696233;-0,0374321;-0,0259694;1,07884;3,78E-05;-0,131532;;;
13,085;-3,01519;-0,0101569;0,146315;0,697651;0,000856336;-0,00989972;0,696233;-0,0374321;-0,0259694;1,07884;3,78E-05;-0,131532;;;
13,0949;-3,01519;-0,0101569;0,146315;0,697651;0,000856336;-0,00989972;0,696233;-0,0374321;-0,0259694;1,07884;3,78E-05;-0,131532;;;
13,0981;-2,97471;-0,0101557;0,142185;0,765517;0,0746889;-0,076087;0,766233;0,0325679;-0,0959694;1,07884;0,034967;-0,21828;;;
13,105;-2,97471;-0,0101557;0,142185;0,765517;0,0746889;-0,076087;0,766233;0,0325679;-0,0959694;1,07884;0,034967;-0,21828;;;
13,115;-2,97471;-0,0101557;0,142185;0,765517;0,0746889;-0,076087;0,766233;0,0325679;-0,0959694;1,07884;0,034967;-0,21828;;;
13,125;-2,97471;-0,0101557;0,142185;0,765517;0,0746889;-0,076087;0,766233;0,0325679;-0,0959694;1,07884;0,034967;-0,21828;;;
13,1288;-2,95402;-0,00893344;0,142185;0,836406;0,0814443;-0,107706;0,836233;0,034967;-0,131532;1,23911;0,034967;-0,131532;;;
13,1349;-2,95402;-0,00893344;0,142185;0,836406;0,0814443;-0,107706;0,836233;0,034967;-0,131532;1,23911;0,034967;-0,131532;;;
13,145;-2,95402;-0,00893344;0,142185;0,836406;0,0814443;-0,107706;0,836233;0,034967;-0,131532;1,23911;0,034967;-0,131532;;;
13,1549;-2,95402;-0,00893344;0,142185;0,836406;0,0814443;-0,107706;0,836233;0,034967;-0,131532;1,23911;0,034967;-0,131532;;;
13,1611;-2,91607;-0,00592397;0,145019;0,863074;0,0843106;-0,0359074;0,865035;0,034967;-0,0615316;0,865035;0,034967;0,341634;;;
13,165;-2,91607;-0,00592397;0,145019;0,863074;0,0843106;-0,0359074;0,865035;0,034967;-0,0615316;0,865035;0,034967;0,341634;;;
13,175;-2,91607;-0,00592397;0,145019;0,863074;0,0843106;-0,0359074;0,865035;0,034967;-0,0615316;0,865035;0,034967;0,341634;;;
13,1849;-2,91607;-0,00592397;0,145019;0,863074;0,0843106;-0,0359074;0,865035;0,034967;-0,0615316;0,865035;0,034967;0,341634;;;
13,195;-2,91607;-0,00592397;0,145019;0,863074;0,0843106;-0,0359074;0,865035;0,034967;-0,0615316;0,865035;0,034967;0,341634;;;
13,1975;-2,88813;-0,00396908;0,156797;0,859802;0,103972;0,0342106;0,865035;0,0536895;0,00846843;0,865035;0,0536895;0,341634;;;
13,2049;-2,88813;-0,00396908;0,156797;0,859802;0,103972;0,0342106;0,865035;0,0536895;0,00846843;0,865035;0,0536895;0,341634;;;
13,215;-2,88813;-0,00396908;0,156797;0,859802;0,103972;0,0342106;0,865035;0,0536895;0,00846843;0,865035;0,0536895;0,341634;;;
13,2249;-2,88813;-0,00396908;0,156797;0,859802;0,103972;0,0342106;0,865035;0,0536895;0,00846843;0,865035;0,0536895;0,341634;;;
13,2252;-2,86552;-0,00396908;0,156797;0,792125;0,0559091;0,0442273;0,795035;0,00963003;0,0192518;0,729933;0,00963003;0,0192518;;;
13,2355;-2,86552;-0,00396908;0,156797;0,792125;0,0559091;0,0442273;0,795035;0,00963003;0,0192518;0,729933;0,00963003;0,0192518;;;
13,2449;-2,86552;-0,00396908;0,156797;0,792125;0,0559091;0,0442273;0,795035;0,00963003;0,0192518;0,729933;0,00963003;0,0192518;;;
13,2549;-2,86552;-0,00396908;0,156797;0,792125;0,0559091;0,0442273;0,795035;0,00963003;0,0192518;0,729933;0,00963003;0,0192518;;;
13,2598;-2,84526;-0,00396908;0,157498;0,722127;0,0518484;0,0445437;0,725035;0,00963003;0,0192518;0,695674;0,00963003;0,0192518;;;
13,265;-2,84526;-0,00396908;0,157498;0,722127;0,0518484;0,0445437;0,725035;0,00963003;0,0192518;0,695674;0,00963003;0,0192518;;;
13,275;-2,84526;-0,00396908;0,157498;0,722127;0,0518484;0,0445437;0,725035;0,00963003;0,0192518;0,695674;0,00963003;0,0192518;;;
13,285;-2,84526;-0,00396908;0,157498;0,722127;0,0518484;0,0445437;0,725035;0,00963003;0,0192518;0,695674;0,00963003;0,0192518;;;
13,2949;-2,84526;-0,00396908;0,157498;0,722127;0,0518484;0,0445437;0,725035;0,00963003;0,0192518;0,695674;0,00963003;0,0192518;;;
13,3001;-2,82118;-0,00631587;0,157568;0,714739;0,050488;0,119436;0,720838;0,00963003;0,0892518;0,720838;0,00963003;0,0946771;;;
13,3049;-2,82118;-0,00631587;0,157568;0,714739;0,050488;0,119436;0,720838;0,00963003;0,0892518;0,720838;0,00963003;0,0946771;;;
13,3149;-2,82118;-0,00631587;0,157568;0,714739;0,050488;0,119436;0,720838;0,00963003;0,0892518;0,720838;0,00963003;0,0946771;;;
13,321;-2,79217;-0,00664341;0,16083;0,715358;0,0250514;0,128267;0,720838;-0,0156808;0,0946771;0,720838;-0,0156808;0,0946771;;;
13,325;-2,79217;-0,00664341;0,16083;0,715358;0,0250514;0,128267;0,720838;-0,0156808;0,0946771;0,720838;-0,0156808;0,0946771;;;
13,3349;-2,79217;-0,00664341;0,16083;0,715358;0,0250514;0,128267;0,720838;-0,0156808;0,0946771;0,720838;-0,0156808;0,0946771;;;
13,3449;-2,79217;-0,00664341;0,16083;0,715358;0,0250514;0,128267;0,720838;-0,0156808;0,0946771;0,720838;-0,0156808;0,0946771;;;
13,3549;-2,79217;-0,00664341;0,16083;0,715358;0,0250514;0,128267;0,720838;-0,0156808;0,0946771;0,720838;-0,0156808;0,0946771;;;
13,3627;-2,76855;-0,00631587;0,16083;0,715977;0,0623769;0,0647744;0,720838;0,0222188;0,0246771;0,720838;0,0222188;-0,0151853;;;
13,365;-2,76855;-0,00631587;0,16083;0,715977;0,0623769;0,0647744;0,720838;0,0222188;0,0246771;0,720838;0,0222188;-0,0151853;;;
13,3749;-2,76855;-0,00631587;0,16083;0,715977;0,0623769;0,0647744;0,720838;0,0222188;0,0246771;0,720838;0,0222188;-0,0151853;;;
13,3849;-2,76855;-0,00631587;0,16083;0,715977;0,0623769;0,0647744;0,720838;0,0222188;0,0246771;0,720838;0,0222188;-0,0151853;;;
13,3882;-2,74964;-0,00571627;0,16083;0,787784;0,0658763;0,034716;0,790838;0,0222188;-0,0151853;0,878871;0,0222188;-0,0151853;;;
13,3949;-2,74964;-0,00571627;0,16083;0,787784;0,0658763;0,034716;0,790838;0,0222188;-0,0151853;0,878871;0,0222188;-0,0151853;;;
13,405;-2,74964;-0,00571627;0,16083;0,787784;0,0658763;0,034716;0,790838;0,0222188;-0,0151853;0,878871;0,0222188;-0,0151853;;;
13,4149;-2,74964;-0,00571627;0,16083;0,787784;0,0658763;0,034716;0,790838;0,0222188;-0,0151853;0,878871;0,0222188;-0,0151853;;;
13,4249;-2,74964;-0,00571627;0,16083;0,787784;0,0658763;0,034716;0,790838;0,0222188;-0,0151853;0,878871;0,0222188;-0,0151853;;;
13,427;-2,7272;-0,00571627;0,163314;0,857294;0,069857;0,0439721;0,860838;0,0222188;-0,0151853;0,878871;0,0222188;-0,0151853;;;
13,4349;-2,7272;-0,00571627;0,163314;0,857294;0,069857;0,0439721;0,860838;0,0222188;-0,0151853;0,878871;0,0222188;-0,0151853;;;
13,445;-2,7272;-0,00571627;0,163314;0,857294;0,069857;0,0439721;0,860838;0,0222188;-0,0151853;0,878871;0,0222188;-0,0151853;;;
13,4549;-2,7272;-0,00571627;0,163314;0,857294;0,069857;0,0439721;0,860838;0,0222188;-0,0151853;0,878871;0,0222188;-0,0151853;;;
13,4592;-2,67963;-0,00697734;0,164037;0,86877;0,108032;0,113149;0,878871;0,0617789;0,0548147;0,878871;0,0617789;0,0737593;;;
13,465;-2,67963;-0,00697734;0,164037;0,86877;0,108032;0,113149;0,878871;0,0617789;0,0548147;0,878871;0,0617789;0,0737593;;;
13,475;-2,67963;-0,00697734;0,164037;0,86877;0,108032;0,113149;0,878871;0,0617789;0,0548147;0,878871;0,0617789;0,0737593;;;
13,4849;-2,67963;-0,00697734;0,164037;0,86877;0,108032;0,113149;0,878871;0,0617789;0,0548147;0,878871;0,0617789;0,0737593;;;
13,495;-2,67963;-0,00697734;0,164037;0,86877;0,108032;0,113149;0,878871;0,0617789;0,0548147;0,878871;0,0617789;0,0737593;;;
13,4957;-2,67204;-0,00697734;0,165695;0,804231;0,0591196;0,0682488;0,808871;0,0168131;0,0196314;0,633461;0,0168131;0,0196314;;;
13,5049;-2,67204;-0,00697734;0,165695;0,804231;0,0591196;0,0682488;0,808871;0,0168131;0,0196314;0,633461;0,0168131;0,0196314;;;
13,5149;-2,67204;-0,00697734;0,165695;0,804231;0,0591196;0,0682488;0,808871;0,0168131;0,0196314;0,633461;0,0168131;0,0196314;;;
13,521;-2,64894;-0,0063641;0,166411;0,73428;0,0583339;0,0661084;0,738871;0,0204483;0,024332;0,633461;0,0204483;0,024332;;;
13,5249;-2,64894;-0,0063641;0,166411;0,73428;0,0583339;0,0661084;0,738871;0,0204483;0,024332;0,633461;0,0204483;0,024332;;;
13,535;-2,64894;-0,0063641;0,166411;0,73428;0,0583339;0,0661084;0,738871;0,0204483;0,024332;0,633461;0,0204483;0,024332;;;
13,5449;-2,64894;-0,0063641;0,166411;0,73428;0,0583339;0,0661084;0,738871;0,0204483;0,024332;0,633461;0,0204483;0,024332;;;
13,5549;-2,64894;-0,0063641;0,166411;0,73428;0,0583339;0,0661084;0,738871;0,0204483;0,024332;0,633461;0,0204483;0,024332;;;
13,5592;-2,63143;-0,0063641;0,166411;0,686144;0,0508563;0,0619085;0,690322;0,0168131;0,0196314;0,690322;0,0168131;0,0196314;;;
13,5649;-2,63143;-0,0063641;0,166411;0,686144;0,0508563;0,0619085;0,690322;0,0168131;0,0196314;0,690322;0,0168131;0,0196314;;;
13,575;-2,63143;-0,0063641;0,166411;0,686144;0,0508563;0,0619085;0,690322;0,0168131;0,0196314;0,690322;0,0168131;0,0196314;;;
13,5849;-2,63143;-0,0063641;0,166411;0,686144;0,0508563;0,0619085;0,690322;0,0168131;0,0196314;0,690322;0,0168131;0,0196314;;;
13,591;-2,58465;-0,0058457;0,166405;0,755673;0,0564356;0,0668961;0,760322;0,0204483;0,0139404;0,806563;0,0204483;0,0139404;;;
13,595;-2,58465;-0,0058457;0,166405;0,755673;0,0564356;0,0668961;0,760322;0,0204483;0,0139404;0,806563;0,0204483;0,0139404;;;
13,605;-2,58465;-0,0058457;0,166405;0,755673;0,0564356;0,0668961;0,760322;0,0204483;0,0139404;0,806563;0,0204483;0,0139404;;;
13,6149;-2,58465;-0,0058457;0,166405;0,755673;0,0564356;0,0668961;0,760322;0,0204483;0,0139404;0,806563;0,0204483;0,0139404;;;
13,6249;-2,58465;-0,0058457;0,166405;0,755673;0,0564356;0,0668961;0,760322;0,0204483;0,0139404;0,806563;0,0204483;0,0139404;;;
13,6278;-2,55899;-0,0054178;0,166405;0,800472;0,0779598;0,0743072;0,806563;0,0402103;0,0139404;0,806563;0,0402103;0,0139404;;;
13,6349;-2,55899;-0,0054178;0,166405;0,800472;0,0779598;0,0743072;0,806563;0,0402103;0,0139404;0,806563;0,0402103;0,0139404;;;
13,6449;-2,55899;-0,0054178;0,166405;0,800472;0,0779598;0,0743072;0,806563;0,0402103;0,0139404;0,806563;0,0402103;0,0139404;;;
13,6522;-2,53766;-0,0054178;0,166405;0,800594;0,0776704;0,0732875;0,806563;0,0402103;0,0139404;0,806563;0,0402103;0,0139404;;;
13,6549;-2,53766;-0,0054178;0,166405;0,800594;0,0776704;0,0732875;0,806563;0,0402103;0,0139404;0,806563;0,0402103;0,0139404;;;
13,6649;-2,53766;-0,0054178;0,166405;0,800594;0,0776704;0,0732875;0,806563;0,0402103;0,0139404;0,806563;0,0402103;0,0139404;;;
13,6749;-2,53766;-0,0054178;0,166405;0,800594;0,0776704;0,0732875;0,806563;0,0402103;0,0139404;0,806563;0,0402103;0,0139404;;;
13,6849;-2,53766;-0,0054178;0,166405;0,800594;0,0776704;0,0732875;0,806563;0,0402103;0,0139404;0,806563;0,0402103;0,0139404;;;
13,6894;-2,51531;-0,0158879;0,166487;0,744333;0,000655226;0,0755891;0,747187;-0,0297897;0,0238773;0,747187;-0,21344;0,0238773;;;
13,6949;-2,51531;-0,0158879;0,166487;0,744333;0,000655226;0,0755891;0,747187;-0,0297897;0,0238773;0,747187;-0,21344;0,0238773;;;
13,705;-2,51531;-0,0158879;0,166487;0,744333;0,000655226;0,0755891;0,747187;-0,0297897;0,0238773;0,747187;-0,21344;0,0238773;;;
13,7149;-2,51531;-0,0158879;0,166487;0,744333;0,000655226;0,0755891;0,747187;-0,0297897;0,0238773;0,747187;-0,21344;0,0238773;;;
13,7236;-2,48751;-0,023297;0,165287;0,7508;-0,0743104;0,0159734;0,747187;-0,0997897;-0,0351071;0,747187;-0,21344;-0,0351071;;;
13,7249;-2,48751;-0,023297;0,165287;0,7508;-0,0743104;0,0159734;0,747187;-0,0997897;-0,0351071;0,747187;-0,21344;-0,0351071;;;
13,735;-2,48751;-0,023297;0,165287;0,7508;-0,0743104;0,0159734;0,747187;-0,0997897;-0,0351071;0,747187;-0,21344;-0,0351071;;;
