time 	e1	e2	ctrlpitch	ctrlroll	ctrlthrust	ctrlyaw	edx	edy	edz	x	y	z	dx	dy	dz	dxd	dyd	dzd	dxNED	dyNED	dzNED	pitch	roll	yaw	kpvx	kpvy	kpvz	kivx	kivy	kivz	kdvx	kdvy	kdvz	ktg	veld	gravity
13.2229	-0.0565187	0.0185261	113	108	2402	-109	-0.116923	-0.0925166	0.046312	-3.37703	0.0565187	-0.0185261	0.116923	0.0925166	-0.046312	0	0	0	0.10808	0.101419	-0.0490702	0.0376991	0.0193732	0.0728794	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
13.2329	-0.0565187	0.0185261	113	58	2402	-109	-0.116923	-0.0925166	0.046312	-3.37703	0.0565187	-0.0185261	0.116923	0.0925166	-0.046312	0	0	0	0.10808	0.101419	-0.0490702	0.037001	0.020944	0.0728794	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
13.2394	-0.0558155	0.0185261	119	23	2452	-109	-0.123475	0.0265836	-0.203093	-3.37362	0.0558155	-0.0185261	0.123475	-0.0265836	0.203093	0	0	0	0.132779	-0.0212191	0.197786	0.037001	0.020944	0.0728794	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
13.2429	-0.0558155	0.0185261	119	23	2502	-109	-0.123475	0.0265836	-0.203093	-3.37362	0.0558155	-0.0185261	0.123475	-0.0265836	0.203093	0	0	0	0.132779	-0.0212191	0.197786	0.0357792	0.0225147	0.0728794	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
13.2529	-0.0558155	0.0185261	119	23	2552	-109	-0.123475	0.0265836	-0.203093	-3.37362	0.0558155	-0.0185261	0.123475	-0.0265836	0.203093	0	0	0	0.132779	-0.0212191	0.197786	0.0345575	0.0247837	0.0728794	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
13.2629	-0.0558155	0.0185261	119	23	2602	-109	-0.123475	0.0265836	-0.203093	-3.37362	0.0558155	-0.0185261	0.123475	-0.0265836	0.203093	0	0	0	0.132779	-0.0212191	0.197786	0.0342085	0.026529	0.0728794	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
13.2715	-0.0558155	0.0129994	123	22	2602	-109	-0.127783	0.025728	-0.203028	-3.3691	0.0558155	-0.0129994	0.127783	-0.025728	0.203028	0	0	0	0.136534	-0.0212191	0.197786	0.0342085	0.026529	0.0728794	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
13.2729	-0.0558155	0.0129994	123	22	2602	-109	-0.127783	0.025728	-0.203028	-3.3691	0.0558155	-0.0129994	0.127783	-0.025728	0.203028	0	0	0	0.136534	-0.0212191	0.197786	0.0333358	0.0298451	0.0728794	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
13.2829	-0.0558155	0.0129994	123	22	2602	-109	-0.127783	0.025728	-0.203028	-3.3691	0.0558155	-0.0129994	0.127783	-0.025728	0.203028	0	0	0	0.136534	-0.0212191	0.197786	0.0326377	0.0331613	0.0728794	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
13.2929	-0.0558155	0.0129994	123	22	2602	-109	-0.127783	0.025728	-0.203028	-3.3691	0.0558155	-0.0129994	0.127783	-0.025728	0.203028	0	0	0	0.136534	-0.0212191	0.197786	0.0319395	0.0354302	0.0728794	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
13.3017	-0.0490166	0.0118894	117	72	2552	-110	-0.121468	0.150761	-0.130462	-3.3646	0.0490166	-0.0118894	0.121468	-0.150761	0.130462	0	0	0	0.136534	-0.145595	0.121097	0.0319395	0.0354302	0.0739798	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
13.3029	-0.0490166	0.0118894	117	122	2544	-110	-0.121468	0.150761	-0.130462	-3.3646	0.0490166	-0.0118894	0.121468	-0.150761	0.130462	0	0	0	0.136534	-0.145595	0.121097	0.0314159	0.0363028	0.0739798	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
13.3131	-0.0490166	0.0118894	117	135	2544	-110	-0.121468	0.150761	-0.130462	-3.3646	0.0490166	-0.0118894	0.121468	-0.150761	0.130462	0	0	0	0.136534	-0.145595	0.121097	0.0305433	0.0363028	0.0739798	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
13.3231	-0.0490166	0.0118894	117	135	2544	-110	-0.121468	0.150761	-0.130462	-3.3646	0.0490166	-0.0118894	0.121468	-0.150761	0.130462	0	0	0	0.136534	-0.145595	0.121097	0.0300197	0.0352557	0.0739798	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
13.3329	-0.0490166	0.0118894	117	135	2544	-110	-0.121468	0.150761	-0.130462	-3.3646	0.0490166	-0.0118894	0.121468	-0.150761	0.130462	0	0	0	0.136534	-0.145595	0.121097	0.0294961	0.0335103	0.0739798	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
13.3429	-0.0490166	0.0118894	117	135	2544	-110	-0.121468	0.150761	-0.130462	-3.3646	0.0490166	-0.0118894	0.121468	-0.150761	0.130462	0	0	0	0.136534	-0.145595	0.121097	0.029147	0.0326377	0.0739798	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
13.3475	-0.0446182	0.00977224	83	136	2494	-111	-0.0835156	0.152382	0.00202134	-3.36175	0.0446182	-0.00977224	0.0835156	-0.152382	-0.00202134	0	0	0	0.0944054	-0.145595	-0.00942367	0.029147	0.0326377	0.0747001	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
13.3529	-0.0446182	0.00977224	83	136	2444	-111	-0.0835156	0.152382	0.00202134	-3.36175	0.0446182	-0.00977224	0.0835156	-0.152382	-0.00202134	0	0	0	0.0944054	-0.145595	-0.00942367	0.0286234	0.0315905	0.0747001	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
13.3629	-0.0446182	0.00977224	83	136	2438	-111	-0.0835156	0.152382	0.00202134	-3.36175	0.0446182	-0.00977224	0.0835156	-0.152382	-0.00202134	0	0	0	0.0944054	-0.145595	-0.00942367	0.0279253	0.0307178	0.0747001	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
13.3729	-0.0446182	0.00977224	83	136	2438	-111	-0.0835156	0.152382	0.00202134	-3.36175	0.0446182	-0.00977224	0.0835156	-0.152382	-0.00202134	0	0	0	0.0944054	-0.145595	-0.00942367	0.0272271	0.0298451	0.0747001	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
13.3737	-0.0412418	0.00934103	50	131	2488	-112	-0.0466449	0.146046	-0.126827	-3.35896	0.0412418	-0.00934103	0.0466449	-0.146046	0.126827	0	0	0	0.0610561	-0.145595	0.121097	0.0272271	0.0298451	0.0750997	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
13.3829	-0.0412418	0.00934103	50	131	2538	-112	-0.0466449	0.146046	-0.126827	-3.35896	0.0412418	-0.00934103	0.0466449	-0.146046	0.126827	0	0	0	0.0610561	-0.145595	0.121097	0.0270526	0.0298451	0.0750997	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
13.3931	-0.0412418	0.00934103	50	131	2541	-112	-0.0466449	0.146046	-0.126827	-3.35896	0.0412418	-0.00934103	0.0466449	-0.146046	0.126827	0	0	0	0.0610561	-0.145595	0.121097	0.026529	0.0303687	0.0750997	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
13.4029	-0.0412418	0.00934103	50	131	2541	-112	-0.0466449	0.146046	-0.126827	-3.35896	0.0412418	-0.00934103	0.0466449	-0.146046	0.126827	0	0	0	0.0610561	-0.145595	0.121097	0.0258309	0.031765	0.0750997	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
13.4116	-0.0412418	0.00623892	58	81	2491	-112	-0.0555725	0.078377	0.00550456	-3.3583	0.0412418	-0.00623892	0.0555725	-0.078377	-0.00550456	0	0	0	0.0610561	-0.0737897	-0.00942367	0.0258309	0.031765	0.0750997	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
13.4129	-0.0412418	0.00623892	58	70	2441	-112	-0.0555725	0.078377	0.00550456	-3.3583	0.0412418	-0.00623892	0.0555725	-0.078377	-0.00550456	0	0	0	0.0610561	-0.0737897	-0.00942367	0.0254818	0.0331613	0.0750997	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
13.4229	-0.0412418	0.00623892	58	70	2435	-112	-0.0555725	0.078377	0.00550456	-3.3583	0.0412418	-0.00623892	0.0555725	-0.078377	-0.00550456	0	0	0	0.0610561	-0.0737897	-0.00942367	0.0251327	0.0336849	0.0750997	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
13.4329	-0.0412418	0.00623892	58	70	2435	-112	-0.0555725	0.078377	0.00550456	-3.3583	0.0412418	-0.00623892	0.0555725	-0.078377	-0.00550456	0	0	0	0.0610561	-0.0737897	-0.00942367	0.0244346	0.0345575	0.0750997	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
13.4404	-0.0354028	0.00420395	95	120	2485	-111	-0.0965455	0.22808	-0.0810985	-3.35393	0.0354028	-0.00420395	0.0965455	-0.22808	0.0810985	0	0	0	0.115234	-0.222775	0.0707891	0.0244346	0.0345575	0.0746222	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
13.4429	-0.0354028	0.00420395	95	170	2504	-111	-0.0965455	0.22808	-0.0810985	-3.35393	0.0354028	-0.00420395	0.0965455	-0.22808	0.0810985	0	0	0	0.115234	-0.222775	0.0707891	0.0232129	0.0357792	0.0746222	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
13.4529	-0.0354028	0.00420395	95	205	2504	-111	-0.0965455	0.22808	-0.0810985	-3.35393	0.0354028	-0.00420395	0.0965455	-0.22808	0.0810985	0	0	0	0.115234	-0.222775	0.0707891	0.0218166	0.0366519	0.0746222	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
13.4629	-0.0354028	0.00420395	95	205	2504	-111	-0.0965455	0.22808	-0.0810985	-3.35393	0.0354028	-0.00420395	0.0965455	-0.22808	0.0810985	0	0	0	0.115234	-0.222775	0.0707891	0.0211185	0.037001	0.0746222	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
13.4718	-0.0366425	0.00420395	117	155	2457	-109	-0.120874	-0.0806652	-0.0215824	-3.35062	0.0366425	-0.00420395	0.120874	0.0806652	0.0215824	0	0	0	0.115234	0.0884342	0.0219936	0.0211185	0.037001	0.0728551	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
13.4729	-0.0366425	0.00420395	117	105	2457	-109	-0.120874	-0.0806652	-0.0215824	-3.35062	0.0366425	-0.00420395	0.120874	0.0806652	0.0215824	0	0	0	0.115234	0.0884342	0.0219936	0.0193732	0.0371755	0.0728551	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
13.4829	-0.0366425	0.00420395	117	55	2457	-109	-0.120874	-0.0806652	-0.0215824	-3.35062	0.0366425	-0.00420395	0.120874	0.0806652	0.0215824	0	0	0	0.115234	0.0884342	0.0219936	0.0179769	0.037001	0.0728551	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
13.4929	-0.0366425	0.00420395	117	5	2457	-109	-0.120874	-0.0806652	-0.0215824	-3.35062	0.0366425	-0.00420395	0.120874	0.0806652	0.0215824	0	0	0	0.115234	0.0884342	0.0219936	0.0174533	0.0366519	0.0728551	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
13.5029	-0.0366425	0.00420395	117	-45	2457	-109	-0.120874	-0.0806652	-0.0215824	-3.35062	0.0366425	-0.00420395	0.120874	0.0806652	0.0215824	0	0	0	0.115234	0.0884342	0.0219936	0.0164061	0.0361283	0.0728551	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
13.5082	-0.0345105	0.00351229	145	5	2500	-109	-0.151769	0.0672741	-0.0757682	-3.34566	0.0345105	-0.00351229	0.151769	-0.0672741	0.0757682	0	0	0	0.157638	-0.0586479	0.0707891	0.0164061	0.0361283	0.0728551	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
13.5129	-0.0345105	0.00351229	145	55	2500	-109	-0.151769	0.0672741	-0.0757682	-3.34566	0.0345105	-0.00351229	0.151769	-0.0672741	0.0757682	0	0	0	0.157638	-0.0586479	0.0707891	0.0155334	0.0357792	0.0728551	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
13.5229	-0.0345105	0.00351229	145	60	2500	-109	-0.151769	0.0672741	-0.0757682	-3.34566	0.0345105	-0.00351229	0.151769	-0.0672741	0.0757682	0	0	0	0.157638	-0.0586479	0.0707891	0.0153589	0.0363028	0.0728551	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
13.5329	-0.0345105	0.00351229	145	60	2500	-109	-0.151769	0.0672741	-0.0757682	-3.34566	0.0345105	-0.00351229	0.151769	-0.0672741	0.0757682	0	0	0	0.157638	-0.0586479	0.0707891	0.0153589	0.0368264	0.0728551	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
13.5391	-0.0350041	-0.000281165	150	10	2459	-108	-0.158025	-0.00536666	-0.0242424	-3.3418	0.0350041	0.000281165	0.158025	0.00536666	0.0242424	0	0	0	0.157638	0.0159665	0.0219936	0.0153589	0.0368264	0.0727234	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
13.5429	-0.0350041	-0.000281165	150	-4	2459	-108	-0.158025	-0.00536666	-0.0242424	-3.3418	0.0350041	0.000281165	0.158025	0.00536666	0.0242424	0	0	0	0.157638	0.0159665	0.0219936	0.0155334	0.0380482	0.0727234	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
13.5529	-0.0350041	-0.000281165	150	-4	2459	-108	-0.158025	-0.00536666	-0.0242424	-3.3418	0.0350041	0.000281165	0.158025	0.00536666	0.0242424	0	0	0	0.157638	0.0159665	0.0219936	0.015708	0.0392699	0.0727234	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
13.5629	-0.0350041	-0.000281165	150	-4	2459	-108	-0.158025	-0.00536666	-0.0242424	-3.3418	0.0350041	0.000281165	0.158025	0.00536666	0.0242424	0	0	0	0.157638	0.0159665	0.0219936	0.0155334	0.0392699	0.0727234	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
13.5729	-0.0350041	-0.000281165	150	-4	2459	-108	-0.158025	-0.00536666	-0.0242424	-3.3418	0.0350041	0.000281165	0.158025	0.00536666	0.0242424	0	0	0	0.157638	0.0159665	0.0219936	0.0155334	0.0389208	0.0727234	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
13.5766	-0.0345105	-0.00616367	100	46	2509	-108	-0.0821353	0.0587631	-0.160536	-3.33889	0.0345105	0.00616367	0.0821353	-0.0587631	0.160536	0	0	0	0.0890783	-0.0586479	0.156833	0.0155334	0.0389208	0.0727234	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
13.5829	-0.0345105	-0.00616367	82	52	2559	-108	-0.0821353	0.0587631	-0.160536	-3.33889	0.0345105	0.00616367	0.0821353	-0.0587631	0.160536	0	0	0	0.0890783	-0.0586479	0.156833	0.0155334	0.0366519	0.0727234	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
13.5929	-0.0345105	-0.00616367	82	52	2568	-108	-0.0821353	0.0587631	-0.160536	-3.33889	0.0345105	0.00616367	0.0821353	-0.0587631	0.160536	0	0	0	0.0890783	-0.0586479	0.156833	0.016057	0.0350811	0.0727234	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
13.6022	-0.0288058	-0.00616367	85	14	2567	-110	-0.0852189	0.0157855	-0.158873	-3.33845	0.0288058	0.00616367	0.0852189	-0.0157855	0.158873	0	0	0	0.0890783	-0.0148518	0.156833	0.016057	0.0350811	0.0734436	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
13.6029	-0.0288058	-0.00616367	85	14	2567	-110	-0.0852189	0.0157855	-0.158873	-3.33845	0.0288058	0.00616367	0.0852189	-0.0157855	0.158873	0	0	0	0.0890783	-0.0148518	0.156833	0.0165806	0.0336849	0.0734436	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
13.6129	-0.0288058	-0.00616367	85	14	2567	-110	-0.0852189	0.0157855	-0.158873	-3.33845	0.0288058	0.00616367	0.0852189	-0.0157855	0.158873	0	0	0	0.0890783	-0.0148518	0.156833	0.0167552	0.0331613	0.0734436	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
13.623	-0.0288058	-0.00616367	85	14	2567	-110	-0.0852189	0.0157855	-0.158873	-3.33845	0.0288058	0.00616367	0.0852189	-0.0157855	0.158873	0	0	0	0.0890783	-0.0148518	0.156833	0.0174533	0.031765	0.0734436	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
13.6329	-0.0288058	-0.00616367	85	14	2567	-110	-0.0852189	0.0157855	-0.158873	-3.33845	0.0288058	0.00616367	0.0852189	-0.0157855	0.158873	0	0	0	0.0890783	-0.0148518	0.156833	0.0181514	0.0305433	0.0734436	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
13.6405	-0.0288058	-0.0118267	111	16	2567	-110	-0.114164	0.018638	-0.159575	-3.33494	0.0288058	0.0118267	0.114164	-0.018638	0.159575	0	0	0	0.118439	-0.0148518	0.156833	0.0181514	0.0305433	0.0734436	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
13.6429	-0.0288058	-0.0118267	111	16	2567	-110	-0.114164	0.018638	-0.159575	-3.33494	0.0288058	0.0118267	0.114164	-0.018638	0.159575	0	0	0	0.118439	-0.0148518	0.156833	0.018675	0.0289725	0.0734436	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
13.6529	-0.0288058	-0.0118267	111	16	2567	-110	-0.114164	0.018638	-0.159575	-3.33494	0.0288058	0.0118267	0.114164	-0.018638	0.159575	0	0	0	0.118439	-0.0148518	0.156833	0.0188496	0.0280998	0.0734436	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
13.6629	-0.0288058	-0.0118267	111	16	2567	-110	-0.114164	0.018638	-0.159575	-3.33494	0.0288058	0.0118267	0.114164	-0.018638	0.159575	0	0	0	0.118439	-0.0148518	0.156833	0.018675	0.0274017	0.0734436	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
13.6679	-0.0284246	-0.0134772	110	15	2604	-109	-0.113232	0.0178607	-0.205264	-3.33041	0.0284246	0.0134772	0.113232	-0.0178607	0.205264	0	0	0	0.118439	-0.0148518	0.202547	0.018675	0.0274017	0.0732335	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
13.6729	-0.0284246	-0.0134772	110	15	2604	-109	-0.113232	0.0178607	-0.205264	-3.33041	0.0284246	0.0134772	0.113232	-0.0178607	0.205264	0	0	0	0.118439	-0.0148518	0.202547	0.0179769	0.0267035	0.0732335	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
13.6829	-0.0284246	-0.0134772	110	15	2604	-109	-0.113232	0.0178607	-0.205264	-3.33041	0.0284246	0.0134772	0.113232	-0.0178607	0.205264	0	0	0	0.118439	-0.0148518	0.202547	0.0172788	0.0256563	0.0732335	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
13.6931	-0.0284246	-0.0134772	110	15	2604	-109	-0.113232	0.0178607	-0.205264	-3.33041	0.0284246	0.0134772	0.113232	-0.0178607	0.205264	0	0	0	0.118439	-0.0148518	0.202547	0.0167552	0.0251327	0.0732335	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
13.7029	-0.0284246	-0.0134772	110	15	2604	-109	-0.113232	0.0178607	-0.205264	-3.33041	0.0284246	0.0134772	0.113232	-0.0178607	0.205264	0	0	0	0.118439	-0.0148518	0.202547	0.0164061	0.0240855	0.0732335	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
13.7066	-0.0261176	-0.0118267	82	4	2554	-109	-0.0823146	0.00505219	0.0417251	-3.32818	0.0261176	0.0118267	0.0823146	-0.00505219	-0.0417251	0	0	0	0.081695	0.00191441	-0.0431794	0.0164061	0.0240855	0.0729599	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
13.7129	-0.0261176	-0.0118267	82	4	2504	-109	-0.0823146	0.00505219	0.0417251	-3.32818	0.0261176	0.0118267	0.0823146	-0.00505219	-0.0417251	0	0	0	0.081695	0.00191441	-0.0431794	0.0164061	0.0226893	0.0729599	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
13.7229	-0.0261176	-0.0118267	82	4	2454	-109	-0.0823146	0.00505219	0.0417251	-3.32818	0.0261176	0.0118267	0.0823146	-0.00505219	-0.0417251	0	0	0	0.081695	0.00191441	-0.0431794	0.0164061	0.0219911	0.0729599	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
13.7329	-0.0261176	-0.0118267	82	4	2406	-109	-0.0823146	0.00505219	0.0417251	-3.32818	0.0261176	0.0118267	0.0823146	-0.00505219	-0.0417251	0	0	0	0.081695	0.00191441	-0.0431794	0.0165806	0.0211185	0.0729599	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
13.7342	-0.0260435	-0.0173735	72	54	2456	-109	-0.0706499	0.103304	-0.205974	-3.32592	0.0260435	0.0173735	0.0706499	-0.103304	0.205974	0	0	0	0.081695	-0.101926	0.202547	0.0165806	0.0211185	0.0732335	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
13.7429	-0.0260435	-0.0173735	72	92	2506	-109	-0.0706499	0.103304	-0.205974	-3.32592	0.0260435	0.0173735	0.0706499	-0.103304	0.205974	0	0	0	0.081695	-0.101926	0.202547	0.0167552	0.0200713	0.0732335	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
13.753	-0.0260435	-0.0173735	72	92	2556	-109	-0.0706499	0.103304	-0.205974	-3.32592	0.0260435	0.0173735	0.0706499	-0.103304	0.205974	0	0	0	0.081695	-0.101926	0.202547	0.0167552	0.0190241	0.0732335	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
13.763	-0.0260435	-0.0173735	72	92	2605	-109	-0.0706499	0.103304	-0.205974	-3.32592	0.0260435	0.0173735	0.0706499	-0.103304	0.205974	0	0	0	0.081695	-0.101926	0.202547	0.0167552	0.0185005	0.0732335	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
13.7729	-0.0260435	-0.0173735	72	92	2605	-109	-0.0706499	0.103304	-0.205974	-3.32592	0.0260435	0.0173735	0.0706499	-0.103304	0.205974	0	0	0	0.081695	-0.101926	0.202547	0.0165806	0.0174533	0.0732335	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
13.7741	-0.0261176	-0.00736218	105	42	2555	-109	-0.10776	0.0103472	0.270326	-3.32164	0.0261176	0.00736218	0.10776	-0.0103472	-0.270326	0	0	0	0.103396	0.00191441	-0.272215	0.0165806	0.0174533	0.0729599	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
13.7829	-0.0261176	-0.00736218	105	9	2505	-109	-0.10776	0.0103472	0.270326	-3.32164	0.0261176	0.00736218	0.10776	-0.0103472	-0.270326	0	0	0	0.103396	0.00191441	-0.272215	0.0165806	0.0165806	0.0729599	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
13.7929	-0.0261176	-0.00736218	105	9	2455	-109	-0.10776	0.0103472	0.270326	-3.32164	0.0261176	0.00736218	0.10776	-0.0103472	-0.270326	0	0	0	0.103396	0.00191441	-0.272215	0.0164061	0.015708	0.0729599	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
13.7991	-0.0264671	-0.013759	150	-41	2505	-108	-0.157352	-0.0900864	-0.256728	-3.31751	0.0264671	0.013759	0.157352	0.0900864	0.256728	0	0	0	0.154941	0.097468	0.255495	0.0164061	0.015708	0.0721646	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
13.8029	-0.0264671	-0.013759	150	-81	2555	-108	-0.157352	-0.0900864	-0.256728	-3.31751	0.0264671	0.013759	0.157352	0.0900864	0.256728	0	0	0	0.154941	0.097468	0.255495	0.015708	0.0150098	0.0721646	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
13.8129	-0.0264671	-0.013759	150	-81	2605	-108	-0.157352	-0.0900864	-0.256728	-3.31751	0.0264671	0.013759	0.157352	0.0900864	0.256728	0	0	0	0.154941	0.097468	0.255495	0.0153589	0.0148353	0.0721646	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
13.8229	-0.0264671	-0.013759	150	-81	2645	-108	-0.157352	-0.0900864	-0.256728	-3.31751	0.0264671	0.013759	0.157352	0.0900864	0.256728	0	0	0	0.154941	0.097468	0.255495	0.0143117	0.0148353	0.0721646	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
13.8329	-0.0264671	-0.013759	150	-81	2645	-108	-0.157352	-0.0900864	-0.256728	-3.31751	0.0264671	0.013759	0.157352	0.0900864	0.256728	0	0	0	0.154941	0.097468	0.255495	0.0136136	0.0151844	0.0721646	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
13.8376	-0.0324747	-0.00736218	111	-77	2595	-104	-0.113968	-0.0855284	0.294614	-3.31184	0.0324747	0.00736218	0.113968	0.0855284	-0.294614	0	0	0	0.103396	0.097468	-0.294806	0.0136136	0.0151844	0.0700509	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
13.8429	-0.0324747	-0.00736218	111	-77	2545	-104	-0.113968	-0.0855284	0.294614	-3.31184	0.0324747	0.00736218	0.113968	0.0855284	-0.294614	0	0	0	0.103396	0.097468	-0.294806	0.0132645	0.0155334	0.0700509	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
13.8529	-0.0324747	-0.00736218	111	-77	2495	-104	-0.113968	-0.0855284	0.294614	-3.31184	0.0324747	0.00736218	0.113968	0.0855284	-0.294614	0	0	0	0.103396	0.097468	-0.294806	0.0132645	0.0162316	0.0700509	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
13.8629	-0.0324747	-0.00736218	111	-77	2445	-104	-0.113968	-0.0855284	0.294614	-3.31184	0.0324747	0.00736218	0.113968	0.0855284	-0.294614	0	0	0	0.103396	0.097468	-0.294806	0.0132645	0.0162316	0.0700509	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
13.8657	-0.0373746	-0.00841429	135	-127	2495	-103	-0.140655	-0.169004	-0.254674	-3.30798	0.0373746	0.00841429	0.140655	0.169004	0.254674	0	0	0	0.132395	0.174353	0.255495	0.0132645	0.0162316	0.0687323	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
13.8729	-0.0373746	-0.00841429	135	-152	2545	-103	-0.140655	-0.169004	-0.254674	-3.30798	0.0373746	0.00841429	0.140655	0.169004	0.254674	0	0	0	0.132395	0.174353	0.255495	0.0139626	0.0150098	0.0687323	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
13.883	-0.0373746	-0.00841429	135	-152	2595	-103	-0.140655	-0.169004	-0.254674	-3.30798	0.0373746	0.00841429	0.140655	0.169004	0.254674	0	0	0	0.132395	0.174353	0.255495	0.0143117	0.0143117	0.0687323	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
