time 	e1	e2	ctrlpitch	ctrlroll	ctrlthrust	ctrlyaw	edx	edy	edz	x	y	z	dx	dy	dz	dxd	dyd	dzd	dxNED	dyNED	dzNED	pitch	roll	yaw	kpvx	kpvy	kpvz	kivx	kivy	kivz	kdvx	kdvy	kdvz	ktg	veld	gravity
19.1828	-0.343493	-0.333815	116	-63	2480	-5	-0.110525	-0.0687904	-0.0481916	-2.69599	0.343493	0.333815	0.110525	0.0687904	0.0481916	0	0	0	0.111522	0.070123	0.04377	0.0270526	-0.0191986	0.0038362	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
19.1833	-0.344417	-0.335332	109	-71	2480	-4	-0.102402	-0.0775124	-0.0480539	-2.69304	0.344417	0.335332	0.102402	0.0775124	0.0480539	0	0	0	0.103412	0.0786999	0.04377	0.0270526	-0.0191986	0.00269734	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
19.1929	-0.344417	-0.335332	109	-71	2480	-4	-0.102402	-0.0775124	-0.0480539	-2.69304	0.344417	0.335332	0.102402	0.0775124	0.0480539	0	0	0	0.103412	0.0786999	0.04377	0.0263545	-0.018675	0.00269734	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
19.2028	-0.344417	-0.335332	109	-71	2480	-4	-0.102402	-0.0775124	-0.0480539	-2.69304	0.344417	0.335332	0.102402	0.0775124	0.0480539	0	0	0	0.103412	0.0786999	0.04377	0.0254818	-0.0181514	0.00269734	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
19.2121	-0.344417	-0.341364	120	-68	2430	-3	-0.114492	-0.0742834	0.107589	-2.68905	0.344417	0.341364	0.114492	0.0742834	-0.107589	0	0	0	0.111522	0.0725611	-0.111801	0.0254818	-0.0181514	0.00217452	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
19.2128	-0.344417	-0.341364	120	-68	2380	-3	-0.114492	-0.0742834	0.107589	-2.68905	0.344417	0.341364	0.114492	0.0742834	-0.107589	0	0	0	0.111522	0.0725611	-0.111801	0.0246091	-0.0176278	0.00217452	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
19.2229	-0.344417	-0.341364	120	-68	2355	-3	-0.114492	-0.0742834	0.107589	-2.68905	0.344417	0.341364	0.114492	0.0742834	-0.107589	0	0	0	0.111522	0.0725611	-0.111801	0.0242601	-0.0171042	0.00217452	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
19.2328	-0.344417	-0.341364	120	-68	2355	-3	-0.114492	-0.0742834	0.107589	-2.68905	0.344417	0.341364	0.114492	0.0742834	-0.107589	0	0	0	0.111522	0.0725611	-0.111801	0.023911	-0.0164061	0.00217452	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
19.2429	-0.344417	-0.341364	120	-68	2355	-3	-0.114492	-0.0742834	0.107589	-2.68905	0.344417	0.341364	0.114492	0.0742834	-0.107589	0	0	0	0.111522	0.0725611	-0.111801	0.023911	-0.015708	0.00217452	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
19.2435	-0.345274	-0.341364	112	-68	2355	-1	-0.106106	-0.0741964	0.108143	-2.6858	0.345274	0.341364	0.106106	0.0741964	-0.108143	0	0	0	0.103412	0.0725611	-0.111801	0.023911	-0.015708	0.000700866	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
19.253	-0.345274	-0.341364	112	-68	2355	-1	-0.106106	-0.0741964	0.108143	-2.6858	0.345274	0.341364	0.106106	0.0741964	-0.108143	0	0	0	0.103412	0.0725611	-0.111801	0.0240855	-0.0148353	0.000700866	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
19.2629	-0.345274	-0.341364	112	-68	2355	-1	-0.106106	-0.0741964	0.108143	-2.6858	0.345274	0.341364	0.106106	0.0741964	-0.108143	0	0	0	0.103412	0.0725611	-0.111801	0.0242601	-0.0146608	0.000700866	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
19.273	-0.345274	-0.341364	112	-68	2355	-1	-0.106106	-0.0741964	0.108143	-2.6858	0.345274	0.341364	0.106106	0.0741964	-0.108143	0	0	0	0.103412	0.0725611	-0.111801	0.0242601	-0.0143117	0.000700866	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
19.2828	-0.345274	-0.341364	112	-68	2355	-1	-0.106106	-0.0741964	0.108143	-2.6858	0.345274	0.341364	0.106106	0.0741964	-0.108143	0	0	0	0.103412	0.0725611	-0.111801	0.0244346	-0.0137881	0.000700866	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
19.2868	-0.346506	-0.339619	103	-68	2355	0	-0.0952017	-0.0740067	0.108498	-2.68291	0.346506	0.339619	0.0952017	0.0740067	-0.108498	0	0	0	0.0924527	0.0725611	-0.111801	0.0244346	-0.0137881	0.000620577	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
19.2928	-0.346506	-0.339619	103	-68	2355	0	-0.0952017	-0.0740067	0.108498	-2.68291	0.346506	0.339619	0.0952017	0.0740067	-0.108498	0	0	0	0.0924527	0.0725611	-0.111801	0.0242601	-0.0132645	0.000620577	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
19.3028	-0.346506	-0.339619	103	-68	2355	0	-0.0952017	-0.0740067	0.108498	-2.68291	0.346506	0.339619	0.0952017	0.0740067	-0.108498	0	0	0	0.0924527	0.0725611	-0.111801	0.0242601	-0.0132645	0.000620577	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
19.3082	-0.349561	-0.339619	97	-18	2405	2	-0.088585	0.0393331	-0.013231	-2.67972	0.349561	0.339619	0.088585	-0.0393331	0.013231	0	0	0	0.0888238	-0.0393098	0.0115986	0.0242601	-0.0132645	-0.00175191	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
19.3129	-0.349561	-0.339619	97	32	2452	2	-0.088585	0.0393331	-0.013231	-2.67972	0.349561	0.339619	0.088585	-0.0393331	0.013231	0	0	0	0.0888238	-0.0393098	0.0115986	0.0242601	-0.0127409	-0.00175191	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
19.3228	-0.349561	-0.339619	97	33	2452	2	-0.088585	0.0393331	-0.013231	-2.67972	0.349561	0.339619	0.088585	-0.0393331	0.013231	0	0	0	0.0888238	-0.0393098	0.0115986	0.0244346	-0.0122173	-0.00175191	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
19.333	-0.349561	-0.339619	97	33	2452	2	-0.088585	0.0393331	-0.013231	-2.67972	0.349561	0.339619	0.088585	-0.0393331	0.013231	0	0	0	0.0888238	-0.0393098	0.0115986	0.0242601	-0.0118682	-0.00175191	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
19.3428	-0.349561	-0.339619	97	33	2452	2	-0.088585	0.0393331	-0.013231	-2.67972	0.349561	0.339619	0.088585	-0.0393331	0.013231	0	0	0	0.0888238	-0.0393098	0.0115986	0.0244346	-0.0116937	-0.00175191	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
19.3474	-0.349561	-0.339619	83	83	2451	2	-0.0735662	0.148694	-0.011662	-2.67781	0.349561	0.339619	0.0735662	-0.148694	0.011662	0	0	0	0.0736113	-0.148677	0.0115986	0.0244346	-0.0116937	-0.00175191	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
19.3529	-0.349561	-0.339619	83	131	2451	2	-0.0735662	0.148694	-0.011662	-2.67781	0.349561	0.339619	0.0735662	-0.148694	0.011662	0	0	0	0.0736113	-0.148677	0.0115986	0.0246091	-0.0109956	-0.00175191	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
19.3628	-0.349561	-0.339619	83	131	2451	2	-0.0735662	0.148694	-0.011662	-2.67781	0.349561	0.339619	0.0735662	-0.148694	0.011662	0	0	0	0.0736113	-0.148677	0.0115986	0.0247837	-0.0109956	-0.00175191	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
19.3728	-0.349561	-0.339619	83	131	2451	2	-0.0735662	0.148694	-0.011662	-2.67781	0.349561	0.339619	0.0735662	-0.148694	0.011662	0	0	0	0.0736113	-0.148677	0.0115986	0.0247837	-0.0109956	-0.00175191	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
19.3767	-0.343745	-0.335637	90	131	2429	0	-0.0815226	0.148511	0.0150285	-2.67691	0.343745	0.335637	0.0815226	-0.148511	-0.0150285	0	0	0	0.0811482	-0.148677	-0.0154107	0.0247837	-0.0109956	-0.000116971	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
19.3829	-0.343745	-0.335637	90	131	2429	0	-0.0815226	0.148511	0.0150285	-2.67691	0.343745	0.335637	0.0815226	-0.148511	-0.0150285	0	0	0	0.0811482	-0.148677	-0.0154107	0.0246091	-0.0106465	-0.000116971	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
19.3929	-0.343745	-0.335637	90	131	2429	0	-0.0815226	0.148511	0.0150285	-2.67691	0.343745	0.335637	0.0815226	-0.148511	-0.0150285	0	0	0	0.0811482	-0.148677	-0.0154107	0.0246091	-0.00959931	-0.000116971	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
19.4029	-0.343745	-0.335637	90	131	2429	0	-0.0815226	0.148511	0.0150285	-2.67691	0.343745	0.335637	0.0815226	-0.148511	-0.0150285	0	0	0	0.0811482	-0.148677	-0.0154107	0.0246091	-0.00785398	-0.000116971	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
19.4128	-0.343745	-0.335637	90	131	2429	0	-0.0815226	0.148511	0.0150285	-2.67691	0.343745	0.335637	0.0815226	-0.148511	-0.0150285	0	0	0	0.0811482	-0.148677	-0.0154107	0.0244346	-0.00680678	-0.000116971	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
19.4162	-0.343745	-0.335185	91	81	2413	0	-0.0820499	0.0264472	0.0359558	-2.67453	0.343745	0.335185	0.0820499	-0.0264472	-0.0359558	0	0	0	0.0811482	-0.0267008	-0.0377689	0.0244346	-0.00680678	-0.000116971	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
19.4228	-0.343745	-0.335185	91	31	2413	0	-0.0820499	0.0264472	0.0359558	-2.67453	0.343745	0.335185	0.0820499	-0.0264472	-0.0359558	0	0	0	0.0811482	-0.0267008	-0.0377689	0.0242601	-0.00453786	-0.000116971	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
19.4328	-0.343745	-0.335185	91	21	2413	0	-0.0820499	0.0264472	0.0359558	-2.67453	0.343745	0.335185	0.0820499	-0.0264472	-0.0359558	0	0	0	0.0811482	-0.0267008	-0.0377689	0.0240855	-0.00191986	-0.000116971	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
19.4403	-0.351425	-0.335185	96	-29	2431	5	-0.0873231	-0.149853	0.0130239	-2.67107	0.351425	0.335185	0.0873231	0.149853	-0.0130239	0	0	0	0.087526	0.149508	-0.0154107	0.0240855	-0.00191986	-0.00366686	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
19.4429	-0.351425	-0.335185	96	-79	2431	5	-0.0873231	-0.149853	0.0130239	-2.67107	0.351425	0.335185	0.0873231	0.149853	-0.0130239	0	0	0	0.087526	0.149508	-0.0154107	0.023911	0.00139626	-0.00366686	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
19.4528	-0.351425	-0.335185	96	-129	2431	5	-0.0873231	-0.149853	0.0130239	-2.67107	0.351425	0.335185	0.0873231	0.149853	-0.0130239	0	0	0	0.087526	0.149508	-0.0154107	0.0235619	0.00366519	-0.00366686	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
19.4629	-0.351425	-0.335185	96	-136	2431	5	-0.0873231	-0.149853	0.0130239	-2.67107	0.351425	0.335185	0.0873231	0.149853	-0.0130239	0	0	0	0.087526	0.149508	-0.0154107	0.0233874	0.00680678	-0.00366686	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
19.4728	-0.351425	-0.335185	96	-136	2431	5	-0.0873231	-0.149853	0.0130239	-2.67107	0.351425	0.335185	0.0873231	0.149853	-0.0130239	0	0	0	0.087526	0.149508	-0.0154107	0.0232129	0.0102974	-0.00366686	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
19.4799	-0.354942	-0.346269	94	-137	2481	8	-0.0851487	-0.150679	-0.0662653	-2.66454	0.354942	0.346269	0.0851487	0.150679	0.0662653	0	0	0	0.087526	0.149508	0.0658187	0.0232129	0.0102974	-0.0055175	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
19.4828	-0.354942	-0.346269	94	-137	2494	8	-0.0851487	-0.150679	-0.0662653	-2.66454	0.354942	0.346269	0.0851487	0.150679	0.0662653	0	0	0	0.087526	0.149508	0.0658187	0.0232129	0.0136136	-0.0055175	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
19.4929	-0.354942	-0.346269	94	-137	2494	8	-0.0851487	-0.150679	-0.0662653	-2.66454	0.354942	0.346269	0.0851487	0.150679	0.0662653	0	0	0	0.087526	0.149508	0.0658187	0.0232129	0.0148353	-0.0055175	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
19.5029	-0.354942	-0.346269	94	-137	2494	8	-0.0851487	-0.150679	-0.0662653	-2.66454	0.354942	0.346269	0.0851487	0.150679	0.0662653	0	0	0	0.087526	0.149508	0.0658187	0.0232129	0.0169297	-0.0055175	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
19.51	-0.355035	-0.34887	89	-87	2538	8	-0.0799549	-0.0802327	-0.12044	-2.66126	0.355035	0.34887	0.0799549	0.0802327	0.12044	0	0	0	0.083215	0.0776978	0.119893	0.0232129	0.0169297	-0.00583785	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
19.5129	-0.355035	-0.34887	89	-74	2538	8	-0.0799549	-0.0802327	-0.12044	-2.66126	0.355035	0.34887	0.0799549	0.0802327	0.12044	0	0	0	0.083215	0.0776978	0.119893	0.0228638	0.0172788	-0.00583785	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
19.5228	-0.355035	-0.34887	89	-74	2538	8	-0.0799549	-0.0802327	-0.12044	-2.66126	0.355035	0.34887	0.0799549	0.0802327	0.12044	0	0	0	0.083215	0.0776978	0.119893	0.0225147	0.016057	-0.00583785	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
19.5329	-0.355035	-0.34887	89	-74	2538	8	-0.0799549	-0.0802327	-0.12044	-2.66126	0.355035	0.34887	0.0799549	0.0802327	0.12044	0	0	0	0.083215	0.0776978	0.119893	0.0223402	0.0150098	-0.00583785	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
19.5428	-0.355035	-0.34887	89	-74	2538	8	-0.0799549	-0.0802327	-0.12044	-2.66126	0.355035	0.34887	0.0799549	0.0802327	0.12044	0	0	0	0.083215	0.0776978	0.119893	0.0221657	0.0120428	-0.00583785	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
19.5471	-0.357284	-0.352414	83	-38	2495	10	-0.0730265	-0.0398913	-0.0669783	-2.65904	0.357284	0.352414	0.0730265	0.0398913	0.0669783	0	0	0	0.0747771	0.0385559	0.0658187	0.0221657	0.0120428	-0.00704609	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
19.5528	-0.357284	-0.352414	83	-38	2495	10	-0.0730265	-0.0398913	-0.0669783	-2.65904	0.357284	0.352414	0.0730265	0.0398913	0.0669783	0	0	0	0.0747771	0.0385559	0.0658187	0.0221657	0.00994838	-0.00704609	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
19.5628	-0.357284	-0.352414	83	-38	2495	10	-0.0730265	-0.0398913	-0.0669783	-2.65904	0.357284	0.352414	0.0730265	0.0398913	0.0669783	0	0	0	0.0747771	0.0385559	0.0658187	0.0221657	0.00890118	-0.00704609	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
19.5728	-0.357284	-0.352414	83	-38	2495	10	-0.0730265	-0.0398913	-0.0669783	-2.65904	0.357284	0.352414	0.0730265	0.0398913	0.0669783	0	0	0	0.0747771	0.0385559	0.0658187	0.0223402	0.00767945	-0.00704609	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
19.578	-0.35859	-0.352414	84	-37	2445	11	-0.0745031	-0.0391242	0.000504351	-2.65627	0.35859	0.352414	0.0745031	0.0391242	-0.000504351	0	0	0	0.0747771	0.0385559	-0.00186811	0.0223402	0.00767945	-0.00765142	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
19.5828	-0.35859	-0.352414	84	-37	2441	11	-0.0745031	-0.0391242	0.000504351	-2.65627	0.35859	0.352414	0.0745031	0.0391242	-0.000504351	0	0	0	0.0747771	0.0385559	-0.00186811	0.0223402	0.00680678	-0.00765142	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
19.5929	-0.35859	-0.352414	84	-37	2441	11	-0.0745031	-0.0391242	0.000504351	-2.65627	0.35859	0.352414	0.0745031	0.0391242	-0.000504351	0	0	0	0.0747771	0.0385559	-0.00186811	0.0225147	0.00663225	-0.00765142	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
19.6028	-0.35859	-0.352414	84	-37	2441	11	-0.0745031	-0.0391242	0.000504351	-2.65627	0.35859	0.352414	0.0745031	0.0391242	-0.000504351	0	0	0	0.0747771	0.0385559	-0.00186811	0.0223402	0.00645772	-0.00765142	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
19.6113	-0.35859	-0.352414	85	0	2441	11	-0.0748285	0.00340783	0.000174614	-2.65335	0.35859	0.352414	0.0748285	-0.00340783	-0.000174614	0	0	0	0.0747771	-0.0039789	-0.00186811	0.0223402	0.00645772	-0.00765142	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
19.6129	-0.35859	-0.352414	85	0	2441	11	-0.0748285	0.00340783	0.000174614	-2.65335	0.35859	0.352414	0.0748285	-0.00340783	-0.000174614	0	0	0	0.0747771	-0.0039789	-0.00186811	0.0223402	0.00680678	-0.00765142	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
19.6228	-0.35859	-0.352414	85	0	2441	11	-0.0748285	0.00340783	0.000174614	-2.65335	0.35859	0.352414	0.0748285	-0.00340783	-0.000174614	0	0	0	0.0747771	-0.0039789	-0.00186811	0.0219911	0.00715585	-0.00765142	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
19.6329	-0.35859	-0.352414	85	0	2441	11	-0.0748285	0.00340783	0.000174614	-2.65335	0.35859	0.352414	0.0748285	-0.00340783	-0.000174614	0	0	0	0.0747771	-0.0039789	-0.00186811	0.0216421	0.00785398	-0.00765142	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
19.6428	-0.35859	-0.352414	85	0	2441	11	-0.0748285	0.00340783	0.000174614	-2.65335	0.35859	0.352414	0.0748285	-0.00340783	-0.000174614	0	0	0	0.0747771	-0.0039789	-0.00186811	0.0214675	0.00837758	-0.00765142	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
19.6443	-0.35859	-0.35784	103	0	2428	11	-0.0948389	0.00339192	0.0169897	-2.65134	0.35859	0.35784	0.0948389	-0.00339192	-0.0169897	0	0	0	0.0944239	-0.0039789	-0.0190494	0.0214675	0.00837758	-0.00772378	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
19.6528	-0.35859	-0.35784	103	0	2428	11	-0.0948389	0.00339192	0.0169897	-2.65134	0.35859	0.35784	0.0948389	-0.00339192	-0.0169897	0	0	0	0.0944239	-0.0039789	-0.0190494	0.021293	0.00925025	-0.00772378	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
19.6628	-0.35859	-0.35784	103	0	2428	11	-0.0948389	0.00339192	0.0169897	-2.65134	0.35859	0.35784	0.0948389	-0.00339192	-0.0169897	0	0	0	0.0944239	-0.0039789	-0.0190494	0.021293	0.0102974	-0.00772378	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
19.6728	-0.35859	-0.35784	103	0	2428	11	-0.0948389	0.00339192	0.0169897	-2.65134	0.35859	0.35784	0.0948389	-0.00339192	-0.0169897	0	0	0	0.0944239	-0.0039789	-0.0190494	0.020944	0.0113446	-0.00772378	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
19.6747	-0.360839	-0.358469	102	-50	2478	13	-0.0940896	-0.099929	-0.189794	-2.64782	0.360839	0.358469	0.0940896	0.099929	0.189794	0	0	0	0.0989249	0.0969016	0.188903	0.020944	0.0113446	-0.00881132	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
19.6829	-0.360839	-0.358469	102	-92	2528	13	-0.0940896	-0.099929	-0.189794	-2.64782	0.360839	0.358469	0.0940896	0.099929	0.189794	0	0	0	0.0989249	0.0969016	0.188903	0.0207694	0.0115192	-0.00881132	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
19.693	-0.360839	-0.358469	102	-92	2578	13	-0.0940896	-0.099929	-0.189794	-2.64782	0.360839	0.358469	0.0940896	0.099929	0.189794	0	0	0	0.0989249	0.0969016	0.188903	0.0200713	0.0120428	-0.00881132	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
19.7028	-0.360839	-0.358469	102	-92	2593	13	-0.0940896	-0.099929	-0.189794	-2.64782	0.360839	0.358469	0.0940896	0.099929	0.189794	0	0	0	0.0989249	0.0969016	0.188903	0.0195477	0.0123918	-0.00881132	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
19.7092	-0.360839	-0.35784	106	-90	2543	13	-0.0984208	-0.0975497	0.0183391	-2.64481	0.360839	0.35784	0.0984208	0.0975497	-0.0183391	0	0	0	0.0989249	0.0969016	-0.0190494	0.0195477	0.0123918	-0.00881132	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
19.7128	-0.360839	-0.35784	106	-90	2493	13	-0.0984208	-0.0975497	0.0183391	-2.64481	0.360839	0.35784	0.0984208	0.0975497	-0.0183391	0	0	0	0.0989249	0.0969016	-0.0190494	0.0191986	0.0125664	-0.00881132	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
19.7229	-0.360839	-0.35784	106	-90	2443	13	-0.0984208	-0.0975497	0.0183391	-2.64481	0.360839	0.35784	0.0984208	0.0975497	-0.0183391	0	0	0	0.0989249	0.0969016	-0.0190494	0.0190241	0.0123918	-0.00881132	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
19.7328	-0.360839	-0.35784	106	-90	2427	13	-0.0984208	-0.0975497	0.0183391	-2.64481	0.360839	0.35784	0.0984208	0.0975497	-0.0183391	0	0	0	0.0989249	0.0969016	-0.0190494	0.0188496	0.0122173	-0.00881132	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
19.7428	-0.360839	-0.35784	106	-90	2427	13	-0.0984208	-0.0975497	0.0183391	-2.64481	0.360839	0.35784	0.0984208	0.0975497	-0.0183391	0	0	0	0.0989249	0.0969016	-0.0190494	0.0188496	0.0118682	-0.00881132	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
19.7433	-0.35744	-0.354135	56	-40	2401	10	-0.0248715	0.151457	0.0507894	-2.64481	0.35744	0.354135	0.0248715	-0.151457	-0.0507894	0	0	0	0.0228287	-0.151005	-0.0530428	0.0188496	0.0118682	-0.00693903	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
19.7528	-0.35744	-0.354135	40	10	2401	10	-0.0248715	0.151457	0.0507894	-2.64481	0.35744	0.354135	0.0248715	-0.151457	-0.0507894	0	0	0	0.0228287	-0.151005	-0.0530428	0.018675	0.0111701	-0.00693903	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
19.7629	-0.35744	-0.354135	40	60	2401	10	-0.0248715	0.151457	0.0507894	-2.64481	0.35744	0.354135	0.0248715	-0.151457	-0.0507894	0	0	0	0.0228287	-0.151005	-0.0530428	0.018675	0.010472	-0.00693903	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
19.7728	-0.35744	-0.354135	40	110	2401	10	-0.0248715	0.151457	0.0507894	-2.64481	0.35744	0.354135	0.0248715	-0.151457	-0.0507894	0	0	0	0.0228287	-0.151005	-0.0530428	0.018326	0.00925025	-0.00693903	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
19.7753	-0.354991	-0.352328	41	134	2351	7	-0.0263075	0.152225	0.144472	-2.64402	0.354991	0.352328	0.0263075	-0.152225	-0.144472	0	0	0	0.0228287	-0.151005	-0.146332	0.018326	0.00925025	-0.00530814	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
19.7828	-0.354991	-0.352328	41	134	2326	7	-0.0263075	0.152225	0.144472	-2.64402	0.354991	0.352328	0.0263075	-0.152225	-0.144472	0	0	0	0.0228287	-0.151005	-0.146332	0.0181514	0.00767945	-0.00530814	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
19.7928	-0.354991	-0.352328	41	134	2326	7	-0.0263075	0.152225	0.144472	-2.64402	0.354991	0.352328	0.0263075	-0.152225	-0.144472	0	0	0	0.0228287	-0.151005	-0.146332	0.018326	0.00645772	-0.00530814	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
19.8028	-0.354991	-0.352328	41	134	2326	7	-0.0263075	0.152225	0.144472	-2.64402	0.354991	0.352328	0.0263075	-0.152225	-0.144472	0	0	0	0.0228287	-0.151005	-0.146332	0.018326	0.00558505	-0.00530814	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
19.806	-0.352295	-0.352328	-9	134	2376	6	0.0437426	0.151513	0.053008	-2.6448	0.352295	0.352328	-0.0437426	-0.151513	-0.053008	0	0	0	-0.0454247	-0.151005	-0.0530428	0.018326	0.00558505	-0.00464979	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
19.8129	-0.352295	-0.352328	-21	134	2399	6	0.0437426	0.151513	0.053008	-2.6448	0.352295	0.352328	-0.0437426	-0.151513	-0.053008	0	0	0	-0.0454247	-0.151005	-0.0530428	0.018326	0.00436332	-0.00464979	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
19.8229	-0.352295	-0.352328	-21	134	2399	6	0.0437426	0.151513	0.053008	-2.6448	0.352295	0.352328	-0.0437426	-0.151513	-0.053008	0	0	0	-0.0454247	-0.151005	-0.0530428	0.0179769	0.00279253	-0.00464979	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
19.8328	-0.352295	-0.352328	-21	134	2399	6	0.0437426	0.151513	0.053008	-2.6448	0.352295	0.352328	-0.0437426	-0.151513	-0.053008	0	0	0	-0.0454247	-0.151005	-0.0530428	0.0174533	0.0020944	-0.00464979	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
19.8393	-0.331251	-0.358343	-38	184	2417	-5	0.0623797	0.773763	0.030026	-2.6448	0.331251	0.358343	-0.0623797	-0.773763	-0.030026	0	0	0	-0.0600738	-0.773925	-0.030553	0.0174533	0.0020944	0.0036813	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
19.8428	-0.331251	-0.358343	-38	234	2417	-5	0.0623797	0.773763	0.030026	-2.6448	0.331251	0.358343	-0.0623797	-0.773763	-0.030026	0	0	0	-0.0600738	-0.773925	-0.030553	0.0169297	0.0020944	0.0036813	-900	900	-800	-14	14	-5	0	0	0	0.2	0.2	2440	
