time 	e1	e2	ctrlpitch	ctrlroll	ctrlthrust	ctrlyaw	edx	edy	edz	cumulx	cumuly	cumulz	x	y	z	dx	dy	dz	dxd	dyd	dzd	dxNED	dyNED	dzNED	pitch	roll	yaw	kpvx	kpvy	kpvz	kivx	kivy	kivz	kdvx	kdvy	kdvz	ktg	veld	pitchoff	gravity
3.55387	0	0	0	0	0	-2047	0	0	0	0	0	0	-3.41001	0.0168873	0.0193583	-0.0292838	0.109079	-0.0745426	0	0	0	-0.0187953	0.111297	-0.0746458	-0.0469494	0.0106465	-0.0630494	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
3.56387	0	0	0	0	0	-2047	0	0	0	0	0	0	-3.41001	0.0168873	0.0193583	-0.0292838	0.109079	-0.0745426	0	0	0	-0.0187953	0.111297	-0.0746458	-0.0467748	0.0106465	-0.0630494	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
3.56695	0	0	0	0	0	-2047	0	0	0	0	0	0	-3.41001	0.0134071	0.0193583	0.0170522	-0.220513	-0.0378113	0	0	0	0.00521747	-0.220847	-0.0393156	-0.0467748	0.0106465	-0.0620906	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
3.57386	0	0	0	0	0	-2047	0	0	0	0	0	0	-3.41001	0.0134071	0.0193583	0.0170522	-0.220513	-0.0378113	0	0	0	0.00521747	-0.220847	-0.0393156	-0.0467748	0.0106465	-0.0620906	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
3.58386	0	0	0	0	0	-2047	0	0	0	0	0	0	-3.41001	0.0134071	0.0193583	0.0170522	-0.220513	-0.0378113	0	0	0	0.00521747	-0.220847	-0.0393156	-0.0467748	0.010472	-0.0620906	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
3.59388	0	0	0	0	0	-2047	0	0	0	0	0	0	-3.41001	0.0134071	0.0193583	0.0170522	-0.220513	-0.0378113	0	0	0	0.00521747	-0.220847	-0.0393156	-0.0466003	0.010472	-0.0620906	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
3.595	0	0	0	0	0	-2047	0	0	0	0	0	0	-3.41001	0.0150982	0.0193583	-0.00354981	0.110989	-0.0403572	0	0	0	0.00521747	0.111297	-0.0393156	-0.0466003	0.010472	-0.0622843	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
3.60394	0	0	0	0	0	-2047	0	0	0	0	0	0	-3.41001	0.0150982	0.0193583	-0.00354981	0.110989	-0.0403572	0	0	0	0.00521747	0.111297	-0.0393156	-0.0466003	0.0102974	-0.0622843	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
3.61386	0	0	0	0	0	-2047	0	0	0	0	0	0	-3.41001	0.0150982	0.0193583	-0.00354981	0.110989	-0.0403572	0	0	0	0.00521747	0.111297	-0.0393156	-0.0464258	0.0102974	-0.0622843	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
3.62393	0	0	0	0	0	-2047	0	0	0	0	0	0	-3.41001	0.0150982	0.0193583	-0.00354981	0.110989	-0.0403572	0	0	0	0.00521747	0.111297	-0.0393156	-0.0464258	0.0102974	-0.0622843	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
3.62973	0	0	0	0	0	-2047	0	0	0	0	0	0	-3.41007	0.0150982	0.028567	-0.0153227	0.11067	-0.0397878	0	0	0	-0.00657276	0.111699	-0.0393156	-0.0464258	0.0102974	-0.0622843	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
3.6339	0	0	0	0	0	-2047	0	0	0	0	0	0	-3.41007	0.0150982	0.028567	-0.0153227	0.11067	-0.0397878	0	0	0	-0.00657276	0.111699	-0.0393156	-0.039619	0.00628319	-0.0622843	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
3.64393	0	0	0	0	0	-2047	0	0	0	0	0	0	-3.41007	0.0150982	0.028567	-0.0153227	0.11067	-0.0397878	0	0	0	-0.00657276	0.111699	-0.0393156	-0.0394444	0.00628319	-0.0622843	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
3.65392	0	0	0	0	0	-2047	0	0	0	0	0	0	-3.41007	0.0150982	0.028567	-0.0153227	0.11067	-0.0397878	0	0	0	-0.00657276	0.111699	-0.0393156	-0.039619	0.00628319	-0.0622843	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
3.66385	0	0	0	0	0	-2047	0	0	0	0	0	0	-3.41007	0.0150982	0.028567	-0.0153227	0.11067	-0.0397878	0	0	0	-0.00657276	0.111699	-0.0393156	-0.039619	0.00628319	-0.0622843	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
3.6673	0	0	0	0	0	-2047	0	0	0	0	0	0	-3.41007	0.0150982	0.0288107	-0.013245	0.111115	0.00632104	0	0	0	-0.00657276	0.111699	0.00648895	-0.039619	0.00628319	-0.0622843	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
3.67387	0	0	0	0	0	-2047	0	0	0	0	0	0	-3.41007	0.0150982	0.0288107	-0.013245	0.111115	0.00632104	0	0	0	-0.00657276	0.111699	0.00648895	-0.0394444	0.00645772	-0.0622843	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
3.68385	0	0	0	0	0	-2047	0	0	0	0	0	0	-3.41007	0.0150982	0.0288107	-0.013245	0.111115	0.00632104	0	0	0	-0.00657276	0.111699	0.00648895	-0.0394444	0.00645772	-0.0622843	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
3.69327	0	0	0	0	0	-2047	0	0	0	0	0	0	-3.40987	0.0103761	0.0288107	-0.000350445	0.0440322	0.00622361	0	0	0	0.00204915	0.0439476	0.00648895	-0.0394444	0.00645772	-0.0603864	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
3.69393	0	0	0	0	0	-2047	0	0	0	0	0	0	-3.40987	0.0103761	0.0288107	-0.000350445	0.0440322	0.00622361	0	0	0	0.00204915	0.0439476	0.00648895	-0.0397935	0.00645772	-0.0603864	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
3.70386	0	0	0	0	0	-2047	0	0	0	0	0	0	-3.40987	0.0103761	0.0288107	-0.000350445	0.0440322	0.00622361	0	0	0	0.00204915	0.0439476	0.00648895	-0.0401426	0.00663225	-0.0603864	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
3.71387	0	0	0	0	0	-2047	0	0	0	0	0	0	-3.40987	0.0103761	0.0288107	-0.000350445	0.0440322	0.00622361	0	0	0	0.00204915	0.0439476	0.00648895	-0.0403171	0.00663225	-0.0603864	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
3.72385	0	0	0	0	0	-2047	0	0	0	0	0	0	-3.40987	0.0103761	0.0288107	-0.000350445	0.0440322	0.00622361	0	0	0	0.00204915	0.0439476	0.00648895	-0.0403171	0.00680678	-0.0603864	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
3.73071	0	0	0	0	0	-2047	0	0	0	0	0	0	-3.40986	0.0103761	0.0290564	0.00150632	0.015392	0.00929734	0	0	0	0.00204915	0.0152325	0.00945497	-0.0403171	0.00680678	-0.0603864	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
3.73391	0	0	0	0	0	-2047	0	0	0	0	0	0	-3.40986	0.0103761	0.0290564	0.00150632	0.015392	0.00929734	0	0	0	0.00204915	0.0152325	0.00945497	-0.0404916	0.00680678	-0.0603864	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
3.74387	0	0	0	0	0	-2047	0	0	0	0	0	0	-3.40986	0.0103761	0.0290564	0.00150632	0.015392	0.00929734	0	0	0	0.00204915	0.0152325	0.00945497	-0.0406662	0.00698132	-0.0603864	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
3.7539	0	0	0	0	0	-2047	0	0	0	0	0	0	-3.40986	0.0103761	0.0290564	0.00150632	0.015392	0.00929734	0	0	0	0.00204915	0.0152325	0.00945497	-0.0408407	0.00698132	-0.0603864	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
3.75947	0	0	0	0	0	-2047	0	0	0	0	0	0	-3.40986	0.0105034	0.0290564	-0.00162879	0.0152045	0.0094235	0	0	0	-0.00109924	0.0152325	0.00945497	-0.0408407	0.00698132	-0.0603864	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
3.76391	0	0	0	0	0	-2047	0	0	0	0	0	0	-3.40986	0.0105034	0.0290564	-0.00162879	0.0152045	0.0094235	0	0	0	-0.00109924	0.0152325	0.00945497	-0.0408407	0.00698132	-0.0603864	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
3.77394	0	0	0	0	0	-2047	0	0	0	0	0	0	-3.40986	0.0105034	0.0290564	-0.00162879	0.0152045	0.0094235	0	0	0	-0.00109924	0.0152325	0.00945497	-0.0410152	0.00715585	-0.0603864	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
3.78388	0	0	0	0	0	-2047	0	0	0	0	0	0	-3.40986	0.0105034	0.0290564	-0.00162879	0.0152045	0.0094235	0	0	0	-0.00109924	0.0152325	0.00945497	-0.0411898	0.00715585	-0.0603864	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
3.7939	0	0	0	0	0	-2047	0	0	0	0	0	0	-3.40986	0.0105034	0.0290564	-0.00162879	0.0152045	0.0094235	0	0	0	-0.00109924	0.0152325	0.00945497	-0.0413643	0.00733038	-0.0603864	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
3.79456	0	0	0	0	0	-2047	0	0	0	0	0	0	-3.41041	0.0109464	0.0307489	0.00396913	0.0161984	0.144564	0	0	0	-0.00109924	0.0152325	0.144719	-0.0413643	0.00733038	-0.0604256	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
3.80386	0	0	0	0	0	-2047	0	0	0	0	0	0	-3.41041	0.0109464	0.0307489	0.00396913	0.0161984	0.144564	0	0	0	-0.00109924	0.0152325	0.144719	-0.0413643	0.00733038	-0.0604256	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
3.81391	0	0	0	0	0	-2047	0	0	0	0	0	0	-3.41041	0.0109464	0.0307489	0.00396913	0.0161984	0.144564	0	0	0	-0.00109924	0.0152325	0.144719	-0.0413643	0.00750492	-0.0604256	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
3.82387	0	0	0	0	0	-2047	0	0	0	0	0	0	-3.41041	0.0109464	0.0307489	0.00396913	0.0161984	0.144564	0	0	0	-0.00109924	0.0152325	0.144719	-0.0413643	0.00767945	-0.0604256	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
3.82836	0	0	0	0	0	-2047	0	0	0	0	0	0	-3.41045	0.0119434	0.0299722	-0.00145021	-0.0156364	-0.0228304	0	0	0	-0.00143149	-0.0154023	-0.0229902	-0.0413643	0.00767945	-0.0603488	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
3.83391	0	0	0	0	0	-2047	0	0	0	0	0	0	-3.41045	0.0119434	0.0299722	-0.00145021	-0.0156364	-0.0228304	0	0	0	-0.00143149	-0.0154023	-0.0229902	-0.0415388	0.00767945	-0.0603488	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
3.84391	0	0	0	0	0	-2047	0	0	0	0	0	0	-3.41045	0.0119434	0.0299722	-0.00145021	-0.0156364	-0.0228304	0	0	0	-0.00143149	-0.0154023	-0.0229902	-0.0413643	0.00767945	-0.0603488	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
3.85386	0	0	0	0	0	-2047	0	0	0	0	0	0	-3.41045	0.0119434	0.0299722	-0.00145021	-0.0156364	-0.0228304	0	0	0	-0.00143149	-0.0154023	-0.0229902	-0.0411898	0.00785398	-0.0603488	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
3.86327	0	0	0	0	0	-2047	0	0	0	0	0	0	-3.41046	0.0119434	0.0307489	0.00748859	-0.0436913	0.15103	0	0	0	-0.00143149	-0.0448715	0.150863	-0.0411898	0.00785398	-0.0603488	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
3.86391	0	0	0	0	0	-2047	0	0	0	0	0	0	-3.41046	0.0119434	0.0307489	0.00748859	-0.0436913	0.15103	0	0	0	-0.00143149	-0.0448715	0.150863	-0.0410152	0.00802851	-0.0603488	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
3.87385	0	0	0	0	0	-2047	0	0	0	0	0	0	-3.41046	0.0119434	0.0307489	0.00748859	-0.0436913	0.15103	0	0	0	-0.00143149	-0.0448715	0.150863	-0.0406662	0.00802851	-0.0603488	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
3.88392	0	0	0	0	0	-2047	0	0	0	0	0	0	-3.41046	0.0119434	0.0307489	0.00748859	-0.0436913	0.15103	0	0	0	-0.00143149	-0.0448715	0.150863	-0.0404916	0.00802851	-0.0603488	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
3.89093	0	0	0	0	0	-2047	0	0	0	0	0	0	-3.41062	0.0103771	0.0299722	0.00607514	-0.141427	-0.0221204	0	0	0	-0.00143149	-0.141411	-0.0229902	-0.0404916	0.00802851	-0.0597229	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
3.89388	0	0	0	0	0	-2047	0	0	0	0	0	0	-3.41062	0.0103771	0.0299722	0.00607514	-0.141427	-0.0221204	0	0	0	-0.00143149	-0.141411	-0.0229902	-0.039968	0.00820305	-0.0597229	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
3.90395	0	0	0	0	0	-2047	0	0	0	0	0	0	-3.41062	0.0103771	0.0299722	0.00607514	-0.141427	-0.0221204	0	0	0	-0.00143149	-0.141411	-0.0229902	-0.0392699	0.00837758	-0.0597229	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
3.91387	0	0	0	0	0	-2047	0	0	0	0	0	0	-3.41062	0.0103771	0.0299722	0.00607514	-0.141427	-0.0221204	0	0	0	-0.00143149	-0.141411	-0.0229902	-0.0389208	0.00855211	-0.0597229	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
3.92388	0	0	0	0	0	-2047	0	0	0	0	0	0	-3.41062	0.0103771	0.0299722	0.00607514	-0.141427	-0.0221204	0	0	0	-0.00143149	-0.141411	-0.0229902	-0.0378736	0.00855211	-0.0597229	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
3.92823	0	0	0	0	0	-2047	0	0	0	0	0	0	-3.41062	0.00646397	0.0328118	0.0152435	-0.132629	0.151534	0	0	0	0.00171922	-0.134248	0.150863	-0.0378736	0.00855211	-0.0582957	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
3.93387	0	0	0	0	0	-2047	0	0	0	0	0	0	-3.41062	0.00646397	0.0328118	0.0152435	-0.132629	0.151534	0	0	0	0.00171922	-0.134248	0.150863	-0.0371755	0.00890118	-0.0582957	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
3.94389	0	0	0	0	0	-2047	0	0	0	0	0	0	-3.41062	0.00646397	0.0328118	0.0152435	-0.132629	0.151534	0	0	0	0.00171922	-0.134248	0.150863	-0.0364774	0.00907571	-0.0582957	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
3.95387	0	0	0	0	0	-2047	0	0	0	0	0	0	-3.41062	0.00646397	0.0328118	0.0152435	-0.132629	0.151534	0	0	0	0.00171922	-0.134248	0.150863	-0.0361283	0.00925025	-0.0582957	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
3.95909	0	0	0	0	0	-2047	0	0	0	0	0	0	-3.41056	0.00646397	0.0230718	0.0122329	-0.136681	-0.408204	0	0	0	0.0192255	-0.134248	-0.408742	-0.0361283	0.00925025	-0.0582957	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
3.96392	0	0	0	0	0	-2047	0	0	0	0	0	0	-3.41056	0.00646397	0.0230718	0.0122329	-0.136681	-0.408204	0	0	0	0.0192255	-0.134248	-0.408742	-0.0354302	0.00942478	-0.0582957	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
3.97387	0	0	0	0	0	-2047	0	0	0	0	0	0	-3.41056	0.00646397	0.0230718	0.0122329	-0.136681	-0.408204	0	0	0	0.0192255	-0.134248	-0.408742	-0.0347321	0.00977384	-0.0582957	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
3.98384	0	0	0	0	0	0	0	0	0	0	0	0	-3.41056	0.00646397	0.0230718	0.0122329	-0.136681	-0.408204	0	0	0	0.0192255	-0.134248	-0.408742	-0.0340339	0.00994838	-0.0582957	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
3.99216	0	0	0	0	0	0	0	0	0	0	0	0	-3.41056	0.00900689	0.0328118	0.010138	0.0106362	0.260908	0	0	0	0.00171922	0.00795314	0.261195	-0.0340339	0.00994838	-0.0585432	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
3.99392	0	0	0	0	0	0	0	0	0	0	0	0	-3.41056	0.00900689	0.0328118	0.010138	0.0106362	0.260908	0	0	0	0.00171922	0.00795314	0.261195	-0.0336849	0.0102974	-0.0585432	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
4.00385	0	0	0	0	0	0	0	0	0	0	0	0	-3.41056	0.00900689	0.0328118	0.010138	0.0106362	0.260908	0	0	0	0.00171922	0.00795314	0.261195	-0.0331613	0.010472	-0.0585432	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
4.0139	0	0	0	0	0	0	0	0	0	0	0	0	-3.41056	0.00900689	0.0328118	0.010138	0.0106362	0.260908	0	0	0	0.00171922	0.00795314	0.261195	-0.0328122	0.0106465	-0.0585432	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
4.02283	0	0	0	0	0	0	0	0	0	0	0	0	-3.41042	0.00900689	0.0356114	0.0187477	0.00906725	0.000220514	0	0	0	0.0192255	0.00795314	0.000931906	-0.0328122	0.0106465	-0.0585432	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
4.02387	0	0	0	0	0	0	0	0	0	0	0	0	-3.41042	0.00900689	0.0356114	0.0187477	0.00906725	0.000220514	0	0	0	0.0192255	0.00795314	0.000931906	-0.0326377	0.0109956	-0.0585432	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
4.03384	0	0	0	0	0	0	0	0	0	0	0	0	-3.41042	0.00900689	0.0356114	0.0187477	0.00906725	0.000220514	0	0	0	0.0192255	0.00795314	0.000931906	-0.0326377	0.0111701	-0.0585432	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
4.04386	0	0	0	0	0	0	0	0	0	0	0	0	-3.41042	0.00900689	0.0356114	0.0187477	0.00906725	0.000220514	0	0	0	0.0192255	0.00795314	0.000931906	-0.0324631	0.0111701	-0.0585432	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
4.05388	0	0	0	0	0	0	0	0	0	0	0	0	-3.41042	0.00900689	0.0356114	0.0187477	0.00906725	0.000220514	0	0	0	0.0192255	0.00795314	0.000931906	-0.0324631	0.0113446	-0.0585432	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
4.05927	0	0	0	0	0	0	0	0	0	0	0	0	-3.41086	0.00646608	0.0356114	-0.0125245	0.00726185	0.00125682	0	0	0	-0.0121267	0.00795314	0.000931906	-0.0324631	0.0113446	-0.057179	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
4.06389	0	0	0	0	0	0	0	0	0	0	0	0	-3.41086	0.00646608	0.0356114	-0.0125245	0.00726185	0.00125682	0	0	0	-0.0121267	0.00795314	0.000931906	-0.0324631	0.0115192	-0.057179	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
4.07389	0	0	0	0	0	0	0	0	0	0	0	0	-3.41086	0.00646608	0.0356114	-0.0125245	0.00726185	0.00125682	0	0	0	-0.0121267	0.00795314	0.000931906	-0.0322886	0.0116937	-0.057179	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
4.08386	0	0	0	0	0	0	0	0	0	0	0	0	-3.41086	0.00646608	0.0356114	-0.0125245	0.00726185	0.00125682	0	0	0	-0.0121267	0.00795314	0.000931906	-0.0326377	0.0118682	-0.057179	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
4.0939	0	0	0	0	0	0	0	0	0	0	0	0	-3.41086	0.00646608	0.0356114	-0.0125245	0.00726185	0.00125682	0	0	0	-0.0121267	0.00795314	0.000931906	-0.0328122	0.0120428	-0.057179	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
4.0941	0	0	0	0	0	0	0	0	0	0	0	0	-3.41042	0.00265127	0.03564	0.0351366	-0.214036	0.00235678	0	0	0	0.0230546	-0.215683	0.000931906	-0.0328122	0.0120428	-0.0561608	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
4.10386	0	0	0	0	0	0	0	0	0	0	0	0	-3.41042	0.00265127	0.03564	0.0351366	-0.214036	0.00235678	0	0	0	0.0230546	-0.215683	0.000931906	-0.0326377	0.0122173	-0.0561608	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
4.11385	0	0	0	0	0	0	0	0	0	0	0	0	-3.41042	0.00265127	0.03564	0.0351366	-0.214036	0.00235678	0	0	0	0.0230546	-0.215683	0.000931906	-0.0326377	0.0122173	-0.0561608	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
4.12285	0	0	0	0	0	0	0	0	0	0	0	0	-3.41005	0.00646608	0.03602	0.0163842	0.105591	-0.021462	0	0	0	0.0230546	0.104699	-0.019625	-0.0326377	0.0122173	-0.057179	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
4.12385	0	0	0	0	0	0	0	0	0	0	0	0	-3.41005	0.00646608	0.03602	0.0163842	0.105591	-0.021462	0	0	0	0.0230546	0.104699	-0.019625	-0.0326377	0.0123918	-0.057179	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
4.13386	0	0	0	0	0	0	0	0	0	0	0	0	-3.41005	0.00646608	0.03602	0.0163842	0.105591	-0.021462	0	0	0	0.0230546	0.104699	-0.019625	-0.0326377	0.0125664	-0.057179	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
4.14394	0	0	0	0	0	0	0	0	0	0	0	0	-3.41005	0.00646608	0.03602	0.0163842	0.105591	-0.021462	0	0	0	0.0230546	0.104699	-0.019625	-0.0328122	0.0127409	-0.057179	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
4.15386	0	0	0	0	0	0	0	0	0	0	0	0	-3.41005	0.00646608	0.03602	0.0163842	0.105591	-0.021462	0	0	0	0.0230546	0.104699	-0.019625	-0.0328122	0.0127409	-0.057179	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
4.16189	0	0	0	0	0	0	0	0	0	0	0	0	-3.41005	0.0124762	0.03602	0.00732522	0.236404	-0.0589621	0	0	0	0.0230546	0.236191	-0.055675	-0.0328122	0.0127409	-0.0587079	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
4.16391	0	0	0	0	0	0	0	0	0	0	0	0	-3.41005	0.0124762	0.03602	0.00732522	0.236404	-0.0589621	0	0	0	0.0230546	0.236191	-0.055675	-0.0329867	0.0127409	-0.0587079	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
4.17389	0	0	0	0	0	0	0	0	0	0	0	0	-3.41005	0.0124762	0.03602	0.00732522	0.236404	-0.0589621	0	0	0	0.0230546	0.236191	-0.055675	-0.0331613	0.0129154	-0.0587079	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
4.18386	0	0	0	0	0	0	0	0	0	0	0	0	-3.41005	0.0124762	0.03602	0.00732522	0.236404	-0.0589621	0	0	0	0.0230546	0.236191	-0.055675	-0.0331613	0.0129154	-0.0587079	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
4.18964	0	0	0	0	0	0	0	0	0	0	0	0	-3.40925	0.0124762	0.0338456	0.0124796	0.236407	-0.0855338	0	0	0	0.0291156	0.236191	-0.0820143	-0.0331613	0.0129154	-0.0587079	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
4.19394	0	0	0	0	0	0	0	0	0	0	0	0	-3.40925	0.0124762	0.0338456	0.0124796	0.236407	-0.0855338	0	0	0	0.0291156	0.236191	-0.0820143	-0.0331613	0.01309	-0.0587079	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
4.20393	0	0	0	0	0	0	0	0	0	0	0	0	-3.40925	0.0124762	0.0338456	0.0124796	0.236407	-0.0855338	0	0	0	0.0291156	0.236191	-0.0820143	-0.0333358	0.01309	-0.0587079	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
4.21388	0	0	0	0	0	0	0	0	0	0	0	0	-3.40925	0.0124762	0.0338456	0.0124796	0.236407	-0.0855338	0	0	0	0.0291156	0.236191	-0.0820143	-0.0333358	0.0132645	-0.0587079	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
4.22386	0	0	0	0	0	0	0	0	0	0	0	0	-3.40925	0.0124762	0.0338456	0.0124796	0.236407	-0.0855338	0	0	0	0.0291156	0.236191	-0.0820143	-0.0335103	0.0132645	-0.0587079	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
4.22761	0	0	0	0	0	0	0	0	0	0	0	0	-3.4104	0.0122503	0.0338456	-0.0361833	0.0676315	-0.0553952	0	0	0	-0.030327	0.0702315	-0.055675	-0.0335103	0.0132645	-0.0578557	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
4.23386	0	0	0	0	0	0	0	0	0	0	0	0	-3.4104	0.0122503	0.0338456	-0.0361833	0.0676315	-0.0553952	0	0	0	-0.030327	0.0702315	-0.055675	-0.0335103	0.0132645	-0.0578557	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
4.24386	0	0	0	0	0	0	0	0	0	0	0	0	-3.4104	0.0122503	0.0338456	-0.0361833	0.0676315	-0.0553952	0	0	0	-0.030327	0.0702315	-0.055675	-0.0335103	0.013439	-0.0578557	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
4.25386	0	0	0	0	0	0	0	0	0	0	0	0	-3.4104	0.0122503	0.0338456	-0.0361833	0.0676315	-0.0553952	0	0	0	-0.030327	0.0702315	-0.055675	-0.0335103	0.013439	-0.0578557	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
4.25552	0	0	0	0	0	0	0	0	0	0	0	0	-3.41123	0.0119585	0.0315706	0.0028414	-0.0112553	-0.0820118	0	0	0	0.00500249	-0.0104554	-0.0820143	-0.0335103	0.013439	-0.0572318	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
4.26383	0	0	0	0	0	0	0	0	0	0	0	0	-3.41123	0.0119585	0.0315706	0.0028414	-0.0112553	-0.0820118	0	0	0	0.00500249	-0.0104554	-0.0820143	-0.0333358	0.0136136	-0.0572318	-850	820	-600	-16	14	-10	0	0	0	0.2	0.2	165	2540	
