time 	e1	e2	ctrlpitch	ctrlroll	ctrlthrust	ctrlyaw	edx	edy	edz	cumulx	cumuly	cumulz	x	y	z	xk	yk	zk	dxr	dyr	dzr	dxk	dyk	dzk	dxd	dyd	dzd	pitch	roll	yaw	kpvx	kpvy	kpvz	kivx	kivy	kivz	kdvx	kdvy	kdvz	ktg	veld	pitchoff	ke1	ke2	gravity
0.136344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-150	150	-200	-0	0	-0	-600	600	-600	0	0.4	174	-1	-1	2561	
0.161503	0	0	0	0	0	0	0	0	0	0	0	0	-2.77083	-0.0639909	-0.368121	-0.687789	-0.00171751	-0.0128363	0	0	-1.40943	-5.04442	-0.0258252	-0.0933146	0	0	0	0	0	-0.00260572	-150	150	-200	-0	0	-0	-600	600	-600	0	0.4	174	-1	-1	2561	
0.198519	0	0	0	0	0	0	0	0	0	0	0	0	-2.77083	-0.0949069	-0.403597	-1.35229	-0.00693193	-0.0358695	0.223043	-0.817584	-1.40943	-6.98613	-0.0583808	-0.203818	0	0	0	0	0	-0.00260572	-150	150	-200	-0	0	-0	-600	600	-600	0	0.4	174	-1	-1	2561	
0.225792	0	0	0	0	0	0	0	0	0	0	0	0	-2.77083	-0.0639909	-0.422574	-1.8183	-0.00907836	-0.0643006	0.204671	1.2311	-0.757147	-7.95787	-0.143823	-0.314441	0	0	0	0	0	-0.0132068	-150	150	-200	-0	0	-0	-600	600	-600	0	0.4	174	-1	-1	2561	
0.263847	0	0	0	0	0	0	0	0	0	0	0	0	-2.76912	-0.0190057	-0.422574	-2.24711	-0.0121548	-0.101522	0.0661014	-0.665836	0.331536	-7.99695	-0.28002	-0.419495	0	0	0	0	0	-0.0286241	-150	150	-200	-0	0	-0	-600	600	-600	0	0.4	174	-1	-1	2561	
0.294883	0	0	0	0	0	0	0	0	0	0	0	0	-2.77091	-0.0190057	-0.408642	-2.5213	-0.0152191	-0.139544	-0.0394069	-0.668857	0.331536	-7.66588	-0.278735	-0.515776	0	0	0	0	0	-0.0286241	-150	150	-200	-0	0	-0	-600	600	-600	0	0.4	174	-1	-1	2561	
0.327851	0	0	0	0	0	0	0	0	0	0	0	0	-2.77094	-0.0421449	-0.406514	-2.72826	-0.0205893	-0.180573	-0.0440186	-0.668569	0.422114	-6.96871	-0.225986	-0.600732	0	0	0	0	0	-0.0217277	-150	150	-200	-0	0	-0	-600	600	-600	0	0.4	174	-1	-1	2561	
0.362722	0	0	0	0	0	0	0	0	0	0	0	0	-2.77094	-0.0705947	-0.408642	-2.8754	-0.0313222	-0.224626	-0.0416595	-1.62845	-0.0685602	-6.03849	-0.175389	-0.679282	0	0	0	0	0	-0.0103636	-150	150	-200	-0	0	-0	-600	600	-600	0	0.4	174	-1	-1	2561	
0.395209	0	0	0	0	0	0	0	0	0	0	0	0	-2.77026	-0.0989254	-0.414829	-2.95266	-0.0436477	-0.267268	0.134414	-0.758039	-0.346291	-5.06364	-0.146234	-0.745695	0	0	0	0	0	-0.000633768	-150	150	-200	-0	0	-0	-600	600	-600	0	0.4	174	-1	-1	2561	
0.424892	0	0	0	0	0	0	0	0	0	0	0	0	-2.76591	-0.0989254	-0.426077	-2.98278	-0.0554229	-0.306663	0.134414	-0.758039	-0.346291	-4.16244	-0.172597	-0.798182	0	0	0	0	0	-0.000633768	-150	150	-200	-0	0	-0	-600	600	-600	0	0.4	174	-1	-1	2561	
0.463349	0	0	0	0	0	0	0	0	0	0	0	0	-2.76463	-0.12355	-0.426077	-3.01085	-0.0715108	-0.348632	0.0387124	-0.758453	-0.123966	-3.17237	-0.178328	-0.827578	0	0	0	0	0	0.00787244	-150	150	-200	-0	0	-0	-600	600	-600	0	0.4	174	-1	-1	2561	
0.490385	0	0	0	0	0	0	0	0	0	0	0	0	-2.76458	-0.0728901	-0.429758	-2.98878	-0.071984	-0.377995	0.0264817	1.70673	-0.123966	-2.452	-0.197628	-0.844508	0	0	0	0	0	-0.0106649	-150	150	-200	-0	0	-0	-600	600	-600	0	0.4	174	-1	-1	2561	
0.524542	0	0	0	0	0	0	0	0	0	0	0	0	-2.76207	-0.122155	-0.447719	-2.97317	-0.0877004	-0.410727	-0.013242	-1.66207	0.206339	-1.77571	-0.204091	-0.848589	0	0	0	0	0	0.00733641	-150	150	-200	-0	0	-0	-600	600	-600	0	0.4	174	-1	-1	2561	
0.56431	0	0	0	0	0	0	0	0	0	0	0	0	-2.76207	-0.122155	-0.447719	-2.95114	-0.100202	-0.44254	-0.0194102	-0.23228	0.292187	-1.1682	-0.216635	-0.834877	0	0	0	0	0	0.00733641	-150	150	-200	-0	0	-0	-600	600	-600	0	0.4	174	-1	-1	2561	
0.588278	0	0	0	0	0	0	0	0	0	0	0	0	-2.76277	-0.122155	-0.436099	-2.91477	-0.10804	-0.456215	-0.04048	-0.232125	0.292187	-0.786508	-0.226143	-0.810522	0	0	0	0	0	0.00733641	-150	150	-200	-0	0	-0	-600	600	-600	0	0.4	174	-1	-1	2561	
0.627936	0	0	0	0	0	0	0	0	0	0	0	0	-2.76651	-0.105921	-0.431566	-2.89006	-0.113062	-0.476967	-0.0165775	0.728021	0.292187	-0.423863	-0.208482	-0.769	0	0	0	0	0	0.00154957	-150	150	-200	-0	0	-0	-600	600	-600	0	0.4	174	-1	-1	2561	
0.65437	0	0	0	0	0	0	0	0	0	0	0	0	-2.76651	-0.105921	-0.431566	-2.86246	-0.114388	-0.485098	0.00977309	0.727981	0.189149	-0.201099	-0.189677	-0.72887	0	0	0	0	0	0.00154957	-150	150	-200	-0	0	-0	-600	600	-600	0	0.4	174	-1	-1	2561	
0.698471	0	0	0	0	0	0	0	0	0	0	0	0	-2.76099	-0.0770488	-0.44555	-2.83652	-0.112966	-0.504135	0.0968674	0.728916	-0.16185	0.0194453	-0.152295	-0.686919	0	0	0	0	0	-0.0091921	-150	150	-200	-0	0	-0	-600	600	-600	0	0.4	174	-1	-1	2561	
0.72131	0	0	0	0	0	0	0	0	0	0	0	0	-2.7595	-0.122588	-0.44555	-2.81498	-0.121387	-0.506968	0.0896967	-1.72372	-0.16185	0.128723	-0.186072	-0.646646	0	0	0	0	0	0.00804643	-150	150	-200	-0	0	-0	-600	600	-600	0	0.4	174	-1	-1	2561	
0.762085	0	0	0	0	0	0	0	0	0	0	0	0	-2.7595	-0.0843058	-0.437591	-2.79724	-0.11841	-0.514426	-0.14201	1.00978	0.660921	0.166646	-0.135566	-0.576607	0	0	0	0	0	-0.00719901	-150	150	-200	-0	0	-0	-600	600	-600	0	0.4	174	-1	-1	2561	
0.787773	0	0	0	0	0	0	0	0	0	0	0	0	-2.76697	-0.0843058	-0.404768	-2.78839	-0.114504	-0.506129	-0.186319	0.438194	0.804954	0.164958	-0.110039	-0.498336	0	0	0	0	0	-0.00719901	-150	150	-200	-0	0	-0	-600	600	-600	0	0.4	174	-1	-1	2561	
0.829341	0	0	0	0	0	0	0	0	0	0	0	0	-2.77557	-0.0730162	0.252682	-2.78245	-0.109957	-0.391686	-0.189241	0.43694	0.804954	0.127307	-0.0770314	-0.0820153	0	0	0	0	0	-0.0138764	-150	150	-200	-0	0	-0	-600	600	-600	0	0.4	174	-1	-1	2561	
0.853406	0	0	0	0	0	0	0	0	0	0	0	0	-2.77557	-0.0664957	0.255201	-2.77924	-0.104	-0.287712	-0.00391416	0.156929	0.144291	0.125377	-0.0524951	0.228269	0	0	0	0	0	-0.0167584	-150	150	-200	-0	0	-0	-600	600	-600	0	0.4	174	-1	-1	2561	
0.894042	0	0	0	0	0	0	0	0	0	0	0	0	-2.77423	-0.0664957	0.258676	-2.7751	-0.0993326	-0.187112	0.00246493	0.0363117	0.121314	0.109909	-0.0320737	0.499412	0	0	0	0	0	-0.0167584	-150	150	-200	-0	0	-0	-600	600	-600	0	0.4	174	-1	-1	2561	
0.91974	0	0	0	0	0	0	0	0	0	0	0	0	-2.7741	-0.0677452	0.255201	-2.77338	-0.094769	-0.104962	0.0217638	0.0366416	-0.144193	0.0991129	-0.0159181	0.697814	0	0	0	0	0	-0.0170501	-150	150	-200	-0	0	-0	-600	600	-600	0	0.4	174	-1	-1	2561	
0.956715	0	0	0	0	0	0	0	0	0	0	0	0	-2.77387	-0.0692029	0.255349	-2.77159	-0.0911285	-0.0239054	0.00373845	-0.039375	0.0768081	0.080751	-0.00417891	0.856773	0	0	0	0	0	-0.0168856	-150	150	-200	-0	0	-0	-600	600	-600	0	0.4	174	-1	-1	2561	
0.99303	0	0	0	0	0	0	0	0	0	0	0	0	-2.77387	-0.0692029	0.254824	-2.77082	-0.0876796	0.0479137	-0.00856118	-0.0395828	-0.0144599	0.0624302	0.00566526	0.968235	0	0	0	0	0	-0.0168856	-150	150	-200	-0	0	-0	-600	600	-600	0	0.4	174	-1	-1	2561	
1.02127	0	0	0	0	0	0	0	0	0	0	0	0	-2.7744	-0.0692029	0.255349	-2.77102	-0.0846376	0.103546	-0.00856118	-0.0395828	0.0768081	0.0480809	0.0133568	1.04392	0	0	0	0	0	-0.0168856	-150	150	-200	-0	0	-0	-600	600	-600	0	0.4	174	-1	-1	2561	
1.05597	0	0	0	0	0	0	0	0	0	0	0	0	-2.7744	-0.0710732	0.254824	-2.77114	-0.0822016	0.156864	-0.0076074	-0.0573456	-0.0144599	0.0348342	0.0181232	1.08452	0	0	0	0	0	-0.0164889	-150	150	-200	-0	0	-0	-600	600	-600	0	0.4	174	-1	-1	2561	
1.08672	0	0	0	0	0	0	0	0	0	0	0	0	-2.77375	-0.0686699	0.258005	-2.77136	-0.0793165	0.199366	-0.0101631	0.0923144	0.112669	0.0256521	0.0255718	1.10376	0	0	0	0	0	-0.0174378	-150	150	-200	-0	0	-0	-600	600	-600	0	0.4	174	-1	-1	2561	
1.12275	0	0	0	0	0	0	0	0	0	0	0	0	-2.77329	-0.0682536	0.260148	-2.77131	-0.0768698	0.240163	0.0132487	-0.0322496	0.0122385	0.0209235	0.029044	1.09774	0	0	0	0	0	-0.0174211	-150	150	-200	-0	0	-0	-600	600	-600	0	0.4	174	-1	-1	2561	
1.15616	0	0	0	0	0	0	0	0	0	0	0	0	-2.77368	-0.0682536	0.260148	-2.77168	-0.0747169	0.271488	-0.0114826	-0.00358511	0.0122385	0.0125427	0.031981	1.07472	0	0	0	0	0	-0.0175532	-150	150	-200	-0	0	-0	-600	600	-600	0	0.4	174	-1	-1	2561	
1.18633	0	0	0	0	0	0	0	0	0	0	0	0	-2.77368	-0.0683666	0.257592	-2.77209	-0.0729645	0.293594	-0.0114827	-0.00358488	-0.0671822	0.00700131	0.0337857	1.0378	0	0	0	0	0	-0.0175334	-150	150	-200	-0	0	-0	-600	600	-600	0	0.4	174	-1	-1	2561	
1.21978	0	0	0	0	0	0	0	0	0	0	0	0	-2.77368	-0.0683666	0.257592	-2.77246	-0.0713592	0.314023	-0.0115173	-0.00161372	-0.0671822	0.00263665	0.0347287	0.990131	0	0	0	0	0	-0.0175532	-150	150	-200	-0	0	-0	-600	600	-600	0	0.4	174	-1	-1	2561	
1.25967	0	0	0	0	0	0	0	0	0	0	0	0	-2.77397	-0.0674924	0.258737	-2.7729	-0.0695742	0.335156	-0.0118646	0.0272036	0.0709524	-0.00136018	0.0357617	0.93256	0	0	0	0	0	-0.0179435	-150	150	-200	-0	0	-0	-600	600	-600	0	0.4	174	-1	-1	2561	
1.2824	0	0	0	0	0	0	0	0	0	0	0	0	-2.77351	-0.0674924	0.258737	-2.77296	-0.068579	0.338648	0.0165081	0.0277128	0.0709524	0.000309642	0.036219	0.878261	0	0	0	0	0	-0.0179435	-150	150	-200	-0	0	-0	-600	600	-600	0	0.4	174	-1	-1	2561	
1.32125	0	0	0	0	0	0	0	0	0	0	0	0	-2.7732	-0.0665406	0.258177	-2.77279	-0.0670648	0.351341	0.0299703	0.0379911	-0.149192	0.00402492	0.0366148	0.808505	0	0	0	0	0	-0.0185855	-150	150	-200	-0	0	-0	-600	600	-600	0	0.4	174	-1	-1	2561	
1.35172	0	0	0	0	0	0	0	0	0	0	0	0	-2.77203	-0.0665406	0.250838	-2.7723	-0.0661342	0.353276	0.0306109	0.00352953	-0.149192	0.00757976	0.0358001	0.738506	0	0	0	0	0	-0.0185863	-150	150	-200	-0	0	-0	-600	600	-600	0	0.4	174	-1	-1	2561	
1.38527	0	0	0	0	0	0	0	0	0	0	0	0	-2.77201	-0.0665406	0.250838	-2.77203	-0.0652831	0.355554	0.00677169	0.00308817	0.0514099	0.00665488	0.034521	0.670759	0	0	0	0	0	-0.0188463	-150	150	-200	-0	0	-0	-600	600	-600	0	0.4	174	-1	-1	2561	
1.41858	0	0	0	0	0	0	0	0	0	0	0	0	-2.77203	-0.0664504	0.25369	-2.77192	-0.0645955	0.356021	-0.0009477	0.00294257	0.0537545	0.00515709	0.0329472	0.605335	0	0	0	0	0	-0.0189599	-150	150	-200	-0	0	-0	-600	600	-600	0	0.4	174	-1	-1	2561	
1.45447	0	0	0	0	0	0	0	0	0	0	0	0	-2.77193	-0.0667517	0.25369	-2.77176	-0.0640767	0.355764	0.00700227	-0.00884696	0.0537545	0.00520841	0.0307212	0.540115	0	0	0	0	0	-0.0194714	-150	150	-200	-0	0	-0	-600	600	-600	0	0.4	174	-1	-1	2561	
1.48085	0	0	0	0	0	0	0	0	0	0	0	0	-2.77231	-0.0663747	0.250121	-2.77193	-0.0637549	0.349582	-0.0150499	0.0340204	0.0537545	0.00185881	0.0294313	0.480346	0	0	0	0	0	-0.0200493	-150	150	-200	-0	0	-0	-600	600	-600	0	0.4	174	-1	-1	2561	
1.51814	0	0	0	0	0	0	0	0	0	0	0	0	-2.77231	-0.0663747	0.250121	-2.77205	-0.063253	0.347176	-0.00991163	0.0341235	0.0622112	2.44578e-05	0.0278033	0.42026	0	0	0	0	0	-0.0200493	-150	150	-200	-0	0	-0	-600	600	-600	0	0.4	174	-1	-1	2561	
1.55146	0	0	0	0	0	0	0	0	0	0	0	0	-2.77231	-0.0663747	0.253647	-2.77217	-0.0629712	0.34262	-0.00991163	0.0341235	0.0622112	-0.00126074	0.0260557	0.366522	0	0	0	0	0	-0.0200493	-150	150	-200	-0	0	-0	-600	600	-600	0	0.4	174	-1	-1	2561	
1.58609	0	0	0	0	0	0	0	0	0	0	0	0	-2.77202	-0.0657215	0.255544	-2.77211	-0.0625617	0.338033	0.00270624	0.067256	0.0547905	8.88414e-06	0.0251587	0.316515	0	0	0	0	0	-0.0210952	-150	150	-200	-0	0	-0	-600	600	-600	0	0.4	174	-1	-1	2561	
1.6133	0	0	0	0	0	0	0	0	0	0	0	0	-2.77188	-0.0657215	0.254997	-2.77201	-0.0625228	0.33113	0.00435991	0.0129192	-0.0201044	0.000768462	0.0232029	0.271421	0	0	0	0	0	-0.0210952	-150	150	-200	-0	0	-0	-600	600	-600	0	0.4	174	-1	-1	2561	
1.62948	0	0	0	0	0	0	0	0	0	0	0	0	-2.77188	-0.0657215	0.254997	-2.77194	-0.0627001	0.322911	0.00435991	0.0129192	-0.0201044	0.00120437	0.021605	0.234654	0	0	0	0	0	-0.0210952	-150	150	-200	-0	0	-0	-600	600	-600	0	0.4	174	-1	-1	2561	
1.63913	0	0	0	0	0	0	0	0	0	0	0	0	-2.77188	-0.0657215	0.254997	-2.7719	-0.0629434	0.315207	0.00435991	0.0129192	-0.0201044	0.00150058	0.0202979	0.205347	0	0	0	0	0	-0.0210952	-150	150	-200	-0	0	-0	-600	600	-600	0	0.4	174	-1	-1	2561	
1.64922	0	0	0	0	0	0	0	0	0	0	0	0	-2.77188	-0.0657215	0.254997	-2.77187	-0.063122	0.309132	0.00187372	0.0125236	-0.0207305	0.023112	0.0225257	0.175065	0	0	0	-0.122348	0.0191986	-0.0210952	-150	150	-200	-0	0	-0	-600	600	-600	0	0.4	174	-1	-1	2561	
1.65157	0	0	0	0	0	0	0	0	0	0	0	0	-2.77175	-0.0657215	0.254997	-2.77184	-0.0633806	0.303164	0.00187372	0.0125236	-0.0207305	0.0213085	0.0213257	0.157772	0	0	0	-0.122348	0.0191986	-0.0210952	-150	150	-200	-0	0	-0	-600	600	-600	0	0.4	174	-1	-1	2561	
