time 	e1	e2	ctrlpitch	ctrlroll	ctrlthrust	ctrlyaw	edx	edy	edz	cumulx	cumuly	cumulz	x	y	z	dx	dy	dz	dxd	dyd	dzd	pitch	roll	yaw	kpvx	kpvy	kpvz	kivx	kivy	kivz	kdvx	kdvy	kdvz	ktg	veld	pitchoff	ke1	ke2	gravity
0.121962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-760	760	-500	-0	0	-10	0	0	0	0.5	0.2	177	-0.1	-0.1	2560	
0.150717	0	0	0	0	0	0	0	0	0	0	0	0	-3.37844	0	-0.516561	0	0	-4.63595	0	0	0	0	0	0.0980163	-760	760	-500	-0	0	-10	0	0	0	0.5	0.2	177	-0.1	-0.1	2560	
0.186343	0	0	0	0	0	0	0	0	0	0	0	0	-3.37844	0.0998367	-0.68991	4.29104	2.654	-6.02785	0	0	0	0	0	0.120522	-760	760	-500	-0	0	-10	0	0	0	0.5	0.2	177	-0.1	-0.1	2560	
0.218191	0	0	0	0	0	0	0	0	0	0	0	0	-3.37844	-0.0927187	-0.68991	3.33022	-6.40289	-6.02785	0	0	0	0	0	0.0980163	-760	760	-500	-0	0	-10	0	0	0	0.5	0.2	177	-0.1	-0.1	2560	
0.254157	0	0	0	0	0	0	0	0	0	0	0	0	-3.41305	-0.0927187	-0.660486	-5.24059	-0.748617	3.37435	0	0	0	0	0	0.167507	-760	760	-500	-0	0	-10	0	0	0	0.5	0.2	177	-0.1	-0.1	2560	
0.286402	0	0	0	0	0	0	0	0	0	0	0	0	-3.41305	-0.0927187	-0.660486	-5.15179	-1.21791	3.37435	0	0	0	0	0	0.0772536	-760	760	-500	-0	0	-10	0	0	0	0.5	0.2	177	-0.1	-0.1	2560	
0.315831	0	0	0	0	0	0	0	0	0	0	0	0	-3.43481	-0.0702629	-0.667169	-0.66887	2.55012	0.970237	0	0	0	0	0	0.0746635	-760	760	-500	-0	0	-10	0	0	0	0.5	0.2	177	-0.1	-0.1	2560	
0.350889	0	0	0	0	0	0	0	0	0	0	0	0	-3.40959	-0.0702629	-0.695717	0.904182	2.43245	-3.08554	0	0	0	0	0	0.0746635	-760	760	-500	-0	0	-10	0	0	0	0.5	0.2	177	-0.1	-0.1	2560	
0.386851	0	0	0	0	0	0	0	0	0	0	0	0	-3.40957	0.00637307	-0.775341	0.460271	2.57901	-3.08554	0	0	0	0	0	0.0687547	-760	760	-500	-0	0	-10	0	0	0	0.5	0.2	177	-0.1	-0.1	2560	
0.416053	0	0	0	0	0	0	0	0	0	0	0	0	-3.39942	0.0381709	-0.775341	1.22691	3.44812	-3.08554	0	0	0	0	0	0.143771	-760	760	-500	-0	0	-10	0	0	0	0.5	0.2	177	-0.1	-0.1	2560	
0.450083	0	0	0	0	0	0	0	0	0	0	0	0	-3.39942	0.0381709	-0.975302	0.686027	3.53341	-10.2204	0	0	0	0	0	0.11334	-760	760	-500	-0	0	-10	0	0	0	0.5	0.2	177	-0.1	-0.1	2560	
