time 	e1	e2	ctrlpitch	ctrlroll	ctrlthrust	ctrlyaw	edx	edy	edz	cumulx	cumuly	cumulz	x	y	z	dx	dy	dz	dxd	dyd	dzd	pitch	roll	yaw	kpvx	kpvy	kpvz	kivx	kivy	kivz	kdvx	kdvy	kdvz	ktg	veld	pitchoff	ke1	ke2	gravity
0.123555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-760	760	-500	-0	0	-10	0	0	0	0.5	0.1	177	-1	-1	2560	
0.149633	0	0	0	0	0	0	0	0	0	0	0	0	-3.75446	-0.137848	-0.752606	-0.0660978	-1.15178	0	0	0	0	0	0	0.0573246	-760	760	-500	-0	0	-10	0	0	0	0.5	0.1	177	-1	-1	2560	
0.188125	0	0	0	0	0	0	0	0	0	0	0	0	-3.75446	-0.137848	-0.752606	0.11347	-1.16209	1.1944	0	0	0	0	0	0.0573246	-760	760	-500	-0	0	-10	0	0	0	0.5	0.1	177	-1	-1	2560	
0.214644	0	0	0	0	0	0	0	0	0	0	0	0	-3.72776	0.343387	-0.752606	0.311013	9.87608	1.1944	0	0	0	0	0	-0.00356588	-760	760	-500	-0	0	-10	0	0	0	0.5	0.1	177	-1	-1	2560	
0.247622	0	0	0	0	0	0	0	0	0	0	0	0	-3.72776	0.343387	-0.847463	0.311013	9.87608	2.23212	0	0	0	0	0	-0.00356588	-760	760	-500	-0	0	-10	0	0	0	0.5	0.1	177	-1	-1	2560	
0.286339	0	0	0	0	0	0	0	0	0	0	0	0	-3.75879	0.134275	-0.847463	0.321736	6.86906	1.52368	0	0	0	0	0	-0.00356588	-760	760	-500	-0	0	-10	0	0	0	0.5	0.1	177	-1	-1	2560	
0.312091	0	0	0	0	0	0	0	0	0	0	0	0	-3.75879	0.0100905	-0.845441	0.583077	-4.82018	1.52368	0	0	0	0	0	0.00238014	-760	760	-500	-0	0	-10	0	0	0	0.5	0.1	177	-1	-1	2560	
0.35212	0	0	0	0	0	0	0	0	0	0	0	0	-3.75879	0.134275	-0.845441	0.610893	6.86643	-0.0538166	0	0	0	0	0	0.00238014	-760	760	-500	-0	0	-10	0	0	0	0.5	0.1	177	-1	-1	2560	
0.377326	0	0	0	0	0	0	0	0	0	0	0	0	-3.74195	0.380936	-0.845441	0.652045	-0.705004	-0.0538166	0	0	0	0	0	0.00238014	-760	760	-500	-0	0	-10	0	0	0	0.5	0.1	177	-1	-1	2560	
0.422389	0	0	0	0	0	0	0	0	0	0	0	0	-3.71315	0.380936	-0.847595	0.0588072	-0.703319	-0.0538166	0	0	0	0	0	-0.00225862	-760	760	-500	-0	0	-10	0	0	0	0.5	0.1	177	-1	-1	2560	
0.445889	0	0	0	0	0	0	0	0	0	0	0	0	-3.71315	0.380936	-0.918497	0.062649	-0.702987	-1.95543	0	0	0	0	0	-0.00772237	-760	760	-500	-0	0	-10	0	0	0	0.5	0.1	177	-1	-1	2560	
0.486438	0	0	0	0	0	0	0	0	0	0	0	0	-3.7348	0.0210451	-0.918497	0.0421646	-7.98544	-1.95543	0	0	0	0	0	-0.00225862	-760	760	-500	-0	0	-10	0	0	0	0.5	0.1	177	-1	-1	2560	
0.51468	0	0	0	0	0	0	0	0	0	0	0	0	-3.7348	0.242187	-0.860122	-0.0926191	15.1179	-1.95543	0	0	0	0	0	-0.00772237	-760	760	-500	-0	0	-10	0	0	0	0.5	0.1	177	-1	-1	2560	
0.546828	0	0	0	0	0	0	0	0	0	0	0	0	-3.7348	-0.184795	-0.783128	-0.960725	-17.3371	4.47208	0	0	0	0	0	0.0567475	-760	760	-500	-0	0	-10	0	0	0	0.5	0.1	177	-1	-1	2560	
0.584806	0	0	0	0	0	0	0	0	0	0	0	0	-3.72627	0.194634	-0.824881	0.0346056	13.4404	-2.72615	0	0	0	0	0	-0.0368023	-760	760	-500	-0	0	-10	0	0	0	0.5	0.1	177	-1	-1	2560	
0.615938	0	0	0	0	0	0	0	0	0	0	0	0	-3.75273	0.122354	-0.620005	-1.00547	-2.33002	6.58235	0	0	0	0	0	-0.00764961	-760	760	-500	-0	0	-10	0	0	0	0.5	0.1	177	-1	-1	2560	
0.648201	0	0	0	0	0	0	0	0	0	0	0	0	-3.72627	0.194634	-0.824881	0.597928	12.8551	-20.0713	0	0	0	0	0	-0.00764961	-760	760	-500	-0	0	-10	0	0	0	0.5	0.1	177	-1	-1	2560	
0.68322	0	0	0	0	0	0	0	0	0	0	0	0	-3.68869	0.122354	-0.929803	0.0358338	-2.32419	6.58235	0	0	0	0	0	0.0282316	-760	760	-500	-0	0	-10	0	0	0	0.5	0.1	177	-1	-1	2560	
0.711636	0	0	0	0	0	0	0	0	0	0	0	0	-3.68869	0.0162409	-0.929803	0.387593	9.5921	7.92114	0	0	0	0	0	0.0298201	-760	760	-500	-0	0	-10	0	0	0	0.5	0.1	177	-1	-1	2560	
0.750209	0	0	0	0	0	0	0	0	0	0	0	0	-3.73994	-0.0105327	-0.752446	0.0753507	-0.697503	7.92114	0	0	0	0	0	0.0374691	-760	760	-500	-0	0	-10	0	0	0	0.5	0.1	177	-1	-1	2560	
0.777308	0	0	0	0	0	0	0	0	0	0	0	0	-3.75353	-0.00346483	-0.704724	-1.38911	0.302299	7.92114	0	0	0	0	0	0.0298201	-760	760	-500	-0	0	-10	0	0	0	0.5	0.1	177	-1	-1	2560	
0.812063	0	0	0	0	0	0	0	0	0	0	0	0	-3.77408	-0.00346483	0.10714	0.108432	0.0356313	-0.283966	0	0	0	0	0	0.0238261	-760	760	-500	-0	0	-10	0	0	0	0.5	0.1	177	-1	-1	2560	
0.842874	0	0	0	0	0	0	0	0	0	0	0	0	-3.77733	-0.00346483	0.10714	-0.104582	0.0407075	-0.283966	0	0	0	0	0	0.0238261	-760	760	-500	-0	0	-10	0	0	0	0.5	0.1	177	-1	-1	2560	
0.886214	0	0	0	0	0	0	0	0	0	0	0	0	-3.77733	-0.00213707	0.101517	-0.0125383	0.0385141	-0.283966	0	0	0	0	0	0.0238261	-760	760	-500	-0	0	-10	0	0	0	0.5	0.1	177	-1	-1	2560	
0.910916	0	0	0	0	0	0	0	0	0	0	0	0	-3.77792	0.0130407	0.0973474	-0.0942602	0.483012	-0.248151	0	0	0	0	0	0.0233715	-760	760	-500	-0	0	-10	0	0	0	0.5	0.1	177	-1	-1	2560	
0.948812	0	0	0	0	0	0	0	0	0	0	0	0	-3.78061	0.0561832	0.101517	-0.0182242	0.481016	0.096195	0	0	0	0	0	0.0154365	-760	760	-500	-0	0	-10	0	0	0	0.5	0.1	177	-1	-1	2560	
0.978002	0	0	0	0	0	0	0	0	0	0	0	0	-3.78061	0.0561832	0.117644	-0.0261563	-0.0327956	-0.248151	0	0	0	0	0	0.0154365	-760	760	-500	-0	0	-10	0	0	0	0.5	0.1	177	-1	-1	2560	
1.01308	0	0	0	0	0	0	0	0	0	0	0	0	-3.78158	0.0561832	0.12072	-0.0261563	-0.0327956	0.0876259	0	0	0	0	0	0.0154365	-760	760	-500	-0	0	-10	0	0	0	0.5	0.1	177	-1	-1	2560	
1.04791	0	0	0	0	0	0	0	0	0	0	0	0	-3.7844	0.08299	0.12072	-0.0402028	-0.0115028	0.0876259	0	0	0	0	0	0.0121201	-760	760	-500	-0	0	-10	0	0	0	0.5	0.1	177	-1	-1	2560	
1.07526	0	0	0	0	0	0	0	0	0	0	0	0	-3.7844	0.0834075	0.125214	-0.0320446	0.797837	0.12905	0	0	0	0	0	0.0100492	-760	760	-500	-0	0	-10	0	0	0	0.5	0.1	177	-1	-1	2560	
1.11165	0	0	0	0	0	0	0	0	0	0	0	0	-3.78258	0.08299	0.130371	0.117397	-0.013413	0.188493	0	0	0	0	0	0.0121201	-760	760	-500	-0	0	-10	0	0	0	0.5	0.1	177	-1	-1	2560	
1.14721	0	0	0	0	0	0	0	0	0	0	0	0	-3.77573	0.0741124	0.157528	0.12849	0.795786	0.188493	0	0	0	0	0	0.0137314	-760	760	-500	-0	0	-10	0	0	0	0.5	0.1	177	-1	-1	2560	
1.17548	0	0	0	0	0	0	0	0	0	0	0	0	-3.77573	0.0741124	0.162213	-0.0345599	0.442697	0.367578	0	0	0	0	0	0.0137314	-760	760	-500	-0	0	-10	0	0	0	0.5	0.1	177	-1	-1	2560	
1.21533	0	0	0	0	0	0	0	0	0	0	0	0	-3.77731	0.0839662	0.167918	-0.0357854	0.4426	0.18725	0	0	0	0	0	0.0109628	-760	760	-500	-0	0	-10	0	0	0	0.5	0.1	177	-1	-1	2560	
1.24129	0	0	0	0	0	0	0	0	0	0	0	0	-3.78003	0.0866107	0.175379	-0.148738	0.339381	0.18725	0	0	0	0	0	0.0107722	-760	760	-500	-0	0	-10	0	0	0	0.5	0.1	177	-1	-1	2560	
1.27805	0	0	0	0	0	0	0	0	0	0	0	0	-3.7814	0.0839662	0.175379	0.0677018	-0.0671127	0.163107	0	0	0	0	0	0.0109628	-760	760	-500	-0	0	-10	0	0	0	0.5	0.1	177	-1	-1	2560	
1.31053	0	0	0	0	0	0	0	0	0	0	0	0	-3.7814	0.071811	0.179615	0.00326581	-0.0600001	0.163107	0	0	0	0	0	0.0126392	-760	760	-500	-0	0	-10	0	0	0	0.5	0.1	177	-1	-1	2560	
1.34284	0	0	0	0	0	0	0	0	0	0	0	0	-3.7814	0.0698643	0.148663	0.00193713	-0.162195	-0.842024	0	0	0	0	0	0.012867	-760	760	-500	-0	0	-10	0	0	0	0.5	0.1	177	-1	-1	2560	
1.37049	0	0	0	0	0	0	0	0	0	0	0	0	-3.78551	0.0698643	0.176818	0.00325214	-0.0600008	1.03229	0	0	0	0	0	0.012867	-760	760	-500	-0	0	-10	0	0	0	0.5	0.1	177	-1	-1	2560	
1.41088	0	0	0	0	0	0	0	0	0	0	0	0	-3.78551	0.0690322	0.141014	0.0447739	-0.122128	-1.27428	0	0	0	0	0	0.0135674	-760	760	-500	-0	0	-10	0	0	0	0.5	0.1	177	-1	-1	2560	
1.43577	0	0	0	0	0	0	0	0	0	0	0	0	-3.78364	0.0690322	0.176818	0.0447739	-0.122128	1.29472	0	0	0	0	0	0.0135674	-760	760	-500	-0	0	-10	0	0	0	0.5	0.1	177	-1	-1	2560	
1.47861	0	0	0	0	0	0	0	0	0	0	0	0	-3.78347	0.0200966	0.119119	0.043345	-0.122643	-1.42901	0	0	0	0	0	0.0252429	-760	760	-500	-0	0	-10	0	0	0	0.5	0.1	177	-1	-1	2560	
1.50593	0	0	0	0	0	0	0	0	0	0	0	0	-3.78116	0.0200966	0.181166	0.0540682	0.00858563	2.49347	0	0	0	0	0	0.0252429	-760	760	-500	-0	0	-10	0	0	0	0.5	0.1	177	-1	-1	2560	
1.54891	0	0	0	0	0	0	0	0	0	0	0	0	-3.78076	0.0200966	0.211646	0.0540682	0.00858563	-0.0941003	0	0	0	0	0	0.0252429	-760	760	-500	-0	0	-10	0	0	0	0.5	0.1	177	-1	-1	2560	
1.57317	0	0	0	0	0	0	0	0	0	0	0	0	-3.78076	0.00738267	0.211646	-0.112773	-0.474295	-0.0941003	0	0	0	0	0	0.0305369	-760	760	-500	-0	0	-10	0	0	0	0.5	0.1	177	-1	-1	2560	
1.61219	0	0	0	0	0	0	0	0	0	0	0	0	-3.78315	-0.00420429	0.211646	-0.114402	-0.473905	-0.0941003	0	0	0	0	0	0.0339732	-760	760	-500	-0	0	-10	0	0	0	0.5	0.1	177	-1	-1	2560	
1.63125	0	0	0	0	0	0	0	0	0	0	0	0	-3.78315	-0.00420429	0.211646	-0.114402	-0.473905	-0.0941003	0	0	0	0	0	0.0339732	-760	760	-500	-0	0	-10	0	0	0	0.5	0.1	177	-1	-1	2560	
1.64058	0	0	0	0	0	0	0	0	0	0	0	0	-3.78579	-0.00848579	0.211795	-0.0764226	-0.241956	-0.233976	0	0	0	0	0	0.0355844	-760	760	-500	-0	0	-10	0	0	0	0.5	0.1	177	-1	-1	2560	
1.64111	0	0	0	0	0	0	0	0	0	0	0	0	-3.78579	-0.00848579	0.211795	-0.0764226	-0.241956	-0.233976	0	0	0	-0.128107	0.0467748	0.0355844	-760	760	-500	-0	0	-10	0	0	0	0.5	0.1	177	-1	-1	2560	
1.65117	0	0	0	0	0	0	0	0	0	0	0	0	-3.78579	-0.00848579	0.211795	-0.0764226	-0.241956	-0.233976	0	0	0	-0.130376	0.0493928	0.0355844	-760	760	-500	-0	0	-10	0	0	0	0.5	0.1	177	-1	-1	2560	
