time 	e1	e2	ctrlpitch	ctrlroll	ctrlthrust	ctrlyaw	edx	edy	edz	x	y	z	dx	dy	dz	dxd	dyd	dzd	dxNED	dyNED	dzNED	pitch	roll	yaw	kpvx	kpvy	kpvz	kivx	kivy	kivz	kdvx	kdvy	kdvz	ktg	veld	gravity																								
0,127777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-900	900	-850	-14	14	-5	0	0	0	0,2	0,2	2460																								
0,155894	0	0	0	0	0	0	0	0	0	-3,87064	0,249203	0	-1,01178	0,528884	0	0	0	0	-0,968007	0,605299	0	0	0	-0,0771571	-900	900	-850	-14	14	-5	0	0	0	0,2	0,2	2460																								0
0,189722	0	0	0	0	0	0	0	0	0	-3,89786	0,266224	-0,164711	-1,1352	2,05971	-4,05619	0	0	0	-0,968007	2,14337	-4,05619	0	0	-0,0795158	-900	900	-850	-14	14	-5	0	0	0	0,2	0,2	2460																								
0,220523	0	0	0	0	0	0	0	0	0	-3,90603	0,266224	-0,164711	-0,289847	0,583671	-0,765343	0	0	0	-0,241446	0,605299	-0,765343	0	0	-0,0813729	-900	900	-850	-14	14	-5	0	0	0	0,2	0,2	2460																								
0,255739	0	0	0	0	0	0	0	0	0	-3,90603	0,265673	-0,188288	0,0309727	-1,00744	-8,5202	0	0	0	-0,0510177	-1,00662	-8,5202	0	0	-0,0813729	-900	900	-850	-14	14	-5	0	0	0	0,2	0,2	2460																								
0,286378	0	0	0	0	0	0	0	0	0	-3,89148	0,230225	-0,392564	0,0230795	-1,00765	-0,765343	0	0	0	-0,0510177	-1,00662	-0,765343	0	0	-0,0735389	-900	900	-850	-14	14	-5	0	0	0	0,2	0,2	2460																								
0,324124	0	0	0	0	0	0	0	0	0	-3,88727	0,230225	-0,392564	0,133042	-0,287943	3,12553	0	0	0	0,111526	-0,29694	3,12553	0	0	-0,0735389	-900	900	-850	-14	14	-5	0	0	0	0,2	0,2	2460																								
0,35202	0	0	0	0	0	0	0	0	0	-3,89148	0,385109	-0,123881	-0,275302	-0,329421	7,11817	0	0	0	-0,310058	-0,29694	7,11817	0	0	-0,110865	-900	900	-850	-14	14	-5	0	0	0	0,2	0,2	2460																								
0,38759	0	0	0	0	0	0	0	0	0	-3,89323	0,385109	-0,123881	0,11088	-0,312858	7,11817	0	0	0	0,0755854	-0,323205	7,11817	0	0	-0,110865	-900	900	-850	-14	14	-5	0	0	0	0,2	0,2	2460																								
0,417295	0	0	0	0	0	0	0	0	0	-3,89323	0,373614	-0,18867	0,166892	-0,828408	-9,08231	0	0	0	0,0755854	-0,841664	-9,08231	0	0	-0,109236	-900	900	-850	-14	14	-5	0	0	0	0,2	0,2	2460																								
0,456725	0	0	0	0	0	0	0	0	0	-3,88277	0,253452	-0,18867	0,100427	-0,316368	-9,08231	0	0	0	0,0755854	-0,323205	-9,08231	0	0	-0,0776423	-900	900	-850	-14	14	-5	0	0	0	0,2	0,2	2460																								
0,483013	0	0	0	0	0	0	0	0	0	-3,88277	0,243232	-0,146195	0,104019	-0,381913	-11,3596	0	0	0	0,074613	-0,388729	-11,3596	0	0	-0,0762784	-900	900	-850	-14	14	-5	0	0	0	0,2	0,2	2460																								
0,518365	0	0	0	0	0	0	0	0	0	-3,87982	0,253452	-0,146195	-0,239176	4,03624	-1,64063	0	0	0	0,074613	4,04263	-1,64063	0	0	-0,0776423	-900	900	-850	-14	14	-5	0	0	0	0,2	0,2	2460																								
0,550955	0	0	0	0	0	0	0	0	0	-3,88982	0,304568	-0,204189	-0,499459	-0,436495	-3,59432	0	0	0	-0,537472	-0,388729	-3,59432	0	0	-0,0920631	-900	900	-850	-14	14	-5	0	0	0	0,2	0,2	2460																								
0,588022	0	0	0	0	0	0	0	0	0	-3,88685	0,405166	-0,204189	-0,235384	2,70445	-1,64063	0	0	0	0,0798972	2,7135	-1,64063	0	0	-0,116253	-900	900	-850	-14	14	-5	0	0	0	0,2	0,2	2460																								
0,615644	0	0	0	0	0	0	0	0	0	-3,88685	0,304568	-0,321314	0,455315	-4,06263	-3,59432	0	0	0	0,0798972	-4,08728	-3,59432	0	0	-0,0920631	-900	900	-850	-14	14	-5	0	0	0	0,2	0,2	2460																								
0,651462	0	0	0	0	0	0	0	0	0	-3,88685	0,246495	-0,49819	0,486804	-5,29183	-4,2963	0	0	0	0,0798972	-5,31358	-4,2963	0	0	-0,0766981	-900	900	-850	-14	14	-5	0	0	0	0,2	0,2	2460																								
0,682644	0	0	0	0	0	0	0	0	0	-3,88192	0,246495	-0,49819	1,10075	-5,24465	-4,2963	0	0	0	0,69565	-5,31358	-4,2963	0	0	-0,0766981	-900	900	-850	-14	14	-5	0	0	0	0,2	0,2	2460																								
0,719372	0	0	0	0	0	0	0	0	0	-3,89184	0,101223	-0,486789	-0,0577605	-5,32012	-4,2963	0	0	0	-0,270082	-5,31358	-4,2963	0	0	-0,0399285	-900	900	-850	-14	14	-5	0	0	0	0,2	0,2	2460																								
0,74782	0	0	0	0	0	0	0	0	0	-3,88192	0,254005	-0,301445	-0,0425389	5,38728	6,51908	0	0	0	0,383607	5,37378	6,51908	0	0	-0,0791601	-900	900	-850	-14	14	-5	0	0	0	0,2	0,2	2460																								
0,782051	0	0	0	0	0	0	0	0	0	-3,89184	0,101223	-0,301445	-0,0893121	-4,53034	6,51908	0	0	0	-0,270082	-4,52316	6,51908	0	0	-0,0399285	-900	900	-850	-14	14	-5	0	0	0	0,2	0,2	2460																								
0,817329	0	0	0	0	0	0	0	0	0	-3,90554	0,0990771	0,0104022	0,019985	-0,0122614	6,51908	0	0	0	0,0194987	-0,0130209	6,51908	0	0	-0,0384655	-900	900	-850	-14	14	-5	0	0	0	0,2	0,2	2460																								
0,845406	0	0	0	0	0	0	0	0	0	-3,90623	0,0990771	0,0241793	-0,0615626	-0,0153997	0,390618	0	0	0	-0,0621092	-0,0130209	0,390618	0	0	-0,0384655	-900	900	-850	-14	14	-5	0	0	0	0,2	0,2	2460																								
0,881847	0	0	0	0	0	0	0	0	0	-3,90723	0,0986179	0,0254218	0,00203933	-0,0129523	0,390618	0	0	0	0,00154202	-0,0130209	0,390618	0	0	-0,0382896	-900	900	-850	-14	14	-5	0	0	0	0,2	0,2	2460																								
0,916059	0	0	0	0	0	0	0	0	0	-3,90723	0,0907356	0,0355921	-0,00214137	0,10188	0,0442453	0	0	0	0,00154202	0,101891	0,0442453	0	0	-0,0361484	-900	900	-850	-14	14	-5	0	0	0	0,2	0,2	2460																								
0,947081	0	0	0	0	0	0	0	0	0	-3,90523	0,0872488	0,0355921	0,00765238	-0,172991	-0,355539	0	0	0	0,00154202	-0,173154	-0,355539	0	0	-0,0353016	-900	900	-850	-14	14	-5	0	0	0	0,2	0,2	2460																								
0,983019	0	0	0	0	0	0	0	0	0	-3,90523	0,085365	0,0293789	0,000459841	-0,0928578	-0,355539	0	0	0	-0,00276281	-0,0928178	-0,355539	0	0	-0,0347092	-900	900	-850	-14	14	-5	0	0	0	0,2	0,2	2460																								
1,01189	0	0	0	0	0	0	0	0	0	-3,90533	0,0820292	0,0293789	-0,00541979	-0,154035	0,18135	0	0	0	-0,0106293	-0,153764	0,18135	0	0	-0,0338465	-900	900	-850	-14	14	-5	0	0	0	0,2	0,2	2460																								
1,04774	0	0	0	0	0	0	0	0	0	-3,90533	0,0775905	0,0403749	0,00026514	-0,0928586	0,18135	0	0	0	-0,00276281	-0,0928178	0,18135	0	0	-0,0326124	-900	900	-850	-14	14	-5	0	0	0	0,2	0,2	2460																								
1,07735	0	0	0	0	0	0	0	0	0	-3,90605	0,0754665	0,0403749	-0,0197893	-0,154475	-0,193723	0	0	0	-0,0247192	-0,153764	-0,193723	0	0	-0,0319847	-900	900	-850	-14	14	-5	0	0	0	0,2	0,2	2460																								
1,11511	0	0	0	0	0	0	0	0	0	-3,90666	0,0735425	0,0268784	0,0253355	-0,0584655	-0,309057	0	0	0	0,0234925	-0,0592301	-0,309057	0	0	-0,0313153	-900	900	-850	-14	14	-5	0	0	0	0,2	0,2	2460																								
1,14294	0	0	0	0	0	0	0	0	0	-3,90751	0,067119	0,0152081	-0,0227118	-0,255445	-0,309057	0	0	0	-0,0303232	-0,254654	-0,309057	0	0	-0,0298408	-900	900	-850	-14	14	-5	0	0	0	0,2	0,2	2460																								
1,17794	0	0	0	0	0	0	0	0	0	-3,90751	0,0731031	0,0152081	-0,0356068	0,169084	-0,125105	0	0	0	-0,0303232	0,170111	-0,125105	0	0	-0,0311509	-900	900	-850	-14	14	-5	0	0	0	0,2	0,2	2460																								
1,21433	0	0	0	0	0	0	0	0	0	-3,90751	0,0731031	0,0290135	-0,0352252	0,15684	0,368734	0	0	0	-0,0303232	0,157861	0,368734	0	0	-0,0311509	-900	900	-850	-14	14	-5	0	0	0	0,2	0,2	2460																								
1,24144	0	0	0	0	0	0	0	0	0	-3,90741	0,0731031	0,0388552	0,0017653	0,157992	0,368734	0	0	0	0,00668525	0,157861	0,368734	0	0	-0,0311509	-900	900	-850	-14	14	-5	0	0	0	0,2	0,2	2460																								
1,2803	0	0	0	0	0	0	0	0	0	-3,90741	0,0788481	0,0388552	0,00155367	0,157994	-0,115173	0	0	0	0,00668525	0,157861	-0,115173	0	0	-0,0324904	-900	900	-850	-14	14	-5	0	0	0	0,2	0,2	2460																								
1,30819	0	0	0	0	0	0	0	0	0	-3,90919	0,076686	0,0388552	0,0116963	-0,156223	-0,115173	0	0	0	0,00668525	-0,156517	-0,115173	0	0	-0,0320432	-900	900	-850	-14	14	-5	0	0	0	0,2	0,2	2460																								
1,34819	0	0	0	0	0	0	0	0	0	-3,90919	0,0810482	0,0391202	0,0162771	0,207234	0,170105	0	0	0	0,0231049	0,206584	0,170105	0	0	-0,0329962	-900	900	-850	-14	14	-5	0	0	0	0,2	0,2	2460																								
1,3755	0	0	0	0	0	0	0	0	0	-3,90725	0,0775792	0,055533	0,0534177	-0,154872	0,410217	0	0	0	0,0483863	-0,156517	0,410217	0	0	-0,0323129	-900	900	-850	-14	14	-5	0	0	0	0,2	0,2	2460																								
1,41373	0	0	0	0	0	0	0	0	0	-3,90725	0,0844486	0,055533	0,0422655	0,181103	0,410217	0	0	0	0,0483863	0,179564	0,410217	0	0	-0,0339384	-900	900	-850	-14	14	-5	0	0	0	0,2	0,2	2460																								
1,44084	0	0	0	0	0	0	0	0	0	-3,91001	0,0775792	0,0650283	0,0141153	-0,269839	0,411595	0	0	0	0,00539014	-0,270154	0,411595	0	0	-0,0323129	-900	900	-850	-14	14	-5	0	0	0	0,2	0,2	2460																								
1,4758	0	0	0	0	0	0	0	0	0	-3,91015	0,0795116	0,0650283	-0,0225198	0,139104	0,179734	0	0	0	-0,0179617	0,139766	0,179734	0	0	-0,0326871	-900	900	-850	-14	14	-5	0	0	0	0,2	0,2	2460																								
1,50979	0	0	0	0	0	0	0	0	0	-3,91063	0,0795116	0,0650283	-0,00498345	0,139677	0,179734	0	0	0	-0,000415955	0,139766	0,179734	0	0	-0,0326871	-900	900	-850	-14	14	-5	0	0	0	0,2	0,2	2460																								
1,53871	0	0	0	0	0	0	0	0	0	-3,91065	0,0882335	0,0627449	-0,0228352	0,139053	0,117994	0	0	0	-0,0179617	0,139766	0,117994	0	0	-0,0349547	-900	900	-850	-14	14	-5	0	0	0	0,2	0,2	2460																								
1,57432	0	0	0	0	0	0	0	0	0	-3,91133	0,0882335	0,0627449	-0,0231498	0,0786028	0,117994	0	0	0	-0,0203887	0,0793638	0,117994	0	0	-0,0349547	-900	900	-850	-14	14	-5	0	0	0	0,2	0,2	2460																								
1,6086	0	0	0	0	0	0	0	0	0	-3,91206	0,0905288	0,0627449	-0,0232006	0,0785878	0,117994	0	0	0	-0,0203887	0,0793638	0,117994	0	0	-0,035601	-900	900	-850	-14	14	-5	0	0	0	0,2	0,2	2460																								
1,63208	0	0	0	0	0	0	0	0	0	-3,91206	0,0905288	0,0627449	-0,0232006	0,0785878	0,117994	0	0	0	-0,0203887	0,0793638	0,117994	0	0	-0,035601	-900	900	-850	-14	14	-5	0	0	0	0,2	0,2	2460																								
1,64196	0	0	0	0	0	0	0	0	0	-3,91206	0,0905288	0,0627449	-0,0232006	0,0785878	0,117994	0	0	0	-0,0203887	0,0793638	0,117994	-0,0256563	-0,00436332	-0,035601	-900	900	-850	-14	14	-5	0	0	0	0,2	0,2	2460																								
1,6429	0	0	0	0	0	0	0	0	0	-3,91206	0,0854342	0,062915	-0,00383413	-0,206793	0,102043	0	0	0	-0,0136636	-0,205995	0,102812	-0,0256563	-0,00436332	-0,0348696	-900	900	-850	-14	14	-5	0	0	0	0,2	0,2	2460																								
1,65197	0	0	0	0	0	0	0	0	0	-3,91206	0,0854342	0,062915	-0,00383413	-0,206793	0,102043	0	0	0	-0,0136636	-0,205995	0,102812	-0,0256563	-0,00436332	-0,0348696	-900	900	-850	-14	14	-5	0	0	0	0,2	0,2	2460																								
1,66197	0	0	0	0	0	0	0	0	0	-3,91206	0,0854342	0,062915	-0,00383413	-0,206793	0,102043	0	0	0	-0,0136636	-0,205995	0,102812	-0,0254818	-0,00436332	-0,0348696	-900	900	-850	-14	14	-5	0	0	0	0,2	0,2	2460																								
1,67194	0	0	0	0	0	0	0	0	0	-3,91206	0,0854342	0,062915	-0,00383413	-0,206793	0,102043	0	0	0	-0,0136636	-0,205995	0,102812	-0,0254818	-0,00436332	-0,0348696	-900	900	-850	-14	14	-5	0	0	0	0,2	0,2	2460																								
1,67259	0	0	0	0	0	0	0	0	0	-3,91188	0,0925027	0,059387	0,000368942	0,300917	-0,296447	0	0	0	0,0188965	0,29913	-0,297651	-0,0254818	-0,00436332	-0,0365425	-900	900	-850	-14	14	-5	0	0	0	0,2	0,2	2460																								
1,68203	0	0	0	0	0	0	0	0	0	-3,91188	0,0925027	0,059387	0,000368942	0,300917	-0,296447	0	0	0	0,0188965	0,29913	-0,297651	-0,0254818	-0,00436332	-0,0365425	-900	900	-850	-14	14	-5	0	0	0	0,2	0,2	2460																								
1,69202	0	0	0	0	0	0	0	0	0	-3,91188	0,0925027	0,059387	0,000368942	0,300917	-0,296447	0	0	0	0,0188965	0,29913	-0,297651	-0,0253073	-0,00418879	-0,0365425	-900	900	-850	-14	14	-5	0	0	0	0,2	0,2	2460																								
1,70199	0	0	0	0	0	0	0	0	0	-3,91188	0,0925027	0,059387	0,000368942	0,300917	-0,296447	0	0	0	0,0188965	0,29913	-0,297651	-0,0251327	-0,00418879	-0,0365425	-900	900	-850	-14	14	-5	0	0	0	0,2	0,2	2460																								
1,70592	0	0	0	0	0	0	0	0	0	-3,91026	0,0889501	0,0580131	0,064449	-0,204321	0,10037	0	0	0	0,054505	-0,205995	0,102812	-0,0251327	-0,00418879	-0,0360046	-900	900	-850	-14	14	-5	0	0	0	0,2	0,2	2460																								
1,71202	0	0	0	0	0	0	0	0	0	-3,91026	0,0889501	0,0580131	0,064449	-0,204321	0,10037	0	0	0	0,054505	-0,205995	0,102812	-0,0251327	-0,00418879	-0,0360046	-900	900	-850	-14	14	-5	0	0	0	0,2	0,2	2460																								
1,72206	0	0	0	0	0	0	0	0	0	-3,91026	0,0889501	0,0580131	0,064449	-0,204321	0,10037	0	0	0	0,054505	-0,205995	0,102812	-0,0251327	-0,00418879	-0,0360046	-900	900	-850	-14	14	-5	0	0	0	0,2	0,2	2460																								
1,73197	0	0	0	0	0	0	0	0	0	-3,91026	0,0889501	0,0580131	0,064449	-0,204321	0,10037	0	0	0	0,054505	-0,205995	0,102812	-0,0249582	-0,00436332	-0,0360046	-900	900	-850	-14	14	-5	0	0	0	0,2	0,2	2460																								
1,74195	0	0	0	0	0	0	0	0	0	-3,91026	0,0889501	0,0580131	0,064449	-0,204321	0,10037	0	0	0	0,054505	-0,205995	0,102812	-0,0249582	-0,00436332	-0,0360046	-900	900	-850	-14	14	-5	0	0	0	0,2	0,2	2460																								
1,74451	0	0	0	0	0	0	0	0	0	-3,90787	0,0889501	0,0580131	0,0578022	-0,0668987	0,0333436	0	0	0	0,054505	-0,0687592	0,0350672	-0,0249582	-0,00436332	-0,0360046	-900	900	-850	-14	14	-5	0	0	0	0,2	0,2	2460																								
1,75193	0	0	0	0	0	0	0	0	0	-3,90787	0,0889501	0,0580131	0,0578022	-0,0668987	0,0333436	0	0	0	0,054505	-0,0687592	0,0350672	-0,0247837	-0,00436332	-0,0360046	-900	900	-850	-14	14	-5	0	0	0	0,2	0,2	2460																								
1,76197	0	0	0	0	0	0	0	0	0	-3,90787	0,0889501	0,0580131	0,0578022	-0,0668987	0,0333436	0	0	0	0,054505	-0,0687592	0,0350672	-0,0246091	-0,00453786	-0,0360046	-900	900	-850	-14	14	-5	0	0	0	0,2	0,2	2460																								
1,77171	0	0	0	0	0	0	0	0	0	-3,90777	0,0876313	0,0580131	0,00717712	-0,0687343	0,0345897	0	0	0	0,0038492	-0,0687592	0,0350672	-0,0246091	-0,00453786	-0,0359219	-900	900	-850	-14	14	-5	0	0	0	0,2	0,2	2460																								
1,77198	0	0	0	0	0	0	0	0	0	-3,90777	0,0876313	0,0580131	0,00717712	-0,0687343	0,0345897	0	0	0	0,0038492	-0,0687592	0,0350672	-0,0246091	-0,00453786	-0,0359219	-900	900	-850	-14	14	-5	0	0	0	0,2	0,2	2460																								
1,78195	0	0	0	0	0	0	0	0	0	-3,90777	0,0876313	0,0580131	0,00717712	-0,0687343	0,0345897	0	0	0	0,0038492	-0,0687592	0,0350672	-0,0244346	-0,00453786	-0,0359219	-900	900	-850	-14	14	-5	0	0	0	0,2	0,2	2460																								
1,79203	0	0	0	0	0	0	0	0	0	-3,90777	0,0876313	0,0580131	0,00717712	-0,0687343	0,0345897	0	0	0	0,0038492	-0,0687592	0,0350672	-0,0242601	-0,00471239	-0,0359219	-900	900	-850	-14	14	-5	0	0	0	0,2	0,2	2460																								
1,80199	0	0	0	0	0	0	0	0	0	-3,90777	0,0876313	0,0580131	0,00717712	-0,0687343	0,0345897	0	0	0	0,0038492	-0,0687592	0,0350672	-0,0240855	-0,00471239	-0,0359219	-900	900	-850	-14	14	-5	0	0	0	0,2	0,2	2460																								
1,80883	0	0	0	0	0	0	0	0	0	-3,90778	0,0862968	0,0593663	0,00301854	-0,0688895	0,0346804	0	0	0	-0,000259567	-0,0687592	0,0350672	-0,0240855	-0,00471239	-0,035407	-900	900	-850	-14	14	-5	0	0	0	0,2	0,2	2460																								
1,81196	0	0	0	0	0	0	0	0	0	-3,90778	0,0862968	0,0593663	0,00301854	-0,0688895	0,0346804	0	0	0	-0,000259567	-0,0687592	0,0350672	-0,023911	-0,00453786	-0,035407	-900	900	-850	-14	14	-5	0	0	0	0,2	0,2	2460																								
1,82197	0	0	0	0	0	0	0	0	0	-3,90778	0,0862968	0,0593663	0,00301854	-0,0688895	0,0346804	0	0	0	-0,000259567	-0,0687592	0,0350672	-0,0237365	-0,00453786	-0,035407	-900	900	-850	-14	14	-5	0	0	0	0,2	0,2	2460																								
1,83199	0	0	0	0	0	0	0	0	0	-3,90778	0,0862968	0,0593663	0,00301854	-0,0688895	0,0346804	0	0	0	-0,000259567	-0,0687592	0,0350672	-0,0237365	-0,00436332	-0,035407	-900	900	-850	-14	14	-5	0	0	0	0,2	0,2	2460																								
1,83699	0	0	0	0	0	0	0	0	0	-3,90777	0,0876313	0,0585403	-0,0064825	0,0507461	-0,360663	0	0	0	0,0038492	0,0490653	-0,360934	-0,0237365	-0,00436332	-0,0359219	-900	900	-850	-14	14	-5	0	0	0	0,2	0,2	2460																								
1,842	0	0	0	0	0	0	0	0	0	-3,90777	0,0876313	0,0585403	-0,0064825	0,0507461	-0,360663	0	0	0	0,0038492	0,0490653	-0,360934	-0,0237365	-0,00436332	-0,0359219	-900	900	-850	-14	14	-5	0	0	0	0,2	0,2	2460																								
1,85204	0	0	0	0	0	0	0	0	0	-3,90777	0,0876313	0,0585403	-0,0064825	0,0507461	-0,360663	0	0	0	0,0038492	0,0490653	-0,360934	-0,0235619	-0,00418879	-0,0359219	-900	900	-850	-14	14	-5	0	0	0	0,2	0,2	2460																								
1,86193	0	0	0	0	0	0	0	0	0	-3,90777	0,0876313	0,0585403	-0,0064825	0,0507461	-0,360663	0	0	0	0,0038492	0,0490653	-0,360934	-0,0233874	-0,00418879	-0,0359219	-900	900	-850	-14	14	-5	0	0	0	0,2	0,2	2460																								
1,87195	0	0	0	0	0	0	0	0	0	-3,90777	0,0876313	0,0585403	-0,0064825	0,0507461	-0,360663	0	0	0	0,0038492	0,0490653	-0,360934	-0,0233874	-0,00401426	-0,0359219	-900	900	-850	-14	14	-5	0	0	0	0,2	0,2	2460																								
1,87265	0	0	0	0	0	0	0	0	0	-3,907	0,0819089	0,0585403	0,00165678	-0,202614	-0,222061	0	0	0	-0,000259567	-0,203619	-0,221147	-0,0233874	-0,00401426	-0,0348253	-900	900	-850	-14	14	-5	0	0	0	0,2	0,2	2460																								
1,88197	0	0	0	0	0	0	0	0	0	-3,907	0,0819089	0,0585403	0,00165678	-0,202614	-0,222061	0	0	0	-0,000259567	-0,203619	-0,221147	-0,0233874	-0,00401426	-0,0348253	-900	900	-850	-14	14	-5	0	0	0	0,2	0,2	2460																								
1,89204	0	0	0	0	0	0	0	0	0	-3,907	0,0819089	0,0585403	0,00165678	-0,202614	-0,222061	0	0	0	-0,000259567	-0,203619	-0,221147	-0,0232129	-0,00383972	-0,0348253	-900	900	-850	-14	14	-5	0	0	0	0,2	0,2	2460																								
1,902	0	0	0	0	0	0	0	0	0	-3,907	0,0819089	0,0585403	0,00165678	-0,202614	-0,222061	0	0	0	-0,000259567	-0,203619	-0,221147	-0,0232129	-0,00366519	-0,0348253	-900	900	-850	-14	14	-5	0	0	0	0,2	0,2	2460																								
1,90633	0	0	0	0	0	0	0	0	0	-3,907	0,0881867	0,0559397	-0,0150704	0,186949	-0,220173	0	0	0	-0,00313273	0,18638	-0,221147	-0,0232129	-0,00366519	-0,0365436	-900	900	-850	-14	14	-5	0	0	0	0,2	0,2	2460																								
1,91191	0	0	0	0	0	0	0	0	0	-3,907	0,0881867	0,0559397	-0,0150704	0,186949	-0,220173	0	0	0	-0,00313273	0,18638	-0,221147	-0,0232129	-0,00366519	-0,0365436	-900	900	-850	-14	14	-5	0	0	0	0,2	0,2	2460																								
1,92194	0	0	0	0	0	0	0	0	0	-3,907	0,0881867	0,0559397	-0,0150704	0,186949	-0,220173	0	0	0	-0,00313273	0,18638	-0,221147	-0,0230383	-0,00383972	-0,0365436	-900	900	-850	-14	14	-5	0	0	0	0,2	0,2	2460																								
1,93194	0	0	0	0	0	0	0	0	0	-3,907	0,0881867	0,0559397	-0,0150704	0,186949	-0,220173	0	0	0	-0,00313273	0,18638	-0,221147	-0,0230383	-0,00383972	-0,0365436	-900	900	-850	-14	14	-5	0	0	0	0,2	0,2	2460																								
1,93609	0	0	0	0	0	0	0	0	0	-3,907	0,0819089	0,0559397	0,00757271	-0,204205	0,156008	0	0	0	-0,00313273	-0,203619	0,156924	-0,0230383	-0,00383972	-0,0348253	-900	900	-850	-14	14	-5	0	0	0	0,2	0,2	2460																								
1,94198	0	0	0	0	0	0	0	0	0	-3,907	0,0819089	0,0559397	0,00757271	-0,204205	0,156008	0	0	0	-0,00313273	-0,203619	0,156924	-0,0230383	-0,00383972	-0,0348253	-900	900	-850	-14	14	-5	0	0	0	0,2	0,2	2460																								
1,95197	0	0	0	0	0	0	0	0	0	-3,907	0,0819089	0,0559397	0,00757271	-0,204205	0,156008	0	0	0	-0,00313273	-0,203619	0,156924	-0,0230383	-0,00383972	-0,0348253	-900	900	-850	-14	14	-5	0	0	0	0,2	0,2	2460																								
1,96201	0	0	0	0	0	0	0	0	0	-3,907	0,0819089	0,0559397	0,00757271	-0,204205	0,156008	0	0	0	-0,00313273	-0,203619	0,156924	-0,0230383	-0,00383972	-0,0348253	-900	900	-850	-14	14	-5	0	0	0	0,2	0,2	2460																								
1,97165	0	0	0	0	0	0	0	0	0	-3,90762	0,0863926	0,0765409	-0,0216875	0,18498	0,158177	0	0	0	-0,0185843	0,18638	0,156924	-0,0230383	-0,00383972	-0,0361542	-900	900	-850	-14	14	-5	0	0	0	0,2	0,2	2460																								
1,972	0	0	0	0	0	0	0	0	0	-3,90762	0,0863926	0,0765409	-0,0216875	0,18498	0,158177	0	0	0	-0,0185843	0,18638	0,156924	-0,0232129	-0,00383972	-0,0361542	-900	900	-850	-14	14	-5	0	0	0	0,2	0,2	2460																								
1,98195	0	0	0	0	0	0	0	0	0	-3,90762	0,0863926	0,0765409	-0,0216875	0,18498	0,158177	0	0	0	-0,0185843	0,18638	0,156924	-0,0233874	-0,00383972	-0,0361542	-900	900	-850	-14	14	-5	0	0	0	0,2	0,2	2460																								
1,99203	0	0	0	0	0	0	0	0	0	-3,90762	0,0863926	0,0765409	-0,0216875	0,18498	0,158177	0	0	0	-0,0185843	0,18638	0,156924	-0,0235619	-0,00383972	-0,0361542	-900	900	-850	-14	14	-5	0	0	0	0,2	0,2	2460																								
2,00195	0	0	0	0	0	0	0	0	0	-3,90762	0,0863926	0,0765409	-0,0216875	0,18498	0,158177	0	0	0	-0,0185843	0,18638	0,156924	-0,0235619	-0,00401426	-0,0361542	-900	900	-850	-14	14	-5	0	0	0	0,2	0,2	2460																								
2,00331	0	0	0	0	0	0	0	0	0	-3,90679	0,0743683	0,0765409	0,0456962	-0,463595	0,094972	0	0	0	0,0280908	-0,46439	0,097882	-0,0235619	-0,00401426	-0,0330098	-900	900	-850	-14	14	-5	0	0	0	0,2	0,2	2460																								
2,01196	0	0	0	0	0	0	0	0	0	-3,90679	0,0743683	0,0765409	0,0456962	-0,463595	0,094972	0	0	0	0,0280908	-0,46439	0,097882	-0,0235619	-0,00401426	-0,0330098	-900	900	-850	-14	14	-5	0	0	0	0,2	0,2	2460																								
2,02201	0	0	0	0	0	0	0	0	0	-3,90679	0,0743683	0,0765409	0,0456962	-0,463595	0,094972	0	0	0	0,0280908	-0,46439	0,097882	-0,0235619	-0,00401426	-0,0330098	-900	900	-850	-14	14	-5	0	0	0	0,2	0,2	2460																								
2,032	0	0	0	0	0	0	0	0	0	-3,90679	0,0743683	0,0765409	0,0456962	-0,463595	0,094972	0	0	0	0,0280908	-0,46439	0,097882	-0,0233874	-0,00383972	-0,0330098	-900	900	-850	-14	14	-5	0	0	0	0,2	0,2	2460																								
2,03829	0	0	0	0	0	0	0	0	0	-3,90785	0,0785343	0,0667453	-0,0428766	0,337189	-0,064635	0	0	0	-0,0298452	0,338149	-0,0669139	-0,0233874	-0,00383972	-0,034001	-900	900	-850	-14	14	-5	0	0	0	0,2	0,2	2460																								
2,04198	0	0	0	0	0	0	0	0	0	-3,90785	0,0785343	0,0667453	-0,0428766	0,337189	-0,064635	0	0	0	-0,0298452	0,338149	-0,0669139	-0,0233874	-0,00383972	-0,034001	-900	900	-850	-14	14	-5	0	0	0	0,2	0,2	2460																								
2,05198	0	0	0	0	0	0	0	0	0	-3,90785	0,0785343	0,0667453	-0,0428766	0,337189	-0,064635	0	0	0	-0,0298452	0,338149	-0,0669139	-0,0232129	-0,00383972	-0,034001	-900	900	-850	-14	14	-5	0	0	0	0,2	0,2	2460																								
2,06193	0	0	0	0	0	0	0	0	0	-3,90785	0,0785343	0,0667453	-0,0428766	0,337189	-0,064635	0	0	0	-0,0298452	0,338149	-0,0669139	-0,0233874	-0,00383972	-0,034001	-900	900	-850	-14	14	-5	0	0	0	0,2	0,2	2460																								
2,06813	0	0	0	0	0	0	0	0	0	-3,9097	0,0785343	0,0644039	0,0461708	0,347495	-0,419318	0	0	0	0,0677209	0,343778	-0,419455	-0,0233874	-0,00383972	-0,034001	-900	900	-850	-14	14	-5	0	0	0	0,2	0,2	2460																								
