time 	e1	e2	ctrlpitch	ctrlroll	ctrlthrust	ctrlyaw	edx	edy	edz	cumulx	cumuly	cumulz	x	y	z	dx	dy	dz	dxd	dyd	dzd	pitch	roll	yaw	kpvx	kpvy	kpvz	kivx	kivy	kivz	kdvx	kdvy	kdvz	ktg	veld	pitchoff	ke1	ke2	gravity
0.134052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-760	760	-500	-0	0	-10	0	0	0	0.5	0.2	177	-1	-1	2560	
0.159832	0	0	0	0	0	0	0	0	0	0	0	0	-3.27864	0	-0.710597	-2.50291	-0.189133	-5.8271	0	0	0	0	0	-0.0754221	-760	760	-500	-0	0	-10	0	0	0	0.5	0.2	177	-1	-1	2560	
0.194659	0	0	0	0	0	0	0	0	0	0	0	0	-3.31046	-0.0221424	-0.710597	-2.45139	-0.569173	-5.8271	0	0	0	0	0	-0.155928	-760	760	-500	-0	0	-10	0	0	0	0.5	0.2	177	-1	-1	2560	
0.224888	0	0	0	0	0	0	0	0	0	0	0	0	-3.31046	-0.0486667	-0.625284	0.872955	-0.450544	-0.726566	0	0	0	0	0	-0.150929	-760	760	-500	-0	0	-10	0	0	0	0.5	0.2	177	-1	-1	2560	
0.268512	0	0	0	0	0	0	0	0	0	0	0	0	-3.28641	-0.0661054	-0.625284	0.94034	-0.89361	-0.726566	0	0	0	0	0	-0.150929	-760	760	-500	-0	0	-10	0	0	0	0.5	0.2	177	-1	-1	2560	
0.294784	0	0	0	0	0	0	0	0	0	0	0	0	-3.28369	-0.0749459	-0.669173	0.86912	-0.457899	-1.0061	0	0	0	0	0	-0.142486	-760	760	-500	-0	0	-10	0	0	0	0.5	0.2	177	-1	-1	2560	
0.333074	0	0	0	0	0	0	0	0	0	0	0	0	-3.28369	-0.110143	-0.669173	0.18565	-0.902426	-1.0061	0	0	0	0	0	-0.135158	-760	760	-500	-0	0	-10	0	0	0	0.5	0.2	177	-1	-1	2560	
0.359235	0	0	0	0	0	0	0	0	0	0	0	0	-3.27547	-0.0749459	-0.680193	1.48556	1.59195	-4.8814	0	0	0	0	0	-0.142486	-760	760	-500	-0	0	-10	0	0	0	0.5	0.2	177	-1	-1	2560	
0.395959	0	0	0	0	0	0	0	0	0	0	0	0	-3.2953	-0.0271588	-0.65892	-0.411186	-0.983544	0.579421	0	0	0	0	0	-0.135077	-760	760	-500	-0	0	-10	0	0	0	0.5	0.2	177	-1	-1	2560	
0.427925	0	0	0	0	0	0	0	0	0	0	0	0	-3.2953	-0.0271588	-0.65892	0.0473036	-2.3979	0.579421	0	0	0	0	0	-0.135077	-760	760	-500	-0	0	-10	0	0	0	0.5	0.2	177	-1	-1	2560	
0.464021	0	0	0	0	0	0	0	0	0	0	0	0	-3.30411	-0.103263	-0.637995	-0.279706	-2.42677	0.655047	0	0	0	0	0	-0.108098	-760	760	-500	-0	0	-10	0	0	0	0.5	0.2	177	-1	-1	2560	
0.491073	0	0	0	0	0	0	0	0	0	0	0	0	-3.31969	-0.103263	-0.539283	-0.118782	-1.59319	0.655047	0	0	0	0	0	-0.0992391	-760	760	-500	-0	0	-10	0	0	0	0.5	0.2	177	-1	-1	2560	
0.529543	0	0	0	0	0	0	0	0	0	0	0	0	-3.31969	-0.160106	-0.51108	0.282644	-1.55629	3.51341	0	0	0	0	0	-0.0779827	-760	760	-500	-0	0	-10	0	0	0	0.5	0.2	177	-1	-1	2560	
0.556735	0	0	0	0	0	0	0	0	0	0	0	0	-3.29515	-0.175402	-0.539283	0.330793	-2.42959	-1.04254	0	0	0	0	0	-0.0697979	-760	760	-500	-0	0	-10	0	0	0	0.5	0.2	177	-1	-1	2560	
0.597202	0	0	0	0	0	0	0	0	0	0	0	0	-3.29515	-0.175402	-0.586955	0.0219937	-2.45118	0.357489	0	0	0	0	0	-0.0697979	-760	760	-500	-0	0	-10	0	0	0	0.5	0.2	177	-1	-1	2560	
0.624019	0	0	0	0	0	0	0	0	0	0	0	0	-3.29515	-0.0205317	-0.60142	-0.213151	0.558415	-4.78066	0	0	0	0	0	-0.112683	-760	760	-500	-0	0	-10	0	0	0	0.5	0.2	177	-1	-1	2560	
0.660325	0	0	0	0	0	0	0	0	0	0	0	0	-3.30548	-0.0205317	-0.591979	-0.318732	0.546468	0.357489	0	0	0	0	0	-0.112683	-760	760	-500	-0	0	-10	0	0	0	0.5	0.2	177	-1	-1	2560	
0.690782	0	0	0	0	0	0	0	0	0	0	0	0	-3.31301	-0.148184	-0.715196	0.133287	0.589697	-4.78066	0	0	0	0	0	-0.0705065	-760	760	-500	-0	0	-10	0	0	0	0.5	0.2	177	-1	-1	2560	
0.730124	0	0	0	0	0	0	0	0	0	0	0	0	-3.31833	-0.148184	-0.772949	-1.06995	2.46026	1.47048	0	0	0	0	0	-0.0481382	-760	760	-500	-0	0	-10	0	0	0	0.5	0.2	177	-1	-1	2560	
0.754593	0	0	0	0	0	0	0	0	0	0	0	0	-3.34647	0.255396	-0.823116	0.0423562	2.5136	-2.04788	0	0	0	0	0	-0.0466325	-760	760	-500	-0	0	-10	0	0	0	0.5	0.2	177	-1	-1	2560	
0.790081	0	0	0	0	0	0	0	0	0	0	0	0	-3.34647	0.255396	-0.772949	0.308841	-3.19683	1.47048	0	0	0	0	0	-0.0466325	-760	760	-500	-0	0	-10	0	0	0	0.5	0.2	177	-1	-1	2560	
