time 	e1	e2	ctrlpitch	ctrlroll	ctrlthrust	ctrlyaw	edx	edy	edz	cumulx	cumuly	cumulz	x	y	z	xk	yk	zk	dxr	dyr	dzr	dxk	dyk	dzk	dxd	dyd	dzd	pitch	roll	yaw	kpvx	kpvy	kpvz	kivx	kivy	kivz	kdvx	kdvy	kdvz	ktg	veld	pitchoff	ke1	ke2	gravity
0.129983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-150	150	-200	-0	0	-0	0	0	0	0.4	0.4	177	-1	-1	2561	
0.155342	0	0	0	0	0	0	0	0	0	0	0	0	-3.24176	0	0	-0.743815	0	0	-0.140863	-0.00694429	0	-5.49343	-0.270816	0	0	0	0	0	0	-0.0492583	-150	150	-200	-0	0	-0	0	0	0	0.4	0.4	177	-1	-1	2561	
0.196606	0	0	0	0	0	0	0	0	0	0	0	0	-3.24176	-0.25635	0.262045	-1.53609	-0.010895	0.0130309	-0.0718077	-1.40771	1.79329	-7.68315	-0.443726	0.0823241	0	0	0	0	0	-0.0492583	-150	150	-200	-0	0	-0	0	0	0	0.4	0.4	177	-1	-1	2561	
0.220293	0	0	0	0	0	0	0	0	0	0	0	0	-3.23408	-0.25635	0.262045	-2.05138	-0.0247376	0.0296601	-0.0718077	-1.40771	1.79329	-8.88041	-0.562559	0.157342	0	0	0	0	0	-0.0492583	-150	150	-200	-0	0	-0	0	0	0	0.4	0.4	177	-1	-1	2561	
0.256462	0	0	0	0	0	0	0	0	0	0	0	0	-3.23408	-0.193066	-0.497284	-2.54245	-0.0371689	-0.000571865	-0.10283	0.860859	0.0215769	-9.06386	-0.739799	-0.0127541	0	0	0	0	0	-0.0649499	-150	150	-200	-0	0	-0	0	0	0	0.4	0.4	177	-1	-1	2561	
0.291801	0	0	0	0	0	0	0	0	0	0	0	0	-3.23408	-0.193066	-0.497284	-2.9064	-0.0515718	-0.0421427	-0.10283	0.860859	0.0215769	-8.65787	-0.744784	-0.180683	0	0	0	0	0	-0.0649499	-150	150	-200	-0	0	-0	0	0	0	0.4	0.4	177	-1	-1	2561	
0.320395	0	0	0	0	0	0	0	0	0	0	0	0	-3.23577	-0.161759	-0.360945	-3.12378	-0.0634928	-0.0764867	-0.110449	0.859914	0.0215769	-8.00873	-0.794819	-0.290929	0	0	0	0	0	-0.0738051	-150	150	-200	-0	0	-0	0	0	0	0.4	0.4	177	-1	-1	2561	
0.356966	0	0	0	0	0	0	0	0	0	0	0	0	-3.22272	-0.0700705	-0.360945	-3.31185	-0.0810399	-0.127261	0.94993	-5.21221	-5.46491	-6.81254	-0.961382	-0.472949	0	0	0	0	0	-0.0996115	-150	150	-200	-0	0	-0	0	0	0	0.4	0.4	177	-1	-1	2561	
0.385085	0	0	0	0	0	0	0	0	0	0	0	0	-3.23832	-0.00248058	-0.499885	-3.39726	-0.0740825	-0.192632	-0.891234	2.31253	-5.46491	-5.94144	-0.917727	-0.67274	0	0	0	0	0	-0.12001	-150	150	-200	-0	0	-0	0	0	0	0.4	0.4	177	-1	-1	2561	
0.424589	0	0	0	0	0	0	0	0	0	0	0	0	-3.22272	-0.0700705	-0.499885	-3.47682	-0.0955463	-0.250199	1.09204	-6.63414	2.16153	-4.58418	-0.767864	-0.739625	0	0	0	0	0	-0.0996115	-150	150	-200	-0	0	-0	0	0	0	0.4	0.4	177	-1	-1	2561	
