time 	e1	e2	ctrlpitch	ctrlroll	ctrlthrust	ctrlyaw	edx	edy	edz	cumulx	cumuly	cumulz	x	y	z	xk	yk	zk	dxr	dyr	dzr	dxk	dyk	dzk	dxd	dyd	dzd	pitch	roll	yaw	kpvx	kpvy	kpvz	kivx	kivy	kivz	kdvx	kdvy	kdvz	ktg	veld	pitchoff	ke1	ke2	gravity
1.69899	0	0	0	0	0	0	0	0	0	0	0	0	-3.96541	0.0215307	0.118055	-3.96334	-0.00580609	0.156842	-0.132007	0.425674	0.296294	-0.0479363	0.0419954	0.115089	0	0	0	-0.0788889	0.00541052	-0.0677189	-850	850	-500	-0	0	-10	0	0	0	-0.4	0.2	170	-1	-1	2561	
1.709	0	0	0	0	0	0	0	0	0	0	0	0	-3.96541	0.0215307	0.118055	-3.96425	-0.00280099	0.155091	-0.136606	0.417479	0.305719	-0.0539844	0.0518637	0.107826	0	0	0	-0.0790634	0.00558505	-0.0677189	-850	850	-500	-0	0	-10	0	0	0	-0.4	0.2	170	-1	-1	2561	
1.71892	0	0	0	0	0	0	0	0	0	0	0	0	-3.96541	0.0215307	0.118055	-3.96511	-4.41997e-06	0.153477	-0.139882	0.409047	0.31548	-0.059165	0.060698	0.101144	0	0	0	-0.0790634	0.00558505	-0.0677189	-850	850	-500	-0	0	-10	0	0	0	-0.4	0.2	170	-1	-1	2561	
1.7268	0	0	0	0	0	0	0	0	0	0	0	0	-3.96541	0.00810016	0.118055	-3.96544	-0.000286006	0.151521	0.0569189	-1.00399	0.0320692	-0.0562492	0.0517394	0.0924209	0	0	0	-0.0790634	0.00558505	-0.064462	-850	850	-500	-0	0	-10	0	0	0	-0.4	0.2	170	-1	-1	2561	
1.72888	0	0	0	0	0	0	0	0	0	0	0	0	-3.96541	0.00810016	0.118055	-3.96527	-0.000852064	0.149328	0.123633	-0.998102	0.027928	-0.0511216	0.0434233	0.0855158	0	0	0	-0.0792379	0.00558505	-0.064462	-850	850	-500	-0	0	-10	0	0	0	-0.4	0.2	170	-1	-1	2561	
1.73889	0	0	0	0	0	0	0	0	0	0	0	0	-3.96541	0.00810016	0.118055	-3.96533	-0.00104427	0.147894	0.189293	-0.987973	0.0186759	-0.0430011	0.0353915	0.0758872	0	0	0	-0.0792379	0.00575959	-0.064462	-850	850	-500	-0	0	-10	0	0	0	-0.4	0.2	170	-1	-1	2561	
1.74891	0	0	0	0	0	0	0	0	0	0	0	0	-3.96541	0.00810016	0.118055	-3.96516	-0.00128743	0.146513	0.253228	-0.97372	0.00419139	-0.0326516	0.0281173	0.0679658	0	0	0	-0.0794125	0.00575959	-0.064462	-850	850	-500	-0	0	-10	0	0	0	-0.4	0.2	170	-1	-1	2561	
1.75632	0	0	0	0	0	0	0	0	0	0	0	0	-3.95665	-0.0329976	0.102452	-3.96442	-0.00277362	0.144283	0.0496642	0.351224	0.265735	-0.0250329	0.025517	0.0601471	0	0	0	-0.0794125	0.00575959	-0.0542321	-850	850	-500	-0	0	-10	0	0	0	-0.4	0.2	170	-1	-1	2561	
1.75889	0	0	0	0	0	0	0	0	0	0	0	0	-3.95665	-0.0329976	0.102452	-3.96366	-0.0042208	0.142008	0.0515372	0.354905	0.260434	-0.0184539	0.0229407	0.0538247	0	0	0	-0.0794125	0.00575959	-0.0542321	-850	850	-500	-0	0	-10	0	0	0	-0.4	0.2	170	-1	-1	2561	
1.76889	0	0	0	0	0	0	0	0	0	0	0	0	-3.95665	-0.0329976	0.102452	-3.96308	-0.00540257	0.140227	0.052782	0.358696	0.254933	-0.0122406	0.0205261	0.0453522	0	0	0	-0.0794125	0.00593412	-0.0542321	-850	850	-500	-0	0	-10	0	0	0	-0.4	0.2	170	-1	-1	2561	
1.77891	0	0	0	0	0	0	0	0	0	0	0	0	-3.95665	-0.0329976	0.102452	-3.96249	-0.00652147	0.138513	0.0534237	0.362516	0.249335	-0.00647888	0.018321	0.0386688	0	0	0	-0.079587	0.00593412	-0.0542321	-850	850	-500	-0	0	-10	0	0	0	-0.4	0.2	170	-1	-1	2561	
1.78887	0	0	0	0	0	0	0	0	0	0	0	0	-3.95665	-0.0329976	0.102452	-3.9619	-0.007583	0.136851	0.053411	0.366374	0.243633	-0.00126375	0.0162959	0.0323746	0	0	0	-0.079587	0.00610865	-0.0542321	-850	850	-500	-0	0	-10	0	0	0	-0.4	0.2	170	-1	-1	2561	
1.78983	0	0	0	0	0	0	0	0	0	0	0	0	-3.95526	-0.0329976	0.0917	-3.9612	-0.00887594	0.133409	-0.00276513	0.16787	-0.858837	0.00399488	0.0131932	0.0182744	0	0	0	-0.079587	0.00610865	-0.0542321	-850	850	-500	-0	0	-10	0	0	0	-0.4	0.2	170	-1	-1	2561	
1.79891	0	0	0	0	0	0	0	0	0	0	0	0	-3.95526	-0.0329976	0.0917	-3.9607	-0.00999022	0.130301	-0.0801032	0.162247	-0.856182	0.00548593	0.00996046	0.00156994	0	0	0	-0.079587	0.00610865	-0.0542321	-850	850	-500	-0	0	-10	0	0	0	-0.4	0.2	170	-1	-1	2561	
1.80892	0	0	0	0	0	0	0	0	0	0	0	0	-3.95526	-0.0329976	0.0917	-3.9604	-0.011063	0.127257	-0.156716	0.152345	-0.847361	0.0036447	0.0067039	-0.0125444	0	0	0	-0.0797615	0.00628319	-0.0542321	-850	850	-500	-0	0	-10	0	0	0	-0.4	0.2	170	-1	-1	2561	
1.81889	0	0	0	0	0	0	0	0	0	0	0	0	-3.95526	-0.0329976	0.0917	-3.96031	-0.0121118	0.124271	-0.23188	0.138254	-0.83241	-0.000929911	0.00346291	-0.0253184	0	0	0	-0.0799361	0.00645772	-0.0542321	-850	850	-500	-0	0	-10	0	0	0	-0.4	0.2	170	-1	-1	2561	
1.82129	0	0	0	0	0	0	0	0	0	0	0	0	-3.95276	-0.0273226	0.0824175	-3.95956	-0.012774	0.122221	0.0839928	0.174936	0.357472	0.00504658	0.00242476	-0.0293036	0	0	0	-0.0799361	0.00645772	-0.0553563	-850	850	-500	-0	0	-10	0	0	0	-0.4	0.2	170	-1	-1	2561	
1.82893	0	0	0	0	0	0	0	0	0	0	0	0	-3.95276	-0.0273226	0.0824175	-3.9588	-0.0133784	0.120141	0.102554	0.181575	0.349224	0.010845	0.00143756	-0.0354898	0	0	0	-0.0801106	0.00645772	-0.0553563	-850	850	-500	-0	0	-10	0	0	0	-0.4	0.2	170	-1	-1	2561	
1.83893	0	0	0	0	0	0	0	0	0	0	0	0	-3.95276	-0.0273226	0.0824175	-3.95798	-0.0139512	0.118058	0.120001	0.189226	0.339466	0.01685	0.000580966	-0.0408993	0	0	0	-0.0801106	0.00663225	-0.0553563	-850	850	-500	-0	0	-10	0	0	0	-0.4	0.2	170	-1	-1	2561	
1.84891	0	0	0	0	0	0	0	0	0	0	0	0	-3.95276	-0.0273226	0.0824175	-3.95712	-0.0144963	0.116039	0.136163	0.197757	0.328322	0.0228463	-6.36591e-05	-0.0455626	0	0	0	-0.0801106	0.00663225	-0.0553563	-850	850	-500	-0	0	-10	0	0	0	-0.4	0.2	170	-1	-1	2561	
1.85886	0	0	0	0	0	0	0	0	0	0	0	0	-3.95276	-0.0273226	0.0824175	-3.95624	-0.0150129	0.11408	0.150886	0.207143	0.315862	0.0286214	-0.000578298	-0.0499456	0	0	0	-0.0801106	0.00680678	-0.0553563	-850	850	-500	-0	0	-10	0	0	0	-0.4	0.2	170	-1	-1	2561	
1.86068	0	0	0	0	0	0	0	0	0	0	0	0	-3.9521	-0.0256475	0.0823337	-3.95579	-0.0154107	0.112326	0.054702	0.172589	-0.00770084	0.0313833	-0.000978339	-0.0540542	0	0	0	-0.0801106	0.00680678	-0.0555975	-850	850	-500	-0	0	-10	0	0	0	-0.4	0.2	170	-1	-1	2561	
1.8689	0	0	0	0	0	0	0	0	0	0	0	0	-3.9521	-0.0256475	0.0823337	-3.95519	-0.0157991	0.110341	0.0442643	0.175281	-0.0124805	0.0331552	-0.00146756	-0.0606413	0	0	0	-0.0802851	0.00680678	-0.0555975	-850	850	-500	-0	0	-10	0	0	0	-0.4	0.2	170	-1	-1	2561	
1.87888	0	0	0	0	0	0	0	0	0	0	0	0	-3.9521	-0.0256475	0.0823337	-3.95458	-0.0161753	0.108319	0.0333411	0.17736	-0.016448	0.0342559	-0.00186227	-0.0659442	0	0	0	-0.0804597	0.00698132	-0.0555975	-850	850	-500	-0	0	-10	0	0	0	-0.4	0.2	170	-1	-1	2561	
1.88885	0	0	0	0	0	0	0	0	0	0	0	0	-3.9521	-0.0256475	0.0823337	-3.95403	-0.0165352	0.106355	0.022033	0.178806	-0.0195309	0.0347134	-0.00227871	-0.0704603	0	0	0	-0.0806342	0.00698132	-0.0555975	-850	850	-500	-0	0	-10	0	0	0	-0.4	0.2	170	-1	-1	2561	
1.89003	0	0	0	0	0	0	0	0	0	0	0	0	-3.95072	-0.00124993	0.0824175	-3.95369	-0.0151599	0.105198	0.0293423	0.622646	0.117434	0.0363753	0.00511369	-0.0718706	0	0	0	-0.0806342	0.00698132	-0.0616498	-850	850	-500	-0	0	-10	0	0	0	-0.4	0.2	170	-1	-1	2561	
1.89893	0	0	0	0	0	0	0	0	0	0	0	0	-3.95072	-0.00124993	0.0824175	-3.95314	-0.0138247	0.103577	0.000433876	0.624098	0.11332	0.0363174	0.0117815	-0.0762383	0	0	0	-0.0808087	0.00715585	-0.0616498	-850	850	-500	-0	0	-10	0	0	0	-0.4	0.2	170	-1	-1	2561	
1.90887	0	0	0	0	0	0	0	0	0	0	0	0	-3.95072	-0.00124993	0.0824175	-3.95265	-0.0124843	0.101942	-0.0287265	0.623753	0.111564	0.0350158	0.0181296	-0.0789594	0	0	0	-0.0809833	0.00715585	-0.0616498	-850	850	-500	-0	0	-10	0	0	0	-0.4	0.2	170	-1	-1	2561	
