time 	e1	e2	ctrlpitch	ctrlroll	ctrlthrust	ctrlyaw	edx	edy	edz	cumulx	cumuly	cumulz	x	y	z	dxr	dyr	dzr	dxd	dyd	dzd	pitch	roll	yaw	kpvx	kpvy	kpvz	kivx	kivy	kivz	kdvx	kdvy	kdvz	ktg	veld	pitchoff	ke1	ke2	gravity
1.84848	0	0	0	0	0	0	0	0	0	0	0	0	-2.84209	-0.319246	0.175245	0.0298367	0.010354	0.0271446	0	0	0	-0.0633555	0.0101229	-0.0101541	-700	700	-500	-0	0	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
1.8585	0	0	0	0	0	0	0	0	0	0	0	0	-2.84209	-0.319246	0.175245	0.0298367	0.010354	0.0271446	0	0	0	-0.0633555	0.0101229	-0.0101541	-700	700	-500	-0	0	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
1.86849	0	0	0	0	0	0	0	0	0	0	0	0	-2.84209	-0.319246	0.175245	0.0298367	0.010354	0.0271446	0	0	0	-0.0633555	0.0101229	-0.0101541	-700	700	-500	-0	0	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
1.87846	0	0	0	0	0	0	0	0	0	0	0	0	-2.84209	-0.319246	0.175245	0.0298367	0.010354	0.0271446	0	0	0	-0.0633555	0.0101229	-0.0101541	-700	700	-500	-0	0	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
1.88055	0	0	0	0	0	0	0	0	0	0	0	0	-2.8422	-0.313204	0.175245	-0.00592797	0.173118	0.0277642	0	0	0	-0.0633555	0.0101229	-0.0123281	-700	700	-500	-0	0	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
1.88845	0	0	0	0	0	0	0	0	0	0	0	0	-2.8422	-0.313204	0.175245	-0.00592797	0.173118	0.0277642	0	0	0	-0.06353	0.00994838	-0.0123281	-700	700	-500	-0	0	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
1.89853	0	0	0	0	0	0	0	0	0	0	0	0	-2.8422	-0.313204	0.175245	-0.00592797	0.173118	0.0277642	0	0	0	-0.0637045	0.00994838	-0.0123281	-700	700	-500	-0	0	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
1.90733	0	0	0	0	0	0	0	0	0	0	0	0	-2.8422	-0.313204	0.175245	-0.000235716	0.0938454	0.0282226	0	0	0	-0.0637045	0.00994838	-0.0123281	-700	700	-500	-0	0	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
1.90849	0	0	0	0	0	0	0	0	0	0	0	0	-2.8422	-0.313204	0.175245	-0.000235716	0.0938454	0.0282226	0	0	0	-0.0637045	0.00977384	-0.0123281	-700	700	-500	-0	0	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
1.91845	0	0	0	0	0	0	0	0	0	0	0	0	-2.8422	-0.313204	0.175245	-0.000235716	0.0938454	0.0282226	0	0	0	-0.0637045	0.00977384	-0.0123281	-700	700	-500	-0	0	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
1.92847	0	0	0	0	0	0	0	0	0	0	0	0	-2.8422	-0.313204	0.175245	-0.000235716	0.0938454	0.0282226	0	0	0	-0.0637045	0.00994838	-0.0123281	-700	700	-500	-0	0	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
1.93854	0	0	0	0	0	0	0	0	0	0	0	0	-2.8422	-0.313204	0.175245	-0.000235716	0.0938454	0.0282226	0	0	0	-0.0638791	0.00994838	-0.0123281	-700	700	-500	-0	0	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
1.94366	0	0	0	0	0	0	0	0	0	0	0	0	-2.8422	-0.310698	0.181099	0.0134282	0.0959808	0.243055	0	0	0	-0.0638791	0.00994838	-0.013223	-700	700	-500	-0	0	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
1.94851	0	0	0	0	0	0	0	0	0	0	0	0	-2.8422	-0.310698	0.181099	0.0134282	0.0959808	0.243055	0	0	0	-0.0640536	0.00994838	-0.013223	-700	700	-500	-0	0	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
1.95853	0	0	0	0	0	0	0	0	0	0	0	0	-2.8422	-0.310698	0.181099	0.0134282	0.0959808	0.243055	0	0	0	-0.0642281	0.00994838	-0.013223	-700	700	-500	-0	0	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
