time ;e1;e2;ctrlpitch;ctrlroll;ctrlthrust;ctrlyaw;edx;edy;edz;cumulx;cumuly;cumulz;x;y;z;dxr;dyr;dzr;dxrT;dyrT;dzrT;dxrUn;dyrUn;dzrUn;dxrDerf;dyrDer;dzrDer;dxd;dyd;dzd;pitch;roll;yaw;yawd;eyaw;kpvx;kpvy;kpvz;kivx;kivy;kivz;kdvx;kdvy;kdvz;ktg;veld;pitchoff;ke1;ke2;gravity
0,713817;0;0;0;0;0;0;0;0;0;0;0;0;-3,74258;0,131978;-0,174954;-0,0162344;0,333976;0,88;0,00560605;0,334323;0,88;0,00560605;2,42207;3,6037;-0,176982;0;0;0;0;0;0;0;-0,0653381;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
0,744601;0;0;0;0;0;0;0;0;0;0;0;0;-3,74258;0,154833;-0,174954;-0,0217564;0,413789;0,96;0,00560605;0,414323;0,96;0,00560605;2,42207;3,6037;-0,139684;0;0;0;0;0;0;0;-0,0660599;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
0,780264;0;0;0;0;0;0;0;0;0;0;0;0;-3,74258;0,154833;0,0274335;-0,0270373;0,493615;1,04;0,00560605;0,494323;1,04;0,00560605;2,42207;3,6037;-0,489656;0;0;0;0;0;0;0;-0,0660599;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
0,810473;0;0;0;0;0;0;0;0;0;0;0;0;-3,75235;0,0470844;0,0274335;-0,00468447;0,414587;0,96;0,0155254;0,414323;0,96;0,0155254;-0,330534;-0,265341;-0,226341;0;0;0;0;0;0;0;-0,0487528;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
0,846105;0;0;0;0;0;0;0;0;0;0;0;0;-3,75235;0,0371;0,0272217;0,000560704;0,334683;0,88;0,0155254;0,334323;0,88;0,0155254;-0,330534;-0,265341;-0,308176;0;0;0;0;0;0;0;-0,0447297;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
0,875551;0;0;0;0;0;0;0;0;0;0;0;0;-3,74918;0,0354947;0,0272217;0,0785114;0,257782;0,8;0,0890818;0,254323;0,8;0,0890818;-0,330534;0,219028;-0,236858;0;0;0;0;0;0;0;-0,0412763;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
0,913281;0;0;0;0;0;0;0;0;0;0;0;0;-3,74477;0,023988;0,0494548;0,0831533;0,177228;0,72;0,0890818;0,174323;0,72;0,0890818;-0,0450603;0,219028;-0,0366956;0;0;0;0;0;0;0;-0,0337243;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
0,940311;0;0;0;0;0;0;0;0;0;0;0;0;-3,74477;0,0231714;0,0494548;0,063178;0,0962469;0,64;0,0660157;0,0943231;0,64;0,0660157;-0,021662;0,151504;0,261406;0;0;0;0;0;0;0;-0,0297787;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
0,97991;0;0;0;0;0;0;0;0;0;0;0;0;-3,74413;0,0231714;0,0426812;0,0283193;0,0151502;0,56;0,0287465;0,0143231;0,56;0,0287465;-0,0208814;0,151504;0,268132;0;0;0;0;0;0;0;-0,0289835;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
1,00733;0;0;0;0;0;0;0;0;0;0;0;0;-3,74413;0,0234256;0,0405265;0,0281628;0,0214846;0,48;0,0287465;0,0206972;0,48;0,0287465;0,0206972;-0,0785506;0,152354;0;0;0;0;0;0;0;-0,0276706;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
1,04552;0;0;0;0;0;0;0;0;0;0;0;0;-3,74179;0,027401;0,0405265;0,0295727;0,0214808;0,4;0,0301263;0,0206972;0,4;0,0301263;0,0206972;-0,0785506;0,0956129;0;0;0;0;0;0;0;-0,0262505;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
1,0732;0;0;0;0;0;0;0;0;0;0;0;0;-3,74064;0,0303351;0,0405265;0,0653269;0,102062;0,32;0,0674121;0,100697;0,32;0,0674121;0,10603;-0,0785506;0,146687;0;0;0;0;0;0;0;-0,0205672;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
1,11122;0;0;0;0;0;0;0;0;0;0;0;0;-3,73949;0,0303351;0,0492124;0,0280689;0,106593;0,24;0,0301263;0,10603;0,24;0,0301263;0,10603;0,0616648;0,174377;0;0;0;0;0;0;0;-0,0193527;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
1,13881;0;0;0;0;0;0;0;0;0;0;0;0;-3,73949;0,0303351;0,0515578;-0,00382604;0,105979;0,160119;-0,00197136;0,10603;0,160119;-0,00197136;0,10603;0,160119;0,173217;0;0;0;0;0;0;0;-0,0174958;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
1,17143;0;0;0;0;0;0;0;0;0;0;0;0;-3,73949;0,0238572;0,0515578;-0,00226174;0,0260064;0,080119;-0,00197136;0,02603;0,080119;-0,00197136;-0,0750516;0,0616648;0,087908;0;0;0;0;0;0;0;-0,0111603;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
1,20552;0;0;0;0;0;0;0;0;0;0;0;0;-3,73879;0,0221045;0,050338;0,0234769;-0,0537793;0,0692787;0,0230351;-0,05397;0,0692787;0,0230351;-0,0750516;0,0692787;0,068907;0;0;0;0;0;0;0;-0,00820037;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
1,24259;0;0;0;0;0;0;0;0;0;0;0;0;-3,73725;0,0221045;0,0479763;0,0229149;0,0205392;-0,0107213;0,0230351;0,0204043;-0,0107213;0,0230351;0,0204043;-0,245189;0,0867628;0;0;0;0;0;0;0;-0,00587355;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
1,27108;0;0;0;0;0;0;0;0;0;0;0;0;-3,73676;0,0221045;0,050338;0,0154229;0,0204537;0,0692787;0,0154882;0,0204043;0,0692787;0,0154882;0,0204043;0,0692787;0,118709;0;0;0;0;0;0;0;-0,00319828;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
1,30494;0;0;0;0;0;0;0;0;0;0;0;0;-3,73668;0,00678747;0,0406979;0,0152234;-0,0596639;-0,0107213;0,0154882;-0,0595957;-0,0107213;0,0154882;-0,189595;-0,260093;0,121087;0;0;0;0;0;0;0;0,0044409;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
1,33703;0;0;0;0;0;0;0;0;0;0;0;0;-3,73483;0,00678747;0,0366079;-0,00178416;-0,139585;0,0692787;-0,000493897;-0,139596;0,0692787;-0,000493897;-0,189595;0,138505;0,158802;0;0;0;0;0;0;0;0,00924311;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
1,37431;0;0;0;0;0;0;0;0;0;0;0;0;-3,73482;0,00769597;0,0366079;0,0567602;-0,0601229;0,138505;0,0573135;-0,0595957;0,138505;0,0573135;0,22828;0,138505;0,113248;0;0;0;0;0;0;0;0,00924311;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
1,40301;0;0;0;0;0;0;0;0;0;0;0;0;-3,73201;0,0253214;0,0377239;0,0282422;0,0201286;0,138505;0,0280437;0,0204043;0,138505;0,0280437;0,22828;0,138505;0,21121;0;0;0;0;0;0;0;0,00979425;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
1,43773;0;0;0;0;0;0;0;0;0;0;0;0;-3,7314;0,0273923;0,0503524;0,0291121;0,1001;0,218505;0,0280437;0,100404;0,218505;0,0280437;0,285455;0,36882;0,243141;0;0;0;0;0;0;0;0,0106576;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
1,46887;0;0;0;0;0;0;0;0;0;0;0;0;-3,7312;0,0352321;0,0616593;0,0282732;0,0200851;0,138505;0,0280437;0,0204043;0,138505;0,0280437;0,00444467;-0,0149239;0,180969;0;0;0;0;0;0;0;0,011335;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
1,50865;0;0;0;0;0;0;0;0;0;0;0;0;-3,7314;0,0353705;0,0616593;-0,00445627;0,100472;0,0585047;-0,00578851;0,100404;0,0585047;-0,00578851;0,161755;-0,0149239;0,157972;0;0;0;0;0;0;0;0,0132641;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
1,53548;0;0;0;0;0;0;0;0;0;0;0;0;-3,72915;0,0353705;0,0553669;0,0725458;0,0193537;-0,0214953;0,0722574;0,0204043;-0,0214953;0,0722574;0,00444467;-0,11709;0,128223;0;0;0;0;0;0;0;0,0145096;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
1,57031;0;0;0;0;0;0;0;0;0;0;0;0;-3,72826;0,0302428;0,0553669;-0,00406206;0,011039;-0,101495;-0,00427975;0,0109564;-0,101495;-0,00427975;0,0109564;-0,11709;0,158829;0;0;0;0;0;0;0;0,0197935;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
1,60169;0;0;0;0;0;0;0;0;0;0;0;0;-3,72824;0,0302428;0,0688181;0,00105626;0,0109349;-0,0214953;0,0008027;0,0109564;-0,0214953;0,0008027;0,0109564;0,0860757;0,162048;0;0;0;0;0;0;0;0,0231639;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
1,62606;0;0;0;0;0;0;0;0;0;0;0;0;-3,72824;0,0302428;0,0688181;0,00105626;0,0109349;-0,0214953;0,0008027;0,0109564;-0,0214953;0,0008027;0,0109564;0,0860757;0,162048;0;0;0;0;0;0;0;0,0231639;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
1,6359;0;0;0;0;0;0;0;0;0;0;0;0;-3,72824;0,0302428;0,0688181;0,00105626;0,0109349;-0,0214953;0,0008027;0,0109564;-0,0214953;0,0008027;0,0109564;0,0860757;0,162048;0;0;0;0;0;0;0;0,0231639;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
1,64011;0;0;0;0;0;0;0;0;0;0;0;0;-3,72826;0,0318268;0,0688181;-0,00401408;0,0110565;0,0585047;-0,00427975;0,0109564;0,0585047;-0,00427975;0,0109564;0,0860757;0,129815;0;0;0;0;0;0;0;0,0241368;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
1,64589;0;0;0;0;0;0;0;0;0;0;0;0;-3,72826;0,0318268;0,0688181;-0,00401408;0,0110565;0,0585047;-0,00427975;0,0109564;0,0585047;-0,00427975;0,0109564;0,0860757;0,129815;0;0;0;0;0;0;0,0335103;0,0241368;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
1,65594;0;0;0;0;0;0;0;0;0;0;0;0;-3,72826;0,0318268;0,0688181;-0,00401408;0,0110565;0,0585047;-0,00427975;0,0109564;0,0585047;-0,00427975;0,0109564;0,0860757;0,129815;0;0;0;0;0;0;0,0342085;0,0241368;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
1,66591;0;0;0;0;0;0;0;0;0;0;0;0;-3,72826;0,0318268;0,0688181;-0,00401408;0,0110565;0,0585047;-0,00427975;0,0109564;0,0585047;-0,00427975;0,0109564;0,0860757;0,129815;0;0;0;0;0;0,000349066;0,0350811;0,0241368;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
1,66922;0;0;0;0;0;0;0;0;0;0;0;0;-3,73003;0,0338226;0,0558489;0,0026244;0,0677179;-0,0238842;0,0008027;0,0685592;-0,0214953;0,0008027;0,0685592;-0,0291481;-0,0371967;0;0;0;0;0;0,000349066;0,0350811;0,0264689;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
1,67593;0;0;0;0;0;0;0;0;0;0;0;0;-3,73003;0,0338226;0,0558489;0,0026244;0,0677179;-0,0238842;0,0008027;0,0685592;-0,0214953;0,0008027;0,0685592;-0,0291481;-0,0371967;0;0;0;0;0;0,000523599;0,0354302;0,0264689;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
1,68593;0;0;0;0;0;0;0;0;0;0;0;0;-3,73003;0,0338226;0,0558489;0,0026244;0,0677179;-0,0238842;0,0008027;0,0685592;-0,0214953;0,0008027;0,0685592;-0,0291481;-0,0371967;0;0;0;0;0;0,000698132;0,0363028;0,0264689;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
1,69592;0;0;0;0;0;0;0;0;0;0;0;0;-3,73003;0,0338226;0,0558489;0,0026244;0,0677179;-0,0238842;0,0008027;0,0685592;-0,0214953;0,0008027;0,0685592;-0,0291481;-0,0371967;0;0;0;0;0;0,0010472;0,037001;0,0264689;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
1,70106;0;0;0;0;0;0;0;0;0;0;0;0;-3,73003;0,0318268;0,0550003;0,00964788;-0,0154538;-0,100983;0,00986;-0,0114408;-0,101495;0,00986;-0,0621307;-0,407891;-0,0833236;0;0;0;0;0;0,0010472;0,037001;0,0275082;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
1,70591;0;0;0;0;0;0;0;0;0;0;0;0;-3,73003;0,0318268;0,0550003;0,00964788;-0,0154538;-0,100983;0,00986;-0,0114408;-0,101495;0,00986;-0,0621307;-0,407891;-0,0833236;0;0;0;0;0;0,00139626;0,0375246;0,0275082;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
1,71601;0;0;0;0;0;0;0;0;0;0;0;0;-3,73003;0,0318268;0,0550003;0,00964788;-0,0154538;-0,100983;0,00986;-0,0114408;-0,101495;0,00986;-0,0621307;-0,407891;-0,0833236;0;0;0;0;0;0,00174533;0,0376991;0,0275082;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
1,72593;0;0;0;0;0;0;0;0;0;0;0;0;-3,73003;0,0318268;0,0550003;0,00964788;-0,0154538;-0,100983;0,00986;-0,0114408;-0,101495;0,00986;-0,0621307;-0,407891;-0,0833236;0;0;0;0;0;0,00226893;0,0378736;0,0275082;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
1,73396;0;0;0;0;0;0;0;0;0;0;0;0;-3,72971;0,0194246;0,0404632;0,0248388;-0,0987713;-0,168867;0,0275088;-0,0914408;-0,172542;0,0275088;-0,316564;-0,172542;-0,0790975;0;0;0;0;0;0,00226893;0,0378736;0,0333184;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
1,73598;0;0;0;0;0;0;0;0;0;0;0;0;-3,72971;0,0194246;0,0404632;0,0248388;-0,0987713;-0,168867;0,0275088;-0,0914408;-0,172542;0,0275088;-0,316564;-0,172542;-0,0790975;0;0;0;0;0;0,00279253;0,0380482;0,0333184;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
1,74595;0;0;0;0;0;0;0;0;0;0;0;0;-3,72971;0,0194246;0,0404632;0,0248388;-0,0987713;-0,168867;0,0275088;-0,0914408;-0,172542;0,0275088;-0,316564;-0,172542;-0,0790975;0;0;0;0;0;0,00314159;0,0380482;0,0333184;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
1,75593;0;0;0;0;0;0;0;0;0;0;0;0;-3,72971;0,0194246;0,0404632;0,0248388;-0,0987713;-0,168867;0,0275088;-0,0914408;-0,172542;0,0275088;-0,316564;-0,172542;-0,0790975;0;0;0;0;0;0,00349066;0,0382227;0,0333184;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
1,76595;0;0;0;0;0;0;0;0;0;0;0;0;-3,72971;0,0194246;0,0404632;0,0248388;-0,0987713;-0,168867;0,0275088;-0,0914408;-0,172542;0,0275088;-0,316564;-0,172542;-0,0790975;0;0;0;0;0;0,00383972;0,0382227;0,0333184;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
1,77017;0;0;0;0;0;0;0;0;0;0;0;0;-3,72881;0,0127192;0,0404632;0,021904;-0,178794;-0,165748;0,0275088;-0,171441;-0,172542;0,0275088;-0,316564;-0,172542;-0,0273748;0;0;0;0;0;0,00383972;0,0382227;0,036457;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
1,77587;0;0;0;0;0;0;0;0;0;0;0;0;-3,72881;0,0127192;0,0404632;0,021904;-0,178794;-0,165748;0,0275088;-0,171441;-0,172542;0,0275088;-0,316564;-0,172542;-0,0273748;0;0;0;0;0;0,00418879;0,0380482;0,036457;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
1,78594;0;0;0;0;0;0;0;0;0;0;0;0;-3,72881;0,0127192;0,0404632;0,021904;-0,178794;-0,165748;0,0275088;-0,171441;-0,172542;0,0275088;-0,316564;-0,172542;-0,0273748;0;0;0;0;0;0,00436332;0,0380482;0,036457;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
1,79593;0;0;0;0;0;0;0;0;0;0;0;0;-3,72881;0,0127192;0,0404632;0,021904;-0,178794;-0,165748;0,0275088;-0,171441;-0,172542;0,0275088;-0,316564;-0,172542;-0,0273748;0;0;0;0;0;0,00488692;0,0380482;0,036457;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
1,80005;0;0;0;0;0;0;0;0;0;0;0;0;-3,72761;0,0127192;0,0465853;0,0249956;-0,0988758;-0,168783;0,0275088;-0,0914408;-0,172542;0,0275088;0,102591;-0,172542;0,14142;0;0;0;0;0;0,00488692;0,0380482;0,0365097;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
1,80594;0;0;0;0;0;0;0;0;0;0;0;0;-3,72761;0,0127192;0,0465853;0,0249956;-0,0988758;-0,168783;0,0275088;-0,0914408;-0,172542;0,0275088;0,102591;-0,172542;0,14142;0;0;0;0;0;0,00558505;0,0376991;0,0365097;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
1,81599;0;0;0;0;0;0;0;0;0;0;0;0;-3,72761;0,0127192;0,0465853;0,0249956;-0,0988758;-0,168783;0,0275088;-0,0914408;-0,172542;0,0275088;0,102591;-0,172542;0,14142;0;0;0;0;0;0,00628319;0,0375246;0,0365097;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
1,82595;0;0;0;0;0;0;0;0;0;0;0;0;-3,72761;0,0127192;0,0465853;0,0249956;-0,0988758;-0,168783;0,0275088;-0,0914408;-0,172542;0,0275088;0,102591;-0,172542;0,14142;0;0;0;0;0;0,00645772;0,03735;0,0365097;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
1,83587;0;0;0;0;0;0;0;0;0;0;0;0;-3,72761;0,0127192;0,0465853;0,0249956;-0,0988758;-0,168783;0,0275088;-0,0914408;-0,172542;0,0275088;0,102591;-0,172542;0,14142;0;0;0;0;0;0,00645772;0,03735;0,0365097;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
1,83762;0;0;0;0;0;0;0;0;0;0;0;0;-3,72706;0,0178794;0,0528514;0,0331828;-0,0160758;-0,0917933;0,0330248;-0,0114408;-0,0925419;0,0330248;0,17271;0,304578;0,169688;0;0;0;0;0;0,00645772;0,03735;0,036457;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
1,84594;0;0;0;0;0;0;0;0;0;0;0;0;-3,72706;0,0178794;0,0528514;0,0331828;-0,0160758;-0,0917933;0,0330248;-0,0114408;-0,0925419;0,0330248;0,17271;0,304578;0,169688;0;0;0;0;0;0,00645772;0,03735;0,036457;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
