time 	e1	e2	ctrlpitch	ctrlroll	ctrlthrust	ctrlyaw	edx	edy	edz	cumulx	cumuly	cumulz	x	y	z	xk	yk	zk	dxr	dyr	dzr	dxk	dyk	dzk	dxd	dyd	dzd	pitch	roll	yaw	kpvx	kpvy	kpvz	kivx	kivy	kivz	kdvx	kdvy	kdvz	ktg	veld	pitchoff	ke1	ke2	gravity
0.125505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-850	650	-500	-0	0	-10	0	0	0	-0.4	0.2	170	-1	-1	2561	
0.161246	0	0	0	0	0	0	0	0	0	0	0	0	-4.20411	0	0	-1.02377	0	0	0	0	0	-5.48928	0.0620718	0	0	0	0	0	0	0.0113073	-850	650	-500	-0	0	-10	0	0	0	-0.4	0.2	170	-1	-1	2561	
0.188437	0	0	0	0	0	0	0	0	0	0	0	0	-4.20411	-0.00721849	-0.620137	-1.85397	-0.00168448	-0.0239186	0.0621185	-2.20228	-5.40801	-7.44514	0.13354	-0.10729	0	0	0	0	0	0.0192216	-850	650	-500	-0	0	-10	0	0	0	-0.4	0.2	170	-1	-1	2561	
0.226118	0	0	0	0	0	0	0	0	0	0	0	0	-4.2004	-0.142647	-0.714243	-2.5875	-0.0088056	-0.0597527	0.0108274	-2.20313	-4.27734	-8.51052	0.322725	-0.230941	0	0	0	0	0	0.042506	-850	650	-500	-0	0	-10	0	0	0	-0.4	0.2	170	-1	-1	2561	
0.258981	0	0	0	0	0	0	0	0	0	0	0	0	-4.19556	-0.142647	-0.790444	-3.1363	-0.0143357	-0.107233	0.386181	1.68393	-4.27734	-8.97131	0.342366	-0.374413	0	0	0	0	0	0.042506	-850	650	-500	-0	0	-10	0	0	0	-0.4	0.2	170	-1	-1	2561	
0.290611	0	0	0	0	0	0	0	0	0	0	0	0	-4.16415	-0.0868252	-0.808218	-3.55055	-0.0158499	-0.159918	-0.0348095	3.40406	-0.561886	-8.99255	0.223892	-0.502456	0	0	0	0	0	0.0274851	-850	650	-500	-0	0	-10	0	0	0	-0.4	0.2	170	-1	-1	2561	
0.3235	0	0	0	0	0	0	0	0	0	0	0	0	-4.16415	0.169221	-0.808218	-3.87653	0.00404931	-0.219914	-0.154307	8.09577	-0.561886	-8.575	0.148803	-0.644346	0	0	0	0	0	0.00677495	-850	650	-500	-0	0	-10	0	0	0	-0.4	0.2	170	-1	-1	2561	
0.352743	0	0	0	0	0	0	0	0	0	0	0	0	-4.1716	0.169221	-0.808218	-4.09329	0.0280641	-0.282419	-0.383453	8.08815	-0.561886	-7.93234	0.0250271	-0.784263	0	0	0	0	0	-0.0215409	-850	650	-500	-0	0	-10	0	0	0	-0.4	0.2	170	-1	-1	2561	
0.394141	0	0	0	0	0	0	0	0	0	0	0	0	-4.1716	0.0887095	-0.802339	-4.30222	0.0185494	-0.357567	0.604391	-13.4721	0.427886	-6.55213	0.0390456	-0.911592	0	0	0	0	0	0.00677495	-850	650	-500	-0	0	-10	0	0	0	-0.4	0.2	170	-1	-1	2561	
0.419114	0	0	0	0	0	0	0	0	0	0	0	0	-4.1716	-0.226933	-0.784626	-4.34791	-0.0255185	-0.417391	-0.113868	-13.4851	0.427886	-5.54019	0.105891	-1.02216	0	0	0	0	0	0.0600511	-850	650	-500	-0	0	-10	0	0	0	-0.4	0.2	170	-1	-1	2561	
0.455869	0	0	0	0	0	0	0	0	0	0	0	0	-4.1708	-0.226933	-0.780437	-4.40867	-0.0340308	-0.487915	1.27576	9.62781	0.427886	-4.28207	0.147184	-1.11791	0	0	0	0	0	0.0600511	-850	650	-500	-0	0	-10	0	0	0	-0.4	0.2	170	-1	-1	2561	
0.486847	0	0	0	0	0	0	0	0	0	0	0	0	-4.18267	0.13304	-0.71866	-4.42011	0.000916707	-0.543137	-0.605362	9.67567	0.16778	-3.44636	0.00334386	-1.17501	0	0	0	0	0	-0.0229613	-850	650	-500	-0	0	-10	0	0	0	-0.4	0.2	170	-1	-1	2561	
0.523771	0	0	0	0	0	0	0	0	0	0	0	0	-4.18267	0.13304	-0.635126	-4.42449	0.0167466	-0.582792	-0.358911	-1.05574	3.95318	-2.5858	0.0305629	-1.12054	0	0	0	0	0	-0.0229613	-850	650	-500	-0	0	-10	0	0	0	-0.4	0.2	170	-1	-1	2561	
0.554256	0	0	0	0	0	0	0	0	0	0	0	0	-4.19927	0.0943726	-0.69259	-4.40535	0.0254008	-0.63031	-0.354341	-1.5086	-2.69632	-1.96134	0.0566452	-1.18533	0	0	0	0	0	-0.0190778	-850	650	-500	-0	0	-10	0	0	0	-0.4	0.2	170	-1	-1	2561	
0.585191	0	0	0	0	0	0	0	0	0	0	0	0	-4.19927	0.0485883	-0.69259	-4.37912	0.0276998	-0.672037	0.304351	-1.33196	-1.95444	-1.36317	0.0677208	-1.20371	0	0	0	0	0	-0.0105147	-850	650	-500	-0	0	-10	0	0	0	-0.4	0.2	170	-1	-1	2561	
0.62175	0	0	0	0	0	0	0	0	0	0	0	0	-4.19674	0.0162669	-0.726394	-4.35309	0.0252331	-0.719112	0.304351	-1.33196	-1.95444	-0.859486	0.0456866	-1.2176	0	0	0	0	0	-0.0105147	-850	650	-500	-0	0	-10	0	0	0	-0.4	0.2	170	-1	-1	2561	
0.652876	0	0	0	0	0	0	0	0	0	0	0	0	-4.19029	0.0162669	-0.726394	-4.3207	0.0258978	-0.748328	0.244928	0.249207	0.728658	-0.503202	0.0486746	-1.17446	0	0	0	0	0	-0.0157464	-850	650	-500	-0	0	-10	0	0	0	-0.4	0.2	170	-1	-1	2561	
0.686951	0	0	0	0	0	0	0	0	0	0	0	0	-4.189	0.0561612	-0.726394	-4.29184	0.0351265	-0.774867	0.213075	1.28842	0.728658	-0.227245	0.0834925	-1.12318	0	0	0	0	0	-0.0278126	-850	650	-500	-0	0	-10	0	0	0	-0.4	0.2	170	-1	-1	2561	
0.719976	0	0	0	0	0	0	0	0	0	0	0	0	-4.189	0.175131	-0.72884	-4.26585	0.0619606	-0.794534	0.165268	1.29542	1.01672	-0.0423056	0.165141	-1.05978	0	0	0	0	0	-0.064813	-850	650	-500	-0	0	-10	0	0	0	-0.4	0.2	170	-1	-1	2561	
0.749879	0	0	0	0	0	0	0	0	0	0	0	0	-4.18939	0.175131	-0.72884	-4.24951	0.0827741	-0.806786	-0.530184	-0.130578	1.04253	-0.0141642	0.206709	-0.99258	0	0	0	0	0	-0.064813	-850	650	-500	-0	0	-10	0	0	0	-0.4	0.2	170	-1	-1	2561	
0.792128	0	0	0	0	0	0	0	0	0	0	0	0	-4.20363	-0.101155	-0.697664	-4.24013	0.0596568	-0.816153	-0.538323	-0.091404	2.61334	-0.00185052	0.11276	-0.868376	0	0	0	0	0	0.00847976	-850	650	-500	-0	0	-10	0	0	0	-0.4	0.2	170	-1	-1	2561	
0.816475	0	0	0	0	0	0	0	0	0	0	0	0	-4.20546	-0.121133	0.202351	-4.23297	0.0316124	-0.67021	-0.326774	-0.816434	1.04253	0.0214474	0.0182605	-0.39071	0	0	0	0	0	0.0159473	-850	650	-500	-0	0	-10	0	0	0	-0.4	0.2	170	-1	-1	2561	
0.857981	0	0	0	0	0	0	0	0	0	0	0	0	-4.21126	-0.119609	0.237879	-4.22636	0.00770964	-0.531609	-0.0247221	0.0370564	0.855325	0.0559125	-0.0494432	0.0576787	0	0	0	0	0	0.0151763	-850	650	-500	-0	0	-10	0	0	0	-0.4	0.2	170	-1	-1	2561	
0.886039	0	0	0	0	0	0	0	0	0	0	0	0	-4.21231	-0.119609	0.237879	-4.22192	-0.0135028	-0.404663	-0.0247221	0.0370564	0.855325	0.0645499	-0.103895	0.412962	0	0	0	0	0	0.0151763	-850	650	-500	-0	0	-10	0	0	0	-0.4	0.2	170	-1	-1	2561	
0.915738	0	0	0	0	0	0	0	0	0	0	0	0	-4.21231	-0.105286	0.24746	-4.21852	-0.0289894	-0.289503	-0.0192474	0.511106	0.855325	0.0660784	-0.132152	0.706925	0	0	0	0	0	0.0114789	-850	650	-500	-0	0	-10	0	0	0	-0.4	0.2	170	-1	-1	2561	
0.954756	0	0	0	0	0	0	0	0	0	0	0	0	-4.20668	-0.105286	0.263654	-4.21267	-0.0440596	-0.175061	0.150402	0.509158	0.746037	0.0945058	-0.154041	0.952784	0	0	0	0	0	0.0114789	-850	650	-500	-0	0	-10	0	0	0	-0.4	0.2	170	-1	-1	2561	
0.981877	0	0	0	0	0	0	0	0	0	0	0	0	-4.20166	-0.168519	0.276568	-4.20747	-0.0659145	-0.081321	0.155043	0.405226	0.688083	0.107487	-0.201139	1.1413	0	0	0	0	0	0.0257762	-850	650	-500	-0	0	-10	0	0	0	-0.4	0.2	170	-1	-1	2561	
1.0169	0	0	0	0	0	0	0	0	0	0	0	0	-4.20104	-0.179614	0.29523	-4.20349	-0.0978576	0.0127495	-0.0707005	-3.18028	0.746037	0.0935054	-0.305634	1.29136	0	0	0	0	0	0.0291312	-850	650	-500	-0	0	-10	0	0	0	-0.4	0.2	170	-1	-1	2561	
1.05144	0	0	0	0	0	0	0	0	0	0	0	0	-4.20089	-0.242164	0.315348	-4.20077	-0.128179	0.0985779	0.0405456	0.407665	0.688083	0.0763858	-0.348306	1.40219	0	0	0	0	0	0.0454993	-850	650	-500	-0	0	-10	0	0	0	-0.4	0.2	170	-1	-1	2561	
1.0854	0	0	0	0	0	0	0	0	0	0	0	0	-4.20089	-0.242164	0.315348	-4.19904	-0.139596	0.169632	0.301632	6.14195	-0.6434	0.067762	-0.277106	1.44915	0	0	0	0	0	0.0454993	-850	650	-500	-0	0	-10	0	0	0	-0.4	0.2	170	-1	-1	2561	
1.11308	0	0	0	0	0	0	0	0	0	0	0	0	-4.20644	0.0168343	0.293504	-4.20037	-0.104759	0.216146	-0.159483	6.14763	-1.81587	0.0523549	-0.101478	1.44227	0	0	0	0	0	-0.0147684	-850	650	-500	-0	0	-10	0	0	0	-0.4	0.2	170	-1	-1	2561	
1.15044	0	0	0	0	0	0	0	0	0	0	0	0	-4.20834	0.0614294	0.293504	-4.20202	-0.0757602	0.269311	-0.119539	1.90433	-0.6434	0.0233127	-0.00108628	1.42566	0	0	0	0	0	-0.0266889	-850	650	-500	-0	0	-10	0	0	0	-0.4	0.2	170	-1	-1	2561	
1.18272	0	0	0	0	0	0	0	0	0	0	0	0	-4.20835	0.0614294	0.310786	-4.20383	-0.0541223	0.31297	-0.062798	-0.221177	0.677444	0.00368737	0.0502731	1.41701	0	0	0	0	0	-0.0266889	-850	650	-500	-0	0	-10	0	0	0	-0.4	0.2	170	-1	-1	2561	
1.21793	0	0	0	0	0	0	0	0	0	0	0	0	-4.20847	0.0266285	0.310786	-4.20502	-0.0400922	0.352551	0.00428641	-0.21938	0.677444	-0.00125068	0.0804676	1.38281	0	0	0	0	0	-0.0200779	-850	650	-500	-0	0	-10	0	0	0	-0.4	0.2	170	-1	-1	2561	
1.24365	0	0	0	0	0	0	0	0	0	0	0	0	-4.20847	-0.00556017	0.332655	-4.20582	-0.036208	0.377725	0.0296611	-1.25133	0.677444	-0.00312602	0.0726742	1.34954	0	0	0	0	0	-0.0120381	-850	650	-500	-0	0	-10	0	0	0	-0.4	0.2	170	-1	-1	2561	
1.28424	0	0	0	0	0	0	0	0	0	0	0	0	-4.20847	-0.00556017	0.344186	-4.20652	-0.0289427	0.417177	0.0150308	-0.0360567	1.06452	-0.00489654	0.0858326	1.30496	0	0	0	0	0	-0.0120381	-850	650	-500	-0	0	-10	0	0	0	-0.4	0.2	170	-1	-1	2561	
1.31212	0	0	0	0	0	0	0	0	0	0	0	0	-4.21839	-0.00703117	0.378251	-4.21077	-0.0268206	0.440823	-0.131574	-1.2532	1.06452	-0.0404415	0.070986	1.26827	0	0	0	0	0	-0.0115109	-850	650	-500	-0	0	-10	0	0	0	-0.4	0.2	170	-1	-1	2561	
