time ;e1;e2;ctrlpitch;ctrlroll;ctrlthrust;ctrlyaw;edx;edy;edz;cumulx;cumuly;cumulz;x;y;z;dxr;dyr;dzr;dxrT;dyrT;dzrT;dxrUn;dyrUn;dzrUn;dxrDerf;dyrDer;dzrDer;dxd;dyd;dzd;pitch;roll;yaw;yawd;eyaw;kpvx;kpvy;kpvz;kivx;kivy;kivz;kdvx;kdvy;kdvz;ktg;veld;pitchoff;ke1;ke2;gravity
1,63746;0;0;0;0;0;0;0;0;0;0;0;0;-2,25043;-0,00666701;0,905648;0,00139194;-0,00639364;-0,0065977;0,00148989;-0,00637153;-0,0065977;0,00148989;-0,00637153;-0,0065977;-inf;0;0;0;0;0;0;0;0,0153463;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
1,63853;0;0;0;0;0;0;0;0;0;0;0;0;-2,25043;-0,00666701;0,905648;0,00139194;-0,00639364;-0,0065977;0,00148989;-0,00637153;-0,0065977;0,00148989;-0,00637153;-0,0065977;-inf;0;0;0;0;0;0;0;0,0153463;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
1,64859;0;0;0;0;0;0;0;0;0;0;0;0;-2,25043;-0,00666701;0,905648;0,00139194;-0,00639364;-0,0065977;0,00148989;-0,00637153;-0,0065977;0,00148989;-0,00637153;-0,0065977;-inf;0;0;0;0;0;0,0951204;0,0109956;0,0153463;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
1,65867;0;0;0;0;0;0;0;0;0;0;0;0;-2,25043;-0,00666701;0,905648;0,00139194;-0,00639364;-0,0065977;0,00148989;-0,00637153;-0,0065977;0,00148989;-0,00637153;-0,0065977;-inf;0;0;0;0;0;0,0951204;0,0109956;0,0153463;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
1,66853;0;0;0;0;0;0;0;0;0;0;0;0;-2,25043;-0,00666701;0,905648;0,00139194;-0,00639364;-0,0065977;0,00148989;-0,00637153;-0,0065977;0,00148989;-0,00637153;-0,0065977;-inf;0;0;0;0;0;0,095295;0,0109956;0,0153463;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
1,67359;0;0;0;0;0;0;0;0;0;0;0;0;-2,25043;-0,00686004;0,907012;-0,00305328;-0,00876993;0,0461944;0,00148989;-0,00925538;0,0461765;0,00148989;-0,00925538;0,0461765;inf;0;0;0;0;0;0,095295;0,0109956;0,0154672;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
1,67863;0;0;0;0;0;0;0;0;0;0;0;0;-2,25043;-0,00686004;0,907012;-0,00305328;-0,00876993;0,0461944;0,00148989;-0,00925538;0,0461765;0,00148989;-0,00925538;0,0461765;inf;0;0;0;0;0;0,095295;0,0111701;0,0154672;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
1,68862;0;0;0;0;0;0;0;0;0;0;0;0;-2,25043;-0,00686004;0,907012;-0,00305328;-0,00876993;0,0461944;0,00148989;-0,00925538;0,0461765;0,00148989;-0,00925538;0,0461765;inf;0;0;0;0;0;0,095295;0,0111701;0,0154672;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
1,69857;0;0;0;0;0;0;0;0;0;0;0;0;-2,25043;-0,00686004;0,907012;-0,00305328;-0,00876993;0,0461944;0,00148989;-0,00925538;0,0461765;0,00148989;-0,00925538;0,0461765;inf;0;0;0;0;0;0,0954695;0,0111701;0,0154672;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
1,70856;0;0;0;0;0;0;0;0;0;0;0;0;-2,25109;-0,00686004;0,907671;-0,0114642;-0,00607044;0,0127276;-0,010108;-0,00637153;0,013693;-0,010108;-0,00637153;0,013693;inf;0;0;0;0;0;0,0954695;0,0113446;0,0154672;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
1,70866;0;0;0;0;0;0;0;0;0;0;0;0;-2,25109;-0,00686004;0,907671;-0,0114642;-0,00607044;0,0127276;-0,010108;-0,00637153;0,013693;-0,010108;-0,00637153;0,013693;inf;0;0;0;0;0;0,0954695;0,0113446;0,0154672;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
1,7186;0;0;0;0;0;0;0;0;0;0;0;0;-2,25109;-0,00686004;0,907671;-0,0114642;-0,00607044;0,0127276;-0,010108;-0,00637153;0,013693;-0,010108;-0,00637153;0,013693;inf;0;0;0;0;0;0,0954695;0,0113446;0,0154672;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
1,72862;0;0;0;0;0;0;0;0;0;0;0;0;-2,25109;-0,00686004;0,907671;-0,0114642;-0,00607044;0,0127276;-0,010108;-0,00637153;0,013693;-0,010108;-0,00637153;0,013693;inf;0;0;0;0;0;0,095644;0,0113446;0,0154672;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
1,73854;0;0;0;0;0;0;0;0;0;0;0;0;-2,25109;-0,00686004;0,907671;-0,0114642;-0,00607044;0,0127276;-0,010108;-0,00637153;0,013693;-0,010108;-0,00637153;0,013693;inf;0;0;0;0;0;0,095644;0,0113446;0,0154672;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
1,74352;0;0;0;0;0;0;0;0;0;0;0;0;-2,25144;-0,00628105;0,907671;-0,0112259;0,00969663;0,0125697;-0,010108;0,00940065;0,013693;-0,010108;0,00940065;0,013693;inf;0;0;0;0;0;0,095644;0,0113446;0,0152204;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
1,74858;0;0;0;0;0;0;0;0;0;0;0;0;-2,25144;-0,00628105;0,907671;-0,0112259;0,00969663;0,0125697;-0,010108;0,00940065;0,013693;-0,010108;0,00940065;0,013693;inf;0;0;0;0;0;0,0954695;0,0113446;0,0152204;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
1,75857;0;0;0;0;0;0;0;0;0;0;0;0;-2,25144;-0,00628105;0,907671;-0,0112259;0,00969663;0,0125697;-0,010108;0,00940065;0,013693;-0,010108;0,00940065;0,013693;inf;0;0;0;0;0;0,0954695;0,0115192;0,0152204;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
1,76856;0;0;0;0;0;0;0;0;0;0;0;0;-2,25144;-0,00628105;0,907671;-0,0112259;0,00969663;0,0125697;-0,010108;0,00940065;0,013693;-0,010108;0,00940065;0,013693;inf;0;0;0;0;0;0,0954695;0,0115192;0,0152204;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
1,77159;0;0;0;0;0;0;0;0;0;0;0;0;-2,25148;-0,00628105;0,907622;-0,00733453;0,00935337;-0,0158885;-0,00894944;0,00940065;-0,0150087;-0,00894944;0,00940065;-0,0150087;inf;0;0;0;0;0;0,0954695;0,0115192;0,0152204;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
1,77863;0;0;0;0;0;0;0;0;0;0;0;0;-2,25148;-0,00628105;0,907622;-0,00733453;0,00935337;-0,0158885;-0,00894944;0,00940065;-0,0150087;-0,00894944;0,00940065;-0,0150087;inf;0;0;0;0;0;0,095295;0,0116937;0,0152204;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
1,78864;0;0;0;0;0;0;0;0;0;0;0;0;-2,25148;-0,00628105;0,907622;-0,00733453;0,00935337;-0,0158885;-0,00894944;0,00940065;-0,0150087;-0,00894944;0,00940065;-0,0150087;inf;0;0;0;0;0;0,095295;0,0116937;0,0152204;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
1,79861;0;0;0;0;0;0;0;0;0;0;0;0;-2,25148;-0,00628105;0,907622;-0,00733453;0,00935337;-0,0158885;-0,00894944;0,00940065;-0,0150087;-0,00894944;0,00940065;-0,0150087;inf;0;0;0;0;0;0,095295;0,0116937;0,0152204;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
1,80471;0;0;0;0;0;0;0;0;0;0;0;0;-2,25173;-0,00692137;0,907622;-0,00733394;0,00935372;-0,0158886;-0,00894944;0,00940065;-0,0150087;-0,00894944;0,00940065;-0,0150087;inf;0;0;0;0;0;0,095295;0,0116937;0,0155725;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
1,80855;0;0;0;0;0;0;0;0;0;0;0;0;-2,25173;-0,00692137;0,907622;-0,00733394;0,00935372;-0,0158886;-0,00894944;0,00940065;-0,0150087;-0,00894944;0,00940065;-0,0150087;inf;0;0;0;0;0;0,095295;0,0116937;0,0155725;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
1,81868;0;0;0;0;0;0;0;0;0;0;0;0;-2,25173;-0,00692137;0,907622;-0,00733394;0,00935372;-0,0158886;-0,00894944;0,00940065;-0,0150087;-0,00894944;0,00940065;-0,0150087;inf;0;0;0;0;0;0,095295;0,0116937;0,0155725;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
1,82861;0;0;0;0;0;0;0;0;0;0;0;0;-2,25173;-0,00692137;0,907622;-0,00733394;0,00935372;-0,0158886;-0,00894944;0,00940065;-0,0150087;-0,00894944;0,00940065;-0,0150087;inf;0;0;0;0;0;0,095295;0,0116937;0,0155725;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
1,83859;0;0;0;0;0;0;0;0;0;0;0;0;-2,25173;-0,00692137;0,907622;-0,00733394;0,00935372;-0,0158886;-0,00894944;0,00940065;-0,0150087;-0,00894944;0,00940065;-0,0150087;inf;0;0;0;0;0;0,095295;0,0116937;0,0155725;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
1,84002;0;0;0;0;0;0;0;0;0;0;0;0;-2,25202;-0,00692137;0,90879;-0,00959005;0,0203206;0,00933478;-0,00894944;0,0200731;0,0104408;-0,00894944;0,0200731;0,0104408;inf;0;0;0;0;0;0,095295;0,0116937;0,0155725;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
