time ;e1;e2;ctrlpitch;ctrlroll;ctrlthrust;ctrlyaw;edx;edy;edz;cumulx;cumuly;cumulz;x;y;z;dxr;dyr;dzr;dxrT;dyrT;dzrT;dxrUn;dyrUn;dzrUn;dxrDerf;dyrDer;dzrDer;dxd;dyd;dzd;pitch;roll;yaw;yawd;eyaw;kpvx;kpvy;kpvz;kivx;kivy;kivz;kdvx;kdvy;kdvz;ktg;veld;pitchoff;ke1;ke2;gravity
0,544942;0;0;0;0;0;0;0;0;0;0;0;0;-4,19686;0,398977;-0,0505458;0,377416;0,375762;-0,0307974;0,461148;0,266426;-0,0307974;0,532467;0,266426;2,63161;-inf;0;0;0;0;0;0;0;-0,259307;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
0,586471;0;0;0;0;0;0;0;0;0;0;0;0;-4,18924;0,391859;-0,0505458;0,468382;0,314475;0,0492026;0,532467;0,186426;0,0492026;0,532467;-1,88064;2,63161;-inf;0;0;0;0;0;0;0;-0,254499;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
0,610993;0;0;0;0;0;0;0;0;0;0;0;0;-4,15675;0,285545;-0,0505458;0,466936;0,369425;0,129203;0,532467;0,266426;0,129203;0,532467;0,266426;2,63161;-inf;0;0;0;0;0;0;0;-0,205397;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
0,652117;0;0;0;0;0;0;0;0;0;0;0;0;-4,1508;0,285545;-0,0604672;0,376844;0,432374;0,209203;0,457108;0,346426;0,209203;0,457108;1,0141;4,12642;-inf;0;0;0;0;0;0;0;-0,205397;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
0,677344;0;0;0;0;0;0;0;0;0;0;0;0;-4,132;0,285545;-0,0604672;0,365223;0,507345;0,289203;0,457108;0,426426;0,289203;0,457108;1,0141;4,12642;-inf;0;0;0;0;0;0;0;-0,196173;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
0,715345;0;0;0;0;0;0;0;0;0;0;0;0;-4,11895;0,345347;-0,0604672;0,41187;0,595625;0,369203;0,517628;0,506426;0,369203;0,517628;1,45429;4,12642;-inf;0;0;0;0;0;0;0;-0,191344;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
0,745853;0;0;0;0;0;0;0;0;0;0;0;0;-4,07598;0,345761;0,00351129;0,429773;0,514852;0,449203;0,517628;0,426426;0,449203;0,517628;-2,6416;4,35564;-inf;0;0;0;0;0;0;0;-0,186131;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
0,783856;0;0;0;0;0;0;0;0;0;0;0;0;-4,07598;0,345761;0,00351129;0,376065;0,412436;0,529203;0,437628;0,346426;0,529203;0,272964;-2,6416;0,622788;-inf;0;0;0;0;0;0;0;-0,161895;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
0,810102;0;0;0;0;0;0;0;0;0;0;0;0;-4,15717;0,13885;0,0200653;0,312972;0,317694;0,609203;0,357628;0,266426;0,609203;0,19306;-2,6416;0,622788;inf;0;0;0;0;0;0;0;-0,152604;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
0,847091;0;0;0;0;0;0;0;0;0;0;0;0;-4,15717;0,13885;0,0223801;0,246062;0,226462;0,529203;0,277628;0,186426;0,529203;0,0629741;-0,370079;0,0625899;inf;0;0;0;0;0;0;0;-0,152604;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
0,879997;0;0;0;0;0;0;0;0;0;0;0;0;-4,15485;0,13813;0,0200653;0,179812;0,134354;0,449203;0,197628;0,106426;0,449203;0,19306;-0,370079;-0,271087;inf;0;0;0;0;0;0;0;-0,147718;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
0,91377;0;0;0;0;0;0;0;0;0;0;0;0;-4,14233;0,13813;0,0223801;0,271126;0,0653163;0,369203;0,277628;0,0264259;0,369203;0,38066;-0,438511;0,0625899;inf;0;0;0;0;0;0;0;-0,141504;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
0,944676;0;0;0;0;0;0;0;0;0;0;0;0;-4,11938;0,123306;0,0241013;0,361545;-0,00730021;0,289203;0,357628;-0,0535741;0,289203;0,38066;-0,438511;-0,439959;-inf;0;0;0;0;0;0;0;-0,128509;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
0,977132;0;0;0;0;0;0;0;0;0;0;0;0;-4,11771;0,121507;0,0405216;0,32597;-0,0927341;0,369203;0,311471;-0,133574;0,369203;0,311471;-0,266106;0,78347;-inf;0;0;0;0;0;0;0;-0,127963;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
1,01275;0;0;0;0;0;0;0;0;0;0;0;0;-4,1076;0,121507;0,0364462;0,258066;-0,0267285;0,289203;0,252832;-0,0582078;0,289203;0,252832;-0,0582078;-0,367098;-inf;0;0;0;0;0;0;0;-0,123076;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
1,04641;0;0;0;0;0;0;0;0;0;0;0;0;-4,09859;0,112872;0,0495233;0,326023;-0,0991197;0,369203;0,311471;-0,138208;0,369203;0,311471;-0,266106;0,542308;-inf;0;0;0;0;0;0;0;-0,122477;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
1,07464;0;0;0;0;0;0;0;0;0;0;0;0;-4,08709;0,110108;0,0429264;0,364434;-0,177655;0,289203;0,3417;-0,218208;0,289203;0,3417;-0,283449;-0,367098;-inf;0;0;0;0;0;0;0;-0,114732;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
1,11342;0;0;0;0;0;0;0;0;0;0;0;0;-4,07462;0,102102;0,0429264;0,370493;-0,244617;0,209203;0,3417;-0,283449;0,209203;0,3417;-0,283449;-0,168692;-inf;0;0;0;0;0;0;0;-0,108942;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
1,13958;0;0;0;0;0;0;0;0;0;0;0;0;-4,06798;0,0988571;0,0429264;0,440772;-0,157932;0,129203;0,4217;-0,203449;0,129203;0,441552;-0,138053;-0,168692;-inf;0;0;0;0;0;0;0;-0,105453;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
1,17692;0;0;0;0;0;0;0;0;0;0;0;0;-4,05453;0,0967482;0,0400286;0,356627;-0,0875139;0,0492026;0,345836;-0,123449;0,0492026;0,345836;-0,095339;-0,168692;-inf;0;0;0;0;0;0;0;-0,102222;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
1,20952;0;0;0;0;0;0;0;0;0;0;0;0;-4,04162;0,0975817;0,0400286;0,348429;-0,00933308;-0,0307974;0,345836;-0,0434489;-0,0307974;0,345836;0,07008;-0,255276;-inf;0;0;0;0;0;0;0;-0,0982001;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
1,23813;0;0;0;0;0;0;0;0;0;0;0;0;-4,03227;0,0952971;0,0400286;0,353456;-0,0613246;-0,110797;0,345836;-0,095339;-0,110797;0,345836;-0,095339;-0,255276;-inf;0;0;0;0;0;0;0;-0,0972058;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
1,2748;0;0;0;0;0;0;0;0;0;0;0;0;-4,02139;0,0840092;0,0280218;0,297932;-0,106184;-0,190797;0,286867;-0,133215;-0,190797;0,286867;-0,133215;-0,336227;-inf;0;0;0;0;0;0;0;-0,0923776;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
1,3085;0;0;0;0;0;0;0;0;0;0;0;0;-4,01247;0,0813521;0,0403516;0,351188;-0,102163;-0,110797;0,340623;-0,133215;-0,110797;0,340623;-0,133215;0,451305;-inf;0;0;0;0;0;0;0;-0,0897097;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
1,34387;0;0;0;0;0;0;0;0;0;0;0;0;-4,00099;0,0813521;0,0458233;0,288015;-0,0275756;-0,0307974;0,284396;-0,0532147;-0,0307974;0,284396;0,0661098;0,0935773;-inf;0;0;0;0;0;0;0;-0,0895229;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
1,36927;0;0;0;0;0;0;0;0;0;0;0;0;-3,99093;0,0866654;0,0458233;0,298767;0,0537112;0,0492026;0,302373;0,0267853;0,0492026;0,302373;0,150264;0,0935773;-inf;0;0;0;0;0;0;0;-0,0895229;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
1,40841;0;0;0;0;0;0;0;0;0;0;0;0;-3,98325;0,0866654;0,0360503;0,291615;0,133391;0,0935773;0,302373;0,106785;0,0935773;0,302373;0,150264;0,0935773;-inf;0;0;0;0;0;0;0;-0,0895229;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
1,44132;0;0;0;0;0;0;0;0;0;0;0;0;-3,9712;0,0831077;0,0360503;0,29889;0,0530251;0,0448197;0,302373;0,0267853;0,0448197;0,302373;-0,195912;0,0448197;-inf;0;0;0;0;0;0;0;-0,0872268;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
1,47546;0;0;0;0;0;0;0;0;0;0;0;0;-3,96692;0,0786433;0,0375257;0,311256;-0,0269244;0,12482;0,307853;-0,0532147;0,12482;0,307853;-0,195912;0,165651;-inf;0;0;0;0;0;0;0;-0,0848786;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
1,50298;0;0;0;0;0;0;0;0;0;0;0;0;-3,95452;0,0766585;0,0431797;0,37344;-0,101975;0,165651;0,36347;-0,133215;0,165651;0,36347;-0,160134;0,165651;-inf;0;0;0;0;0;0;0;-0,0847361;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
1,54114;0;0;0;0;0;0;0;0;0;0;0;0;-3,94411;0,0742355;0,0431797;0,375497;-0,129441;0,165651;0,36347;-0,160134;0,165651;0,36347;-0,160134;0,165651;-inf;0;0;0;0;0;0;0;-0,0830201;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
1,57326;0;0;0;0;0;0;0;0;0;0;0;0;-3,93026;0,0687917;0,0307533;0,38956;-0,129796;0,245651;0,378103;-0,160134;0,245651;0,378103;-0,160134;0,380857;-inf;0;0;0;0;0;0;0;-0,078998;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
1,6065;0;0;0;0;0;0;0;0;0;0;0;0;-3,90874;0,0632685;0,0307533;0,378448;-0,18129;0,325651;0,363019;-0,210489;0,325651;0,363019;-0,210489;0,362221;-inf;0;0;0;0;0;0;0;-0,0787199;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
1,61999;0;0;0;0;0;0;0;0;0;0;0;0;-3,90874;0,0632685;0,0307533;0,378448;-0,18129;0,325651;0,363019;-0,210489;0,325651;0,363019;-0,210489;0,362221;-inf;0;0;0;0;0;0;0;-0,0787199;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
1,62978;0;0;0;0;0;0;0;0;0;0;0;0;-3,90874;0,0632685;0,0307533;0,378448;-0,18129;0,325651;0,363019;-0,210489;0,325651;0,363019;-0,210489;0,362221;-inf;0;0;0;0;0;0;0;-0,0787199;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
1,63623;0;0;0;0;0;0;0;0;0;0;0;0;-3,90636;0,0655808;0,0427917;0,292174;-0,108451;0,362221;0,283019;-0,130489;0,362221;0,0732704;0,127338;0,362221;-inf;0;0;0;0;0;0;0;-0,0765915;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
1,63984;0;0;0;0;0;0;0;0;0;0;0;0;-3,90636;0,0655808;0,0427917;0,292174;-0,108451;0,362221;0,283019;-0,130489;0,362221;0,0732704;0,127338;0,362221;-inf;0;0;0;0;0;0,0469494;-0,00733038;-0,0765915;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
1,64985;0;0;0;0;0;0;0;0;0;0;0;0;-3,90636;0,0655808;0,0427917;0,292174;-0,108451;0,362221;0,283019;-0,130489;0,362221;0,0732704;0,127338;0,362221;-inf;0;0;0;0;0;0,0467748;-0,00680678;-0,0765915;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
1,65985;0;0;0;0;0;0;0;0;0;0;0;0;-3,90636;0,0655808;0,0427917;0,292174;-0,108451;0,362221;0,283019;-0,130489;0,362221;0,0732704;0,127338;0,362221;-inf;0;0;0;0;0;0,0464258;-0,00645772;-0,0765915;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
1,66983;0;0;0;0;0;0;0;0;0;0;0;0;-3,90636;0,0655808;0,0427917;0,292174;-0,108451;0,362221;0,283019;-0,130489;0,362221;0,0732704;0,127338;0,362221;-inf;0;0;0;0;0;0,0464258;-0,00628319;-0,0765915;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
1,67237;0;0;0;0;0;0;0;0;0;0;0;0;-3,90418;0,0629092;0,0451927;0,194735;-0,0600318;0,291201;0,203019;-0,0738789;0,282221;0,0732704;-0,0738789;0,200073;-inf;0;0;0;0;0;0,0464258;-0,00628319;-0,0762405;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
1,67985;0;0;0;0;0;0;0;0;0;0;0;0;-3,90418;0,0629092;0,0451927;0,194735;-0,0600318;0,291201;0,203019;-0,0738789;0,282221;0,0732704;-0,0738789;0,200073;-inf;0;0;0;0;0;0,0462512;-0,00610865;-0,0762405;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
1,68993;0;0;0;0;0;0;0;0;0;0;0;0;-3,90418;0,0629092;0,0451927;0,194735;-0,0600318;0,291201;0,203019;-0,0738789;0,282221;0,0732704;-0,0738789;0,200073;-inf;0;0;0;0;0;0,0460767;-0,00628319;-0,0762405;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
1,69985;0;0;0;0;0;0;0;0;0;0;0;0;-3,90418;0,0629092;0,0451927;0,194735;-0,0600318;0,291201;0,203019;-0,0738789;0,282221;0,0732704;-0,0738789;0,200073;-inf;0;0;0;0;0;0,0460767;-0,00663225;-0,0762405;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
1,70805;0;0;0;0;0;0;0;0;0;0;0;0;-3,89214;0,0629092;0,0451927;0,118712;-0,0659238;0,207477;0,123019;-0,0738789;0,202221;0,0732704;-0,0738789;0,0807865;-inf;0;0;0;0;0;0,0460767;-0,00663225;-0,0742755;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
1,71048;0;0;0;0;0;0;0;0;0;0;0;0;-3,89214;0,0629092;0,0451927;0,118712;-0,0659238;0,207477;0,123019;-0,0738789;0,202221;0,0732704;-0,0738789;0,0807865;-inf;0;0;0;0;0;0,0462512;-0,00733038;-0,0742755;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
1,71984;0;0;0;0;0;0;0;0;0;0;0;0;-3,89214;0,0629092;0,0451927;0,118712;-0,0659238;0,207477;0,123019;-0,0738789;0,202221;0,0732704;-0,0738789;0,0807865;-inf;0;0;0;0;0;0,0464258;-0,00767945;-0,0742755;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
1,72987;0;0;0;0;0;0;0;0;0;0;0;0;-3,89214;0,0629092;0,0451927;0,118712;-0,0659238;0,207477;0,123019;-0,0738789;0,202221;0,0732704;-0,0738789;0,0807865;-inf;0;0;0;0;0;0,0467748;-0,00890118;-0,0742755;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
1,73592;0;0;0;0;0;0;0;0;0;0;0;0;-3,89178;0,0568786;0,0436891;0,201732;-0,0607219;0,131263;0,203019;-0,0738789;0,122221;0,260698;-0,0738789;0,0611164;-inf;0;0;0;0;0;0,0467748;-0,00890118;-0,0697451;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
1,73985;0;0;0;0;0;0;0;0;0;0;0;0;-3,89178;0,0568786;0,0436891;0,201732;-0,0607219;0,131263;0,203019;-0,0738789;0,122221;0,260698;-0,0738789;0,0611164;-inf;0;0;0;0;0;0,0472984;-0,0101229;-0,0697451;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
1,74981;0;0;0;0;0;0;0;0;0;0;0;0;-3,89178;0,0568786;0,0436891;0,201732;-0,0607219;0,131263;0,203019;-0,0738789;0,122221;0,260698;-0,0738789;0,0611164;-inf;0;0;0;0;0;0,047473;-0,0109956;-0,0697451;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
1,75985;0;0;0;0;0;0;0;0;0;0;0;0;-3,89178;0,0568786;0,0436891;0,201732;-0,0607219;0,131263;0,203019;-0,0738789;0,122221;0,260698;-0,0738789;0,0611164;-inf;0;0;0;0;0;0,0476475;-0,0122173;-0,0697451;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
1,76881;0;0;0;0;0;0;0;0;0;0;0;0;-3,88452;0,0549525;0,0419856;0,265295;-0,0925451;0,0537929;0,260698;-0,109971;0,0422213;0,260698;-0,109971;-0,0660165;-inf;0;0;0;0;0;0,0476475;-0,0122173;-0,0684561;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
1,76988;0;0;0;0;0;0;0;0;0;0;0;0;-3,88452;0,0549525;0,0419856;0,265295;-0,0925451;0,0537929;0,260698;-0,109971;0,0422213;0,260698;-0,109971;-0,0660165;-inf;0;0;0;0;0;0,047822;-0,0139626;-0,0684561;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
1,77989;0;0;0;0;0;0;0;0;0;0;0;0;-3,88452;0,0549525;0,0419856;0,265295;-0,0925451;0,0537929;0,260698;-0,109971;0,0422213;0,260698;-0,109971;-0,0660165;-inf;0;0;0;0;0;0,047822;-0,015708;-0,0684561;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
1,78983;0;0;0;0;0;0;0;0;0;0;0;0;-3,88452;0,0549525;0,0419856;0,265295;-0,0925451;0,0537929;0,260698;-0,109971;0,0422213;0,260698;-0,109971;-0,0660165;-inf;0;0;0;0;0;0,0476475;-0,0165806;-0,0684561;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
1,79984;0;0;0;0;0;0;0;0;0;0;0;0;-3,88452;0,0549525;0,0419856;0,265295;-0,0925451;0,0537929;0,260698;-0,109971;0,0422213;0,260698;-0,109971;-0,0660165;-inf;0;0;0;0;0;0,0476475;-0,0181514;-0,0684561;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
1,8056;0;0;0;0;0;0;0;0;0;0;0;0;-3,87236;0,0539845;0,0436891;0,258881;-0,0143949;0,073281;0,260698;-0,0299709;0,0611164;0,260698;0,0195077;0,0611164;-inf;0;0;0;0;0;0,0476475;-0,0181514;-0,0646636;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
1,8098;0;0;0;0;0;0;0;0;0;0;0;0;-3,87236;0,0539845;0,0436891;0,258881;-0,0143949;0,073281;0,260698;-0,0299709;0,0611164;0,260698;0,0195077;0,0611164;-inf;0;0;0;0;0;0,0471239;-0,0200713;-0,0646636;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
1,81984;0;0;0;0;0;0;0;0;0;0;0;0;-3,87236;0,0539845;0,0436891;0,258881;-0,0143949;0,073281;0,260698;-0,0299709;0,0611164;0,260698;0,0195077;0,0611164;-inf;0;0;0;0;0;0,0462512;-0,0216421;-0,0646636;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
1,82982;0;0;0;0;0;0;0;0;0;0;0;0;-3,87236;0,0539845;0,0436891;0,258881;-0,0143949;0,073281;0,260698;-0,0299709;0,0611164;0,260698;0,0195077;0,0611164;-inf;0;0;0;0;0;0,0455531;-0,0225147;-0,0646636;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
1,83529;0;0;0;0;0;0;0;0;0;0;0;0;-3,86791;0,0532658;0,0486104;0,272339;-0,0957591;0,15156;0,272583;-0,109971;0,141116;0,272583;-0,109971;0,192432;-inf;0;0;0;0;0;0,0455531;-0,0225147;-0,0639629;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
1,83997;0;0;0;0;0;0;0;0;0;0;0;0;-3,86791;0,0532658;0,0486104;0,272339;-0,0957591;0,15156;0,272583;-0,109971;0,141116;0,272583;-0,109971;0,192432;-inf;0;0;0;0;0;0,0443314;-0,0237365;-0,0639629;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
1,84982;0;0;0;0;0;0;0;0;0;0;0;0;-3,86791;0,0532658;0,0486104;0,272339;-0,0957591;0,15156;0,272583;-0,109971;0,141116;0,272583;-0,109971;0,192432;-inf;0;0;0;0;0;0,0429351;-0,0247837;-0,0639629;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
