time 	e1	e2	ctrlpitch	ctrlroll	ctrlthrust	ctrlyaw	edx	edy	edz	cumulx	cumuly	cumulz	x	y	z	xk	yk	zk	dx	dy	dz	dxd	dyd	dzd	dxk	dyk	dzk	pitch	roll	yaw	kpvx	kpvy	kpvz	kivx	kivy	kivz	kdvx	kdvy	kdvz	ktg	veld	pitchoff	ke1	ke2	gravity
18.0345	-1.79105	-0.0104023	-96	-24	2575	-14	0.266862	-0.0240582	-0.0290786	2.19771	-0.0932861	0.0161663	-3.87145	0.0314888	0.00997438	-3.87733	0.0324129	0.0104023	-0.204261	0.181271	0.45729	-0.0668617	0.0240582	0.0290786	0.2	0	0	-0.125664	-0.00575959	0.00979521	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
18.0444	-1.79424	-0.012056	-94	-25	2577	-14	0.264708	-0.0257129	-0.0339425	2.20036	-0.093543	0.0158271	-3.87145	0.0314888	0.00997438	-3.87833	0.0333485	0.012056	-0.143063	0.1805	0.480259	-0.0647077	0.0257129	0.0339425	0.2	0	0	-0.126711	-0.00575959	0.00979521	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
18.0545	-1.79536	-0.0136155	-85	-26	2579	-14	0.255407	-0.0267588	-0.037318	2.20293	-0.0938122	0.0154517	-3.87145	0.0314888	0.00997438	-3.8786	0.0341694	0.0136155	-0.0786018	0.178956	0.495472	-0.0554072	0.0267588	0.037318	0.2	0	0	-0.128456	-0.00593412	0.00979521	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
18.057	-1.80463	-0.017165	-101	-18	2585	-17	0.271104	-0.018593	-0.0487075	2.2036	-0.0938584	0.0153309	-3.88252	0.0291821	0.0226327	-3.8821	0.0333227	0.017165	-0.122202	-0.268958	0.497706	-0.0711044	0.018593	0.0487075	0.2	0	0	-0.128456	-0.00593412	0.0119664	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
18.0645	-1.81075	-0.0204057	-99	-11	2588	-17	0.269253	-0.0116107	-0.0561948	2.20562	-0.0939457	0.0149084	-3.88252	0.0291821	0.0226327	-3.88446	0.0324066	0.0204057	-0.0602647	-0.270674	0.508022	-0.0692529	0.0116107	0.0561948	0.2	0	0	-0.129154	-0.00628319	0.0119664	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
18.0746	-1.81375	-0.0233274	-88	-5	2591	-17	0.258065	-0.00528592	-0.0608074	2.20822	-0.0939988	0.014297	-3.88252	0.0291821	0.0226327	-3.8857	0.0314599	0.0233274	0.00254995	-0.273056	0.51031	-0.0580654	0.00528592	0.0608074	0.2	0	0	-0.129329	-0.00610865	0.0119664	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
18.0845	-1.81403	-0.0259234	-70	0	2592	-17	0.240432	0.000456908	-0.063018	2.2106	-0.0939943	0.013673	-3.88252	0.0291821	0.0226327	-3.88596	0.0305041	0.0259234	0.065014	-0.276154	0.504475	-0.0404317	-0.000456908	0.063018	0.2	0	0	-0.129154	-0.00610865	0.0119664	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
18.0945	-1.81206	-0.0281905	-49	5	2592	-17	0.219628	0.00574297	-0.0634405	2.2128	-0.0939367	0.0130374	-3.88252	0.0291821	0.0226327	-3.88541	0.0295551	0.0281905	0.125735	-0.279915	0.490735	-0.0196275	-0.00574297	0.0634405	0.2	0	0	-0.128282	-0.00610865	0.0119664	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
18.0955	-1.8178	-0.0312936	-76	16	2596	-25	0.246971	0.0166893	-0.0709943	2.21306	-0.0939191	0.0129622	-3.88832	0.0132074	0.0308449	-3.88807	0.0259685	0.0312936	-0.13495	-0.267609	0.409523	-0.0469715	-0.0166893	0.0709943	0.2	0	0	-0.128282	-0.00610865	0.0167992	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
18.1045	-1.8219	-0.0340276	-81	26	2598	-25	0.251229	0.0261447	-0.0744703	2.2153	-0.0936859	0.012298	-3.88832	0.0132074	0.0308449	-3.89008	0.0226824	0.0340276	-0.086408	-0.268036	0.422168	-0.051229	-0.0261447	0.0744703	0.2	0	0	-0.12706	-0.00645772	0.0167992	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
18.1145	-1.82383	-0.0364097	-75	34	2598	-25	0.245661	0.0342014	-0.0755339	2.21777	-0.0933421	0.0115387	-3.88832	0.0132074	0.0308449	-3.89125	0.0196964	0.0364097	-0.0369697	-0.269319	0.428527	-0.0456612	-0.0342014	0.0755339	0.2	0	0	-0.126362	-0.00645772	0.0167992	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
18.1212	-1.82976	-0.0370964	-87	37	2594	-25	0.257152	0.0378305	-0.0681335	2.21949	-0.0930897	0.0110841	-3.89312	0.0132074	0.0308449	-3.89375	0.0173208	0.0370964	-0.163355	-0.143912	-0.164788	-0.0571518	-0.0378305	0.0681335	0.2	0	0	-0.126362	-0.00645772	0.0167992	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
18.1245	-1.83481	-0.0374921	-94	40	2591	-25	0.264077	0.0406947	-0.061945	2.22036	-0.0929542	0.010878	-3.89312	0.0132074	0.0308449	-3.89588	0.0152474	0.0374921	-0.185146	-0.140199	-0.143583	-0.0640771	-0.0406947	0.061945	0.2	0	0	-0.126013	-0.00663225	0.0167992	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
18.1344	-1.83902	-0.0376804	-98	42	2588	-25	0.268386	0.0428311	-0.0556725	2.22303	-0.0925292	0.0103255	-3.89312	0.0132074	0.0308449	-3.89766	0.0134532	0.0376804	-0.203971	-0.136256	-0.11992	-0.068386	-0.0428311	0.0556725	0.2	0	0	-0.125489	-0.00680678	0.0167992	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
18.1445	-1.84248	-0.0377089	-100	43	2585	-25	0.27098	0.0438763	-0.0496205	2.22576	-0.0920869	0.00982534	-3.89312	0.0132074	0.0308449	-3.89913	0.0119165	0.0377089	-0.219587	-0.132156	-0.0941669	-0.0709801	-0.0438763	0.0496205	0.2	0	0	-0.12514	-0.00698132	0.0167992	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
18.1544	-1.84528	-0.0376208	-103	43	2582	-25	0.27331	0.0438295	-0.0440999	2.22847	-0.0916515	0.00938726	-3.89312	0.0132074	0.0308449	-3.90033	0.0106222	0.0376208	-0.231772	-0.127986	-0.0667259	-0.0733103	-0.0438295	0.0440999	0.2	0	0	-0.124791	-0.00698132	0.0167992	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
18.1638	-1.84881	-0.0371953	-98	41	2579	-24	0.268115	0.0418383	-0.0364486	2.23097	-0.0912616	0.00904752	-3.89668	0.0172261	0.0308449	-3.90166	0.0101803	0.0371953	-0.16301	-0.14391	-0.165132	-0.0681147	-0.0418383	0.0364486	0.2	0	0	-0.124791	-0.00698132	0.016189	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
18.1644	-1.85156	-0.0366971	-97	39	2575	-24	0.267234	0.0391702	-0.0301595	2.23115	-0.091235	0.00902707	-3.89668	0.0172261	0.0308449	-3.90268	0.00987752	0.0366971	-0.184461	-0.140273	-0.14439	-0.0672341	-0.0391702	0.0301595	0.2	0	0	-0.123918	-0.00680678	0.016189	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
18.1744	-1.85389	-0.0361649	-97	36	2573	-24	0.267586	0.0360539	-0.0246171	2.23383	-0.0908751	0.00878132	-3.89668	0.0172261	0.0308449	-3.90354	0.00970187	0.0361649	-0.202933	-0.136466	-0.121432	-0.0675863	-0.0360539	0.0246171	0.2	0	0	-0.122348	-0.00663225	0.016189	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
18.1845	-1.85591	-0.035627	-98	33	2570	-24	0.268341	0.033172	-0.0198056	2.23652	-0.0905417	0.00858229	-3.89668	0.0172261	0.0308449	-3.90426	0.00963964	0.035627	-0.218219	-0.132575	-0.0967224	-0.068341	-0.033172	0.0198056	0.2	0	0	-0.120428	-0.00610865	0.016189	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
18.1888	-1.86086	-0.0332237	-95	14	2565	-20	0.265647	0.0148568	-0.00825377	2.23766	-0.0904779	0.00854684	-3.90086	0.0267371	0.0226339	-3.90553	0.0129407	0.0332237	-0.169519	0.511243	-0.299337	-0.0656472	-0.0148568	0.00825377	0.2	0	0	-0.120428	-0.00610865	0.0137495	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
18.1945	-1.86524	-0.0309779	-97	0	2560	-20	0.267303	-0.000137726	0.000492767	2.2392	-0.0904787	0.00854967	-3.90086	0.0267371	0.0226339	-3.90659	0.0161652	0.0309779	-0.196968	0.515166	-0.274804	-0.0673029	0.000137726	-0.000492767	0.2	0	0	-0.119381	-0.00593412	0.0137495	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
18.2046	-1.86929	-0.0289252	-99	-13	2557	-20	0.269675	-0.0131596	0.00762088	2.24191	-0.0906109	0.0086262	-3.90086	0.0267371	0.0226339	-3.90756	0.0192512	0.0289252	-0.220806	0.519087	-0.247997	-0.0696751	0.0131596	-0.00762088	0.2	0	0	-0.117635	-0.00506145	0.0137495	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
18.2145	-1.87307	-0.0270809	-102	-24	2554	-20	0.272239	-0.024353	0.0131292	2.2446	-0.0908518	0.00875607	-3.90086	0.0267371	0.0226339	-3.90844	0.022171	0.0270809	-0.240891	0.522998	-0.21944	-0.072239	0.024353	-0.0131292	0.2	0	0	-0.11589	-0.00418879	0.0137495	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
18.2245	-1.87657	-0.0254559	-104	-33	2552	-20	0.274815	-0.0337962	0.0173296	2.24735	-0.0911899	0.00892947	-3.90086	0.0267371	0.0226339	-3.90925	0.0249049	0.0254559	-0.257084	0.526826	-0.189925	-0.0748154	0.0337962	-0.0173296	0.2	0	0	-0.113795	-0.00296706	0.0137495	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
18.2276	-1.87765	-0.0216636	-94	-28	2544	-20	0.264249	-0.0283485	0.0336651	2.24819	-0.0912803	0.00903679	-3.90271	0.0242946	0.0157563	-3.90957	0.0252739	0.0216636	-0.210814	-0.140847	-0.724168	-0.0642487	0.0283485	-0.0336651	0.2	0	0	-0.113795	-0.00296706	0.0138041	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
18.2344	-1.87954	-0.0181668	-99	-24	2538	-20	0.269741	-0.0246531	0.0443192	2.25003	-0.0914478	0.00933799	-3.90271	0.0242946	0.0157563	-3.91022	0.0254709	0.0181668	-0.29262	-0.136466	-0.696024	-0.0697413	0.0246531	-0.0443192	0.2	0	0	-0.112399	-0.0020944	0.0138041	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
18.2446	-1.88268	-0.015023	-112	-21	2534	-20	0.282138	-0.0212931	0.0519465	2.25288	-0.0916633	0.00986358	-3.90271	0.0242946	0.0157563	-3.91131	0.0255497	0.015023	-0.369076	-0.131839	-0.659622	-0.0821383	0.0212931	-0.0519465	0.2	0	0	-0.109956	-0.000872665	0.0138041	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
18.2544	-1.88696	-0.0122529	-128	-17	2532	-20	0.298477	-0.0179154	0.0571274	2.25583	-0.0918403	0.0104281	-3.90271	0.0242946	0.0157563	-3.91283	0.0255356	0.0122529	-0.439392	-0.126624	-0.616117	-0.0984773	0.0179154	-0.0571274	0.2	0	0	-0.107338	-0.000174533	0.0138041	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
18.255	-1.88815	-0.00664903	-103	-21	2523	-19	0.273916	-0.0219901	0.0745003	2.25598	-0.0918525	0.0104693	-3.90573	0.0289884	-0.00162855	-3.91301	0.0270154	0.00664903	-0.160618	0.172821	-0.729967	-0.0739155	0.0219901	-0.0745003	0.2	0	0	-0.107338	-0.000174533	0.0129871	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
18.2644	-1.88952	-0.00163053	-102	-24	2517	-19	0.272449	-0.0247901	0.0860058	2.25856	-0.0920869	0.0112824	-3.90573	0.0289884	-0.00162855	-3.91328	0.0283588	0.00163053	-0.233795	0.174769	-0.709446	-0.0724488	0.0247901	-0.0860058	0.2	0	0	-0.10472	0.000174533	0.0129871	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
18.2745	-1.89192	0.00279508	-108	-27	2514	-19	0.278645	-0.0270848	0.0937046	2.26134	-0.0923579	0.01222	-3.90573	0.0289884	-0.00162855	-3.91394	0.0295579	-0.00279508	-0.303562	0.177552	-0.681794	-0.0786447	0.0270848	-0.0937046	0.2	0	0	-0.103498	0.000349066	0.0129871	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
18.2845	-1.89536	0.00663433	-119	-28	2511	-19	0.289674	-0.0287554	0.0984493	2.26424	-0.0926454	0.0132045	-3.90573	0.0289884	-0.00162855	-3.91498	0.0306218	-0.00663433	-0.368023	0.18148	-0.648184	-0.0896741	0.0287554	-0.0984493	0.2	0	0	-0.100356	0	0.0129871	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
18.2907	-1.89645	0.00753176	-102	-26	2517	-18	0.272395	-0.0264119	0.0866233	2.26596	-0.0928117	0.0137497	-3.90802	0.0289884	-0.00162855	-3.91529	0.0310871	-0.00753176	-0.0825069	0.0025097	0.430888	-0.0723952	0.0264119	-0.0866233	0.2	0	0	-0.100356	0	0.0123413	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
18.2945	-1.89566	0.00792765	-86	-24	2522	-18	0.256981	-0.024605	0.0773241	2.26693	-0.0929049	0.0140427	-3.90802	0.0289884	-0.00162855	-3.91496	0.0314287	-0.00792765	-0.0399525	0.00322272	0.436888	-0.0569808	0.024605	-0.0773241	0.2	0	0	-0.097913	-0.000698132	0.0123413	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
18.3045	-1.89356	0.00795201	-70	-22	2526	-18	0.240438	-0.0225941	0.0681619	2.26931	-0.0931289	0.0147184	-3.90802	0.0289884	-0.00162855	-3.91417	0.0316693	-0.00795201	0.00184166	0.00287327	0.43871	-0.040438	0.0225941	-0.0681619	0.2	0	0	-0.095295	-0.00191986	0.0123413	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
18.3145	-1.89044	0.00767872	-53	-20	2531	-18	0.223557	-0.0204183	0.0592385	2.27155	-0.093333	0.0153108	-3.90802	0.0289884	-0.00162855	-3.91305	0.031819	-0.00767872	0.0430025	0.0017073	0.436607	-0.0235574	0.0204183	-0.0592385	0.2	0	0	-0.0938987	-0.00261799	0.0123413	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
18.3227	-1.89772	0.00504012	-78	-18	2540	-18	0.248676	-0.0187713	0.0411678	2.27361	-0.0934887	0.0156522	-3.91634	0.0289884	0.0112271	-3.91561	0.0318869	-0.00504012	-0.134861	0.00198536	0.435021	-0.0486764	0.0187713	-0.0411678	0.2	0	0	-0.0938987	-0.00261799	0.0123413	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
18.3245	-1.90332	0.00239437	-83	-17	2547	-18	0.253524	-0.017131	0.0264891	2.27405	-0.0935186	0.0156983	-3.91634	0.0289884	0.0112271	-3.91758	0.0318953	-0.00239437	-0.094533	0.00217212	0.445526	-0.0535238	0.017131	-0.0264891	0.2	0	0	-0.0914553	-0.00331613	0.0123413	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
18.3345	-1.90682	-0.000210261	-80	-15	2553	-18	0.250112	-0.0158946	0.0139882	2.27656	-0.0936779	0.0158386	-3.91634	0.0289884	0.0112271	-3.91883	0.0318568	0.000210261	-0.0545991	0.00168134	0.452163	-0.0501116	0.0158946	-0.0139882	0.2	0	0	-0.0888373	-0.00366519	0.0123413	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
18.3444	-1.90842	-0.00273395	-71	-14	2559	-18	0.241687	-0.0143993	0.00347748	2.27896	-0.093821	0.0158731	-3.91634	0.0289884	0.0112271	-3.9194	0.0317854	0.00273395	-0.0151168	0.000448299	0.455199	-0.0416865	0.0143993	-0.00347748	0.2	0	0	-0.0869174	-0.00418879	0.0123413	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
18.3545	-1.90838	-0.00514092	-59	-12	2563	-18	0.229644	-0.0128471	-0.0052898	2.28126	-0.0939495	0.0158202	-3.91634	0.0289884	0.0112271	-3.9194	0.0316824	0.00514092	0.0239856	-0.0013497	0.454816	-0.0296436	0.0128471	0.0052898	0.2	0	0	-0.0858702	-0.00436332	0.0123413	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
18.3596	-1.9135	-0.011027	-77	-9	2575	-17	0.247123	-0.00935921	-0.0286712	2.28254	-0.093998	0.0156715	-3.91981	0.0245874	0.0278304	-3.92135	0.0308177	0.011027	-0.103722	-0.000672428	0.836214	-0.0471232	0.00935921	0.0286712	0.2	0	0	-0.0858702	-0.00436332	0.0114959	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
18.3644	-1.91651	-0.0165193	-73	-5	2583	-17	0.243855	-0.00586131	-0.0459832	2.28371	-0.0940262	0.0154505	-3.91981	0.0245874	0.0278304	-3.92254	0.0299987	0.0165193	-0.033386	-0.00330072	0.841955	-0.0438553	0.00586131	0.0459832	0.2	0	0	-0.0837758	-0.00453786	0.0114959	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
18.3746	-1.91709	-0.0215712	-62	-2	2590	-17	0.23218	-0.00266878	-0.0596209	2.28607	-0.0940533	0.0148458	-3.91981	0.0245874	0.0278304	-3.92286	0.0292234	0.0215712	0.0352383	-0.00688393	0.841858	-0.0321798	0.00266878	0.0596209	0.2	0	0	-0.0815069	-0.00471239	0.0114959	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
18.3844	-1.91553	-0.0261647	-45	0	2595	-17	0.21532	0.000153509	-0.0700635	2.28819	-0.0940518	0.0141548	-3.91981	0.0245874	0.0278304	-3.92243	0.0284931	0.0261647	0.101392	-0.0110843	0.836427	-0.0153198	-0.000153509	0.0700635	0.2	0	0	-0.0788889	-0.00453786	0.0114959	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
18.389	-1.91232	-0.0274618	-32	10	2589	-16	0.20251	0.0102639	-0.0576311	2.28912	-0.0940045	0.0138896	-3.91981	0.0190274	0.0288866	-3.92169	0.0260872	0.0274618	0.0131769	-0.310555	-0.522831	-0.00250965	-0.0102639	0.0576311	0.2	0	0	-0.0788889	-0.00453786	0.0111811	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
18.3945	-1.91	-0.0282706	-29	18	2585	-16	0.199946	0.0181663	-0.0491572	2.29022	-0.093905	0.0136203	-3.91981	0.0190274	0.0288866	-3.92123	0.0238351	0.0282706	-0.0308914	-0.308403	-0.523358	5.4278e-05	-0.0181663	0.0491572	0.2	0	0	-0.0776672	-0.00436332	0.0111811	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
18.4045	-1.90883	-0.0287223	-33	24	2581	-16	0.203278	0.02452	-0.0410273	2.29224	-0.0936617	0.0132131	-3.91981	0.0190274	0.0288866	-3.92115	0.0217597	0.0287223	-0.0733911	-0.305769	-0.520662	-0.00327796	-0.02452	0.0410273	0.2	0	0	-0.0748746	-0.00436332	0.0111811	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
18.4145	-1.90877	-0.0288811	-39	29	2577	-16	0.209755	0.0295234	-0.0332133	2.29434	-0.093366	0.0128805	-3.91981	0.0190274	0.0288866	-3.92142	0.0198701	0.0288811	-0.114462	-0.302865	-0.514919	-0.00975516	-0.0295234	0.0332133	0.2	0	0	-0.0727802	-0.00401426	0.0111811	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
18.4245	-1.90967	-0.0288049	-48	33	2573	-16	0.218734	0.0335882	-0.0258666	2.29652	-0.0930305	0.0126222	-3.91981	0.0190274	0.0288866	-3.922	0.0181686	0.0288049	-0.154708	-0.299624	-0.506222	-0.018734	-0.0335882	0.0258666	0.2	0	0	-0.0722566	-0.00383972	0.0111811	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
18.4264	-1.90552	-0.0294031	-25	26	2572	-14	0.195422	0.0263124	-0.022729	2.2969	-0.0929791	0.0125777	-3.91674	0.0245874	0.0288866	-3.92044	0.0187625	0.0294031	0.0502656	0.150632	-0.124048	0.00457777	-0.0263124	0.022729	0.2	0	0	-0.0722566	-0.00383972	0.00936657	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
18.4345	-1.90175	-0.02984	-14	20	2570	-14	0.184964	0.0204363	-0.0191575	2.29839	-0.0928146	0.0124235	-3.91674	0.0245874	0.0288866	-3.91901	0.0194412	0.02984	0.0427618	0.150576	-0.126897	0.0150364	-0.0204363	0.0191575	0.2	0	0	-0.0708604	-0.00331613	0.00936657	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
18.4445	-1.89879	-0.030121	-9	15	2568	-14	0.179788	0.0151243	-0.0157544	2.30019	-0.0926634	0.0122661	-3.91674	0.0245874	0.0288866	-3.91786	0.0201617	0.030121	0.0353013	0.150531	-0.129225	0.0202119	-0.0151243	0.0157544	0.2	0	0	-0.069115	-0.00279253	0.00936657	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
18.4532	-1.89281	-0.0276922	12	9	2559	-4	0.157974	0.00952437	0.00368359	2.30157	-0.0925802	0.0122983	-3.91489	0.0308432	0.0243779	-3.91552	0.0216443	0.0276922	0.101528	0.0341288	-0.956257	0.0420264	-0.00952437	-0.00368359	0.2	0	0	-0.069115	-0.00279253	0.00317029	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
18.4545	-1.88894	-0.0251988	13	4	2551	-4	0.156671	0.00447091	0.0181103	2.30177	-0.0925744	0.0123221	-3.91489	0.0308432	0.0243779	-3.91393	0.0230327	0.0251988	0.0370313	0.0363223	-0.960838	0.0433287	-0.00447091	-0.0181103	0.2	0	0	-0.0673697	-0.00261799	0.00317029	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
18.4645	-1.88744	-0.0227307	5	0	2545	-4	0.164953	4.08273e-05	0.030298	2.30342	-0.0925739	0.0126249	-3.91489	0.0308432	0.0243779	-3.9132	0.0243266	0.0227307	-0.0254396	0.0385533	-0.961128	0.0350469	-4.08273e-05	-0.030298	0.2	0	0	-0.0651008	-0.00244346	0.00317029	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
18.4745	-1.88808	-0.0203347	-8	-3	2540	-4	0.178896	-0.00358499	0.0406614	2.30522	-0.0926099	0.0130327	-3.91489	0.0308432	0.0243779	-3.91323	0.0255231	0.0203347	-0.0867869	0.0408063	-0.957446	0.0211043	0.00358499	-0.0406614	0.2	0	0	-0.0640536	-0.00226893	0.00317029	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
18.4845	-1.89051	-0.018048	-26	-6	2536	-4	0.196516	-0.00659004	0.0492511	2.30717	-0.0926753	0.0135219	-3.91489	0.0308432	0.0243779	-3.91391	0.0266187	0.018048	-0.145444	0.0429056	-0.950213	0.00348421	0.00659004	-0.0492511	0.2	0	0	-0.0616101	-0.00191986	0.00317029	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
18.4918	-1.88393	-0.0133775	-15	-8	2532	0	0.185769	-0.00878604	0.0572026	2.30854	-0.0927401	0.0139434	-3.90465	0.0308432	-0.00147227	-3.91143	0.0275851	0.0133775	-0.0483343	0.0322176	-0.117858	0.0142306	0.00878604	-0.0572026	0.2	0	0	-0.0616101	-0.00191986	6.44871e-05	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
18.4945	-1.87895	-0.00928104	-14	-10	2528	0	0.184094	-0.0105619	0.064005	2.30903	-0.0927681	0.0141133	-3.90465	0.0308432	-0.00147227	-3.90952	0.0284475	0.00928104	-0.0552369	0.0323809	-0.114739	0.0159056	0.0105619	-0.064005	0.2	0	0	-0.0593412	-0.00139626	6.44871e-05	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
18.5045	-1.8755	-0.0056999	-15	-11	2526	0	0.185809	-0.0118303	0.0685433	2.31088	-0.0928862	0.0147976	-3.90465	0.0308432	-0.00147227	-3.90818	0.0292119	0.0056999	-0.0617675	0.0325205	-0.111319	0.0141907	0.0118303	-0.0685433	0.2	0	0	-0.0577704	-0.00122173	6.44871e-05	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
18.5145	-1.87331	-0.00260391	-19	-12	2525	0	0.189847	-0.0127038	0.0712704	2.31278	-0.0930131	0.0155091	-3.90465	0.0308432	-0.00147227	-3.90729	0.0298818	0.00260391	-0.067977	0.0326372	-0.107604	0.0101528	0.0127038	-0.0712704	0.2	0	0	-0.0567232	-0.0010472	6.44871e-05	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
18.5202	-1.86872	-0.000587608	-9	-8	2526	1	0.179672	-0.00848522	0.068831	2.3138	-0.0930614	0.0159015	-3.90372	0.0243891	-0.00147227	-3.90578	0.0291177	0.000587608	0.0429892	-0.0668549	0.173634	0.0203278	0.00848522	-0.068831	0.2	0	0	-0.0567232	-0.0010472	-0.000789145	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
18.5245	-1.86471	0.00102185	-5	-5	2527	1	0.175102	-0.00501627	0.0659598	2.31456	-0.0930832	0.0161872	-3.90372	0.0243891	-0.00147227	-3.90448	0.0283732	-0.00102185	0.0525479	-0.067	0.170927	0.0248983	0.00501627	-0.0659598	0.2	0	0	-0.0551524	-0.0010472	-0.000789145	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
