time 	e1	e2	ctrlpitch	ctrlroll	ctrlthrust	ctrlyaw	edx	edy	edz	cumulx	cumuly	cumulz	x	y	z	xk	yk	zk	dx	dy	dz	dxd	dyd	dzd	dxk	dyk	dzk	pitch	roll	yaw	kpvx	kpvy	kpvz	kivx	kivy	kivz	kdvx	kdvy	kdvz	ktg	veld	pitchoff	ke1	ke2	gravity
35.1442	-2.16407	-0.454326	-63	-17	2569	159	0.233029	-0.0179083	-0.0122826	4.3228	-0.0924026	-0.263679	-1.0964	-0.798758	0.449195	-1.09497	-0.791578	0.454326	0	0	0	-0.0330294	0.0179083	0.0122826	0.2	0	0	-0.120079	-0.00610865	-0.1063	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
35.1542	-2.16249	-0.45385	-59	-14	2568	159	0.22938	-0.0145001	-0.00905947	4.3251	-0.0925482	-0.26377	-1.0964	-0.798758	0.449195	-1.09584	-0.792299	0.45385	0	0	0	-0.0293797	0.0145001	0.00905947	0.2	0	0	-0.122697	-0.00593412	-0.1063	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
35.1583	-2.16173	-0.453379	-56	-11	2566	159	0.226762	-0.0114716	-0.00619963	4.32603	-0.092595	-0.263795	-1.0964	-0.798758	0.449195	-1.0964	-0.793	0.453379	0	0	0	-0.0267625	0.0114716	0.00619963	0.2	0	0	-0.122697	-0.00593412	-0.1063	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
35.1643	-2.16152	-0.452919	-52	-8	2565	159	0.222924	-0.00889769	-0.00358822	4.32736	-0.092648	-0.263817	-1.0964	-0.798758	0.449195	-1.09676	-0.793672	0.452919	0	0	0	-0.0229239	0.00889769	0.00358822	0.2	0	0	-0.125489	-0.00558505	-0.1063	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
35.1742	-2.16173	-0.452479	-49	-6	2564	159	0.219114	-0.00667684	-0.00134886	4.32954	-0.0927145	-0.26383	-1.0964	-0.798758	0.449195	-1.09696	-0.79431	0.452479	0	0	0	-0.0191144	0.00667684	0.00134886	0.2	0	0	-0.12898	-0.00471239	-0.1063	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
35.1842	-2.16223	-0.452063	-45	-4	2563	159	0.21541	-0.00463211	0.000655107	4.33169	-0.0927606	-0.263823	-1.0964	-0.798758	0.449195	-1.09703	-0.79491	0.452063	0	0	0	-0.0154102	0.00463211	-0.000655107	0.2	0	0	-0.131947	-0.00401426	-0.1063	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
35.1885	-2.22803	-0.456146	5	-28	2558	112	0.0448195	-0.0283842	0.0110467	4.33188	-0.0928833	-0.263776	-1.01899	-0.775121	0.473937	-1.07225	-0.791232	0.456146	0.368395	0.127872	0.0858793	0.15518	0.0283842	-0.0110467	0.2	0	0	-0.131947	-0.00401426	-0.0748609	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
35.1943	-2.28349	-0.459752	55	-43	2555	112	-0.0427443	-0.043567	0.0153751	4.33163	-0.0931352	-0.263687	-1.01899	-0.775121	0.473937	-1.05157	-0.787826	0.459752	0.366201	0.154978	0.0363294	0.242744	0.043567	-0.0153751	0.2	0	0	-0.137706	-0.00244346	-0.0748609	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
35.2042	-2.32739	-0.462872	105	-54	2555	112	-0.0855211	-0.0540756	0.0169941	4.33078	-0.0936734	-0.263518	-1.01899	-0.775121	0.473937	-1.03524	-0.784691	0.462872	0.355144	0.181943	-0.0145324	0.285521	0.0540756	-0.0169941	0.2	0	0	-0.143641	-0.000698132	-0.0748609	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
35.2142	-2.36042	-0.465517	155	-60	2555	112	-0.097451	-0.0606518	0.0169136	4.32981	-0.0942791	-0.263349	-1.01899	-0.775121	0.473937	-1.02287	-0.781817	0.465517	0.334562	0.207926	-0.065393	0.297451	0.0606518	-0.0169136	0.2	0	0	-0.149749	0.0010472	-0.0748609	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
35.2219	-2.38469	-0.468144	205	-63	2558	112	-0.0924289	-0.0634467	0.0112285	4.3291	-0.0947633	-0.263263	-1.01899	-0.775121	0.473937	-1.01376	-0.77948	0.468144	0.369856	0.128298	0.0786595	0.292429	0.0634467	-0.0112285	0.2	0	0	-0.149749	0.0010472	-0.0748609	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
35.2242	-2.4015	-0.470334	245	-64	2559	112	-0.0757337	-0.0642676	0.00764653	4.32892	-0.0949165	-0.263245	-1.01899	-0.775121	0.473937	-1.00731	-0.777377	0.470334	0.36703	0.155644	0.0224785	0.275734	0.0642676	-0.00764653	0.2	0	0	-0.153589	0.00191986	-0.0748609	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
35.2342	-2.41214	-0.472091	221	-63	2560	112	-0.0513422	-0.0639163	0.00581627	4.32841	-0.0955517	-0.263187	-1.01899	-0.775121	0.473937	-1.00302	-0.775494	0.472091	0.353348	0.182529	-0.035629	0.251342	0.0639163	-0.00581627	0.2	0	0	-0.161967	0.00366519	-0.0748609	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
35.2443	-2.41778	-0.473435	192	-62	2561	112	-0.022999	-0.0629681	0.00426434	4.32818	-0.0961882	-0.263144	-1.01899	-0.775121	0.473937	-1.00049	-0.77381	0.473435	0.327829	0.207976	-0.0933565	0.222999	0.0629681	-0.00426434	0.2	0	0	-0.169646	0.00506145	-0.0748609	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
35.2542	-2.41941	-0.474395	162	-61	2562	112	0.00710759	-0.0618465	0.00233832	4.32825	-0.0967992	-0.263121	-1.01899	-0.775121	0.473937	-0.999375	-0.772306	0.474395	0.290619	0.231069	-0.146932	0.192892	0.0618465	-0.00233832	0.2	0	0	-0.173137	0.00575959	-0.0748609	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
35.2574	-2.41979	-0.475632	142	-58	2564	112	0.0273705	-0.0588889	-0.00219247	4.32834	-0.0969905	-0.263128	-1.01899	-0.775121	0.473937	-0.998865	-0.771302	0.475632	0.371598	0.128617	0.0693834	0.172629	0.0588889	0.00219247	0.2	0	0	-0.173137	0.00575959	-0.0748609	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
35.2643	-2.41892	-0.476537	123	-56	2565	112	0.0468557	-0.0565302	-0.00299643	4.32866	-0.0973777	-0.263148	-1.01899	-0.775121	0.473937	-0.998822	-0.77043	0.476537	0.36753	0.156068	0.00237314	0.153144	0.0565302	0.00299643	0.2	0	0	-0.180642	0.00663225	-0.0748609	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
35.2742	-2.417	-0.477107	105	-54	2564	112	0.0644365	-0.0547595	-0.00256884	4.3293	-0.0979242	-0.263174	-1.01899	-0.775121	0.473937	-0.999172	-0.769658	0.477107	0.349022	0.182634	-0.0653468	0.135563	0.0547595	0.00256884	0.2	0	0	-0.187972	0.00750492	-0.0748609	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
35.2842	-2.41413	-0.477365	88	-53	2564	112	0.0816608	-0.0531244	-0.00146972	4.33011	-0.0984526	-0.263189	-1.01899	-0.775121	0.473937	-0.999862	-0.768964	0.477365	0.315593	0.207211	-0.130022	0.118339	0.0531244	0.00146972	0.2	0	0	-0.193382	0.00785398	-0.0748609	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
35.2858	-2.41166	-0.477925	78	-49	2565	112	0.0911912	-0.0497354	-0.00308662	4.33026	-0.0985343	-0.263194	-1.01899	-0.775121	0.473937	-1.00055	-0.768617	0.477925	0.372941	0.128703	0.061577	0.108809	0.0497354	0.00308662	0.2	0	0	-0.193382	0.00785398	-0.0748609	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
35.2943	-2.40953	-0.478218	70	-47	2564	112	0.0997861	-0.0473184	-0.00195251	4.33111	-0.0989343	-0.26321	-1.01899	-0.775121	0.473937	-1.00116	-0.768325	0.478218	0.367314	0.156147	-0.011829	0.100214	0.0473184	0.00195251	0.2	0	0	-0.197222	0.00785398	-0.0748609	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
35.3043	-2.40739	-0.478239	63	-45	2563	112	0.106392	-0.045176	0.000234643	4.33217	-0.0993853	-0.263208	-1.01899	-0.775121	0.473937	-1.00177	-0.768062	0.478239	0.345273	0.182549	-0.0830906	0.0936075	0.045176	-0.000234643	0.2	0	0	-0.198968	0.00767945	-0.0748609	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
35.3142	-2.40502	-0.478014	55	-43	2562	112	0.114288	-0.0430523	0.00305702	4.3333	-0.099812	-0.263178	-1.01899	-0.775121	0.473937	-1.00247	-0.76782	0.478014	0.307423	0.206775	-0.148917	0.0857121	0.0430523	-0.00305702	0.2	0	0	-0.200887	0.00733038	-0.0748609	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
35.3208	-2.40358	-0.478198	54	-39	2562	112	0.115589	-0.0399385	0.003005	4.33407	-0.100078	-0.263158	-1.01899	-0.775121	0.473937	-1.00297	-0.767872	0.478198	0.3734	0.12865	0.0588438	0.0844107	0.0399385	-0.003005	0.2	0	0	-0.200887	0.00733038	-0.0748609	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
35.3242	-2.4027	-0.478173	54	-37	2560	112	0.115079	-0.0374209	0.00547014	4.33446	-0.100206	-0.263139	-1.01899	-0.775121	0.473937	-1.00328	-0.767921	0.478173	0.367134	0.156112	-0.0168167	0.0849206	0.0374209	-0.00547014	0.2	0	0	-0.203854	0.00645772	-0.0748609	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
35.3342	-2.40196	-0.477931	55	-35	2559	112	0.114218	-0.0354921	0.00910806	4.3356	-0.100559	-0.263048	-1.01899	-0.775121	0.473937	-1.00354	-0.767955	0.477931	0.34333	0.182598	-0.0906854	0.0857825	0.0354921	-0.00910806	0.2	0	0	-0.207869	0.00593412	-0.0748609	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
35.3442	-2.40095	-0.477487	53	-33	2557	112	0.116038	-0.0338582	0.0127521	4.33677	-0.100899	-0.26292	-1.01899	-0.775121	0.473937	-1.00388	-0.767965	0.477487	0.302564	0.206883	-0.158416	0.0839624	0.0338582	-0.0127521	0.2	0	0	-0.210138	0.00558505	-0.0748609	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
35.3542	-2.39925	-0.476869	47	-32	2555	112	0.12216	-0.0323466	0.0162131	4.33798	-0.101221	-0.262759	-1.01899	-0.775121	0.473937	-1.00444	-0.767948	0.476869	0.246001	0.227838	-0.216828	0.0778398	0.0323466	-0.0162131	0.2	0	0	-0.214326	0.00506145	-0.0748609	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
35.3558	-2.39936	-0.476889	52	-29	2555	112	0.117539	-0.0299421	0.0163125	4.33817	-0.101269	-0.262733	-1.01899	-0.775121	0.473937	-1.00452	-0.768235	0.476889	0.37417	0.128491	0.0541122	0.0824611	0.0299421	-0.0163125	0.2	0	0	-0.214326	0.00506145	-0.0748609	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
35.3642	-2.39991	-0.476743	56	-28	2554	112	0.113513	-0.0281042	0.0189792	4.33913	-0.101505	-0.262573	-1.01899	-0.775121	0.473937	-1.00442	-0.768472	0.476743	0.366589	0.155996	-0.026813	0.0864869	0.0281042	-0.0189792	0.2	0	0	-0.218864	0.00453786	-0.0748609	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
35.3742	-2.40035	-0.476412	57	-26	2552	112	0.112828	-0.0268629	0.0215915	4.34026	-0.101775	-0.262356	-1.01899	-0.775121	0.473937	-1.00434	-0.768652	0.476412	0.339451	0.182504	-0.104433	0.0871719	0.0268629	-0.0215915	0.2	0	0	-0.22061	0.00453786	-0.0748609	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
35.3842	-2.40014	-0.475907	54	-25	2551	112	0.115943	-0.02549	0.0245288	4.34141	-0.102028	-0.262113	-1.01899	-0.775121	0.473937	-1.00446	-0.768766	0.475907	0.293276	0.206465	-0.175506	0.0840567	0.02549	-0.0245288	0.2	0	0	-0.225497	0.00523599	-0.0748609	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
35.3862	-2.40064	-0.475936	56	-23	2551	112	0.113695	-0.0235267	0.0236742	4.34164	-0.102075	-0.262065	-1.01899	-0.775121	0.473937	-1.00442	-0.769098	0.475936	0.374758	0.128479	0.049907	0.086305	0.0235267	-0.0236742	0.2	0	0	-0.225497	0.00523599	-0.0748609	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
35.3943	-2.40137	-0.475804	59	-22	2550	112	0.110909	-0.0223033	0.0255735	4.34254	-0.102256	-0.261858	-1.01899	-0.775121	0.473937	-1.00427	-0.769356	0.475804	0.365906	0.155923	-0.0352424	0.0890908	0.0223033	-0.0255735	0.2	0	0	-0.229511	0.00645772	-0.0748609	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
35.4043	-2.40184	-0.475487	59	-21	2549	112	0.110146	-0.0211419	0.0282928	4.34364	-0.102467	-0.261575	-1.01899	-0.775121	0.473937	-1.00418	-0.769536	0.475487	0.335375	0.181934	-0.117749	0.0898538	0.0211419	-0.0282928	0.2	0	0	-0.234398	0.00785398	-0.0748609	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
35.4142	-2.40155	-0.474994	55	-20	2548	112	0.114204	-0.0204541	0.0302878	4.34477	-0.10267	-0.261275	-1.01899	-0.775121	0.473937	-1.00432	-0.769643	0.474994	0.284311	0.204945	-0.191327	0.0857957	0.0204541	-0.0302878	0.2	0	0	-0.236492	0.00820305	-0.0748609	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
35.4193	-2.41084	-0.475751	74	-20	2548	101	0.0951884	-0.0207931	0.0310263	4.34525	-0.102776	-0.261117	-1.00803	-0.772058	0.477959	-1.00114	-0.769435	0.475751	0.376206	0.125964	0.0452033	0.104812	0.0207931	-0.0310263	0.2	0	0	-0.236492	0.00820305	-0.0674501	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
35.4242	-2.41863	-0.476278	85	-21	2547	101	0.0840605	-0.0213345	0.0330804	4.34567	-0.102881	-0.260954	-1.00803	-0.772058	0.477959	-0.998456	-0.769202	0.476278	0.367092	0.15065	-0.0446062	0.11594	0.0213345	-0.0330804	0.2	0	0	-0.239983	0.00872665	-0.0674501	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
35.4342	-2.42448	-0.47655	90	-22	2546	101	0.0799574	-0.0221278	0.0349033	4.34647	-0.103103	-0.260604	-1.00803	-0.772058	0.477959	-0.996407	-0.768941	0.47655	0.334892	0.173848	-0.130635	0.120043	0.0221278	-0.0349033	0.2	0	0	-0.243124	0.00925025	-0.0674501	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
35.4442	-2.42809	-0.476579	86	-23	2545	101	0.0836892	-0.0236159	0.0358048	4.3473	-0.103338	-0.260248	-1.00803	-0.772058	0.477959	-0.995098	-0.768647	0.476579	0.28109	0.193976	-0.20689	0.116311	0.0236159	-0.0358048	0.2	0	0	-0.245044	0.00994838	-0.0674501	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
35.454	-2.42376	-0.476856	38	-17	2552	101	0.131826	-0.0179964	0.0228419	4.3486	-0.103515	-0.260023	-1.00803	-0.772058	0.477959	-0.996602	-0.768821	0.476856	0	0	0	0.0681742	0.0179964	-0.0228419	0.2	0	0	-0.245044	0.00994838	-0.0674501	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
35.4543	-2.41829	-0.477105	11	-14	2555	101	0.158574	-0.0149116	0.0158698	4.34865	-0.103519	-0.260019	-1.00803	-0.772058	0.477959	-0.9985	-0.769024	0.477105	0	0	0	0.0414264	0.0149116	-0.0158698	0.2	0	0	-0.24644	0.010472	-0.0674501	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
35.4642	-2.41295	-0.477321	-6	-13	2557	101	0.176297	-0.01306	0.011282	4.35039	-0.103648	-0.259907	-1.00803	-0.772058	0.477959	-1.00036	-0.769231	0.477321	0	0	0	0.0237031	0.01306	-0.011282	0.2	0	0	-0.248186	0.0116937	-0.0674501	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
35.4742	-2.40817	-0.477506	-19	-10	2559	101	0.189237	-0.0106587	0.00801271	4.35228	-0.103755	-0.259827	-1.00803	-0.772058	0.477959	-1.00203	-0.769434	0.477506	0	0	0	0.0107625	0.0106587	-0.00801271	0.2	0	0	-0.249931	0.01309	-0.0674501	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
35.4838	-2.40407	-0.477661	-29	-8	2560	101	0.199145	-0.00855887	0.00541065	4.3542	-0.103837	-0.259775	-1.00803	-0.772058	0.477959	-1.00348	-0.769644	0.477661	0	0	0	0.000854577	0.00855887	-0.00541065	0.2	0	0	-0.249931	0.01309	-0.0674501	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
35.4842	-2.40065	-0.477791	-34	-5	2561	101	0.20492	-0.00593242	0.00399886	4.35428	-0.103839	-0.259773	-1.00803	-0.772058	0.477959	-1.0047	-0.769858	0.477791	0	0	0	-0.00491988	0.00593242	-0.00399886	0.2	0	0	-0.2522	0.0146608	-0.0674501	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
35.4943	-2.39795	-0.477898	-38	-4	2562	101	0.208662	-0.00405673	0.00311039	4.35638	-0.10388	-0.259742	-1.00803	-0.772058	0.477959	-1.00569	-0.770085	0.477898	0	0	0	-0.00866172	0.00405673	-0.00311039	0.2	0	0	-0.253596	0.0155334	-0.0674501	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
35.5043	-2.39588	-0.477984	-40	-1	2562	101	0.210658	-0.00189028	0.00259747	4.35848	-0.103899	-0.259716	-1.00803	-0.772058	0.477959	-1.00647	-0.770314	0.477984	0	0	0	-0.0106584	0.00189028	-0.00259747	0.2	0	0	-0.256389	0.0178024	-0.0674501	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
35.5143	-2.39435	-0.478053	-41	0	2562	101	0.211254	-0.000570816	0.00252802	4.3606	-0.103905	-0.259691	-1.00803	-0.772058	0.477959	-1.00707	-0.770545	0.478053	0	0	0	-0.0112539	0.000570816	-0.00252802	0.2	0	0	-0.259007	0.0204204	-0.0674501	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
35.5237	-2.37935	-0.482339	-39	-38	2567	52	0.20951	-0.0388774	-0.00799574	4.36257	-0.104271	-0.259766	-1.00803	-0.705401	0.503027	-1.00751	-0.758417	0.482339	-0.0146866	0.436405	-0.00502063	-0.00950985	0.0388774	0.00799574	0.2	0	0	-0.259007	0.0204204	-0.0347998	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
35.5242	-2.36586	-0.486193	-39	-67	2571	52	0.209475	-0.067773	-0.0164402	4.36268	-0.104306	-0.259774	-1.00803	-0.705401	0.503027	-1.00793	-0.747347	0.486193	-0.0301483	0.43559	-0.0065253	-0.00947493	0.067773	0.0164402	0.2	0	0	-0.260054	0.0214675	-0.0347998	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
35.5342	-2.35375	-0.489631	-40	-90	2575	52	0.210354	-0.0907297	-0.0230738	4.36477	-0.105208	-0.260004	-1.00803	-0.705401	0.503027	-1.00836	-0.737369	0.489631	-0.0454265	0.434283	-0.00492714	-0.0103541	0.0907297	0.0230738	0.2	0	0	-0.262672	0.023911	-0.0347998	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
35.5442	-2.34292	-0.492675	-41	-108	2577	52	0.211518	-0.108406	-0.0280738	4.36689	-0.106297	-0.260286	-1.00803	-0.705401	0.503027	-1.00881	-0.728458	0.492675	-0.0596859	0.432582	2.34643e-06	-0.0115178	0.108406	0.0280738	0.2	0	0	-0.265116	0.0256563	-0.0347998	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
35.5477	-2.30422	-0.495288	-91	-126	2593	52	0.320799	-0.126949	-0.0605439	4.36803	-0.106746	-0.2605	-1.02263	-0.687987	0.503027	-1.01802	-0.717635	0.495288	-0.698518	0.415981	0.14909	-0.120799	0.126949	0.0605439	0.2	0	0	-0.265116	0.0256563	-0.0347998	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
35.5542	-2.26953	-0.497941	-141	-141	2603	52	0.375042	-0.141262	-0.0800537	4.37046	-0.107661	-0.261019	-1.02263	-0.687987	0.503027	-1.02645	-0.708111	0.497941	-0.647972	0.400371	0.320985	-0.175042	0.141262	0.0800537	0.2	0	0	-0.267035	0.0274017	-0.0347998	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
35.5643	-2.2415	-0.500651	-191	-151	2609	52	0.40065	-0.151604	-0.0926185	4.37448	-0.109182	-0.261948	-1.02263	-0.687987	0.503027	-1.03314	-0.699812	0.500651	-0.553027	0.391379	0.473476	-0.20065	0.151604	0.0926185	0.2	0	0	-0.267734	0.0287979	-0.0347998	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
35.5743	-2.22086	-0.503389	-232	-158	2613	52	0.402054	-0.158993	-0.0991842	4.37851	-0.110777	-0.262943	-1.02263	-0.687987	0.503027	-1.03776	-0.692645	0.503389	-0.420242	0.390571	0.595018	-0.202054	0.158993	0.0991842	0.2	0	0	-0.268781	0.0310669	-0.0347998	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
35.5842	-2.20772	-0.506097	-213	-163	2613	52	0.383156	-0.163897	-0.100092	4.3823	-0.112397	-0.263932	-1.02263	-0.687987	0.503027	-1.04019	-0.686503	0.506097	-0.259518	0.398822	0.675861	-0.183156	0.163897	0.100092	0.2	0	0	-0.269479	0.0338594	-0.0347998	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
35.5854	-2.17592	-0.506929	-263	-166	2617	54	0.435884	-0.166869	-0.108433	4.38285	-0.11261	-0.26407	-1.04074	-0.678301	0.502013	-1.04884	-0.679639	0.506929	-0.700704	0.38203	0.136929	-0.235884	0.166869	0.108433	0.2	0	0	-0.269479	0.0338594	-0.0361502	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
35.5943	-2.15002	-0.507879	-286	-167	2619	54	0.456312	-0.167671	-0.111981	4.38689	-0.114094	-0.265062	-1.04074	-0.678301	0.502013	-1.05588	-0.673856	0.507879	-0.651829	0.367749	0.309132	-0.256312	0.167671	0.111981	0.2	0	0	-0.269479	0.0357792	-0.0361502	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
35.6042	-2.13094	-0.509001	-286	-165	2619	54	0.456092	-0.165865	-0.11208	4.39143	-0.115743	-0.266176	-1.04074	-0.678301	0.502013	-1.06093	-0.669051	0.509001	-0.558406	0.361041	0.462076	-0.256092	0.165865	0.11208	0.2	0	0	-0.269479	0.0364774	-0.0361502	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
35.6142	-2.11878	-0.510273	-267	-161	2618	54	0.437944	-0.161671	-0.108782	4.39579	-0.117353	-0.26726	-1.04074	-0.678301	0.502013	-1.06388	-0.665122	0.510273	-0.427565	0.362386	0.58442	-0.237944	0.161671	0.108782	0.2	0	0	-0.269304	0.0368264	-0.0361502	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
35.6166	-2.10756	-0.509549	-233	-155	2608	58	0.403045	-0.155124	-0.0894662	4.39678	-0.117733	-0.267479	-1.05105	-0.672263	0.498376	-1.06661	-0.66148	0.509549	-0.291037	0.149033	-0.00937123	-0.203045	0.155124	0.0894662	0.2	0	0	-0.269304	0.0368264	-0.0392113	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
35.6242	-2.10085	-0.508868	-209	-146	2602	58	0.379527	-0.146944	-0.0768081	4.39963	-0.118839	-0.268057	-1.05105	-0.672263	0.498376	-1.06805	-0.658648	0.508868	-0.288457	0.139933	0.064907	-0.179527	0.146944	0.0768081	0.2	0	0	-0.269304	0.0359538	-0.0392113	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
35.6342	-2.09738	-0.508294	-187	-137	2596	58	0.357127	-0.137468	-0.0664837	4.40322	-0.12022	-0.268724	-1.05105	-0.672263	0.498376	-1.06858	-0.656536	0.508294	-0.265717	0.133289	0.136492	-0.157127	0.137468	0.0664837	0.2	0	0	-0.270352	0.034383	-0.0392113	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
35.6443	-2.09663	-0.507844	-164	-128	2592	58	0.334577	-0.128168	-0.0570794	4.40659	-0.12151	-0.269299	-1.05105	-0.672263	0.498376	-1.06837	-0.655046	0.507844	-0.224344	0.129604	0.199685	-0.134577	0.128168	0.0570794	0.2	0	0	-0.270875	0.0338594	-0.0392113	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
35.654	-2.09152	-0.506462	-158	-119	2587	59	0.328421	-0.119972	-0.0473073	4.40978	-0.122678	-0.26976	-1.05741	-0.669398	0.495844	-1.06967	-0.653513	0.506462	-0.291092	0.14898	-0.00845514	-0.128421	0.119972	0.0473073	0.2	0	0	-0.270875	0.0338594	-0.0395548	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
35.6543	-2.08804	-0.505266	-152	-111	2584	59	0.322214	-0.111367	-0.0409132	4.40988	-0.122711	-0.269772	-1.05741	-0.669398	0.495844	-1.07056	-0.652483	0.505266	-0.288048	0.13966	0.0672676	-0.122214	0.111367	0.0409132	0.2	0	0	-0.272969	0.0331613	-0.0395548	-1000	1000	-500	-0	0	-10	0	0	0	-0.2	0.2	170	-1	-1	2561	
