time 	e1	e2	ctrlpitch	ctrlroll	ctrlthrust	ctrlyaw	edx	edy	edz	x	y	z	dx	dy	dz	dxd	dyd	dzd	dxNED	dyNED	dzNED	pitch	roll	yaw
7,78503	0	0	0	0	1400	0	0	0	0	-3,65743	0,0233279	-0,136624	-0,037475	0,343074	0,105926	0	0	0	-0,0216082	0,343602	0,108606	0,0849975	-0,000349066	-0,0196554	
7,7874	0	0	0	0	1400	0	0	0	0	-3,65743	0,0233279	-0,136624	-0,037475	0,343074	0,105926	0	0	0	-0,0216082	0,343602	0,108606	0,084823	-0,000174533	-0,0196554	
7,79748	0	0	0	0	1400	0	0	0	0	-3,65743	0,0233279	-0,136624	-0,037475	0,343074	0,105926	0	0	0	-0,0216082	0,343602	0,108606	0,0849975	-0,000174533	-0,0196554	
7,80738	0	0	0	0	1400	0	0	0	0	-3,65743	0,0233279	-0,136624	-0,037475	0,343074	0,105926	0	0	0	-0,0216082	0,343602	0,108606	0,0849975	0	-0,0196554	
7,81737	0	0	0	0	1400	0	0	0	0	-3,65743	0,0233279	-0,136624	-0,037475	0,343074	0,105926	0	0	0	-0,0216082	0,343602	0,108606	0,0851721	0	-0,0196554	
7,82101	0	0	0	0	1400	0	0	0	0	-3,65775	0,0138808	-0,130629	-0,00619165	-0,271508	0,193595	0	0	0	0,00551586	-0,271647	0,19342	0,0851721	0	-0,0176149	
7,82741	0	0	0	0	1400	0	0	0	0	-3,65775	0,0138808	-0,130629	-0,00619165	-0,271508	0,193595	0	0	0	0,00551586	-0,271647	0,19342	0,0851721	0	-0,0176149	
7,8374	0	0	0	0	1400	0	0	0	0	-3,65775	0,0138808	-0,130629	-0,00619165	-0,271508	0,193595	0	0	0	0,00551586	-0,271647	0,19342	0,0851721	0,000174533	-0,0176149	
7,84738	0	0	0	0	1400	0	0	0	0	-3,65775	0,0138808	-0,130629	-0,00619165	-0,271508	0,193595	0	0	0	0,00551586	-0,271647	0,19342	0,0851721	0,000174533	-0,0176149	
7,85499	0	0	0	0	1400	0	0	0	0	-3,65795	0,0138808	-0,130629	-0,0423305	-0,0878107	0,190525	0	0	0	-0,0275138	-0,0873729	0,19342	0,0851721	0,000174533	-0,0176149	
7,85741	0	0	0	0	1400	0	0	0	0	-3,65795	0,0138808	-0,130629	-0,0423305	-0,0878107	0,190525	0	0	0	-0,0275138	-0,0873729	0,19342	0,0851721	0,000174533	-0,0176149	
7,86741	0	0	0	0	1400	0	0	0	0	-3,65795	0,0138808	-0,130629	-0,0423305	-0,0878107	0,190525	0	0	0	-0,0275138	-0,0873729	0,19342	0,0849975	0,000174533	-0,0176149	
7,87738	0	0	0	0	1400	0	0	0	0	-3,65795	0,0138808	-0,130629	-0,0423305	-0,0878107	0,190525	0	0	0	-0,0275138	-0,0873729	0,19342	0,0846485	0,000174533	-0,0176149	
7,88736	0	0	0	0	1400	0	0	0	0	-3,65795	0,0138808	-0,130629	-0,0423305	-0,0878107	0,190525	0	0	0	-0,0275138	-0,0873729	0,19342	0,0846485	0	-0,0176149	
7,88857	0	0	0	0	1400	0	0	0	0	-3,65834	0,0138808	-0,140161	-0,000529734	-0,0872622	0,0896754	0	0	0	0,00551586	-0,0873729	0,0893991	0,0846485	0	-0,0176149	
7,89745	0	0	0	0	1400	0	0	0	0	-3,65834	0,0138808	-0,140161	-0,000529734	-0,0872622	0,0896754	0	0	0	0,00551586	-0,0873729	0,0893991	0,0844739	-0,000174533	-0,0176149	
7,90741	0	0	0	0	1400	0	0	0	0	-3,65834	0,0138808	-0,140161	-0,000529734	-0,0872622	0,0896754	0	0	0	0,00551586	-0,0873729	0,0893991	0,0844739	-0,000698132	-0,0176149	
7,91736	0	0	0	0	1400	0	0	0	0	-3,65834	0,0138808	-0,140161	-0,000529734	-0,0872622	0,0896754	0	0	0	0,00551586	-0,0873729	0,0893991	0,0842994	-0,00122173	-0,0176149	
7,92257	0	0	0	0	1400	0	0	0	0	-3,6585	0,0162075	-0,140161	-0,0151556	0,157218	0,0886292	0	0	0	-0,00466089	0,157443	0,0893991	0,0842994	-0,00122173	-0,0190263	
7,92736	0	0	0	0	1400	0	0	0	0	-3,6585	0,0162075	-0,140161	-0,0151556	0,157218	0,0886292	0	0	0	-0,00466089	0,157443	0,0893991	0,0841249	-0,0015708	-0,0190263	
7,93738	0	0	0	0	1400	0	0	0	0	-3,6585	0,0162075	-0,140161	-0,0151556	0,157218	0,0886292	0	0	0	-0,00466089	0,157443	0,0893991	0,0837758	-0,00226893	-0,0190263	
7,94736	0	0	0	0	1400	0	0	0	0	-3,6585	0,0162075	-0,140161	-0,0151556	0,157218	0,0886292	0	0	0	-0,00466089	0,157443	0,0893991	0,0834267	-0,00261799	-0,0190263	
7,94956	0	0	0	0	1400	0	0	0	0	-3,65834	0,0260338	-0,125084	-0,0197531	0,156989	0,314235	0	0	0	0,00993284	0,157631	0,314378	0,0834267	-0,00261799	-0,0219766	
7,9574	0	0	0	0	1400	0	0	0	0	-3,65834	0,0260338	-0,125084	-0,0197531	0,156989	0,314235	0	0	0	0,00993284	0,157631	0,314378	0,0829031	-0,00331613	-0,0219766	
7,96746	0	0	0	0	1400	0	0	0	0	-3,65834	0,0260338	-0,125084	-0,0197531	0,156989	0,314235	0	0	0	0,00993284	0,157631	0,314378	0,0825541	-0,00349066	-0,0219766	
7,97735	0	0	0	0	1400	0	0	0	0	-3,65834	0,0260338	-0,125084	-0,0197531	0,156989	0,314235	0	0	0	0,00993284	0,157631	0,314378	0,082205	-0,00436332	-0,0219766	
7,98736	0	0	0	0	1400	0	0	0	0	-3,65834	0,0260338	-0,125084	-0,0197531	0,156989	0,314235	0	0	0	0,00993284	0,157631	0,314378	0,0818559	-0,00506145	-0,0219766	
7,9882	0	0	0	0	1400	0	0	0	0	-3,65823	0,0260338	-0,116594	-0,0284032	0,156023	0,313897	0	0	0	0,000756814	0,157631	0,314378	0,0818559	-0,00506145	-0,0219766	
7,99744	0	0	0	0	1400	0	0	0	0	-3,65823	0,0260338	-0,116594	-0,0284032	0,156023	0,313897	0	0	0	0,000756814	0,157631	0,314378	0,0813323	-0,00558505	-0,0219766	
8,00741	0	0	0	0	1400	0	0	0	0	-3,65823	0,0260338	-0,116594	-0,0284032	0,156023	0,313897	0	0	0	0,000756814	0,157631	0,314378	0,0809833	-0,00610865	-0,0219766	
8,01735	0	0	0	0	1400	0	0	0	0	-3,65823	0,0260338	-0,116594	-0,0284032	0,156023	0,313897	0	0	0	0,000756814	0,157631	0,314378	0,0804597	-0,00663225	-0,0219766	
8,01942	0	0	0	0	1400	0	0	0	0	-3,65823	0,0207811	-0,116389	-0,0105189	-0,00325605	0,140488	0	0	0	0,000756814	-0,00234142	0,140897	0,0804597	-0,00663225	-0,0219583	
8,02735	0	0	0	0	1400	0	0	0	0	-3,65823	0,0207811	-0,116389	-0,0105189	-0,00325605	0,140488	0	0	0	0,000756814	-0,00234142	0,140897	0,0797615	-0,00750492	-0,0219583	
8,03736	0	0	0	0	1400	0	0	0	0	-3,65823	0,0207811	-0,116389	-0,0105189	-0,00325605	0,140488	0	0	0	0,000756814	-0,00234142	0,140897	0,0792379	-0,00802851	-0,0219583	
8,04738	0	0	0	0	1400	0	0	0	0	-3,65823	0,0207811	-0,116389	-0,0105189	-0,00325605	0,140488	0	0	0	0,000756814	-0,00234142	0,140897	0,0788889	-0,00820305	-0,0219583	
8,05051	0	0	0	0	1400	0	0	0	0	-3,6582	0,0207811	-0,116389	0,0135674	-0,00100044	-0,161385	0	0	0	0,000756814	-0,00234142	-0,161938	0,0788889	-0,00820305	-0,0219583	
8,05735	0	0	0	0	1400	0	0	0	0	-3,6582	0,0207811	-0,116389	0,0135674	-0,00100044	-0,161385	0	0	0	0,000756814	-0,00234142	-0,161938	0,0781908	-0,00890118	-0,0219583	
8,06739	0	0	0	0	1400	0	0	0	0	-3,6582	0,0207811	-0,116389	0,0135674	-0,00100044	-0,161385	0	0	0	0,000756814	-0,00234142	-0,161938	0,0773181	-0,00907571	-0,0219583	
8,07742	0	0	0	0	1400	0	0	0	0	-3,6582	0,0207811	-0,116389	0,0135674	-0,00100044	-0,161385	0	0	0	0,000756814	-0,00234142	-0,161938	0,076969	-0,00925025	-0,0219583	
8,08685	0	0	0	0	1400	0	0	0	0	-3,65848	0,0290871	-0,116389	-0,007809	-0,00133679	-0,163041	0	0	0	-0,0203852	-0,00234142	-0,161938	0,076969	-0,00925025	-0,0247349	
8,0874	0	0	0	0	1400	0	0	0	0	-3,65848	0,0290871	-0,116389	-0,007809	-0,00133679	-0,163041	0	0	0	-0,0203852	-0,00234142	-0,161938	0,0760964	-0,00977384	-0,0247349	
8,09738	0	0	0	0	1400	0	0	0	0	-3,65848	0,0290871	-0,116389	-0,007809	-0,00133679	-0,163041	0	0	0	-0,0203852	-0,00234142	-0,161938	0,0752237	-0,010472	-0,0247349	
8,10735	0	0	0	0	1400	0	0	0	0	-3,65848	0,0290871	-0,116389	-0,007809	-0,00133679	-0,163041	0	0	0	-0,0203852	-0,00234142	-0,161938	0,0745256	-0,0109956	-0,0247349	
8,11548	0	0	0	0	1400	0	0	0	0	-3,65774	0,0315265	-0,121423	0,0538791	0,0898123	-0,157388	0	0	0	0,0441419	0,0869927	-0,161938	0,0745256	-0,0109956	-0,025175	
8,11736	0	0	0	0	1400	0	0	0	0	-3,65774	0,0315265	-0,121423	0,0538791	0,0898123	-0,157388	0	0	0	0,0441419	0,0869927	-0,161938	0,0741765	-0,0111701	-0,025175	
8,12733	0	0	0	0	1400	0	0	0	0	-3,65774	0,0315265	-0,121423	0,0538791	0,0898123	-0,157388	0	0	0	0,0441419	0,0869927	-0,161938	0,0736529	-0,0116937	-0,025175	
8,13747	0	0	0	0	1400	0	0	0	0	-3,65774	0,0315265	-0,121423	0,0538791	0,0898123	-0,157388	0	0	0	0,0441419	0,0869927	-0,161938	0,0731293	-0,0118682	-0,025175	
8,14737	0	0	0	0	1400	0	0	0	0	-3,65774	0,0315265	-0,121423	0,0538791	0,0898123	-0,157388	0	0	0	0,0441419	0,0869927	-0,161938	0,0727802	-0,0118682	-0,025175	
8,15283	0	0	0	0	1400	0	0	0	0	-3,65721	0,0290871	-0,113648	0,00270868	-0,0692391	0,213905	0	0	0	0,0166593	-0,0671282	0,213946	0,0727802	-0,0118682	-0,0247349	
8,15739	0	0	0	0	1400	0	0	0	0	-3,65721	0,0290871	-0,113648	0,00270868	-0,0692391	0,213905	0	0	0	0,0166593	-0,0671282	0,213946	0,0726057	-0,0118682	-0,0247349	
8,16739	0	0	0	0	1400	0	0	0	0	-3,65721	0,0290871	-0,113648	0,00270868	-0,0692391	0,213905	0	0	0	0,0166593	-0,0671282	0,213946	0,0724312	-0,0118682	-0,0247349	
8,17737	0	0	0	0	1400	0	0	0	0	-3,65721	0,0290871	-0,113648	0,00270868	-0,0692391	0,213905	0	0	0	0,0166593	-0,0671282	0,213946	0,0722566	-0,0118682	-0,0247349	
8,18627	0	0	0	0	1400	0	0	0	0	-3,65659	0,0174268	-0,128208	0,0524873	-0,0281858	-0,484337	0	0	0	0,0166593	-0,0343071	-0,486495	0,0722566	-0,0118682	-0,0220246	
8,1874	0	0	0	0	1400	0	0	0	0	-3,65659	0,0174268	-0,128208	0,0524873	-0,0281858	-0,484337	0	0	0	0,0166593	-0,0343071	-0,486495	0,0722566	-0,0115192	-0,0220246	
8,1974	0	0	0	0	1400	0	0	0	0	-3,65659	0,0174268	-0,128208	0,0524873	-0,0281858	-0,484337	0	0	0	0,0166593	-0,0343071	-0,486495	0,0722566	-0,0115192	-0,0220246	
8,20736	0	0	0	0	1400	0	0	0	0	-3,65659	0,0174268	-0,128208	0,0524873	-0,0281858	-0,484337	0	0	0	0,0166593	-0,0343071	-0,486495	0,0724312	-0,0113446	-0,0220246	
8,21354	0	0	0	0	1400	0	0	0	0	-3,65659	0,0174268	-0,122987	-0,0111737	-0,0364221	0,190707	0	0	0	0,00193053	-0,0343071	0,191415	0,0724312	-0,0113446	-0,0220246	
8,21738	0	0	0	0	1400	0	0	0	0	-3,65659	0,0174268	-0,122987	-0,0111737	-0,0364221	0,190707	0	0	0	0,00193053	-0,0343071	0,191415	0,0726057	-0,0111701	-0,0220246	
8,22737	0	0	0	0	1400	0	0	0	0	-3,65659	0,0174268	-0,122987	-0,0111737	-0,0364221	0,190707	0	0	0	0,00193053	-0,0343071	0,191415	0,0727802	-0,010821	-0,0220246	
8,23735	0	0	0	0	1400	0	0	0	0	-3,65659	0,0174268	-0,122987	-0,0111737	-0,0364221	0,190707	0	0	0	0,00193053	-0,0343071	0,191415	0,0727802	-0,0106465	-0,0220246	
8,24736	0	0	0	0	1400	0	0	0	0	-3,65659	0,0174268	-0,122987	-0,0111737	-0,0364221	0,190707	0	0	0	0,00193053	-0,0343071	0,191415	0,0727802	-0,010472	-0,0220246	
8,25101	0	0	0	0	1400	0	0	0	0	-3,6581	0,0187802	-0,122987	-0,0295037	-0,0363357	0,152194	0	0	0	-0,0191293	-0,0343071	0,154308	0,0727802	-0,010472	-0,0231056	
8,25735	0	0	0	0	1400	0	0	0	0	-3,6581	0,0187802	-0,122987	-0,0295037	-0,0363357	0,152194	0	0	0	-0,0191293	-0,0343071	0,154308	0,0727802	-0,0101229	-0,0231056	
8,26742	0	0	0	0	1400	0	0	0	0	-3,6581	0,0187802	-0,122987	-0,0295037	-0,0363357	0,152194	0	0	0	-0,0191293	-0,0343071	0,154308	0,0727802	-0,0101229	-0,0231056	
8,27737	0	0	0	0	1400	0	0	0	0	-3,6581	0,0187802	-0,122987	-0,0295037	-0,0363357	0,152194	0	0	0	-0,0191293	-0,0343071	0,154308	0,0727802	-0,00994838	-0,0231056	
8,28354	0	0	0	0	1400	0	0	0	0	-3,6581	0,0206134	-0,122987	-0,0316352	0,0543789	0,15296	0	0	0	-0,0191293	0,0563703	0,154308	0,0727802	-0,00994838	-0,0238602	
8,28738	0	0	0	0	1400	0	0	0	0	-3,6581	0,0206134	-0,122987	-0,0316352	0,0543789	0,15296	0	0	0	-0,0191293	0,0563703	0,154308	0,0727802	-0,00994838	-0,0238602	
8,2974	0	0	0	0	1400	0	0	0	0	-3,6581	0,0206134	-0,122987	-0,0316352	0,0543789	0,15296	0	0	0	-0,0191293	0,0563703	0,154308	0,0727802	-0,00994838	-0,0238602	
8,30736	0	0	0	0	1400	0	0	0	0	-3,6581	0,0206134	-0,122987	-0,0316352	0,0543789	0,15296	0	0	0	-0,0191293	0,0563703	0,154308	0,0726057	-0,00994838	-0,0238602	
8,31244	0	0	0	0	1400	0	0	0	0	-3,65733	0,0206134	-0,117205	-0,0316145	0,0543767	0,152965	0	0	0	-0,0191293	0,0563703	0,154308	0,0726057	-0,00994838	-0,0239659	
8,3174	0	0	0	0	1400	0	0	0	0	-3,65733	0,0206134	-0,117205	-0,0316145	0,0543767	0,152965	0	0	0	-0,0191293	0,0563703	0,154308	0,0724312	-0,00994838	-0,0239659	
8,32736	0	0	0	0	1400	0	0	0	0	-3,65733	0,0206134	-0,117205	-0,0316145	0,0543767	0,152965	0	0	0	-0,0191293	0,0563703	0,154308	0,0724312	-0,00977384	-0,0239659	
8,33746	0	0	0	0	1400	0	0	0	0	-3,65733	0,0206134	-0,117205	-0,0316145	0,0543767	0,152965	0	0	0	-0,0191293	0,0563703	0,154308	0,0726057	-0,00977384	-0,0239659	
8,34736	0	0	0	0	1400	0	0	0	0	-3,65733	0,0206134	-0,117205	-0,0316145	0,0543767	0,152965	0	0	0	-0,0191293	0,0563703	0,154308	0,0724312	-0,00942478	-0,0239659	
8,35525	0	0	0	0	1400	0	0	0	0	-3,65733	0,035664	-0,116774	-0,0170194	0,242446	-0,194845	0	0	0	-0,0242976	0,241399	-0,195372	0,0724312	-0,00942478	-0,0288044	
8,35734	0	0	0	0	1400	0	0	0	0	-3,65733	0,035664	-0,116774	-0,0170194	0,242446	-0,194845	0	0	0	-0,0242976	0,241399	-0,195372	0,0724312	-0,00925025	-0,0288044	
8,36735	0	0	0	0	1400	0	0	0	0	-3,65733	0,035664	-0,116774	-0,0170194	0,242446	-0,194845	0	0	0	-0,0242976	0,241399	-0,195372	0,0720821	-0,00872665	-0,0288044	
8,37735	0	0	0	0	1400	0	0	0	0	-3,65733	0,035664	-0,116774	-0,0170194	0,242446	-0,194845	0	0	0	-0,0242976	0,241399	-0,195372	0,0719076	-0,00855211	-0,0288044	
8,37778	0	0	0	0	1400	0	0	0	0	-3,65801	0,0395467	-0,111146	-0,0494593	0,238433	0,248777	0	0	0	-0,0242976	0,241399	0,249645	0,0719076	-0,00855211	-0,0303221	
8,38743	0	0	0	0	1400	0	0	0	0	-3,65801	0,0395467	-0,111146	-0,0494593	0,238433	0,248777	0	0	0	-0,0242976	0,241399	0,249645	0,071733	-0,00820305	-0,0303221	
8,39757	0	0	0	0	1400	0	0	0	0	-3,65801	0,0395467	-0,111146	-0,0494593	0,238433	0,248777	0	0	0	-0,0242976	0,241399	0,249645	0,071733	-0,00802851	-0,0303221	
8,40736	0	0	0	0	1400	0	0	0	0	-3,65801	0,0395467	-0,111146	-0,0494593	0,238433	0,248777	0	0	0	-0,0242976	0,241399	0,249645	0,0715585	-0,00820305	-0,0303221	
8,41745	0	0	0	0	1400	0	0	0	0	-3,65801	0,0395467	-0,111146	-0,0494593	0,238433	0,248777	0	0	0	-0,0242976	0,241399	0,249645	0,071733	-0,00802851	-0,0303221	
8,41773	0	0	0	0	1400	0	0	0	0	-3,65801	0,0395467	-0,111146	0,00669689	-0,249953	0,142233	0	0	0	0,00946635	-0,249205	0,143385	0,071733	-0,00802851	-0,0303221	
8,42736	0	0	0	0	1400	0	0	0	0	-3,65801	0,0395467	-0,111146	0,00669689	-0,249953	0,142233	0	0	0	0,00946635	-0,249205	0,143385	0,071733	-0,00802851	-0,0303221	
8,43735	0	0	0	0	1400	0	0	0	0	-3,65801	0,0395467	-0,111146	0,00669689	-0,249953	0,142233	0	0	0	0,00946635	-0,249205	0,143385	0,0719076	-0,00820305	-0,0303221	
8,4446	0	0	0	0	1400	0	0	0	0	-3,65793	0,0395467	-0,111146	0,00667171	-0,249978	0,142191	0	0	0	0,00946635	-0,249205	0,143385	0,0719076	-0,00820305	-0,0303221	
8,44738	0	0	0	0	1400	0	0	0	0	-3,65793	0,0395467	-0,111146	0,00667171	-0,249978	0,142191	0	0	0	0,00946635	-0,249205	0,143385	0,0719076	-0,00837758	-0,0303221	
8,45743	0	0	0	0	1400	0	0	0	0	-3,65793	0,0395467	-0,111146	0,00667171	-0,249978	0,142191	0	0	0	0,00946635	-0,249205	0,143385	0,0719076	-0,00855211	-0,0303221	
8,46751	0	0	0	0	1400	0	0	0	0	-3,65793	0,0395467	-0,111146	0,00667171	-0,249978	0,142191	0	0	0	0,00946635	-0,249205	0,143385	0,071733	-0,00837758	-0,0303221	
8,47735	0	0	0	0	1400	0	0	0	0	-3,65793	0,0395467	-0,111146	0,00667171	-0,249978	0,142191	0	0	0	0,00946635	-0,249205	0,143385	0,071733	-0,00855211	-0,0303221	
8,48735	0	0	0	0	1400	0	0	0	0	-3,65793	0,0395467	-0,111146	0,00667171	-0,249978	0,142191	0	0	0	0,00946635	-0,249205	0,143385	0,0715585	-0,00820305	-0,0303221	
8,48912	0	0	0	0	1400	0	0	0	0	-3,65793	0,0459308	-0,122317	-0,0144069	0,0349062	0,0312276	0	0	0	-0,011005	0,0355389	0,0318911	0,0715585	-0,00820305	-0,0326101	
8,49738	0	0	0	0	1400	0	0	0	0	-3,65793	0,0459308	-0,122317	-0,0144069	0,0349062	0,0312276	0	0	0	-0,011005	0,0355389	0,0318911	0,0715585	-0,00785398	-0,0326101	
8,50735	0	0	0	0	1400	0	0	0	0	-3,65793	0,0459308	-0,122317	-0,0144069	0,0349062	0,0312276	0	0	0	-0,011005	0,0355389	0,0318911	0,0715585	-0,00785398	-0,0326101	
8,51194	0	0	0	0	1400	0	0	0	0	-3,6592	0,0475135	-0,123737	-0,0073881	0,301184	-0,434959	0	0	0	-0,0285978	0,298889	-0,435664	0,0715585	-0,00785398	-0,0336449	
8,51739	0	0	0	0	1400	0	0	0	0	-3,6592	0,0475135	-0,123737	-0,0073881	0,301184	-0,434959	0	0	0	-0,0285978	0,298889	-0,435664	0,071733	-0,00750492	-0,0336449	
8,52753	0	0	0	0	1400	0	0	0	0	-3,6592	0,0475135	-0,123737	-0,0073881	0,301184	-0,434959	0	0	0	-0,0285978	0,298889	-0,435664	0,071733	-0,00733038	-0,0336449	
8,53736	0	0	0	0	1400	0	0	0	0	-3,6592	0,0475135	-0,123737	-0,0073881	0,301184	-0,434959	0	0	0	-0,0285978	0,298889	-0,435664	0,071733	-0,00715585	-0,0336449	
8,54737	0	0	0	0	1400	0	0	0	0	-3,6592	0,0475135	-0,123737	-0,0073881	0,301184	-0,434959	0	0	0	-0,0285978	0,298889	-0,435664	0,0719076	-0,00715585	-0,0336449	
8,54997	0	0	0	0	1400	0	0	0	0	-3,6592	0,0482523	-0,122317	-0,032003	0,0343336	0,029915	0	0	0	-0,0285978	0,0355389	0,0318911	0,0719076	-0,00715585	-0,0339811	
8,55734	0	0	0	0	1400	0	0	0	0	-3,6592	0,0482523	-0,122317	-0,032003	0,0343336	0,029915	0	0	0	-0,0285978	0,0355389	0,0318911	0,0719076	-0,00680678	-0,0339811	
8,5674	0	0	0	0	1400	0	0	0	0	-3,6592	0,0482523	-0,122317	-0,032003	0,0343336	0,029915	0	0	0	-0,0285978	0,0355389	0,0318911	0,0715585	-0,00663225	-0,0339811	
8,57738	0	0	0	0	1400	0	0	0	0	-3,6592	0,0482523	-0,122317	-0,032003	0,0343336	0,029915	0	0	0	-0,0285978	0,0355389	0,0318911	0,0715585	-0,00663225	-0,0339811	
8,58109	0	0	0	0	1400	0	0	0	0	-3,65707	0,0482523	-0,122191	0,00114576	-0,0359815	0,0865571	0	0	0	0,0061412	-0,0356359	0,0864898	0,0715585	-0,00663225	-0,0339811	
8,58739	0	0	0	0	1400	0	0	0	0	-3,65707	0,0482523	-0,122191	0,00114576	-0,0359815	0,0865571	0	0	0	0,0061412	-0,0356359	0,0864898	0,0715585	-0,00663225	-0,0339811	
8,59738	0	0	0	0	1400	0	0	0	0	-3,65707	0,0482523	-0,122191	0,00114576	-0,0359815	0,0865571	0	0	0	0,0061412	-0,0356359	0,0864898	0,0715585	-0,00680678	-0,0339811	
8,60735	0	0	0	0	1400	0	0	0	0	-3,65707	0,0482523	-0,122191	0,00114576	-0,0359815	0,0865571	0	0	0	0,0061412	-0,0356359	0,0864898	0,0715585	-0,00715585	-0,0339811	
8,61175	0	0	0	0	1400	0	0	0	0	-3,65688	0,047143	-0,119498	0,016982	-0,0430788	0,131135	0	0	0	0,0249048	-0,0430008	0,129889	0,0715585	-0,00715585	-0,0336186	
8,6174	0	0	0	0	1400	0	0	0	0	-3,65688	0,047143	-0,119498	0,016982	-0,0430788	0,131135	0	0	0	0,0249048	-0,0430008	0,129889	0,071733	-0,00750492	-0,0336186	
8,62745	0	0	0	0	1400	0	0	0	0	-3,65688	0,047143	-0,119498	0,016982	-0,0430788	0,131135	0	0	0	0,0249048	-0,0430008	0,129889	0,0715585	-0,00733038	-0,0336186	
8,63737	0	0	0	0	1400	0	0	0	0	-3,65688	0,047143	-0,119498	0,016982	-0,0430788	0,131135	0	0	0	0,0249048	-0,0430008	0,129889	0,0719076	-0,00733038	-0,0336186	
8,64735	0	0	0	0	1400	0	0	0	0	-3,65688	0,047143	-0,119498	0,016982	-0,0430788	0,131135	0	0	0	0,0249048	-0,0430008	0,129889	0,0719076	-0,00715585	-0,0336186	
8,64789	0	0	0	0	1400	0	0	0	0	-3,65688	0,0458256	-0,115519	-0,00176973	-0,0437001	0,129789	0	0	0	0,0061412	-0,0430008	0,129889	0,0719076	-0,00715585	-0,0335891	
8,65746	0	0	0	0	1400	0	0	0	0	-3,65688	0,0458256	-0,115519	-0,00176973	-0,0437001	0,129789	0	0	0	0,0061412	-0,0430008	0,129889	0,0719076	-0,00698132	-0,0335891	
8,66741	0	0	0	0	1400	0	0	0	0	-3,65688	0,0458256	-0,115519	-0,00176973	-0,0437001	0,129789	0	0	0	0,0061412	-0,0430008	0,129889	0,0719076	-0,00698132	-0,0335891	
8,6774	0	0	0	0	1400	0	0	0	0	-3,65688	0,0458256	-0,115519	-0,00176973	-0,0437001	0,129789	0	0	0	0,0061412	-0,0430008	0,129889	0,0719076	-0,00680678	-0,0335891	
8,68228	0	0	0	0	1400	0	0	0	0	-3,6575	0,0458256	-0,110554	-0,0107036	-0,043984	0,136591	0	0	0	-0,00228656	-0,0430008	0,137302	0,0719076	-0,00680678	-0,0335891	
8,68742	0	0	0	0	1400	0	0	0	0	-3,6575	0,0458256	-0,110554	-0,0107036	-0,043984	0,136591	0	0	0	-0,00228656	-0,0430008	0,137302	0,0719076	-0,00663225	-0,0335891	
8,69745	0	0	0	0	1400	0	0	0	0	-3,6575	0,0458256	-0,110554	-0,0107036	-0,043984	0,136591	0	0	0	-0,00228656	-0,0430008	0,137302	0,0715585	-0,00628319	-0,0335891	
8,70736	0	0	0	0	1400	0	0	0	0	-3,6575	0,0458256	-0,110554	-0,0107036	-0,043984	0,136591	0	0	0	-0,00228656	-0,0430008	0,137302	0,071733	-0,00663225	-0,0335891	
8,71353	0	0	0	0	1400	0	0	0	0	-3,6575	0,0474765	-0,110554	-0,0097902	-0,0682748	0,136503	0	0	0	-0,00228656	-0,0673292	0,137302	0,071733	-0,00663225	-0,0346987	
8,71739	0	0	0	0	1400	0	0	0	0	-3,6575	0,0474765	-0,110554	-0,0097902	-0,0682748	0,136503	0	0	0	-0,00228656	-0,0673292	0,137302	0,071733	-0,00663225	-0,0346987	
8,72742	0	0	0	0	1400	0	0	0	0	-3,6575	0,0474765	-0,110554	-0,0097902	-0,0682748	0,136503	0	0	0	-0,00228656	-0,0673292	0,137302	0,0715585	-0,00680678	-0,0346987	
8,73738	0	0	0	0	1400	0	0	0	0	-3,6575	0,0474765	-0,110554	-0,0097902	-0,0682748	0,136503	0	0	0	-0,00228656	-0,0673292	0,137302	0,071733	-0,00698132	-0,0346987	
8,74642	0	0	0	0	1400	0	0	0	0	-3,65678	0,0474765	-0,110273	-0,008265	-0,0462586	0,170605	0	0	0	0,00244074	-0,0451783	0,171076	0,071733	-0,00698132	-0,0346987	
8,7474	0	0	0	0	1400	0	0	0	0	-3,65678	0,0474765	-0,110273	-0,008265	-0,0462586	0,170605	0	0	0	0,00244074	-0,0451783	0,171076	0,071733	-0,00715585	-0,0346987	
8,75737	0	0	0	0	1400	0	0	0	0	-3,65678	0,0474765	-0,110273	-0,008265	-0,0462586	0,170605	0	0	0	0,00244074	-0,0451783	0,171076	0,0719076	-0,00733038	-0,0346987	
8,76736	0	0	0	0	1400	0	0	0	0	-3,65678	0,0474765	-0,110273	-0,008265	-0,0462586	0,170605	0	0	0	0,00244074	-0,0451783	0,171076	0,0719076	-0,00698132	-0,0346987	
8,77735	0	0	0	0	1400	0	0	0	0	-3,65678	0,0474765	-0,110273	-0,008265	-0,0462586	0,170605	0	0	0	0,00244074	-0,0451783	0,171076	0,0720821	-0,00698132	-0,0346987	
8,78297	0	0	0	0	1400	0	0	0	0	-3,6567	0,0459909	-0,121193	0,0637641	-0,270633	-0,480744	0	0	0	0,0197109	-0,274819	-0,482192	0,0720821	-0,00698132	-0,0342585	
8,78736	0	0	0	0	1400	0	0	0	0	-3,6567	0,0459909	-0,121193	0,0637641	-0,270633	-0,480744	0	0	0	0,0197109	-0,274819	-0,482192	0,0720821	-0,00663225	-0,0342585	
