time ;e1;e2;ctrlpitch;ctrlroll;ctrlthrust;ctrlyaw;edx;edy;edz;cumulx;cumuly;cumulz;x;y;z;dxr;dyr;dzr;dxrT;dyrT;dzrT;dxrUn;dyrUn;dzrUn;dxrDerf;dyrDer;dzrDer;dxd;dyd;dzd;pitch;roll;yaw;yawd;eyaw;kpvx;kpvy;kpvz;kivx;kivy;kivz;kdvx;kdvy;kdvz;ktg;veld;pitchoff;ke1;ke2;gravity
10,3878;-0,821308;-0,127188;519;43;2651;95;-0,487136;0,0622318;-0,180112;-0,102471;-0,0129087;-0,101771;-2,96511;0,0233369;0,127188;0,686422;-0,0468545;0,173129;0,696232;-0,105162;0,0868624;0,696232;-0,105162;0,0868624;0;0;0;0,199286;0,0153774;-0,00698362;0,119555;0,0610865;-0,0683918;-0,00787035;0,0604845;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
10,3964;-0,821308;-0,127188;519;43;2651;95;-0,487132;0,0622427;-0,179968;-0,106671;-0,0123721;-0,103323;-2,96511;0,0233369;0,127188;0,686422;-0,0468545;0,173129;0,696232;-0,105162;0,0868624;0,696232;-0,105162;0,0868624;0;0;0;0,19929;0,0153883;-0,00683938;0,120253;0,0607375;-0,0683918;-0,00787035;0,0604845;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
10,4063;-0,821308;-0,127188;519;43;2650;95;-0,487126;0,0622565;-0,179757;-0,111526;-0,0117516;-0,105115;-2,96511;0,0233369;0,127188;0,686422;-0,0468545;0,173129;0,696232;-0,105162;0,0868624;0,696232;-0,105162;0,0868624;0;0;0;0,199296;0,0154021;-0,00662838;0,1213;0,0605629;-0,0683918;-0,00787035;0,0604845;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
10,4163;-0,821308;-0,127188;519;43;2650;95;-0,487121;0,0622682;-0,179581;-0,116397;-0,0111289;-0,10691;-2,96511;0,0233369;0,127188;0,686422;-0,0468545;0,173129;0,696232;-0,105162;0,0868624;0,696232;-0,105162;0,0868624;0;0;0;0,199301;0,0154137;-0,00645209;0,122173;0,0603884;-0,0683918;-0,00787035;0,0604845;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
10,423;-0,771969;-0,126398;469;-2;2605;100;-0,412042;-0,0033808;-0,089009;-0,119126;-0,0111513;-0,1075;-2,94015;0,0192873;0,126398;0,611107;0,0208797;0,0808357;0,616232;-0,0251616;0,00686236;0,570055;-0,0249315;-0,0409306;0;0;0;0,199065;0,0174989;-0,00817337;0,122173;0,0603884;-0,0666943;-0,00655988;0,0600982;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
10,4264;-0,771969;-0,126398;466;-2;2605;100;-0,41204;-0,0033766;-0,0889397;-0,120524;-0,0111627;-0,107802;-2,94015;0,0192873;0,126398;0,611107;0,0208797;0,0808357;0,616232;-0,0251616;0,00686236;0,570055;-0,0249315;-0,0409306;0;0;0;0,199068;0,0175031;-0,00810401;0,122522;0,0603884;-0,0666943;-0,00655988;0,0600982;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
10,4363;-0,771969;-0,126398;466;-2;2605;100;-0,412034;-0,00336474;-0,0887632;-0,124634;-0,0111963;-0,108687;-2,94015;0,0192873;0,126398;0,611107;0,0208797;0,0808357;0,616232;-0,0251616;0,00686236;0,570055;-0,0249315;-0,0409306;0;0;0;0,199074;0,0175149;-0,00792755;0,123395;0,0602139;-0,0666943;-0,00655988;0,0600982;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
10,4464;-0,771969;-0,126398;466;-2;2605;100;-0,412026;-0,00335084;-0,0885521;-0,128763;-0,0112299;-0,109574;-2,94015;0,0192873;0,126398;0,611107;0,0208797;0,0808357;0,616232;-0,0251616;0,00686236;0,570055;-0,0249315;-0,0409306;0;0;0;0,199081;0,0175288;-0,00771639;0,124442;0,0600393;-0,0666943;-0,00655988;0,0600982;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
10,4563;-0,771969;-0,126398;466;-2;2605;100;-0,412021;-0,00333779;-0,0883725;-0,132859;-0,011263;-0,110453;-2,94015;0,0192873;0,126398;0,611107;0,0208797;0,0808357;0,616232;-0,0251616;0,00686236;0,570055;-0,0249315;-0,0409306;0;0;0;0,199087;0,0175419;-0,00753685;0,125315;0,0596903;-0,0666943;-0,00655988;0,0600982;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
10,4606;-0,734257;-0,127909;431;8;2627;99;-0,361563;0,0127332;-0,132175;-0,134423;-0,011208;-0,111024;-2,92008;0,0184097;0,127909;0,560429;0,0062878;0,122662;0,570055;-0,0389742;0,0518097;0,570055;-0,0389742;0,0518097;0;0;0;0,198866;0,019021;-0,00951225;0,125315;0,0596903;-0,0664414;-0,00630443;0,0601007;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
10,4663;-0,734257;-0,127909;431;8;2627;99;-0,36156;0,012739;-0,132102;-0,136484;-0,0111353;-0,111778;-2,92008;0,0184097;0,127909;0,560429;0,0062878;0,122662;0,570055;-0,0389742;0,0518097;0,570055;-0,0389742;0,0518097;0;0;0;0,198869;0,0190268;-0,00943964;0,125664;0,0595157;-0,0664414;-0,00630443;0,0601007;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
10,4763;-0,734257;-0,127909;431;8;2627;99;-0,361554;0,0127522;-0,131954;-0,140091;-0,0110081;-0,113094;-2,92008;0,0184097;0,127909;0,560429;0,0062878;0,122662;0,570055;-0,0389742;0,0518097;0,570055;-0,0389742;0,0518097;0;0;0;0,198875;0,01904;-0,00929108;0,126362;0,0589921;-0,0664414;-0,00630443;0,0601007;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
10,4863;-0,734257;-0,127909;431;8;2627;99;-0,36155;0,0127615;-0,131843;-0,143707;-0,0108805;-0,114413;-2,92008;0,0184097;0,127909;0,560429;0,0062878;0,122662;0,570055;-0,0389742;0,0518097;0,570055;-0,0389742;0,0518097;0;0;0;0,198879;0,0190493;-0,00918048;0,126885;0,0586431;-0,0664414;-0,00630443;0,0601007;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
10,4874;-0,695443;-0,128349;434;11;2614;99;-0,365091;0,016454;-0,107662;-0,144093;-0,0108631;-0,114526;-2,8991;0,0169422;0,128349;0,563688;0,00442171;0,0965426;0,570055;-0,0389742;0,024527;0,570055;-0,0389742;0,024527;0;0;0;0,198597;0,0208757;-0,011119;0,126885;0,0586431;-0,0660854;-0,00584388;0,0602051;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
10,4964;-0,695443;-0,128349;434;11;2614;99;-0,365086;0,0164677;-0,107543;-0,147395;-0,0107141;-0,115499;-2,8991;0,0169422;0,128349;0,563688;0,00442171;0,0965426;0,570055;-0,0389742;0,024527;0,570055;-0,0389742;0,024527;0;0;0;0,198602;0,0208895;-0,0110006;0,127409;0,0579449;-0,0660854;-0,00584388;0,0602051;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
10,5064;-0,695443;-0,128349;434;11;2614;99;-0,365082;0,0164737;-0,10747;-0,151061;-0,0105487;-0,116578;-2,8991;0,0169422;0,128349;0,563688;0,00442171;0,0965426;0,570055;-0,0389742;0,024527;0,570055;-0,0389742;0,024527;0;0;0;0,198605;0,0208954;-0,0109277;0,127758;0,0577704;-0,0660854;-0,00584388;0,0602051;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
10,5163;-0,695443;-0,128349;434;11;2614;99;-0,365082;0,0164794;-0,107459;-0,154665;-0,0103861;-0,117639;-2,8991;0,0169422;0,128349;0,563688;0,00442171;0,0965426;0,570055;-0,0389742;0,024527;0,570055;-0,0389742;0,024527;0;0;0;0,198605;0,0209011;-0,0109168;0,127758;0,0572468;-0,0660854;-0,00584388;0,0602051;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
10,5263;-0,695443;-0,128349;434;11;2614;99;-0,365084;0,0164793;-0,10749;-0,158313;-0,0102214;-0,118713;-2,8991;0,0169422;0,128349;0,563688;0,00442171;0,0965426;0,570055;-0,0389742;0,024527;0,570055;-0,0389742;0,024527;0;0;0;0,198603;0,020901;-0,0109478;0,127584;0,0570723;-0,0660854;-0,00584388;0,0602051;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
10,5278;-0,635153;-0,129005;479;10;2628;100;-0,42986;0,0147312;-0,134413;-0,158941;-0,0101999;-0,11891;-2,86568;0,0138951;0,129005;0,627855;0,0095978;0,12005;0,636886;-0,0389742;0,0395364;0,636886;-0,0389742;0,0395364;0;0;0;0,197994;0,024329;-0,0143629;0,127584;0,0570723;-0,0654041;-0,00484876;0,0605184;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
10,5363;-0,635153;-0,129005;479;10;2628;100;-0,429862;0,0147317;-0,134443;-0,162615;-0,010074;-0,120059;-2,86568;0,0138951;0,129005;0,627855;0,0095978;0,12005;0,636886;-0,0389742;0,0395364;0,636886;-0,0389742;0,0395364;0;0;0;0,197992;0,0243295;-0,0143932;0,127409;0,0568977;-0,0654041;-0,00484876;0,0605184;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
10,5463;-0,635153;-0,129005;479;10;2628;100;-0,429865;0,0147298;-0,134477;-0,166923;-0,00992635;-0,121406;-2,86568;0,0138951;0,129005;0,627855;0,0095978;0,12005;0,636886;-0,0389742;0,0395364;0,636886;-0,0389742;0,0395364;0;0;0;0,19799;0,0243275;-0,0144277;0,127235;0,0568977;-0,0654041;-0,00484876;0,0605184;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
10,5525;-0,591056;-0,129453;529;-10;2626;104;-0,509785;-0,0148596;-0,130266;-0,17007;-0,0100181;-0,122211;-2,83994;0,0134275;0,129453;0,707208;0,0418019;0,113003;0,716886;-0,0115705;0,024527;0,843671;-0,0115705;0,024527;0;0;0;0,197424;0,0269423;-0,0172633;0,127235;0,0568977;-0,0654041;-0,00472807;0,0606388;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
10,5564;-0,591056;-0,129453;535;-10;2626;104;-0,50979;-0,0148605;-0,13033;-0,172036;-0,0100754;-0,122713;-2,83994;0,0134275;0,129453;0,707208;0,0418019;0,113003;0,716886;-0,0115705;0,024527;0,843671;-0,0115705;0,024527;0;0;0;0,197418;0,0269414;-0,0173274;0,126885;0,0567232;-0,0654041;-0,00472807;0,0606388;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
10,5664;-0,591056;-0,129453;535;-10;2626;104;-0,509801;-0,0148713;-0,130472;-0,177131;-0,010224;-0,124017;-2,83994;0,0134275;0,129453;0,707208;0,0418019;0,113003;0,716886;-0,0115705;0,024527;0,843671;-0,0115705;0,024527;0;0;0;0,197407;0,0269306;-0,0174697;0,126187;0,0568977;-0,0654041;-0,00472807;0,0606388;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
10,5764;-0,591056;-0,129453;535;-10;2626;104;-0,509835;-0,0148917;-0,13088;-0,182249;-0,0103735;-0,125331;-2,83994;0,0134275;0,129453;0,707208;0,0418019;0,113003;0,716886;-0,0115705;0,024527;0,843671;-0,0115705;0,024527;0;0;0;0,197373;0,0269102;-0,0178777;0,124093;0,0567232;-0,0654041;-0,00472807;0,0606388;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
10,5863;-0,591056;-0,129453;535;-10;2626;104;-0,509849;-0,0149015;-0,131052;-0,187321;-0,0105218;-0,126635;-2,83994;0,0134275;0,129453;0,707208;0,0418019;0,113003;0,716886;-0,0115705;0,024527;0,843671;-0,0115705;0,024527;0;0;0;0,197359;0,0269004;-0,0180497;0,12322;0,0567232;-0,0654041;-0,00472807;0,0606388;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
10,5963;-0,591056;-0,129453;535;-10;2627;104;-0,509896;-0,0149262;-0,131593;-0,19242;-0,010671;-0,127951;-2,83994;0,0134275;0,129453;0,707208;0,0418019;0,113003;0,716886;-0,0115705;0,024527;0,843671;-0,0115705;0,024527;0;0;0;0,197312;0,0268757;-0,0185905;0,120428;0,0563741;-0,0654041;-0,00472807;0,0606388;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
10,5967;-0,556319;-0,130602;485;-5;2628;104;-0,430214;-0,00737654;-0,135144;-0,192591;-0,0106739;-0,128004;-2,81908;0,0131522;0,130602;0,626922;0,0365502;0,113812;0,636886;-0,0115705;0,0395364;0,636886;-0,0115705;0,0395364;0;0;0;0,196708;0,0291737;-0,0213317;0,120428;0,0563741;-0,0654041;-0,00466539;0,0607014;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
10,6063;-0,556319;-0,130602;480;-5;2629;104;-0,430267;-0,0073903;-0,135638;-0,196704;-0,0107446;-0,129301;-2,81908;0,0131522;0,130602;0,626922;0,0365502;0,113812;0,636886;-0,0115705;0,0395364;0,636886;-0,0115705;0,0395364;0;0;0;0,196655;0,0291599;-0,0218254;0,11781;0,055676;-0,0654041;-0,00466539;0,0607014;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
10,6163;-0,556319;-0,130602;480;-5;2629;104;-0,430313;-0,00739182;-0,136053;-0,201008;-0,0108185;-0,130662;-2,81908;0,0131522;0,130602;0,626922;0,0365502;0,113812;0,636886;-0,0115705;0,0395364;0,636886;-0,0115705;0,0395364;0;0;0;0,196609;0,0291584;-0,0222404;0,115541;0,0546288;-0,0654041;-0,00466539;0,0607014;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
10,6196;-0,521566;-0,132614;530;-8;2649;105;-0,507323;-0,012048;-0,176919;-0,202692;-0,0108585;-0,131249;-2,79805;0,0113649;0,132614;0,703065;0,0441525;0,151338;0,716886;-0,0111321;0,0714473;0,843671;-0,0111321;0,0714473;0;0;0;0,195742;0,0321045;-0,0255809;0,115541;0,0546288;-0,0655127;-0,00406171;0,0614123;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
10,6264;-0,521566;-0,132614;534;-8;2649;105;-0,507349;-0,0120412;-0,177101;-0,206114;-0,0109397;-0,132444;-2,79805;0,0113649;0,132614;0,703065;0,0441525;0,151338;0,716886;-0,0111321;0,0714473;0,843671;-0,0111321;0,0714473;0;0;0;0,195717;0,0321113;-0,0257631;0,114494;0,0539307;-0,0655127;-0,00406171;0,0614123;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
10,6363;-0,521566;-0,132614;534;-8;2650;105;-0,507386;-0,0120168;-0,177358;-0,211172;-0,0110595;-0,134212;-2,79805;0,0113649;0,132614;0,703065;0,0441525;0,151338;0,716886;-0,0111321;0,0714473;0,843671;-0,0111321;0,0714473;0;0;0;0,195679;0,0321357;-0,0260196;0,112923;0,0523599;-0,0655127;-0,00406171;0,0614123;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
10,6463;-0,521566;-0,132614;534;-8;2650;105;-0,507416;-0,011979;-0,177535;-0,216226;-0,0111788;-0,13598;-2,79805;0,0113649;0,132614;0,703065;0,0441525;0,151338;0,716886;-0,0111321;0,0714473;0,843671;-0,0111321;0,0714473;0;0;0;0,195649;0,0321735;-0,0261966;0,111701;0,05044;-0,0655127;-0,00406171;0,0614123;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
10,6563;-0,521566;-0,132614;534;-8;2650;105;-0,507425;-0,0119275;-0,177535;-0,2213;-0,0112981;-0,137755;-2,79805;0,0113649;0,132614;0,703065;0,0441525;0,151338;0,716886;-0,0111321;0,0714473;0,843671;-0,0111321;0,0714473;0;0;0;0,195641;0,032225;-0,0261974;0,111352;0,0483456;-0,0655127;-0,00406171;0,0614123;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
10,657;-0,485767;-0,1372;484;9;2647;105;-0,430985;0,0139811;-0,171813;-0,221599;-0,0112884;-0,137874;-2,77538;0,0110599;0,1372;0,625431;0,0212205;0,140964;0,636886;-0,0275195;0,0714473;0,49786;-0,0275195;0,0714473;0;0;0;0,194446;0,0352016;-0,0308492;0,111352;0,0483456;-0,0657475;-0,00398497;0,0617232;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
10,6663;-0,485767;-0,1372;480;9;2647;105;-0,430985;0,0140241;-0,171764;-0,225605;-0,0111581;-0,139471;-2,77538;0,0110599;0,1372;0,625431;0,0212205;0,140964;0,636886;-0,0275195;0,0714473;0,49786;-0,0275195;0,0714473;0;0;0;0,194446;0,0352446;-0,0308;0,111352;0,0469494;-0,0657475;-0,00398497;0,0617232;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
10,6764;-0,485767;-0,1372;480;9;2647;105;-0,43096;0,0141015;-0,171514;-0,229945;-0,0110161;-0,141198;-2,77538;0,0110599;0,1372;0,625431;0,0212205;0,140964;0,636886;-0,0275195;0,0714473;0,49786;-0,0275195;0,0714473;0;0;0;0,194471;0,035322;-0,0305504;0,112225;0,0446804;-0,0657475;-0,00398497;0,0617232;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
10,6863;-0,485767;-0,1372;480;9;2647;105;-0,43092;0,0141822;-0,171163;-0,234229;-0,0108751;-0,1429;-2,77538;0,0110599;0,1372;0,625431;0,0212205;0,140964;0,636886;-0,0275195;0,0714473;0,49786;-0,0275195;0,0714473;0;0;0;0,194511;0,0354027;-0,0301989;0,113621;0,0424115;-0,0657475;-0,00398497;0,0617232;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
10,6892;-0,456951;-0,1372;530;10;2615;105;-0,519524;0,0154328;-0,108865;-0,235756;-0,0108297;-0,14322;-2,75678;0,0103363;0,1372;0,713034;0,0228783;0,0759071;0,716886;-0,0275195;-0,00452781;0,720933;-0,0275195;-0,00452781;0;0;0;0,19351;0,0383111;-0,0329583;0,113621;0,0424115;-0,0657475;-0,0037494;0,0619583;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
10,6963;-0,456951;-0,1372;543;10;2615;105;-0,519475;0,0155083;-0,108488;-0,239439;-0,0107198;-0,143989;-2,75678;0,0103363;0,1372;0,713034;0,0228783;0,0759071;0,716886;-0,0275195;-0,00452781;0,720933;-0,0275195;-0,00452781;0;0;0;0,193559;0,0383866;-0,0325809;0,115192;0,0404916;-0,0657475;-0,0037494;0,0619583;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
10,7063;-0,456951;-0,1372;543;10;2615;105;-0,519459;0,0155407;-0,108353;-0,244626;-0,0105646;-0,145071;-2,75678;0,0103363;0,1372;0,713034;0,0228783;0,0759071;0,716886;-0,0275195;-0,00452781;0,720933;-0,0275195;-0,00452781;0;0;0;0,193575;0,038419;-0,0324461;0,115715;0,039619;-0,0657475;-0,0037494;0,0619583;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
10,7163;-0,456951;-0,1372;543;10;2615;105;-0,519443;0,0155955;-0,108192;-0,249814;-0,0104088;-0,146151;-2,75678;0,0103363;0,1372;0,713034;0,0228783;0,0759071;0,716886;-0,0275195;-0,00452781;0,720933;-0,0275195;-0,00452781;0;0;0;0,193591;0,0384738;-0,0322845;0,116239;0,0380482;-0,0657475;-0,0037494;0,0619583;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
10,7194;-0,421653;-0,136729;546;13;2618;107;-0,524765;0,0197263;-0,114163;-0,251455;-0,0103471;-0,146508;-2,73353;0,00877182;0,136729;0,71684;0,0229702;0,0783264;0,720933;-0,0275195;-0,00452781;0,720933;-0,0275195;-0,00452781;0;0;0;0,192075;0,0426965;-0,0358369;0,116239;0,0380482;-0,0658429;-0,00320896;0,062593;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
10,7264;-0,421653;-0,136729;546;13;2618;107;-0,524771;0,0197688;-0,114145;-0,255098;-0,0102099;-0,147301;-2,73353;0,00877182;0,136729;0,71684;0,0229702;0,0783264;0,720933;-0,0275195;-0,00452781;0,720933;-0,0275195;-0,00452781;0;0;0;0,192069;0,042739;-0,0358182;0,116064;0,0368264;-0,0658429;-0,00320896;0,062593;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
10,7364;-0,421653;-0,136729;546;13;2618;107;-0,524807;0,0198117;-0,114286;-0,260358;-0,0100113;-0,148446;-2,73353;0,00877182;0,136729;0,71684;0,0229702;0,0783264;0,720933;-0,0275195;-0,00452781;0,720933;-0,0275195;-0,00452781;0;0;0;0,192033;0,0427819;-0,0359595;0,115017;0,0354302;-0,0658429;-0,00320896;0,062593;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
10,7463;-0,421653;-0,136729;547;13;2618;107;-0,524825;0,0198207;-0,114371;-0,265561;-0,00981481;-0,14958;-2,73353;0,00877182;0,136729;0,71684;0,0229702;0,0783264;0,720933;-0,0275195;-0,00452781;0,720933;-0,0275195;-0,00452781;0;0;0;0,192015;0,0427909;-0,036045;0,114494;0,0350811;-0,0658429;-0,00320896;0,062593;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
10,7553;-0,389871;-0,136596;548;8;2613;108;-0,527244;0,0120654;-0,103744;-0,270297;-0,00970644;-0,150512;-2,71161;0,00853752;0,136596;0,717607;0,0346993;0,0640563;0,720933;-0,0150727;-0,0171751;0,720933;-0,0150727;-0,0171751;0;0;0;0,190363;0,0467647;-0,039688;0,114494;0,0350811;-0,0658946;-0,0031485;0,062705;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
10,7563;-0,389871;-0,136596;548;8;2613;108;-0,527311;0,0121096;-0,104011;-0,270851;-0,00969372;-0,150621;-2,71161;0,00853752;0,136596;0,717607;0,0346993;0,0640563;0,720933;-0,0150727;-0,0171751;0,720933;-0,0150727;-0,0171751;0;0;0;0,190296;0,0468089;-0,0399547;0,112748;0,0336849;-0,0658946;-0,0031485;0,062705;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
10,7664;-0,389871;-0,136596;548;8;2613;108;-0,527385;0,0121465;-0,104319;-0,276139;-0,00957193;-0,151667;-2,71161;0,00853752;0,136596;0,717607;0,0346993;0,0640563;0,720933;-0,0150727;-0,0171751;0,720933;-0,0150727;-0,0171751;0;0;0;0,190222;0,0468458;-0,0402625;0,110828;0,0324631;-0,0658946;-0,0031485;0,062705;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
10,7763;-0,389871;-0,136596;549;8;2613;108;-0,527425;0,0121683;-0,104485;-0,281378;-0,00945106;-0,152705;-2,71161;0,00853752;0,136596;0,717607;0,0346993;0,0640563;0,720933;-0,0150727;-0,0171751;0,720933;-0,0150727;-0,0171751;0;0;0;0,190181;0,0468676;-0,0404289;0,109781;0,031765;-0,0658946;-0,0031485;0,062705;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
10,7863;-0,389871;-0,136596;549;8;2613;108;-0,527493;0,0122146;-0,104751;-0,286666;-0,00932861;-0,153755;-2,71161;0,00853752;0,136596;0,717607;0,0346993;0,0640563;0,720933;-0,0150727;-0,0171751;0,720933;-0,0150727;-0,0171751;0;0;0;0,190113;0,0469139;-0,0406951;0,108036;0,0303687;-0,0658946;-0,0031485;0,062705;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
10,7894;-0,359812;-0,136729;553;10;2624;110;-0,533917;0,0156803;-0,126286;-0,288309;-0,00928034;-0,154144;-2,69026;0,00823063;0,136729;0,722039;0,0355289;0,0817023;0,727346;-0,0150727;0,00440657;0,727346;-0,0150727;0,00440657;0;0;0;0,188122;0,0512091;-0,0445833;0,108036;0,0303687;-0,0661397;-0,00305942;0,0630385;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
10,7963;-0,359812;-0,136729;553;10;2624;110;-0,534008;0,0157389;-0,126599;-0,291993;-0,00917176;-0,155017;-2,69026;0,00823063;0,136729;0,722039;0,0355289;0,0817023;0,727346;-0,0150727;0,00440657;0,727346;-0,0150727;0,00440657;0;0;0;0,188032;0,0512678;-0,0448965;0,105941;0,0287979;-0,0661397;-0,00305942;0,0630385;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
10,8063;-0,359812;-0,136729;553;10;2625;110;-0,534091;0,0157837;-0,126897;-0,297361;-0,00901314;-0,156293;-2,69026;0,00823063;0,136729;0,722039;0,0355289;0,0817023;0,727346;-0,0150727;0,00440657;0,727346;-0,0150727;0,00440657;0;0;0;0,187948;0,0513126;-0,0451946;0,104022;0,0275762;-0,0661397;-0,00305942;0,0630385;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
10,8163;-0,359812;-0,136729;553;10;2625;110;-0,53413;0,015803;-0,127034;-0,302676;-0,00885588;-0,157557;-2,69026;0,00823063;0,136729;0,722039;0,0355289;0,0817023;0,727346;-0,0150727;0,00440657;0,727346;-0,0150727;0,00440657;0;0;0;0,18791;0,0513319;-0,0453317;0,103149;0,0270526;-0,0661397;-0,00305942;0,0630385;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
10,8206;-0,32287;-0,136112;551;15;2614;112;-0,531052;0,0229714;-0,106201;-0,304976;-0,00875641;-0,158017;-2,66296;0,00823063;0,136112;0,715946;0,0343675;0,0559361;0,718587;-0,0150727;-0,0171751;0,718587;-0,0150727;-0,0171751;0;0;0;0,184894;0,0573389;-0,0502645;0,103149;0,0270526;-0,0666816;-0,00309078;0,063548;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
10,8263;-0,32287;-0,136112;551;16;2614;112;-0,531138;0,0230156;-0,106463;-0,308012;-0,00862483;-0,158625;-2,66296;0,00823063;0,136112;0,715946;0,0343675;0,0559361;0,718587;-0,0150727;-0,0171751;0,718587;-0,0150727;-0,0171751;0;0;0;0,184809;0,0573831;-0,0505269;0,101404;0,0260054;-0,0666816;-0,00309078;0,063548;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,08
