time ;e1;e2;ctrlpitch;ctrlroll;ctrlthrust;ctrlyaw;edx;edy;edz;cumulx;cumuly;cumulz;x;y;z;dxr;dyr;dzr;dxrT;dyrT;dzrT;dxrUn;dyrUn;dzrUn;dxrDerf;dyrDer;dzrDer;dxd;dyd;dzd;pitch;roll;yaw;yawd;eyaw;kpvx;kpvy;kpvz;kivx;kivy;kivz;kdvx;kdvy;kdvz;ktg;veld;pitchoff;ke1;ke2;gravity;thr_vel
0,127792;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-nan;0;0;0;0;0;0;0;0;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,07
0,156384;0;0;0;0;0;0;0;0;0;0;0;0;-4,01731;0,0331123;0;-0,00237847;0,0699596;0;0;0,07;0;0;0,284959;0;-nan;0;0;0;0;0;0;0;-0,0339847;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,07
0,190813;0;0;0;0;0;0;0;0;0;0;0;0;-4,01731;0,0331123;-0,316007;0,0652026;0,142298;-0,07;0,07;0,14;-0,07;1,29846;0,284959;-11,8818;0;0;0;0;0;0;0;0;-0,0339847;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,07
0,220095;0;0;0;0;0;0;0;0;0;0;0;0;-4,01731;0,213129;-0,316007;0,122778;0,220512;-0,14;0,14;0,21;-0,14;1,29846;8,12832;-11,8818;0;0;0;0;0;0;0;0;-0,0799631;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,07
0,259325;0;0;0;0;0;0;0;0;0;0;0;0;-4,06721;0,0343702;-0,108124;0,0649338;0,142421;-0,21;0,07;0,14;-0,21;-0,444371;-4,55692;-6,11706;0;0;0;0;0;0;0;0;-0,0358733;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,07
0,288243;0;0;0;0;0;0;0;0;0;0;0;0;-4,06721;0,0343702;0,0044207;-0,00251059;0,069955;-0,14;0;0,07;-0,14;-0,444371;-4,55692;3,89187;0;0;0;0;0;0;0;0;-0,0358733;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,07
0,325766;0;0;0;0;0;0;0;0;0;0;0;0;-4,01476;0,0343702;0,0044207;-0,069955;-0,00251059;-0,07;-0,07;0;-0,07;-0,0810703;-4,55692;0,633182;-0;0;0;0;0;0;0;0;-0,0358733;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,07
0,352129;0;0;0;0;0;0;0;0;0;0;0;0;-4,01172;-0,645039;0,0281821;-0,00901357;-0,0694173;0;0;-0,07;0;0,924185;-23,936;3,89187;0;0;0;0;0;0;0;0;0,129124;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,07
0,388256;0;0;0;0;0;0;0;0;0;0;0;0;-4,01476;-0,538214;0,0281821;-0,069638;0,00711022;0,07;-0,07;0;0,07;-0,0810703;2,95718;0,633182;0;0;0;0;0;0;0;0;0,10175;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,07
0,420577;0;0;0;0;0;0;0;0;0;0;0;0;-3,9904;-0,541569;0,16133;-0,00711022;-0,069638;0,14;0;-0,07;0,14;0,924185;-0,103879;5,05074;0;0;0;0;0;0;0;0;0,10175;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,07
0,456985;0;0;0;0;0;0;0;0;0;0;0;0;-4,02723;-0,538214;0,182695;-0,069638;0,00711006;0,07;-0,07;0;0,07;-1,21789;2,95718;-8,1287;0;0;0;0;0;0;0;0;0,101748;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,07
0,48458;0;0;0;0;0;0;0;0;0;0;0;0;-3,98286;-0,324181;0,478815;-0,0032527;-0,0699244;0,14;0;-0,07;0,14;1,64211;-0,103879;12,8965;-0;0;0;0;0;0;0;0;0,0464839;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,07
0,520032;0;0;0;0;0;0;0;0;0;0;0;0;-3,98201;-0,324181;0,537786;0,063419;-0,143101;0,21;0,07;-0,14;0,21;0,598398;-1,9356;1,21936;0;0;0;0;0;0;0;0;0,0464839;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,07
0,553224;0;0;0;0;0;0;0;0;0;0;0;0;-3,97404;-0,356331;0,579156;0,128435;-0,217266;0,28;0,14;-0,21;0,28;0,598398;-1,9356;1,21936;0;0;0;0;0;0;0;0;0,0541222;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,07
0,586037;0;0;0;0;0;0;0;0;0;0;0;0;-3,97404;-0,356331;0,579156;0,0623241;-0,143582;0,21;0,07;-0,14;0,21;-0,40003;1,10223;-0,05824;0;0;0;0;0;0;0;0;0,0541222;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,07
0,619949;0;0;0;0;0;0;0;0;0;0;0;0;-4,01839;0,130768;0,148332;0,00459162;-0,0698492;0,14;0;-0,07;0,14;-0,40003;9,04092;-0,05824;0;0;0;0;0;0;0;0;-0,0656418;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,07
0,650082;0;0;0;0;0;0;0;0;0;0;0;0;-4,01839;0,130768;-0,229291;0,0698492;0,00459162;0,07;0,07;0;0,07;0,388637;9,04092;-13,8552;0;0;0;0;0;0;0;0;-0,0656418;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,07
0,687134;0;0;0;0;0;0;0;0;0;0;0;0;-4,00668;-0,602134;0,148332;0,147009;0,0537433;0,14;0,14;0,07;0,14;0,605519;0,16919;11,1354;0;0;0;0;0;0;0;0;0,113163;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,07
0,716458;0;0;0;0;0;0;0;0;0;0;0;0;-3,99295;-0,602134;0,221155;0,224466;0,115391;0,07;0,21;0,14;0,07;0,388637;0,16919;-3,70356;0;0;0;0;0;0;0;0;0,113163;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,07
0,748834;0;0;0;0;0;0;0;0;0;0;0;0;-3,99295;-0,602134;0,221155;0,15821;0,152299;0;0,14;0,16919;0;-0,296841;0,16919;-3,70356;0;0;0;0;0;0;0;0;0,113163;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,07
0,784036;0;0;0;0;0;0;0;0;0;0;0;0;-4,00902;-0,57881;-0,0716242;0,095082;0,230372;-0,07;0,07;0,23919;-0,07;-0,496429;0,79537;-3,70356;0;0;0;0;0;0;0;0;0,10673;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,07
0,817661;0;0;0;0;0;0;0;0;0;0;0;0;-4,05071;-0,0349135;-0,0716242;-0,00415174;0,169139;0;0;0,16919;0;-0,496429;-0,0432136;0,862038;0;0;0;0;0;0;0;0;-0,0245414;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,07
0,84788;0;0;0;0;0;0;0;0;0;0;0;0;-4,05126;-0,0349135;-0,0426443;-0,0277183;0,0985397;0,07;-0,0252919;0,0991902;0,07;-0,0252919;-0,0432136;0,862038;0;0;0;0;0;0;0;0;-0,0245414;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,07
0,880911;0;0;0;0;0;0;0;0;0;0;0;0;-4,05147;-0,0349135;-0,038527;-0,00722176;0,0290217;0,14;-0,00650742;0,0291902;0,14;-0,00650742;-0,0432136;0,193181;0;0;0;0;0;0;0;0;-0,0245414;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,07
0,921909;0;0;0;0;0;0;0;0;0;0;0;0;-4,05169;-0,030078;-0,038527;-0,0261643;0,0328127;0,136198;-0,0252919;0,0334898;0,136198;-0,0252919;0,0334898;0,136198;0;0;0;0;0;0;0;0;-0,0263148;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,07
0,947825;0;0;0;0;0;0;0;0;0;0;0;0;-4,05401;-0,030078;-0,0544273;-0,00738635;0,033307;0,0661984;-0,00650742;0,0334898;0,0661984;-0,00650742;0,0334898;-0,543454;0;0;0;0;0;0;0;0;-0,0263148;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,07
0,987537;0;0;0;0;0;0;0;0;0;0;0;0;-4,05401;-0,028705;-0,066755;0,00353799;0,0335973;-0,00380164;0,00444168;0,0334898;-0,00380164;0,00444168;0,0334898;-0,543454;0;0;0;0;0;0;0;0;-0,0269393;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,07
1,01558;0;0;0;0;0;0;0;0;0;0;0;0;-4,05384;-0,0283132;-0,066755;0,00543596;-0,0363754;0,0661984;0,00444168;-0,0365102;0,0661984;0,00444168;-0,0606648;0,192125;0;0;0;0;0;0;0;0;-0,0272816;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,07
1,047;0;0;0;0;0;0;0;0;0;0;0;0;-4,05373;-0,0283132;-0,0547163;0,00609485;-0,060521;0,136198;0,00444168;-0,0606648;0,136198;0,00444168;-0,0606648;0,192125;0;0;0;0;0;0;0;0;-0,0272816;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,07
1,0858;0;0;0;0;0;0;0;0;0;0;0;0;-4,05298;-0,0283132;-0,0490622;0,0219548;-0,0600882;0,206198;0,0203076;-0,0606648;0,206198;0,0203076;-0,0606648;0,310003;0;0;0;0;0;0;0;0;-0,0272816;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,07
1,11398;0;0;0;0;0;0;0;0;0;0;0;0;-4,05298;-0,0314644;-0,0398434;0,0229824;-0,0996841;0,179899;0,0203076;-0,100263;0,179899;0,0203076;-0,100263;0,179899;0;0;0;0;0;0;0;0;-0,0267536;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,07
1,1476;0;0;0;0;0;0;0;0;0;0;0;0;-4,0522;-0,0342284;-0,0370369;0,0248009;-0,169667;0,109899;0,0203076;-0,170263;0,109899;0,0203076;-0,269469;0,102598;0;0;0;0;0;0;0;0;-0,0264352;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,07
1,17947;0;0;0;0;0;0;0;0;0;0;0;0;-4,05188;-0,0346004;-0,0363944;-0,0433244;-0,241493;0,102598;-0,0496924;-0,240263;0,102598;-0,0605695;-0,269469;0,102598;0;0;0;0;0;0;0;0;-0,0264352;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,07
1,21711;0;0;0;0;0;0;0;0;0;0;0;0;-4,05038;-0,0355714;-0,0275323;0,0248515;-0,16966;0,102598;0,0203076;-0,170263;0,102598;0,0398649;-0,025799;0,102598;0;0;0;0;0;0;0;0;-0,0267335;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,07
1,24394;0;0;0;0;0;0;0;0;0;0;0;0;-4,05163;-0,0346004;-0,0275323;-0,0436113;-0,101467;0,0325979;-0,0463119;-0,100263;0,0325979;-0,0463119;0,210215;-0,0915491;0;0;0;0;0;0;0;0;-0,0267729;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,07
1,28297;0;0;0;0;0;0;0;0;0;0;0;0;-4,05038;-0,0355714;-0,0311362;0,0244886;-0,0296192;-0,0374021;0,0236881;-0,0302632;-0,0374021;0,0398649;-0,025799;-0,0915491;0;0;0;0;0;0;0;0;-0,0267335;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,07
1,31113;0;0;0;0;0;0;0;0;0;0;0;0;-4,05011;-0,0325177;-0,0311362;-0,0474023;0,0384295;0,00532273;-0,0463119;0,0397368;0,00532273;-0,0463119;0,210215;0,00532273;0;0;0;0;0;0;0;0;-0,0278973;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,07
1,34752;0;0;0;0;0;0;0;0;0;0;0;0;-4,0474;-0,0434827;-0,0309863;0,0244517;-0,0296497;0,0753227;0,0236881;-0,0302632;0,0753227;0,0848069;-0,301286;0,130974;0;0;0;0;0;0;0;0;-0,0254883;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,07
1,37688;0;0;0;0;0;0;0;0;0;0;0;0;-4,05011;-0,0377094;-0,0272717;-0,0473668;0,0384733;0,00532273;-0,0463119;0,0397368;0,00532273;-0,0962612;0,196686;0,00532273;0;0;0;0;0;0;0;0;-0,0269733;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,07
1,41071;0;0;0;0;0;0;0;0;0;0;0;0;-4,04898;-0,0434827;-0,0272717;0,0244517;-0,0296497;-0,0646773;0,0236881;-0,0302632;-0,0646773;0,050698;-0,274017;-0,21931;0;0;0;0;0;0;0;0;-0,0254883;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,07
1,44853;0;0;0;0;0;0;0;0;0;0;0;0;-4,04898;-0,0469802;-0,0315439;0,0411304;-0,0992692;-0,134677;0,038644;-0,100263;-0,134677;0,038644;-0,274017;-0,21931;-0;0;0;0;0;0;0;0;-0,0249205;0;0;-700;700;-500;-10;10;-10;-0;0;-0;0,2;0,2;177;-1;-1;2560;0,07
