time ;e1;e2;ctrlpitch;ctrlroll;ctrlthrust;ctrlyaw;edx;edy;edz;cumulx;cumuly;cumulz;x;y;z;dxr;dyr;dzr;dxrT;dyrT;dzrT;dxrUn;dyrUn;dzrUn;x_pred;y_pred;z_pred;dx_pred;dy_pred;dz_pred;ux;uy;uz;dxd;dyd;dzd;Perpx;Tangx;Perpy;Tangy;Perpz;Tanz;ax;ay;az;err_sti_x;err_sti_y;err_sti_z;err_sti_dx;err_sti_dy;err_sti_dz;pitch;roll;yaw;yawd;eyaw;kpvx;kpvy;kpvz;kpyaw;kivx;kivy;kivz;kdvx;kdvy;kdvz;kdyaw;ktg;veld;pitchoff;ke1;ke2;gravity;thr_vel;gps_accuracy;height_accuracy;gps_sat_num;gps_status
22,387;1,12115;-2,255;50;39;1450;0;-0,138854;0,0361728;-0,218179;-0,00130148;0,000339047;-0,00204499;0,122232;0,169179;0,255;0,0303634;0,00555888;0,0554271;0;0;0;0;0;0;0,122232;0,169179;0,255;0,03;-0,01;0,055;0,205665;0,0631864;2,82845;-0,108491;0,0417316;-0,162752;-0,0803038;0,00374989;0,0035035;0,0859513;-0,16167;-0;0;-0;9,81;0;0;0;0;0;0;0,0125664;-0,00715585;0;-2,19646;-0,810573;-1080;1080;-600;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;2205;2986;8;56579;
22,3875;1,12115;-2,255;100;39;1500;0;-0,138892;0,0361889;-0,215173;-0,00137287;0,000357648;-0,00215559;0,122232;0,169179;0,255;0,0304011;0,00557119;0,0524284;0;0;0;0;0;0;0,122534;0,169079;0,255524;0,03;-0,01;0,052;0,129036;0,0653653;2,70047;-0,108491;0,04176;-0,162745;-0,0803038;0,00374989;0,0035035;0,0859513;-0,16167;-0;0,416738;-0,0472471;3,36456;0;0;0;0;0;0;0,0125664;-0,00733038;0;-2,19646;-0,810573;-1080;1080;-600;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;2205;2986;8;56579;
22,3976;1,12115;-2,255;150;39;1550;0;-0,138892;0,0361889;-0,215173;-0,00277373;0,000722649;-0,00432583;0,122232;0,169179;0,255;0,0304011;0,00557119;0,0524284;0;0;0;0;0;0;0,122815;0,168985;0,256011;0,0313328;-0,00959051;0,0703283;0,0467625;0,0675441;2,57249;-0,108491;0,04176;-0,162745;-0,0803038;0,00374989;0,0035035;0,0859513;-0,16167;-0;0,416459;-0,0472154;3,36889;0;0;0;0;0;-1,9442e-05;0,0125664;-0,00733038;0;-2,19646;-0,810573;-1080;1080;-600;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;2205;2986;8;56579;
22,4075;1,12115;-2,255;200;39;1600;0;-0,138979;0,0364054;-0,214087;-0,00415713;0,00108503;-0,00645685;0,122232;0,169179;0,255;0,0304316;0,00552475;0,0514237;0;0;0;0;0;0;0,122857;0,168989;0,256391;0,0335945;-0,00872456;0,106591;-0,04112;0,069723;2,4445;-0,108547;0,0419301;-0,162663;-0,0803038;0,00374989;0,0035035;0,0859513;-0,16167;-0;0,418706;-0,0539608;3,36883;-2,00937e-06;6,6979e-07;-3,48291e-06;0;0;-2,6094e-05;0,0122173;-0,00837758;0;-2,19646;-0,810573;-1080;1080;-600;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;2205;2986;8;56579;
22,4174;1,12115;-2,255;250;39;1650;0;-0,139004;0,0366012;-0,215031;-0,00553466;0,00144775;-0,00858781;0,122232;0,169179;0,255;0,0304285;0,00547068;0,0524231;0;0;0;0;0;0;0,122845;0,168989;0,256393;0,0320286;-0,00868023;0,10507;-0,134569;0,0719018;2,31652;-0,108576;0,0420719;-0,162608;-0,0803038;0,00374989;0,0035035;0,0859513;-0,16167;-0;0,419729;-0,0595675;3,37035;-5,89252e-06;1,96417e-06;-1,02137e-05;-8,87367e-06;-2,72625e-06;-0,000148118;0,0120428;-0,00925025;0;-2,19646;-0,810573;-1080;1080;-600;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;2205;2986;8;56579;
22,4274;1,12115;-2,255;300;39;1700;0;-0,139004;0,0366012;-0,215031;-0,00692484;0,0018138;-0,0107383;0,122232;0,169179;0,255;0,0304285;0,00547068;0,0524231;0;0;0;0;0;0;0,12285;0,168985;0,256421;0,0303557;-0,00859792;0,103946;-0,233538;0,0740806;2,18853;-0,108576;0,0420719;-0,162608;-0,0803038;0,00374989;0,0035035;0,0859513;-0,16167;-0;0,419821;-0,0595806;3,36894;-1,01744e-05;3,27166e-06;-1,97472e-05;-3,35009e-05;-1,14647e-05;-0,000522137;0,0120428;-0,00925025;0;-2,19646;-0,810573;-1080;1080;-600;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;2205;2986;8;56579;
22,4375;1,12115;-2,255;326;39;1750;0;-0,138797;0,0367021;-0,21912;-0,00832461;0,00218394;-0,0129482;0,122232;0,169179;0,255;0,030342;0,00541821;0,0564447;0;0;0;0;0;0;0,12311;0,168903;0,257391;0,0278301;-0,00789251;0,127834;-0,291159;0,0762595;2,06055;-0,108455;0,0421203;-0,162676;-0,0803038;0,00374989;0,0035035;0,0859513;-0,16167;-0;0,415337;-0,0607052;3,36889;-1,62982e-05;5,16906e-06;-3,36498e-05;-5,37532e-05;-2,46405e-05;-0,00101201;0,0127409;-0,00942478;0;-2,19646;-0,810573;-1080;1080;-600;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;2205;2986;8;56579;
22,4475;1,01709;-2,241;276;89;1800;0;-0,0690536;0,0886953;-0,222837;-0,00901535;0,00307115;-0,0151772;0,11112;0,170398;0,241;-0,0345954;-0,0424401;0,0581635;0;0;0;0;0;0;0,10952;0,169832;0,243357;-0,0550895;-0,0178448;0,126763;-0,19906;0,178964;1,93256;-0,103649;0,0462552;-0,164673;-0,0742238;0,0038371;0,00325224;0,0875717;-0,163697;-0;0,412351;-0,0585108;3,36294;-0,000133072;1,92345e-05;-0,000187168;-0,000853694;-0,000138148;-0,00145945;0,0132645;-0,00907571;0;-2,14866;-0,837631;-1080;1080;-600;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;2205;2988;8;56579;
22,4574;1,01709;-2,241;251;95;1850;0;-0,0690536;0,0886953;-0,222837;-0,00969822;0,00394826;-0,0173808;0,11112;0,170398;0,241;-0,0345954;-0,0424401;0,0581635;0;0;0;0;0;0;0,109424;0,169837;0,243251;-0,0577445;-0,017782;0,123153;-0,152947;0,196328;1,80458;-0,103649;0,0462552;-0,164673;-0,0742238;0,0038371;0,00325224;0,0875717;-0,163697;-0;0,412697;-0,0585599;3,35754;-0,000252956;3,41783e-05;-0,000351059;-0,00163189;-0,000259207;-0,0021477;0,0132645;-0,00907571;0;-2,14866;-0,837631;-1080;1080;-600;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;2205;2988;8;56579;
22,4675;1,01709;-2,241;251;95;1900;0;-0,0690225;0,0884589;-0,223939;-0,0103924;0,00483789;-0,019633;0,11112;0,170398;0,241;-0,0346002;-0,0424211;0,0591885;0;0;0;0;0;0;0,109409;0,169839;0,24324;-0,057995;-0,0167034;0,120434;-0,15708;0,201635;1,67659;-0,103623;0,0460379;-0,164751;-0,0742238;0,0038371;0,00325224;0,0875717;-0,163697;-0;0,410452;-0,0529297;3,35749;-0,000236911;3,98582e-05;-0,0003747;-0,00158085;-0,000280823;-0,00281731;0,0136136;-0,00820305;0;-2,14866;-0,837631;-1080;1080;-600;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;2205;2988;8;56579;
