time 	e1	e2	ctrlpitch	ctrlroll	ctrlthrust	ctrlyaw	edx	edy	edz	cumulx	cumuly	cumulz	x	y	z	dxr	dyr	dzr	dxrT	dyrT	dzrT	dxrUn	dyrUn	dzrUn	x_pred	y_pred	z_pred	dx_pred	dy_pred	dz_pred	ux	uy	uz	dxd	dyd	dzd	Perpx	Tangx	Perpy	Tangy	Perpz	Tanz	ax	ay	az	err_sti_x	err_sti_y	err_sti_z	err_sti_dx	err_sti_dy	err_sti_dz	pitch	roll	yaw	yawd	eyaw	kpvx	kpvy	kpvz	kpyaw	kivx	kivy	kivz	kdvx	kdvy	kdvz	kdyaw	ktg	veld	pitchoff	ke1	ke2	gravity	thr_vel	gps_accuracy	height_accuracy	gps_sat_num	gps_status
14.9448	0.106473	-1.977	50	50	1450	0	-0.0385774	0.0960301	0.0155767	-0.000346425	0.00086235	0.000139879	0.011112	0.00671988	-0.023	-0.00831296	-0.000797091	-0.185082	0	0	0	0	0	0	0.011112	0.00671988	-0.023	-0.01	0	-0.185	0.205665	0.0810057	2.82845	-0.0468903	0.095233	-0.169505	-0.00919795	0.00017464	1.54953e-05	0.103665	-0.170789	-0	0	-0	9.81	0	0	0	0	0	0	0.00506145	-0.0162316	0	-2.59769	-0.517476	-1080	1080	-600	1700	-0	0	-0	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2555	0.07	1967	2274	9	56579	
14.946	0.106473	-1.977	100	100	1500	0	-0.0385774	0.0960301	0.0155767	-0.00039237	0.000976722	0.000158431	0.011112	0.00671988	-0.023	-0.00831296	-0.000797091	-0.185082	0	0	0	0	0	0	0.0110127	0.00671988	-0.0248374	-0.01	0	-0.185	0.129036	0.167558	2.70047	-0.0468903	0.095233	-0.169505	-0.00919795	0.00017464	1.54953e-05	0.103665	-0.170789	-0	0.440713	-0.0991514	3.70118	0	0	0	0	0	0	0.00506145	-0.0162316	0	-2.59769	-0.517476	-1080	1080	-600	1700	-0	0	-0	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2555	0.07	1967	2274	9	56579	
14.956	0.106473	-1.977	150	103	1550	0	-0.0385725	0.0960299	0.0155902	-0.000778365	0.00193769	0.000314441	0.011112	0.00671988	-0.023	-0.00837755	-0.000797138	-0.185079	0	0	0	0	0	0	0.0109229	0.00671988	-0.0264987	-0.00870348	0.00051066	-0.167169	0.0467625	0.178334	2.57249	-0.04695	0.0952328	-0.169489	-0.00919795	0.00017464	1.54953e-05	0.103665	-0.170789	-0	0.442839	-0.0991514	3.70118	0	0	0	0	0	0	0.00471239	-0.0162316	0	-2.59769	-0.517476	-1080	1080	-600	1700	-0	0	-0	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2555	0.07	1967	2274	9	56579	
14.9661	0.106473	-1.977	200	103	1600	0	-0.0385676	0.0960297	0.0156036	-0.00116489	0.0029001	0.000470821	0.011112	0.00671988	-0.023	-0.00844215	-0.000797186	-0.185076	0	0	0	0	0	0	0.010939	0.00673079	-0.0263319	-0.006379	0.00220845	-0.128997	-0.04112	0.184087	2.4445	-0.0470097	0.0952325	-0.169472	-0.00919795	0.00017464	1.54953e-05	0.103665	-0.170789	-0	0.444965	-0.0991511	3.7012	6.65543e-07	0	1.23126e-05	0	0	0	0.00436332	-0.0162316	0	-2.59769	-0.517476	-1080	1080	-600	1700	-0	0	-0	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2555	0.07	1967	2274	9	56579	
14.9759	0.106473	-1.977	218	103	1650	0	-0.0385676	0.0960297	0.0156036	-0.00154459	0.00384552	0.000624438	0.011112	0.00671988	-0.023	-0.00844215	-0.000797186	-0.185076	0	0	0	0	0	0	0.0109287	0.00674262	-0.0263485	-0.00795055	0.00345312	-0.131383	-0.0755887	0.18984	2.31652	-0.0470097	0.0952325	-0.169472	-0.00919795	0.00017464	1.54953e-05	0.103665	-0.170789	-0	0.444963	-0.0991507	3.70122	1.93756e-06	0	3.58449e-05	-8.72036e-06	-3.4347e-06	-0.000119928	0.00436332	-0.0162316	0	-2.59769	-0.517476	-1080	1080	-600	1700	-0	0	-0	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2555	0.07	1967	2274	9	56579	
14.9859	0.106473	-1.977	218	103	1700	0	-0.0385651	0.0960268	0.0156271	-0.00192962	0.00480425	0.000780459	0.011112	0.00671988	-0.023	-0.00847444	-0.000764908	-0.185075	0	0	0	0	0	0	0.0109084	0.00674661	-0.0265099	-0.00963276	0.00382304	-0.131369	-0.0778792	0.195592	2.18853	-0.0470396	0.0952619	-0.169447	-0.00919795	0.00017464	1.54953e-05	0.103665	-0.170789	-0	0.446027	-0.100217	3.70122	3.16119e-06	-7.71863e-08	5.94124e-05	-3.43329e-05	-1.90558e-05	-0.000516055	0.00418879	-0.0164061	0	-2.59769	-0.517476	-1080	1080	-600	1700	-0	0	-0	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2555	0.07	1967	2274	9	56579	
14.9961	0.106473	-1.968	228	99	1750	0	-0.0479905	0.0925257	0.0157256	-0.0024173	0.00574449	0.000940263	0.011112	0.00671988	-0.032	0.000774924	0.00300268	-0.184974	0	0	0	0	0	0	0.0111023	0.00677449	-0.0367979	-0.00156717	0.00555136	-0.113352	-0.0997205	0.193531	2.06055	-0.0472156	0.0955283	-0.169248	-0.00922857	0.000175221	1.55469e-05	0.10401	-0.170577	-0	0.446024	-0.0991502	3.70125	4.98648e-06	-3.03636e-07	3.13485e-06	4.48387e-05	-5.3442e-05	-0.00104998	0.00418879	-0.0162316	0	-2.59769	-0.517476	-1080	1080	-600	1700	-0	0	-0	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2555	0.07	1966	2273	9	56579	
15.0059	0.106473	-1.968	228	99	1800	0	-0.0479905	0.0925257	0.0157256	-0.00288804	0.00665208	0.00109452	0.011112	0.00671988	-0.032	0.000774924	0.00300268	-0.184974	0	0	0	0	0	0	0.0110931	0.00677598	-0.0368601	-0.00226512	0.005715	-0.117282	-0.10257	0.19906	1.93256	-0.0472156	0.0955283	-0.169248	-0.00922857	0.000175221	1.55469e-05	0.10401	-0.170577	-0	0.446014	-0.0991479	3.70139	7.01238e-06	-5.69596e-07	-5.14937e-05	0.000140688	-9.14825e-05	-0.00158362	0.00418879	-0.0162316	0	-2.59769	-0.517476	-1080	1080	-600	1700	-0	0	-0	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2555	0.07	1966	2273	9	56579	
15.016	0.106473	-1.968	228	99	1850	0	-0.0480151	0.0924879	0.017709	-0.00337323	0.00758667	0.00127346	0.011112	0.00671988	-0.032	0.000783301	0.00300251	-0.186974	0	0	0	0	0	0	0.0110922	0.00677797	-0.0369539	-0.00253839	0.0058307	-0.122875	-0.105419	0.20459	1.80458	-0.0472318	0.0954904	-0.169265	-0.00922857	0.000175221	1.55469e-05	0.10401	-0.170577	-0	0.446014	-0.0980819	3.70139	7.10974e-06	-1.11555e-06	-3.52893e-06	0.000156355	-0.000146979	-0.00231988	0.00418879	-0.016057	0	-2.59769	-0.517476	-1080	1080	-600	1700	-0	0	-0	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2555	0.07	1966	2273	9	56579	
15.0259	0.106473	-1.968	228	99	1900	0	-0.0480931	0.0924052	0.0216515	-0.00385229	0.00850712	0.00148913	0.011112	0.00671988	-0.032	0.000766721	0.00293341	-0.190976	0	0	0	0	0	0	0.0110858	0.00677693	-0.0370826	-0.00299768	0.00583202	-0.13086	-0.108268	0.210119	1.67659	-0.0473263	0.0953386	-0.169324	-0.00922857	0.000175221	1.55469e-05	0.10401	-0.170577	-0	0.446868	-0.0937739	3.70425	7.29891e-06	-1.67573e-06	4.49993e-05	0.000178972	-0.000204044	-0.00305596	0.00401426	-0.0153589	0	-2.59769	-0.517476	-1080	1080	-600	1700	-0	0	-0	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2555	0.07	1966	2273	9	56579	
