time ;e1;e2;ctrlpitch;ctrlroll;ctrlthrust;ctrlyaw;edx;edy;edz;cumulx;cumuly;cumulz;x;y;z;dxr;dyr;dzr;dxrT;dyrT;dzrT;dxrUn;dyrUn;dzrUn;x_pred;y_pred;z_pred;dx_pred;dy_pred;dz_pred;ux;uy;uz;dxd;dyd;dzd;Perpx;Tangx;Perpy;Tangy;Perpz;Tanz;ax;ay;az;err_sti_x;err_sti_y;err_sti_z;err_sti_dx;err_sti_dy;err_sti_dz;pitch;roll;yaw;yawd;eyaw;kpvx;kpvy;kpvz;kpyaw;kivx;kivy;kivz;kdvx;kdvy;kdvz;kdyaw;ktg;veld;pitchoff;ke1;ke2;gravity;thr_vel;gps_accuracy;height_accuracy;gps_sat_num;gps_status
13,1612;-0,32368;-1,933;50;50;1450;0;-0,0607639;0,113917;-0,11052;-0,000109436;0,000205165;-0,000199047;-0,033336;-0,0439748;-0,067;0,012347;-0,0147371;-0,0562705;0;0;0;0;0;0;0;0;0;0;0;0;0,205665;0,0810057;2,82845;-0,0484169;0,0991802;-0,166791;0,0281677;-0,00113856;0,000307108;0,104428;-0,168226;0;0;-0;9,81;0;0;0;0;0;0;-0,00959931;-0,00994838;0;0,92215;0,796903;-850;850;-600;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;1930;2861;8;56579;
13,1693;-0,32368;-1,933;100;96;1500;0;-0,0606964;0,113898;-0,107531;-0,000604112;0,00113343;-0,00107542;-0,033336;-0,0439748;-0,067;0,0123258;-0,0147095;-0,0592681;0;0;0;0;0;0;0;0;0;0;0;0;0,129036;0,16086;2,70047;-0,0483706;0,0991884;-0,166799;0,0281677;-0,00113856;0,000307108;0,104428;-0,168226;0;0,544647;-0,0625781;3,51962;0;0;0;0;0;0;-0,00942478;-0,00994838;0;0,92215;0,796903;-850;850;-600;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;1930;2861;8;56579;
13,1794;-0,32368;-1,933;150;96;1550;0;-0,060659;0,113878;-0,105542;-0,00121428;0,00227893;-0,00213707;-0,033336;-0,0439748;-0,067;0,0123177;-0,0146897;-0,0612657;0;0;0;0;0;0;0;0;0;0;0;0;0,0467625;0,166222;2,57249;-0,0483413;0,0991885;-0,166808;0,0281677;-0,00113856;0,000307108;0,104428;-0,168226;0;0,543183;-0,0625355;3,5239;0;0;0;0;0;0;-0,00925025;-0,00994838;0;0,92215;0,796903;-850;850;-600;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;1930;2861;8;56579;
13,1893;-0,32368;-1,933;200;96;1600;0;-0,060659;0,113878;-0,105542;-0,00181626;0,00340906;-0,00318447;-0,033336;-0,0439748;-0,067;0,0123177;-0,0146897;-0,0612657;0;0;0;0;0;0;0;0;0;0;0;0;-0,04112;0,171584;2,4445;-0,0483413;0,0991885;-0,166808;0,0281677;-0,00113856;0,000307108;0,104428;-0,168226;0;0,542938;-0,0625072;3,52674;0;0;0;0;0;0;-0,00925025;-0,00994838;0;0,92215;0,796903;-850;850;-600;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;1930;2861;8;56579;
13,1993;-0,32368;-1,933;228;96;1650;0;-0,0606587;0,11384;-0,103551;-0,00242151;0,00454496;-0,0042177;-0,033336;-0,0439748;-0,067;0,0122881;-0,0146808;-0,0632651;0;0;0;0;0;0;0;0;0;0;0;0;-0,0940222;0,176946;2,31652;-0,0483706;0,0991593;-0,166816;0,0281677;-0,00113856;0,000307108;0,104428;-0,168226;0;0,544032;-0,0614109;3,52671;0;0;0;0;0;-4,2091e-05;-0,00942478;-0,00977384;0;0,92215;0,796903;-850;850;-600;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;1930;2861;8;56579;
13,2093;-0,32368;-1,933;228;96;1700;0;-0,0606587;0,11384;-0,103551;-0,00302755;0,00568233;-0,00525228;-0,033336;-0,0439748;-0,067;0,0122881;-0,0146808;-0,0632651;0;0;0;0;0;0;0;0;0;0;0;0;-0,0968714;0,182308;2,18853;-0,0483706;0,0991593;-0,166816;0,0281677;-0,00113856;0,000307108;0,104428;-0,168226;0;0,543786;-0,0613831;3,52955;0;1,60836e-06;4,74465e-06;0;0;-7,40822e-05;-0,00942478;-0,00977384;0;0,92215;0,796903;-850;850;-600;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;1930;2861;8;56579;
13,2192;-0,32368;-1,933;228;96;1750;0;-0,0606222;0,113822;-0,103592;-0,00363056;0,00681452;-0,00628272;-0,033336;-0,0439748;-0,067;0,0123102;-0,0146919;-0,0632583;0;0;0;0;0;0;0;0;0;0;0;0;-0,0997205;0,18767;2,06055;-0,048312;0,0991304;-0,166851;0,0281677;-0,00113856;0,000307108;0,104428;-0,168226;0;0,541604;-0,0602873;3,52953;0;3,50114e-06;1,05177e-05;-3,89281e-06;-1,53327e-06;-0,000143584;-0,00907571;-0,00959931;0;0,92215;0,796903;-850;850;-600;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;1930;2861;8;56579;
13,2292;-0,32368;-1,933;228;96;1800;0;-0,0606115;0,113841;-0,102562;-0,00423395;0,00794781;-0,00730372;-0,033336;-0,0439748;-0,067;0,0122872;-0,0146733;-0,0642629;0;0;0;0;0;0;0;0;0;0;0;0;-0,10257;0,193032;1,93256;-0,0483243;0,0991676;-0,166825;0,0281677;-0,00113856;0,000307108;0,104428;-0,168226;0;0,542704;-0,0613842;3,52944;-3,16763e-08;7,33798e-06;2,18224e-05;-1,67765e-05;-1,08434e-05;-0,00038527;-0,00925025;-0,00977384;0;0,92215;0,796903;-850;850;-600;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;1930;2861;8;56579;
13,2393;-0,32368;-1,933;228;96;1850;0;-0,0606115;0,113841;-0,102562;-0,00484807;0,00910125;-0,00834288;-0,033336;-0,0439748;-0,067;0,0122872;-0,0146733;-0,0642629;0;0;0;0;0;0;0;0;0;0;0;0;-0,105419;0,198394;1,80458;-0,0483243;0,0991676;-0,166825;0,0281677;-0,00113856;0,000307108;0,104428;-0,168226;0;0,542578;-0,0613699;3,5309;-2,26658e-07;1,32223e-05;3,77095e-05;-3,96677e-05;-3,53322e-05;-0,000881362;-0,00925025;-0,00977384;0;0,92215;0,796903;-850;850;-600;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;1930;2861;8;56579;
13,2494;-0,32368;-1,933;228;96;1900;0;-0,0606146;0,113783;-0,100593;-0,00546221;0,0102541;-0,00936208;-0,033336;-0,0439748;-0,067;0,0122856;-0,0146608;-0,066258;0;0;0;0;0;0;0;0;0;0;0;0;-0,108268;0,203756;1,67659;-0,048329;0,0991222;-0,166851;0,0281677;-0,00113856;0,000307108;0,104428;-0,168226;0;0,541488;-0,0602743;3,53088;-1,33794e-06;2,05073e-05;4,50838e-05;-8,31574e-05;-8,79551e-05;-0,00197643;-0,00907571;-0,00959931;0;0,92215;0,796903;-850;850;-600;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;1930;2861;8;56579;
13,2593;-0,32368;-1,933;228;96;1950;0;-0,0606316;0,113662;-0,0997034;-0,00605804;0,0113711;-0,0103419;-0,033336;-0,0439748;-0,067;0,0123224;-0,0146892;-0,0672412;0;0;0;0;0;0;0;0;0;0;0;0;-0,111117;0,209118;1,54861;-0,0483092;0,0989732;-0,166945;0,0281677;-0,00113856;0,000307108;0,104428;-0,168226;0;0,537972;-0,0558658;3,53369;-1,94692e-06;2,74339e-05;5,32954e-05;-9,66999e-05;-0,000154728;-0,00303287;-0,00855211;-0,00890118;0;0,92215;0,796903;-850;850;-600;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;1930;2861;8;56579;
13,2694;-0,32368;-1,933;228;96;2000;0;-0,0606316;0,113662;-0,0997034;-0,00666957;0,0125175;-0,0113475;-0,033336;-0,0439748;-0,067;0,0123224;-0,0146892;-0,0672412;0;0;0;0;0;0;0;0;0;0;0;0;-0,113966;0,21448;1,42063;-0,0483092;0,0989732;-0,166945;0,0281677;-0,00113856;0,000307108;0,104428;-0,168226;0;0,537864;-0,0558546;3,53495;-2,08702e-06;3,54846e-05;6,06596e-05;-8,33181e-05;-0,000238029;-0,00422977;-0,00855211;-0,00890118;0;0,92215;0,796903;-850;850;-600;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;1930;2861;8;56579;
