time 	e1	e2	ctrlpitch	ctrlroll	ctrlthrust	ctrlyaw	edx	edy	edz	cumulx	cumuly	cumulz	x_pred	y_pred	z_pred	dxr_pred	dyr_pred	dzr_pred	dxrT	dyrT	dzrT	dxrUn	dyrUn	dzrUn	x	y	z	dx	dy	dz	ux	uy	uz	dxd	dyd	dzd	Perpx	Tangx	Perpy	Tangy	Perpz	Tanz	ax	ay	az	pitch	roll	yaw	yawd	eyaw	kpvx	kpvy	kpvz	kpyaw	kivx	kivy	kivz	kdvx	kdvy	kdvz	kdyaw	ktg	veld	pitchoff	ke1	ke2	gravity	thr_vel	gps_accuracy	height_accuracy	gps_sat_num	gps_status
18.7651	1.16683	-1.45112	50	-30	1450	0	-0.145673	-0.0283433	-0.134075	-0.00086792	-0.00016887	-0.000798817	-0.0592341	0.155348	-0.548876	0	0	0	0	0	0	0	0	0	-0.05556	0.15083	-0.526	0	0	0	0.205665	-0.0486059	2.82845	-0.145673	-0.0283433	-0.134075	-0.0375325	-0.101231	0.0984333	-0.0385995	-0.131013	0	0	0	9.81	0.0216421	0.00436332	0	-1.20651	-0.93438	-1080	1080	-600	1700	-10	10	-10	-0	0	-0	250	-1.2	0.2	177	-1.2	-1	2555	0.07	2101	2814	8	56579	
18.769	1.16683	-1.44912	100	-30	1500	0	-0.145758	-0.0283619	-0.133978	-0.00143055	-0.000278346	-0.00131597	-0.0592341	0.155348	-0.550876	0	0	0	0	0	0	0	0	0	-0.05556	0.15083	-0.528	0	0	0	0.129036	-0.050282	2.70047	-0.145758	-0.0283619	-0.133978	-0.0375547	-0.101291	0.0984915	-0.0386223	-0.13091	0	0.351613	0.0264911	3.48569	0.0216421	0.00418879	0	-1.20651	-0.93438	-1080	1080	-600	1700	-10	10	-10	-0	0	-0	250	-1.2	0.2	177	-1.2	-1	2555	0.07	2101	2814	8	56579	
18.779	1.16683	-1.44912	150	-30	1550	0	-0.145831	-0.0284079	-0.13549	-0.0028925	-0.000563136	-0.00267425	-0.0592341	0.155348	-0.550876	7.28724e-05	4.60594e-05	0.00151139	0	0	0	0	0	0	-0.05556	0.15083	-0.528	0	0	0	0.0467625	-0.051958	2.57249	-0.145758	-0.0283619	-0.133978	-0.0375547	-0.101291	0.0984915	-0.0386223	-0.13091	0	0.351606	0.0264906	3.48581	0.0216421	0.00418879	0	-1.20651	-0.93438	-1080	1080	-600	1700	-10	10	-10	-0	0	-0	250	-1.2	0.2	177	-1.2	-1	2555	0.07	2101	2814	8	56579	
18.7891	1.16683	-1.44712	200	-30	1600	0	-0.146014	-0.0284624	-0.137517	-0.00436885	-0.000850919	-0.00406469	-0.059234	0.155348	-0.552875	0.000141862	8.47207e-05	0.00366593	0	0	0	0	0	0	-0.05556	0.15083	-0.53	0	0	0	-0.04112	-0.0536341	2.4445	-0.145872	-0.0283777	-0.133851	-0.0375769	-0.101351	0.0985497	-0.0386451	-0.130807	0	0.352831	0.0264999	3.4836	0.0214675	0.00418879	0	-1.20652	-0.93438	-1080	1080	-600	1700	-10	10	-10	-0	0	-0	250	-1.2	0.2	177	-1.2	-1	2555	0.07	2101	2814	8	56579	
18.7991	1.16683	-1.44513	250	-30	1650	0	-0.146188	-0.0284651	-0.14184	-0.00583145	-0.00113571	-0.0054838	-0.0592336	0.155348	-0.554868	0.000225948	0.00011842	0.00807991	0	0	0	0	0	0	-0.05556	0.15083	-0.532	0	0	0	-0.134569	-0.0553102	2.31652	-0.145962	-0.0283466	-0.13376	-0.0375988	-0.101411	0.0986079	-0.0386676	-0.130704	0	0.352996	0.0243029	3.48065	0.0214675	0.00383972	0	-1.20652	-0.934381	-1080	1080	-600	1700	-10	10	-10	-0	0	-0	250	-1.2	0.2	177	-1.2	-1	2555	0.07	2101	2814	8	56579	
18.809	1.16683	-1.44215	300	-30	1700	0	-0.146349	-0.0284249	-0.147659	-0.00727943	-0.00141695	-0.00694474	-0.0592325	0.155348	-0.557847	0.000229251	7.85726e-05	0.0140719	0	0	0	0	0	0	-0.05556	0.15083	-0.535	0	0	0	-0.233538	-0.0569862	2.18853	-0.146119	-0.0283463	-0.133587	-0.0376314	-0.101501	0.0986949	-0.0387011	-0.130549	0	0.354449	0.0232212	3.47439	0.021293	0.00366519	0	-1.20652	-0.934383	-1080	1080	-600	1700	-10	10	-10	-0	0	-0	250	-1.2	0.2	177	-1.2	-1	2555	0.07	2101	2814	8	56579	
18.8191	1.16683	-1.4422	334	-30	1750	0	-0.146187	-0.0282553	-0.15504	-0.00874408	-0.00170004	-0.00849808	-0.0592306	0.155347	-0.557801	6.968e-05	-8.93414e-05	0.0214498	0	0	0	0	0	0	-0.05556	0.15083	-0.535	0	0	0	-0.306768	-0.0586623	2.06055	-0.146118	-0.0283446	-0.13359	-0.03763	-0.1015	0.098694	-0.0386997	-0.130551	0	0.35492	0.023252	3.46598	0.021293	0.00366519	0	-1.20653	-0.934386	-1080	1080	-600	1700	-10	10	-10	-0	0	-0	250	-1.2	0.2	177	-1.2	-1	2555	0.07	2101	2814	8	56579	
18.829	1.16683	-1.43928	334	-30	1800	0	-0.145974	-0.0278637	-0.163456	-0.0101964	-0.00197725	-0.0101243	-0.0592282	0.155345	-0.560717	-0.000322505	-0.000456186	0.0300568	0	0	0	0	0	0	-0.05556	0.15083	-0.538	0	0	0	-0.315533	-0.0603384	1.93256	-0.146296	-0.0283199	-0.1334	-0.0376615	-0.101587	0.0987794	-0.0387321	-0.1304	0	0.357731	0.0210729	3.45532	0.020944	0.00331613	0	-1.20654	-0.934389	-1080	1080	-600	1700	-10	10	-10	-0	0	-0	250	-1.2	0.2	177	-1.2	-1	2555	0.07	2101	2814	8	56579	
18.8392	1.16683	-1.43642	334	-29	1850	0	-0.145387	-0.0273911	-0.173154	-0.0116771	-0.00225623	-0.0118879	-0.0592263	0.155342	-0.563578	-0.00100031	-0.00102915	0.039876	0	0	0	0	0	0	-0.05556	0.15083	-0.541	0	0	0	-0.324297	-0.0599474	1.80458	-0.146387	-0.0284203	-0.133278	-0.0376929	-0.101673	0.0988632	-0.0387643	-0.13025	0	0.357306	0.0211132	3.44316	0.0211185	0.00331613	0	-1.20655	-0.934391	-1080	1080	-600	1700	-10	10	-10	-0	0	-0	250	-1.2	0.2	177	-1.2	-1	2555	0.07	2101	2814	8	56579	
18.8492	1.16683	-1.43363	333	-28	1900	0	-0.144581	-0.0267673	-0.183863	-0.0131201	-0.00252337	-0.0137228	-0.0592263	0.155338	-0.566366	-0.00187534	-0.00175243	0.0506827	0	0	0	0	0	0	-0.05556	0.15083	-0.544	0	0	0	-0.330944	-0.0594447	1.67659	-0.146457	-0.0285197	-0.13318	-0.0377249	-0.101757	0.0989443	-0.0387971	-0.130105	0	0.355868	0.0222733	3.42915	0.0214675	0.00349066	0	-1.20654	-0.934388	-1080	1080	-600	1700	-10	10	-10	-0	0	-0	250	-1.2	0.2	177	-1.2	-1	2555	0.07	2101	2814	8	56579	
18.8592	1.16684	-1.43394	332	-27	1950	0	-0.143504	-0.0258721	-0.195745	-0.0145522	-0.00278157	-0.0156764	-0.05923	0.155331	-0.566056	-0.00293742	-0.00265025	0.0625486	0	0	0	0	0	0	-0.05556	0.15083	-0.544	0	0	0	-0.337479	-0.0588302	1.54861	-0.146442	-0.0285223	-0.133196	-0.037725	-0.101746	0.0989341	-0.0387972	-0.130121	0	0.356731	0.0223273	3.41369	0.0214675	0.00349066	0	-1.2065	-0.934375	-1080	1080	-600	1700	-10	10	-10	-0	0	-0	250	-1.2	0.2	177	-1.2	-1	2555	0.07	2101	2814	8	56579	
18.8693	1.16684	-1.43237	330	-26	2000	0	-0.142093	-0.0249182	-0.208318	-0.0159904	-0.00303377	-0.0177848	-0.0592399	0.155322	-0.567632	-0.00426374	-0.00370688	0.0750506	0	0	0	0	0	0	-0.05556	0.15083	-0.546	0	0	0	-0.341673	-0.058104	1.42063	-0.146357	-0.028625	-0.133268	-0.0377501	-0.10179	0.0989774	-0.0388229	-0.130038	0	0.350981	0.0223872	3.39654	0.0225147	0.00349066	0	-1.20643	-0.934348	-1080	1080	-600	1700	-10	10	-10	-0	0	-0	250	-1.2	0.2	177	-1.2	-1	2555	0.07	2101	2814	8	56579	
