time 	e1	e2	ctrlpitch	ctrlroll	ctrlthrust	ctrlyaw	edx	edy	edz	cumulx	cumuly	cumulz	x	y	z	dxr	dyr	dzr	dxrT	dyrT	dzrT	dxrUn	dyrUn	dzrUn	dxd	dyd	dzd	Perpx	Tangx	Perpy	Tangy	Perpz	Tanz	kpvxMod	kpvyMod	ax	ay	az	pitch	roll	yaw	yawd	eyaw	kpvx	kpvy	kpvz	kpyaw	kivx	kivy	kivz	kdvx	kdvy	kdvz	kdyaw	ktg	veld	pitchoff	ke1	ke2	gravity	thr_vel
7.95166	1.1127	-0.442178	50	-50	1450	50	-0.645957	-0.0610574	-0.0866376	-0.00299272	-0.000282879	-0.000401392	-2.46578	-0.472442	0.442178	0.538369	0.219414	0.0287772	0.556943	0.133792	-0.0270618	1.02453	0.18535	-0.0938585	-0.107588	0.158357	-0.0578604	-0.12615	0.0391855	0.0363349	0.136047	-0.0521689	-0	-549.063	51.8988	0.90252	0.07848	-8.6328	0.0919789	-0.0282743	-0.157057	0.189305	0.339478	-850	850	-500	1700	-20	20	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2550	0.07
7.95702	1.1127	-0.442178	100	-52	1500	100	-0.65034	-0.0614753	-0.0861655	-0.00648114	-0.000612633	-0.000863584	-2.46578	-0.472442	0.442178	0.542686	0.21996	0.0287772	0.556943	0.133792	-0.0270618	1.02453	0.18535	-0.0938585	-0.107653	0.158484	-0.0573884	-0.12615	0.0391855	0.0363349	0.136047	-0.0521689	-0	-552.789	52.254	0.93195	0.11772	-8.5347	0.0909317	-0.0305433	-0.157057	0.189305	0.339478	-850	850	-500	1700	-20	20	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2550	0.07
7.96712	1.1127	-0.442178	150	-52	1550	150	-0.655077	-0.0622592	-0.0854627	-0.0130961	-0.00124133	-0.00172659	-2.46578	-0.472442	0.442178	0.54737	0.22096	0.0287772	0.556943	0.133792	-0.0270618	1.02453	0.18535	-0.0938585	-0.107708	0.1587	-0.0566855	-0.12615	0.0391855	0.0363349	0.136047	-0.0521689	-0	-556.816	52.9203	0.87309	0.18639	-8.47584	0.090059	-0.034383	-0.157057	0.189305	0.339478	-850	850	-500	1700	-20	20	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2550	0.07
7.97701	1.1127	-0.442178	200	-54	1600	200	-0.662716	-0.0643525	-0.0846399	-0.0196504	-0.00187777	-0.00256367	-2.46578	-0.472442	0.442178	0.554997	0.223337	0.0287772	0.556943	0.133792	-0.0270618	1.02453	0.18535	-0.0938585	-0.107719	0.158985	-0.0558627	-0.12615	0.0391855	0.0363349	0.136047	-0.0521689	-0	-563.309	54.6996	0.75537	0.23544	-8.49546	0.0898845	-0.0394444	-0.157057	0.189305	0.339478	-850	850	-500	1700	-20	20	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2550	0.07
7.98502	1.132	-0.445267	250	-95	1650	250	-0.679807	-0.111773	-0.161243	-0.0250936	-0.00277274	-0.00385475	-2.43205	-0.468134	0.445267	0.588122	0.281132	0.107288	0.626943	0.203792	0.0429382	1.02453	0.223377	0.108354	-0.0916854	0.169359	-0.0539555	-0.123797	0.0500598	0.047223	0.131233	-0.0521174	-0	-577.836	95.0069	0	0	0	0.0898845	-0.0394444	-0.133024	0.190159	0.317586	-850	850	-500	1700	-20	20	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2550	0.07
7.98704	1.132	-0.445267	300	-96	1700	300	-0.685059	-0.113747	-0.160549	-0.0264815	-0.00300319	-0.00418002	-2.43205	-0.468134	0.445267	0.593384	0.283332	0.107288	0.626943	0.203792	0.0429382	1.02453	0.223377	0.108354	-0.0916748	0.169585	-0.0532616	-0.123797	0.0500598	0.047223	0.131233	-0.0521174	-0	-582.3	96.6849	0.65727	0.27468	-8.5347	0.090059	-0.0436332	-0.133024	0.190159	0.317586	-850	850	-500	1700	-20	20	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2550	0.07
7.99705	1.132	-0.445267	350	-97	1750	350	-0.686331	-0.114212	-0.160194	-0.0333476	-0.00414577	-0.0057826	-2.43205	-0.468134	0.445267	0.594656	0.283908	0.107288	0.626943	0.203792	0.0429382	1.02453	0.223377	0.108354	-0.0916748	0.169696	-0.0529063	-0.123797	0.0500598	0.047223	0.131233	-0.0521174	-0	-583.382	97.0804	0.62784	0.28449	-8.56413	0.090059	-0.0457276	-0.133024	0.190159	0.317586	-850	850	-500	1700	-20	20	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2550	0.07
8.00701	1.132	-0.445267	400	-99	1800	357	-0.692535	-0.11726	-0.15954	-0.0402473	-0.00531402	-0.0073721	-2.43205	-0.468134	0.445267	0.600839	0.287147	0.107288	0.626943	0.203792	0.0429382	1.02453	0.223377	0.108354	-0.091696	0.169887	-0.052252	-0.123797	0.0500598	0.047223	0.131233	-0.0521174	-0	-588.655	99.6706	0.61803	0.32373	-8.67204	0.0897099	-0.0493928	-0.133024	0.190159	0.317586	-850	850	-500	1700	-20	20	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2550	0.07
8.0114	1.13854	-0.446557	450	-88	1850	407	-0.59008	-0.104473	-0.100865	-0.0428378	-0.00577266	-0.00781489	-2.41471	-0.457071	0.446557	0.524596	0.28691	0.0515856	0.556943	0.223377	-0.00979145	0.458653	0.223377	-0.00979145	-0.0654848	0.182437	-0.0492793	-0.116183	0.0680099	0.0645265	0.122455	-0.0521257	-0	-501.568	88.8021	0	0	0	0.0897099	-0.0493928	-0.121262	0.187073	0.303473	-850	850	-500	1700	-20	20	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2550	0.07
8.01703	1.13854	-0.446557	500	-90	1900	412	-0.592867	-0.105802	-0.100321	-0.0461786	-0.00636886	-0.0083802	-2.41471	-0.457071	0.446557	0.527352	0.288374	0.0515856	0.556943	0.223377	-0.00979145	0.458653	0.223377	-0.00979145	-0.0655153	0.182572	-0.0487354	-0.116183	0.0680099	0.0645265	0.122455	-0.0521257	-0	-503.937	89.9318	0.62784	0.33354	-8.75052	0.0891863	-0.0521853	-0.121262	0.187073	0.303473	-850	850	-500	1700	-20	20	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2550	0.07
8.02706	1.13854	-0.446557	550	-91	1950	412	-0.596506	-0.107616	-0.0997286	-0.0521574	-0.00744749	-0.00937978	-2.41471	-0.457071	0.446557	0.53089	0.290309	0.0515856	0.556943	0.223377	-0.00979145	0.458653	0.223377	-0.00979145	-0.0656168	0.182693	-0.048143	-0.116183	0.0680099	0.0645265	0.122455	-0.0521257	-0	-507.03	91.4738	0.62784	0.34335	-8.84862	0.087441	-0.0548033	-0.121262	0.187073	0.303473	-850	850	-500	1700	-20	20	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2550	0.07
8.037	1.13854	-0.446557	600	-94	2000	412	-0.602565	-0.111109	-0.0994686	-0.0581487	-0.00855226	-0.0103688	-2.41471	-0.457071	0.446557	0.536888	0.293849	0.0515856	0.556943	0.223377	-0.00979145	0.458653	0.223377	-0.00979145	-0.0656775	0.182739	-0.047883	-0.116183	0.0680099	0.0645265	0.122455	-0.0521257	-0	-512.18	94.4431	0.59841	0.35316	-8.88786	0.0863938	-0.0558505	-0.121262	0.187073	0.303473	-850	850	-500	1700	-20	20	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2550	0.07
8.04701	1.13854	-0.446557	650	-97	2050	412	-0.607614	-0.114744	-0.0989548	-0.0642297	-0.00970061	-0.0113591	-2.41471	-0.457071	0.446557	0.541765	0.297555	0.0515856	0.556943	0.223377	-0.00979145	0.458653	0.223377	-0.00979145	-0.0658494	0.182811	-0.0473692	-0.116183	0.0680099	0.0645265	0.122455	-0.0521257	-0	-516.472	97.5324	0.4905	0.37278	-8.96634	0.0834267	-0.0575959	-0.121262	0.187073	0.303473	-850	850	-500	1700	-20	20	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2550	0.07
8.04742	1.14437	-0.446557	611	-134	2100	395	-0.50934	-0.157489	-0.0941771	-0.064441	-0.00976597	-0.0113982	-2.4026	-0.456292	0.446557	0.450921	0.343036	0.0477064	0.486943	0.293377	-0.00979145	0.458653	0.297648	-0.00979145	-0.0584191	0.185547	-0.0464706	-0.114323	0.071838	0.0685079	0.11988	-0.0520078	-0	-432.939	133.866	0	0	0	0.0834267	-0.0575959	-0.110341	0.187681	0.29363	-850	850	-500	1700	-20	20	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2550	0.07
8.05698	1.14437	-0.446557	611	-134	2150	395	-0.509671	-0.157641	-0.093852	-0.0693114	-0.0112724	-0.0122951	-2.4026	-0.456292	0.446557	0.451092	0.343219	0.0477064	0.486943	0.293377	-0.00979145	0.458653	0.297648	-0.00979145	-0.0585782	0.185578	-0.0461456	-0.114323	0.071838	0.0685079	0.11988	-0.0520078	-0	-433.22	133.995	0.41202	0.44145	-9.0252	0.0806342	-0.0584685	-0.110341	0.187681	0.29363	-850	850	-500	1700	-20	20	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2550	0.07
8.0671	1.14437	-0.446557	614	-138	2200	395	-0.513352	-0.162218	-0.0936323	-0.0745086	-0.0129147	-0.013243	-2.4026	-0.456292	0.446557	0.454655	0.347813	0.0477064	0.486943	0.293377	-0.00979145	0.458653	0.297648	-0.00979145	-0.0586973	0.185595	-0.0459258	-0.114323	0.071838	0.0685079	0.11988	-0.0520078	-0	-436.349	137.885	0.37278	0.48069	-9.05463	0.0785398	-0.0589921	-0.110341	0.187681	0.29363	-850	850	-500	1700	-20	20	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2550	0.07
8.07701	1.14437	-0.446557	618	-143	2250	395	-0.517055	-0.168274	-0.0933318	-0.0796326	-0.0145823	-0.0141679	-2.4026	-0.456292	0.446557	0.458131	0.353871	0.0477064	0.486943	0.293377	-0.00979145	0.458653	0.297648	-0.00979145	-0.0589248	0.185597	-0.0456254	-0.114323	0.071838	0.0685079	0.11988	-0.0520078	-0	-439.497	143.033	0.34335	0.59841	-9.13311	0.0745256	-0.0593412	-0.110341	0.187681	0.29363	-850	850	-500	1700	-20	20	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2550	0.07
8.08269	1.17251	-0.446557	568	-93	2300	345	-0.421543	-0.046189	-0.0761142	-0.0820249	-0.0148444	-0.0145999	-2.31742	-0.442692	0.446557	0.448308	0.24069	0.037995	0.458653	0.223377	-0.00979145	0.458653	0.166961	-0.00979145	0.0267646	0.194501	-0.0381192	-0.0801779	0.111248	0.108699	0.0820578	-0.0514424	-0	-358.312	39.2606	0	0	0	0.0745256	-0.0593412	-0.042183	0.188754	0.22889	-850	850	-500	1700	-20	20	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2550	0.07
8.08705	1.17251	-0.446557	539	-43	2350	295	-0.424025	-0.049906	-0.0761871	-0.0838741	-0.015062	-0.0149321	-2.31742	-0.442692	0.446557	0.450591	0.24442	0.037995	0.458653	0.223377	-0.00979145	0.458653	0.166961	-0.00979145	0.0265654	0.194514	-0.0381921	-0.0801779	0.111248	0.108699	0.0820578	-0.0514424	-0	-360.421	42.4201	0.40221	0.65727	-9.19197	0.0705113	-0.0595157	-0.042183	0.188754	0.22889	-850	850	-500	1700	-20	20	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2550	0.07
8.09711	1.17251	-0.446557	541	-45	2400	285	-0.426295	-0.0530168	-0.0762454	-0.0881626	-0.0155954	-0.0156992	-2.31742	-0.442692	0.446557	0.452687	0.247543	0.037995	0.458653	0.223377	-0.00979145	0.458653	0.166961	-0.00979145	0.0263917	0.194526	-0.0382504	-0.0801779	0.111248	0.108699	0.0820578	-0.0514424	-0	-362.351	45.0643	0.48069	0.71613	-9.23121	0.0670206	-0.0596903	-0.042183	0.188754	0.22889	-850	850	-500	1700	-20	20	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2550	0.07
8.10701	1.17251	-0.446557	545	-51	2450	285	-0.431505	-0.0607188	-0.0763207	-0.0924349	-0.0161966	-0.0164548	-2.31742	-0.442692	0.446557	0.457819	0.255241	0.037995	0.458653	0.223377	-0.00979145	0.458653	0.166961	-0.00979145	0.0263135	0.194522	-0.0383257	-0.0801779	0.111248	0.108699	0.0820578	-0.0514424	-0	-366.779	51.6109	0.51012	0.76518	-9.25083	0.0654498	-0.0595157	-0.042183	0.188754	0.22889	-850	850	-500	1700	-20	20	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2550	0.07
8.11508	1.17295	-0.446786	495	-94	2500	309	-0.35989	-0.110559	-0.142323	-0.0953378	-0.0170883	-0.0176028	-2.30699	-0.436805	0.446786	0.404403	0.301936	0.104989	0.419564	0.293377	0.0602086	0.419564	0.318615	0.0692074	0.0445125	0.191376	-0.0373341	-0.0703067	0.118017	0.115357	0.071928	-0.0514582	-0	-305.907	93.9755	0	0	0	0.0654498	-0.0595157	-0.0344305	0.187125	0.219747	-850	850	-500	1700	-20	20	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2550	0.07
8.11701	1.17295	-0.446786	488	-100	2550	309	-0.364466	-0.117291	-0.142521	-0.0960438	-0.0173155	-0.0178788	-2.30699	-0.436805	0.446786	0.408834	0.308661	0.104989	0.419564	0.293377	0.0602086	0.419564	0.318615	0.0692074	0.0443679	0.191371	-0.0375325	-0.0703067	0.118017	0.115357	0.071928	-0.0514582	-0	-309.796	99.6969	0.54936	0.83385	-9.32931	0.0624828	-0.0591667	-0.0344305	0.187125	0.219747	-850	850	-500	1700	-20	20	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2550	0.07
8.127	1.17295	-0.446786	489	-101	2600	309	-0.365698	-0.119033	-0.142722	-0.0996953	-0.0185041	-0.0193039	-2.30699	-0.436805	0.446786	0.409955	0.310391	0.104989	0.419564	0.293377	0.0602086	0.419564	0.318615	0.0692074	0.0442571	0.191357	-0.0377331	-0.0703067	0.118017	0.115357	0.071928	-0.0514582	-0	-310.843	101.178	0.57879	0.89271	-9.38817	0.0602139	-0.0586431	-0.0344305	0.187125	0.219747	-850	850	-500	1700	-20	20	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2550	0.07
8.137	1.17295	-0.446786	495	-109	2621	309	-0.372142	-0.128642	-0.142858	-0.103418	-0.019791	-0.0207331	-2.30699	-0.436805	0.446786	0.416322	0.31999	0.104989	0.419564	0.293377	0.0602086	0.419564	0.318615	0.0692074	0.0441803	0.191348	-0.0378692	-0.0703067	0.118017	0.115357	0.071928	-0.0514582	-0	-316.32	109.346	0.63765	0.96138	-9.45684	0.0586431	-0.058294	-0.0344305	0.187125	0.219747	-850	850	-500	1700	-20	20	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2550	0.07
8.14281	1.17218	-0.446786	470	-59	2622	290	-0.342394	-0.0434141	-0.143765	-0.105405	-0.020043	-0.0215675	-2.2934	-0.427847	0.446786	0.408831	0.228403	0.106818	0.419564	0.223377	0.0692074	0.419564	0.166961	0.0692074	0.0664375	0.184989	-0.0369469	-0.0570445	0.125311	0.122406	0.0583985	-0.0514738	-0	-291.035	36.902	0	0	0	0.0586431	-0.058294	-0.0260726	0.184436	0.208957	-850	850	-500	1700	-20	20	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2550	0.07
8.14705	1.17218	-0.446786	473	-42	2622	290	-0.346584	-0.0489977	-0.143843	-0.106877	-0.0202511	-0.0221784	-2.2934	-0.427847	0.446786	0.412988	0.233983	0.106818	0.419564	0.223377	0.0692074	0.419564	0.166961	0.0692074	0.0664042	0.184985	-0.0370255	-0.0570445	0.125311	0.122406	0.0583985	-0.0514738	-0	-294.596	41.6481	0.71613	0.96138	-9.54513	0.0579449	-0.0581195	-0.0260726	0.184436	0.208957	-850	850	-500	1700	-20	20	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2550	0.07
8.15703	1.17218	-0.446786	476	-45	2622	290	-0.35	-0.0531736	-0.143966	-0.110368	-0.0207814	-0.0236143	-2.2934	-0.427847	0.446786	0.416362	0.238149	0.106818	0.419564	0.223377	0.0692074	0.419564	0.166961	0.0692074	0.0663625	0.184976	-0.0371479	-0.0570445	0.125311	0.122406	0.0583985	-0.0514738	-0	-297.5	45.1976	0.79461	0.981	-9.6138	0.0570723	-0.0577704	-0.0260726	0.184436	0.208957	-850	850	-500	1700	-20	20	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2550	0.07
8.167	1.17218	-0.446786	484	-53	2622	290	-0.358741	-0.0629749	-0.144109	-0.113946	-0.0214095	-0.0250515	-2.2934	-0.427847	0.446786	0.425071	0.247934	0.106818	0.419564	0.223377	0.0692074	0.419564	0.166961	0.0692074	0.0663292	0.184959	-0.037291	-0.0570445	0.125311	0.122406	0.0583985	-0.0514738	-0	-304.93	53.5287	0.87309	0.981	-9.67266	0.0563741	-0.0572468	-0.0260726	0.184436	0.208957	-850	850	-500	1700	-20	20	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2550	0.07
8.177	1.17218	-0.446786	492	-62	2622	290	-0.368061	-0.0729717	-0.14424	-0.117628	-0.0221395	-0.0264945	-2.2934	-0.427847	0.446786	0.434365	0.257913	0.106818	0.419564	0.223377	0.0692074	0.419564	0.166961	0.0692074	0.0663041	0.184941	-0.0374225	-0.0570445	0.125311	0.122406	0.0583985	-0.0514738	-0	-312.852	62.0259	0.93195	1.00062	-9.79038	0.0558505	-0.0567232	-0.0260726	0.184436	0.208957	-850	850	-500	1700	-20	20	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2550	0.07
8.17891	1.17615	-0.449426	514	-12	2627	240	-0.394805	0.0236066	-0.154385	-0.118379	-0.0220946	-0.0267881	-2.26972	-0.426489	0.449426	0.482557	0.152277	0.117444	0.489564	0.153377	0.081516	0.521519	0.0455974	0.081516	0.0877522	0.175883	-0.0369403	-0.0436997	0.130581	0.127986	0.0445857	-0.0516776	-0	-335.584	20.0656	0	0	0	0.0558505	-0.0567232	-0.0108723	0.185738	0.195346	-850	850	-500	1700	-20	20	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2550	0.07
8.18698	1.17615	-0.449426	516	17	2627	227	-0.396612	0.02168	-0.154446	-0.121582	-0.0219195	-0.0280353	-2.26972	-0.426489	0.449426	0.484348	0.154199	0.117444	0.489564	0.153377	0.081516	0.521519	0.0455974	0.081516	0.0877359	0.175879	-0.0370016	-0.0436997	0.130581	0.127986	0.0445857	-0.0516776	-0	-337.12	18.428	0.94176	1.01043	-9.84924	0.0555015	-0.0565487	-0.0108723	0.185738	0.195346	-850	850	-500	1700	-20	20	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2550	0.07
8.19717	1.17615	-0.449426	522	11	2627	227	-0.403996	0.0135161	-0.154507	-0.125699	-0.0217818	-0.0296098	-2.26972	-0.426489	0.449426	0.491715	0.162358	0.117444	0.489564	0.153377	0.081516	0.521519	0.0455974	0.081516	0.0877195	0.175874	-0.0370628	-0.0436997	0.130581	0.127986	0.0445857	-0.0516776	-0	-343.396	11.4886	0.91233	1.01043	-9.95715	0.0551524	-0.0563741	-0.0108723	0.185738	0.195346	-850	850	-500	1700	-20	20	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2550	0.07
8.20702	1.17615	-0.449426	530	2	2627	227	-0.412702	0.00332607	-0.154492	-0.129763	-0.021749	-0.0311313	-2.26972	-0.426489	0.449426	0.500413	0.172555	0.117444	0.489564	0.153377	0.081516	0.521519	0.0455974	0.081516	0.0877113	0.175881	-0.0370474	-0.0436997	0.130581	0.127986	0.0445857	-0.0516776	-0	-350.796	2.82716	0.85347	1.00062	-10.0454	0.0549779	-0.0565487	-0.0108723	0.185738	0.195346	-850	850	-500	1700	-20	20	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2550	0.07
8.21376	1.17874	-0.449988	563	52	2612	187	-0.45164	0.0903445	-0.124518	-0.132808	-0.02114	-0.0319707	-2.25089	-0.426201	0.449988	0.556167	0.0761797	0.0878599	0.559564	0.0833766	0.0527264	0.569459	0.0455974	0.0527264	0.104527	0.166524	-0.0366586	-0.0326226	0.133772	0.131402	0.0332111	-0.051686	-0	-383.894	76.7928	0	0	0	0.0549779	-0.0565487	0.00420369	0.187132	0.18191	-850	850	-500	1700	-20	20	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2550	0.07
8.21704	1.17874	-0.449988	567	70	2612	187	-0.456716	0.0839534	-0.124366	-0.134304	-0.0208649	-0.0323782	-2.25089	-0.426201	0.449988	0.561259	0.0825942	0.0878599	0.559564	0.0833766	0.0527264	0.569459	0.0455974	0.0527264	0.104543	0.166548	-0.0365059	-0.0326226	0.133772	0.131402	0.0332111	-0.051686	-0	-388.209	71.3604	0.75537	0.95157	-10.1337	0.0553269	-0.0572468	0.00420369	0.187132	0.18191	-850	850	-500	1700	-20	20	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2550	0.07
8.22706	1.17874	-0.449988	569	68	2612	187	-0.459022	0.0809175	-0.12426	-0.138904	-0.020054	-0.0336234	-2.25089	-0.426201	0.449988	0.563573	0.0856482	0.0878599	0.559564	0.0833766	0.0527264	0.569459	0.0455974	0.0527264	0.104551	0.166566	-0.0364005	-0.0326226	0.133772	0.131402	0.0332111	-0.051686	-0	-390.169	68.7799	0.70632	0.93195	-10.1632	0.0555015	-0.0577704	0.00420369	0.187132	0.18191	-850	850	-500	1700	-20	20	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2550	0.07
8.23702	1.17874	-0.449988	575	60	2612	187	-0.465577	0.071926	-0.123926	-0.143541	-0.0193377	-0.0348577	-2.25089	-0.426201	0.449988	0.57016	0.0946924	0.0878599	0.559564	0.0833766	0.0527264	0.569459	0.0455974	0.0527264	0.104583	0.166618	-0.0360659	-0.0326226	0.133772	0.131402	0.0332111	-0.051686	-0	-395.74	61.1371	0.65727	0.90252	-10.1926	0.0561996	-0.0593412	0.00420369	0.187132	0.18191	-850	850	-500	1700	-20	20	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2550	0.07
8.24579	1.17919	-0.451602	525	70	2611	176	-0.396636	0.0839351	-0.122293	-0.147021	-0.0186012	-0.0359307	-2.23105	-0.423209	0.451602	0.519434	0.0697749	0.0863225	0.521519	0.0858472	0.0527264	0.521519	0.0858472	0.0527264	0.122798	0.15371	-0.0359706	-0.0194989	0.136339	0.133975	0.0198431	-0.0518498	-0	-337.14	71.3448	0	0	0	0.0561996	-0.0593412	0.0212019	0.187464	0.165497	-850	850	-500	1700	-20	20	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2550	0.07
8.24702	1.17919	-0.451602	521	64	2611	176	-0.402269	0.0765262	-0.121789	-0.147514	-0.0185075	-0.0360799	-2.23105	-0.423209	0.451602	0.525115	0.0772633	0.0863225	0.521519	0.0858472	0.0527264	0.521519	0.0858472	0.0527264	0.122845	0.15379	-0.0354666	-0.0194989	0.136339	0.133975	0.0198431	-0.0518498	-0	-341.929	65.0473	0.64746	0.85347	-10.222	0.0572468	-0.0617847	0.0212019	0.187464	0.165497	-850	850	-500	1700	-20	20	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2550	0.07
8.25698	1.17919	-0.451602	522	63	2610	176	-0.403068	0.0755757	-0.121129	-0.151529	-0.0177546	-0.0372866	-2.23105	-0.423209	0.451602	0.525968	0.0783208	0.0863225	0.521519	0.0858472	0.0527264	0.521519	0.0858472	0.0527264	0.1229	0.153897	-0.0348066	-0.0194989	0.136339	0.133975	0.0198431	-0.0518498	-0	-342.608	64.2393	0.69651	0.86328	-10.222	0.0584685	-0.0651008	0.0212019	0.187464	0.165497	-850	850	-500	1700	-20	20	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2550	0.07
8.267	1.17919	-0.451602	528	56	2610	176	-0.410171	0.066835	-0.120775	-0.155641	-0.0170847	-0.0384971	-2.23105	-0.423209	0.451602	0.533102	0.0871163	0.0863225	0.521519	0.0858472	0.0527264	0.521519	0.0858472	0.0527264	0.122931	0.153951	-0.0344523	-0.0194989	0.136339	0.133975	0.0198431	-0.0518498	-0	-348.645	56.8098	0.71613	0.8829	-10.2024	0.0591667	-0.0668461	0.0212019	0.187464	0.165497	-850	850	-500	1700	-20	20	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2550	0.07
8.27574	1.17502	-0.451826	478	6	2612	214	-0.318706	0.00745099	-0.123525	-0.158424	-0.0170196	-0.0395757	-2.22001	-0.414276	0.451826	0.451665	0.137907	0.0889839	0.451519	0.155847	0.0527264	0.344587	0.2056	0.0527264	0.132959	0.145358	-0.0345407	-0.0113147	0.13751	0.134648	0.0115552	-0.0519578	-0	-270.9	6.33334	0	0	0	0.0591667	-0.0668461	0.0271281	0.184488	0.156711	-850	850	-500	1700	-20	20	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2550	0.07
8.27702	1.17502	-0.451826	456	0	2611	214	-0.325412	-0.00064812	-0.122756	-0.15884	-0.0170205	-0.039733	-2.22001	-0.414276	0.451826	0.458432	0.14613	0.0889839	0.451519	0.155847	0.0527264	0.344587	0.2056	0.0527264	0.13302	0.145482	-0.0337717	-0.0113147	0.13751	0.134648	0.0115552	-0.0519578	-0	-276.6	0.550902	0.77499	0.94176	-10.1828	0.0605629	-0.0708604	0.0271281	0.184488	0.156711	-850	850	-500	1700	-20	20	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2550	0.07
8.28701	1.17502	-0.451826	457	-1	2611	214	-0.32634	-0.00190193	-0.121889	-0.162103	-0.0170395	-0.0409516	-2.22001	-0.414276	0.451826	0.459437	0.147513	0.0889839	0.451519	0.155847	0.0527264	0.344587	0.2056	0.0527264	0.133097	0.145611	-0.032905	-0.0113147	0.13751	0.134648	0.0115552	-0.0519578	-0	-277.389	1.61664	0.7848	1.0791	-10.1926	0.0623083	-0.0752237	0.0271281	0.184488	0.156711	-850	850	-500	1700	-20	20	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2550	0.07
8.29703	1.17502	-0.451826	463	-11	2610	214	-0.333749	-0.0132406	-0.121089	-0.165445	-0.017172	-0.0421641	-2.22001	-0.414276	0.451826	0.466891	0.158988	0.0889839	0.451519	0.155847	0.0527264	0.344587	0.2056	0.0527264	0.133143	0.145747	-0.032105	-0.0113147	0.13751	0.134648	0.0115552	-0.0519578	-0	-283.686	11.2545	0.74556	1.14777	-10.222	0.0633555	-0.0797615	0.0271281	0.184488	0.156711	-850	850	-500	1700	-20	20	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2550	0.07
8.30703	1.17502	-0.451826	470	-21	2610	214	-0.340798	-0.0248519	-0.120638	-0.168854	-0.0174206	-0.0433707	-2.22001	-0.414276	0.451826	0.473964	0.170677	0.0889839	0.451519	0.155847	0.0527264	0.344587	0.2056	0.0527264	0.133166	0.145825	-0.0316538	-0.0113147	0.13751	0.134648	0.0115552	-0.0519578	-0	-289.679	21.1241	0.70632	1.16739	-10.2416	0.0638791	-0.0823795	0.0271281	0.184488	0.156711	-850	850	-500	1700	-20	20	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2550	0.07
