time ;e1;e2;e1Ori;ctrlpitch;ctrlroll;ctrlthrust;ctrlyaw;edx;edy;edz;cumulx;cumuly;cumulz;x_pred;y_pred;z_pred;dxr_pred;dyr_pred;dzr_pred;dxrT;dyrT;dzrT;dxrUn;dyrUn;dzrUn;x;y;z;dx;dy;dz;ux;uy;uz;dxd;dyd;dzd;Perpx;Tangx;Perpy;Tangy;Perpz;Tanz;ax;ay;az;err_sti_x;err_sti_y;err_sti_z;err_sti_dx;err_sti_dy;err_sti_dz;pitch;roll;yaw;yawd;eyaw;kpvx;kpvy;kpvz;kpyaw;kivx;kivy;kivz;kdvx;kdvy;kdvz;kdyaw;ktg;veld;pitchoff;ke1;ke2;gravity;thr_vel
8,21814;0,881025;0,00426208;-0,734187;50;50;1450;50;-0,0362274;0,211331;-0,018095;-0,00026359;0,00153764;-0,000131659;-1,74281;-0,0570174;-0,00426208;0,00820953;-0,0133149;0,0159418;0,007682;-0,0139712;0,0156403;0,00777632;-0,0153316;0,0124973;-1,74506;-0,0534807;-0,00844584;0,007682;-0,0139712;0,0156403;0,205665;0,0810057;2,82845;-0,0280178;0,198016;-0,00215311;0,0893535;-0,105727;0,0776237;0,121704;0,000572591;-0;0;0;9,81;-0,000567773;0,00214751;-0,00195495;0,000471613;-0,00680165;-0,0157147;0,0171042;0,0113446;-0,0585617;0,0327041;0,0911392;-1080;1080;-600;1700;-10;10;-10;-0;0;-0;250;-1,2;0,2;177;-1,2;-1;2555;0,07
8,22083;0,881025;0,00426208;-0,734187;100;100;1500;100;-0,0362273;0,211332;-0,0180112;-0,000360824;0,00210486;-0,000180001;-1,74281;-0,0570174;-0,00426208;0,00820953;-0,0133149;0,0159418;0,007682;-0,0139712;0,0156403;0,00777632;-0,0153316;0,0124973;-1,74506;-0,0534807;-0,00844584;0,007682;-0,0139712;0,0156403;0,205665;0,0810057;2,82845;-0,0280178;0,198017;-0,00206932;0,0893535;-0,105727;0,0776237;0,121704;0,000572591;-0;0,37344;0,0677018;3,65269;-0,000567773;0,00214751;-0,00195495;0,000471613;-0,00680165;-0,0157147;0,0165806;0,0109956;-0,0585617;0,0327041;0,0911392;-1080;1080;-600;1700;-10;10;-10;-0;0;-0;250;-1,2;0,2;177;-1,2;-1;2555;0,07
8,23084;0,881025;0,00426208;-0,734187;150;150;1550;150;-0,0362272;0,211332;-0,017957;-0,000723676;0,00422156;-0,000359859;-1,74281;-0,0570174;-0,00426208;0,00820953;-0,0133149;0,0159418;0,007682;-0,0139712;0,0156403;0,00777632;-0,0153316;0,0124973;-1,74506;-0,0534807;-0,00844584;0,007682;-0,0139712;0,0156403;0,205665;0,0810057;2,82845;-0,0280177;0,198018;-0,0020152;0,0893535;-0,105727;0,0776237;0,121704;0,000572591;-0;0,377724;0,0666259;3,65281;-0,000567773;0,00214751;-0,00195495;0,000471613;-0,00680165;-0,0157147;0,0158825;0,010821;-0,0585617;0,0327041;0,0911392;-1080;1080;-600;1700;-10;10;-10;-0;0;-0;250;-1,2;0,2;177;-1,2;-1;2555;0,07
8,2339;0,879333;0,00966272;-0,732777;200;200;1600;148;-0,0362906;0,21125;0,00488161;-0,000834835;0,00486862;-0,000344906;-1,74534;-0,0524069;-0,00966272;0,00442114;-0,0138101;-0,0062252;0,00350765;-0,0139712;-0,00644369;0,00360197;-0,0153316;-0,00958663;-1,74506;-0,0534807;-0,00868524;0,00350765;-0,0139712;-0,00644369;-0,04112;0,357117;2,4445;-0,0318695;0,19744;-0,00134359;0,0877903;-0,108033;0,0791638;0,119805;0,00129899;-0;0,377719;0,0666251;3,65289;-0,000567773;0,00214751;-0,00195495;0,000471613;-0,00680165;-0,0157147;0,0158825;0,010821;-0,0585617;0,0300177;0,0884636;-1080;1080;-600;1700;-10;10;-10;-0;0;-0;250;-1,2;0,2;177;-1,2;-1;2555;0,07
8,24087;0,879333;0,00966272;-0,732777;216;228;1650;148;-0,0362901;0,211251;0,00497277;-0,00108756;0,00633977;-0,000310276;-1,74534;-0,0524069;-0,00966272;0,00442114;-0,0138101;-0,0062252;0,00350765;-0,0139712;-0,00644369;0,00360197;-0,0153316;-0,00958663;-1,74506;-0,0534807;-0,00868524;0,00350765;-0,0139712;-0,00644369;-0,04112;0,357117;2,4445;-0,0318689;0,197441;-0,00125243;0,0877903;-0,108033;0,0791638;0,119805;0,00129899;-0;0,379969;0,0641316;3,68577;-0,000567773;0,00214751;-0,00195495;0,000471613;-0,00680165;-0,0157147;0,0151844;0,010472;-0,0585617;0,0300177;0,0884636;-1080;1080;-600;1700;-10;10;-10;-0;0;-0;250;-1,2;0,2;177;-1,2;-1;2555;0,07
8,25084;0,879333;0,00966272;-0,732777;216;228;1700;148;-0,0362901;0,211251;0,00497277;-0,0014493;0,00844552;-0,000260707;-1,74534;-0,0524069;-0,00966272;0,00442114;-0,0138101;-0,0062252;0,00350765;-0,0139712;-0,00644369;0,00360197;-0,0153316;-0,00958663;-1,74506;-0,0534807;-0,00868524;0,00350765;-0,0139712;-0,00644369;-0,04112;0,357117;2,4445;-0,0318689;0,197441;-0,00125243;0,0877903;-0,108033;0,0791638;0,119805;0,00129899;-0;0,379961;0,0641302;3,6859;-0,000567773;0,00214751;-0,00195495;0,000471613;-0,00680165;-0,0157147;0,0151844;0,010472;-0,0585617;0,0300177;0,0884636;-1080;1080;-600;1700;-10;10;-10;-0;0;-0;250;-1,2;0,2;177;-1,2;-1;2555;0,07
8,26082;0,879333;0,00966272;-0,732777;216;228;1750;148;-0,0362893;0,211251;0,00500058;-0,00181176;0,0105555;-0,000210761;-1,74534;-0,0524069;-0,00966272;0,00442114;-0,0138101;-0,0062252;0,00350765;-0,0139712;-0,00644369;0,00360197;-0,0153316;-0,00958663;-1,74506;-0,0534807;-0,00868524;0,00350765;-0,0139712;-0,00644369;-0,04112;0,357117;2,4445;-0,0318682;0,197441;-0,00122462;0,0877903;-0,108033;0,0791638;0,119805;0,00129899;-0;0,385295;0,0641302;3,6859;-0,000567773;0,00214751;-0,00195495;0,000471613;-0,00680165;-0,0157147;0,0143117;0,010472;-0,0585617;0,0300177;0,0884636;-1080;1080;-600;1700;-10;10;-10;-0;0;-0;250;-1,2;0,2;177;-1,2;-1;2555;0,07
8,26546;0,878425;0,0087981;-0,732021;215;206;1800;150;-0,0355742;0,191165;-0,0169705;-0,00197654;0,011441;-0,000289369;-1,74534;-0,051495;-0,0087981;0,00293655;0,00614895;0,0156204;0,00350765;0,00578854;0,0156403;0,00442412;0,00475203;0,0238041;-1,74519;-0,0528002;-0,00844584;0,00350765;0,00578854;0,0156403;-0,0764273;0,413777;1,93256;-0,0326377;0,197314;-0,00135013;0,0874894;-0,108438;0,0793787;0,119518;0,00118319;-0;0,385292;0,0641298;3,68594;-0,000567773;0,00214751;-0,00195495;0,000471613;-0,00680165;-0,0157147;0,0143117;0,010472;-0,0589196;0,0294958;0,0883002;-1080;1080;-600;1700;-10;10;-10;-0;0;-0;250;-1,2;0,2;177;-1,2;-1;2555;0,07
8,27089;0,878425;0,0087981;-0,732021;215;206;1850;150;-0,0355737;0,191165;-0,0169821;-0,00216977;0,0124794;-0,000381616;-1,74534;-0,051495;-0,0087981;0,00293655;0,00614895;0,0156204;0,00350765;0,00578854;0,0156403;0,00442412;0,00475203;0,0238041;-1,74519;-0,0528002;-0,00844584;0,00350765;0,00578854;0,0156403;-0,0764273;0,413777;1,93256;-0,0326372;0,197314;-0,00136178;0,0874894;-0,108438;0,0793787;0,119518;0,00118319;-0;0,391571;0,0655354;3,65431;-0,000567773;0,00214751;-0,00195495;0,000471613;-0,00680165;-0,0157147;0,0136136;0,0106465;-0,0589196;0,0294958;0,0883002;-1080;1080;-600;1700;-10;10;-10;-0;0;-0;250;-1,2;0,2;177;-1,2;-1;2555;0,07
8,28098;0,878425;0,0087981;-0,732021;215;206;1900;150;-0,0355731;0,191165;-0,0169881;-0,00252863;0,0144079;-0,000552992;-1,74534;-0,051495;-0,0087981;0,00293655;0,00614895;0,0156204;0,00350765;0,00578854;0,0156403;0,00442412;0,00475203;0,0238041;-1,74519;-0,0528002;-0,00844584;0,00350765;0,00578854;0,0156403;-0,0764273;0,413777;1,93256;-0,0326365;0,197314;-0,00136774;0,0874894;-0,108438;0,0793787;0,119518;0,00118319;-0;0,396933;0,0666099;3,65429;-0,000567773;0,00214751;-0,00195495;0,000471613;-0,00680165;-0,0157147;0,0127409;0,010821;-0,0589196;0,0294958;0,0883002;-1080;1080;-600;1700;-10;10;-10;-0;0;-0;250;-1,2;0,2;177;-1,2;-1;2555;0,07
