time 	e1	e2	ctrlpitch	ctrlroll	ctrlthrust	ctrlyaw	edx	edy	edz	cumulx	cumuly	cumulz	x_pred	y_pred	z_pred	dxr_pred	dyr_pred	dzr_pred	dxrT	dyrT	dzrT	dxrUn	dyrUn	dzrUn	x	y	z	dx	dy	dz	ux	uy	uz	dxd	dyd	dzd	Perpx	Tangx	Perpy	Tangy	Perpz	Tanz	ax	ay	az	pitch	roll	yaw	yawd	eyaw	kpvx	kpvy	kpvz	kpyaw	kivx	kivy	kivz	kdvx	kdvy	kdvz	kdyaw	ktg	veld	pitchoff	ke1	ke2	gravity	thr_vel	gps_accuracy	height_accuracy	gps_sat_num	gps_status
6.5401	-5.44133	0	50	-50	1450	0	-0.142157	-0.140682	0	-0.000295543	-0.000292479	0	0	0	-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.205665	-0.0810057	2.82845	-0.142157	-0.140682	0	-0.16515	0.0229932	-0.104261	-0.0364212	0	0	0	0	9.81	0	0	0	0	0	-1080	1080	-500	1700	-10	10	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2555	0.07	0	0	0	0	
6.54798	-5.44133	0	100	-100	1500	0	-0.142157	-0.140682	0	-0.00141631	-0.00140162	0	0	0	-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.129036	-0.167558	2.70047	-0.142157	-0.140682	0	-0.16515	0.0229932	-0.104261	-0.0364212	0	0	0.473277	0	3.67875	0	0	0	0	0	-1080	1080	-500	1700	-10	10	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2555	0.07	0	0	0	0	
6.5579	-5.44133	0	150	-150	1550	0	-0.144051	-0.139936	0	-0.00284457	-0.00278908	0	0	0	-0	0.0018948	-0.000746306	0	0.0018948	-0.000746306	0	0.0018948	-0.000746306	0	0	0	0	0	0	0.0260585	0.0467625	-0.259612	2.57249	-0.142157	-0.140682	0	-0.16515	0.0229932	-0.104261	-0.0364212	0	0	0.473277	0	3.67875	0	0	0	0	0	-1080	1080	-500	1700	-10	10	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2555	0.07	0	0	0	0	
6.56792	-5.4414	0	200	-149	1600	50	-0.145171	-0.138443	0	-0.00429992	-0.00417698	0	1.66652e-05	-6.56394e-06	-0	0.00301289	-0.0022375	0	0.00301289	-0.0022375	0	0.00301289	-0.0022375	0	0	0	0.000229191	0	0	0.0497697	-0.04112	-0.266203	2.4445	-0.142158	-0.140681	0	-0.165151	0.0229925	-0.10426	-0.0364209	0	0	0.473277	0	3.67875	0	0	0	2.76638	0.36647	-1080	1080	-500	1700	-10	10	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2555	0.07	0	0	0	0	
6.57799	-5.44148	0	250	-147	1650	100	-0.145591	-0.136109	0	-0.00576558	-0.00554719	0	4.3658e-05	-2.6627e-05	-0	0.00342879	-0.00456774	0	0.00342879	-0.00456774	0	0.00342879	-0.00456774	0	0	0	0.000675219	0	0	0.0728195	-0.134569	-0.270842	2.31652	-0.142162	-0.140677	0	-0.165153	0.0229914	-0.104256	-0.036421	0	0	0.473277	0	3.67875	0	0	0	2.59393	0.520696	-1080	1080	-500	1700	-10	10	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2555	0.07	0	0	0	0	
6.58796	-5.4415	0	300	-144	1700	150	-0.145231	-0.133701	0	-0.00721295	-0.00687965	0	7.46717e-05	-6.78604e-05	-0	0.00306317	-0.00696956	0	0.00306317	-0.00696956	0	0.00306317	-0.00696956	0	0	0	0.00133322	0	0	0.0949153	-0.233538	-0.273362	2.18853	-0.142168	-0.140671	0	-0.165158	0.0229897	-0.104249	-0.0364218	0	0	0.473277	0	3.67875	0	0	0	2.40395	0.672548	-1080	1080	-500	1700	-10	10	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2555	0.07	0	0	0	0	
6.598	-5.44144	0	332	-141	1750	200	-0.144029	-0.131252	0	-0.00866016	-0.00819847	0	0.000102307	-0.000130672	-0	0.00185262	-0.00941022	0	0.00185262	-0.00941022	0	0.00185262	-0.00941022	0	0	0	0.00218889	0	0	0.115802	-0.302866	-0.275547	2.06055	-0.142177	-0.140662	0	-0.165164	0.0229877	-0.104238	-0.0364237	0	0	0.473277	0	3.67875	0	0	0	2.23504	0.787383	-1080	1080	-500	1700	-10	10	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2555	0.07	0	0	0	0	
6.60796	-5.44124	0	330	-139	1800	250	-0.141937	-0.128789	0	-0.0100727	-0.00948018	0	0.000118812	-0.000215077	-0	-0.000249767	-0.0118626	0	-0.000249767	-0.0118626	0	-0.000249767	-0.0118626	0	0	0	0.00322673	0	0	0.135406	-0.307506	-0.279404	1.93256	-0.142187	-0.140652	0	-0.165172	0.0229856	-0.104225	-0.0364267	0	0	0.473277	0	3.67875	0	0	0	2.07549	0.875322	-1080	1080	-500	1700	-10	10	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2555	0.07	0	0	0	0	
6.61797	-5.44088	0	327	-136	1850	300	-0.139222	-0.12629	0	-0.011467	-0.010745	0	0.000116702	-0.000322179	-0	-0.00297625	-0.01435	0	-0.00297625	-0.01435	0	-0.00297625	-0.01435	0	0	0	0.00445014	0	0	0.154034	-0.309859	-0.280975	1.80458	-0.142198	-0.14064	0	-0.165182	0.0229835	-0.104209	-0.0364313	0	0	0.473277	0	3.67875	0	0	0	1.91832	0.940218	-1080	1080	-500	1700	-10	10	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2555	0.07	0	0	0	0	
6.62795	-5.4403	0	324	-133	1900	350	-0.136468	-0.123765	0	-0.0128284	-0.0119797	0	8.98784e-05	-0.000451194	-0	-0.00574334	-0.0168622	0	-0.00574334	-0.0168622	0	-0.00574334	-0.0168622	0	0	0	0.00583466	0	0	0.1714	-0.311878	-0.282211	1.67659	-0.142211	-0.140627	0	-0.165193	0.0229818	-0.10419	-0.0364375	0	0	0.473277	0	3.67875	0	0	0	1.76742	0.980731	-1080	1080	-500	1700	-10	10	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2555	0.07	0	0	0	0	
