time 	e1	e2	ctrlpitch	ctrlroll	ctrlthrust	ctrlyaw	edx	edy	edz	cumulx	cumuly	cumulz	x_pred	y_pred	z_pred	dxr_pred	dyr_pred	dzr_pred	dxrT	dyrT	dzrT	dxrUn	dyrUn	dzrUn	x	y	z	dx	dy	dz	ux	uy	uz	dxd	dyd	dzd	Perpx	Tangx	Perpy	Tangy	Perpz	Tanz	ax	ay	az	err_sti_x	err_sti_y	err_sti_z	err_sti_dx	err_sti_dy	err_sti_dz	pitch	roll	yaw	yawd	eyaw	kpvx	kpvy	kpvz	kpyaw	kivx	kivy	kivz	kdvx	kdvy	kdvz	kdyaw	ktg	veld	pitchoff	ke1	ke2	gravity	thr_vel
7.32232	0.684637	-0.0883411	-20	50	1450	50	0.182839	0.0656663	-0.0582021	0.00128243	0.000460583	-0.000408229	-1.92249	-0.14379	0.0883411	0.00896694	-0.0134078	0.0363027	0.00710773	-0.0142361	0.0363988	0.00710773	-0.0142361	0.0363988	-1.92484	-0.139094	0.0763328	0.00710773	-0.0142361	0.0363988	0.318795	0.0810057	2.82845	0.191806	0.0522585	-0.0218994	0.0267092	0.166921	0.0952337	-0.0468146	-0.0127625	0	0	0	9.81	-0.00812058	-0.0205106	-0.00409	-0.032265	-0.0764464	0.0115501	-0.042586	0.0181514	-0.021899	0.0746547	0.0964037	-1080	1080	-500	1700	-10	10	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2555	0.07
7.32529	0.684637	-0.0883411	-20	70	1500	100	0.182843	0.0656669	-0.0581686	0.00182675	0.000656074	-0.000581397	-1.92249	-0.14379	0.0883411	0.00896694	-0.0134078	0.0363027	0.00710773	-0.0142361	0.0363988	0.00710773	-0.0142361	0.0363988	-1.92484	-0.139094	0.0763328	0.00710773	-0.0142361	0.0363988	0.318795	0.0810057	2.82845	0.191809	0.0522591	-0.0218659	0.0267092	0.166921	0.0952337	-0.0468146	-0.0127625	0	0.740372	0.112553	3.60891	-0.00812058	-0.0205106	-0.00409	-0.032265	-0.0764464	0.0115501	-0.0424115	0.0181514	-0.021899	0.0746547	0.0964037	-1080	1080	-500	1700	-10	10	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2555	0.07
7.33525	0.684637	-0.0883411	-20	70	1550	150	0.182846	0.0656713	-0.058126	0.00364735	0.00130996	-0.00116016	-1.92249	-0.14379	0.0883411	0.00896694	-0.0134078	0.0363027	0.00710773	-0.0142361	0.0363988	0.00710773	-0.0142361	0.0363988	-1.92484	-0.139094	0.0763328	0.00710773	-0.0142361	0.0363988	0.318795	0.0810057	2.82845	0.191813	0.0522635	-0.0218233	0.0267092	0.166921	0.0952337	-0.0468146	-0.0127625	0	0.739293	0.11147	3.60894	-0.00812058	-0.0205106	-0.00409	-0.032265	-0.0764464	0.0115501	-0.042237	0.0179769	-0.021899	0.0746547	0.0964037	-1080	1080	-500	1700	-10	10	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2555	0.07
7.34229	0.675078	-0.0750532	-38	20	1600	165	0.199832	-0.00276284	0.0143421	0.00505337	0.00129052	-0.00105925	-1.92501	-0.139094	0.0750532	-0.00781634	0.0550294	-0.0342956	-0.00518343	0.0557639	-0.0336012	-0.00518343	0.0662505	-0.0708243	-1.92501	-0.139094	0.0750532	-0.00518343	0.0662505	-0.0708243	0.383825	0.0357566	2.4445	0.192016	0.0522666	-0.0199534	0.0259015	0.167852	0.0944275	-0.0460418	-0.010886	0	0.739289	0.111469	3.60898	-1.92501	-0.139094	0.0750532	-0.00518343	0.0662505	-0.0708243	-0.042237	0.0179769	-0.021899	0.0721308	0.0938913	-1080	1080	-500	1700	-10	10	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2555	0.07
7.34529	0.675078	-0.0750532	-38	-2	1650	165	0.199832	-0.00276284	0.0143421	0.00565307	0.00128223	-0.00101621	-1.92501	-0.139094	0.0750532	-0.00781634	0.0550294	-0.0342956	-0.00518343	0.0557639	-0.0336012	-0.00518343	0.0662505	-0.0708243	-1.92501	-0.139094	0.0750532	-0.00518343	0.0662505	-0.0708243	0.383825	0.0357566	2.4445	0.192016	0.0522666	-0.0199534	0.0259015	0.167852	0.0944275	-0.0460418	-0.010886	0	0.728922	0.109906	3.69593	-1.92501	-0.139094	0.0750532	-0.00518343	0.0662505	-0.0708243	-0.042237	0.0179769	-0.021899	0.0721308	0.0938913	-1080	1080	-500	1700	-10	10	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2555	0.07
7.35528	0.675078	-0.0750532	-38	-2	1700	165	0.199832	-0.00276284	0.0143421	0.00764879	0.00125464	-0.000872971	-1.92501	-0.139094	0.0750532	-0.00781634	0.0550294	-0.0342956	-0.00518343	0.0557639	-0.0336012	-0.00518343	0.0662505	-0.0708243	-1.92501	-0.139094	0.0750532	-0.00518343	0.0662505	-0.0708243	0.383825	0.0357566	2.4445	0.192016	0.0522666	-0.0199534	0.0259015	0.167852	0.0944275	-0.0460418	-0.010886	0	0.728922	0.109906	3.69593	-1.92501	-0.139094	0.0750532	-0.00518343	0.0662505	-0.0708243	-0.042237	0.0179769	-0.021899	0.0721308	0.0938913	-1080	1080	-500	1700	-10	10	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2555	0.07
7.36525	0.675078	-0.0750532	-38	-2	1750	165	0.199835	-0.00276224	0.0143756	0.00964115	0.0012271	-0.000729646	-1.92501	-0.139094	0.0750532	-0.00781634	0.0550294	-0.0342956	-0.00518343	0.0557639	-0.0336012	-0.00518343	0.0662505	-0.0708243	-1.92501	-0.139094	0.0750532	-0.00518343	0.0662505	-0.0708243	0.383825	0.0357566	2.4445	0.192019	0.0522672	-0.0199199	0.0259015	0.167852	0.0944275	-0.0460418	-0.010886	0	0.727862	0.109906	3.69594	-1.92501	-0.139094	0.0750532	-0.00518343	0.0662505	-0.0708243	-0.0420624	0.0179769	-0.021899	0.0721308	0.0938913	-1080	1080	-500	1700	-10	10	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2555	0.07
7.3713	0.662839	-0.0728899	-32	-15	1800	162	0.193785	-0.0145565	-0.000565453	0.0108145	0.00113896	-0.00073307	-1.92502	-0.13404	0.0728899	-0.00155834	0.0661597	-0.0190839	0.000702049	0.0664932	-0.0179413	0.000702049	0.0664932	-0.0179413	-1.92501	-0.136025	0.0736816	-0.000253283	0.0662505	-0.0264173	0.419786	-0.0301698	1.93256	0.192226	0.0516032	-0.0196494	0.0252151	0.168756	0.093215	-0.0456493	-0.0106189	0	0.727857	0.109905	3.69598	-1.92501	-0.136025	0.0736816	-0.000253283	0.0662505	-0.0264173	-0.0420624	0.0179769	-0.0226582	0.0695184	0.0920461	-1080	1080	-500	1700	-10	10	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2555	0.07
7.37531	0.662839	-0.0728899	-32	-15	1850	162	0.193788	-0.0145524	-0.000522902	0.0115914	0.00108062	-0.000735166	-1.92502	-0.13404	0.0728899	-0.00155834	0.0661597	-0.0190839	0.000702049	0.0664932	-0.0179413	0.000702049	0.0664932	-0.0179413	-1.92501	-0.136025	0.0736816	-0.000253283	0.0662505	-0.0264173	0.419786	-0.0301698	1.93256	0.19223	0.0516073	-0.0196068	0.0252151	0.168756	0.093215	-0.0456493	-0.0106189	0	0.728929	0.109157	3.67805	-1.92501	-0.136025	0.0736816	-0.000253283	0.0662505	-0.0264173	-0.0418879	0.0178024	-0.0226582	0.0695184	0.0920461	-1080	1080	-500	1700	-10	10	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2555	0.07
7.38534	0.662839	-0.0728899	-32	-15	1900	162	0.193788	-0.0145524	-0.000522902	0.0135343	0.000934717	-0.000740409	-1.92502	-0.13404	0.0728899	-0.00155834	0.0661597	-0.0190839	0.000702049	0.0664932	-0.0179413	0.000702049	0.0664932	-0.0179413	-1.92501	-0.136025	0.0736816	-0.000253283	0.0662505	-0.0264173	0.419786	-0.0301698	1.93256	0.19223	0.0516073	-0.0196068	0.0252151	0.168756	0.093215	-0.0456493	-0.0106189	0	0.728923	0.109156	3.6781	-1.92501	-0.136025	0.0736816	-0.000253283	0.0662505	-0.0264173	-0.0418879	0.0178024	-0.0226582	0.0695184	0.0920461	-1080	1080	-500	1700	-10	10	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2555	0.07
