time 	e1	e2	ctrlpitch	ctrlroll	ctrlthrust	ctrlyaw	ex	ey	ez	dex	dey	dez	cumulx	cumuly	cumulz	x	y	z	xp	yp	zp	xgoal	ygoal	zgoal	dxr	dyr	dzr	dxd	dyd	dzd	pitch	roll	yaw	kpx	kpy	kpz	kix	kiy	kiz	kdx	kdy	kdz	ktg	dist	step	pitchoff	ke1	ke2	gravity
9.21084	-3.07118	-0.34435	50	50	1450	28	0.561143	0.181692	-0.110031	-0.0735068	0.0785258	-0.209069	0.00102072	0.000330497	-0.000200147	-3.79689	0.0485897	0.491928	-3.79689	0.0485897	0.491928	-3.2248	0.217906	0.42832	0.0735068	-0.0785258	0.209069	0.572089	0.169316	-0.0636078	-0.0670206	0.0467748	-0.0304194	-150	150	-200	-15	15	-15	-600	600	-600	1	0.6	0	177	-1	-0.7	2551	
9.21784	-3.07118	-0.34435	100	74	1500	28	0.561178	0.181701	-0.109836	-0.0734351	0.0785246	-0.209095	0.0039333	0.00127354	-0.000769838	-3.79689	0.0485897	0.491928	-3.79689	0.0485897	0.491928	-3.2248	0.217906	0.42832	0.0734351	-0.0785246	0.209095	0.572089	0.169316	-0.0636078	-0.0666716	0.0467748	-0.0304194	-150	150	-200	-15	15	-15	-600	600	-600	1	0.6	0	177	-1	-0.7	2551	
9.22788	-3.07118	-0.34435	136	74	1550	28	0.561178	0.18172	-0.109804	-0.0734351	0.0785611	-0.209081	0.00563311	0.00182411	-0.00110221	-3.79689	0.0485897	0.491928	-3.79689	0.0485897	0.491928	-3.2248	0.217906	0.42832	0.0734351	-0.0785611	0.209081	0.572089	0.169316	-0.0636078	-0.0666716	0.0466003	-0.0304194	-150	150	-200	-15	15	-15	-600	600	-600	1	0.6	0	177	-1	-0.7	2551	
9.23787	-3.07118	-0.34435	136	74	1600	28	0.561213	0.181767	-0.109545	-0.0733635	0.0786329	-0.209079	0.00560316	0.00181477	-0.0010937	-3.79689	0.0485897	0.491928	-3.79689	0.0485897	0.491928	-3.2248	0.217906	0.42832	0.0733635	-0.0786329	0.209079	0.572089	0.169316	-0.0636078	-0.0663225	0.0462512	-0.0304194	-150	150	-200	-15	15	-15	-600	600	-600	1	0.6	0	177	-1	-0.7	2551	
9.24167	-3.06444	-0.352787	138	30	1650	43	0.560786	0.182078	-0.111205	-0.0758831	0.00548912	-0.275756	0.00213547	0.000693351	-0.000423467	-3.79501	0.0487697	0.503982	-3.79501	0.0487697	0.503982	-3.22318	0.218331	0.438706	0.0758831	-0.00548912	0.275756	0.571829	0.169561	-0.0652761	-0.0663225	0.0462512	-0.0306831	-150	150	-200	-15	15	-15	-600	600	-600	1	0.6	0	177	-1	-0.7	2551	
9.24787	-3.06444	-0.352787	138	30	1700	43	0.560822	0.182087	-0.111009	-0.0757871	0.0054879	-0.275782	0.00347373	0.00112784	-0.000687589	-3.79501	0.0487697	0.503982	-3.79501	0.0487697	0.503982	-3.22318	0.218331	0.438706	0.0757871	-0.0054879	0.275782	0.571829	0.169561	-0.0652761	-0.0659734	0.0462512	-0.0306831	-150	150	-200	-15	15	-15	-600	600	-600	1	0.6	0	177	-1	-0.7	2551	
9.25785	-3.06444	-0.352787	138	30	1750	43	0.56084	0.182111	-0.110879	-0.075739	0.00553542	-0.275794	0.00559999	0.00181837	-0.00110713	-3.79501	0.0487697	0.503982	-3.79501	0.0487697	0.503982	-3.22318	0.218331	0.438706	0.075739	-0.00553542	0.275794	0.571829	0.169561	-0.0652761	-0.0657989	0.0460767	-0.0306831	-150	150	-200	-15	15	-15	-600	600	-600	1	0.6	0	177	-1	-0.7	2551	
9.26787	-3.06444	-0.352787	138	30	1800	43	0.560858	0.182134	-0.11075	-0.075691	0.00558295	-0.275806	0.00561531	0.00182353	-0.00110883	-3.79501	0.0487697	0.503982	-3.79501	0.0487697	0.503982	-3.22318	0.218331	0.438706	0.075691	-0.00558295	0.275806	0.571829	0.169561	-0.0652761	-0.0656244	0.0459022	-0.0306831	-150	150	-200	-15	15	-15	-600	600	-600	1	0.6	0	177	-1	-0.7	2551	
9.27213	-3.06589	-0.352787	123	23	1850	27	0.561727	0.179493	-0.110658	-0.0512143	-0.0052958	-0.206692	0.00239352	0.000764819	-0.000471514	-3.79501	0.061822	0.503982	-3.79501	0.061822	0.503982	-3.22194	0.227146	0.438733	0.0512143	0.0052958	0.206692	0.573071	0.165324	-0.0652486	-0.0656244	0.0459022	-0.033422	-150	150	-200	-15	15	-15	-600	600	-600	1	0.6	0	177	-1	-0.7	2551	
9.27791	-3.06589	-0.352787	123	23	1900	27	0.561727	0.179493	-0.110658	-0.0512143	-0.0052958	-0.206692	0.00324903	0.00103819	-0.000640047	-3.79501	0.061822	0.503982	-3.79501	0.061822	0.503982	-3.22194	0.227146	0.438733	0.0512143	0.0052958	0.206692	0.573071	0.165324	-0.0652486	-0.0656244	0.0459022	-0.033422	-150	150	-200	-15	15	-15	-600	600	-600	1	0.6	0	177	-1	-0.7	2551	
