time 	e1	e2	ctrlpitch	ctrlroll	ctrlthrust	ctrlyaw	edx	edy	edz	cumulx	cumuly	cumulz	x	y	z	dxr	dyr	dzr	dxrT	dyrT	dzrT	dxr3	dyr3	dzr3	dxr4	dyr4	dzr4	dxr5	dyr5	dzr5	dxd	dyd	dzd	pitch	roll	yaw	yawd	eyaw	kpvx	kpvy	kpvz	kivx	kivy	kivz	kdvx	kdvy	kdvz	ktg	veld	pitchoff	ke1	ke2	gravity
20.5026	-3.35968	-0.313629	-99	-261	2598	-183	0.371658	-0.368985	-0.379108	1.68058	-0.34182	-0.687171	-3.56807	0.829972	0.313629	-0.189143	0.289504	0.359849	-0.474101	0.0882304	0.0270406	-0.211068	0.32634	0	-118.525	10.1426	0	177.655	-14.566	0	0.182516	-0.0794804	-0.019259	0.0225147	-0.0598648	-0.105625	-0.228547	-0.122612	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
20.5126	-3.35968	-0.313629	-100	-261	2648	-183	0.371658	-0.368985	-0.379108	1.68429	-0.345503	-0.690955	-3.56807	0.829972	0.313629	-0.189143	0.289504	0.359849	-0.474101	0.0882304	0.0270406	-0.211068	0.32634	0	-118.525	10.1426	0	177.655	-14.566	0	0.182516	-0.0794804	-0.019259	0.0225147	-0.0600393	-0.105625	-0.228547	-0.122612	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
20.5226	-3.35968	-0.313629	-100	-261	2698	-183	0.371658	-0.368985	-0.379108	1.68801	-0.349188	-0.694741	-3.56807	0.829972	0.313629	-0.189143	0.289504	0.359849	-0.474101	0.0882304	0.0270406	-0.211068	0.32634	0	-118.525	10.1426	0	177.655	-14.566	0	0.182516	-0.0794804	-0.019259	0.0225147	-0.0602139	-0.105625	-0.228547	-0.122612	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
20.5326	-3.35968	-0.313629	-100	-261	2748	-183	0.371658	-0.368985	-0.379108	1.69171	-0.352869	-0.698523	-3.56807	0.829972	0.313629	-0.189143	0.289504	0.359849	-0.474101	0.0882304	0.0270406	-0.211068	0.32634	0	-118.525	10.1426	0	177.655	-14.566	0	0.182516	-0.0794804	-0.019259	0.0218166	-0.0607375	-0.105625	-0.228547	-0.122612	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
20.5342	-3.40135	-0.311727	-150	-211	2698	-182	0.546516	-0.136813	0.135533	1.69263	-0.353097	-0.698297	-3.5813	0.829972	0.311727	-0.363737	0.057894	-0.154597	-0.464101	0.0782304	0.0170406	-0.331728	0.0825294	0	-78.5498	11.788	0	124.01	-17.2312	0	0.182779	-0.0789194	-0.0190635	0.0218166	-0.0607375	-0.105625	-0.227731	-0.121803	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
20.5426	-3.40135	-0.311727	-200	-161	2648	-182	0.546516	-0.136813	0.135533	1.6972	-0.354241	-0.697163	-3.5813	0.829972	0.311727	-0.363737	0.057894	-0.154597	-0.464101	0.0782304	0.0170406	-0.331728	0.0825294	0	-78.5498	11.788	0	124.01	-17.2312	0	0.182779	-0.0789194	-0.0190635	0.0214675	-0.060912	-0.105625	-0.227731	-0.121803	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
20.5526	-3.40135	-0.311727	-222	-111	2598	-182	0.546516	-0.136813	0.135533	1.70265	-0.355607	-0.69581	-3.5813	0.829972	0.311727	-0.363737	0.057894	-0.154597	-0.464101	0.0782304	0.0170406	-0.331728	0.0825294	0	-78.5498	11.788	0	124.01	-17.2312	0	0.182779	-0.0789194	-0.0190635	0.0200713	-0.0619592	-0.105625	-0.227731	-0.121803	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
20.5626	-3.40135	-0.311727	-222	-99	2548	-182	0.546516	-0.136813	0.135533	1.70812	-0.356976	-0.694454	-3.5813	0.829972	0.311727	-0.363737	0.057894	-0.154597	-0.464101	0.0782304	0.0170406	-0.331728	0.0825294	0	-78.5498	11.788	0	124.01	-17.2312	0	0.182779	-0.0789194	-0.0190635	0.0188496	-0.0631809	-0.105625	-0.227731	-0.121803	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
20.5633	-3.47856	-0.3163	-272	-149	2598	-170	0.828771	-0.364659	-0.176598	1.70873	-0.357246	-0.694585	-3.62064	0.806018	0.3163	-0.644446	0.289504	0.157205	-0.474101	0.0882304	0.0270406	-0.752064	0.038215	0	-655.356	57.3328	0	416.563	-36.1585	0	0.184325	-0.0751546	-0.0193936	0.0188496	-0.0631809	-0.105376	-0.219045	-0.113425	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
20.5726	-3.47856	-0.3163	-322	-199	2648	-170	0.828771	-0.364659	-0.176598	1.71639	-0.360613	-0.696216	-3.62064	0.806018	0.3163	-0.644446	0.289504	0.157205	-0.474101	0.0882304	0.0270406	-0.752064	0.038215	0	-655.356	57.3328	0	416.563	-36.1585	0	0.184325	-0.0751546	-0.0193936	0.0181514	-0.0645772	-0.105376	-0.219045	-0.113425	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
20.5826	-3.47856	-0.3163	-372	-249	2655	-170	0.828771	-0.364659	-0.176598	1.72469	-0.364268	-0.697985	-3.62064	0.806018	0.3163	-0.644446	0.289504	0.157205	-0.474101	0.0882304	0.0270406	-0.752064	0.038215	0	-655.356	57.3328	0	416.563	-36.1585	0	0.184325	-0.0751546	-0.0193936	0.0178024	-0.0651008	-0.105376	-0.219045	-0.113425	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
20.5926	-3.47856	-0.3163	-420	-258	2655	-170	0.828771	-0.364659	-0.176598	1.733	-0.367925	-0.699756	-3.62064	0.806018	0.3163	-0.644446	0.289504	0.157205	-0.474101	0.0882304	0.0270406	-0.752064	0.038215	0	-655.356	57.3328	0	416.563	-36.1585	0	0.184325	-0.0751546	-0.0193936	0.0176278	-0.0659734	-0.105376	-0.219045	-0.113425	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
20.5955	-3.53968	-0.311727	-420	-208	2605	-168	0.829104	-0.219784	0.273288	1.73543	-0.368569	-0.698955	-3.63939	0.806018	0.311727	-0.644446	0.145405	-0.292498	-0.484101	0.0982304	0.0170406	-0.00281694	0	0	-476.872	41.475	0	177.295	-15.6951	0	0.184658	-0.074379	-0.0192102	0.0176278	-0.0659734	-0.105376	-0.217952	-0.112339	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
20.6026	-3.53968	-0.311727	-420	-158	2555	-168	0.829104	-0.219784	0.273288	1.74131	-0.370127	-0.697018	-3.63939	0.806018	0.311727	-0.644446	0.145405	-0.292498	-0.484101	0.0982304	0.0170406	-0.00281694	0	0	-476.872	41.475	0	177.295	-15.6951	0	0.184658	-0.074379	-0.0192102	0.0176278	-0.0666716	-0.105376	-0.217952	-0.112339	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
20.6127	-3.53968	-0.311727	-420	-157	2505	-168	0.829104	-0.219784	0.273288	1.74963	-0.372332	-0.694277	-3.63939	0.806018	0.311727	-0.644446	0.145405	-0.292498	-0.484101	0.0982304	0.0170406	-0.00281694	0	0	-476.872	41.475	0	177.295	-15.6951	0	0.184658	-0.074379	-0.0192102	0.0178024	-0.0666716	-0.105376	-0.217952	-0.112339	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
20.6227	-3.53968	-0.311727	-420	-157	2455	-168	0.829104	-0.219784	0.273288	1.75794	-0.374536	-0.691536	-3.63939	0.806018	0.311727	-0.644446	0.145405	-0.292498	-0.484101	0.0982304	0.0170406	-0.00281694	0	0	-476.872	41.475	0	177.295	-15.6951	0	0.184658	-0.074379	-0.0192102	0.0179769	-0.066497	-0.105376	-0.217952	-0.112339	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
20.6326	-3.53968	-0.311727	-421	-157	2430	-168	0.829104	-0.219784	0.273288	1.76615	-0.376711	-0.688831	-3.63939	0.806018	0.311727	-0.644446	0.145405	-0.292498	-0.484101	0.0982304	0.0170406	-0.00281694	0	0	-476.872	41.475	0	177.295	-15.6951	0	0.184658	-0.074379	-0.0192102	0.0181514	-0.0656244	-0.105376	-0.217952	-0.112339	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
20.6387	-3.56142	-0.301177	-371	-187	2480	-163	0.358678	-0.262825	-0.104599	1.76835	-0.378323	-0.689473	-3.64314	0.810703	0.301177	-0.17374	0.188927	0.0862415	-0.474101	0.10823	0.0270406	-0.562618	-0.378316	0	-121.648	10.3203	0	180.501	-15.8198	0	0.184938	-0.073898	-0.0183579	0.0181514	-0.0656244	-0.109828	-0.218961	-0.108917	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
20.6426	-3.56142	-0.301177	-321	-187	2530	-163	0.358678	-0.262825	-0.104599	1.76974	-0.379339	-0.689877	-3.64314	0.810703	0.301177	-0.17374	0.188927	0.0862415	-0.474101	0.10823	0.0270406	-0.562618	-0.378316	0	-121.648	10.3203	0	180.501	-15.8198	0	0.184938	-0.073898	-0.0183579	0.0181514	-0.0642281	-0.109828	-0.218961	-0.108917	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
20.6526	-3.56142	-0.301177	-271	-187	2580	-163	0.358678	-0.262825	-0.104599	1.77332	-0.381968	-0.690923	-3.64314	0.810703	0.301177	-0.17374	0.188927	0.0862415	-0.474101	0.10823	0.0270406	-0.562618	-0.378316	0	-121.648	10.3203	0	180.501	-15.8198	0	0.184938	-0.073898	-0.0183579	0.0179769	-0.06353	-0.109828	-0.218961	-0.108917	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
20.6626	-3.56142	-0.301177	-221	-187	2619	-163	0.358678	-0.262825	-0.104599	1.7769	-0.384588	-0.691966	-3.64314	0.810703	0.301177	-0.17374	0.188927	0.0862415	-0.474101	0.10823	0.0270406	-0.562618	-0.378316	0	-121.648	10.3203	0	180.501	-15.8198	0	0.184938	-0.073898	-0.0183579	0.0174533	-0.0614356	-0.109828	-0.218961	-0.108917	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
20.6649	-3.60268	-0.297453	-171	-187	2569	-160	0.358819	-0.262619	0.195976	1.77772	-0.385192	-0.691515	-3.65064	0.818861	0.297453	-0.17374	0.188927	-0.213738	-0.464101	0.11823	0.0170406	-0.375195	-0.476293	0	-121.601	10.2641	0	181.728	-16.0648	0	0.185078	-0.073692	-0.0177616	0.0174533	-0.0614356	-0.113712	-0.220654	-0.106738	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
20.6726	-3.60268	-0.297453	-121	-187	2519	-160	0.358819	-0.262619	0.195976	1.78049	-0.387217	-0.690003	-3.65064	0.818861	0.297453	-0.17374	0.188927	-0.213738	-0.464101	0.11823	0.0170406	-0.375195	-0.476293	0	-121.601	10.2641	0	181.728	-16.0648	0	0.185078	-0.073692	-0.0177616	0.0172788	-0.0595157	-0.113712	-0.220654	-0.106738	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
20.6826	-3.60268	-0.297453	-92	-187	2469	-160	0.358819	-0.262619	0.195976	1.7841	-0.38986	-0.688031	-3.65064	0.818861	0.297453	-0.17374	0.188927	-0.213738	-0.464101	0.11823	0.0170406	-0.375195	-0.476293	0	-121.601	10.2641	0	181.728	-16.0648	0	0.185078	-0.073692	-0.0177616	0.0172788	-0.0570723	-0.113712	-0.220654	-0.106738	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
20.6927	-3.60268	-0.297453	-92	-187	2468	-160	0.358819	-0.262619	0.195976	1.78772	-0.39251	-0.686054	-3.65064	0.818861	0.297453	-0.17374	0.188927	-0.213738	-0.464101	0.11823	0.0170406	-0.375195	-0.476293	0	-121.601	10.2641	0	181.728	-16.0648	0	0.185078	-0.073692	-0.0177616	0.0172788	-0.0551524	-0.113712	-0.220654	-0.106738	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
20.7025	-3.60268	-0.297453	-92	-187	2468	-160	0.358819	-0.262619	0.195976	1.79125	-0.39509	-0.684128	-3.65064	0.818861	0.297453	-0.17374	0.188927	-0.213738	-0.464101	0.11823	0.0170406	-0.375195	-0.476293	0	-121.601	10.2641	0	181.728	-16.0648	0	0.185078	-0.073692	-0.0177616	0.0174533	-0.0544543	-0.113712	-0.220654	-0.106738	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
20.7032	-3.62291	-0.301177	-134	-187	2518	-156	0.419445	-0.262092	-0.103561	1.79151	-0.395255	-0.684193	-3.65675	0.818861	0.301177	-0.234116	0.188927	0.0862415	-0.454101	0.12823	0.0270406	-0.340488	0	0	-82.7581	11.926	0	130.544	-17.9535	0	0.185329	-0.0731651	-0.0173195	0.0174533	-0.0544543	-0.115834	-0.220297	-0.104273	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
20.7126	-3.62291	-0.301177	-134	-187	2568	-156	0.419445	-0.262092	-0.103561	1.79546	-0.397719	-0.685167	-3.65675	0.818861	0.301177	-0.234116	0.188927	0.0862415	-0.454101	0.12823	0.0270406	-0.340488	0	0	-82.7581	11.926	0	130.544	-17.9535	0	0.185329	-0.0731651	-0.0173195	0.0178024	-0.0532325	-0.115834	-0.220297	-0.104273	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
20.7226	-3.62291	-0.301177	-134	-187	2618	-156	0.419445	-0.262092	-0.103561	1.79964	-0.400336	-0.686201	-3.65675	0.818861	0.301177	-0.234116	0.188927	0.0862415	-0.454101	0.12823	0.0270406	-0.340488	0	0	-82.7581	11.926	0	130.544	-17.9535	0	0.185329	-0.0731651	-0.0173195	0.018326	-0.0527089	-0.115834	-0.220297	-0.104273	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
20.7301	-3.72797	-0.305823	-134	-237	2568	-151	0.419952	-0.512775	0.196996	1.80282	-0.404217	-0.68471	-3.68509	0.823943	0.305823	-0.234116	0.440771	-0.213738	-0.444101	0.13823	0.0170406	-0.574068	0.139484	0	-671.112	55.0088	0	426.304	-35.0667	0	0.185836	-0.0720046	-0.0167422	0.018326	-0.0527089	-0.118632	-0.219971	-0.101165	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
20.7327	-3.72797	-0.305823	-135	-287	2518	-151	0.419952	-0.512775	0.196996	1.80389	-0.405516	-0.684211	-3.68509	0.823943	0.305823	-0.234116	0.440771	-0.213738	-0.444101	0.13823	0.0170406	-0.574068	0.139484	0	-671.112	55.0088	0	426.304	-35.0667	0	0.185836	-0.0720046	-0.0167422	0.0185005	-0.0525344	-0.118632	-0.219971	-0.101165	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
20.7426	-3.72797	-0.305823	-135	-337	2468	-151	0.419952	-0.512775	0.196996	1.80806	-0.410615	-0.682252	-3.68509	0.823943	0.305823	-0.234116	0.440771	-0.213738	-0.444101	0.13823	0.0170406	-0.574068	0.139484	0	-671.112	55.0088	0	426.304	-35.0667	0	0.185836	-0.0720046	-0.0167422	0.0188496	-0.0525344	-0.118632	-0.219971	-0.101165	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
20.7526	-3.72797	-0.305823	-135	-363	2468	-151	0.419952	-0.512775	0.196996	1.81227	-0.415755	-0.680278	-3.68509	0.823943	0.305823	-0.234116	0.440771	-0.213738	-0.444101	0.13823	0.0170406	-0.574068	0.139484	0	-671.112	55.0088	0	426.304	-35.0667	0	0.185836	-0.0720046	-0.0167422	0.0190241	-0.0528835	-0.118632	-0.219971	-0.101165	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
20.7626	-3.72797	-0.305823	-135	-363	2468	-151	0.419952	-0.512775	0.196996	1.81645	-0.420855	-0.678318	-3.68509	0.823943	0.305823	-0.234116	0.440771	-0.213738	-0.444101	0.13823	0.0170406	-0.574068	0.139484	0	-671.112	55.0088	0	426.304	-35.0667	0	0.185836	-0.0720046	-0.0167422	0.0191986	-0.0532325	-0.118632	-0.219971	-0.101165	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
20.7699	-3.73533	-0.307259	-85	-313	2518	-141	0.340784	0.0114959	-0.0526477	1.81895	-0.420771	-0.678705	-3.68925	0.820678	0.307259	-0.154366	-0.0820212	0.0360753	-0.434101	0.12823	0.0270406	-0.00156196	0.000292375	0	-490.656	40.4144	0	183.262	-14.84	0	0.186418	-0.0705253	-0.0165724	0.0191986	-0.0532325	-0.124183	-0.218887	-0.0945629	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
20.7726	-3.73533	-0.307259	-79	-263	2568	-141	0.340784	0.0114959	-0.0526477	1.81985	-0.42074	-0.678844	-3.68925	0.820678	0.307259	-0.154366	-0.0820212	0.0360753	-0.434101	0.12823	0.0270406	-0.00156196	0.000292375	0	-490.656	40.4144	0	183.262	-14.84	0	0.186418	-0.0705253	-0.0165724	0.0193732	-0.0534071	-0.124183	-0.218887	-0.0945629	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
20.7826	-3.73533	-0.307259	-79	-213	2593	-141	0.340784	0.0114959	-0.0526477	1.82327	-0.420625	-0.679372	-3.68925	0.820678	0.307259	-0.154366	-0.0820212	0.0360753	-0.434101	0.12823	0.0270406	-0.00156196	0.000292375	0	-490.656	40.4144	0	183.262	-14.84	0	0.186418	-0.0705253	-0.0165724	0.0195477	-0.0539307	-0.124183	-0.218887	-0.0945629	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
20.7926	-3.73533	-0.307259	-79	-163	2593	-141	0.340784	0.0114959	-0.0526477	1.82668	-0.42051	-0.679899	-3.68925	0.820678	0.307259	-0.154366	-0.0820212	0.0360753	-0.434101	0.12823	0.0270406	-0.00156196	0.000292375	0	-490.656	40.4144	0	183.262	-14.84	0	0.186418	-0.0705253	-0.0165724	0.0198968	-0.0542797	-0.124183	-0.218887	-0.0945629	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
20.7969	-3.76057	-0.305823	-69	-134	2543	-138	0.326614	-0.185708	0.21421	1.82809	-0.421312	-0.678974	-3.69482	0.823798	0.305823	-0.140002	0.115635	-0.230514	-0.424101	0.11823	0.0170406	-0.324092	0	0	-122.245	10.0934	0	182.152	-15.0166	0	0.186612	-0.0700731	-0.0163039	0.0198968	-0.0542797	-0.126894	-0.219372	-0.0923462	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
20.8026	-3.76057	-0.305823	-69	-134	2493	-138	0.326614	-0.185708	0.21421	1.82995	-0.422371	-0.677753	-3.69482	0.823798	0.305823	-0.140002	0.115635	-0.230514	-0.424101	0.11823	0.0170406	-0.324092	0	0	-122.245	10.0934	0	182.152	-15.0166	0	0.186612	-0.0700731	-0.0163039	0.0200713	-0.0542797	-0.126894	-0.219372	-0.0923462	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
20.8127	-3.76057	-0.305823	-69	-134	2459	-138	0.326614	-0.185708	0.21421	1.83323	-0.424232	-0.675606	-3.69482	0.823798	0.305823	-0.140002	0.115635	-0.230514	-0.424101	0.11823	0.0170406	-0.324092	0	0	-122.245	10.0934	0	182.152	-15.0166	0	0.186612	-0.0700731	-0.0163039	0.0202458	-0.0544543	-0.126894	-0.219372	-0.0923462	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
20.8226	-3.76057	-0.305823	-69	-134	2459	-138	0.326614	-0.185708	0.21421	1.83647	-0.426076	-0.673479	-3.69482	0.823798	0.305823	-0.140002	0.115635	-0.230514	-0.424101	0.11823	0.0170406	-0.324092	0	0	-122.245	10.0934	0	182.152	-15.0166	0	0.186612	-0.0700731	-0.0163039	0.0205949	-0.0546288	-0.126894	-0.219372	-0.0923462	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
20.8326	-3.76057	-0.305823	-70	-134	2459	-138	0.326614	-0.185708	0.21421	1.83973	-0.427931	-0.671339	-3.69482	0.823798	0.305823	-0.140002	0.115635	-0.230514	-0.424101	0.11823	0.0170406	-0.324092	0	0	-122.245	10.0934	0	182.152	-15.0166	0	0.186612	-0.0700731	-0.0163039	0.021293	-0.0546288	-0.126894	-0.219372	-0.0923462	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
20.8352	-3.76579	-0.307259	-70	-92	2509	-132	0.326925	-0.125525	-0.0521474	1.84058	-0.428256	-0.671474	-3.69636	0.823798	0.307259	-0.140002	0.0562322	0.0360753	-0.414101	0.10823	0.0270406	-0.177945	0	0	-123.16	10.2293	0	184.6	-15.3348	0	0.186923	-0.0692932	-0.0160721	0.021293	-0.0546288	-0.130779	-0.219284	-0.0883897	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
20.8426	-3.76579	-0.307259	-70	-92	2559	-132	0.326925	-0.125525	-0.0521474	1.84301	-0.42919	-0.671862	-3.69636	0.823798	0.307259	-0.140002	0.0562322	0.0360753	-0.414101	0.10823	0.0270406	-0.177945	0	0	-123.16	10.2293	0	184.6	-15.3348	0	0.186923	-0.0692932	-0.0160721	0.0219911	-0.0546288	-0.130779	-0.219284	-0.0883897	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
20.8526	-3.76579	-0.307259	-70	-92	2592	-132	0.326925	-0.125525	-0.0521474	1.84627	-0.430442	-0.672382	-3.69636	0.823798	0.307259	-0.140002	0.0562322	0.0360753	-0.414101	0.10823	0.0270406	-0.177945	0	0	-123.16	10.2293	0	184.6	-15.3348	0	0.186923	-0.0692932	-0.0160721	0.0223402	-0.0544543	-0.130779	-0.219284	-0.0883897	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
20.8627	-3.76579	-0.307259	-70	-92	2592	-132	0.326925	-0.125525	-0.0521474	1.84957	-0.431707	-0.672908	-3.69636	0.823798	0.307259	-0.140002	0.0562322	0.0360753	-0.414101	0.10823	0.0270406	-0.177945	0	0	-123.16	10.2293	0	184.6	-15.3348	0	0.186923	-0.0692932	-0.0160721	0.0233874	-0.0544543	-0.130779	-0.219284	-0.0883897	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
20.863	-3.82681	-0.3112	-120	-132	2596	-121	0.496519	-0.183218	-0.060084	1.84972	-0.431765	-0.672926	-3.71296	0.825946	0.3112	-0.308923	0.115635	0.0445777	-0.404101	0.115635	0.0370406	-0.603186	0.178752	0	-81.5128	11.2175	0	128.33	-16.5424	0	0.187595	-0.0675834	-0.0155064	0.0233874	-0.0544543	-0.137563	-0.218885	-0.0812326	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
20.8726	-3.82681	-0.3112	-170	-132	2596	-121	0.496519	-0.183218	-0.060084	1.85448	-0.433521	-0.673502	-3.71296	0.825946	0.3112	-0.308923	0.115635	0.0445777	-0.404101	0.115635	0.0370406	-0.603186	0.178752	0	-81.5128	11.2175	0	128.33	-16.5424	0	0.187595	-0.0675834	-0.0155064	0.0240855	-0.0542797	-0.137563	-0.218885	-0.0812326	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
20.8826	-3.82681	-0.3112	-189	-132	2596	-121	0.496519	-0.183218	-0.060084	1.85949	-0.43537	-0.674109	-3.71296	0.825946	0.3112	-0.308923	0.115635	0.0445777	-0.404101	0.115635	0.0370406	-0.603186	0.178752	0	-81.5128	11.2175	0	128.33	-16.5424	0	0.187595	-0.0675834	-0.0155064	0.0249582	-0.0544543	-0.137563	-0.218885	-0.0812326	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
20.8926	-3.82681	-0.3112	-189	-132	2596	-121	0.496519	-0.183218	-0.060084	1.86444	-0.437196	-0.674708	-3.71296	0.825946	0.3112	-0.308923	0.115635	0.0445777	-0.404101	0.115635	0.0370406	-0.603186	0.178752	0	-81.5128	11.2175	0	128.33	-16.5424	0	0.187595	-0.0675834	-0.0155064	0.0251327	-0.0546288	-0.137563	-0.218885	-0.0812326	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
20.8965	-3.8947	-0.3112	-211	-90	2596	-112	0.528127	-0.123187	-0.0594471	1.86647	-0.43767	-0.674936	-3.72157	0.844456	0.3112	-0.340255	0.0562322	0.0445777	-0.394101	0.105635	0.0445777	-0.419959	0.0656468	0	-681.001	56.7455	0	433.439	-36.0929	0	0.187872	-0.066955	-0.0148694	0.0251327	-0.0546288	-0.147726	-0.22313	-0.0753332	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
20.9026	-3.8947	-0.3112	-211	-90	2596	-112	0.528127	-0.123187	-0.0594471	1.86972	-0.438427	-0.675302	-3.72157	0.844456	0.3112	-0.340255	0.0562322	0.0445777	-0.394101	0.105635	0.0445777	-0.419959	0.0656468	0	-681.001	56.7455	0	433.439	-36.0929	0	0.187872	-0.066955	-0.0148694	0.0254818	-0.0549779	-0.147726	-0.22313	-0.0753332	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
20.9126	-3.8947	-0.3112	-211	-90	2596	-112	0.528127	-0.123187	-0.0594471	1.87502	-0.439664	-0.675898	-3.72157	0.844456	0.3112	-0.340255	0.0562322	0.0445777	-0.394101	0.105635	0.0445777	-0.419959	0.0656468	0	-681.001	56.7455	0	433.439	-36.0929	0	0.187872	-0.066955	-0.0148694	0.0258309	-0.0553269	-0.147726	-0.22313	-0.0753332	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
20.9226	-3.8947	-0.3112	-211	-90	2596	-112	0.528127	-0.123187	-0.0594471	1.88028	-0.440889	-0.67649	-3.72157	0.844456	0.3112	-0.340255	0.0562322	0.0445777	-0.394101	0.105635	0.0445777	-0.419959	0.0656468	0	-681.001	56.7455	0	433.439	-36.0929	0	0.187872	-0.066955	-0.0148694	0.0260054	-0.0555015	-0.147726	-0.22313	-0.0753332	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
20.9326	-3.8947	-0.3112	-211	-90	2596	-112	0.528127	-0.123187	-0.0594471	1.88555	-0.44212	-0.677084	-3.72157	0.844456	0.3112	-0.340255	0.0562322	0.0445777	-0.394101	0.105635	0.0445777	-0.419959	0.0656468	0	-681.001	56.7455	0	433.439	-36.0929	0	0.187872	-0.066955	-0.0148694	0.026529	-0.0561996	-0.147726	-0.22313	-0.0753332	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
