time 	e1	e2	ctrlpitch	ctrlroll	ctrlthrust	ctrlyaw	edx	edy	edz	cumulx	cumuly	cumulz	x	y	z	dxr	dyr	dzr	dxrT	dyrT	dzrT	dxrUn	dyrUn	dzrUn	dxd	dyd	dzd	Perpx	Tangx	Perpy	Tangy	Perpz	Tanz	kpvxMod	kpvyMod	ax	ay	az	pitch	roll	yaw	yawd	eyaw	kpvx	kpvy	kpvz	kpyaw	kivx	kivy	kivz	kdvx	kdvy	kdvz	kdyaw	ktg	veld	pitchoff	ke1	ke2	gravity	thr_vel
8.04901	0.982118	-0.0895877	50	50	1450	50	0.148597	0.123283	-0.0184855	0.00100957	0.000837583	-0.00012559	-2.29677	-0.251016	0.0895877	-0.00806368	0.0175367	-0.00201439	-0.00206944	0.0172666	-0.00211679	-0.00206944	0.0172666	-0.00211679	0.140533	0.14082	-0.0204999	-0.0175239	0.153024	0.12524	0.0214116	-0.0115355	-0	-126.307	104.79	-0.65727	0.01962	-9.45684	-0.0644026	-0.000872665	0.04222	0.108858	0.0665892	-850	850	-500	1700	-20	20	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2550	0.07
8.05226	0.982118	-0.0895877	46	100	1500	100	0.153192	0.123146	-0.0185346	0.00150775	0.00123805	-0.000185865	-2.29677	-0.251016	0.0895877	-0.0126625	0.01767	-0.00201439	-0.00206944	0.0172666	-0.00211679	-0.00206944	0.0172666	-0.00211679	0.14053	0.140816	-0.020549	-0.0175239	0.153024	0.12524	0.0214116	-0.0115355	-0	-130.213	104.674	-0.67689	0.01962	-9.45684	-0.0645772	-0.000698132	0.04222	0.108858	0.0665892	-850	850	-500	1700	-20	20	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2550	0.07
8.06218	0.982118	-0.0895877	44	104	1550	113	0.15539	0.123079	-0.0185837	0.00304906	0.00245887	-0.000370196	-2.29677	-0.251016	0.0895877	-0.0148637	0.0177338	-0.00201439	-0.00206944	0.0172666	-0.00211679	-0.00206944	0.0172666	-0.00211679	0.140526	0.140812	-0.0205981	-0.0175239	0.153024	0.12524	0.0214116	-0.0115355	-0	-132.081	104.617	-0.67689	0.01962	-9.47646	-0.0647517	-0.000523599	0.04222	0.108858	0.0665892	-850	850	-500	1700	-20	20	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2550	0.07
8.07023	0.981268	-0.0905866	58	100	1600	113	0.139593	0.118714	-0.0561792	0.00417209	0.00341393	-0.000822158	-2.29677	-0.250504	0.0905866	0.00101787	0.0219927	0.0354431	-0.00220482	0.0219377	0.0354232	-0.00220482	0.0219377	0.0354232	0.140611	0.140707	-0.0207361	-0.017479	0.153077	0.125175	0.0213752	-0.0116678	-0	-118.654	100.907	0	0	0	-0.0647517	-0.000523599	0.04222	0.108639	0.0663697	-850	850	-500	1700	-20	20	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2550	0.07
8.07226	0.981268	-0.0905866	53	100	1650	113	0.145039	0.118711	-0.0562038	0.00446623	0.00365467	-0.00093614	-2.29677	-0.250504	0.0905866	-0.00442771	0.0219927	0.0354431	-0.00220482	0.0219377	0.0354232	-0.00220482	0.0219377	0.0354232	0.140611	0.140704	-0.0207607	-0.017479	0.153077	0.125175	0.0213752	-0.0116678	-0	-123.283	100.904	-0.67689	0	-9.49608	-0.0647517	-0.000349066	0.04222	0.108639	0.0663697	-850	850	-500	1700	-20	20	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2550	0.07
8.08227	0.981268	-0.0905866	52	100	1700	113	0.146428	0.118704	-0.0562774	0.00593212	0.00484301	-0.00149953	-2.29677	-0.250504	0.0905866	-0.00582034	0.0219927	0.0354431	-0.00220482	0.0219377	0.0354232	-0.00220482	0.0219377	0.0354232	0.140608	0.140696	-0.0208344	-0.017479	0.153077	0.125175	0.0213752	-0.0116678	-0	-124.464	100.898	-0.6867	0	-9.5157	-0.0649262	0	0.04222	0.108639	0.0663697	-850	850	-500	1700	-20	20	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2550	0.07
8.09223	0.981268	-0.0905866	46	100	1750	113	0.153106	0.118602	-0.056302	0.00745705	0.00602429	-0.0020603	-2.29677	-0.250504	0.0905866	-0.0124985	0.0220909	0.0354431	-0.00220482	0.0219377	0.0354232	-0.00220482	0.0219377	0.0354232	0.140608	0.140693	-0.0208589	-0.017479	0.153077	0.125175	0.0213752	-0.0116678	-0	-130.14	100.811	-0.66708	0.00981	-9.49608	-0.0649262	0.000174533	0.04222	0.108639	0.0663697	-850	850	-500	1700	-20	20	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2550	0.07
8.10218	0.981268	-0.0905866	41	100	1800	113	0.159649	0.118591	-0.0564002	0.0090454	0.00720415	-0.00262143	-2.29677	-0.250504	0.0905866	-0.0190449	0.0220909	0.0354431	-0.00220482	0.0219377	0.0354232	-0.00220482	0.0219377	0.0354232	0.140604	0.140682	-0.0209571	-0.017479	0.153077	0.125175	0.0213752	-0.0116678	-0	-135.701	100.802	-0.65727	0	-9.48627	-0.0651008	0.000698132	0.04222	0.108639	0.0663697	-850	850	-500	1700	-20	20	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2550	0.07
8.1028	0.979434	-0.0905866	57	100	1850	112	0.139786	0.11843	-0.0563954	0.00913221	0.00727769	-0.00265645	-2.29677	-0.249404	0.0905866	0.00103024	0.022036	0.0354158	-0.00220482	0.0219377	0.0354232	-0.00220482	0.0219377	0.0354232	0.140816	0.140466	-0.0209795	-0.0173841	0.153205	0.125045	0.021299	-0.0116765	-0	-118.818	100.666	0	0	0	-0.0651008	0.000698132	0.04222	0.108165	0.0658972	-850	850	-500	1700	-20	20	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2550	0.07
8.11217	0.979434	-0.0905866	57	100	1900	112	0.140194	0.11842	-0.0564199	0.0104461	0.00838753	-0.00318522	-2.29677	-0.249404	0.0905866	0.000622074	0.0220421	0.0354158	-0.00220482	0.0219377	0.0354232	-0.00220482	0.0219377	0.0354232	0.140816	0.140462	-0.021004	-0.0173841	0.153205	0.125045	0.021299	-0.0116765	-0	-119.165	100.657	-0.65727	0.00981	-9.44703	-0.0651008	0.000872665	0.04222	0.108165	0.0658972	-850	850	-500	1700	-20	20	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2550	0.07
