time ;e1;e2;ctrlpitch;ctrlroll;ctrlthrust;ctrlyaw;edx;edy;edz;cumulx;cumuly;cumulz;x_pred;y_pred;z_pred;dxr_pred;dyr_pred;dzr_pred;dxrT;dyrT;dzrT;dxrUn;dyrUn;dzrUn;x;y;z;dx;dy;dz;ux;uy;uz;dxd;dyd;dzd;Perpx;Tangx;Perpy;Tangy;Perpz;Tanz;ax;ay;az;pitch;roll;yaw;yawd;eyaw;kpvx;kpvy;kpvz;kpyaw;kivx;kivy;kivz;kdvx;kdvy;kdvz;kdyaw;ktg;veld;pitchoff;ke1;ke2;gravity;thr_vel
8,08351;0,42895;-0,145266;50;-50;1450;41;0,0303607;-0,140216;-0,0393358;0,000262924;-0,00121427;-0,000340648;-2,44837;-0,0427174;0,145266;-0,0303607;0,140216;0,0393358;-0,0316928;0,139336;0,0413609;-0,0316928;0,139336;-0,00367147;-2,43791;-0,0886982;0,145266;-0,0316928;0,139336;-0,00367147;0,206069;-0,0811646;6,09118;0;0;-0;-0;0;0;0;-0;-0;4,84206e-314;3,50856e-314;9,81;-0,029147;0,0211185;0,000813005;0,0174455;0,0166317;-1080;1080;-500;1700;-10;10;-10;-0;0;-0;250;1,2;0;177;-1,2;-1;2550;0,07
8,08483;0,42895;-0,145266;100;-100;1500;41;0,0303607;-0,140216;-0,0393358;0,000303;-0,00139936;-0,000392572;-2,44837;-0,0427174;0,145266;-0,0303607;0,140216;0,0393358;-0,0316928;0,139336;0,0413609;-0,0316928;0,139336;-0,00367147;-2,43791;-0,0886982;0,145266;-0,0316928;0,139336;-0,00367147;0,206069;-0,0811646;6,09118;0;0;-0;-0;0;0;0;-0;-0;0,177905;0,13155;3,63145;-0,0287979;0,021293;0,000813005;0,0174455;0,0166317;-1080;1080;-500;1700;-10;10;-10;-0;0;-0;250;1,2;0;177;-1,2;-1;2550;0,07
8,09488;0,42895;-0,145266;144;-150;1550;41;0,0303607;-0,140216;-0,0393358;0,000607973;-0,00280783;-0,0007877;-2,44837;-0,0427174;0,145266;-0,0303607;0,140216;0,0393358;-0,0316928;0,139336;0,0413609;-0,0316928;0,139336;-0,00367147;-2,43791;-0,0886982;0,145266;-0,0316928;0,139336;-0,00367147;0,206069;-0,0811646;6,09118;0;0;-0;-0;0;0;0;-0;-0;0,177905;0,132628;3,63145;-0,0287979;0,0214675;0,000813005;0,0174455;0,0166317;-1080;1080;-500;1700;-10;10;-10;-0;0;-0;250;1,2;0;177;-1,2;-1;2550;0,07
8,10483;0,42895;-0,145266;144;-151;1600;41;0,0303607;-0,140216;-0,0393358;0,000910305;-0,0042041;-0,00117941;-2,44837;-0,0427174;0,145266;-0,0303607;0,140216;0,0393358;-0,0316928;0,139336;0,0413609;-0,0316928;0,139336;-0,00367147;-2,43791;-0,0886982;0,145266;-0,0316928;0,139336;-0,00367147;0,206069;-0,0811646;6,09118;0;0;-0;-0;0;0;0;-0;-0;0,175749;0,132628;3,63144;-0,0284489;0,0214675;0,000813005;0,0174455;0,0166317;-1080;1080;-500;1700;-10;10;-10;-0;0;-0;250;1,2;0;177;-1,2;-1;2550;0,07
8,10529;0,652948;-0,143715;194;-101;1650;71;-0,0307156;-0,0686239;0,0310049;0,00089639;-0,00423519;-0,00116536;-2,42642;-0,118346;0,143715;0,0307156;0,0686239;-0,0310049;0,0314061;0,0693358;-0,0286391;0,0314061;-0,0810414;-0,0513171;-2,43678;-0,0916082;0,143715;0,0314061;-0,0810414;-0,0513171;-0,0314045;-0,186521;5,57824;0;0;-0;-0;0;0;0;-0;-0;0,17575;0,132629;3,63143;-0,0284489;0,0214675;0,00197579;0,0487354;0,0467426;-1080;1080;-500;1700;-10;10;-10;-0;0;-0;250;1,2;0;177;-1,2;-1;2550;0,07
8,11485;0,652948;-0,143715;210;-74;1700;71;-0,0307156;-0,0686239;0,0310049;0,000602595;-0,00489157;-0,000868799;-2,42642;-0,118346;0,143715;0,0307156;0,0686239;-0,0310049;0,0314061;0,0693358;-0,0286391;0,0314061;-0,0810414;-0,0513171;-2,43678;-0,0916082;0,143715;0,0314061;-0,0810414;-0,0513171;-0,0314045;-0,186521;5,57824;0;0;-0;-0;0;0;0;-0;-0;0,172281;0,131877;3,716;-0,0282743;0,0216421;0,00197579;0,0487354;0,0467426;-1080;1080;-500;1700;-10;10;-10;-0;0;-0;250;1,2;0;177;-1,2;-1;2550;0,07
8,12488;0,652948;-0,143715;210;-74;1750;71;-0,0307156;-0,0686239;0,0310049;0,000294579;-0,00557973;-0,000557882;-2,42642;-0,118346;0,143715;0,0307156;0,0686239;-0,0310049;0,0314061;0,0693358;-0,0286391;0,0314061;-0,0810414;-0,0513171;-2,43678;-0,0916082;0,143715;0,0314061;-0,0810414;-0,0513171;-0,0314045;-0,186521;5,57824;0;0;-0;-0;0;0;0;-0;-0;0,171218;0,131876;3,716;-0,0280998;0,0216421;0,00197579;0,0487354;0,0467426;-1080;1080;-500;1700;-10;10;-10;-0;0;-0;250;1,2;0;177;-1,2;-1;2550;0,07
8,13489;0,652948;-0,143715;210;-74;1800;71;-0,0307156;-0,0686239;0,0310049;-1,29151e-05;-0,00626673;-0,000247491;-2,42642;-0,118346;0,143715;0,0307156;0,0686239;-0,0310049;0,0314061;0,0693358;-0,0286391;0,0314061;-0,0810414;-0,0513171;-2,43678;-0,0916082;0,143715;0,0314061;-0,0810414;-0,0513171;-0,0314045;-0,186521;5,57824;0;0;-0;-0;0;0;0;-0;-0;0,170154;0,130813;3,71601;-0,0279253;0,0214675;0,00197579;0,0487354;0,0467426;-1080;1080;-500;1700;-10;10;-10;-0;0;-0;250;1,2;0;177;-1,2;-1;2550;0,07
8,14486;0,652948;-0,143715;210;-74;1850;71;-0,0307156;-0,0686239;0,0310049;-0,00031915;-0,00695091;6,16279e-05;-2,42642;-0,118346;0,143715;0,0307156;0,0686239;-0,0310049;0,0314061;0,0693358;-0,0286391;0,0314061;-0,0810414;-0,0513171;-2,43678;-0,0916082;0,143715;0,0314061;-0,0810414;-0,0513171;-0,0314045;-0,186521;5,57824;0;0;-0;-0;0;0;0;-0;-0;0,170154;0,130813;3,71602;-0,0279253;0,0214675;0,00197579;0,0487354;0,0467426;-1080;1080;-500;1700;-10;10;-10;-0;0;-0;250;1,2;0;177;-1,2;-1;2550;0,07
8,14504;0,458474;-0,133688;183;-124;1900;41;-0,00557022;-0,135494;0,0544137;-0,000320164;-0,00697557;7,15312e-05;-2,43348;-0,0496302;0,133688;0,00557022;0,135494;-0,0544137;0,00645691;0,136657;-0,0513171;0,00645691;0,136657;-0,0513171;-2,43337;-0,0956109;0,133688;-0,000343342;0,139336;-0,0513171;-0,0127634;-0,263649;4,93706;0;0;-0;-0;0;0;0;-0;-0;0,170154;0,130813;3,71603;-0,0279253;0,0214675;0,00401703;0,0203919;0,0163741;-1080;1080;-500;1700;-10;10;-10;-0;0;-0;250;1,2;0;177;-1,2;-1;2550;0,07
