time 	e1	e2	ctrlpitch	ctrlroll	ctrlthrust	ctrlyaw	edx	edy	edz	cumulx	cumuly	cumulz	x	y	z	dxr	dyr	dzr	dxrT	dyrT	dzrT	dxr3	dyr3	dzr3	dxr4	dyr4	dzr4	dxr5	dyr5	dzr5	dxrDer	dyrDer	dzrDer	dxd	dyd	dzd	pitch	roll	yaw	yawd	eyaw	kpvx	kpvy	kpvz	kivx	kivy	kivz	kdvx	kdvy	kdvz	ktg	veld	pitchoff	ke1	ke2	gravity
31.0422	-0.384856	-0.13051	-231	-75	1700	-140	0.602947	-0.10349	0.188477	-1.34497	-0.352406	-0.321377	-2.47073	0.368568	0.13051	-0.602947	0.10349	-0.188477	-0.605124	0.137359	-0.157278	-0.605124	0.137359	-0.137278	-0.605124	0.137359	-0.0972781	-0.605124	0.137359	-0.411644	-0.591935	0	0	0	0	0	0.0506145	0.00436332	-0.0543044	-0.148082	-0.0936402	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
31.0489	-0.384856	-0.13051	-231	-75	1700	-140	0.602947	-0.10349	0.188477	-1.34088	-0.353107	-0.320099	-2.47073	0.368568	0.13051	-0.602947	0.10349	-0.188477	-0.605124	0.137359	-0.157278	-0.605124	0.137359	-0.137278	-0.605124	0.137359	-0.0972781	-0.605124	0.137359	-0.411644	-0.591935	0	0	0	0	0	0.0518363	0.00523599	-0.0543044	-0.148082	-0.0936402	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
31.059	-0.384856	-0.13051	-231	-75	1700	-140	0.602947	-0.10349	0.188477	-1.33482	-0.354147	-0.318206	-2.47073	0.368568	0.13051	-0.602947	0.10349	-0.188477	-0.605124	0.137359	-0.157278	-0.605124	0.137359	-0.137278	-0.605124	0.137359	-0.0972781	-0.605124	0.137359	-0.411644	-0.591935	0	0	0	0	0	0.0523599	0.00558505	-0.0543044	-0.148082	-0.0936402	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
31.0689	-0.384856	-0.13051	-231	-75	1700	-140	0.602947	-0.10349	0.188477	-1.32883	-0.355176	-0.316333	-2.47073	0.368568	0.13051	-0.602947	0.10349	-0.188477	-0.605124	0.137359	-0.157278	-0.605124	0.137359	-0.137278	-0.605124	0.137359	-0.0972781	-0.605124	0.137359	-0.411644	-0.591935	0	0	0	0	0	0.0534071	0.00645772	-0.0543044	-0.148082	-0.0936402	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
31.0721	-0.405328	-0.140681	-281	-73	1700	-138	0.674636	-0.100066	0.0940726	-1.32669	-0.355494	-0.316033	-2.49199	0.368568	0.140681	-0.674636	0.100066	-0.0940726	-0.672196	0.137359	-0.0572781	-0.672196	0.137359	-0.0572781	-0.645124	0.137359	-0.0572781	-0.672196	0.137359	0.339194	-0.656658	0	0	0	0	0	0.0534071	0.00645772	-0.0543044	-0.146837	-0.0924001	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
31.079	-0.405328	-0.140681	-282	-73	1700	-138	0.674636	-0.100066	0.0940726	-1.32206	-0.35618	-0.315389	-2.49199	0.368568	0.140681	-0.674636	0.100066	-0.0940726	-0.672196	0.137359	-0.0572781	-0.672196	0.137359	-0.0572781	-0.645124	0.137359	-0.0572781	-0.672196	0.137359	0.339194	-0.656658	0	0	0	0	0	0.0535816	0.00715585	-0.0543044	-0.146837	-0.0924001	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
31.089	-0.405328	-0.140681	-282	-73	1700	-138	0.674636	-0.100066	0.0940726	-1.31529	-0.357183	-0.314445	-2.49199	0.368568	0.140681	-0.674636	0.100066	-0.0940726	-0.672196	0.137359	-0.0572781	-0.672196	0.137359	-0.0572781	-0.645124	0.137359	-0.0572781	-0.672196	0.137359	0.339194	-0.656658	0	0	0	0	0	0.0532325	0.00750492	-0.0543044	-0.146837	-0.0924001	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
31.099	-0.405328	-0.140681	-282	-73	1700	-138	0.674636	-0.100066	0.0940726	-1.30857	-0.358181	-0.313507	-2.49199	0.368568	0.140681	-0.674636	0.100066	-0.0940726	-0.672196	0.137359	-0.0572781	-0.672196	0.137359	-0.0572781	-0.645124	0.137359	-0.0572781	-0.672196	0.137359	0.339194	-0.656658	0	0	0	0	0	0.0525344	0.00767945	-0.0543044	-0.146837	-0.0924001	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
31.1048	-0.454477	-0.140681	-287	-123	1700	-137	0.681928	-0.197956	-0.00540326	-1.30458	-0.35934	-0.313538	-2.52491	0.382188	0.140681	-0.681928	0.197956	0.00540326	-0.66789	0.237359	0.0427219	-0.66789	0.217359	0.0227219	-0.66789	0.177359	-0.0172781	-0.66789	0.339924	0.255797	-0.902412	0	0	0	0	0	0.0525344	0.00767945	-0.0584928	-0.150227	-0.0916052	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
31.109	-0.454477	-0.140681	-287	-142	1700	-137	0.681928	-0.197956	-0.00540326	-1.30173	-0.360166	-0.313561	-2.52491	0.382188	0.140681	-0.681928	0.197956	0.00540326	-0.66789	0.237359	0.0427219	-0.66789	0.217359	0.0227219	-0.66789	0.177359	-0.0172781	-0.66789	0.339924	0.255797	-0.902412	0	0	0	0	0	0.05044	0.00767945	-0.0584928	-0.150227	-0.0916052	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
31.119	-0.454477	-0.140681	-287	-142	1700	-137	0.681928	-0.197956	-0.00540326	-1.29487	-0.362157	-0.313615	-2.52491	0.382188	0.140681	-0.681928	0.197956	0.00540326	-0.66789	0.237359	0.0427219	-0.66789	0.217359	0.0227219	-0.66789	0.177359	-0.0172781	-0.66789	0.339924	0.255797	-0.902412	0	0	0	0	0	0.0481711	0.00698132	-0.0584928	-0.150227	-0.0916052	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
31.1289	-0.454477	-0.140681	-287	-142	1700	-137	0.681928	-0.197956	-0.00540326	-1.28813	-0.364113	-0.313669	-2.52491	0.382188	0.140681	-0.681928	0.197956	0.00540326	-0.66789	0.237359	0.0427219	-0.66789	0.217359	0.0227219	-0.66789	0.177359	-0.0172781	-0.66789	0.339924	0.255797	-0.902412	0	0	0	0	0	0.0466003	0.00628319	-0.0584928	-0.150227	-0.0916052	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
31.1389	-0.454477	-0.140681	-287	-142	1700	-137	0.681928	-0.197956	-0.00540326	-1.28131	-0.366094	-0.313723	-2.52491	0.382188	0.140681	-0.681928	0.197956	0.00540326	-0.66789	0.237359	0.0427219	-0.66789	0.217359	0.0227219	-0.66789	0.177359	-0.0172781	-0.66789	0.339924	0.255797	-0.902412	0	0	0	0	0	0.0439823	0.00488692	-0.0584928	-0.150227	-0.0916052	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
31.1391	-0.490929	-0.149041	-295	-192	1700	-137	0.692892	-0.296403	-0.110918	-1.28117	-0.366155	-0.313746	-2.54674	0.393298	0.149041	-0.692892	0.296403	0.110918	-0.66789	0.337359	0.142722	-0.66789	0.297359	0.102722	-0.66789	0.217359	0.0227219	-0.66789	0.339924	0.339194	-0.860008	0	0	0	0	0	0.0439823	0.00488692	-0.061229	-0.153222	-0.0918628	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
31.149	-0.490929	-0.149041	-295	-211	1700	-137	0.692892	-0.296403	-0.110918	-1.27436	-0.369066	-0.314835	-2.54674	0.393298	0.149041	-0.692892	0.296403	0.110918	-0.66789	0.337359	0.142722	-0.66789	0.297359	0.102722	-0.66789	0.217359	0.0227219	-0.66789	0.339924	0.339194	-0.860008	0	0	0	0	0	0.0413643	0.00383972	-0.061229	-0.153222	-0.0918628	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
31.1591	-0.490929	-0.149041	-295	-211	1700	-137	0.692892	-0.296403	-0.110918	-1.26735	-0.372065	-0.315957	-2.54674	0.393298	0.149041	-0.692892	0.296403	0.110918	-0.66789	0.337359	0.142722	-0.66789	0.297359	0.102722	-0.66789	0.217359	0.0227219	-0.66789	0.339924	0.339194	-0.860008	0	0	0	0	0	0.0389208	0.00366519	-0.061229	-0.153222	-0.0918628	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
31.169	-0.490929	-0.149041	-295	-211	1700	-137	0.692892	-0.296403	-0.110918	-1.2605	-0.374996	-0.317054	-2.54674	0.393298	0.149041	-0.692892	0.296403	0.110918	-0.66789	0.337359	0.142722	-0.66789	0.297359	0.102722	-0.66789	0.217359	0.0227219	-0.66789	0.339924	0.339194	-0.860008	0	0	0	0	0	0.0376991	0.00366519	-0.061229	-0.153222	-0.0918628	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
31.1758	-0.509955	-0.149041	-293	-161	1700	-136	0.689827	-0.196839	-0.216156	-1.25577	-0.376347	-0.318538	-2.56387	0.393298	0.149041	-0.689827	0.196839	0.216156	-0.66789	0.237359	0.242722	-0.66789	0.217359	0.182722	-0.66789	0.177359	0.0627219	-0.66789	0.0419968	0.255797	-0.559987	0	0	0	0	0	0.0376991	0.00366519	-0.061229	-0.152214	-0.090859	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
31.179	-0.509955	-0.149041	-293	-141	1700	-136	0.689827	-0.196839	-0.216156	-1.25361	-0.376963	-0.319214	-2.56387	0.393298	0.149041	-0.689827	0.196839	0.216156	-0.66789	0.237359	0.242722	-0.66789	0.217359	0.182722	-0.66789	0.177359	0.0627219	-0.66789	0.0419968	0.255797	-0.559987	0	0	0	0	0	0.0349066	0.00418879	-0.061229	-0.152214	-0.090859	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
31.1889	-0.509955	-0.149041	-293	-141	1700	-136	0.689827	-0.196839	-0.216156	-1.24674	-0.378923	-0.321367	-2.56387	0.393298	0.149041	-0.689827	0.196839	0.216156	-0.66789	0.237359	0.242722	-0.66789	0.217359	0.182722	-0.66789	0.177359	0.0627219	-0.66789	0.0419968	0.255797	-0.559987	0	0	0	0	0	0.0321141	0.00488692	-0.061229	-0.152214	-0.090859	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
31.199	-0.509955	-0.149041	-293	-141	1700	-136	0.689827	-0.196839	-0.216156	-1.23981	-0.3809	-0.323537	-2.56387	0.393298	0.149041	-0.689827	0.196839	0.216156	-0.66789	0.237359	0.242722	-0.66789	0.217359	0.182722	-0.66789	0.177359	0.0627219	-0.66789	0.0419968	0.255797	-0.559987	0	0	0	0	0	0.0286234	0.00506145	-0.061229	-0.152214	-0.090859	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
31.2024	-0.525562	-0.133705	-243	-91	1700	-139	0.577756	-0.110174	-0.125683	-1.23783	-0.381277	-0.323968	-2.59987	0.370716	0.133705	-0.577756	0.110174	0.125683	-0.56789	0.137359	0.142722	-0.58789	0.137359	0.102722	-0.62789	0.137359	0.0227219	-0.498551	0.0419968	-0.0564566	-0.885512	0	0	0	0	0	0.0286234	0.00506145	-0.0487241	-0.141635	-0.0927778	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
31.209	-0.525562	-0.133705	-215	-80	1700	-139	0.577756	-0.110174	-0.125683	-1.23404	-0.382001	-0.324793	-2.59987	0.370716	0.133705	-0.577756	0.110174	0.125683	-0.56789	0.137359	0.142722	-0.58789	0.137359	0.102722	-0.62789	0.137359	0.0227219	-0.498551	0.0419968	-0.0564566	-0.885512	0	0	0	0	0	0.0274017	0.00506145	-0.0487241	-0.141635	-0.0927778	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
31.219	-0.525562	-0.133705	-215	-80	1700	-139	0.577756	-0.110174	-0.125683	-1.22822	-0.383109	-0.326058	-2.59987	0.370716	0.133705	-0.577756	0.110174	0.125683	-0.56789	0.137359	0.142722	-0.58789	0.137359	0.102722	-0.62789	0.137359	0.0227219	-0.498551	0.0419968	-0.0564566	-0.885512	0	0	0	0	0	0.0225147	0.00523599	-0.0487241	-0.141635	-0.0927778	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
31.2289	-0.525562	-0.133705	-215	-80	1700	-139	0.577756	-0.110174	-0.125683	-1.2225	-0.384201	-0.327304	-2.59987	0.370716	0.133705	-0.577756	0.110174	0.125683	-0.56789	0.137359	0.142722	-0.58789	0.137359	0.102722	-0.62789	0.137359	0.0227219	-0.498551	0.0419968	-0.0564566	-0.885512	0	0	0	0	0	0.0178024	0.00523599	-0.0487241	-0.141635	-0.0927778	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
31.2389	-0.525562	-0.133705	-215	-80	1700	-139	0.577756	-0.110174	-0.125683	-1.21672	-0.385302	-0.328559	-2.59987	0.370716	0.133705	-0.577756	0.110174	0.125683	-0.56789	0.137359	0.142722	-0.58789	0.137359	0.102722	-0.62789	0.137359	0.0227219	-0.498551	0.0419968	-0.0564566	-0.885512	0	0	0	0	0	0.0129154	0.00541052	-0.0487241	-0.141635	-0.0927778	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
31.2395	-0.53827	-0.133705	-265	-30	1700	-139	0.669411	-0.00527171	-0.0340513	-1.21631	-0.385305	-0.32858	-2.61037	0.370716	0.133705	-0.669411	0.00527171	0.0340513	-0.66789	0.0373587	0.0427219	-0.66789	0.0573587	0.0227219	-0.66789	0.0973587	-0.0172781	-0.981537	0.0178785	-0.0564566	-0.798249	0	0	0	0	0	0.0129154	0.00541052	-0.0482719	-0.141073	-0.0926682	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
31.249	-0.53827	-0.133705	-279	-7	1700	-139	0.669411	-0.00527171	-0.0340513	-1.21	-0.385355	-0.328901	-2.61037	0.370716	0.133705	-0.669411	0.00527171	0.0340513	-0.66789	0.0373587	0.0427219	-0.66789	0.0573587	0.0227219	-0.66789	0.0973587	-0.0172781	-0.981537	0.0178785	-0.0564566	-0.798249	0	0	0	0	0	0.00977384	0.00558505	-0.0482719	-0.141073	-0.0926682	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
31.2589	-0.53827	-0.133705	-279	-7	1700	-139	0.669411	-0.00527171	-0.0340513	-1.20333	-0.385407	-0.329241	-2.61037	0.370716	0.133705	-0.669411	0.00527171	0.0340513	-0.66789	0.0373587	0.0427219	-0.66789	0.0573587	0.0227219	-0.66789	0.0973587	-0.0172781	-0.981537	0.0178785	-0.0564566	-0.798249	0	0	0	0	0	0.00506145	0.00610865	-0.0482719	-0.141073	-0.0926682	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
31.2689	-0.53827	-0.133705	-279	-7	1700	-139	0.669411	-0.00527171	-0.0340513	-1.19664	-0.38546	-0.329581	-2.61037	0.370716	0.133705	-0.669411	0.00527171	0.0340513	-0.66789	0.0373587	0.0427219	-0.66789	0.0573587	0.0227219	-0.66789	0.0973587	-0.0172781	-0.981537	0.0178785	-0.0564566	-0.798249	0	0	0	0	0	0.00122173	0.00663225	-0.0482719	-0.141073	-0.0926682	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
31.2713	-0.673783	-0.145454	-307	-14	1700	-134	0.709897	-0.0156214	-0.131067	-1.19494	-0.385497	-0.329894	-2.71226	0.37138	0.145454	-0.709897	0.0156214	0.131067	-0.708296	0.0475341	0.132035	-0.708296	0.0475341	0.102722	-0.70789	0.0573587	0.0227219	-0.708296	0.0475341	0.132035	-2.05181	0	0	0	0	0	0.00122173	0.00663225	-0.0462282	-0.13608	-0.0897314	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
31.2789	-0.673783	-0.145454	-308	-14	1700	-134	0.709897	-0.0156214	-0.131067	-1.18953	-0.385617	-0.330894	-2.71226	0.37138	0.145454	-0.709897	0.0156214	0.131067	-0.708296	0.0475341	0.132035	-0.708296	0.0475341	0.102722	-0.70789	0.0573587	0.0227219	-0.708296	0.0475341	0.132035	-2.05181	0	0	0	0	0	-0.00191986	0.00715585	-0.0462282	-0.13608	-0.0897314	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
31.289	-0.673783	-0.145454	-308	-14	1700	-134	0.709897	-0.0156214	-0.131067	-1.18238	-0.385774	-0.332213	-2.71226	0.37138	0.145454	-0.709897	0.0156214	0.131067	-0.708296	0.0475341	0.132035	-0.708296	0.0475341	0.102722	-0.70789	0.0573587	0.0227219	-0.708296	0.0475341	0.132035	-2.05181	0	0	0	0	0	-0.00296706	0.00733038	-0.0462282	-0.13608	-0.0897314	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
31.299	-0.673783	-0.145454	-308	-14	1700	-134	0.709897	-0.0156214	-0.131067	-1.1753	-0.38593	-0.33352	-2.71226	0.37138	0.145454	-0.709897	0.0156214	0.131067	-0.708296	0.0475341	0.132035	-0.708296	0.0475341	0.102722	-0.70789	0.0573587	0.0227219	-0.708296	0.0475341	0.132035	-2.05181	0	0	0	0	0	-0.00471239	0.00733038	-0.0462282	-0.13608	-0.0897314	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
31.3054	-0.70632	-0.145454	-358	6	1700	-138	0.807696	0.0154149	-0.135959	-1.17015	-0.385831	-0.334387	-2.73474	0.37138	0.145454	-0.807696	-0.0154149	0.135959	-0.808296	0.0178785	0.132035	-0.788296	0.0178785	0.132035	-0.74789	0.0178785	0.0627219	-1.00634	0.0178785	0.132035	-2.0728	0	0	0	0	0	-0.00471239	0.00733038	-0.0424148	-0.134975	-0.0924282	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
31.309	-0.70632	-0.145454	-376	6	1700	-138	0.807696	0.0154149	-0.135959	-1.16722	-0.385775	-0.334881	-2.73474	0.37138	0.145454	-0.807696	-0.0154149	0.135959	-0.808296	0.0178785	0.132035	-0.788296	0.0178785	0.132035	-0.74789	0.0178785	0.0627219	-1.00634	0.0178785	0.132035	-2.0728	0	0	0	0	0	-0.00523599	0.00715585	-0.0424148	-0.134975	-0.0924282	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
31.3189	-0.70632	-0.145454	-376	6	1700	-138	0.807696	0.0154149	-0.135959	-1.1592	-0.385622	-0.336231	-2.73474	0.37138	0.145454	-0.807696	-0.0154149	0.135959	-0.808296	0.0178785	0.132035	-0.788296	0.0178785	0.132035	-0.74789	0.0178785	0.0627219	-1.00634	0.0178785	0.132035	-2.0728	0	0	0	0	0	-0.00488692	0.00645772	-0.0424148	-0.134975	-0.0924282	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
31.329	-0.70632	-0.145454	-376	6	1700	-138	0.807696	0.0154149	-0.135959	-1.15109	-0.385468	-0.337595	-2.73474	0.37138	0.145454	-0.807696	-0.0154149	0.135959	-0.808296	0.0178785	0.132035	-0.788296	0.0178785	0.132035	-0.74789	0.0178785	0.0627219	-1.00634	0.0178785	0.132035	-2.0728	0	0	0	0	0	-0.00418879	0.00575959	-0.0424148	-0.134975	-0.0924282	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
31.3371	-0.769233	-0.143767	-326	-44	1700	-138	0.712266	-0.0871412	-0.13452	-1.14531	-0.386176	-0.338688	-2.76903	0.381231	0.143767	-0.712266	0.0871412	0.13452	-0.708296	0.117878	0.132035	-0.708296	0.0978785	0.132035	-0.708296	0.0578785	0.102722	-0.708296	0.310486	0.132035	-0.946321	0	0	0	0	0	-0.00418879	0.00575959	-0.044343	-0.136817	-0.0923421	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
31.3389	-0.769233	-0.143767	-310	-64	1700	-138	0.712266	-0.0871412	-0.13452	-1.14397	-0.386339	-0.33894	-2.76903	0.381231	0.143767	-0.712266	0.0871412	0.13452	-0.708296	0.117878	0.132035	-0.708296	0.0978785	0.132035	-0.708296	0.0578785	0.102722	-0.708296	0.310486	0.132035	-0.946321	0	0	0	0	0	-0.00244346	0.00471239	-0.044343	-0.136817	-0.0923421	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
31.3489	-0.769233	-0.143767	-310	-64	1700	-138	0.712266	-0.0871412	-0.13452	-1.13687	-0.387208	-0.340282	-2.76903	0.381231	0.143767	-0.712266	0.0871412	0.13452	-0.708296	0.117878	0.132035	-0.708296	0.0978785	0.132035	-0.708296	0.0578785	0.102722	-0.708296	0.310486	0.132035	-0.946321	0	0	0	0	0	-0.000349066	0.00366519	-0.044343	-0.136817	-0.0923421	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
31.3589	-0.769233	-0.143767	-310	-64	1700	-138	0.712266	-0.0871412	-0.13452	-1.12977	-0.388077	-0.341623	-2.76903	0.381231	0.143767	-0.712266	0.0871412	0.13452	-0.708296	0.117878	0.132035	-0.708296	0.0978785	0.132035	-0.708296	0.0578785	0.102722	-0.708296	0.310486	0.132035	-0.946321	0	0	0	0	0	0.00191986	0.00279253	-0.044343	-0.136817	-0.0923421	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
31.3689	-0.769233	-0.143767	-310	-64	1700	-138	0.712266	-0.0871412	-0.13452	-1.12262	-0.388951	-0.342972	-2.76903	0.381231	0.143767	-0.712266	0.0871412	0.13452	-0.708296	0.117878	0.132035	-0.708296	0.0978785	0.132035	-0.708296	0.0578785	0.102722	-0.708296	0.310486	0.132035	-0.946321	0	0	0	0	0	0.00314159	0.00244346	-0.044343	-0.136817	-0.0923421	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
31.3698	-0.760773	-0.139204	-360	-14	1700	-139	0.808464	0.0142355	-0.0295303	-1.12193	-0.388938	-0.342997	-2.77091	0.37138	0.139204	-0.808464	-0.0142355	0.0295303	-0.808296	0.0178785	0.0320351	-0.788296	0.0178785	0.0520351	-0.748296	0.0178785	0.0627219	-1.00634	-0.392113	-0.139477	-0.673848	0	0	0	0	0	0.00314159	0.00244346	-0.0398126	-0.133234	-0.0932858	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
31.379	-0.760773	-0.139204	-377	6	1700	-139	0.808464	0.0142355	-0.0295303	-1.11449	-0.388807	-0.343269	-2.77091	0.37138	0.139204	-0.808464	-0.0142355	0.0295303	-0.808296	0.0178785	0.0320351	-0.788296	0.0178785	0.0520351	-0.748296	0.0178785	0.0627219	-1.00634	-0.392113	-0.139477	-0.673848	0	0	0	0	0	0.00575959	0.00191986	-0.0398126	-0.133234	-0.0932858	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
31.3891	-0.760773	-0.139204	-377	6	1700	-139	0.808464	0.0142355	-0.0295303	-1.10632	-0.388663	-0.343567	-2.77091	0.37138	0.139204	-0.808464	-0.0142355	0.0295303	-0.808296	0.0178785	0.0320351	-0.788296	0.0178785	0.0520351	-0.748296	0.0178785	0.0627219	-1.00634	-0.392113	-0.139477	-0.673848	0	0	0	0	0	0.00785398	0.0015708	-0.0398126	-0.133234	-0.0932858	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
31.399	-0.760773	-0.139204	-377	6	1700	-139	0.808464	0.0142355	-0.0295303	-1.09834	-0.388523	-0.343859	-2.77091	0.37138	0.139204	-0.808464	-0.0142355	0.0295303	-0.808296	0.0178785	0.0320351	-0.788296	0.0178785	0.0520351	-0.748296	0.0178785	0.0627219	-1.00634	-0.392113	-0.139477	-0.673848	0	0	0	0	0	0.00890118	0.00139626	-0.0398126	-0.133234	-0.0932858	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
31.406	-0.827673	-0.139204	-327	-44	1700	-134	0.712135	-0.0867288	0.0744277	-1.09334	-0.389132	-0.343336	-2.80943	0.376622	0.139204	-0.712135	0.0867288	-0.0744277	-0.708296	0.117878	-0.0679649	-0.708296	0.0978785	-0.0279649	-0.708296	0.0578785	0.0227219	-0.0797772	0.279139	-0.139477	-0.752376	0	0	0	0	0	0.00890118	0.00139626	-0.0436868	-0.133262	-0.0894553	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
31.409	-0.827673	-0.139204	-310	-64	1700	-134	0.712135	-0.0867288	0.0744277	-1.0912	-0.389393	-0.343112	-2.80943	0.376622	0.139204	-0.712135	0.0867288	-0.0744277	-0.708296	0.117878	-0.0679649	-0.708296	0.0978785	-0.0279649	-0.708296	0.0578785	0.0227219	-0.0797772	0.279139	-0.139477	-0.752376	0	0	0	0	0	0.0113446	0.000698132	-0.0436868	-0.133262	-0.0894553	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
31.4189	-0.827673	-0.139204	-310	-64	1700	-134	0.712135	-0.0867288	0.0744277	-1.08413	-0.390254	-0.342374	-2.80943	0.376622	0.139204	-0.712135	0.0867288	-0.0744277	-0.708296	0.117878	-0.0679649	-0.708296	0.0978785	-0.0279649	-0.708296	0.0578785	0.0227219	-0.0797772	0.279139	-0.139477	-0.752376	0	0	0	0	0	0.0137881	0.000174533	-0.0436868	-0.133262	-0.0894553	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
31.4289	-0.827673	-0.139204	-310	-64	1700	-134	0.712135	-0.0867288	0.0744277	-1.07699	-0.391123	-0.341628	-2.80943	0.376622	0.139204	-0.712135	0.0867288	-0.0744277	-0.708296	0.117878	-0.0679649	-0.708296	0.0978785	-0.0279649	-0.708296	0.0578785	0.0227219	-0.0797772	0.279139	-0.139477	-0.752376	0	0	0	0	0	0.0158825	0	-0.0436868	-0.133262	-0.0894553	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
31.4347	-0.832354	-0.139204	-319	-114	1700	-133	0.724896	-0.186297	0.151009	-1.07285	-0.392187	-0.340765	-2.81232	0.376622	0.139204	-0.724896	0.186297	-0.151009	-0.718373	0.217878	-0.139477	-0.718373	0.177878	-0.107965	-0.718373	0.0978785	-0.0172781	-0.718373	0.279139	-0.139477	-0.68877	0	0	0	0	0	0.0158825	0	-0.0436868	-0.133127	-0.0893207	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
31.4389	-0.832354	-0.139204	-319	-134	1700	-133	0.724896	-0.186297	0.151009	-1.06974	-0.392987	-0.340116	-2.81232	0.376622	0.139204	-0.724896	0.186297	-0.151009	-0.718373	0.217878	-0.139477	-0.718373	0.177878	-0.107965	-0.718373	0.0978785	-0.0172781	-0.718373	0.279139	-0.139477	-0.68877	0	0	0	0	0	0.0172788	-0.000174533	-0.0436868	-0.133127	-0.0893207	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
