time 	e1	e2	ctrlpitch	ctrlroll	ctrlthrust	ctrlyaw	edx	edy	edz	cumulx	cumuly	cumulz	x	y	z	dxr	dyr	dzr	dxrT	dyrT	dzrT	dxr3	dyr3	dzr3	dxr4	dyr4	dzr4	dxr5	dyr5	dzr5	dxrDer	dyrDer	dzrDer	dxd	dyd	dzd	pitch	roll	yaw	yawd	eyaw	kpvx	kpvy	kpvz	kivx	kivy	kivz	kdvx	kdvy	kdvz	ktg	veld	pitchoff	ke1	ke2	gravity
4.09989	0	0	0	0	1040	0	0	0	0	0	0	0	-3.75767	-0.0142634	0.117713	-0.0113486	0.0034947	-0.140169	-0.0213676	0.00423417	-0.138975	-0.0102196	0.0242342	-0.158975	-0.0102196	0.0642342	-0.160838	-0.0464816	0.794588	0.564065	0.000169587	0	0	0	0	0	0.0710349	0.00872665	0.022685	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
4.1093	0	0	0	0	1040	0	0	0	0	0	0	0	-3.75767	-0.0142634	0.117713	-0.0113486	0.0034947	-0.140169	-0.0213676	0.00423417	-0.138975	-0.0102196	0.0242342	-0.158975	-0.0102196	0.0642342	-0.160838	-0.0464816	0.794588	0.564065	0.000169587	0	0	0	0	0	0.0712094	0.00855211	0.022685	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
4.1193	0	0	0	0	1040	0	0	0	0	0	0	0	-3.75767	-0.0142634	0.117713	-0.0113486	0.0034947	-0.140169	-0.0213676	0.00423417	-0.138975	-0.0102196	0.0242342	-0.158975	-0.0102196	0.0642342	-0.160838	-0.0464816	0.794588	0.564065	0.000169587	0	0	0	0	0	0.0712094	0.00855211	0.022685	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
4.12556	0	0	0	0	1040	0	0	0	0	0	0	0	-3.76124	0.0744018	0.103089	-0.10405	0.102126	-0.247886	-0.121368	0.104234	-0.238975	-0.0902196	0.104234	-0.238975	-0.0502196	0.104234	-0.200838	-0.150629	0.794588	-0.456797	-0.132911	0	0	0	0	0	0.0712094	0.00855211	6.72448e-05	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
4.12928	0	0	0	0	1040	0	0	0	0	0	0	0	-3.76124	0.0744018	0.103089	-0.10405	0.102126	-0.247886	-0.121368	0.104234	-0.238975	-0.0902196	0.104234	-0.238975	-0.0502196	0.104234	-0.200838	-0.150629	0.794588	-0.456797	-0.132911	0	0	0	0	0	0.0712094	0.00855211	6.72448e-05	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
4.13936	0	0	0	0	1040	0	0	0	0	0	0	0	-3.76124	0.0744018	0.103089	-0.10405	0.102126	-0.247886	-0.121368	0.104234	-0.238975	-0.0902196	0.104234	-0.238975	-0.0502196	0.104234	-0.200838	-0.150629	0.794588	-0.456797	-0.132911	0	0	0	0	0	0.0712094	0.00855211	6.72448e-05	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
4.14938	0	0	0	0	1040	0	0	0	0	0	0	0	-3.76124	0.0744018	0.103089	-0.10405	0.102126	-0.247886	-0.121368	0.104234	-0.238975	-0.0902196	0.104234	-0.238975	-0.0502196	0.104234	-0.200838	-0.150629	0.794588	-0.456797	-0.132911	0	0	0	0	0	0.0712094	0.00872665	6.72448e-05	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
4.1593	0	0	0	0	1040	0	0	0	0	0	0	0	-3.76124	0.0744018	0.103089	-0.10405	0.102126	-0.247886	-0.121368	0.104234	-0.238975	-0.0902196	0.104234	-0.238975	-0.0502196	0.104234	-0.200838	-0.150629	0.794588	-0.456797	-0.132911	0	0	0	0	0	0.0712094	0.00907571	6.72448e-05	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
4.16284	0	0	0	0	1040	0	0	0	0	0	0	0	-3.7662	0.0744018	0.102137	-0.140359	0.00288878	-0.149372	-0.150629	0.00423417	-0.138975	-0.150629	0.0242342	-0.158975	-0.0902196	0.0642342	-0.160838	-0.150629	-0.0145786	-0.137509	-0.161356	0	0	0	0	0	0.0712094	0.00907571	6.72448e-05	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
4.16928	0	0	0	0	1040	0	0	0	0	0	0	0	-3.7662	0.0744018	0.102137	-0.140359	0.00288878	-0.149372	-0.150629	0.00423417	-0.138975	-0.150629	0.0242342	-0.158975	-0.0902196	0.0642342	-0.160838	-0.150629	-0.0145786	-0.137509	-0.161356	0	0	0	0	0	0.071384	0.00907571	6.72448e-05	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
4.17927	0	0	0	0	1040	0	0	0	0	0	0	0	-3.7662	0.0744018	0.102137	-0.140359	0.00288878	-0.149372	-0.150629	0.00423417	-0.138975	-0.150629	0.0242342	-0.158975	-0.0902196	0.0642342	-0.160838	-0.150629	-0.0145786	-0.137509	-0.161356	0	0	0	0	0	0.0712094	0.00959931	6.72448e-05	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
4.18928	0	0	0	0	1040	0	0	0	0	0	0	0	-3.7662	0.0744018	0.102137	-0.140359	0.00288878	-0.149372	-0.150629	0.00423417	-0.138975	-0.150629	0.0242342	-0.158975	-0.0902196	0.0642342	-0.160838	-0.150629	-0.0145786	-0.137509	-0.161356	0	0	0	0	0	0.0710349	0.0101229	6.72448e-05	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
4.1911	0	0	0	0	1060	0	0	0	0	0	0	0	-3.7662	0.0738582	0.102137	-0.0407746	-0.0971681	-0.139781	-0.0506287	-0.0957658	-0.137509	-0.0706287	-0.0557658	-0.137509	-0.0502196	0.0242342	-0.137509	0.0143369	-1.85757	-0.137509	-0.0530346	0	0	0	0	0	0.0710349	0.0101229	0.000348801	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
4.19939	0	0	0	0	1060	0	0	0	0	0	0	0	-3.7662	0.0738582	0.102137	-0.0407746	-0.0971681	-0.139781	-0.0506287	-0.0957658	-0.137509	-0.0706287	-0.0557658	-0.137509	-0.0502196	0.0242342	-0.137509	0.0143369	-1.85757	-0.137509	-0.0530346	0	0	0	0	0	0.0708604	0.0106465	0.000348801	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
4.20937	0	0	0	0	1060	0	0	0	0	0	0	0	-3.7662	0.0738582	0.102137	-0.0407746	-0.0971681	-0.139781	-0.0506287	-0.0957658	-0.137509	-0.0706287	-0.0557658	-0.137509	-0.0502196	0.0242342	-0.137509	0.0143369	-1.85757	-0.137509	-0.0530346	0	0	0	0	0	0.0706858	0.010821	0.000348801	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
4.21936	0	0	0	0	1060	0	0	0	0	0	0	0	-3.7662	0.0738582	0.102137	-0.0407746	-0.0971681	-0.139781	-0.0506287	-0.0957658	-0.137509	-0.0706287	-0.0557658	-0.137509	-0.0502196	0.0242342	-0.137509	0.0143369	-1.85757	-0.137509	-0.0530346	0	0	0	0	0	0.0705113	0.0113446	0.000348801	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
4.22942	0	0	0	0	1060	0	0	0	0	0	0	0	-3.7662	0.0738582	0.102137	-0.0407746	-0.0971681	-0.139781	-0.0506287	-0.0957658	-0.137509	-0.0706287	-0.0557658	-0.137509	-0.0502196	0.0242342	-0.137509	0.0143369	-1.85757	-0.137509	-0.0530346	0	0	0	0	0	0.0706858	0.0120428	0.000348801	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
4.23121	0	0	0	0	1060	0	0	0	0	0	0	0	-3.76072	0.0368758	0.0970103	0.0238632	-0.0163634	-0.135976	0.0143369	-0.0145786	-0.137509	0.00937128	-0.0145786	-0.137509	-0.0102196	-0.0145786	-0.137509	0.0143369	-0.0145786	-0.137509	0.0583679	0	0	0	0	0	0.0706858	0.0120428	0.0102447	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
4.23928	0	0	0	0	1060	0	0	0	0	0	0	0	-3.76072	0.0368758	0.0970103	0.0238632	-0.0163634	-0.135976	0.0143369	-0.0145786	-0.137509	0.00937128	-0.0145786	-0.137509	-0.0102196	-0.0145786	-0.137509	0.0143369	-0.0145786	-0.137509	0.0583679	0	0	0	0	0	0.0706858	0.0127409	0.0102447	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
4.2493	0	0	0	0	1060	0	0	0	0	0	0	0	-3.76072	0.0368758	0.0970103	0.0238632	-0.0163634	-0.135976	0.0143369	-0.0145786	-0.137509	0.00937128	-0.0145786	-0.137509	-0.0102196	-0.0145786	-0.137509	0.0143369	-0.0145786	-0.137509	0.0583679	0	0	0	0	0	0.0708604	0.01309	0.0102447	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
4.25484	0	0	0	0	1060	0	0	0	0	0	0	0	-3.75804	0.0194035	0.10335	0.114898	-0.116734	-0.0279222	0.114337	-0.114579	-0.0375088	0.0893713	-0.0945786	-0.0575088	0.0297804	-0.0545786	-0.0975088	0.28862	-0.739349	0.224327	0.135318	0	0	0	0	0	0.0708604	0.01309	0.0156931	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
4.25929	0	0	0	0	1060	0	0	0	0	0	0	0	-3.75804	0.0194035	0.10335	0.114898	-0.116734	-0.0279222	0.114337	-0.114579	-0.0375088	0.0893713	-0.0945786	-0.0575088	0.0297804	-0.0545786	-0.0975088	0.28862	-0.739349	0.224327	0.135318	0	0	0	0	0	0.0708604	0.0137881	0.0156931	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
4.26927	0	0	0	0	1060	0	0	0	0	0	0	0	-3.75804	0.0194035	0.10335	0.114898	-0.116734	-0.0279222	0.114337	-0.114579	-0.0375088	0.0893713	-0.0945786	-0.0575088	0.0297804	-0.0545786	-0.0975088	0.28862	-0.739349	0.224327	0.135318	0	0	0	0	0	0.0705113	0.0143117	0.0156931	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
4.27938	0	0	0	0	1060	0	0	0	0	0	0	0	-3.75804	0.0194035	0.10335	0.114898	-0.116734	-0.0279222	0.114337	-0.114579	-0.0375088	0.0893713	-0.0945786	-0.0575088	0.0297804	-0.0545786	-0.0975088	0.28862	-0.739349	0.224327	0.135318	0	0	0	0	0	0.0699877	0.0148353	0.0156931	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
4.28929	0	0	0	0	1060	0	0	0	0	0	0	0	-3.75804	0.0194035	0.10335	0.114898	-0.116734	-0.0279222	0.114337	-0.114579	-0.0375088	0.0893713	-0.0945786	-0.0575088	0.0297804	-0.0545786	-0.0975088	0.28862	-0.739349	0.224327	0.135318	0	0	0	0	0	0.0698132	0.0151844	0.0156931	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
4.29588	0	0	0	0	1080	0	0	0	0	0	0	0	-3.75444	0.0360117	0.0999271	0.0237314	-0.0168033	-0.135946	0.0143369	-0.0145786	-0.137509	0.00937128	-0.0145786	-0.137509	-0.0102196	-0.0145786	-0.137509	-0.0667846	0.405266	-0.194467	0.119864	0	0	0	0	0	0.0698132	0.0151844	0.0111271	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
4.29931	0	0	0	0	1080	0	0	0	0	0	0	0	-3.75444	0.0360117	0.0999271	0.0237314	-0.0168033	-0.135946	0.0143369	-0.0145786	-0.137509	0.00937128	-0.0145786	-0.137509	-0.0102196	-0.0145786	-0.137509	-0.0667846	0.405266	-0.194467	0.119864	0	0	0	0	0	0.0692896	0.0155334	0.0111271	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
4.30927	0	0	0	0	1080	0	0	0	0	0	0	0	-3.75444	0.0360117	0.0999271	0.0237314	-0.0168033	-0.135946	0.0143369	-0.0145786	-0.137509	0.00937128	-0.0145786	-0.137509	-0.0102196	-0.0145786	-0.137509	-0.0667846	0.405266	-0.194467	0.119864	0	0	0	0	0	0.0689405	0.016057	0.0111271	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
4.31928	0	0	0	0	1080	0	0	0	0	0	0	0	-3.75444	0.0360117	0.0999271	0.0237314	-0.0168033	-0.135946	0.0143369	-0.0145786	-0.137509	0.00937128	-0.0145786	-0.137509	-0.0102196	-0.0145786	-0.137509	-0.0667846	0.405266	-0.194467	0.119864	0	0	0	0	0	0.068766	0.016057	0.0111271	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
4.32031	0	0	0	0	1080	0	0	0	0	0	0	0	-3.75388	0.0194035	0.107897	0.0235273	-0.115485	-0.0341273	0.0228004	-0.114579	-0.0375088	0.0228004	-0.0945786	-0.0575088	0.0228004	-0.0545786	-0.0975088	0.0228004	-0.739349	0.936808	0.0492039	0	0	0	0	0	0.068766	0.016057	0.0156931	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
4.3293	0	0	0	0	1080	0	0	0	0	0	0	0	-3.75388	0.0194035	0.107897	0.0235273	-0.115485	-0.0341273	0.0228004	-0.114579	-0.0375088	0.0228004	-0.0945786	-0.0575088	0.0228004	-0.0545786	-0.0975088	0.0228004	-0.739349	0.936808	0.0492039	0	0	0	0	0	0.0685914	0.0162316	0.0156931	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
4.33939	0	0	0	0	1080	0	0	0	0	0	0	0	-3.75388	0.0194035	0.107897	0.0235273	-0.115485	-0.0341273	0.0228004	-0.114579	-0.0375088	0.0228004	-0.0945786	-0.0575088	0.0228004	-0.0545786	-0.0975088	0.0228004	-0.739349	0.936808	0.0492039	0	0	0	0	0	0.0682424	0.0165806	0.0156931	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
4.3494	0	0	0	0	1080	0	0	0	0	0	0	0	-3.75388	0.0194035	0.107897	0.0235273	-0.115485	-0.0341273	0.0228004	-0.114579	-0.0375088	0.0228004	-0.0945786	-0.0575088	0.0228004	-0.0545786	-0.0975088	0.0228004	-0.739349	0.936808	0.0492039	0	0	0	0	0	0.0682424	0.0169297	0.0156931	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
4.35941	0	0	0	0	1080	0	0	0	0	0	0	0	-3.75388	0.0194035	0.107897	0.0235273	-0.115485	-0.0341273	0.0228004	-0.114579	-0.0375088	0.0228004	-0.0945786	-0.0575088	0.0228004	-0.0545786	-0.0975088	0.0228004	-0.739349	0.936808	0.0492039	0	0	0	0	0	0.0682424	0.0171042	0.0156931	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
4.36499	0	0	0	0	1080	0	0	0	0	0	0	0	-3.75388	0.0220815	0.0999271	0.031897	-0.0172463	-0.135374	0.0228004	-0.0145786	-0.137509	0.0228004	-0.0145786	-0.137509	0.0228004	-0.0145786	-0.137509	0.0228004	0.386495	-0.194467	0.0106569	0	0	0	0	0	0.0682424	0.0171042	0.0154191	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
4.36928	0	0	0	0	1080	0	0	0	0	0	0	0	-3.75388	0.0220815	0.0999271	0.031897	-0.0172463	-0.135374	0.0228004	-0.0145786	-0.137509	0.0228004	-0.0145786	-0.137509	0.0228004	-0.0145786	-0.137509	0.0228004	0.386495	-0.194467	0.0106569	0	0	0	0	0	0.0682424	0.0174533	0.0154191	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
4.37931	0	0	0	0	1080	0	0	0	0	0	0	0	-3.75388	0.0220815	0.0999271	0.031897	-0.0172463	-0.135374	0.0228004	-0.0145786	-0.137509	0.0228004	-0.0145786	-0.137509	0.0228004	-0.0145786	-0.137509	0.0228004	0.386495	-0.194467	0.0106569	0	0	0	0	0	0.0678933	0.0176278	0.0154191	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
4.38928	0	0	0	0	1080	0	0	0	0	0	0	0	-3.75388	0.0220815	0.0999271	0.031897	-0.0172463	-0.135374	0.0228004	-0.0145786	-0.137509	0.0228004	-0.0145786	-0.137509	0.0228004	-0.0145786	-0.137509	0.0228004	0.386495	-0.194467	0.0106569	0	0	0	0	0	0.0675442	0.0176278	0.0154191	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
4.38951	0	0	0	0	1080	0	0	0	0	0	0	0	-3.75234	0.0220815	0.0884071	0.0391881	0.0212733	-0.235812	0.0228004	0.0257953	-0.237509	0.0228004	0.0257953	-0.217509	0.0228004	0.0254214	-0.177509	0.0228004	0.0257953	-0.334437	0.0295402	0	0	0	0	0	0.0675442	0.0176278	0.0160259	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
4.39929	0	0	0	0	1100	0	0	0	0	0	0	0	-3.75234	0.0220815	0.0884071	0.0391881	0.0212733	-0.235812	0.0228004	0.0257953	-0.237509	0.0228004	0.0257953	-0.217509	0.0228004	0.0254214	-0.177509	0.0228004	0.0257953	-0.334437	0.0295402	0	0	0	0	0	0.0673697	0.0178024	0.0160259	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
4.40929	0	0	0	0	1100	0	0	0	0	0	0	0	-3.75234	0.0220815	0.0884071	0.0391881	0.0212733	-0.235812	0.0228004	0.0257953	-0.237509	0.0228004	0.0257953	-0.217509	0.0228004	0.0254214	-0.177509	0.0228004	0.0257953	-0.334437	0.0295402	0	0	0	0	0	0.0668461	0.0178024	0.0160259	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
4.41927	0	0	0	0	1100	0	0	0	0	0	0	0	-3.75234	0.0220815	0.0884071	0.0391881	0.0212733	-0.235812	0.0228004	0.0257953	-0.237509	0.0228004	0.0257953	-0.217509	0.0228004	0.0254214	-0.177509	0.0228004	0.0257953	-0.334437	0.0295402	0	0	0	0	0	0.066148	0.0179769	0.0160259	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
4.42854	0	0	0	0	1100	0	0	0	0	0	0	0	-3.75234	0.0220815	0.0884071	0.0341311	0.019617	-0.333316	0.0116393	0.0257953	-0.334437	0.0116393	0.0257953	-0.297509	0.0116393	0.0257953	-0.217509	0.0116393	0.0257953	-0.334437	0.0258158	0	0	0	0	0	0.066148	0.0179769	0.0160259	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
4.42932	0	0	0	0	1100	0	0	0	0	0	0	0	-3.75234	0.0220815	0.0884071	0.0341311	0.019617	-0.333316	0.0116393	0.0257953	-0.334437	0.0116393	0.0257953	-0.297509	0.0116393	0.0257953	-0.217509	0.0116393	0.0257953	-0.334437	0.0258158	0	0	0	0	0	0.0656244	0.0181514	0.0160259	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
4.43927	0	0	0	0	1100	0	0	0	0	0	0	0	-3.75234	0.0220815	0.0884071	0.0341311	0.019617	-0.333316	0.0116393	0.0257953	-0.334437	0.0116393	0.0257953	-0.297509	0.0116393	0.0257953	-0.217509	0.0116393	0.0257953	-0.334437	0.0258158	0	0	0	0	0	0.0652753	0.0181514	0.0160259	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
4.44929	0	0	0	0	1100	0	0	0	0	0	0	0	-3.75234	0.0220815	0.0884071	0.0341311	0.019617	-0.333316	0.0116393	0.0257953	-0.334437	0.0116393	0.0257953	-0.297509	0.0116393	0.0257953	-0.217509	0.0116393	0.0257953	-0.334437	0.0258158	0	0	0	0	0	0.0647517	0.0181514	0.0160259	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
4.45629	0	0	0	0	1100	0	0	0	0	0	0	0	-3.75432	0.0167627	0.0802034	0.0319248	-0.0804347	-0.331664	0.0116393	-0.0742047	-0.334437	0.0116393	-0.0542047	-0.334437	0.0116393	-0.0142047	-0.257509	0.0116393	-0.152522	-0.334437	-0.0329387	0	0	0	0	0	0.0647517	0.0181514	0.0179415	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
4.45932	0	0	0	0	1100	0	0	0	0	0	0	0	-3.75432	0.0167627	0.0802034	0.0319248	-0.0804347	-0.331664	0.0116393	-0.0742047	-0.334437	0.0116393	-0.0542047	-0.334437	0.0116393	-0.0142047	-0.257509	0.0116393	-0.152522	-0.334437	-0.0329387	0	0	0	0	0	0.0642281	0.018326	0.0179415	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
4.46937	0	0	0	0	1100	0	0	0	0	0	0	0	-3.75432	0.0167627	0.0802034	0.0319248	-0.0804347	-0.331664	0.0116393	-0.0742047	-0.334437	0.0116393	-0.0542047	-0.334437	0.0116393	-0.0142047	-0.257509	0.0116393	-0.152522	-0.334437	-0.0329387	0	0	0	0	0	0.0638791	0.018326	0.0179415	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
4.47929	0	0	0	0	1100	0	0	0	0	0	0	0	-3.75432	0.0167627	0.0802034	0.0319248	-0.0804347	-0.331664	0.0116393	-0.0742047	-0.334437	0.0116393	-0.0542047	-0.334437	0.0116393	-0.0142047	-0.257509	0.0116393	-0.152522	-0.334437	-0.0329387	0	0	0	0	0	0.0637045	0.018326	0.0179415	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
4.4894	0	0	0	0	1100	0	0	0	0	0	0	0	-3.75432	0.0167627	0.0802034	0.0319248	-0.0804347	-0.331664	0.0116393	-0.0742047	-0.334437	0.0116393	-0.0542047	-0.334437	0.0116393	-0.0142047	-0.257509	0.0116393	-0.152522	-0.334437	-0.0329387	0	0	0	0	0	0.06353	0.018326	0.0179415	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
4.48994	0	0	0	0	1120	0	0	0	0	0	0	0	-3.75507	0.0164628	0.0910808	-0.0648448	-0.155434	-0.236228	-0.0770982	-0.152522	-0.234437	-0.0683607	-0.134205	-0.254437	-0.0283607	-0.0542047	-0.217509	-0.0770982	-0.152522	0.278759	-0.0456441	0	0	0	0	0	0.06353	0.018326	0.018389	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
4.49931	0	0	0	0	1120	0	0	0	0	0	0	0	-3.75507	0.0164628	0.0910808	-0.0648448	-0.155434	-0.236228	-0.0770982	-0.152522	-0.234437	-0.0683607	-0.134205	-0.254437	-0.0283607	-0.0542047	-0.217509	-0.0770982	-0.152522	0.278759	-0.0456441	0	0	0	0	0	0.0633555	0.018326	0.018389	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
4.50936	0	0	0	0	1120	0	0	0	0	0	0	0	-3.75507	0.0164628	0.0910808	-0.0648448	-0.155434	-0.236228	-0.0770982	-0.152522	-0.234437	-0.0683607	-0.134205	-0.254437	-0.0283607	-0.0542047	-0.217509	-0.0770982	-0.152522	0.278759	-0.0456441	0	0	0	0	0	0.0633555	0.0185005	0.018389	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
4.51931	0	0	0	0	1120	0	0	0	0	0	0	0	-3.75507	0.0164628	0.0910808	-0.0648448	-0.155434	-0.236228	-0.0770982	-0.152522	-0.234437	-0.0683607	-0.134205	-0.254437	-0.0283607	-0.0542047	-0.217509	-0.0770982	-0.152522	0.278759	-0.0456441	0	0	0	0	0	0.0633555	0.0185005	0.018389	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
4.52517	0	0	0	0	1120	0	0	0	0	0	0	0	-3.75432	-0.0038718	0.105471	0.0252793	-0.25542	-0.128401	0.0229018	-0.252522	-0.134437	0.0116393	-0.214205	-0.174437	0.0116393	-0.0942047	-0.177509	0.0268281	-0.57708	0.443679	0.00633413	0	0	0	0	0	0.0633555	0.0185005	0.0241338	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
4.52931	0	0	0	0	1120	0	0	0	0	0	0	0	-3.75432	-0.0038718	0.105471	0.0252793	-0.25542	-0.128401	0.0229018	-0.252522	-0.134437	0.0116393	-0.214205	-0.174437	0.0116393	-0.0942047	-0.177509	0.0268281	-0.57708	0.443679	0.00633413	0	0	0	0	0	0.0631809	0.0185005	0.0241338	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
4.53931	0	0	0	0	1120	0	0	0	0	0	0	0	-3.75432	-0.0038718	0.105471	0.0252793	-0.25542	-0.128401	0.0229018	-0.252522	-0.134437	0.0116393	-0.214205	-0.174437	0.0116393	-0.0942047	-0.177509	0.0268281	-0.57708	0.443679	0.00633413	0	0	0	0	0	0.0630064	0.0185005	0.0241338	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
4.54929	0	0	0	0	1120	0	0	0	0	0	0	0	-3.75432	-0.0038718	0.105471	0.0252793	-0.25542	-0.128401	0.0229018	-0.252522	-0.134437	0.0116393	-0.214205	-0.174437	0.0116393	-0.0942047	-0.177509	0.0268281	-0.57708	0.443679	0.00633413	0	0	0	0	0	0.0630064	0.018326	0.0241338	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
4.5586	0	0	0	0	1120	0	0	0	0	0	0	0	-3.74806	0.00229291	0.119092	0.0563165	-0.154307	-0.0281297	0.0576599	-0.152522	-0.0344372	0.0576599	-0.134205	-0.0944372	0.0516393	-0.0542047	-0.137509	0.0576599	0.18444	0.443679	0.11683	0	0	0	0	0	0.0630064	0.018326	0.0222275	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
4.55931	0	0	0	0	1120	0	0	0	0	0	0	0	-3.74806	0.00229291	0.119092	0.0563165	-0.154307	-0.0281297	0.0576599	-0.152522	-0.0344372	0.0576599	-0.134205	-0.0944372	0.0516393	-0.0542047	-0.137509	0.0576599	0.18444	0.443679	0.11683	0	0	0	0	0	0.0630064	0.018326	0.0222275	0	0	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
