time 	e1	e2	ctrlpitch	ctrlroll	ctrlthrust	ctrlyaw	ex	ey	ez	dex	dey	dez	cumulx	cumuly	cumulz	x	y	z	xp	yp	zp	xgoal	ygoal	zgoal	dxr	dyr	dzr	dxd	dyd	dzd	pitch	roll	yaw	kpx	kpy	kpz	kix	kiy	kiz	kdx	kdy	kdz	ktg	dist	step	pitchoff	ke1	ke2	gravity
7.18978	-4.03005	-0.120149	50	-18	1450	50	0.19996	-0.00352823	0.0018698	-0.00807031	-0.0307308	0.0685521	0.000386123	-6.813e-06	3.61059e-06	-3.90447	0.750372	0.120149	-3.90447	0.750372	0.120149	-3.71847	0.677089	0.114189	0.00807031	0.0307308	-0.0685521	0.185995	-0.0732831	-0.00596003	0.0383972	0.0427606	-0.357295	-150	150	-200	-0	0	-0	-600	600	-600	0	0.2	0.18	174	-1	-1	2561	
7.19789	-4.03005	-0.120149	100	-18	1500	100	0.19996	-0.00352855	0.00186919	-0.00807031	-0.0307427	0.0685468	0.0020074	-3.54225e-05	1.87659e-05	-3.90447	0.750372	0.120149	-3.90447	0.750372	0.120149	-3.71847	0.677089	0.114189	0.00807031	0.0307427	-0.0685468	0.185995	-0.0732831	-0.00596003	0.0383972	0.042586	-0.357295	-150	150	-200	-0	0	-0	-600	600	-600	0	0.2	0.18	174	-1	-1	2561	
7.20785	-4.03005	-0.120149	148	-18	1550	150	0.19996	-0.00352823	0.0018698	-0.00807031	-0.0307308	0.0685521	0.0039982	-7.05495e-05	3.73817e-05	-3.90447	0.750372	0.120149	-3.90447	0.750372	0.120149	-3.71847	0.677089	0.114189	0.00807031	0.0307308	-0.0685521	0.185995	-0.0732831	-0.00596003	0.0383972	0.0427606	-0.357295	-150	150	-200	-0	0	-0	-600	600	-600	0	0.2	0.18	174	-1	-1	2561	
7.21783	-4.03005	-0.120149	148	-18	1600	200	0.19996	-0.00352972	0.00183493	-0.00805859	-0.0307307	0.0685535	0.00599461	-0.00010579	5.57017e-05	-3.90447	0.750372	0.120149	-3.90447	0.750372	0.120149	-3.71847	0.677089	0.114189	0.00805859	0.0307307	-0.0685535	0.185995	-0.0732831	-0.00596003	0.0382227	0.0427606	-0.357295	-150	150	-200	-0	0	-0	-600	600	-600	0	0.2	0.18	174	-1	-1	2561	
7.22195	-4.03005	-0.120149	133	29	1650	249	0.202834	-0.00197095	0.000960149	0.0164121	0.0490805	-0.00403993	0.00682927	-0.000113901	5.96527e-05	-3.90773	0.749762	0.121066	-3.90447	0.750372	0.120149	-3.71847	0.677089	0.114189	-0.0164121	-0.0490805	0.00403993	0.185995	-0.0732831	-0.00596003	0.0382227	0.0427606	-0.356716	-150	150	-200	-0	0	-0	-600	600	-600	0	0.2	0.18	174	-1	-1	2561	
7.22784	-4.03005	-0.120149	133	29	1700	249	0.202834	-0.00197112	0.000959805	0.0164121	0.0490812	-0.00403137	0.00802518	-0.000125522	6.53117e-05	-3.90773	0.749762	0.121066	-3.90447	0.750372	0.120149	-3.71847	0.677089	0.114189	-0.0164121	-0.0490812	0.00403137	0.185995	-0.0732831	-0.00596003	0.0382227	0.042586	-0.356716	-150	150	-200	-0	0	-0	-600	600	-600	0	0.2	0.18	174	-1	-1	2561	
7.23783	-4.03005	-0.120149	133	29	1750	249	0.202834	-0.00197129	0.000959461	0.0164121	0.0490819	-0.0040228	0.0100501	-0.000145202	7.489e-05	-3.90773	0.749762	0.121066	-3.90447	0.750372	0.120149	-3.71847	0.677089	0.114189	-0.0164121	-0.0490819	0.0040228	0.185995	-0.0732831	-0.00596003	0.0382227	0.0424115	-0.356716	-150	150	-200	-0	0	-0	-600	600	-600	0	0.2	0.18	174	-1	-1	2561	
7.24784	-4.03005	-0.120149	133	29	1800	249	0.202835	-0.00197279	0.000924092	0.0164118	0.0490817	-0.00402566	0.0120819	-0.000164963	8.41466e-05	-3.90773	0.749762	0.121066	-3.90447	0.750372	0.120149	-3.71847	0.677089	0.114189	-0.0164118	-0.0490817	0.00402566	0.185995	-0.0732831	-0.00596003	0.0380482	0.0424115	-0.356716	-150	150	-200	-0	0	-0	-600	600	-600	0	0.2	0.18	174	-1	-1	2561	
7.25334	-4.03005	-0.120149	131	18	1850	248	0.20382	-0.00172507	0.000653973	0.0206934	0.0312508	-0.00999764	0.0132017	-0.000174441	8.77395e-05	-3.90877	0.749762	0.121363	-3.90447	0.750372	0.120149	-3.71847	0.677089	0.114189	-0.0206934	-0.0312508	0.00999764	0.185995	-0.0732831	-0.00596003	0.0380482	0.0424115	-0.356202	-150	150	-200	-0	0	-0	-600	600	-600	0	0.2	0.18	174	-1	-1	2561	
7.25789	-4.03005	-0.120149	131	18	1900	248	0.20382	-0.00172668	0.00061813	0.0206919	0.0312524	-0.00999579	0.0141286	-0.000182294	9.05508e-05	-3.90877	0.749762	0.121363	-3.90447	0.750372	0.120149	-3.71847	0.677089	0.114189	-0.0206919	-0.0312524	0.00999579	0.185995	-0.0732831	-0.00596003	0.0378736	0.042237	-0.356202	-150	150	-200	-0	0	-0	-600	600	-600	0	0.2	0.18	174	-1	-1	2561	
