time ;e1;e2;e1Ori;ctrlpitch;ctrlroll;ctrlthrust;ctrlyaw;edx;edy;edz;cumulx;cumuly;cumulz;x_pred;y_pred;z_pred;dxr_pred;dyr_pred;dzr_pred;dxrT;dyrT;dzrT;dxrUn;dyrUn;dzrUn;x;y;z;dx;dy;dz;ux;uy;uz;dxd;dyd;dzd;Perpx;Tangx;Perpy;Tangy;Perpz;Tanz;ax;ay;az;err_sti_x;err_sti_y;err_sti_z;err_sti_dx;err_sti_dy;err_sti_dz;pitch;roll;yaw;yawd;eyaw;kpvx;kpvy;kpvz;kpyaw;kivx;kivy;kivz;kdvx;kdvy;kdvz;kdyaw;ktg;veld;pitchoff;ke1;ke2;gravity;thr_vel;var;ampli
20,5323;-3,69134;-0,72957;-3,69134;-50;-50;1450;-50;0,236013;-0,163492;-0,166898;0,00128745;-0,000891849;-0,00091043;-4,02167;0,627635;0,911962;-0,0999634;0,0254534;0,122409;-0,0982543;0,0314109;0,122409;-0,100019;0,0314109;0,122409;-4,02167;0,627635;0,911962;-0,100019;0,0314109;0,122409;0,350314;-0,102229;2,84644;0,136049;-0,138039;-0,044489;0,097148;0,0316015;-0,166646;0,0184225;-0,0381245;-0;0;0;9,81;0;0;0;0;0;0;0,0338594;0,0123918;-0,0600926;-0,208078;-0,147446;-1000;1000;-550;1500;-10;10;-10;-0;0;-0;200;0,7;0,2;170;-1,2;-0,8;2555;0,07;0,35;0,8
20,5369;-3,69134;-0,72957;-3,69134;-66;-100;1500;-100;0,236013;-0,163492;-0,166898;0,00237264;-0,00164358;-0,00167783;-4,02167;0,627635;0,911962;-0,0999634;0,0254534;0,122409;-0,0982543;0,0314109;0,122409;-0,100019;0,0314109;0,122409;-4,02167;0,627635;0,911962;-0,100019;0,0314109;0,122409;0,350314;-0,102229;2,84644;0,136049;-0,138039;-0,044489;0,097148;0,0316015;-0,166646;0,0184225;-0,0381245;-0;0,256232;0,0787054;3,45845;0;0;0;0;0;0;0,0338594;0,0123918;-0,0600926;-0,208078;-0,147446;-1000;1000;-550;1500;-10;10;-10;-0;0;-0;200;0,7;0,2;170;-1,2;-0,8;2555;0,07;0,35;0,8
20,5468;-3,69134;-0,72957;-3,69134;-66;-150;1550;-150;0,23602;-0,163461;-0,166899;0,0047149;-0,00326577;-0,00333413;-4,02167;0,627635;0,911962;-0,0999634;0,0254534;0,122409;-0,0982543;0,0314109;0,122409;-0,100019;0,0314109;0,122409;-4,02167;0,627635;0,911962;-0,100019;0,0314109;0,122409;0,350314;-0,102229;2,84644;0,136057;-0,138008;-0,0444896;0,097148;0,0316015;-0,166646;0,0184225;-0,0381245;-0;0,257341;0,0798141;3,45843;0;0;0;0;0;0;0,0336849;0,0125664;-0,0600926;-0,208078;-0,147446;-1000;1000;-550;1500;-10;10;-10;-0;0;-0;200;0,7;0,2;170;-1,2;-0,8;2555;0,07;0,35;0,8
20,5568;-3,69134;-0,72957;-3,69134;-66;-163;1600;-200;0,23602;-0,163461;-0,166899;0,00707393;-0,00489957;-0,00500229;-4,02167;0,627635;0,911962;-0,0999634;0,0254534;0,122409;-0,0982543;0,0314109;0,122409;-0,100019;0,0314109;0,122409;-4,02167;0,627635;0,911962;-0,100019;0,0314109;0,122409;0,350314;-0,102229;2,84644;0,136057;-0,138008;-0,0444896;0,097148;0,0316015;-0,166646;0,0184225;-0,0381245;-0;0,257342;0,0798146;3,45839;0;0;0;0;0;0;0,0336849;0,0125664;-0,0600926;-0,208078;-0,147446;-1000;1000;-550;1500;-10;10;-10;-0;0;-0;200;0,7;0,2;170;-1,2;-0,8;2555;0,07;0,35;0,8
20,5578;-3,69134;-0,72957;-3,69134;-16;-167;1650;-220;0,166147;-0,167665;-0,166899;0,00723376;-0,00506086;-0,00516284;-4,02167;0,627635;0,911962;-0,0300898;0,0296574;0,122409;-0,0282543;0,0314109;0,122409;-0,0282543;0,0314109;0,122409;-4,02167;0,627635;0,911962;-0,0282543;0,0314109;0,122409;0,322554;-0,327592;2,34161;0,136057;-0,138008;-0,0444896;0,097148;0,0316015;-0,166646;0,0184225;-0,0381245;-0;0,257344;0,0798151;3,45835;0;0;0;0;0;0;0,0336849;0,0125664;-0,0600926;-0,208078;-0,147446;-1000;1000;-550;1500;-10;10;-10;-0;0;-0;200;0,7;0,2;170;-1,2;-0,8;2555;0,07;0,35;0,8
20,5668;-3,69134;-0,72957;-3,69134;3;-167;1700;-220;0,166147;-0,167634;-0,166923;0,00873307;-0,00657359;-0,00666916;-4,02167;0,627635;0,911962;-0,0300898;0,0296574;0,122409;-0,0282543;0,0314109;0,122409;-0,0282543;0,0314109;0,122409;-4,02167;0,627635;0,911962;-0,0282543;0,0314109;0,122409;0,322554;-0,327592;2,34161;0,136057;-0,137977;-0,044514;0,097148;0,0316015;-0,166646;0,0184225;-0,0381245;-0;0,257344;0,0809236;3,45835;0;0;0;0;0;0;0,0336849;0,0127409;-0,0600926;-0,208078;-0,147446;-1000;1000;-550;1500;-10;10;-10;-0;0;-0;200;0,7;0,2;170;-1,2;-0,8;2555;0,07;0,35;0,8
20,5769;-3,69134;-0,72957;-3,69134;3;-167;1750;-220;0,166139;-0,167634;-0,166947;0,0104013;-0,0082568;-0,00834547;-4,02167;0,627635;0,911962;-0,0300898;0,0296574;0,122409;-0,0282543;0,0314109;0,122409;-0,0282543;0,0314109;0,122409;-4,02167;0,627635;0,911962;-0,0282543;0,0314109;0,122409;0,322554;-0,327592;2,34161;0,136049;-0,137977;-0,0445377;0,097148;0,0316015;-0,166646;0,0184225;-0,0381245;-0;0,256239;0,0809245;3,45828;0;0;0;0;0;0;0,0338594;0,0127409;-0,0600926;-0,208078;-0,147446;-1000;1000;-550;1500;-10;10;-10;-0;0;-0;200;0,7;0,2;170;-1,2;-0,8;2555;0,07;0,35;0,8
20,5869;-3,69134;-0,72957;-3,69134;3;-167;1800;-220;0,166139;-0,167603;-0,166971;0,0120618;-0,009932;-0,0100144;-4,02167;0,627635;0,911962;-0,0300898;0,0296574;0,122409;-0,0282543;0,0314109;0,122409;-0,0282543;0,0314109;0,122409;-4,02167;0,627635;0,911962;-0,0282543;0,0314109;0,122409;0,322554;-0,327592;2,34161;0,136049;-0,137946;-0,0445621;0,097148;0,0316015;-0,166646;0,0184225;-0,0381245;-0;0,256242;0,0820339;3,45821;0;0;0;0;0;0;0,0338594;0,0129154;-0,0600926;-0,208078;-0,147446;-1000;1000;-550;1500;-10;10;-10;-0;0;-0;200;0,7;0,2;170;-1,2;-0,8;2555;0,07;0,35;0,8
20,5876;-3,65923;-0,723896;-3,65923;53;-161;1850;-220;0,0959103;-0,16181;-0,0969995;0,0121353;-0,0100559;-0,0100887;-4,01844;0,623688;0,904869;0,0403913;0,0241228;0,0524092;0,0417457;0,0216949;0,0524092;0,0632108;0,0216949;-0,0442589;-4,02091;0,622804;0,907094;0,0618101;0,0221036;-0,0556401;0,221097;-0,346211;1,82243;0,136302;-0,137688;-0,0445902;0,097318;0,0318458;-0,166473;0,0186167;-0,0381474;-0;0,256245;0,0820348;3,45813;0;0;0;0;0;0;0,0338594;0,0129154;-0,0591026;-0,207277;-0,147632;-1000;1000;-550;1500;-10;10;-10;-0;0;-0;200;0,7;0,2;170;-1,2;-0,8;2555;0,07;0,35;0,8
20,5969;-3,65923;-0,723896;-3,65923;73;-161;1900;-220;0,0959028;-0,16181;-0,0970233;0,0130236;-0,0115546;-0,0109873;-4,01844;0,623688;0,904869;0,0403913;0,0241228;0,0524092;0,0417457;0,0216949;0,0524092;0,0632108;0,0216949;-0,0442589;-4,02091;0,622804;0,907094;0,0618101;0,0221036;-0,0556401;0,221097;-0,346211;1,82243;0,136294;-0,137688;-0,044614;0,097318;0,0318458;-0,166473;0,0186167;-0,0381474;-0;0,251428;0,0808421;3,55048;0;0;0;0;0;0;0,0340339;0,0129154;-0,0591026;-0,207277;-0,147632;-1000;1000;-550;1500;-10;10;-10;-0;0;-0;200;0,7;0,2;170;-1,2;-0,8;2555;0,07;0,35;0,8
