time 	e1	e2	ctrlpitch	ctrlroll	ctrlthrust	ctrlyaw	edx	edy	edz	cumulx	cumuly	cumulz	x	y	z	dxr	dyr	dzr	dxrT	dyrT	dzrT	dxr3	dyr3	dzr3	dxr4	dyr4	dzr4	dxr5	dyr5	dzr5	dxd	dyd	dzd	pitch	roll	yaw	yawd	eyaw	kpvx	kpvy	kpvz	kivx	kivy	kivz	kdvx	kdvy	kdvz	ktg	veld	pitchoff	ke1	ke2	gravity
11.6938	-2.39851	-0.0264232	213	261	2514	199	-0.0632809	0.394516	0.0910478	0.789774	0.896177	-0.035994	-3.5881	-0.390865	0.0264232	0.256944	-0.348273	-0.072175	0.235358	-0.349531	-0.122305	0.235358	-0.429531	-0.0869239	0.168475	-0.492069	0.0330761	0.235358	-1.08126	-0.309345	0.193663	0.046243	0.0188727	0.121649	0.0567232	-0.0246601	0.108506	0.132773	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
11.6977	-2.39851	-0.0264232	213	285	2514	199	-0.0632809	0.394516	0.0910478	0.789526	0.897723	-0.0356373	-3.5881	-0.390865	0.0264232	0.256944	-0.348273	-0.072175	0.235358	-0.349531	-0.122305	0.235358	-0.429531	-0.0869239	0.168475	-0.492069	0.0330761	0.235358	-1.08126	-0.309345	0.193663	0.046243	0.0188727	0.123569	0.055676	-0.0246601	0.108506	0.132773	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
11.7077	-2.39851	-0.0264232	213	285	2514	199	-0.0632809	0.394516	0.0910478	0.788893	0.901667	-0.034727	-3.5881	-0.390865	0.0264232	0.256944	-0.348273	-0.072175	0.235358	-0.349531	-0.122305	0.235358	-0.429531	-0.0869239	0.168475	-0.492069	0.0330761	0.235358	-1.08126	-0.309345	0.193663	0.046243	0.0188727	0.125315	0.0546288	-0.0246601	0.108506	0.132773	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
11.7177	-2.39851	-0.0264232	213	285	2514	199	-0.0632809	0.394516	0.0910478	0.788263	0.905599	-0.0338196	-3.5881	-0.390865	0.0264232	0.256944	-0.348273	-0.072175	0.235358	-0.349531	-0.122305	0.235358	-0.429531	-0.0869239	0.168475	-0.492069	0.0330761	0.235358	-1.08126	-0.309345	0.193663	0.046243	0.0188727	0.127235	0.0535816	-0.0246601	0.108506	0.132773	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
11.7212	-2.35702	-0.0264232	263	335	2564	218	-0.155318	0.491928	-0.0178312	0.787716	0.907331	-0.0338824	-3.56898	-0.435232	0.0264232	0.3474	-0.439754	0.0373852	0.335358	-0.449531	-0.0304134	0.315358	-0.495985	-0.0304134	0.208475	-0.495985	-0.0069239	0.422419	-0.495985	-0.0304134	0.192082	0.0521733	0.019554	0.127235	0.0535816	-0.0246601	0.12135	0.145492	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
11.7277	-2.35702	-0.0264232	277	353	2569	218	-0.155318	0.491928	-0.0178312	0.786701	0.910545	-0.0339989	-3.56898	-0.435232	0.0264232	0.3474	-0.439754	0.0373852	0.335358	-0.449531	-0.0304134	0.315358	-0.495985	-0.0304134	0.208475	-0.495985	-0.0069239	0.422419	-0.495985	-0.0304134	0.192082	0.0521733	0.019554	0.128107	0.0532325	-0.0246601	0.12135	0.145492	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
11.7377	-2.35702	-0.0264232	277	353	2569	218	-0.155318	0.491928	-0.0178312	0.785151	0.915455	-0.0341769	-3.56898	-0.435232	0.0264232	0.3474	-0.439754	0.0373852	0.335358	-0.449531	-0.0304134	0.315358	-0.495985	-0.0304134	0.208475	-0.495985	-0.0069239	0.422419	-0.495985	-0.0304134	0.192082	0.0521733	0.019554	0.129852	0.0521853	-0.0246601	0.12135	0.145492	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
11.7477	-2.35702	-0.0264232	277	353	2569	218	-0.155318	0.491928	-0.0178312	0.783601	0.920363	-0.0343548	-3.56898	-0.435232	0.0264232	0.3474	-0.439754	0.0373852	0.335358	-0.449531	-0.0304134	0.315358	-0.495985	-0.0304134	0.208475	-0.495985	-0.0069239	0.422419	-0.495985	-0.0304134	0.192082	0.0521733	0.019554	0.131947	0.0511381	-0.0246601	0.12135	0.145492	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
11.7561	-2.32741	-0.0480154	327	382	2619	222	-0.229363	0.532728	-0.132187	0.78168	0.924824	-0.0354618	-3.5574	-0.448825	0.0480154	0.421062	-0.478813	0.150751	0.422419	-0.495985	0.0695866	0.395358	-0.495985	0.0495866	0.248475	-0.495985	0.0330761	0.422419	-0.495985	0.449101	0.191699	0.0539149	0.0185642	0.131947	0.0511381	-0.0235674	0.125504	0.14852	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
11.7577	-2.32741	-0.0480154	329	382	2626	222	-0.229363	0.532728	-0.132187	0.781297	0.925715	-0.035683	-3.5574	-0.448825	0.0480154	0.421062	-0.478813	0.150751	0.422419	-0.495985	0.0695866	0.395358	-0.495985	0.0495866	0.248475	-0.495985	0.0330761	0.422419	-0.495985	0.449101	0.191699	0.0539149	0.0185642	0.13247	0.0506145	-0.0235674	0.125504	0.14852	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
11.7677	-2.32741	-0.0480154	329	382	2626	222	-0.229363	0.532728	-0.132187	0.779009	0.931028	-0.0370012	-3.5574	-0.448825	0.0480154	0.421062	-0.478813	0.150751	0.422419	-0.495985	0.0695866	0.395358	-0.495985	0.0495866	0.248475	-0.495985	0.0330761	0.422419	-0.495985	0.449101	0.191699	0.0539149	0.0185642	0.134216	0.0497419	-0.0235674	0.125504	0.14852	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
11.7777	-2.32741	-0.0480154	329	382	2626	222	-0.229363	0.532728	-0.132187	0.776723	0.936339	-0.0383191	-3.5574	-0.448825	0.0480154	0.421062	-0.478813	0.150751	0.422419	-0.495985	0.0695866	0.395358	-0.495985	0.0495866	0.248475	-0.495985	0.0330761	0.422419	-0.495985	0.449101	0.191699	0.0539149	0.0185642	0.135263	0.0492183	-0.0235674	0.125504	0.14852	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
11.7877	-2.32741	-0.0480154	329	382	2626	222	-0.229363	0.532728	-0.132187	0.77443	0.941665	-0.0396405	-3.5574	-0.448825	0.0480154	0.421062	-0.478813	0.150751	0.422419	-0.495985	0.0695866	0.395358	-0.495985	0.0495866	0.248475	-0.495985	0.0330761	0.422419	-0.495985	0.449101	0.191699	0.0539149	0.0185642	0.136659	0.0490438	-0.0235674	0.125504	0.14852	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
11.7892	-2.28847	-0.0575711	279	332	2669	223	-0.152159	0.430612	-0.218538	0.774195	0.942327	-0.0399769	-3.54481	-0.449039	0.0575711	0.343708	-0.376192	0.237176	0.361032	-0.395985	0.169587	0.361032	-0.415985	0.129587	0.288475	-0.455985	0.0730761	0.361032	-0.260797	0.449101	0.191549	0.0544195	0.0186378	0.136659	0.0490438	-0.0235674	0.126004	0.149014	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
11.7978	-2.28847	-0.0575711	275	310	2669	223	-0.152159	0.430612	-0.218538	0.772887	0.946032	-0.0418567	-3.54481	-0.449039	0.0575711	0.343708	-0.376192	0.237176	0.361032	-0.395985	0.169587	0.361032	-0.415985	0.129587	0.288475	-0.455985	0.0730761	0.361032	-0.260797	0.449101	0.191549	0.0544195	0.0186378	0.137357	0.0490438	-0.0235674	0.126004	0.149014	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
11.8077	-2.28847	-0.0575711	275	310	2669	223	-0.152159	0.430612	-0.218538	0.771376	0.950306	-0.0440262	-3.54481	-0.449039	0.0575711	0.343708	-0.376192	0.237176	0.361032	-0.395985	0.169587	0.361032	-0.415985	0.129587	0.288475	-0.455985	0.0730761	0.361032	-0.260797	0.449101	0.191549	0.0544195	0.0186378	0.138405	0.0490438	-0.0235674	0.126004	0.149014	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
11.8177	-2.28847	-0.0575711	275	310	2669	223	-0.152159	0.430612	-0.218538	0.769859	0.954599	-0.0462045	-3.54481	-0.449039	0.0575711	0.343708	-0.376192	0.237176	0.361032	-0.395985	0.169587	0.361032	-0.415985	0.129587	0.288475	-0.455985	0.0730761	0.361032	-0.260797	0.449101	0.191549	0.0544195	0.0186378	0.139277	0.0492183	-0.0235674	0.126004	0.149014	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
11.8248	-2.25994	-0.0575711	227	260	2619	229	-0.083604	0.338122	-0.103871	0.769268	0.956989	-0.0469389	-3.53555	-0.449039	0.0575711	0.274808	-0.282614	0.122844	0.27934	-0.295985	0.0695866	0.281032	-0.335985	0.0495866	0.27934	-0.415985	0.0330761	0.27934	0.22282	-0.183933	0.191204	0.0555086	0.0189728	0.139277	0.0492183	-0.0270723	0.126331	0.152802	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
11.8277	-2.25994	-0.0575711	227	246	2612	229	-0.083604	0.338122	-0.103871	0.769021	0.957991	-0.0472467	-3.53555	-0.449039	0.0575711	0.274808	-0.282614	0.122844	0.27934	-0.295985	0.0695866	0.281032	-0.335985	0.0495866	0.27934	-0.415985	0.0330761	0.27934	0.22282	-0.183933	0.191204	0.0555086	0.0189728	0.139975	0.0495674	-0.0270723	0.126331	0.152802	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
11.8377	-2.25994	-0.0575711	227	246	2612	229	-0.083604	0.338122	-0.103871	0.768188	0.961358	-0.0482811	-3.53555	-0.449039	0.0575711	0.274808	-0.282614	0.122844	0.27934	-0.295985	0.0695866	0.281032	-0.335985	0.0495866	0.27934	-0.415985	0.0330761	0.27934	0.22282	-0.183933	0.191204	0.0555086	0.0189728	0.140499	0.0497419	-0.0270723	0.126331	0.152802	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
11.8477	-2.25994	-0.0575711	227	246	2612	229	-0.083604	0.338122	-0.103871	0.767353	0.964735	-0.0493186	-3.53555	-0.449039	0.0575711	0.274808	-0.282614	0.122844	0.27934	-0.295985	0.0695866	0.281032	-0.335985	0.0495866	0.27934	-0.415985	0.0330761	0.27934	0.22282	-0.183933	0.191204	0.0555086	0.0189728	0.141023	0.0497419	-0.0270723	0.126331	0.152802	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
11.8513	-2.22976	-0.0335034	236	196	2562	235	-0.0961417	0.243331	0.00195053	0.767005	0.965616	-0.0493115	-3.52569	-0.449039	0.0335034	0.286721	-0.186508	0.0192832	0.27934	-0.195985	-0.0304134	0.27934	-0.255985	-0.0304134	0.27934	-0.375985	-0.0069239	0.27934	0.22282	-0.183933	0.190579	0.0568225	0.0212337	0.141023	0.0497419	-0.0309862	0.12668	0.157014	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
11.8577	-2.22976	-0.0335034	236	180	2559	235	-0.0961417	0.243331	0.00195053	0.76639	0.967173	-0.0492991	-3.52569	-0.449039	0.0335034	0.286721	-0.186508	0.0192832	0.27934	-0.195985	-0.0304134	0.27934	-0.255985	-0.0304134	0.27934	-0.375985	-0.0069239	0.27934	0.22282	-0.183933	0.190579	0.0568225	0.0212337	0.141546	0.0499164	-0.0309862	0.12668	0.157014	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
11.8678	-2.22976	-0.0335034	236	180	2559	235	-0.0961417	0.243331	0.00195053	0.765422	0.969622	-0.0492794	-3.52569	-0.449039	0.0335034	0.286721	-0.186508	0.0192832	0.27934	-0.195985	-0.0304134	0.27934	-0.255985	-0.0304134	0.27934	-0.375985	-0.0069239	0.27934	0.22282	-0.183933	0.190579	0.0568225	0.0212337	0.141895	0.0499164	-0.0309862	0.12668	0.157014	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
11.8777	-2.22976	-0.0335034	236	180	2559	235	-0.0961417	0.243331	0.00195053	0.764471	0.97203	-0.0492601	-3.52569	-0.449039	0.0335034	0.286721	-0.186508	0.0192832	0.27934	-0.195985	-0.0304134	0.27934	-0.255985	-0.0304134	0.27934	-0.375985	-0.0069239	0.27934	0.22282	-0.183933	0.190579	0.0568225	0.0212337	0.142244	0.0499164	-0.0309862	0.12668	0.157014	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
11.8877	-2.22976	-0.0335034	236	180	2559	235	-0.0961417	0.243331	0.00195053	0.763508	0.974468	-0.0492406	-3.52569	-0.449039	0.0335034	0.286721	-0.186508	0.0192832	0.27934	-0.195985	-0.0304134	0.27934	-0.255985	-0.0304134	0.27934	-0.375985	-0.0069239	0.27934	0.22282	-0.183933	0.190579	0.0568225	0.0212337	0.142768	0.0502655	-0.0309862	0.12668	0.157014	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
11.8887	-2.15225	-0.0323422	243	130	2509	237	-0.105679	0.148429	0.106216	0.763395	0.974625	-0.0491279	-3.50137	-0.441115	0.0323422	0.296014	-0.0908835	-0.0847437	0.277209	-0.0959849	-0.130413	0.277209	-0.175985	-0.110413	0.277209	-0.335985	-0.0469239	0.277209	0.22282	-0.676764	0.190335	0.0575456	0.0214727	0.142768	0.0502655	-0.0339833	0.125323	0.158634	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
11.8977	-2.15225	-0.0323422	243	113	2507	237	-0.105679	0.148429	0.106216	0.762447	0.975957	-0.0481749	-3.50137	-0.441115	0.0323422	0.296014	-0.0908835	-0.0847437	0.277209	-0.0959849	-0.130413	0.277209	-0.175985	-0.110413	0.277209	-0.335985	-0.0469239	0.277209	0.22282	-0.676764	0.190335	0.0575456	0.0214727	0.143117	0.0507891	-0.0339833	0.125323	0.158634	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
11.9077	-2.15225	-0.0323422	243	113	2507	237	-0.105679	0.148429	0.106216	0.761389	0.977443	-0.0471116	-3.50137	-0.441115	0.0323422	0.296014	-0.0908835	-0.0847437	0.277209	-0.0959849	-0.130413	0.277209	-0.175985	-0.110413	0.277209	-0.335985	-0.0469239	0.277209	0.22282	-0.676764	0.190335	0.0575456	0.0214727	0.143292	0.0511381	-0.0339833	0.125323	0.158634	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
11.9177	-2.15225	-0.0323422	243	113	2507	237	-0.105679	0.148429	0.106216	0.760336	0.978923	-0.0460526	-3.50137	-0.441115	0.0323422	0.296014	-0.0908835	-0.0847437	0.277209	-0.0959849	-0.130413	0.277209	-0.175985	-0.110413	0.277209	-0.335985	-0.0469239	0.277209	0.22282	-0.676764	0.190335	0.0575456	0.0214727	0.143466	0.0518363	-0.0339833	0.125323	0.158634	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
11.9237	-2.13528	-0.0238352	293	163	2557	242	-0.19649	0.239434	0.0011867	0.759155	0.980361	-0.0460455	-3.49582	-0.440394	0.0238352	0.386496	-0.181084	0.021022	0.377209	-0.195985	-0.043767	0.357209	-0.255985	-0.043767	0.317209	-0.337961	-0.043767	0.618193	-0.337961	-0.043767	0.190005	0.0583497	0.0222087	0.143466	0.0518363	-0.0369146	0.125317	0.161521	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
11.9277	-2.13528	-0.0238352	306	177	2559	242	-0.19649	0.239434	0.0011867	0.758376	0.981311	-0.0460408	-3.49582	-0.440394	0.0238352	0.386496	-0.181084	0.021022	0.377209	-0.195985	-0.043767	0.357209	-0.255985	-0.043767	0.317209	-0.337961	-0.043767	0.618193	-0.337961	-0.043767	0.190005	0.0583497	0.0222087	0.143466	0.0523599	-0.0369146	0.125317	0.161521	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
11.9377	-2.13528	-0.0238352	306	177	2559	242	-0.19649	0.239434	0.0011867	0.756415	0.983701	-0.0460289	-3.49582	-0.440394	0.0238352	0.386496	-0.181084	0.021022	0.377209	-0.195985	-0.043767	0.357209	-0.255985	-0.043767	0.317209	-0.337961	-0.043767	0.618193	-0.337961	-0.043767	0.190005	0.0583497	0.0222087	0.143466	0.0532325	-0.0369146	0.125317	0.161521	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
11.9477	-2.13528	-0.0238352	306	177	2559	242	-0.19649	0.239434	0.0011867	0.754436	0.986111	-0.046017	-3.49582	-0.440394	0.0238352	0.386496	-0.181084	0.021022	0.377209	-0.195985	-0.043767	0.357209	-0.255985	-0.043767	0.317209	-0.337961	-0.043767	0.618193	-0.337961	-0.043767	0.190005	0.0583497	0.0222087	0.143641	0.0537561	-0.0369146	0.125317	0.161521	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
11.9503	-2.08193	-0.00940117	256	127	2509	241	-0.10858	0.148583	0.120841	0.754155	0.986496	-0.045704	-3.47976	-0.428578	0.00940117	0.298467	-0.0903398	-0.0973804	0.277209	-0.0959849	-0.143767	0.277209	-0.175985	-0.123767	0.277209	-0.297961	-0.083767	0.219106	0.462976	-0.542511	0.189888	0.0582432	0.0234609	0.143641	0.0537561	-0.0394506	0.122546	0.161289	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
11.9577	-2.08193	-0.00940117	245	113	2500	241	-0.10858	0.148583	0.120841	0.753353	0.987594	-0.0448111	-3.47976	-0.428578	0.00940117	0.298467	-0.0903398	-0.0973804	0.277209	-0.0959849	-0.143767	0.277209	-0.175985	-0.123767	0.277209	-0.297961	-0.083767	0.219106	0.462976	-0.542511	0.189888	0.0582432	0.0234609	0.143815	0.0544543	-0.0394506	0.122546	0.161289	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
11.9678	-2.08193	-0.00940117	245	113	2500	241	-0.10858	0.148583	0.120841	0.752262	0.989087	-0.0435966	-3.47976	-0.428578	0.00940117	0.298467	-0.0903398	-0.0973804	0.277209	-0.0959849	-0.143767	0.277209	-0.175985	-0.123767	0.277209	-0.297961	-0.083767	0.219106	0.462976	-0.542511	0.189888	0.0582432	0.0234609	0.143815	0.0553269	-0.0394506	0.122546	0.161289	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
11.9777	-2.08193	-0.00940117	245	113	2500	241	-0.10858	0.148583	0.120841	0.751179	0.990569	-0.0423921	-3.47976	-0.428578	0.00940117	0.298467	-0.0903398	-0.0973804	0.277209	-0.0959849	-0.143767	0.277209	-0.175985	-0.123767	0.277209	-0.297961	-0.083767	0.219106	0.462976	-0.542511	0.189888	0.0582432	0.0234609	0.143815	0.0560251	-0.0394506	0.122546	0.161289	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
11.9877	-2.08193	-0.00940117	245	113	2499	241	-0.10858	0.148583	0.120841	0.750099	0.992048	-0.0411892	-3.47976	-0.428578	0.00940117	0.298467	-0.0903398	-0.0973804	0.277209	-0.0959849	-0.143767	0.277209	-0.175985	-0.123767	0.277209	-0.297961	-0.083767	0.219106	0.462976	-0.542511	0.189888	0.0582432	0.0234609	0.143815	0.0563741	-0.0394506	0.122546	0.161289	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
11.9884	-2.07026	-0.00940117	295	163	2461	247	-0.226239	0.251168	0.198798	0.74993	0.992235	-0.0410407	-3.47393	-0.440394	0.00940117	0.415611	-0.191155	-0.175632	0.377209	-0.195985	-0.243767	0.357209	-0.255985	-0.203767	0.317209	-0.337961	-0.123767	0.618193	-0.337961	-0.44571	0.189372	0.0600132	0.0231659	0.143815	0.0563741	-0.0394506	0.126098	0.164794	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
11.9977	-2.07026	-0.00940117	327	185	2460	247	-0.226239	0.251168	0.198798	0.747829	0.994567	-0.0391947	-3.47393	-0.440394	0.00940117	0.415611	-0.191155	-0.175632	0.377209	-0.195985	-0.243767	0.357209	-0.255985	-0.203767	0.317209	-0.337961	-0.123767	0.618193	-0.337961	-0.44571	0.189372	0.0600132	0.0231659	0.143466	0.0565487	-0.0394506	0.126098	0.164794	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
12.0077	-2.07026	-0.00940117	327	185	2460	247	-0.226239	0.251168	0.198798	0.745575	0.99707	-0.0372139	-3.47393	-0.440394	0.00940117	0.415611	-0.191155	-0.175632	0.377209	-0.195985	-0.243767	0.357209	-0.255985	-0.203767	0.317209	-0.337961	-0.123767	0.618193	-0.337961	-0.44571	0.189372	0.0600132	0.0231659	0.142244	0.0565487	-0.0394506	0.126098	0.164794	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
12.0145	-2.01126	-0.00260727	277	135	2410	269	-0.139735	0.168642	0.317979	0.744625	0.998216	-0.0350526	-3.44554	-0.485773	0.00260727	0.326762	-0.101541	-0.295211	0.277209	-0.0959849	-0.343767	0.277209	-0.175985	-0.283767	0.277209	-0.297961	-0.163767	0.219106	0.462976	-0.44571	0.187027	0.0671004	0.0227678	0.142244	0.0565487	-0.0404585	0.140063	0.179542	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
12.0177	-2.01126	-0.00260727	267	128	2401	269	-0.139735	0.168642	0.317979	0.744176	0.998758	-0.0340322	-3.44554	-0.485773	0.00260727	0.326762	-0.101541	-0.295211	0.277209	-0.0959849	-0.343767	0.277209	-0.175985	-0.283767	0.277209	-0.297961	-0.163767	0.219106	0.462976	-0.44571	0.187027	0.0671004	0.0227678	0.140848	0.0563741	-0.0404585	0.140063	0.179542	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
12.0277	-2.01126	-0.00260727	267	128	2401	269	-0.139735	0.168642	0.317979	0.742781	1.00044	-0.0308559	-3.44554	-0.485773	0.00260727	0.326762	-0.101541	-0.295211	0.277209	-0.0959849	-0.343767	0.277209	-0.175985	-0.283767	0.277209	-0.297961	-0.163767	0.219106	0.462976	-0.44571	0.187027	0.0671004	0.0227678	0.139626	0.0560251	-0.0404585	0.140063	0.179542	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
12.0377	-2.01126	-0.00260727	267	128	2401	269	-0.139735	0.168642	0.317979	0.741375	1.00214	-0.0276573	-3.44554	-0.485773	0.00260727	0.326762	-0.101541	-0.295211	0.277209	-0.0959849	-0.343767	0.277209	-0.175985	-0.283767	0.277209	-0.297961	-0.163767	0.219106	0.462976	-0.44571	0.187027	0.0671004	0.0227678	0.137008	0.0553269	-0.0404585	0.140063	0.179542	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
12.0477	-2.01126	-0.00260727	267	128	2401	269	-0.139735	0.168642	0.317979	0.739984	1.00382	-0.0244925	-3.44554	-0.485773	0.00260727	0.326762	-0.101541	-0.295211	0.277209	-0.0959849	-0.343767	0.277209	-0.175985	-0.283767	0.277209	-0.297961	-0.163767	0.219106	0.462976	-0.44571	0.187027	0.0671004	0.0227678	0.13439	0.0548033	-0.0404585	0.140063	0.179542	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
12.0522	-2.00219	-0.00260727	248	81	2447	270	-0.112784	0.102387	0.225204	0.739475	1.00428	-0.0234755	-3.44214	-0.487084	0.00260727	0.299899	-0.0350742	-0.203822	0.268483	-0.0347449	-0.243767	0.268483	-0.0959849	-0.203767	0.268483	-0.257961	-0.123767	0.268483	-0.0347449	0.238378	0.187114	0.0673127	0.0213823	0.13439	0.0548033	-0.0404585	0.140573	0.180044	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
12.0577	-2.00219	-0.00260727	248	81	2447	270	-0.112784	0.102387	0.225204	0.738855	1.00484	-0.0222375	-3.44214	-0.487084	0.00260727	0.299899	-0.0350742	-0.203822	0.268483	-0.0347449	-0.243767	0.268483	-0.0959849	-0.203767	0.268483	-0.257961	-0.123767	0.268483	-0.0347449	0.238378	0.187114	0.0673127	0.0213823	0.131598	0.0542797	-0.0404585	0.140573	0.180044	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
12.0677	-2.00219	-0.00260727	248	81	2447	270	-0.112784	0.102387	0.225204	0.737723	1.00587	-0.0199767	-3.44214	-0.487084	0.00260727	0.299899	-0.0350742	-0.203822	0.268483	-0.0347449	-0.243767	0.268483	-0.0959849	-0.203767	0.268483	-0.257961	-0.123767	0.268483	-0.0347449	0.238378	0.187114	0.0673127	0.0213823	0.130551	0.0539307	-0.0404585	0.140573	0.180044	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
12.0777	-2.00219	-0.00260727	248	81	2447	270	-0.112784	0.102387	0.225204	0.736597	1.00689	-0.0177292	-3.44214	-0.487084	0.00260727	0.299899	-0.0350742	-0.203822	0.268483	-0.0347449	-0.243767	0.268483	-0.0959849	-0.203767	0.268483	-0.257961	-0.123767	0.268483	-0.0347449	0.238378	0.187114	0.0673127	0.0213823	0.128282	0.0534071	-0.0404585	0.140573	0.180044	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
12.0859	-1.97232	-0.00260727	235	31	2493	271	-0.0946923	-0.00261556	0.132808	0.735823	1.00687	-0.0166435	-3.43201	-0.485773	0.00260727	0.281782	0.0703361	-0.112526	0.268483	0.0652551	-0.143767	0.268483	-0.0159849	-0.123767	0.268483	-0.217961	-0.083767	0.268483	0.611257	0.238378	0.18709	0.0677206	0.0202814	0.128282	0.0534071	-0.0411421	0.140608	0.180751	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
12.0877	-1.97232	-0.00260727	235	8	2493	271	-0.0946923	-0.00261556	0.132808	0.735649	1.00687	-0.0164	-3.43201	-0.485773	0.00260727	0.281782	0.0703361	-0.112526	0.268483	0.0652551	-0.143767	0.268483	-0.0159849	-0.123767	0.268483	-0.217961	-0.083767	0.268483	0.611257	0.238378	0.18709	0.0677206	0.0202814	0.126711	0.0527089	-0.0411421	0.140608	0.180751	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
12.0977	-1.97232	-0.00260727	235	8	2493	271	-0.0946923	-0.00261556	0.132808	0.734704	1.00684	-0.0150735	-3.43201	-0.485773	0.00260727	0.281782	0.0703361	-0.112526	0.268483	0.0652551	-0.143767	0.268483	-0.0159849	-0.123767	0.268483	-0.217961	-0.083767	0.268483	0.611257	0.238378	0.18709	0.0677206	0.0202814	0.125489	0.0514872	-0.0411421	0.140608	0.180751	-700	700	-500	-10	10	-10	-0	0	-0	0.2	0.2	177	-1	-1	2560	
