time ;e1;e2;e1Ori;ctrlpitch;ctrlroll;ctrlthrust;ctrlyaw;edx;edy;edz;cumulx;cumuly;cumulz;x_pred;y_pred;z_pred;dxr_pred;dyr_pred;dzr_pred;dxrT;dyrT;dzrT;dxrUn;dyrUn;dzrUn;x;y;z;dx;dy;dz;ux;uy;uz;dxd;dyd;dzd;Perpx;Tangx;Perpy;Tangy;Perpz;Tanz;ax;ay;az;err_sti_x;err_sti_y;err_sti_z;err_sti_dx;err_sti_dy;err_sti_dz;pitch;roll;yaw;yawd;eyaw;kpvx;kpvy;kpvz;kpyaw;kivx;kivy;kivz;kdvx;kdvy;kdvz;kdyaw;ktg;veld;pitchoff;ke1;ke2;gravity;thr_vel;var;ampli
6,76923;-3,03091;-0,675183;-3,03091;-50;-50;1450;-50;0,255722;-0,0603508;-0,0661063;0,000643909;-0,000151963;-0,000166456;-3,92158;0,561877;0,843979;-0,103148;-0,0606951;0,0182815;-0,110953;-0,0448661;0,0182815;-0,110953;0,0705342;-0,359302;-3,92158;0,561877;0,843979;-0,110953;0,0705342;-0,359302;0,34004;-0,132452;2,84644;0,152574;-0,121046;-0,0478249;0,0972784;0,0378107;-0,163716;0,0224668;-0,0424226;-0;0;-0;9,81;0;0;0;0;0;0;0,039968;-0,00610865;-0,147596;-0,197531;-0,0499141;-1000;1000;-550;1500;-10;10;-10;-0;0;-0;200;0,7;0,2;170;-1,2;-0,8;2555;0,07;0,35;0,8
6,77671;-3,03091;-0,675183;-3,03091;-85;-60;1500;-71;0,255714;-0,0603508;-0,066133;0,00255665;-0,000603387;-0,00066113;-3,92158;0,561877;0,843979;-0,103148;-0,0606951;0,0182815;-0,110953;-0,0448661;0,0182815;-0,110953;0,0705342;-0,359302;-3,92158;0,561877;0,843979;-0,110953;0,0705342;-0,359302;0,34004;-0,132452;2,84644;0,152566;-0,121046;-0,0478515;0,0972784;0,0378107;-0,163716;0,0224668;-0,0424226;-0;0,21182;-0,0379864;3,5915;0;0;0;0;0;0;0,0401426;-0,00610865;-0,147596;-0,197531;-0,0499141;-1000;1000;-550;1500;-10;10;-10;-0;0;-0;200;0,7;0,2;170;-1,2;-0,8;2555;0,07;0,35;0,8
6,77893;-3,03994;-0,675183;-3,03994;-71;-110;1550;-71;0,241466;-0,133228;0,00397934;0,0030927;-0,000899154;-0,000652296;-3,92456;0,561877;0,843979;-0,0888512;0,0122;-0,0517185;-0,086091;0,0251339;-0,0517185;-0,086091;0,0705342;-0,357412;-3,92456;0,561877;0,843979;-0,086091;0,0705342;-0,357412;0,383627;-0,249575;2,59897;0,152615;-0,121028;-0,0477392;0,0974465;0,0376895;-0,163677;0,0224388;-0,0423083;-0;0,211822;-0,0379867;3,59145;0;0;0;0;0;0;0,0401426;-0,00610865;-0,147596;-0,197382;-0,0497654;-1000;1000;-550;1500;-10;10;-10;-0;0;-0;200;0,7;0,2;170;-1,2;-0,8;2555;0,07;0,35;0,8
6,78676;-3,03994;-0,675183;-3,03994;-71;-133;1600;-71;0,241458;-0,133262;0,00397367;0,00498211;-0,00194193;-0,000621202;-3,92456;0,561877;0,843979;-0,0888512;0,0122;-0,0517185;-0,086091;0,0251339;-0,0517185;-0,086091;0,0705342;-0,357412;-3,92456;0,561877;0,843979;-0,086091;0,0705342;-0,357412;0,383627;-0,249575;2,59897;0,152607;-0,121062;-0,0477448;0,0974465;0,0376895;-0,163677;0,0224388;-0,0423083;-0;0,207601;-0,0384906;3,68399;0;0;0;0;0;0;0,0403171;-0,00628319;-0,147596;-0,197382;-0,0497654;-1000;1000;-550;1500;-10;10;-10;-0;0;-0;200;0,7;0,2;170;-1,2;-0,8;2555;0,07;0,35;0,8
6,7968;-3,03994;-0,675183;-3,03994;-71;-133;1650;-71;0,241458;-0,133262;0,00397367;0,0074078;-0,00328068;-0,000581283;-3,92456;0,561877;0,843979;-0,0888512;0,0122;-0,0517185;-0,086091;0,0251339;-0,0517185;-0,086091;0,0705342;-0,357412;-3,92456;0,561877;0,843979;-0,086091;0,0705342;-0,357412;0,383627;-0,249575;2,59897;0,152607;-0,121062;-0,0477448;0,0974465;0,0376895;-0,163677;0,0224388;-0,0423083;-0;0,207601;-0,0384907;3,68398;0;0;0;0;0;0;0,0403171;-0,00628319;-0,147596;-0,197382;-0,0497654;-1000;1000;-550;1500;-10;10;-10;-0;0;-0;200;0,7;0,2;170;-1,2;-0,8;2555;0,07;0,35;0,8
6,80672;-3,03994;-0,675183;-3,03994;-71;-133;1700;-71;0,241458;-0,133296;0,00399463;0,00980378;-0,00460338;-0,000541644;-3,92456;0,561877;0,843979;-0,0888512;0,0122;-0,0517185;-0,086091;0,0251339;-0,0517185;-0,086091;0,0705342;-0,357412;-3,92456;0,561877;0,843979;-0,086091;0,0705342;-0,357412;0,383627;-0,249575;2,59897;0,152607;-0,121096;-0,0477239;0,0974465;0,0376895;-0,163677;0,0224388;-0,0423083;-0;0,207601;-0,0395598;3,68398;0;0;0;0;0;0;0,0403171;-0,00645772;-0,147596;-0,197382;-0,0497654;-1000;1000;-550;1500;-10;10;-10;-0;0;-0;200;0,7;0,2;170;-1,2;-0,8;2555;0,07;0,35;0,8
6,81672;-3,03994;-0,675183;-3,03994;-71;-133;1750;-71;0,241449;-0,133296;0,003968;0,0122163;-0,00593528;-0,000501996;-3,92456;0,561877;0,843979;-0,0888512;0,0122;-0,0517185;-0,086091;0,0251339;-0,0517185;-0,086091;0,0705342;-0,357412;-3,92456;0,561877;0,843979;-0,086091;0,0705342;-0,357412;0,383627;-0,249575;2,59897;0,152598;-0,121096;-0,0477505;0,0974465;0,0376895;-0,163677;0,0224388;-0,0423083;-0;0,206532;-0,0395596;3,68401;0;0;0;0;0;0;0,0404916;-0,00645772;-0,147596;-0,197382;-0,0497654;-1000;1000;-550;1500;-10;10;-10;-0;0;-0;200;0,7;0,2;170;-1,2;-0,8;2555;0,07;0,35;0,8
6,81785;-2,94737;-0,658671;-2,94737;-62;-83;1800;-87;0,232023;-0,0616123;0,0736809;0,0124783;-0,00600484;-0,00041881;-3,92771;0,541504;0,823339;-0,0773505;-0,0566967;-0,121719;-0,0847623;-0,0448661;-0,121719;-0,0847623;-0,395585;-0,348882;-3,92514;0,553347;0,834049;-0,0857813;-0,395188;-0,357412;0,436363;-0,232722;1,95918;0,154673;-0,118309;-0,0480376;0,099371;0,0385017;-0,162112;0,0236006;-0,0424931;-0;0,206533;-0,0395599;3,68398;0;0;0;0;0;0;0,0404916;-0,00645772;-0,145697;-0,192147;-0,0464336;-1000;1000;-550;1500;-10;10;-10;-0;0;-0;200;0,7;0,2;170;-1,2;-0,8;2555;0,07;0,35;0,8
6,82671;-2,94737;-0,658671;-2,94737;-62;-61;1850;-87;0,232023;-0,0616469;0,0737014;0,0145343;-0,0065511;0,000234258;-3,92771;0,541504;0,823339;-0,0773505;-0,0566967;-0,121719;-0,0847623;-0,0448661;-0,121719;-0,0847623;-0,395585;-0,348882;-3,92514;0,553347;0,834049;-0,0857813;-0,395188;-0,357412;0,436363;-0,232722;1,95918;0,154673;-0,118344;-0,0480171;0,099371;0,0385017;-0,162112;0,0236006;-0,0424931;-0;0,203431;-0,0400188;3,77599;0;0;0;0;0;0;0,0404916;-0,00663225;-0,145697;-0,192147;-0,0464336;-1000;1000;-550;1500;-10;10;-10;-0;0;-0;200;0,7;0,2;170;-1,2;-0,8;2555;0,07;0,35;0,8
6,83677;-2,94737;-0,658671;-2,94737;-62;-61;1900;-87;0,232015;-0,0616469;0,0736744;0,0168681;-0,0071712;0,000975349;-3,92771;0,541504;0,823339;-0,0773505;-0,0566967;-0,121719;-0,0847623;-0,0448661;-0,121719;-0,0847623;-0,395585;-0,348882;-3,92514;0,553347;0,834049;-0,0857813;-0,395188;-0,357412;0,436363;-0,232722;1,95918;0,154664;-0,118344;-0,0480441;0,099371;0,0385017;-0,162112;0,0236006;-0,0424931;-0;0,202377;-0,0400185;3,77603;0;0;0;0;0;0;0,0406662;-0,00663225;-0,145697;-0,192147;-0,0464336;-1000;1000;-550;1500;-10;10;-10;-0;0;-0;200;0,7;0,2;170;-1,2;-0,8;2555;0,07;0,35;0,8
