time ;e1;e2;ctrlpitch;ctrlroll;ctrlthrust;ctrlyaw;edx;edy;edz;cumulx;cumuly;cumulz;x;y;z;dxr;dyr;dzr;dxrT;dyrT;dzrT;dxrUn;dyrUn;dzrUn;dxd;dyd;dzd;Perpx;Tangx;Perpy;Tangy;Perpz;Tanz;pitch;roll;yaw;yawd;eyaw;kpvx;kpvy;kpvz;kpyaw;kivx;kivy;kivz;kdvx;kdvy;kdvz;kdyaw;ktg;veld;pitchoff;ke1;ke2;gravity;thr_vel
0,114446;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1000;1000;-500;1700;-80;80;-10;-0;0;-0;250;1;0,2;177;-1;-1;2560;0,07
0,144991;0;0;0;0;0;0;0;0;0;0;0;0;-2,39343;-0,0946537;-0,406867;0;0;-0,07;0;0;-0,07;0;0;-0,420162;0;0;0;0;0;0;0;0;0;0;0;-0,0496755;0;0;-1000;1000;-500;1700;-80;80;-10;-0;0;-0;250;1;0,2;177;-1;-1;2560;0,07
0,180433;0;0;0;0;0;0;0;0;0;0;0;0;-2,39343;-0,139131;-0,419704;0,07;-0,07;-0,14;0,07;-0,07;-0,14;0,140479;-1,29818;-0,795711;0;0;0;0;0;0;0;0;0;0;0;-0,0496755;0;0;-1000;1000;-500;1700;-80;80;-10;-0;0;-0;250;1;0,2;177;-1;-1;2560;0,07
0,210079;0;0;0;0;0;0;0;0;0;0;0;0;-2,38465;-0,122528;-0,447866;0,14;0;-0,21;0,14;0;-0,21;0,140479;1,45584;-0,420162;0;0;0;0;0;0;0;0;0;0;0;-0,0570703;0;0;-1000;1000;-500;1700;-80;80;-10;-0;0;-0;250;1;0,2;177;-1;-1;2560;0,07
0,250385;0;0;0;0;0;0;0;0;0;0;0;0;-2,38465;-0,134403;-0,449799;0,07;-0,07;-0,14;0,07;-0,07;-0,14;-0,000111361;-0,29463;-0,074084;0;0;0;0;0;0;0;0;0;0;0;-0,0521016;0;0;-1000;1000;-500;1700;-80;80;-10;-0;0;-0;250;1;0,2;177;-1;-1;2560;0,07
0,275198;0;0;0;0;0;0;0;0;0;0;0;0;-2,38465;-0,134403;-0,449799;0;-0,14;-0,07;0;-0,14;-0,07;-0,000111361;-0,29463;-0,0650867;0;0;0;0;0;0;0;0;0;0;0;-0,0521016;0;0;-1000;1000;-500;1700;-80;80;-10;-0;0;-0;250;1;0,2;177;-1;-1;2560;0,07
0,309853;0;0;0;0;0;0;0;0;0;0;0;0;-2,38004;-0,154338;-0,452785;-0,000111361;-0,21;-0,074084;-0,000111361;-0,21;-0,074084;-0,000111361;-0,29463;-0,074084;0;0;0;0;0;0;0;0;0;0;0;-0,0440688;0;0;-1000;1000;-500;1700;-80;80;-10;-0;0;-0;250;1;0,2;177;-1;-1;2560;0,07
0,341616;0;0;0;0;0;0;0;0;0;0;0;0;-2,38004;-0,174272;-0,453261;-0,0329731;-0,28;-0,00408397;-0,0329731;-0,28;-0,00408397;-0,0329731;-0,627318;0,338347;0;0;0;0;0;0;0;0;0;0;0;-0,0358697;0;0;-1000;1000;-500;1700;-80;80;-10;-0;0;-0;250;1;0,2;177;-1;-1;2560;0,07
0,374828;0;0;0;0;0;0;0;0;0;0;0;0;-2,38109;-0,16173;-0,453261;-0,075621;-0,21;0,065916;-0,075621;-0,21;0,065916;-0,075621;0,377831;0,135731;0;0;0;0;0;0;0;0;0;0;0;-0,041272;0;0;-1000;1000;-500;1700;-80;80;-10;-0;0;-0;250;1;0,2;177;-1;-1;2560;0,07
0,410195;0;0;0;0;0;0;0;0;0;0;0;0;-2,38109;-0,163009;-0,453261;-0,0329731;-0,14;0,135731;-0,0329731;-0,14;0,135731;-0,0329731;-0,0361522;0,135731;0;0;0;0;0;0;0;0;0;0;0;-0,0405255;0;0;-1000;1000;-500;1700;-80;80;-10;-0;0;-0;250;1;0,2;177;-1;-1;2560;0,07
0,443623;0;0;0;0;0;0;0;0;0;0;0;0;-2,3836;-0,16173;-0,448755;-0,075621;-0,07;0,135731;-0,075621;-0,07;0,135731;-0,075621;0,377831;0,135731;0;0;0;0;0;0;0;0;0;0;0;-0,041272;0;0;-1000;1000;-500;1700;-80;80;-10;-0;0;-0;250;1;0,2;177;-1;-1;2560;0,07
0,474301;0;0;0;0;0;0;0;0;0;0;0;0;-2,38385;-0,116633;-0,456085;-0,00562102;0;0,0657305;-0,00562102;0;0,0657305;0,0967011;0,349753;-0,207123;0;0;0;0;0;0;0;0;0;0;0;-0,0601374;0;0;-1000;1000;-500;1700;-80;80;-10;-0;0;-0;250;1;0,2;177;-1;-1;2560;0,07
