time 	e1	e2	ctrlpitch	ctrlroll	ctrlthrust	ctrlyaw	edx	edy	edz	cumulx	cumuly	cumulz	x_pred	y_pred	z_pred	dxr_pred	dyr_pred	dzr_pred	dxrT	dyrT	dzrT	dxrUn	dyrUn	dzrUn	x	y	z	dx	dy	dz	ux	uy	uz	dxd	dyd	dzd	Perpx	Tangx	Perpy	Tangy	Perpz	Tanz	ax	ay	az	err_sti_x	err_sti_y	err_sti_z	err_sti_dx	err_sti_dy	err_sti_dz	pitch	roll	yaw	yawd	eyaw	kpvx	kpvy	kpvz	kpyaw	kivx	kivy	kivz	kdvx	kdvy	kdvz	kdyaw	ktg	veld	pitchoff	ke1	ke2	gravity	xo	yo	zo	thr_vel
12.0611	0.474747	-0.695678	88	48	2589	51	0.0784723	0.0428342	-0.061371	0.3668	0.204418	-0.384503	-2.38046	-0.0462911	0.695678	0.0756463	0.0462879	-0.029759	0.0754259	0.0454069	-0.0316176	0.0754259	0.0454069	-0.0316176	-2.39092	-0.0509688	0.700628	-0.00313877	-0.00715788	-0.00587118	0.25741	0.138852	-0.0870294	0.154119	0.0891222	-0.0911301	-0.00918003	0.16205	0.0641108	0.023204	-0.094904	-0	0.329242	-0.00433827	3.59589	-0.0118927	-0.00866178	-5.93709e-05	-0.0842124	-0.0432703	0.011519	0.0242601	-0.000698132	-0.0114441	0.0194438	0.030883	-1080	1080	-500	1700	-10	10	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2555	-0.299433	0.158014	0.291523	0.07
12.0711	0.474747	-0.695678	88	48	2589	51	0.0784723	0.0428183	-0.0613866	0.367587	0.204847	-0.385119	-2.38046	-0.0462911	0.695678	0.0756463	0.0462879	-0.029759	0.0754259	0.0454069	-0.0316176	0.0754259	0.0454069	-0.0316176	-2.39092	-0.0509688	0.700628	-0.00313877	-0.00715788	-0.00587118	0.25741	0.138852	-0.0870294	0.154119	0.0891063	-0.0911456	-0.00918003	0.16205	0.0641108	0.023204	-0.094904	-0	0.329242	-0.0032537	3.59589	-0.0118927	-0.00866178	-5.93709e-05	-0.0842124	-0.0432703	0.011519	0.0242601	-0.000523599	-0.0114441	0.0194438	0.030883	-1080	1080	-500	1700	-10	10	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2555	-0.299433	0.158014	0.291523	0.07
12.0813	0.474747	-0.695678	88	48	2589	51	0.0784723	0.0428024	-0.0614021	0.368385	0.205283	-0.385744	-2.38046	-0.0462911	0.695678	0.0756463	0.0462879	-0.029759	0.0754259	0.0454069	-0.0316176	0.0754259	0.0454069	-0.0316176	-2.39092	-0.0509688	0.700628	-0.00313877	-0.00715788	-0.00587118	0.25741	0.138852	-0.0870294	0.154119	0.0890904	-0.0911612	-0.00918003	0.16205	0.0641108	0.023204	-0.094904	-0	0.329244	-0.00216915	3.59585	-0.0118927	-0.00866178	-5.93709e-05	-0.0842124	-0.0432703	0.011519	0.0242601	-0.000349066	-0.0114441	0.0194438	0.030883	-1080	1080	-500	1700	-10	10	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2555	-0.299433	0.158014	0.291523	0.07
12.0911	0.474747	-0.695678	88	48	2589	51	0.0784723	0.0428024	-0.0614021	0.369153	0.205701	-0.386344	-2.38046	-0.0462911	0.695678	0.0756463	0.0462879	-0.029759	0.0754259	0.0454069	-0.0316176	0.0754259	0.0454069	-0.0316176	-2.39092	-0.0509688	0.700628	-0.00313877	-0.00715788	-0.00587118	0.25741	0.138852	-0.0870294	0.154119	0.0890904	-0.0911612	-0.00918003	0.16205	0.0641108	0.023204	-0.094904	-0	0.329245	-0.00216916	3.59582	-0.0118927	-0.00866178	-5.93709e-05	-0.0842124	-0.0432703	0.011519	0.0242601	-0.000349066	-0.0114441	0.0194438	0.030883	-1080	1080	-500	1700	-10	10	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2555	-0.299433	0.158014	0.291523	0.07
12.097	0.474747	-0.695678	88	48	2589	51	0.0784723	0.0428024	-0.0614021	0.36962	0.205956	-0.38671	-2.38046	-0.0462911	0.695678	0.0756463	0.0462879	-0.029759	0.0754259	0.0454069	-0.0316176	0.0754259	0.0454069	-0.0316176	-2.39092	-0.0509688	0.700628	-0.00313877	-0.00715788	-0.00587118	0.25741	0.138852	-0.0870294	0.154119	0.0890904	-0.0911612	-0.00918003	0.16205	0.0641108	0.023204	-0.094904	-0	0.329246	-0.00216916	3.59581	-0.0118927	-0.00866178	-5.93709e-05	-0.0842124	-0.0432703	0.011519	0.0242601	-0.000349066	-0.0114441	0.0194438	0.030883	-1080	1080	-500	1700	-10	10	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2555	-0.299439	0.153886	0.289669	0.07
12.0972	0.478386	-0.69664	97	51	2591	51	0.070518	0.045511	-0.0654398	0.369632	0.205964	-0.386721	-2.37758	-0.0470849	0.69664	0.0835421	0.0436536	-0.0257479	0.083383	0.0427001	-0.027782	0.083383	0.0427001	-0.027782	-2.39077	-0.0511473	0.700585	0.00694272	-0.0126219	-0.00587118	0.231569	0.147643	-0.0921487	0.15406	0.0891646	-0.0911876	-0.0091109	0.161916	0.0645484	0.0228541	-0.0949291	-0	0.329247	-0.00216917	3.5958	-0.012222	-0.00121884	-0.0014415	-0.0751752	-0.0248099	0.00880986	0.0242601	-0.000349066	-0.0113602	0.0198011	0.0311563	-1080	1080	-500	1700	-10	10	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2555	-0.299439	0.153886	0.289669	0.07
12.1011	0.478386	-0.69664	97	51	2591	51	0.0705339	0.045511	-0.0654129	0.36991	0.206143	-0.386979	-2.37758	-0.0470849	0.69664	0.0835421	0.0436536	-0.0257479	0.083383	0.0427001	-0.027782	0.083383	0.0427001	-0.027782	-2.39077	-0.0511473	0.700585	0.00694272	-0.0126219	-0.00587118	0.231569	0.147643	-0.0921487	0.154076	0.0891646	-0.0911608	-0.0091109	0.161916	0.0645484	0.0228541	-0.0949291	-0	0.328419	-0.00217086	3.59095	-0.012222	-0.00121884	-0.0014415	-0.0751752	-0.0248099	0.00880986	0.0244346	-0.000349066	-0.0113602	0.0198011	0.0311563	-1080	1080	-500	1700	-10	10	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2555	-0.299439	0.153886	0.289669	0.07
12.1111	0.478386	-0.69664	97	51	2591	51	0.0705498	0.045511	-0.065386	0.370616	0.206599	-0.387633	-2.37758	-0.0470849	0.69664	0.0835421	0.0436536	-0.0257479	0.083383	0.0427001	-0.027782	0.083383	0.0427001	-0.027782	-2.39077	-0.0511473	0.700585	0.00694272	-0.0126219	-0.00587118	0.231569	0.147643	-0.0921487	0.154092	0.0891646	-0.0911339	-0.0091109	0.161916	0.0645484	0.0228541	-0.0949291	-0	0.327334	-0.00217085	3.59098	-0.012222	-0.00121884	-0.0014415	-0.0751752	-0.0248099	0.00880986	0.0246091	-0.000349066	-0.0113602	0.0198011	0.0311563	-1080	1080	-500	1700	-10	10	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2555	-0.299439	0.153886	0.289669	0.07
12.1211	0.478386	-0.69664	97	51	2591	51	0.0705657	0.045511	-0.0653591	0.371321	0.207053	-0.388286	-2.37758	-0.0470849	0.69664	0.0835421	0.0436536	-0.0257479	0.083383	0.0427001	-0.027782	0.083383	0.0427001	-0.027782	-2.39077	-0.0511473	0.700585	0.00694272	-0.0126219	-0.00587118	0.231569	0.147643	-0.0921487	0.154108	0.0891645	-0.091107	-0.0091109	0.161916	0.0645484	0.0228541	-0.0949291	-0	0.326249	-0.00217084	3.59099	-0.012222	-0.00121884	-0.0014415	-0.0751752	-0.0248099	0.00880986	0.0247837	-0.000349066	-0.0113602	0.0198011	0.0311563	-1080	1080	-500	1700	-10	10	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2555	-0.299439	0.153886	0.289669	0.07
12.1311	0.478386	-0.69664	97	51	2591	51	0.0705657	0.045511	-0.0653591	0.372023	0.207506	-0.388936	-2.37758	-0.0470849	0.69664	0.0835421	0.0436536	-0.0257479	0.083383	0.0427001	-0.027782	0.083383	0.0427001	-0.027782	-2.39077	-0.0511473	0.700585	0.00694272	-0.0126219	-0.00587118	0.231569	0.147643	-0.0921487	0.154108	0.0891645	-0.091107	-0.0091109	0.161916	0.0645484	0.0228541	-0.0949291	-0	0.326248	-0.00217084	3.59101	-0.012222	-0.00121884	-0.0014415	-0.0751752	-0.0248099	0.00880986	0.0247837	-0.000349066	-0.0113602	0.0198011	0.0311563	-1080	1080	-500	1700	-10	10	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2555	-0.299439	0.153886	0.289669	0.07
