time ;e1;e2;e1Ori;ctrlpitch;ctrlroll;ctrlthrust;ctrlyaw;edx;edy;edz;cumulx;cumuly;cumulz;x_pred;y_pred;z_pred;dxr_pred;dyr_pred;dzr_pred;dxrT;dyrT;dzrT;dxrUn;dyrUn;dzrUn;x;y;z;dx;dy;dz;ux;uy;uz;dxd;dyd;dzd;Perpx;Tangx;Perpy;Tangy;Perpz;Tanz;ax;ay;az;err_sti_x;err_sti_y;err_sti_z;err_sti_dx;err_sti_dy;err_sti_dz;pitch;roll;yaw;yawd;eyaw;kpvx;kpvy;kpvz;kpyaw;kivx;kivy;kivz;kdvx;kdvy;kdvz;kdyaw;ktg;veld;pitchoff;ke1;ke2;gravity;thr_vel;var;ampli
7,55082;-2,67087;-0,646166;-2,67087;50;-28;1450;-50;0,064727;-0,0284758;0,0968047;0,000210298;-9,25177e-05;0,000314518;-3,91517;0,491542;0,807708;0,0926424;-0,0850039;-0,147429;0,0815764;-0,0956742;-0,147429;0,0890618;-0,983716;-0,235746;-3,91517;0,491542;0,807708;0,0890618;-0,983716;-0,235746;0,187337;-0,0687413;2,83382;0,157369;-0,11348;-0,0506245;0,10287;0,0413593;-0,157808;0,0269609;-0,0455739;-0;0;-0;9,81;0;0;0;0;0;0;0,0361283;-0,00593412;-0,122341;-0,180101;-0,0577281;-1000;1000;-550;1500;-10;10;-10;-0;0;-0;200;0,7;0,2;170;-1,2;-0,8;2555;0,07;0,35;0,8
7,55751;-2,67087;-0,646166;-2,67087;100;-28;1500;-100;0,064718;-0,0284402;0,0967576;0,000643262;-0,000282782;0,000961827;-3,91517;0,491542;0,807708;0,0926424;-0,0850039;-0,147429;0,0815764;-0,0956742;-0,147429;0,0890618;-0,983716;-0,235746;-3,91517;0,491542;0,807708;0,0890618;-0,983716;-0,235746;0,187337;-0,0687413;2,83382;0,15736;-0,113444;-0,0506716;0,10287;0,0413593;-0,157808;0,0269609;-0,0455739;-0;0,227532;-0,0345773;3,80652;0;0;0;0;0;0;0,0363028;-0,00575959;-0,122341;-0,180101;-0,0577281;-1000;1000;-550;1500;-10;10;-10;-0;0;-0;200;0,7;0,2;170;-1,2;-0,8;2555;0,07;0,35;0,8
7,56751;-2,67087;-0,646166;-2,67087;105;-28;1550;-138;0,064718;-0,0284402;0,0967576;0,00129038;-0,000567156;0,00192931;-3,91517;0,491542;0,807708;0,0926424;-0,0850039;-0,147429;0,0815764;-0,0956742;-0,147429;0,0890618;-0,983716;-0,235746;-3,91517;0,491542;0,807708;0,0890618;-0,983716;-0,235746;0,187337;-0,0687413;2,83382;0,15736;-0,113444;-0,0506716;0,10287;0,0413593;-0,157808;0,0269609;-0,0455739;-0;0,227534;-0,0345776;3,80648;0;0;0;0;0;0;0,0363028;-0,00575959;-0,122341;-0,180101;-0,0577281;-1000;1000;-550;1500;-10;10;-10;-0;0;-0;200;0,7;0,2;170;-1,2;-0,8;2555;0,07;0,35;0,8
7,57751;-2,67087;-0,646166;-2,67087;105;-28;1600;-138;0,0647091;-0,0284046;0,0967105;0,00193766;-0,000851287;0,0028967;-3,91517;0,491542;0,807708;0,0926424;-0,0850039;-0,147429;0,0815764;-0,0956742;-0,147429;0,0890618;-0,983716;-0,235746;-3,91517;0,491542;0,807708;0,0890618;-0,983716;-0,235746;0,187337;-0,0687413;2,83382;0,157351;-0,113408;-0,0507188;0,10287;0,0413593;-0,157808;0,0269609;-0,0455739;-0;0,226486;-0,0335297;3,8065;0;0;0;0;0;0;0,0364774;-0,00558505;-0,122341;-0,180101;-0,0577281;-1000;1000;-550;1500;-10;10;-10;-0;0;-0;200;0,7;0,2;170;-1,2;-0,8;2555;0,07;0,35;0,8
7,57798;-2,59365;-0,646166;-2,59365;102;-78;1650;-88;0,0671742;-0,0959758;0,162434;0,00196897;-0,000896011;0,00297239;-3,91517;0,474584;0,807708;0,0914604;-0,0150387;-0,214412;0,0890618;-0,0256742;-0,214412;0,0890618;0,031127;-0,214412;-3,91517;0,474584;0,807708;0,0890618;0,031127;-0,214412;0,107532;-0,157499;2,32082;0,158635;-0,111015;-0,0519775;0,104309;0,0421276;-0,156092;0,028152;-0,0467716;-0;0,226488;-0,0335299;3,80646;0;0;0;0;0;0;0,0364774;-0,00558505;-0,117695;-0,175802;-0,0580743;-1000;1000;-550;1500;-10;10;-10;-0;0;-0;200;0,7;0,2;170;-1,2;-0,8;2555;0,07;0,35;0,8
7,58758;-2,59365;-0,646166;-2,59365;102;-95;1700;-84;0,0671834;-0,0959758;0,162462;0,00261359;-0,0018169;0,00453122;-3,91517;0,474584;0,807708;0,0914604;-0,0150387;-0,214412;0,0890618;-0,0256742;-0,214412;0,0890618;0,031127;-0,214412;-3,91517;0,474584;0,807708;0,0890618;0,031127;-0,214412;0,107532;-0,157499;2,32082;0,158644;-0,111015;-0,0519498;0,104309;0,0421276;-0,156092;0,028152;-0,0467716;-0;0,224247;-0,0330454;3,89321;0;0;0;0;0;0;0,0363028;-0,00558505;-0,117695;-0,175802;-0,0580743;-1000;1000;-550;1500;-10;10;-10;-0;0;-0;200;0,7;0,2;170;-1,2;-0,8;2555;0,07;0,35;0,8
7,59758;-2,59365;-0,646166;-2,59365;102;-95;1750;-84;0,0671742;-0,0959398;0,162415;0,00328587;-0,00277706;0,00615666;-3,91517;0,474584;0,807708;0,0914604;-0,0150387;-0,214412;0,0890618;-0,0256742;-0,214412;0,0890618;0,031127;-0,214412;-3,91517;0,474584;0,807708;0,0890618;0,031127;-0,214412;0,107532;-0,157499;2,32082;0,158635;-0,110979;-0,0519967;0,104309;0,0421276;-0,156092;0,028152;-0,0467716;-0;0,223212;-0,0320124;3,89328;0;0;0;0;0;0;0,0364774;-0,00541052;-0,117695;-0,175802;-0,0580743;-1000;1000;-550;1500;-10;10;-10;-0;0;-0;200;0,7;0,2;170;-1,2;-0,8;2555;0,07;0,35;0,8
7,60753;-2,59365;-0,646166;-2,59365;102;-95;1800;-84;0,0671742;-0,0959398;0,162415;0,00395392;-0,00373119;0,00777188;-3,91517;0,474584;0,807708;0,0914604;-0,0150387;-0,214412;0,0890618;-0,0256742;-0,214412;0,0890618;0,031127;-0,214412;-3,91517;0,474584;0,807708;0,0890618;0,031127;-0,214412;0,107532;-0,157499;2,32082;0,158635;-0,110979;-0,0519967;0,104309;0,0421276;-0,156092;0,028152;-0,0467716;-0;0,223213;-0,0320125;3,89326;0;0;0;0;0;0;0,0364774;-0,00541052;-0,117695;-0,175802;-0,0580743;-1000;1000;-550;1500;-10;10;-10;-0;0;-0;200;0,7;0,2;170;-1,2;-0,8;2555;0,07;0,35;0,8
7,61759;-2,59365;-0,646166;-2,59365;102;-95;1850;-84;0,067165;-0,0959037;0,162368;0,0046298;-0,00469627;0,00940579;-3,91517;0,474584;0,807708;0,0914604;-0,0150387;-0,214412;0,0890618;-0,0256742;-0,214412;0,0890618;0,031127;-0,214412;-3,91517;0,474584;0,807708;0,0890618;0,031127;-0,214412;0,107532;-0,157499;2,32082;0,158625;-0,110942;-0,0520436;0,104309;0,0421276;-0,156092;0,028152;-0,0467716;-0;0,22218;-0,0309796;3,8933;0;0;0;0;0;0;0,0366519;-0,00523599;-0,117695;-0,175802;-0,0580743;-1000;1000;-550;1500;-10;10;-10;-0;0;-0;200;0,7;0,2;170;-1,2;-0,8;2555;0,07;0,35;0,8
7,61831;-2,38817;-0,633651;-2,38817;88;-45;1900;-107;0,0810862;-0,0154883;0,169574;0,0046885;-0,00470748;0,00952856;-3,91524;0,427181;0,792064;0,0821535;-0,0870585;-0,22441;0,0719363;-0,0956742;-0,22441;0,0719363;-0,590334;-0,22441;-3,91809;0,450785;0,801494;0,0711869;-0,590059;-0,235746;0,162287;-0,114337;1,68065;0,16324;-0,102547;-0,0548359;0,108556;0,0442669;-0,151024;0,0318189;-0,0493489;-0;0,222181;-0,0309798;3,89328;0;0;0;0;0;0;0,0366519;-0,00523599;-0,111711;-0,163787;-0,0520527;-1000;1000;-550;1500;-10;10;-10;-0;0;-0;200;0,7;0,2;170;-1,2;-0,8;2555;0,07;0,35;0,8
