time 	e1	e2	e1Ori	ctrlpitch	ctrlroll	ctrlthrust	ctrlyaw	edx	edy	edz	cumulx	cumuly	cumulz	x_pred	y_pred	z_pred	dxr_pred	dyr_pred	dzr_pred	dxrT	dyrT	dzrT	dxrUn	dyrUn	dzrUn	x	y	z	dx	dy	dz	ux	uy	uz	dxd	dyd	dzd	Perpx	Tangx	Perpy	Tangy	Perpz	Tanz	ax	ay	az	err_sti_x	err_sti_y	err_sti_z	err_sti_dx	err_sti_dy	err_sti_dz	pitch	roll	yaw	yawd	eyaw	kpvx	kpvy	kpvz	kpyaw	kivx	kivy	kivz	kdvx	kdvy	kdvz	kdyaw	ktg	veld	pitchoff	ke1	ke2	gravity	thr_vel	var	ampli
7.18749	-3.21492	-0.690708	-3.21492	-32	-50	1450	-50	0.202818	-0.208411	0.0153005	0.000422065	-0.000433703	3.18403e-05	-3.91046	0.603544	0.863385	-0.0542903	0.082393	-0.0619157	-0.0412788	0.089622	-0.0619157	-0.164553	0.089622	-0.0619157	-3.91046	0.603544	0.863385	-0.164553	0.089622	-0.0619157	0.310884	-0.12924	2.84376	0.148528	-0.126018	-0.0466152	0.0933533	0.0363445	-0.166921	0.0203262	-0.0410895	-0	0	-0	9.81	0	0	0	0	0	0	0.039619	-0.00314159	-0.150996	-0.208478	-0.0574506	-1000	1000	-550	1500	-10	10	-10	-0	0	-0	200	0.7	0.2	170	-1.2	-0.8	2555	0.07	0.35	0.8
7.19286	-3.23715	-0.690154	-3.23715	-65	-100	1500	-83	0.235414	-0.203526	0.0155905	0.0016853	-0.00152582	0.000115499	-3.91533	0.604966	0.862692	-0.0868818	0.0774054	-0.0619157	-0.0742156	0.089622	-0.0619157	-0.0742156	0.089622	-0.0619157	-3.91533	0.604966	0.862692	-0.0742156	0.089622	-0.0619157	0.363062	-0.224879	2.72429	0.148532	-0.12612	-0.0463252	0.0935142	0.0361049	-0.166967	0.0202215	-0.0408	-0	0.211358	-0.0191984	3.69894	0	0	0	0	0	0	0.039619	-0.00314159	-0.151377	-0.208577	-0.0571686	-1000	1000	-550	1500	-10	10	-10	-0	0	-0	200	0.7	0.2	170	-1.2	-0.8	2555	0.07	0.35	0.8
7.19547	-3.23715	-0.690154	-3.23715	-65	-150	1550	-83	0.235414	-0.203559	0.0156124	0.00229902	-0.0020565	0.0001562	-3.91533	0.604966	0.862692	-0.0868818	0.0774054	-0.0619157	-0.0742156	0.089622	-0.0619157	-0.0742156	0.089622	-0.0619157	-3.91533	0.604966	0.862692	-0.0742156	0.089622	-0.0619157	0.363062	-0.224879	2.72429	0.148532	-0.126153	-0.0463033	0.0935142	0.0361049	-0.166967	0.0202215	-0.0408	-0	0.211345	-0.0202637	3.69933	0	0	0	0	0	0	0.039619	-0.00331613	-0.151377	-0.208577	-0.0571686	-1000	1000	-550	1500	-10	10	-10	-0	0	-0	200	0.7	0.2	170	-1.2	-0.8	2555	0.07	0.35	0.8
7.20538	-3.23715	-0.690154	-3.23715	-65	-200	1600	-83	0.235414	-0.203559	0.0156124	0.00463385	-0.00407539	0.000311044	-3.91533	0.604966	0.862692	-0.0868818	0.0774054	-0.0619157	-0.0742156	0.089622	-0.0619157	-0.0742156	0.089622	-0.0619157	-3.91533	0.604966	0.862692	-0.0742156	0.089622	-0.0619157	0.363062	-0.224879	2.72429	0.148532	-0.126153	-0.0463033	0.0935142	0.0361049	-0.166967	0.0202215	-0.0408	-0	0.211343	-0.0202636	3.69936	0	0	0	0	0	0	0.039619	-0.00331613	-0.151377	-0.208577	-0.0571686	-1000	1000	-550	1500	-10	10	-10	-0	0	-0	200	0.7	0.2	170	-1.2	-0.8	2555	0.07	0.35	0.8
7.2154	-3.23715	-0.690154	-3.23715	-65	-203	1650	-83	0.235414	-0.203559	0.0156124	0.0069927	-0.00611505	0.00046748	-3.91533	0.604966	0.862692	-0.0868818	0.0774054	-0.0619157	-0.0742156	0.089622	-0.0619157	-0.0742156	0.089622	-0.0619157	-3.91533	0.604966	0.862692	-0.0742156	0.089622	-0.0619157	0.363062	-0.224879	2.72429	0.148532	-0.126153	-0.0463033	0.0935142	0.0361049	-0.166967	0.0202215	-0.0408	-0	0.211343	-0.0202636	3.69936	0	0	0	0	0	0	0.039619	-0.00331613	-0.151377	-0.208577	-0.0571686	-1000	1000	-550	1500	-10	10	-10	-0	0	-0	200	0.7	0.2	170	-1.2	-0.8	2555	0.07	0.35	0.8
7.22221	-3.26716	-0.68412	-3.26716	-31	-253	1700	-80	0.200928	-0.257968	0.0863092	0.00836082	-0.00787156	0.00105516	-3.91737	0.6094	0.85515	-0.0526829	0.131224	-0.131916	-0.0322498	0.137678	-0.131916	-0.0322498	0.137678	-0.225773	-3.91631	0.604966	0.862692	-0.0332481	0.138093	-0.234904	0.302182	-0.531383	2.23168	0.148245	-0.126745	-0.0456064	0.0933246	0.035849	-0.167321	0.0199951	-0.040117	-0	0.211343	-0.0202636	3.69937	0	0	0	0	0	0	0.039619	-0.00331613	-0.151683	-0.20957	-0.0578547	-1000	1000	-550	1500	-10	10	-10	-0	0	-0	200	0.7	0.2	170	-1.2	-0.8	2555	0.07	0.35	0.8
7.22539	-3.26716	-0.68412	-3.26716	-31	-258	1750	-80	0.200928	-0.257935	0.0862872	0.00899856	-0.00869025	0.00132903	-3.91737	0.6094	0.85515	-0.0526829	0.131224	-0.131916	-0.0322498	0.137678	-0.131916	-0.0322498	0.137678	-0.225773	-3.91631	0.604966	0.862692	-0.0332481	0.138093	-0.234904	0.302182	-0.531383	2.23168	0.148245	-0.126712	-0.0456285	0.0933246	0.035849	-0.167321	0.0199951	-0.040117	-0	0.208116	-0.0189039	3.79269	0	0	0	0	0	0	0.039619	-0.00314159	-0.151683	-0.20957	-0.0578547	-1000	1000	-550	1500	-10	10	-10	-0	0	-0	200	0.7	0.2	170	-1.2	-0.8	2555	0.07	0.35	0.8
7.23536	-3.26716	-0.68412	-3.26716	-31	-258	1800	-80	0.200928	-0.257935	0.0862872	0.0110026	-0.0112629	0.00218966	-3.91737	0.6094	0.85515	-0.0526829	0.131224	-0.131916	-0.0322498	0.137678	-0.131916	-0.0322498	0.137678	-0.225773	-3.91631	0.604966	0.862692	-0.0332481	0.138093	-0.234904	0.302182	-0.531383	2.23168	0.148245	-0.126712	-0.0456285	0.0933246	0.035849	-0.167321	0.0199951	-0.040117	-0	0.208116	-0.018904	3.79267	0	0	0	0	0	0	0.039619	-0.00314159	-0.151683	-0.20957	-0.0578547	-1000	1000	-550	1500	-10	10	-10	-0	0	-0	200	0.7	0.2	170	-1.2	-0.8	2555	0.07	0.35	0.8
7.24541	-3.26716	-0.68412	-3.26716	-31	-258	1850	-80	0.200936	-0.257902	0.086291	0.0130222	-0.0138551	0.00305697	-3.91737	0.6094	0.85515	-0.0526829	0.131224	-0.131916	-0.0322498	0.137678	-0.131916	-0.0322498	0.137678	-0.225773	-3.91631	0.604966	0.862692	-0.0332481	0.138093	-0.234904	0.302182	-0.531383	2.23168	0.148253	-0.126678	-0.0456246	0.0933246	0.035849	-0.167321	0.0199951	-0.040117	-0	0.209165	-0.0178537	3.79269	0	0	0	0	0	0	0.0394444	-0.00296706	-0.151683	-0.20957	-0.0578547	-1000	1000	-550	1500	-10	10	-10	-0	0	-0	200	0.7	0.2	170	-1.2	-0.8	2555	0.07	0.35	0.8
7.25539	-3.26716	-0.68412	-3.26716	-31	-258	1900	-80	0.200936	-0.257902	0.086291	0.0150264	-0.0164274	0.00391764	-3.91737	0.6094	0.85515	-0.0526829	0.131224	-0.131916	-0.0322498	0.137678	-0.131916	-0.0322498	0.137678	-0.225773	-3.91631	0.604966	0.862692	-0.0332481	0.138093	-0.234904	0.302182	-0.531383	2.23168	0.148253	-0.126678	-0.0456246	0.0933246	0.035849	-0.167321	0.0199951	-0.040117	-0	0.209164	-0.0178536	3.79271	0	0	0	0	0	0	0.0394444	-0.00296706	-0.151683	-0.20957	-0.0578547	-1000	1000	-550	1500	-10	10	-10	-0	0	-0	200	0.7	0.2	170	-1.2	-0.8	2555	0.07	0.35	0.8
