time 	e1	e2	ctrlpitch	ctrlroll	ctrlthrust	ctrlyaw	edx	edy	edz	cumulx	cumuly	cumulz	x	y	z	dxr	dyr	dzr	dxrT	dyrT	dzrT	dxrUn	dyrUn	dzrUn	xpred	ypred	zpred	dxpred	dypred	dzpred	ux	uy	uz	dxd	dyd	dzd	Perpx	Tangx	Perpy	Tangy	Perpz	Tanz	ax	ay	az	pitch	roll	yaw	yawd	eyaw	kpvx	kpvy	kpvz	kpyaw	kivx	kivy	kivz	kdvx	kdvy	kdvz	kdyaw	ktg	veld	pitchoff	ke1	ke2	gravity	thr_vel
7.63037	0.162259	-0.162569	50	-50	1450	-26	-0.0134587	-0.230771	-0.0224153	-9.40766e-05	-0.00161309	-0.000156683	-1.84396	-0.0208578	0.162569	0.00604324	0.0324791	-0.00258774	0.00524569	0.0326613	-0.00195808	0.00524569	0.0326613	-0.00195808	-1.84469	-0.0254308	0.162569	0.00524569	0.0326613	-0.00195808	0.206069	-0.0811646	6.09118	-0.0074155	-0.198292	-0.025003	0.0263268	-0.0260252	-0.00351901	-0.194702	-0.0266118	0	1.2023e-313	9.59185e-315	9.81	-0.0722566	0.00575959	0.0293154	0.0113109	-0.0180035	-1200	1200	-500	1700	-0	0	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2550	0.07
7.63339	0.162259	-0.162569	100	-100	1500	-26	-0.0134542	-0.230771	-0.0224166	-0.000134722	-0.00231025	-0.000224403	-1.84396	-0.0208578	0.162569	0.00604324	0.0324791	-0.00258774	0.00524569	0.0326613	-0.00195808	0.00524569	0.0326613	-0.00195808	-1.84469	-0.0254308	0.162569	0.00524569	0.0326613	-0.00195808	0.206069	-0.0811646	6.09118	-0.00741094	-0.198292	-0.0250043	0.0263268	-0.0260252	-0.00351901	-0.194702	-0.0266118	0	0.443512	0.0354685	3.6518	-0.0720821	0.00575959	0.0293154	0.0113109	-0.0180035	-1200	1200	-500	1700	-0	0	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2550	0.07
7.64327	0.162259	-0.162569	150	-150	1550	-26	-0.0134542	-0.230767	-0.0224512	-0.000267689	-0.00459092	-0.000446288	-1.84396	-0.0208578	0.162569	0.00604324	0.0324791	-0.00258774	0.00524569	0.0326613	-0.00195808	0.00524569	0.0326613	-0.00195808	-1.84469	-0.0254308	0.162569	0.00524569	0.0326613	-0.00195808	0.206069	-0.0811646	6.09118	-0.00741094	-0.198288	-0.0250389	0.0263268	-0.0260252	-0.00351901	-0.194702	-0.0266118	0	0.443512	0.0343937	3.6518	-0.0720821	0.00558505	0.0293154	0.0113109	-0.0180035	-1200	1200	-500	1700	-0	0	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2550	0.07
7.64379	0.162239	-0.162496	193	-200	1600	-27	-0.0139833	-0.202847	-0.022564	-0.000274933	-0.004696	-0.000457976	-1.84442	-0.0244135	0.162496	0.00206606	0.00473653	-0.00213885	0.00207257	0.00481127	-0.00195808	0.00207257	0.00481127	-0.00195808	-1.84469	-0.025039	0.162496	0.00207257	0.00481127	-0.00195808	-0.0286615	-0.357817	5.70647	-0.0119172	-0.19811	-0.0247028	0.026237	-0.0304524	-0.00411714	-0.194061	-0.0266001	0	0.443515	0.034394	3.65175	-0.0720821	0.00558505	0.0293413	0.0132356	-0.016105	-1200	1200	-500	1700	-0	0	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2550	0.07
7.65331	0.162239	-0.162496	193	-243	1650	-27	-0.0139833	-0.202851	-0.0225294	-0.000408012	-0.00662653	-0.000672388	-1.84442	-0.0244135	0.162496	0.00206606	0.00473653	-0.00213885	0.00207257	0.00481127	-0.00195808	0.00207257	0.00481127	-0.00195808	-1.84469	-0.025039	0.162496	0.00207257	0.00481127	-0.00195808	-0.0286615	-0.357817	5.70647	-0.0119172	-0.198115	-0.0246682	0.026237	-0.0304524	-0.00411714	-0.194061	-0.0266001	0	0.443525	0.0354696	3.65161	-0.0720821	0.00575959	0.0293413	0.0132356	-0.016105	-1200	1200	-500	1700	-0	0	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2550	0.07
7.66334	0.162239	-0.162496	193	-243	1700	-27	-0.0139833	-0.202851	-0.0225294	-0.000548292	-0.00866154	-0.000898403	-1.84442	-0.0244135	0.162496	0.00206606	0.00473653	-0.00213885	0.00207257	0.00481127	-0.00195808	0.00207257	0.00481127	-0.00195808	-1.84469	-0.025039	0.162496	0.00207257	0.00481127	-0.00195808	-0.0286615	-0.357817	5.70647	-0.0119172	-0.198115	-0.0246682	0.026237	-0.0304524	-0.00411714	-0.194061	-0.0266001	0	0.443523	0.0354694	3.65165	-0.0720821	0.00575959	0.0293413	0.0132356	-0.016105	-1200	1200	-500	1700	-0	0	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2550	0.07
7.67329	0.162239	-0.162496	193	-243	1750	-27	-0.0139833	-0.202847	-0.022564	-0.00068744	-0.0106801	-0.00112294	-1.84442	-0.0244135	0.162496	0.00206606	0.00473653	-0.00213885	0.00207257	0.00481127	-0.00195808	0.00207257	0.00481127	-0.00195808	-1.84469	-0.025039	0.162496	0.00207257	0.00481127	-0.00195808	-0.0286615	-0.357817	5.70647	-0.0119172	-0.19811	-0.0247028	0.026237	-0.0304524	-0.00411714	-0.194061	-0.0266001	0	0.443523	0.0343946	3.65164	-0.0720821	0.00558505	0.0293413	0.0132356	-0.016105	-1200	1200	-500	1700	-0	0	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2550	0.07
7.67783	0.162097	-0.161809	205	-220	1800	-27	-0.0233853	-0.183632	-0.0224826	-0.000793703	-0.0115145	-0.0012251	-1.8444	-0.026608	0.161809	0.00874077	-0.0143333	-0.0019136	0.00927833	-0.014056	-0.00135894	0.00927833	-0.014056	-0.00135894	-1.84469	-0.025039	0.161809	0.00207257	-0.0112179	-0.00135894	-0.0564264	-0.44268	5.19353	-0.0146446	-0.197966	-0.0243962	0.0261575	-0.0331138	-0.00447304	-0.193643	-0.02649	0	0.443526	0.0343948	3.6516	-0.0720821	0.00558505	0.029364	0.0144254	-0.0149381	-1200	1200	-500	1700	-0	0	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2550	0.07
7.68332	0.162097	-0.161809	205	-220	1850	-27	-0.0233853	-0.183632	-0.0224826	-0.000921878	-0.012521	-0.00134833	-1.8444	-0.026608	0.161809	0.00874077	-0.0143333	-0.0019136	0.00927833	-0.014056	-0.00135894	0.00927833	-0.014056	-0.00135894	-1.84469	-0.025039	0.161809	0.00207257	-0.0112179	-0.00135894	-0.0564264	-0.44268	5.19353	-0.0146446	-0.197966	-0.0243962	0.0261575	-0.0331138	-0.00447304	-0.193643	-0.02649	0	0.443519	0.0343943	3.65169	-0.0720821	0.00558505	0.029364	0.0144254	-0.0149381	-1200	1200	-500	1700	-0	0	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2550	0.07
7.69332	0.162097	-0.161809	205	-220	1900	-27	-0.0233853	-0.183628	-0.0225172	-0.0011558	-0.0143578	-0.00157356	-1.8444	-0.026608	0.161809	0.00874077	-0.0143333	-0.0019136	0.00927833	-0.014056	-0.00135894	0.00927833	-0.014056	-0.00135894	-1.84469	-0.025039	0.161809	0.00207257	-0.0112179	-0.00135894	-0.0564264	-0.44268	5.19353	-0.0146446	-0.197961	-0.0244308	0.0261575	-0.0331138	-0.00447304	-0.193643	-0.02649	0	0.44352	0.0333195	3.65169	-0.0720821	0.00541052	0.029364	0.0144254	-0.0149381	-1200	1200	-500	1700	-0	0	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2550	0.07
