time ;e1;e2;ctrlpitch;ctrlroll;ctrlthrust;ctrlyaw;edx;edy;edz;cumulx;cumuly;cumulz;x;y;z;dxr;dyr;dzr;dxrT;dyrT;dzrT;dxrUn;dyrUn;dzrUn;dxd;dyd;dzd;Perpx;Tangx;Perpy;Tangy;Perpz;Tanz;ax;ay;az;pitch;roll;yaw;yawd;eyaw;kpvx;kpvy;kpvz;kpyaw;kivx;kivy;kivz;kdvx;kdvy;kdvz;kdyaw;ktg;veld;pitchoff;ke1;ke2;gravity;thr_vel
7,62438;0,106955;-0,081732;50;-50;1450;44;-0,0121876;-0,118049;-0,0026329;-9,50389e-05;-0,000920545;-2,05314e-05;-1,73725;-0,0428147;0,081732;0,00472488;0,0185384;-0,00384599;0,00490363;0,0185329;-0,00364337;0,00490363;0,0185329;-0,00364337;-0,00746271;-0,0995105;-0,00647889;0,00874208;-0,0159825;-0,00142451;-0,0980831;-0,00676855;0;1,17631e-313;-9,26533e-316;2,65432e-312;-0,0443314;-0,000349066;-0,000709569;0,0246401;0,025347;-1200;1200;-500;1700;-0;0;-10;-0;0;-0;250;1,2;0,1;177;-1,2;-1;2550;0,07
7,62648;0,106955;-0,081732;100;-100;1500;44;-0,0121887;-0,11805;-0,00261423;-0,000120586;-0,00116798;-2,60108e-05;-1,73725;-0,0428147;0,081732;0,00472488;0,0185384;-0,00384599;0,00490363;0,0185329;-0,00364337;0,00490363;0,0185329;-0,00364337;-0,00746384;-0,0995116;-0,00646022;0,00874208;-0,0159825;-0,00142451;-0,0980831;-0,00676855;0;0,436684;-0,00171305;9,81507;-0,0445059;-0,000174533;-0,000709569;0,0246401;0,025347;-1200;1200;-500;1700;-0;0;-10;-0;0;-0;250;1,2;0,1;177;-1,2;-1;2550;0,07
7,62725;0,106995;-0,0819449;150;-150;1550;47;-0,0121762;-0,137338;-0,0165254;-0,00012995;-0,00127359;-3,87188e-05;-1,73709;-0,0414385;0,0819449;0,00530126;0,0377872;0,0100214;0,00490363;0,0377821;0,0102407;0,00490363;0,0377821;0,0102407;-0,00687494;-0,0995512;-0,006504;0,00875246;-0,0154721;-0,00137953;-0,0981634;-0,00678608;0;0,436682;-0,00171305;9,81503;-0,0445059;-0,000174533;-0,0014076;0,0238506;0,0252555;-1200;1200;-500;1700;-0;0;-10;-0;0;-0;250;1,2;0,1;177;-1,2;-1;2550;0,07
7,63649;0,106995;-0,0819449;191;-164;1600;47;-0,0121773;-0,137339;-0,0165068;-0,000242481;-0,00254275;-0,000191258;-1,73709;-0,0414385;0,0819449;0,00530126;0,0377872;0,0100214;0,00490363;0,0377821;0,0102407;0,00490363;0,0377821;0,0102407;-0,00687607;-0,0995523;-0,00648543;0,00875246;-0,0154721;-0,00137953;-0,0981634;-0,00678608;0;0,439589;0;9,84179;-0,0446804;0;-0,0014076;0,0238506;0,0252555;-1200;1200;-500;1700;-0;0;-10;-0;0;-0;250;1,2;0,1;177;-1,2;-1;2550;0,07
7,64649;0,106995;-0,0819449;191;-164;1650;47;-0,0121773;-0,137339;-0,0165068;-0,000364339;-0,0039171;-0,000356442;-1,73709;-0,0414385;0,0819449;0,00530126;0,0377872;0,0100214;0,00490363;0,0377821;0,0102407;0,00490363;0,0377821;0,0102407;-0,00687607;-0,0995523;-0,00648543;0,00875246;-0,0154721;-0,00137953;-0,0981634;-0,00678608;0;0,439588;0;9,84176;-0,0446804;0;-0,0014076;0,0238506;0,0252555;-1200;1200;-500;1700;-0;0;-10;-0;0;-0;250;1,2;0,1;177;-1,2;-1;2550;0,07
7,65505;0,10693;-0,0829174;190;-164;1700;47;-0,0114837;-0,137334;-0,0330855;-0,000462548;-0,00509158;-0,000639389;-1,73699;-0,0414385;0,0829174;0,00460509;0,0377869;0,0265199;0,00346916;0,0377821;0,0266991;0,00346916;0,0377821;0,0266991;-0,00687865;-0,0995469;-0,00656558;0,00874679;-0,0154654;-0,0013781;-0,0981594;-0,00686627;0;0,439588;0;9,84177;-0,0446804;0;-0,0014076;0,023852;0,0252569;-1200;1200;-500;1700;-0;0;-10;-0;0;-0;250;1,2;0,1;177;-1,2;-1;2550;0,07
7,65654;0,10693;-0,0829174;190;-164;1750;47;-0,0114837;-0,137335;-0,0330681;-0,000479728;-0,00529703;-0,000688859;-1,73699;-0,0414385;0,0829174;0,00460509;0,0377869;0,0265199;0,00346916;0,0377821;0,0266991;0,00346916;0,0377821;0,0266991;-0,00687865;-0,099548;-0,00654821;0,00874679;-0,0154654;-0,0013781;-0,0981594;-0,00686627;0;0,441013;0,00172328;9,87367;-0,0446804;0,000174533;-0,0014076;0,023852;0,0252569;-1200;1200;-500;1700;-0;0;-10;-0;0;-0;250;1,2;0,1;177;-1,2;-1;2550;0,07
7,66654;0,10693;-0,0829174;190;-164;1800;47;-0,011486;-0,137335;-0,0330657;-0,000594588;-0,00667038;-0,00101952;-1,73699;-0,0414385;0,0829174;0,00460509;0,0377869;0,0265199;0,00346916;0,0377821;0,0266991;0,00346916;0,0377821;0,0266991;-0,00688094;-0,099548;-0,00654581;0,00874679;-0,0154654;-0,0013781;-0,0981594;-0,00686627;0;0,444455;0,00172327;9,87363;-0,0450295;0,000174533;-0,0014076;0,023852;0,0252569;-1200;1200;-500;1700;-0;0;-10;-0;0;-0;250;1,2;0,1;177;-1,2;-1;2550;0,07
7,6766;0,10693;-0,0829174;190;-164;1850;47;-0,011486;-0,137337;-0,033031;-0,000710149;-0,00805213;-0,00135184;-1,73699;-0,0414385;0,0829174;0,00460509;0,0377869;0,0265199;0,00346916;0,0377821;0,0266991;0,00346916;0,0377821;0,0266991;-0,00688094;-0,0995503;-0,00651106;0,00874679;-0,0154654;-0,0013781;-0,0981594;-0,00686627;0;0,444455;0,00516983;9,87364;-0,0450295;0,000523599;-0,0014076;0,023852;0,0252569;-1200;1200;-500;1700;-0;0;-10;-0;0;-0;250;1,2;0,1;177;-1,2;-1;2550;0,07
7,68649;0,10693;-0,0829174;190;-164;1900;47;-0,0114872;-0,137341;-0,0329776;-0,00082378;-0,00941071;-0,00167806;-1,73699;-0,0414385;0,0829174;0,00460509;0,0377869;0,0265199;0,00346916;0,0377821;0,0266991;0,00346916;0,0377821;0,0266991;-0,00688209;-0,0995537;-0,00645773;0,00874679;-0,0154654;-0,0013781;-0,0981594;-0,00686627;0;0,446174;0,0103396;9,87359;-0,045204;0,0010472;-0,0014076;0,023852;0,0252569;-1200;1200;-500;1700;-0;0;-10;-0;0;-0;250;1,2;0,1;177;-1,2;-1;2550;0,07
