time 	e1	e2	ctrlpitch	ctrlroll	ctrlthrust	ctrlyaw	edx	edy	edz	cumulx	cumuly	cumulz	x	y	z	dxr	dyr	dzr	dxrT	dyrT	dzrT	dxrUn	dyrUn	dzrUn	dxd	dyd	dzd	Perpx	Tangx	Perpy	Tangy	Perpz	Tanz	kpvxMod	kpvyMod	ax	ay	az	pitch	roll	yaw	yawd	eyaw	kpvx	kpvy	kpvz	kpyaw	kivx	kivy	kivz	kdvx	kdvy	kdvz	kdyaw	ktg	veld	pitchoff	ke1	ke2	gravity	thr_vel
6.71726	-2.47602	-0.139755	372	-3	1950	-42	-0.229644	-0.00408747	0.215022	-0.0141703	-0.00121246	0.0171274	-3.66727	0.0725106	0.139755	0.415316	-0.0702203	-0.217115	0.403827	-0.0580843	-0.23109	0.497491	-0.0580843	0.294467	0.185672	-0.0743078	-0.00209255	0.121886	0.0640254	-0.132107	0.0590719	-0.0101454	-0	-975.987	17.3717	0.6867	-0.34335	-10.1632	0.0305433	0.0321141	0.00628813	-0.0197698	-0.026055	-850	850	-500	1700	-20	20	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2550	0.07
6.72724	-2.47602	-0.139755	373	-3	2000	-42	-0.230866	-0.00351716	0.215398	-0.0164746	-0.00124757	0.0192773	-3.66727	0.0725106	0.139755	0.416547	-0.0707778	-0.217115	0.403827	-0.0580843	-0.23109	0.497491	-0.0580843	0.294467	0.185681	-0.074295	-0.00171683	0.121886	0.0640254	-0.132107	0.0590719	-0.0101454	-0	-981.181	14.9479	0.51993	-0.23544	-10.0258	0.0326377	0.0319395	0.00628813	-0.0197698	-0.026055	-850	850	-500	1700	-20	20	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2550	0.07
6.73725	-2.47602	-0.139755	377	-1	2050	-42	-0.23497	-0.0017423	0.215786	-0.0188273	-0.00126501	0.021438	-3.66727	0.0725106	0.139755	0.420659	-0.0725403	-0.217115	0.403827	-0.0580843	-0.23109	0.497491	-0.0580843	0.294467	0.185689	-0.0742826	-0.00132814	0.121886	0.0640254	-0.132107	0.0590719	-0.0101454	-0	-998.624	7.40476	0.41202	-0.17658	-9.9081	0.0347321	0.0319395	0.00628813	-0.0197698	-0.026055	-850	850	-500	1700	-20	20	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2550	0.07
6.74725	-2.47602	-0.139755	380	0	2100	-42	-0.238699	-6.49907e-05	0.216	-0.0212133	-0.00126566	0.0235971	-3.66727	0.0725106	0.139755	0.424392	-0.0742101	-0.217115	0.403827	-0.0580843	-0.23109	0.497491	-0.0580843	0.294467	0.185693	-0.0742751	-0.00111435	0.121886	0.0640254	-0.132107	0.0590719	-0.0101454	-0	-1014.47	0.27621	0.37278	-0.16677	-9.86886	0.0359538	0.031765	0.00628813	-0.0197698	-0.026055	-850	850	-500	1700	-20	20	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2550	0.07
6.74914	-2.40252	-0.13421	330	-7	2150	-32	-0.158025	-0.00865441	0.286031	-0.0215114	-0.00128198	0.0241366	-3.64625	0.0725106	0.13421	0.344155	-0.0645228	-0.287001	0.333827	-0.053662	-0.30109	0.27163	-0.053662	-0.501805	0.186129	-0.0731772	-0.000970475	0.12023	0.0660335	-0.132206	0.0600519	-0.00998255	-0	-671.607	36.7812	0	0	0	0.0359538	0.031765	0.00513431	-0.0198837	-0.0250154	-850	850	-500	1700	-20	20	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2550	0.07
6.7572	-2.40252	-0.13421	312	-7	2200	-32	-0.158462	-0.00845598	0.286453	-0.0227892	-0.00135017	0.0264465	-3.64625	0.0725106	0.13421	0.344599	-0.0647078	-0.287001	0.333827	-0.053662	-0.30109	0.27163	-0.053662	-0.501805	0.186136	-0.0731638	-0.000548366	0.12023	0.0660335	-0.132206	0.0600519	-0.00998255	-0	-673.465	35.9379	0.23544	-0.0981	-9.75114	0.0382227	0.031765	0.00513431	-0.0198837	-0.0250154	-850	850	-500	1700	-20	20	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2550	0.07
6.76726	-2.40252	-0.13421	313	-6	2250	-32	-0.159959	-0.00788776	0.286895	-0.0243976	-0.00142948	0.0293313	-3.64625	0.0725106	0.13421	0.346102	-0.0652616	-0.287001	0.333827	-0.053662	-0.30109	0.27163	-0.053662	-0.501805	0.186143	-0.0731494	-0.000106537	0.12023	0.0660335	-0.132206	0.0600519	-0.00998255	-0	-679.825	33.523	0.18639	-0.06867	-9.70209	0.0406662	0.0315905	0.00513431	-0.0198837	-0.0250154	-850	850	-500	1700	-20	20	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2550	0.07
6.77722	-2.40252	-0.13421	314	-6	2300	-32	-0.161336	-0.00768125	0.287187	-0.0260048	-0.001506	0.0321922	-3.64625	0.0725106	0.13421	0.347483	-0.0654589	-0.287001	0.333827	-0.053662	-0.30109	0.27163	-0.053662	-0.501805	0.186146	-0.0731401	0.000185712	0.12023	0.0660335	-0.132206	0.0600519	-0.00998255	-0	-685.679	32.6453	0.13734	-0.01962	-9.68247	0.042237	0.0315905	0.00513431	-0.0198837	-0.0250154	-850	850	-500	1700	-20	20	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2550	0.07
6.78225	-2.36731	-0.143222	364	-8	2350	-31	-0.226488	-0.00994008	0.211357	-0.0271452	-0.00155605	0.0332564	-3.63771	0.0710193	0.143222	0.412956	-0.0623728	-0.211979	0.403827	-0.053662	-0.23109	0.608284	-0.053662	0.272161	0.186468	-0.0723129	-0.000622245	0.11963	0.0669025	-0.131982	0.060641	-0.0107769	-0	-962.573	42.2453	0	0	0	0.042237	0.0315905	0.00491532	-0.0195206	-0.0244335	-850	850	-500	1700	-20	20	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2550	0.07
6.78733	-2.36731	-0.143222	370	-8	2400	-31	-0.227222	-0.00992464	0.211833	-0.0282986	-0.00160643	0.0343317	-3.63771	0.0710193	0.143222	0.413697	-0.0623728	-0.211979	0.403827	-0.053662	-0.23109	0.608284	-0.053662	0.272161	0.186475	-0.0722974	-0.000146925	0.11963	0.0669025	-0.131982	0.060641	-0.0107769	-0	-965.693	42.1797	0.14715	0	-9.70209	0.044855	0.0314159	0.00491532	-0.0195206	-0.0244335	-850	850	-500	1700	-20	20	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2550	0.07
6.7973	-2.36731	-0.143222	371	-8	2443	-31	-0.228062	-0.0099561	0.212405	-0.0305724	-0.00170569	0.0364493	-3.63771	0.0710193	0.143222	0.414544	-0.062323	-0.211979	0.403827	-0.053662	-0.23109	0.608284	-0.053662	0.272161	0.186482	-0.0722791	0.000426012	0.11963	0.0669025	-0.131982	0.060641	-0.0107769	-0	-969.262	42.3134	0.16677	0.00981	-9.70209	0.0479966	0.0312414	0.00491532	-0.0195206	-0.0244335	-850	850	-500	1700	-20	20	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2550	0.07
6.80724	-2.36731	-0.143222	373	-8	2443	-31	-0.229818	-0.00994085	0.212893	-0.032857	-0.00180451	0.0385657	-3.63771	0.0710193	0.143222	0.416304	-0.062323	-0.211979	0.403827	-0.053662	-0.23109	0.608284	-0.053662	0.272161	0.186486	-0.0722638	0.000913988	0.11963	0.0669025	-0.131982	0.060641	-0.0107769	-0	-976.726	42.2486	0.17658	0	-9.73152	0.0506145	0.0312414	0.00491532	-0.0195206	-0.0244335	-850	850	-500	1700	-20	20	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2550	0.07
6.81448	-2.24849	-0.143222	323	28	2478	-41	-0.152799	0.0335645	0.141341	-0.0339634	-0.00156147	0.0395892	-3.61757	0.0577814	0.143222	0.34108	-0.101019	-0.140931	0.333827	-0.0949278	-0.16109	0.24927	-0.0949278	0.272161	0.188281	-0.0674545	0.000409499	0.118917	0.0693665	-0.129975	0.0634649	-0.0112212	-0	-649.394	142.649	0	0	0	0.0506145	0.0312414	0.00491532	-0.0159711	-0.0208849	-850	850	-500	1700	-20	20	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2550	0.07
6.81729	-2.24849	-0.143222	308	28	2478	-41	-0.15443	0.0337158	0.141636	-0.0343973	-0.00146673	0.0399872	-3.61757	0.0577814	0.143222	0.342713	-0.101161	-0.140931	0.333827	-0.0949278	-0.16109	0.24927	-0.0949278	0.272161	0.188283	-0.0674452	0.000705108	0.118917	0.0693665	-0.129975	0.0634649	-0.0112212	-0	-656.328	143.292	0.22563	-0.01962	-9.76095	0.0521853	0.0312414	0.00491532	-0.0159711	-0.0208849	-850	850	-500	1700	-20	20	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2550	0.07
6.82733	-2.24849	-0.143222	309	28	2478	-41	-0.155199	0.0338682	0.142108	-0.0359555	-0.0011267	0.0414139	-3.61757	0.0577814	0.143222	0.343485	-0.101299	-0.140931	0.333827	-0.0949278	-0.16109	0.24927	-0.0949278	0.272161	0.188286	-0.0674307	0.00117672	0.118917	0.0693665	-0.129975	0.0634649	-0.0112212	-0	-659.596	143.94	0.27468	-0.04905	-9.77076	0.0546288	0.0314159	0.00491532	-0.0159711	-0.0208849	-850	850	-500	1700	-20	20	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2550	0.07
6.83724	-2.24849	-0.143222	312	29	2478	-41	-0.158251	0.0347689	0.14257	-0.0375238	-0.000782136	0.0428268	-3.61757	0.0577814	0.143222	0.346539	-0.102185	-0.140931	0.333827	-0.0949278	-0.16109	0.24927	-0.0949278	0.272161	0.188288	-0.0674164	0.00163902	0.118917	0.0693665	-0.129975	0.0634649	-0.0112212	-0	-672.565	147.768	0.30411	-0.08829	-9.79038	0.0568977	0.0319395	0.00491532	-0.0159711	-0.0208849	-850	850	-500	1700	-20	20	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2550	0.07
6.8473	-2.24849	-0.143222	315	30	2478	-41	-0.161653	0.035947	0.142934	-0.0391499	-0.000420545	0.0442646	-3.61757	0.0577814	0.143222	0.349941	-0.103352	-0.140931	0.333827	-0.0949278	-0.16109	0.24927	-0.0949278	0.272161	0.188289	-0.0674049	0.00200277	0.118917	0.0693665	-0.129975	0.0634649	-0.0112212	-0	-687.024	152.775	0.34335	-0.11772	-9.75114	0.0586431	0.0324631	0.00491532	-0.0159711	-0.0208849	-850	850	-500	1700	-20	20	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2550	0.07
6.8528	-2.21394	-0.149145	364	27	2516	-41	-0.219274	0.032925	0.0654941	-0.0403552	-0.000239556	0.0446246	-3.61033	0.0550961	0.149145	0.407953	-0.0992428	-0.0641082	0.403827	-0.0949278	-0.0910898	0.467222	-0.0949278	0.272161	0.18868	-0.0663178	0.0013859	0.118464	0.0702018	-0.129519	0.0642101	-0.0118244	-0	-931.914	139.931	0	0	0	0.0586431	0.0324631	0.00540656	-0.0152595	-0.0206646	-850	850	-500	1700	-20	20	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2550	0.07
6.85724	-2.21394	-0.149145	365	28	2516	-41	-0.221268	0.0335293	0.0658482	-0.041339	-9.04851e-05	0.0449174	-3.61033	0.0550961	0.149145	0.409949	-0.099836	-0.0641082	0.403827	-0.0949278	-0.0910898	0.467222	-0.0949278	0.272161	0.188681	-0.0663067	0.00173998	0.118464	0.0702018	-0.129519	0.0642101	-0.0118244	-0	-940.389	142.499	0.36297	-0.10791	-9.69228	0.0602139	0.0333358	0.00540656	-0.0152595	-0.0206646	-850	850	-500	1700	-20	20	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2550	0.07
6.86726	-2.21394	-0.149145	367	28	2516	-41	-0.222882	0.0340144	0.0660146	-0.0435709	0.000250135	0.0455784	-3.61033	0.0550961	0.149145	0.411562	-0.100316	-0.0641082	0.403827	-0.0949278	-0.0910898	0.467222	-0.0949278	0.272161	0.188681	-0.0663013	0.00190635	0.118464	0.0702018	-0.129519	0.0642101	-0.0118244	-0	-947.247	144.561	0.36297	-0.10791	-9.66285	0.060912	0.0338594	0.00540656	-0.0152595	-0.0206646	-850	850	-500	1700	-20	20	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2550	0.07
6.87723	-2.21394	-0.149145	370	29	2516	-41	-0.226516	0.0341231	0.0663259	-0.04583	0.000590445	0.0462399	-3.61033	0.0550961	0.149145	0.415197	-0.100414	-0.0641082	0.403827	-0.0949278	-0.0910898	0.467222	-0.0949278	0.272161	0.188681	-0.0662909	0.00221773	0.118464	0.0702018	-0.129519	0.0642101	-0.0118244	-0	-962.693	145.023	0.36297	-0.00981	-9.60399	0.0621337	0.0350811	0.00540656	-0.0152595	-0.0206646	-850	850	-500	1700	-20	20	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2550	0.07
6.87906	-2.15373	-0.149906	414	-21	2553	-33	-0.278459	-0.038143	-0.00702131	-0.0463409	0.000520453	0.046227	-3.59243	0.0550961	0.149906	0.467489	-0.0271576	0.00891166	0.467222	-0.0249278	-0.0210898	0.467222	0.00475226	0.0289633	0.18903	-0.0653006	0.00189034	0.116878	0.0721129	-0.129427	0.0651209	-0.012138	-0	-1183.45	162.108	0	0	0	0.0621337	0.0350811	0.00540656	-0.0153355	-0.0207406	-850	850	-500	1700	-20	20	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2550	0.07
6.88727	-2.15373	-0.149906	415	-32	2552	-33	-0.279179	-0.038205	-0.00673232	-0.048631	0.000207056	0.0461718	-3.59243	0.0550961	0.149906	0.468209	-0.0270856	0.00891166	0.467222	-0.0249278	-0.0210898	0.467222	0.00475226	0.0289633	0.18903	-0.0652907	0.00217934	0.116878	0.0721129	-0.129427	0.0651209	-0.012138	-0	-1186.51	162.371	0.3924	0.03924	-9.55494	0.0631809	0.0364774	0.00540656	-0.0153355	-0.0207406	-850	850	-500	1700	-20	20	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2550	0.07
6.89728	-2.15373	-0.149906	418	-33	2552	-33	-0.282559	-0.0389237	-0.00657644	-0.0514592	-0.000182531	0.046106	-3.59243	0.0550961	0.149906	0.471589	-0.0263614	0.00891166	0.467222	-0.0249278	-0.0210898	0.467222	0.00475226	0.0289633	0.18903	-0.065285	0.00233522	0.116878	0.0721129	-0.129427	0.0651209	-0.012138	-0	-1200.87	165.426	0.41202	0.08829	-9.49608	0.0637045	0.03735	0.00540656	-0.0153355	-0.0207406	-850	850	-500	1700	-20	20	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2550	0.07
6.90728	-2.15373	-0.149906	421	-34	2552	-33	-0.286781	-0.0401934	-0.00639778	-0.0543284	-0.000584665	0.0460419	-3.59243	0.0550961	0.149906	0.475811	-0.0250849	0.00891166	0.467222	-0.0249278	-0.0210898	0.467222	0.00475226	0.0289633	0.18903	-0.0652783	0.00251388	0.116878	0.0721129	-0.129427	0.0651209	-0.012138	-0	-1218.82	170.822	0.42183	0.12753	-9.46665	0.0642281	0.0385718	0.00540656	-0.0153355	-0.0207406	-850	850	-500	1700	-20	20	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2550	0.07
6.91457	-2.07939	-0.149273	414	-61	2554	-24	-0.277856	-0.072192	-0.00967034	-0.0563531	-0.00111073	0.0459715	-3.56986	0.0552209	0.149273	0.467436	0.0085183	0.0118836	0.467222	0.00979463	-0.0178238	0.467222	0.00979463	-0.0178238	0.18958	-0.0636737	0.0022133	0.114813	0.0745971	-0.129264	0.0662576	-0.0124113	-0	-1180.89	306.816	0	0	0	0.0642281	0.0385718	0.00372599	-0.0154674	-0.0191922	-850	850	-500	1700	-20	20	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2550	0.07
6.91728	-2.07939	-0.149273	416	-62	2554	-24	-0.28093	-0.072976	-0.00960367	-0.0571147	-0.00130857	0.0459454	-3.56986	0.0552209	0.149273	0.47051	0.00930464	0.0118836	0.467222	0.00979463	-0.0178238	0.467222	0.00979463	-0.0178238	0.18958	-0.0636713	0.00227998	0.114813	0.0745971	-0.129264	0.0662576	-0.0124113	-0	-1193.95	310.148	0.42183	0.10791	-9.43722	0.0642281	0.039619	0.00372599	-0.0154674	-0.0191922	-850	850	-500	1700	-20	20	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2550	0.07
6.92727	-2.07939	-0.149273	417	-62	2554	-24	-0.28202	-0.0731083	-0.00958116	-0.0599316	-0.00203877	0.0458497	-3.56986	0.0552209	0.149273	0.4716	0.00943761	0.0118836	0.467222	0.00979463	-0.0178238	0.467222	0.00979463	-0.0178238	0.18958	-0.0636707	0.00230248	0.114813	0.0745971	-0.129264	0.0662576	-0.0124113	-0	-1198.59	310.71	0.40221	0.04905	-9.42741	0.0640536	0.0404916	0.00372599	-0.0154674	-0.0191922	-850	850	-500	1700	-20	20	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2550	0.07
6.93724	-2.07939	-0.149273	421	-62	2554	-24	-0.285939	-0.0733065	-0.00963617	-0.0627829	-0.00276978	0.0457537	-3.56986	0.0552209	0.149273	0.47552	0.00963358	0.0118836	0.467222	0.00979463	-0.0178238	0.467222	0.00979463	-0.0178238	0.18958	-0.0636729	0.00224747	0.114813	0.0745971	-0.129264	0.0662576	-0.0124113	-0	-1215.24	311.553	0.3924	0.01962	-9.4176	0.0637045	0.0406662	0.00372599	-0.0154674	-0.0191922	-850	850	-500	1700	-20	20	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2550	0.07
6.94723	-2.07939	-0.149273	424	-62	2554	-24	-0.289755	-0.0730193	-0.00977897	-0.0656764	-0.00349896	0.045656	-3.56986	0.0552209	0.149273	0.479335	0.0093401	0.0118836	0.467222	0.00979463	-0.0178238	0.467222	0.00979463	-0.0178238	0.18958	-0.0636792	0.00210468	0.114813	0.0745971	-0.129264	0.0662576	-0.0124113	-0	-1231.46	310.332	0.38259	-0.02943	-9.35874	0.0626573	0.0415388	0.00372599	-0.0154674	-0.0191922	-850	850	-500	1700	-20	20	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2550	0.07
6.9482	-2.05678	-0.149273	374	-56	2552	-24	-0.207852	-0.0668207	-0.0049485	-0.0658799	-0.00356437	0.0456512	-3.56297	0.0552209	0.149273	0.397574	0.00356357	0.00694274	0.397222	0.00475226	-0.0178238	0.332309	0.00475226	-0.0178238	0.189722	-0.0632571	0.00199424	0.11417	0.0753746	-0.129191	0.0666111	-0.0125128	-0	-883.369	283.988	0	0	0	0.0626573	0.0415388	0.00372599	-0.0154973	-0.0192222	-850	850	-500	1700	-20	20	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2550	0.07
6.95731	-2.05678	-0.149273	355	-56	2552	-24	-0.208227	-0.0667616	-0.00512488	-0.0677762	-0.00417237	0.0456045	-3.56297	0.0552209	0.149273	0.397948	0.00349634	0.00694274	0.397222	0.00475226	-0.0178238	0.332309	0.00475226	-0.0178238	0.189721	-0.0632652	0.00181786	0.11417	0.0753746	-0.129191	0.0666111	-0.0125128	-0	-884.965	283.737	0.38259	-0.06867	-9.29007	0.0614356	0.0424115	0.00372599	-0.0154973	-0.0192222	-850	850	-500	1700	-20	20	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2550	0.07
6.96729	-2.05678	-0.149273	358	-56	2552	-24	-0.211445	-0.0661455	-0.00531224	-0.069886	-0.00483237	0.0455515	-3.56297	0.0552209	0.149273	0.401165	0.00287097	0.00694274	0.397222	0.00475226	-0.0178238	0.332309	0.00475226	-0.0178238	0.18972	-0.0632745	0.00163051	0.11417	0.0753746	-0.129191	0.0666111	-0.0125128	-0	-898.64	281.118	0.35316	-0.06867	-9.21159	0.0600393	0.0436332	0.00372599	-0.0154973	-0.0192222	-850	850	-500	1700	-20	20	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2550	0.07
6.97729	-2.05678	-0.149273	361	-55	2552	-24	-0.214872	-0.0655646	-0.00544451	-0.0720345	-0.00548795	0.045497	-3.56297	0.0552209	0.149273	0.404591	0.00228366	0.00694274	0.397222	0.00475226	-0.0178238	0.332309	0.00475226	-0.0178238	0.189719	-0.0632809	0.00149824	0.11417	0.0753746	-0.129191	0.0666111	-0.0125128	-0	-913.205	278.65	0.34335	-0.05886	-9.17235	0.0591667	0.0441568	0.00372599	-0.0154973	-0.0192222	-850	850	-500	1700	-20	20	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2550	0.07
6.98281	-1.99234	-0.148188	311	-5	2544	-38	-0.142625	0.00719372	0.0108143	-0.0728216	-0.00544826	0.0455567	-3.55178	0.0475994	0.148188	0.333235	-0.0677442	-0.00958871	0.332309	-0.0652477	-0.0322527	0.332309	-0.245726	-0.0322527	0.19061	-0.0605505	0.00122558	0.113576	0.0769768	-0.127803	0.068408	-0.0127171	-0	-606.156	30.5733	0	0	0	0.0591667	0.0441568	0.00604357	-0.0134007	-0.0194431	-850	850	-500	1700	-20	20	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2550	0.07
