time ;e1;e2;e1Ori;ctrlpitch;ctrlroll;ctrlthrust;ctrlyaw;edx;edy;edz;cumulx;cumuly;cumulz;x_pred;y_pred;z_pred;dxr_pred;dyr_pred;dzr_pred;dxrT;dyrT;dzrT;dxrUn;dyrUn;dzrUn;x;y;z;dx;dy;dz;ux;uy;uz;dxd;dyd;dzd;Perpx;Tangx;Perpy;Tangy;Perpz;Tanz;ax;ay;az;err_sti_x;err_sti_y;err_sti_z;err_sti_dx;err_sti_dy;err_sti_dz;pitch;roll;yaw;yawd;eyaw;kpvx;kpvy;kpvz;kpyaw;kivx;kivy;kivz;kdvx;kdvy;kdvz;kdyaw;ktg;veld;pitchoff;ke1;ke2;gravity;thr_vel
9,15365;1,02492;-0,0768283;1,02492;50;50;1450;14;0,0913289;0,247001;0,00659979;0,000650536;0,00175939;4,70103e-05;-2,60399;0,000356796;0,0768283;0,0134313;-0,0776068;-0,0247895;0,0137445;-0,0800724;-0,0176991;0,0137445;-0,120265;-0,0176991;-2,60795;0,0242704;0,0938102;0,0137445;-0,120265;-0,0176991;0,19434;0,0810057;2,82845;0,10476;0,169394;-0,0181897;-0,0376125;0,145376;0,124166;0,0440375;-0,00972517;-0;0;0;9,81;-0,00144241;0,00662839;-0,0219269;-0,00118716;0,005999;-0,0176891;-0,034383;0,0286234;-0,0154239;-0,000137019;0,0152863;-1080;1080;-580;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;170;-1,2;-1;2555;0,070,750,8
9,15661;1,02492;-0,0768283;1,02492;71;100;1500;14;0,0913242;0,247;0,00656324;0,000921586;0,00249249;6,649e-05;-2,60399;0,000356796;0,0768283;0,0134313;-0,0776068;-0,0247895;0,0137445;-0,0800724;-0,0176991;0,0137445;-0,120265;-0,0176991;-2,60795;0,0242704;0,0938102;0,0137445;-0,120265;-0,0176991;0,19434;0,0810057;2,82845;0,104756;0,169393;-0,0182263;-0,0376125;0,145376;0,124166;0,0440375;-0,00972517;-0;0,665644;0,17521;3,68794;-0,00144241;0,00662839;-0,0219269;-0,00118716;0,005999;-0,0176891;-0,0347321;0,0286234;-0,0154239;-0,000137019;0,0152863;-1080;1080;-580;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;170;-1,2;-1;2555;0,070,750,8
9,16659;1,02492;-0,0768283;1,02492;71;150;1550;14;0,0913219;0,247003;0,00657453;0,0018327;0,00495683;0,000132084;-2,60399;0,000356796;0,0768283;0,0134313;-0,0776068;-0,0247895;0,0137445;-0,0800724;-0,0176991;0,0137445;-0,120265;-0,0176991;-2,60795;0,0242704;0,0938102;0,0137445;-0,120265;-0,0176991;0,19434;0,0810057;2,82845;0,104753;0,169396;-0,018215;-0,0376125;0,145376;0,124166;0,0440375;-0,00972517;-0;0,666712;0,174144;3,68789;-0,00144241;0,00662839;-0,0219269;-0,00118716;0,005999;-0,0176891;-0,0349066;0,0284489;-0,0154239;-0,000137019;0,0152863;-1080;1080;-580;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;170;-1,2;-1;2555;0,070,750,8
9,17298;0,993423;-0,0923528;0,993423;65;200;1600;-2;0,0969581;0,312498;0,00244311;0,00245217;0,00695338;0,000147693;-2,607;0,0218662;0,0923528;0,0143275;-0,147579;-0,0228716;0,0137445;-0,150072;-0,0176991;0,0137445;-0,20921;-0,0176991;-2,60628;0,018552;0,103316;0,0137445;-0,20921;-0,0176991;0,187659;0,357117;2,4445;0,111286;0,164919;-0,0204285;-0,0340528;0,148186;0,122676;0,0411339;-0,0118357;-0;0,66671;0,174143;3,6879;-0,00144241;0,00662839;-0,0219269;-0,00118716;0,005999;-0,0176891;-0,0349066;0,0284489;-0,0143718;-0,00838732;0,00598445;-1080;1080;-580;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;170;-1,2;-1;2555;0,070,750,8
9,17658;0,993423;-0,0923528;0,993423;65;250;1650;-2;0,0969526;0,312497;0,00240428;0,00280081;0,00807712;0,000156339;-2,607;0,0218662;0,0923528;0,0143275;-0,147579;-0,0228716;0,0137445;-0,150072;-0,0176991;0,0137445;-0,20921;-0,0176991;-2,60628;0,018552;0,103316;0,0137445;-0,20921;-0,0176991;0,187659;0,357117;2,4445;0,11128;0,164918;-0,0204673;-0,0340528;0,148186;0,122676;0,0411339;-0,0118357;-0;0,669462;0,174307;3,68215;-0,00144241;0,00662839;-0,0219269;-0,00118716;0,005999;-0,0176891;-0,0352557;0,0284489;-0,0143718;-0,00838732;0,00598445;-1080;1080;-580;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;170;-1,2;-1;2555;0,070,750,8
9,18656;0,993423;-0,0923528;0,993423;65;300;1700;-2;0,0969471;0,312499;0,00239423;0,00376834;0,0111959;0,000180233;-2,607;0,0218662;0,0923528;0,0143275;-0,147579;-0,0228716;0,0137445;-0,150072;-0,0176991;0,0137445;-0,20921;-0,0176991;-2,60628;0,018552;0,103316;0,0137445;-0,20921;-0,0176991;0,187659;0,357117;2,4445;0,111275;0,16492;-0,0204773;-0,0340528;0,148186;0,122676;0,0411339;-0,0118357;-0;0,671594;0,173239;3,6821;-0,00144241;0,00662839;-0,0219269;-0,00118716;0,005999;-0,0176891;-0,0356047;0,0282743;-0,0143718;-0,00838732;0,00598445;-1080;1080;-580;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;170;-1,2;-1;2555;0,070,750,8
9,19659;0,993423;-0,0923528;0,993423;65;337;1750;-2;0,0969416;0,312498;0,00235541;0,00474057;0,0143299;0,000203856;-2,607;0,0218662;0,0923528;0,0143275;-0,147579;-0,0228716;0,0137445;-0,150072;-0,0176991;0,0137445;-0,20921;-0,0176991;-2,60628;0,018552;0,103316;0,0137445;-0,20921;-0,0176991;0,187659;0,357117;2,4445;0,111269;0,164919;-0,0205162;-0,0340528;0,148186;0,122676;0,0411339;-0,0118357;-0;0,673722;0,17324;3,68209;-0,00144241;0,00662839;-0,0219269;-0,00118716;0,005999;-0,0176891;-0,0359538;0,0282743;-0,0143718;-0,00838732;0,00598445;-1080;1080;-580;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;170;-1,2;-1;2555;0,070,750,8
9,20047;1,01734;-0,0979718;1,01734;42;387;1800;1;0,118168;0,372487;-0,0820789;0,0051993;0,0157759;-0,000114774;-2,60764;0,00486274;0,0979718;-0,0118611;-0,20439;0,0610555;-0,0160875;-0,20921;0,0523009;-0,0160875;-0,20921;0,128119;-2,60628;0,0099322;0,106839;-0,0160875;-0,20921;0,128119;0,257317;0,77469;1,93256;0,106307;0,168097;-0,0210234;-0,0372686;0,145775;0,123586;0,0439599;-0,0124309;-0;0,673728;0,173241;3,68203;-0,00144241;0,00662839;-0,0219269;-0,00118716;0,005999;-0,0176891;-0,0359538;0,0282743;-0,0100152;-0,0018648;0,00815028;-1080;1080;-580;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;170;-1,2;-1;2555;0,070,750,8
9,20656;1,01734;-0,0979718;1,01734;42;402;1850;1;0,118163;0,372483;-0,0821453;0,00591915;0,0180451;-0,000615203;-2,60764;0,00486274;0,0979718;-0,0118611;-0,20439;0,0610555;-0,0160875;-0,20921;0,0523009;-0,0160875;-0,20921;0,128119;-2,60628;0,0099322;0,106839;-0,0160875;-0,20921;0,128119;0,257317;0,77469;1,93256;0,106302;0,168093;-0,0210898;-0,0372686;0,145775;0,123586;0,0439599;-0,0124309;-0;0,688816;0,177653;3,56451;-0,00144241;0,00662839;-0,0219269;-0,00118716;0,005999;-0,0176891;-0,0363028;0,0284489;-0,0100152;-0,0018648;0,00815028;-1080;1080;-580;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;170;-1,2;-1;2555;0,070,750,8
9,21665;1,01734;-0,0979718;1,01734;42;402;1900;1;0,11816;0,372482;-0,0821638;0,00711127;0,021803;-0,00144415;-2,60764;0,00486274;0,0979718;-0,0118611;-0,20439;0,0610555;-0,0160875;-0,20921;0,0523009;-0,0160875;-0,20921;0,128119;-2,60628;0,0099322;0,106839;-0,0160875;-0,20921;0,128119;0,257317;0,77469;1,93256;0,106299;0,168092;-0,0211084;-0,0372686;0,145775;0,123586;0,0439599;-0,0124309;-0;0,689911;0,177656;3,5644;-0,00144241;0,00662839;-0,0219269;-0,00118716;0,005999;-0,0176891;-0,0364774;0,0284489;-0,0100152;-0,0018648;0,00815028;-1080;1080;-580;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;170;-1,2;-1;2555;0,070,750,8
