time ;e1;e2;ctrlpitch;ctrlroll;ctrlthrust;ctrlyaw;edx;edy;edz;cumulx;cumuly;cumulz;x_pred;y_pred;z_pred;dxr_pred;dyr_pred;dzr_pred;dxrT;dyrT;dzrT;dxrUn;dyrUn;dzrUn;x;y;z;dx;dy;dz;ux;uy;uz;dxd;dyd;dzd;Perpx;Tangx;Perpy;Tangy;Perpz;Tanz;ax;ay;az;pitch;roll;yaw;yawd;eyaw;kpvx;kpvy;kpvz;kpyaw;kivx;kivy;kivz;kdvx;kdvy;kdvz;kdyaw;ktg;veld;pitchoff;ke1;ke2;gravity;thr_vel;gps_accuracy;height_accuracy;gps_sat_num;gps_status
19,1131;-5,44133;0,008;50;-50;1450;0;0,00349622;-0,199961;-0,00181911;1,84006e-05;-0,0010524;-9,57396e-06;0;0;-0,008;0;0;0;0;0;0;0;0;0;0;0;-0,008;0;0;0;0,205665;-0,0810057;2,82845;0,00349622;-0,199961;-0,00181911;-0,16515;0,0229931;-0,104261;-0,0364211;0,000287145;0;0;-0;9,81;-0,00349066;-0,010472;0;0;0;-1080;1080;-500;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;2132;4961;8;56579;
19,1178;-5,44133;0,008;100;-100;1500;0;0,00349627;-0,199961;-0,00178482;3,49345e-05;-0,00199801;-1,80144e-05;0;0;-0,008;0;0;0;0;0;0;0;0;0;0;0;-0,008;0;0;0;0,129036;-0,167558;2,70047;0,00349627;-0,199961;-0,00178482;-0,16515;0,0229931;-0,104261;-0,0364211;0,000287145;0;0,495855;-0,0631576;3,67657;-0,00366519;-0,0102974;0;0;0;-1080;1080;-500;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;2132;4961;8;56579;
19,1277;-5,44133;0,007;150;-150;1550;0;0,00158248;-0,200845;-0,00182252;5,06058e-05;-0,00398699;-3,60628e-05;0;0;-0,007;0,00191362;0,000884321;2,4264e-06;0,00196141;-0,000772543;0;0,00196141;-0,000772543;0;0;0;-0,007;0;0;0,0269747;0,0467625;-0,259612;2,57249;0,0034961;-0,199961;-0,0018201;-0,16515;0,0229931;-0,104261;-0,0364211;0,000251252;0;0,494785;-0,0631571;3,67661;-0,00349066;-0,0102974;0;0;0;-1080;1080;-500;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;2132;4961;8;56579;
19,1377;-5,4414;0,007;177;-200;1600;50;-0,0002066;-0,200594;-0,00177868;4,85354e-05;-0,00599714;-5,3887e-05;1,66756e-05;-6,56803e-06;-0,007;0,00370032;0,000632665;-6,51262e-06;0,00301382;-0,00223819;0;0,00301382;-0,00223819;0;0;0;-0,00677067;0;0;0,0497852;0;-0,357117;2,4445;0,00349372;-0,199962;-0,00178519;-0,165151;0,0229925;-0,10426;-0,0364209;0,000251249;0;0,494789;-0,0620872;3,67656;-0,00349066;-0,0101229;0;2,76638;0,36647;-1080;1080;-500;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;2132;4961;8;56579;
19,1478;-5,44147;0,007;179;-215;1650;100;-0,00214564;-0,199289;-0,00175871;2,68537e-05;-0,00801096;-7,16587e-05;4,30896e-05;-2,62803e-05;-0,007;0,00563415;-0,000672212;-2,64729e-05;0,0034064;-0,00453791;0;0,0034064;-0,00453791;0;0;0;-0,00633357;0;0;0,072344;-0,00368745;-0,395819;2,31652;0,0034885;-0,199962;-0,00178518;-0,165153;0,0229914;-0,104256;-0,036421;0,000251246;0;0,494785;-0,0620866;3,67661;-0,00349066;-0,0101229;0;2,59393;0,520696;-1080;1080;-500;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;2132;4961;8;56579;
19,1577;-5,4415;0,006;181;-212;1700;150;-0,00451258;-0,197067;-0,00179903;-1,76674e-05;-0,00995522;-8,94079e-05;7,44793e-05;-6,76856e-05;-0,006;0,00799195;-0,00289417;-5,63074e-05;0,00342883;-0,00777777;0;0,00342883;-0,00777777;0;0;0;-0,00467021;0;0;0,094793;-0,00759838;-0,40214;2,18853;0,00347936;-0,199961;-0,00185533;-0,165158;0,0229897;-0,104249;-0,0364218;0,000215353;0;0,493716;-0,0631568;3,67664;-0,00331613;-0,0102974;0;2,40395;0,672548;-1080;1080;-500;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;2132;4961;8;56579;
19,1705;-5,44143;0,006;184;-210;1750;200;-0,00708671;-0,19458;-0,00176611;-0,00010837;-0,0124456;-0,000112012;0,000105527;-0,000137894;-0,006;0,0105526;-0,00538179;-8,85746e-05;0,00339935;-0,0113479;0;0,00339935;-0,0113479;0;0;0;-0,00381345;0;0;0,11574;-0,0136882;-0,410073;2,06055;0,00346592;-0,199961;-0,00185468;-0,165165;0,0229874;-0,104237;-0,0364239;0,000215356;0;0,492653;-0,0631573;3,67659;-0,00314159;-0,0102974;0;2,224;0,794139;-1080;1080;-500;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;2132;4961;8;56579;
19,1778;-5,44125;0,004;187;-207;1800;250;-0,00966473;-0,192035;-0,0018388;-0,000178874;-0,0138465;-0,000125426;0,000135922;-0,000239664;-0,004;0,0131122;-0,00792537;-0,000121904;0,00332861;-0,0149558;0;0,00332861;-0,0149558;0;0;0;-0,000776573;0;0;0,135337;-0,0201133;-0,41578;1,93256;0,00344743;-0,199961;-0,00196071;-0,165175;0,0229846;-0,104221;-0,0364273;0,000143575;0;0,491582;-0,0642273;3,67663;-0,00296706;-0,010472;0;2,0867;0,869847;-1080;1080;-500;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;2132;4961;8;56579;
19,1878;-5,44094;0,004;190;-204;1850;300;-0,0127451;-0,189082;-0,00179872;-0,000305968;-0,0157321;-0,000143363;0,000175977;-0,000396986;-0,004;0,0161648;-0,0108793;-0,000161896;0,00330192;-0,0192038;0;0,00330192;-0,0192038;0;0;0;0,000711433;0;0;0,158492;-0,0268735;-0,421153;1,80458;0,00341979;-0,199961;-0,00196062;-0,16519;0,0229804;-0,104196;-0,0364327;0,000143583;0;0,491589;-0,0642283;3,67654;-0,00296706;-0,010472;0;1,98805;0,914205;-1080;1080;-500;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;2132;4961;8;56579;
19,1979;-5,44055;0,003;193;-201;1900;350;-0,0148914;-0,186674;-0,00180303;-0,000456401;-0,0176179;-0,000161578;0,000195018;-0,000542735;-0,003;0,018287;-0,0132868;-0,000193406;0,00302733;-0,0224014;0;0,00302733;-0,0224014;0;0;0;0,00283414;0;0;0,171393;-0,033969;-0,426191;1,67659;0,00339555;-0,199961;-0,00199644;-0,165204;0,022977;-0,104173;-0,0364383;0,000107694;0;0,491586;-0,0642278;3,67659;-0,00296706;-0,010472;0;1,91575;0,94109;-1080;1080;-500;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;2132;4961;8;56579;
19,2079;-5,44063;0,002;197;-199;1950;400;-0,0192881;-0,184741;-0,00184125;-0,000650112;-0,0194732;-0,000180069;0,000370981;-0,000800789;-0,002;0,0226292;-0,0152208;-0,000225251;0,0046289;-0,0268771;0;0,0046289;-0,0268771;0;0;0;0,00529387;0;0;0,186601;-0,0435784;-0,433065;1,54861;0,00334106;-0,199961;-0,0020665;-0,165232;0,0229669;-0,104128;-0,036444;7,17953e-05;0;0,490519;-0,0652982;3,67658;-0,00279253;-0,0106465;0;2,00463;0,907361;-1080;1080;-500;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;2132;4961;8;56579;
19,2178;-5,43887;0,001;198;-194;2000;450;-0,0202057;-0,179961;-0,0018551;-0,000850269;-0,0212559;-0,000198446;0,000191715;-0,00104448;-0,001;0,0235235;-0,0200001;-0,000282125;0,00179124;-0,0308258;0;0,00179124;-0,0308258;0;0;0;0,00589003;0;0;0,175871;-0,0469305;-0,433037;1,42063;0,00331786;-0,199961;-0,00213723;-0,165249;0,0229673;-0,104097;-0,0364595;3,59087e-05;0;0,490523;-0,0663692;3,67654;-0,00279253;-0,010821;0;1,75233;0,983569;-1080;1080;-500;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;2132;4961;8;56579;
19,2277;-5,43696;0,001;201;-189;2050;500;-0,0222775;-0,17481;-0,00179356;-0,00107064;-0,0229851;-0,000216188;4,78497e-05;-0,00138997;-0,001;0,0255536;-0,0251518;-0,000343542;-0,000530918;-0,035853;0;-0,000530918;-0,035853;0;0;0;0,00615198;0;0;0,173409;-0,0549755;-0,432449;1,29264;0,00327607;-0,199962;-0,0021371;-0,165275;0,0229646;-0,104048;-0,0364782;3,59208e-05;0;0,490524;-0,0663694;3,67652;-0,00279253;-0,010821;0;1,60521;0,999408;-1080;1080;-500;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;2132;4961;8;56579;
19,2377;-5,43529;0;203;-184;2100;550;-0,02471;-0,17055;-0,00175114;-0,00131752;-0,0246891;-0,000233683;-4,12533e-05;-0,00175212;-0;0,027937;-0,0294123;-0,000386294;-0,00196462;-0,0405198;0;-0,00196462;-0,0405198;0;0;0;0,00740551;0;0;0,17038;-0,0610092;-0,431303;1,16466;0,00322708;-0,199963;-0,00213743;-0,165305;0,0229601;-0,103996;-0,036496;0;0;0,489451;-0,0652981;3,67659;-0,00261799;-0,0106465;0;1,54726;0,999723;-1080;1080;-500;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;2132;4961;8;56579;
19,2478;-5,43489;-0,001;204;-183;2150;600;-0,0251371;-0,169341;-0,00177747;-0,00157198;-0,0264033;-0,000251677;-6,42072e-05;-0,0018346;0,001;0,0283531;-0,030621;-0,000395303;-0,00255104;-0,0416557;0;-0,00255104;-0,0416557;0;0;0;0,00790829;0;0;0,158456;-0,0648641;-0,439177;1,03667;0,00321607;-0,199962;-0,00217278;-0,165312;0,0229591;-0,103984;-0,0365001;-3,59338e-05;0;0,48838;-0,0652976;3,67664;-0,00244346;-0,0106465;0;1,53581;0,999388;-1080;1080;-500;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;2132;4961;8;56579;
19,2583;-5,43467;-0,003;204;-182;2200;650;-0,0250098;-0,168618;-0,00190082;-0,00183276;-0,0281615;-0,000271497;-8,94966e-05;-0,0018599;0,003;0,0282238;-0,031343;-0,000413616;-0,00316243;-0,0420611;0;-0,00316243;-0,0420611;0;0;0;0,00943799;0;0;0,14683;-0,0663726;-0,44694;0,908689;0,00321404;-0,199961;-0,00231444;-0,165313;0,0229594;-0,103981;-0,0365019;-0,000107805;0;0,488383;-0,0674388;3,67661;-0,00244346;-0,0109956;0;1,52271;0,998844;-1080;1080;-500;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;2132;4961;8;56579;
19,2679;-5,43443;-0,003;203;-181;2250;700;-0,024904;-0,167844;-0,00189257;-0,0020731;-0,0297814;-0,000289762;-0,000119038;-0,0018863;0,003;0,0281163;-0,0321172;-0,000421867;-0,00379648;-0,0425183;0;-0,00379648;-0,0425183;0;0;0;0,00897252;0;0;0,135259;-0,065367;-0,454591;0,780705;0,00321236;-0,199961;-0,00231444;-0,165315;0,0229597;-0,103977;-0,0365039;-0,00010781;0;0,488394;-0,0674404;3,67646;-0,00244346;-0,0109956;0;1,50777;0,998015;-1080;1080;-500;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;2132;4961;8;56579;
19,2778;-5,43412;-0,004;203;-180;2300;750;-0,0249646;-0,166938;-0,00192277;-0,00232118;-0,0314402;-0,000308868;-0,000150773;-0,00192804;0,004;0,028173;-0,0330229;-0,000427046;-0,00441213;-0,043185;0;-0,00441213;-0,043185;0;0;0;0,00956871;0;0;0,124379;-0,0668196;-0,462131;0,65272;0,00320842;-0,19996;-0,00234981;-0,165318;0,0229598;-0,103972;-0,0365066;-0,000143754;0;0,487327;-0,0674403;3,67647;-0,00226893;-0,0109956;0;1,49276;0,996956;-1080;1080;-500;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;2132;4961;8;56579;
19,2878;-5,43436;-0,005;202;-181;2350;800;-0,0240264;-0,167307;-0,00199829;-0,00255964;-0,0331007;-0,000328701;-0,0001698;-0,0018268;0,005;0,0272521;-0,0326525;-0,000421828;-0,00478062;-0,0422633;0;-0,00478062;-0,0422633;0;0;0;0,00978378;0;0;0,109213;-0,0656465;-0,474796;0,524736;0,00322564;-0,199959;-0,00242011;-0,165308;0,0229623;-0,103988;-0,0365029;-0,000179686;0;0,486262;-0,0685111;3,67644;-0,0020944;-0,0111701;0;1,47811;0,995708;-1080;1080;-500;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;2132;4961;8;56579;
19,2979;-5,43377;-0,005;203;-179;2400;850;-0,0247885;-0,165763;-0,00197946;-0,00281045;-0,0347779;-0,00034873;-0,000207755;-0,00194455;0,005;0,027999;-0,0341965;-0,000440639;-0,00538092;-0,0438701;0;-0,00538092;-0,0438701;0;0;0;0,00958113;0;0;0,100602;-0,0697248;-0,479551;0,396751;0,00321047;-0,19996;-0,0024201;-0,165318;0,0229611;-0,103971;-0,0365089;-0,000179704;0;0,48627;-0,0685122;3,67634;-0,0020944;-0,0111701;0;1,46436;0,994341;-1080;1080;-500;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;2132;4961;8;56579;
19,3079;-5,43356;-0,006;203;-178;2450;900;-0,0248915;-0,165097;-0,00197894;-0,00305862;-0,036424;-0,00036846;-0,000236023;-0,00196122;0,006;0,0281017;-0,0348622;-0,000442205;-0,00579124;-0,0444042;0;-0,00579124;-0,0444042;0;0;0;0,0101099;0;0;0,0889673;-0,0711774;-0,486812;0,268767;0,00321012;-0,19996;-0,00242115;-0,165318;0,0229616;-0,103969;-0,0365104;-0,000215653;0;0,486268;-0,0674415;3,67637;-0,0020944;-0,0109956;0;1,45103;0,992836;-1080;1080;-500;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;2132;4961;8;56579;
19,3178;-5,43343;-0,007;204;-178;2500;950;-0,0250285;-0,164557;-0,00204175;-0,00330825;-0,0380652;-0,000388824;-0,000253456;-0,00197282;0,007;0,0282382;-0,035402;-0,000449678;-0,00608719;-0,0448759;0;-0,00608719;-0,0448759;0;0;0;0,0106504;0;0;0,0774617;-0,0754234;-0,496747;0,140783;0,00320972;-0,199959;-0,00249143;-0,165319;0,0229618;-0,103968;-0,0365114;-0,000251601;0;0,485201;-0,0685119;3,67637;-0,00191986;-0,0111701;0;1,44302;0,991848;-1080;1080;-500;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;2132;4961;8;56579;
