time ;e1;;e2;ctrlpitch;ctrlroll;ctrlthrust;ctrlyaw;edx;edy;edz;cumulx;cumuly;cumulz;x_pred;y_pred;z_pred;dxr_pred;dyr_pred;dzr_pred;dxrT;dyrT;dzrT;dxrUn;dyrUn;dzrUn;x;y;z;dx;dy;dz;ux;uy;uz;dxd;dyd;dzd;Perpx;Tangx;Perpy;Tangy;Perpz;Tanz;ax;ay;az;pitch;roll;yaw;yawd;eyaw;kpvx;kpvy;kpvz;kpyaw;kivx;kivy;kivz;kdvx;kdvy;kdvz;kdyaw;ktg;veld;pitchoff;ke1;ke2;gravity;thr_vel
13,8825;0,0144737;;-0,0114581;263;32;2590;-207;-0,0721101;0,0268811;-0,0840938;-0,02568;0,0818735;0,139499;-2,3776;-0,0732064;0,0114581;0,0668452;0,172895;0,0762376;0,0362559;0,180798;0,0785555;0,0362559;0,225658;0,144156;-2,39979;-0,126083;0,0114581;0,0917562;0,164172;0,144156;-0,031885;0,104347;3,16998;-0,00526494;0,199776;-0,00785618;-0,0023679;-0,0380616;-0,000459076;0,196321;-0,00190945;0;-0,0608748;0,183688;3,58156;0,00977384;0,0294961;0,177136;0,0307803;-0,145834;-1200;1200;-500;1700;0;0;-10;0;0;0;250;1,2;0,2;177;-1,2;-1;2550;0,07
13,8855;0,0175069;;-0,0155691;274;-18;2614;-207;-0,0809155;-0,044288;-0,131719;-0,0259213;0,0817415;0,139106;-2,37649;-0,0605315;0,0155691;0,0804737;0,244107;0,123224;0,0394824;0,250798;0,129577;0,0394824;0,25255;0,129577;-2,39668;-0,120171;0,0155691;0,0864171;0,164172;0,129577;-0,283799;-0,0526789;3,10586;-0,000441833;0,199819;-0,00849551;-0,00288026;-0,0317417;-0,000463081;0,197427;-0,00259435;0;-0,0608802;0,183704;3,58101;0,00977384;0,0294961;0,171665;0,0254654;-0,145679;-1200;1200;-500;1700;0;0;-10;0;0;0;250;1,2;0,2;177;-1,2;-1;2550;0,07
13,8926;0,0175069;;-0,0155691;274;-53;2614;-207;-0,0809224;-0,0443031;-0,132067;-0,0264957;0,081427;0,138168;-2,37649;-0,0605315;0,0155691;0,0804737;0,244107;0,123224;0,0394824;0,250798;0,129577;0,0394824;0,25255;0,129577;-2,39668;-0,120171;0,0155691;0,0864171;0,164172;0,129577;-0,283799;-0,0526789;3,10586;-0,000448635;0,199804;-0,00884308;-0,00288026;-0,0317417;-0,000463081;0,197427;-0,00259435;0;-0,0449831;0,19636;3,52374;0,00715585;0,0312414;0,171665;0,0254654;-0,145679;-1200;1200;-500;1700;0;0;-10;0;0;0;250;1,2;0,2;177;-1,2;-1;2550;0,07
13,9026;0,0175069;;-0,0155691;274;-53;2614;-207;-0,0809278;-0,0443078;-0,132171;-0,0273026;0,0809852;0,136851;-2,37649;-0,0605315;0,0155691;0,0804737;0,244107;0,123224;0,0394824;0,250798;0,129577;0,0394824;0,25255;0,129577;-2,39668;-0,120171;0,0155691;0,0864171;0,164172;0,129577;-0,283799;-0,0526789;3,10586;-0,000454074;0,199799;-0,00894675;-0,00288026;-0,0317417;-0,000463081;0,197427;-0,00259435;0;-0,0318197;0,199663;3,5233;0,00506145;0,031765;0,171665;0,0254654;-0,145679;-1200;1200;-500;1700;0;0;-10;0;0;0;250;1,2;0,2;177;-1,2;-1;2550;0,07
13,9126;0,0175069;;-0,0155691;274;-53;2614;-207;-0,080931;-0,0443093;-0,132205;-0,0281128;0,0805416;0,135527;-2,37649;-0,0605315;0,0155691;0,0804737;0,244107;0,123224;0,0394824;0,250798;0,129577;0,0394824;0,25255;0,129577;-2,39668;-0,120171;0,0155691;0,0864171;0,164172;0,129577;-0,283799;-0,0526789;3,10586;-0,000457247;0,199798;-0,00898107;-0,00288026;-0,0317417;-0,000463081;0,197427;-0,00259435;0;-0,0241397;0,200765;3,52314;0,00383972;0,0319395;0,171665;0,0254654;-0,145679;-1200;1200;-500;1700;0;0;-10;0;0;0;250;1,2;0,2;177;-1,2;-1;2550;0,07
13,9156;0,0208528;;-0,0161239;253;-103;2596;-205;-0,063856;-0,115373;-0,0952983;-0,0283073;0,0801902;0,135237;-2,3775;-0,0109012;0,0161239;0,0863863;0,313898;0,0863539;0,0363927;0,320798;0,0960015;0,0363927;0,329288;0,0960015;-2,39633;-0,0993136;0,0161239;0,0864171;0,221112;0,0960015;-0,220852;-0,299267;3,15202;0,0225303;0,198526;-0,00894447;-0,00347318;-0,00577174;-0,000100297;0,199868;-0,00268666;0;-0,02414;0,200767;3,52307;0,00383972;0,0319395;0,159096;0,00458514;-0,153896;-1200;1200;-500;1700;0;0;-10;0;0;0;250;1,2;0,2;177;-1,2;-1;2550;0,07
13,9226;0,0208528;;-0,0161239;253;-138;2596;-205;-0,0638596;-0,115372;-0,0952951;-0,028752;0,0793868;0,134573;-2,3775;-0,0109012;0,0161239;0,0863863;0,313898;0,0863539;0,0363927;0,320798;0,0960015;0,0363927;0,329288;0,0960015;-2,39633;-0,0993136;0,0161239;0,0864171;0,221112;0,0960015;-0,220852;-0,299267;3,15202;0,0225267;0,198526;-0,00894126;-0,00347318;-0,00577174;-0,000100297;0,199868;-0,00268666;0;-0,0152535;0,198262;3,56743;0,00244346;0,031765;0,159096;0,00458514;-0,153896;-1200;1200;-500;1700;0;0;-10;0;0;0;250;1,2;0,2;177;-1,2;-1;2550;0,07
13,9326;0,0208528;;-0,0161239;253;-138;2596;-205;-0,0638606;-0,115366;-0,0951644;-0,0293905;0,0782333;0,133622;-2,3775;-0,0109012;0,0161239;0,0863863;0,313898;0,0863539;0,0363927;0,320798;0,0960015;0,0363927;0,329288;0,0960015;-2,39633;-0,0993136;0,0161239;0,0864171;0,221112;0,0960015;-0,220852;-0,299267;3,15202;0,0225258;0,198532;-0,00881052;-0,00347318;-0,00577174;-0,000100297;0,199868;-0,00268666;0;-0,0130744;0,193906;3,56742;0,0020944;0,0310669;0,159096;0,00458514;-0,153896;-1200;1200;-500;1700;0;0;-10;0;0;0;250;1,2;0,2;177;-1,2;-1;2550;0,07
13,9425;0,0208528;;-0,0161239;253;-138;2596;-205;-0,0638587;-0,115357;-0,0949408;-0,030025;0,0770871;0,132678;-2,3775;-0,0109012;0,0161239;0,0863863;0,313898;0,0863539;0,0363927;0,320798;0,0960015;0,0363927;0,329288;0,0960015;-2,39633;-0,0993136;0,0161239;0,0864171;0,221112;0,0960015;-0,220852;-0,299267;3,15202;0,0225276;0,198542;-0,00858689;-0,00347318;-0,00577174;-0,000100297;0,199868;-0,00268666;0;-0,0174322;0,187368;3,56756;0,00279253;0,0300197;0,159096;0,00458514;-0,153896;-1200;1200;-500;1700;0;0;-10;0;0;0;250;1,2;0,2;177;-1,2;-1;2550;0,07
13,9452;0,0243855;;-0,0184619;238;-188;2595;-219;-0,0511206;-0,188289;-0,0936113;-0,030163;0,0765786;0,132426;-2,37288;0,0253445;0,0184619;0,0908364;0,384107;0,0847647;0,032173;0,390798;0,0960015;0,032173;0,412826;0,0960015;-2,3911;-0,0926508;0,0184619;0,083378;0,308183;0,0960015;-0,177206;-0,545595;3,15459;0,0397157;0,195817;-0,00884656;-0,00405357;0,0135584;0,000275523;0,199475;-0,00307598;0;-0,0174315;0,187361;3,5678;0,00279253;0,0300197;0,152341;-0,0106805;-0,1623;-1200;1200;-500;1700;0;0;-10;0;0;0;250;1,2;0,2;177;-1,2;-1;2550;0,07
13,9526;0,0243855;;-0,0184619;238;-225;2595;-219;-0,0511186;-0,188281;-0,0934127;-0,0305393;0,0751928;0,131738;-2,37288;0,0253445;0,0184619;0,0908364;0,384107;0,0847647;0,032173;0,390798;0,0960015;0,032173;0,412826;0,0960015;-2,3911;-0,0926508;0,0184619;0,083378;0,308183;0,0960015;-0,177206;-0,545595;3,15459;0,0397178;0,195826;-0,00864796;-0,00405357;0,0135584;0,000275523;0,199475;-0,00307598;0;-0,0217838;0,181869;3,56939;0,00349066;0,029147;0,152341;-0,0106805;-0,1623;-1200;1200;-500;1700;0;0;-10;0;0;0;250;1,2;0,2;177;-1,2;-1;2550;0,07
13,9626;0,0243855;;-0,0184619;238;-225;2595;-219;-0,051114;-0,188266;-0,0930427;-0,0310523;0,0733034;0,130804;-2,37288;0,0253445;0,0184619;0,0908364;0,384107;0,0847647;0,032173;0,390798;0,0960015;0,032173;0,412826;0,0960015;-2,3911;-0,0926508;0,0184619;0,083378;0,308183;0,0960015;-0,177206;-0,545595;3,15459;0,0397223;0,195841;-0,00827798;-0,00405357;0,0135584;0,000275523;0,199475;-0,00307598;0;-0,0315853;0,172064;3,56962;0,00506145;0,0275762;0,152341;-0,0106805;-0,1623;-1200;1200;-500;1700;0;0;-10;0;0;0;250;1,2;0,2;177;-1,2;-1;2550;0,07
13,9726;0,0243855;;-0,0184619;238;-225;2594;-219;-0,0511105;-0,188248;-0,092584;-0,0315639;0,0714189;0,129877;-2,37288;0,0253445;0,0184619;0,0908364;0,384107;0,0847647;0,032173;0,390798;0,0960015;0,032173;0,412826;0,0960015;-2,3911;-0,0926508;0,0184619;0,083378;0,308183;0,0960015;-0,177206;-0,545595;3,15459;0,0397258;0,195859;-0,00781928;-0,00405357;0,0135584;0,000275523;0,199475;-0,00307598;0;-0,0392066;0,158988;3,57004;0,00628319;0,0254818;0,152341;-0,0106805;-0,1623;-1200;1200;-500;1700;0;0;-10;0;0;0;250;1,2;0,2;177;-1,2;-1;2550;0,07
13,9825;0,0243855;;-0,0184619;238;-225;2594;-219;-0,0511086;-0,188238;-0,092317;-0,03207;0,0695551;0,128963;-2,37288;0,0253445;0,0184619;0,0908364;0,384107;0,0847647;0,032173;0,390798;0,0960015;0,032173;0,412826;0,0960015;-2,3911;-0,0926508;0,0184619;0,083378;0,308183;0,0960015;-0,177206;-0,545595;3,15459;0,0397278;0,195869;-0,00755226;-0,00405357;0,0135584;0,000275523;0,199475;-0,00307598;0;-0,0435591;0,151354;3,57057;0,00698132;0,0242601;0,152341;-0,0106805;-0,1623;-1200;1200;-500;1700;0;0;-10;0;0;0;250;1,2;0,2;177;-1,2;-1;2550;0,07
13,9881;0,0282167;;-0,0194455;236;-175;2597;-203;-0,0499008;-0,117055;-0,0967809;-0,0323494;0,0688997;0,128422;-2,36934;0,00862519;0,0194455;0,0790459;0,314765;0,0889464;0,0333035;0,320798;0,0960015;0,0333035;0,31471;0,0960015;-2,38863;-0,0835277;0,0194455;0,083378;0,221112;0,0960015;-0,17153;-0,508335;3,14946;0,0291451;0,19771;-0,00783448;-0,00469958;0,00466743;0,000109749;0,199864;-0,00323959;0;-0,043557;0,151347;3,57087;0,00698132;0,0242601;0,146316;-0,00364032;-0,149395;-1200;1200;-500;1700;0;0;-10;0;0;0;250;1,2;0,2;177;-1,2;-1;2550;0,07
13,9925;0,0282167;;-0,0194455;236;-140;2596;-203;-0,0498981;-0,117032;-0,0961688;-0,0325696;0,0683833;0,127997;-2,36934;0,00862519;0,0194455;0,0790459;0,314765;0,0889464;0,0333035;0,320798;0,0960015;0,0333035;0,31471;0,0960015;-2,38863;-0,0835277;0,0194455;0,083378;0,221112;0,0960015;-0,17153;-0,508335;3,14946;0,0291477;0,197733;-0,0072224;-0,00469958;0,00466743;0,000109749;0,199864;-0,00323959;0;-0,0490438;0,132954;3,56549;0,00785398;0,021293;0,146316;-0,00364032;-0,149395;-1200;1200;-500;1700;0;0;-10;0;0;0;250;1,2;0,2;177;-1,2;-1;2550;0,07
14,0025;0,0282167;;-0,0194455;236;-140;2596;-203;-0,0498981;-0,117008;-0,0954785;-0,0330678;0,0672148;0,127044;-2,36934;0,00862519;0,0194455;0,0790459;0,314765;0,0889464;0,0333035;0,320798;0,0960015;0,0333035;0,31471;0,0960015;-2,38863;-0,0835277;0,0194455;0,083378;0,221112;0,0960015;-0,17153;-0,508335;3,14946;0,0291477;0,197757;-0,00653214;-0,00469958;0,00466743;0,000109749;0,199864;-0,00323959;0;-0,0490381;0,111148;3,56621;0,00785398;0,0178024;0,146316;-0,00364032;-0,149395;-1200;1200;-500;1700;0;0;-10;0;0;0;250;1,2;0,2;177;-1,2;-1;2550;0,07
14,0102;0,0225701;;-0,0194455;220;-90;2563;-204;-0,0359528;-0,0477232;-0,0286797;-0,033344;0,0668482;0,126823;-2,37433;-0,0327069;0,0194455;0,0438342;0,247454;0,021945;0,00782023;0,250798;0,0260015;0,00782023;0,15789;-0,0846445;-2,38611;-0,0835277;0,0194455;0,058608;0,0907161;-0,0846445;-0,123383;-0,258192;3,23666;0,0078814;0,199731;-0,00673467;-0,00374626;-0,0174033;-0,000327329;0,19918;-0,00323991;0;-0,0490317;0,111134;3,56702;0,00785398;0,0178024;0,145256;0,0137744;-0,131103;-1200;1200;-500;1700;0;0;-10;0;0;0;250;1,2;0,2;177;-1,2;-1;2550;0,07
14,0126;0,0225701;;-0,0194455;220;-57;2562;-204;-0,0359539;-0,0476957;-0,0278109;-0,0334301;0,066734;0,126757;-2,37433;-0,0327069;0,0194455;0,0438342;0,247454;0,021945;0,00782023;0,250798;0,0260015;0,00782023;0,15789;-0,0846445;-2,38611;-0,0835277;0,0194455;0,058608;0,0907161;-0,0846445;-0,123383;-0,258192;3,23666;0,00788029;0,199759;-0,00586587;-0,00374626;-0,0174033;-0,000327329;0,19918;-0,00323991;0;-0,04625;0,082818;3,64732;0,00750492;0,013439;0,145256;0,0137744;-0,131103;-1200;1200;-500;1700;0;0;-10;0;0;0;250;1,2;0,2;177;-1,2;-1;2550;0,07
14,0226;0,0225701;;-0,0194455;220;-57;2562;-204;-0,035955;-0,047682;-0,0273255;-0,0337889;0,0662582;0,126484;-2,37433;-0,0327069;0,0194455;0,0438342;0,247454;0,021945;0,00782023;0,250798;0,0260015;0,00782023;0,15789;-0,0846445;-2,38611;-0,0835277;0,0194455;0,058608;0,0907161;-0,0846445;-0,123383;-0,258192;3,23666;0,00787918;0,199772;-0,0053805;-0,00374626;-0,0174033;-0,000327329;0,19918;-0,00323991;0;-0,0440914;0,0677494;3,64836;0,00715585;0,0109956;0,145256;0,0137744;-0,131103;-1200;1200;-500;1700;0;0;-10;0;0;0;250;1,2;0,2;177;-1,2;-1;2550;0,07
14,0325;0,0225701;;-0,0194455;220;-57;2561;-204;-0,0359556;-0,0476597;-0,0264203;-0,0341466;0,0657841;0,126221;-2,37433;-0,0327069;0,0194455;0,0438342;0,247454;0,021945;0,00782023;0,250798;0,0260015;0,00782023;0,15789;-0,0846445;-2,38611;-0,0835277;0,0194455;0,058608;0,0907161;-0,0846445;-0,123383;-0,258192;3,23666;0,00787862;0,199795;-0,00447529;-0,00374626;-0,0174033;-0,000327329;0,19918;-0,00323991;0;-0,043012;0,0397861;3,64894;0,00698132;0,00645772;0,145256;0,0137744;-0,131103;-1200;1200;-500;1700;0;0;-10;0;0;0;250;1,2;0,2;177;-1,2;-1;2550;0,07
14,0426;0,0225701;;-0,0194455;220;-57;2561;-204;-0,0359556;-0,0476384;-0,0253393;-0,0345078;0,0653056;0,125967;-2,37433;-0,0327069;0,0194455;0,0438342;0,247454;0,021945;0,00782023;0,250798;0,0260015;0,00782023;0,15789;-0,0846445;-2,38611;-0,0835277;0,0194455;0,058608;0,0907161;-0,0846445;-0,123383;-0,258192;3,23666;0,00787862;0,199816;-0,00339423;-0,00374626;-0,0174033;-0,000327329;0,19918;-0,00323991;0;-0,0430044;0,00645071;3,65002;0,00698132;0,0010472;0,145256;0,0137744;-0,131103;-1200;1200;-500;1700;0;0;-10;0;0;0;250;1,2;0,2;177;-1,2;-1;2550;0,07
14,0462;0,0248676;;-0,0160802;221;-7;2528;-200;-0,0371073;0,0235245;0,0410366;-0,0346445;0,0653922;0,126118;-2,37173;-0,0330364;0,0160802;0,043876;0,176341;-0,0438779;0,0179663;0,180798;-0,0439985;0,0179663;0,131347;-0,0846445;-2,38565;-0,0796355;0,0160802;0,058608;0,0907161;-0,0846445;-0,124528;-0,0198124;3,32642;0,00676863;0,199865;-0,00284133;-0,00412708;-0,0176991;-0,000366779;0,199154;-0,00267922;0;-0,0429954;0,00644936;3,65132;0,00698132;0,0010472;0,143118;0,0139283;-0,128831;-1200;1200;-500;1700;0;0;-10;0;0;0;250;1,2;0,2;177;-1,2;-1;2550;0,07
14,0526;0,0248676;;-0,0160802;221;28;2527;-200;-0,0371073;0,0235367;0,0420831;-0,0348791;0,0655411;0,126384;-2,37173;-0,0330364;0,0160802;0,043876;0,176341;-0,0438779;0,0179663;0,180798;-0,0439985;0,0179663;0,131347;-0,0846445;-2,38565;-0,0796355;0,0160802;0,058608;0,0907161;-0,0846445;-0,124528;-0,0198124;3,32642;0,00676863;0,199877;-0,0017948;-0,00412708;-0,0176991;-0,000366779;0,199154;-0,00267922;0;-0,0424383;-0,0254631;3,73112;0,00698132;-0,00418879;0,143118;0,0139283;-0,128831;-1200;1200;-500;1700;0;0;-10;0;0;0;250;1,2;0,2;177;-1,2;-1;2550;0,07
14,0625;0,0248676;;-0,0160802;221;28;2527;-200;-0,0371073;0,0235409;0,0426413;-0,035249;0,0657757;0,126809;-2,37173;-0,0330364;0,0160802;0,043876;0,176341;-0,0438779;0,0179663;0,180798;-0,0439985;0,0179663;0,131347;-0,0846445;-2,38565;-0,0796355;0,0160802;0,058608;0,0907161;-0,0846445;-0,124528;-0,0198124;3,32642;0,00676863;0,199882;-0,00123663;-0,00412708;-0,0176991;-0,000366779;0,199154;-0,00267922;0;-0,0424294;-0,0424294;3,73238;0,00698132;-0,00698132;0,143118;0,0139283;-0,128831;-1200;1200;-500;1700;0;0;-10;0;0;0;250;1,2;0,2;177;-1,2;-1;2550;0,07
14,0726;0,0248676;;-0,0160802;221;28;2526;-200;-0,0371078;0,0235445;0,0435472;-0,0356234;0,0660133;0,127248;-2,37173;-0,0330364;0,0160802;0,043876;0,176341;-0,0438779;0,0179663;0,180798;-0,0439985;0,0179663;0,131347;-0,0846445;-2,38565;-0,0796355;0,0160802;0,058608;0,0907161;-0,0846445;-0,124528;-0,0198124;3,32642;0,00676817;0,199885;-0,00033077;-0,00412708;-0,0176991;-0,000366779;0,199154;-0,00267922;0;-0,0413641;-0,0699997;3,73306;0,00680678;-0,0115192;0,143118;0,0139283;-0,128831;-1200;1200;-500;1700;0;0;-10;0;0;0;250;1,2;0,2;177;-1,2;-1;2550;0,07
14,0825;0,0248676;;-0,0160802;221;28;2526;-200;-0,0371083;0,0235447;0,0440344;-0,0359914;0,0662468;0,127685;-2,37173;-0,0330364;0,0160802;0,043876;0,176341;-0,0438779;0,0179663;0,180798;-0,0439985;0,0179663;0,131347;-0,0846445;-2,38565;-0,0796355;0,0160802;0,058608;0,0907161;-0,0846445;-0,124528;-0,0198124;3,32642;0,00676771;0,199885;0,000156461;-0,00412708;-0,0176991;-0,000366779;0,199154;-0,00267922;0;-0,0402962;-0,0848319;3,73416;0,00663225;-0,0139626;0,143118;0,0139283;-0,128831;-1200;1200;-500;1700;0;0;-10;0;0;0;250;1,2;0,2;177;-1,2;-1;2550;0,07
14,0846;0,0289967;;-0,0150567;207;2;2508;-206;-0,0252137;0,0018406;0,0801859;-0,0360423;0,0662505;0,127847;-2,36855;-0,00277278;0,0150567;0,0470281;0,196966;-0,079774;0,0185177;0,200419;-0,0828263;0,0185177;0,200419;-0,0828263;-2,38338;-0,0777965;0,0150567;0,0630351;0,177183;-0,0828263;-0,0842363;0,00561591;3,37772;0,0218144;0,198806;0,000411922;-0,00483085;-0,0015041;-3,63E-05;0,19992;-0,00250851;0;-0,0402922;-0,0848236;3,73476;0,00663225;-0,0139626;0,140899;0,00117067;-0,139275;-1200;1200;-500;1700;0;0;-10;0;0;0;250;1,2;0,2;177;-1,2;-1;2550;0,07
14,0925;0,0289967;;-0,0150567;207;2;2508;-206;-0,0252137;0,00183971;0,0804982;-0,0362433;0,0662652;0,128489;-2,36855;-0,00277278;0,0150567;0,0470281;0,196966;-0,079774;0,0185177;0,200419;-0,0828263;0,0185177;0,200419;-0,0828263;-2,38338;-0,0777965;0,0150567;0,0630351;0,177183;-0,0828263;-0,0842363;0,00561591;3,37772;0,0218144;0,198805;0,000724205;-0,00483085;-0,0015041;-3,63E-05;0,19992;-0,00250851;0;-0,040004;-0,0936904;3,77822;0,00663225;-0,0155334;0,140899;0,00117067;-0,139275;-1200;1200;-500;1700;0;0;-10;0;0;0;250;1,2;0,2;177;-1,2;-1;2550;0,07
14,1025;0,0289967;;-0,0150567;207;2;2508;-206;-0,0252137;0,0018393;0,0806023;-0,036495;0,0662835;0,129293;-2,36855;-0,00277278;0,0150567;0,0470281;0,196966;-0,079774;0,0185177;0,200419;-0,0828263;0,0185177;0,200419;-0,0828263;-2,38338;-0,0777965;0,0150567;0,0630351;0,177183;-0,0828263;-0,0842363;0,00561591;3,37772;0,0218144;0,198805;0,000828299;-0,00483085;-0,0015041;-3,63E-05;0,19992;-0,00250851;0;-0,0400014;-0,096842;3,77861;0,00663225;-0,016057;0,140899;0,00117067;-0,139275;-1200;1200;-500;1700;0;0;-10;0;0;0;250;1,2;0,2;177;-1,2;-1;2550;0,07
14,1113;0,0342727;;-0,0148035;209;29;2543;-200;-0,0272106;0,0246935;0,0105779;-0,0367327;0,0664993;0,129386;-2,36252;0,00425621;0,0148035;0,0506959;0,173921;-0,0096991;0,0268676;0,178959;-0,0128263;0,0268676;0,178959;0,0283904;-2,38072;-0,0670605;0,0148035;0,0692732;0,177183;0,0283904;-0,0911056;0,0825649;3,28795;0,0234853;0,198614;0,000878778;-0,00570896;0,00234682;6,70E-05;0,19989;-0,00246606;0;-0,0400004;-0,0968396;3,77876;0,00663225;-0,016057;0,13444;-0,00180155;-0,13582;-1200;1200;-500;1700;0;0;-10;0;0;0;250;1,2;0,2;177;-1,2;-1;2550;0,07
14,1125;0,0342727;;-0,0148035;209;29;2543;-200;-0,027211;0,0246927;0,0107471;-0,0367671;0,0665305;0,129399;-2,36252;0,00425621;0,0148035;0,0506959;0,173921;-0,0096991;0,0268676;0,178959;-0,0128263;0,0268676;0,178959;0,0283904;-2,38072;-0,0670605;0,0148035;0,0692732;0,177183;0,0283904;-0,0911056;0,0825649;3,28795;0,0234849;0,198614;0,001048;-0,00570896;0,00234682;6,70E-05;0,19989;-0,00246606;0;-0,0394914;-0,103527;3,69458;0,00645772;-0,0169297;0,13444;-0,00180155;-0,13582;-1200;1200;-500;1700;0;0;-10;0;0;0;250;1,2;0,2;177;-1,2;-1;2550;0,07
14,1225;0,0342727;;-0,0148035;209;29;2543;-200;-0,0272114;0,0246924;0,0108123;-0,0370385;0,0667767;0,129507;-2,36252;0,00425621;0,0148035;0,0506959;0,173921;-0,0096991;0,0268676;0,178959;-0,0128263;0,0268676;0,178959;0,0283904;-2,38072;-0,0670605;0,0148035;0,0692732;0,177183;0,0283904;-0,0911056;0,0825649;3,28795;0,0234845;0,198613;0,00111323;-0,00570896;0,00234682;6,70E-05;0,19989;-0,00246606;0;-0,0384228;-0,105658;3,69478;0,00628319;-0,0172788;0,13444;-0,00180155;-0,13582;-1200;1200;-500;1700;0;0;-10;0;0;0;250;1,2;0,2;177;-1,2;-1;2550;0,07
14,1326;0,0342727;;-0,0148035;209;29;2543;-200;-0,0272118;0,0246925;0,0108082;-0,0373124;0,0670253;0,129616;-2,36252;0,00425621;0,0148035;0,0506959;0,173921;-0,0096991;0,0268676;0,178959;-0,0128263;0,0268676;0,178959;0,0283904;-2,38072;-0,0670605;0,0148035;0,0692732;0,177183;0,0283904;-0,0911056;0,0825649;3,28795;0,0234841;0,198613;0,00110914;-0,00570896;0,00234682;6,70E-05;0,19989;-0,00246606;0;-0,037355;-0,105657;3,69486;0,00610865;-0,0172788;0,13444;-0,00180155;-0,13582;-1200;1200;-500;1700;0;0;-10;0;0;0;250;1,2;0,2;177;-1,2;-1;2550;0,07
14,1425;0,0342727;;-0,0148035;209;29;2543;-200;-0,0272118;0,0246927;0,0107736;-0,0375838;0,0672715;0,129723;-2,36252;0,00425621;0,0148035;0,0506959;0,173921;-0,0096991;0,0268676;0,178959;-0,0128263;0,0268676;0,178959;0,0283904;-2,38072;-0,0670605;0,0148035;0,0692732;0,177183;0,0283904;-0,0911056;0,0825649;3,28795;0,0234841;0,198614;0,00107447;-0,00570896;0,00234682;6,70E-05;0,19989;-0,00246606;0;-0,037355;-0,10459;3,69486;0,00610865;-0,0171042;0,13444;-0,00180155;-0,13582;-1200;1200;-500;1700;0;0;-10;0;0;0;250;1,2;0,2;177;-1,2;-1;2550;0,07
14,1475;0,0371188;;-0,0132986;218;-21;2529;-208;-0,0343879;-0,0457162;0,0382784;-0,0377558;0,0670429;0,129915;-2,35814;0,0283518;0,0132986;0,0705347;0,242418;-0,0369084;0,0374539;0,248959;-0,0414793;0,0374539;0,264428;-0,0414793;-2,37751;-0,0657926;0,0132986;0,0692732;0,291387;-0,0414793;-0,116084;-0,05946;3,32386;0,0361469;0,196702;0,00137;-0,00616385;0,0157749;0,000487956;0,199269;-0,00221524;0;-0,0373553;-0,10459;3,69482;0,00610865;-0,0171042;0,133602;-0,0120224;-0,14511;-1200;1200;-500;1700;0;0;-10;0;0;0;250;1,2;0,2;177;-1,2;-1;2550;0,07
14,1525;0,0371188;;-0,0132986;218;-54;2529;-208;-0,0343875;-0,0457154;0,0381474;-0,0379279;0,066814;0,130106;-2,35814;0,0283518;0,0132986;0,0705347;0,242418;-0,0369084;0,0374539;0,248959;-0,0414793;0,0374539;0,264428;-0,0414793;-2,37751;-0,0657926;0,0132986;0,0692732;0,291387;-0,0414793;-0,116084;-0,05946;3,32386;0,0361472;0,196702;0,00123898;-0,00616385;0,0157749;0,000487956;0,199269;-0,00221524;0;-0,0382148;-0,0997792;3,72789;0,00628319;-0,0164061;0,133602;-0,0120224;-0,14511;-1200;1200;-500;1700;0;0;-10;0;0;0;250;1,2;0,2;177;-1,2;-1;2550;0,07
14,1626;0,0371188;;-0,0132986;218;-54;2529;-208;-0,0343875;-0,0457148;0,0380444;-0,0382724;0,066356;0,130487;-2,35814;0,0283518;0,0132986;0,0705347;0,242418;-0,0369084;0,0374539;0,248959;-0,0414793;0,0374539;0,264428;-0,0414793;-2,37751;-0,0657926;0,0132986;0,0692732;0,291387;-0,0414793;-0,116084;-0,05946;3,32386;0,0361472;0,196703;0,00113599;-0,00616385;0,0157749;0,000487956;0,199269;-0,00221524;0;-0,0382157;-0,0965974;3,72774;0,00628319;-0,0158825;0,133602;-0,0120224;-0,14511;-1200;1200;-500;1700;0;0;-10;0;0;0;250;1,2;0,2;177;-1,2;-1;2550;0,07
14,1726;0,0371188;;-0,0132986;218;-54;2529;-208;-0,0343882;-0,0457144;0,0379975;-0,0386182;0,0658964;0,130869;-2,35814;0,0283518;0,0132986;0,0705347;0,242418;-0,0369084;0,0374539;0,248959;-0,0414793;0,0374539;0,264428;-0,0414793;-2,37751;-0,0657926;0,0132986;0,0692732;0,291387;-0,0414793;-0,116084;-0,05946;3,32386;0,0361465;0,196703;0,00108904;-0,00616385;0,0157749;0,000487956;0,199269;-0,00221524;0;-0,0360933;-0,0955378;3,72762;0,00593412;-0,015708;0,133602;-0,0120224;-0,14511;-1200;1200;-500;1700;0;0;-10;0;0;0;250;1,2;0,2;177;-1,2;-1;2550;0,07
