time ;e1;e2;e1Ori;ctrlpitch;ctrlroll;ctrlthrust;ctrlyaw;edx;edy;edz;cumulx;cumuly;cumulz;x_pred;y_pred;z_pred;dxr_pred;dyr_pred;dzr_pred;dxrT;dyrT;dzrT;dxrUn;dyrUn;dzrUn;x;y;z;dx;dy;dz;ux;uy;uz;dxd;dyd;dzd;Perpx;Tangx;Perpy;Tangy;Perpz;Tanz;ax;ay;az;err_sti_x;err_sti_y;err_sti_z;err_sti_dx;err_sti_dy;err_sti_dz;pitch;roll;yaw;yawd;eyaw;kpvx;kpvy;kpvz;kpyaw;kivx;kivy;kivz;kdvx;kdvy;kdvz;kdyaw;ktg;veld;pitchoff;ke1;ke2;gravity;thr_vel
7,97105;0,285591;-1,09312;0,285591;50;50;1450;-50;0,0431524;0,164366;-0,156778;9,67909e-05;0,000368674;-0,000351654;-2,49367;-0,010886;1,09312;0,011896;-0,0214358;0,0240999;0,0127381;-0,0217397;0,0240996;0,0127381;-0,0217397;0,0240996;-2,49367;-0,010886;1,09312;0,0127381;-0,0217397;0,0240996;0,20862;-0,0729232;2,82845;0,0550484;0,14293;-0,132678;-0,0291367;0,0788384;0,0187629;0,122427;-0,132646;-0;0;0;9,81;0;0;0;0;0;0;0,0109956;0,0673697;0,0390186;0,0043654;-0,0346463;-850;850;-500;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07
7,97875;0,285591;-1,09312;0,285591;100;100;1500;-60;0,0431524;0,164366;-0,156778;0,000429194;0,00163479;-0,00155932;-2,49367;-0,010886;1,09312;0,011896;-0,0214358;0,0240999;0,0127381;-0,0217397;0,0240996;0,0127381;-0,0217397;0,0240996;-2,49367;-0,010886;1,09312;0,0127381;-0,0217397;0,0240996;0,20862;-0,0729232;2,82845;0,0550484;0,14293;-0,132678;-0,0291367;0,0788384;0,0187629;0,122427;-0,132646;-0;0,418521;0,425442;3,49019;0;0;0;0;0;0;0,0109956;0,0673697;0,0390186;0,0043654;-0,0346463;-850;850;-500;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07
7,97974;0,285723;-1,09312;0,285723;134;125;1550;-59;0,0496785;0,14705;-0,135391;0,000478326;0,00178022;-0,00169322;-2,49398;-0,0116532;1,09312;0,0050996;-0,00399634;0,00274798;0,00526306;-0,00413362;0,00274787;0,00526306;-0,00413362;0,00274787;-2,49398;-0,0116532;1,09312;0,00526306;-0,00413362;0,00274787;0,082811;-0,213299;2,57249;0,0547781;0,143053;-0,132643;-0,0291933;0,0785529;0,0187036;0,122608;-0,132645;-0;0,418523;0,425444;3,49016;0;0;0;0;0;0;0,0109956;0,0673697;0,03933;0,00467251;-0,0346506;-850;850;-500;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07
7,98872;0,285723;-1,09312;0,285723;134;125;1600;-59;0,0496785;0,14705;-0,135391;0,000924687;0,00310146;-0,0029097;-2,49398;-0,0116532;1,09312;0,0050996;-0,00399634;0,00274798;0,00526306;-0,00413362;0,00274787;0,00526306;-0,00413362;0,00274787;-2,49398;-0,0116532;1,09312;0,00526306;-0,00413362;0,00274787;0,082811;-0,213299;2,57249;0,0547781;0,143053;-0,132643;-0,0291933;0,0785529;0,0187036;0,122608;-0,132645;-0;0,41682;0,423712;3,51588;0;0;0;0;0;0;0,0109956;0,0673697;0,03933;0,00467251;-0,0346506;-850;850;-500;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07
7,99882;0,285723;-1,09312;0,285723;134;125;1650;-59;0,0497032;0,147115;-0,135333;0,00142664;0,00458718;-0,00427643;-2,49398;-0,0116532;1,09312;0,0050996;-0,00399634;0,00274798;0,00526306;-0,00413362;0,00274787;0,00526306;-0,00413362;0,00274787;-2,49398;-0,0116532;1,09312;0,00526306;-0,00413362;0,00274787;0,082811;-0,213299;2,57249;0,0548028;0,143119;-0,132585;-0,0291933;0,0785529;0,0187036;0,122608;-0,132645;-0;0,417918;0,425906;3,51585;0;0;0;0;0;0;0,010821;0,0677188;0,03933;0,00467251;-0,0346506;-850;850;-500;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07
8,00876;0,285723;-1,09312;0,285723;134;125;1700;-59;0,0497527;0,147148;-0,135289;0,00192078;0,00604865;-0,00562012;-2,49398;-0,0116532;1,09312;0,0050996;-0,00399634;0,00274798;0,00526306;-0,00413362;0,00274787;0,00526306;-0,00413362;0,00274787;-2,49398;-0,0116532;1,09312;0,00526306;-0,00413362;0,00274787;0,082811;-0,213299;2,57249;0,0548523;0,143152;-0,132541;-0,0291933;0,0785529;0,0187036;0,122608;-0,132645;-0;0,420108;0,427;3,51589;0;0;0;0;0;0;0,010472;0,0678933;0,03933;0,00467251;-0,0346506;-850;850;-500;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07
8,01036;0,28622;-1,09257;0,28622;132;141;1750;-59;0,0519255;0,166288;-0,14666;0,00200386;0,00631471;-0,00585477;-2,49387;-0,0125924;1,09257;0,00253646;-0,023064;0,0140614;0,00343388;-0,0231076;0,0140614;0,00343388;-0,0231076;0,0140614;-2,49398;-0,0116798;1,09246;0,00259942;-0,022816;0,00274787;0,0986175;-0,27187;2,06055;0,054462;0,143224;-0,132599;-0,0292884;0,0783075;0,0186776;0,122794;-0,1326;-0;0,420107;0,426999;3,5159;0;0;0;0;0;0;0,010472;0,0678933;0,0394305;0,00504929;-0,0343744;-850;850;-500;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07
8,01882;0,28622;-1,09257;0,28622;132;141;1800;-59;0,0519503;0,166321;-0,146626;0,00244347;0,00772212;-0,00709552;-2,49387;-0,0125924;1,09257;0,00253646;-0,023064;0,0140614;0,00343388;-0,0231076;0,0140614;0,00343388;-0,0231076;0,0140614;-2,49398;-0,0116798;1,09246;0,00259942;-0,022816;0,00274787;0,0986175;-0,27187;2,06055;0,0544867;0,143257;-0,132565;-0,0292884;0,0783075;0,0186776;0,122794;-0,1326;-0;0,422118;0,429025;3,50222;0;0;0;0;0;0;0,0102974;0,0680678;0,0394305;0,00504929;-0,0343744;-850;850;-500;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07
8,02882;0,28622;-1,09257;0,28622;132;141;1850;-59;0,051975;0,166386;-0,146568;0,00296322;0,00938598;-0,0085612;-2,49387;-0,0125924;1,09257;0,00253646;-0,023064;0,0140614;0,00343388;-0,0231076;0,0140614;0,00343388;-0,0231076;0,0140614;-2,49398;-0,0116798;1,09246;0,00259942;-0,022816;0,00274787;0,0986175;-0,27187;2,06055;0,0545115;0,143322;-0,132507;-0,0292884;0,0783075;0,0186776;0,122794;-0,1326;-0;0,423216;0,431221;3,50223;0;0;0;0;0;0;0,0101229;0,0684169;0,0394305;0,00504929;-0,0343744;-850;850;-500;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07
8,03879;0,28622;-1,09257;0,28622;132;141;1900;-59;0,0520245;0,166419;-0,146525;0,00348221;0,0110462;-0,0100229;-2,49387;-0,0125924;1,09257;0,00253646;-0,023064;0,0140614;0,00343388;-0,0231076;0,0140614;0,00343388;-0,0231076;0,0140614;-2,49398;-0,0116798;1,09246;0,00259942;-0,022816;0,00274787;0,0986175;-0,27187;2,06055;0,0545609;0,143355;-0,132463;-0,0292884;0,0783075;0,0186776;0,122794;-0,1326;-0;0,425411;0,432318;3,50226;0;0;0;0;0;0;0,00977384;0,0685914;0,0394305;0,00504929;-0,0343744;-850;850;-500;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07
