time ;e1;e2;e1Ori;ctrlpitch;ctrlroll;ctrlthrust;ctrlyaw;edx;edy;edz;cumulx;cumuly;cumulz;x_pred;y_pred;z_pred;dxr_pred;dyr_pred;dzr_pred;dxrT;dyrT;dzrT;dxrUn;dyrUn;dzrUn;x;y;z;dx;dy;dz;ux;uy;uz;dxd;dyd;dzd;Perpx;Tangx;Perpy;Tangy;Perpz;Tanz;ax;ay;az;err_sti_x;err_sti_y;err_sti_z;err_sti_dx;err_sti_dy;err_sti_dz;pitch;roll;yaw;yawd;eyaw;kpvx;kpvy;kpvz;kpyaw;kivx;kivy;kivz;kdvx;kdvy;kdvz;kdyaw;ktg;veld;pitchoff;ke1;ke2;gravity;thr_vel;var;ampli
11,2072;-0,798243;-0,069598;-0,798243;-50;-28;1450;-50;0,308813;-0,0280831;0,0431562;0,00158452;-0,000144094;0,000221435;-3,61631;0,199143;0,0869976;-0,109282;0,00891642;-0,03789;-0,108696;0,0143965;-0,03789;-0,0503193;0,193049;0,118851;-3,61631;0,199143;0,0869976;-0,0503193;0,193049;0,118851;0,35315;-0,0631911;2,84583;0,199531;-0,0191667;0,00526629;0,100785;0,0974821;-0,111163;0,0883809;-0,0130827;-0;0;-0;9,81;0;0;0;0;0;0;-0,090059;-0,0301942;-0,0502705;-0,113581;-0,0632683;-1000;1000;-550;1500;-10;10;-10;-0;0;-0;200;0,7;0,2;170;-1,2;-0,8;2555;0,07;0,35;0,8
11,2104;-0,804671;-0,0749352;-0,804671;-100;-78;1500;-87;0,292243;-0,0995998;-0,0277663;0,00252087;-0,000463212;0,000132472;-3,61897;0,199143;0,093669;-0,0927289;0,0798378;0,03211;-0,0886;0,0843965;0,03211;-0,0886;0,193049;0,118851;-3,61897;0,199143;0,093669;-0,0886;0,193049;0,118851;0,444104;-0,153221;2,72932;0,199514;-0,0197619;0,00434378;0,101224;0,096913;-0,111404;0,0880572;-0,0140175;-0;0,993347;-0,18338;3,73571;0;0;0;0;0;0;-0,090059;-0,0301942;-0,0502705;-0,113496;-0,0631838;-1000;1000;-550;1500;-10;10;-10;-0;0;-0;200;0,7;0,2;170;-1,2;-0,8;2555;0,07;0,35;0,8
11,2121;-0,804671;-0,0749352;-0,804671;-122;-99;1550;-87;0,292247;-0,0996004;-0,0279751;0,0030136;-0,000631138;8,53056e-05;-3,61897;0,199143;0,093669;-0,0927289;0,0798378;0,03211;-0,0886;0,0843965;0,03211;-0,0886;0,193049;0,118851;-3,61897;0,199143;0,093669;-0,0886;0,193049;0,118851;0,444104;-0,153221;2,72932;0,199518;-0,0197625;0,00413495;0,101224;0,096913;-0,111404;0,0880572;-0,0140175;-0;1,00228;-0,186206;3,64211;0;0;0;0;0;0;-0,0890118;-0,0301942;-0,0502705;-0,113496;-0,0631838;-1000;1000;-550;1500;-10;10;-10;-0;0;-0;200;0,7;0,2;170;-1,2;-0,8;2555;0,07;0,35;0,8
11,222;-0,804671;-0,0749352;-0,804671;-122;-99;1600;-87;0,292248;-0,0996375;-0,0280424;0,00592176;-0,00162263;-0,000193744;-3,61897;0,199143;0,093669;-0,0927289;0,0798378;0,03211;-0,0886;0,0843965;0,03211;-0,0886;0,193049;0,118851;-3,61897;0,199143;0,093669;-0,0886;0,193049;0,118851;0,444104;-0,153221;2,72932;0,19952;-0,0197997;0,00406765;0,101224;0,096913;-0,111404;0,0880572;-0,0140175;-0;1,0002;-0,187291;3,64183;0;0;0;0;0;0;-0,0886627;-0,0303687;-0,0502705;-0,113496;-0,0631838;-1000;1000;-550;1500;-10;10;-10;-0;0;-0;200;0,7;0,2;170;-1,2;-0,8;2555;0,07;0,35;0,8
11,232;-0,804671;-0,0749352;-0,804671;-122;-99;1650;-87;0,292252;-0,0996751;-0,0282489;0,00885013;-0,00262138;-0,000476798;-3,61897;0,199143;0,093669;-0,0927289;0,0798378;0,03211;-0,0886;0,0843965;0,03211;-0,0886;0,193049;0,118851;-3,61897;0,199143;0,093669;-0,0886;0,193049;0,118851;0,444104;-0,153221;2,72932;0,199523;-0,0198373;0,00386112;0,101224;0,096913;-0,111404;0,0880572;-0,0140175;-0;0,993844;-0,18837;3,64173;0;0;0;0;0;0;-0,0876155;-0,0305433;-0,0502705;-0,113496;-0,0631838;-1000;1000;-550;1500;-10;10;-10;-0;0;-0;200;0,7;0,2;170;-1,2;-0,8;2555;0,07;0,35;0,8
11,242;-0,804671;-0,0749352;-0,804671;-122;-99;1700;-87;0,292257;-0,0997128;-0,0285251;0,0117689;-0,00361721;-0,000761678;-3,61897;0,199143;0,093669;-0,0927289;0,0798378;0,03211;-0,0886;0,0843965;0,03211;-0,0886;0,193049;0,118851;-3,61897;0,199143;0,093669;-0,0886;0,193049;0,118851;0,444104;-0,153221;2,72932;0,199528;-0,019875;0,00358497;0,101224;0,096913;-0,111404;0,0880572;-0,0140175;-0;0,985388;-0,189454;3,64145;0;0;0;0;0;0;-0,0862193;-0,0307178;-0,0502705;-0,113496;-0,0631838;-1000;1000;-550;1500;-10;10;-10;-0;0;-0;200;0,7;0,2;170;-1,2;-0,8;2555;0,07;0,35;0,8
11,2422;-0,681224;-0,0935528;-0,681224;-123;-49;1750;-86;0,293464;0,00112381;-0,10458;0,0118097;-0,00361705;-0,000776215;-3,62528;0,143065;0,116941;-0,0942729;0,0100809;0,10211;-0,093711;0,0143965;0,10211;-0,093711;-0,799008;0,484006;-3,62195;0,171136;0,100283;-0,094952;-0,798786;0,474005;0,566261;-0,121925;2,09816;0,199191;0,0112047;-0,00247044;0,101116;0,0977804;-0,0951577;0,103903;-0,0190684;-0;0,985447;-0,189466;3,64108;0;0;0;0;0;0;-0,0862193;-0,0307178;-0,0459069;-0,0975813;-0,0516514;-1000;1000;-550;1500;-10;10;-10;-0;0;-0;200;0,7;0,2;170;-1,2;-0,8;2555;0,07;0,35;0,8
11,2521;-0,681224;-0,0935528;-0,681224;-123;1;1800;-86;0,293462;0,00112311;-0,104824;0,014712;-0,00360594;-0,00181292;-3,62528;0,143065;0,116941;-0,0942729;0,0100809;0,10211;-0,093711;0,0143965;0,10211;-0,093711;-0,799008;0,484006;-3,62195;0,171136;0,100283;-0,094952;-0,798786;0,474005;0,566261;-0,121925;2,09816;0,199189;0,011204;-0,00271368;0,101116;0,0977804;-0,0951577;0,103903;-0,0190684;-0;0,993921;-0,192549;3,5407;0;0;0;0;0;0;-0,0849975;-0,0307178;-0,0459069;-0,0975813;-0,0516514;-1000;1000;-550;1500;-10;10;-10;-0;0;-0;200;0,7;0,2;170;-1,2;-0,8;2555;0,07;0,35;0,8
11,2621;-0,681224;-0,0935528;-0,681224;-123;1;1850;-86;0,293457;0,00104617;-0,105247;0,0176422;-0,0035955;-0,00286381;-3,62528;0,143065;0,116941;-0,0942729;0,0100809;0,10211;-0,093711;0,0143965;0,10211;-0,093711;-0,799008;0,484006;-3,62195;0,171136;0,100283;-0,094952;-0,798786;0,474005;0,566261;-0,121925;2,09816;0,199184;0,0111271;-0,00313686;0,101116;0,0977804;-0,0951577;0,103903;-0,0190684;-0;0,981008;-0,194747;3,54036;0;0;0;0;0;0;-0,0829031;-0,0310669;-0,0459069;-0,0975813;-0,0516514;-1000;1000;-550;1500;-10;10;-10;-0;0;-0;200;0,7;0,2;170;-1,2;-0,8;2555;0,07;0,35;0,8
11,2721;-0,681224;-0,0935528;-0,681224;-123;0;1900;-86;0,293449;0,000968946;-0,105774;0,0205767;-0,00358581;-0,00392156;-3,62528;0,143065;0,116941;-0,0942729;0,0100809;0,10211;-0,093711;0,0143965;0,10211;-0,093711;-0,799008;0,484006;-3,62195;0,171136;0,100283;-0,094952;-0,798786;0,474005;0,566261;-0,121925;2,09816;0,199176;0,0110498;-0,00366426;0,101116;0,0977804;-0,0951577;0,103903;-0,0190684;-0;0,964883;-0,196953;3,53977;0;0;0;0;0;0;-0,0802851;-0,0314159;-0,0459069;-0,0975813;-0,0516514;-1000;1000;-550;1500;-10;10;-10;-0;0;-0;200;0,7;0,2;170;-1,2;-0,8;2555;0,07;0,35;0,8
