time ;e1;e2;ctrlpitch;ctrlroll;ctrlthrust;ctrlyaw;edx;edy;edz;cumulx;cumuly;cumulz;x;y;z;dxr;dyr;dzr;dxrT;dyrT;dzrT;dxrUn;dyrUn;dzrUn;dxd;dyd;dzd;Perpx;Tangx;Perpy;Tangy;Perpz;Tanz;pitch;roll;yaw;yawd;eyaw;kpvx;kpvy;kpvz;kpyaw;kivx;kivy;kivz;kdvx;kdvy;kdvz;kdyaw;ktg;veld;pitchoff;ke1;ke2;gravity;thr_vel
7,57101;0,933357;-0,0438285;100;45;1500;100;-0,00671039;0,0654268;-0,0999031;-5,75416e-05;0,000561035;-0,000856669;-2,1381;-0,118012;0,0438285;-0,00248475;-0,0446903;0,100042;-0,00248475;-0,0446903;0,100042;-0,00248475;-0,0446903;0,100042;-0,000353541;0,0199894;-0,000547528;-0,00959035;0,00923681;0,00663172;0,0133577;-0,000547528;-0;-0,074351;-0,00715585;-0,0211356;0,0551388;0,0762005;-700;700;-500;1700;-2;2;-10;-0;0;-0;250;1,3;0,02;177;-1,2;-1;2560;0,07
7,57242;0,933357;-0,0438285;181;45;1600;125;-0,00679797;0,065479;-0,0998629;-6,71607e-05;0,000653688;-0,000997975;-2,1381;-0,118012;0,0438285;-0,00248475;-0,0446903;0,100042;-0,00248475;-0,0446903;0,100042;-0,00248475;-0,0446903;0,100042;-0,000353541;0,0199894;-0,000547528;-0,00959035;0,00923681;0,00663172;0,0133577;-0,000547528;-0;-0,0752237;-0,00767945;-0,0211356;0,0551388;0,0762005;-700;700;-500;1700;-2;2;-10;-0;0;-0;250;1,3;0,02;177;-1,2;-1;2560;0,07
7,57659;0,934239;-0,0474505;174;80;1700;120;0,0035506;0,115082;-0,127356;-5,23583e-05;0,00113346;-0,00152892;-2,1382;-0,119124;0,0474505;-0,0159693;-0,0938108;0,127014;-0,0159693;-0,0938108;0,127014;-0,0159693;-0,0938108;0,127014;-0,000396637;0,0199873;-0,000592547;-0,00960705;0,00921041;0,00661902;0,0133683;-0,000592547;-0;-0,0752237;-0,00767945;-0,0210155;0,0556548;0,0765952;-700;700;-500;1700;-2;2;-10;-0;0;-0;250;1,3;0,02;177;-1,2;-1;2560;0,07
7,58246;0,934239;-0,0474505;174;80;1800;120;0,00343869;0,115126;-0,127319;-3,21903e-05;0,00180868;-0,00227565;-2,1382;-0,119124;0,0474505;-0,0159693;-0,0938108;0,127014;-0,0159693;-0,0938108;0,127014;-0,0159693;-0,0938108;0,127014;-0,000396637;0,0199873;-0,000592547;-0,00960705;0,00921041;0,00661902;0,0133683;-0,000592547;-0;-0,0760964;-0,00802851;-0,0210155;0,0556548;0,0765952;-700;700;-500;1700;-2;2;-10;-0;0;-0;250;1,3;0,02;177;-1,2;-1;2560;0,07
7,59246;0,934239;-0,0474505;174;80;1900;120;0,00339393;0,115148;-0,1273;1,74895e-06;0,00296016;-0,00354865;-2,1382;-0,119124;0,0474505;-0,0159693;-0,0938108;0,127014;-0,0159693;-0,0938108;0,127014;-0,0159693;-0,0938108;0,127014;-0,000396637;0,0199873;-0,000592547;-0,00960705;0,00921041;0,00661902;0,0133683;-0,000592547;-0;-0,0764454;-0,00820305;-0,0210155;0,0556548;0,0765952;-700;700;-500;1700;-2;2;-10;-0;0;-0;250;1,3;0,02;177;-1,2;-1;2560;0,07
7,60247;0,934239;-0,0474505;174;80;2000;120;0,00328202;0,115215;-0,127243;3,46052e-05;0,00411358;-0,00482248;-2,1382;-0,119124;0,0474505;-0,0159693;-0,0938108;0,127014;-0,0159693;-0,0938108;0,127014;-0,0159693;-0,0938108;0,127014;-0,000396637;0,0199873;-0,000592547;-0,00960705;0,00921041;0,00661902;0,0133683;-0,000592547;-0;-0,0773181;-0,00872665;-0,0210155;0,0556548;0,0765952;-700;700;-500;1700;-2;2;-10;-0;0;-0;250;1,3;0,02;177;-1,2;-1;2560;0,07
7,60502;0,935389;-0,0514563;185;36;2100;129;-0,0121079;0,0514983;-0,0996027;3,73008e-06;0,0042449;-0,00507647;-2,13869;-0,121099;0,0514563;0,00282584;-0,0307212;0,100042;0,00282584;-0,0307212;0,100042;0,00282584;-0,0307212;0,100042;-0,000489694;0,0199837;-0,000642251;-0,00964101;0,00915132;0,00658465;0,013399;-0,000642251;-0;-0,0773181;-0,00872665;-0,0202961;0,0565626;0,076783;-700;700;-500;1700;-2;2;-10;-0;0;-0;250;1,3;0,02;177;-1,2;-1;2560;0,07
7,61245;0,935389;-0,0514563;185;36;2200;129;-0,0121952;0,0515677;-0,0995561;-8,69534e-05;0,00462835;-0,00581676;-2,13869;-0,121099;0,0514563;0,00282584;-0,0307212;0,100042;0,00282584;-0,0307212;0,100042;0,00282584;-0,0307212;0,100042;-0,000489694;0,0199837;-0,000642251;-0,00964101;0,00915132;0,00658465;0,013399;-0,000642251;-0;-0,0781908;-0,00942478;-0,0202961;0,0565626;0,076783;-700;700;-500;1700;-2;2;-10;-0;0;-0;250;1,3;0,02;177;-1,2;-1;2560;0,07
7,62253;0,935389;-0,0514563;185;36;2300;129;-0,0122301;0,051585;-0,0995428;-0,000210147;0,00514797;-0,00681946;-2,13869;-0,121099;0,0514563;0,00282584;-0,0307212;0,100042;0,00282584;-0,0307212;0,100042;0,00282584;-0,0307212;0,100042;-0,000489694;0,0199837;-0,000642251;-0,00964101;0,00915132;0,00658465;0,013399;-0,000642251;-0;-0,0785398;-0,00959931;-0,0202961;0,0565626;0,076783;-700;700;-500;1700;-2;2;-10;-0;0;-0;250;1,3;0,02;177;-1,2;-1;2560;0,07
7,63259;0,935389;-0,0514563;185;36;2400;129;-0,0123174;0,051637;-0,0995051;-0,00033411;0,00566765;-0,00782088;-2,13869;-0,121099;0,0514563;0,00282584;-0,0307212;0,100042;0,00282584;-0,0307212;0,100042;0,00282584;-0,0307212;0,100042;-0,000489694;0,0199837;-0,000642251;-0,00964101;0,00915132;0,00658465;0,013399;-0,000642251;-0;-0,0794125;-0,0101229;-0,0202961;0,0565626;0,076783;-700;700;-500;1700;-2;2;-10;-0;0;-0;250;1,3;0,02;177;-1,2;-1;2560;0,07
7,64243;0,935389;-0,0514563;185;36;2500;129;-0,0123698;0,0516717;-0,0994806;-0,000455828;0,0061761;-0,00879977;-2,13869;-0,121099;0,0514563;0,00282584;-0,0307212;0,100042;0,00282584;-0,0307212;0,100042;0,00282584;-0,0307212;0,100042;-0,000489694;0,0199837;-0,000642251;-0,00964101;0,00915132;0,00658465;0,013399;-0,000642251;-0;-0,0799361;-0,010472;-0,0202961;0,0565626;0,076783;-700;700;-500;1700;-2;2;-10;-0;0;-0;250;1,3;0,02;177;-1,2;-1;2560;0,07
7,64908;0,935389;-0,0514563;181;-10;2575;134;-0,00634992;-0,0143926;-0,0304266;-0,000498055;0,00608038;-0,0090021;-2,13869;-0,121099;0,0514563;0,00372026;0,0346117;0,0300423;0,00372026;0,0346117;0,0300423;0,00372026;0,0346117;0,0250484;-0,000489694;0,0199837;-0,000642251;-0,00964101;0,00915132;0,00658465;0,013399;-0,000642251;-0;-0,0799361;-0,010472;-0,0202961;0,0565626;0,076783;-700;700;-500;1700;-2;2;-10;-0;0;-0;250;1,3;0,02;177;-1,2;-1;2560;0,07
7,6524;0,935389;-0,0514563;181;-10;2575;134;-0,00636049;-0,0143979;-0,0304219;-0,000519166;0,0060326;-0,00910307;-2,13869;-0,121099;0,0514563;0,00372026;0,0346117;0,0300423;0,00372026;0,0346117;0,0300423;0,00372026;0,0346117;0,0250484;-0,000489694;0,0199837;-0,000642251;-0,00964101;0,00915132;0,00658465;0,013399;-0,000642251;-0;-0,0802851;-0,0102974;-0,0202961;0,0565626;0,076783;-700;700;-500;1700;-2;2;-10;-0;0;-0;250;1,3;0,02;177;-1,2;-1;2560;0,07
7,66243;0,935389;-0,0514563;181;-10;2575;134;-0,00635521;-0,0144032;-0,0304205;-0,000582902;0,00588815;-0,00940816;-2,13869;-0,121099;0,0514563;0,00372026;0,0346117;0,0300423;0,00372026;0,0346117;0,0300423;0,00372026;0,0346117;0,0250484;-0,000489694;0,0199837;-0,000642251;-0,00964101;0,00915132;0,00658465;0,013399;-0,000642251;-0;-0,0801106;-0,0101229;-0,0202961;0,0565626;0,076783;-700;700;-500;1700;-2;2;-10;-0;0;-0;250;1,3;0,02;177;-1,2;-1;2560;0,07
7,67175;0,929892;-0,0411441;179;-54;2540;143;-0,00362484;-0,0773887;0,0390795;-0,000616675;0,00516712;-0,00904406;-2,13832;-0,114571;0,0411441;0,00836806;0,0967991;-0,0399577;0,00836806;0,0967991;-0,0399577;0,00836806;0,0967991;-0,134514;-0,000249524;0,0199918;-0,000514664;-0,0095444;0,00929487;0,00664864;0,0133432;-0,000514664;-0;-0,0801106;-0,0101229;-0,0235951;0,0535288;0,0770475;-700;700;-500;1700;-2;2;-10;-0;0;-0;250;1,3;0,02;177;-1,2;-1;2560;0,07
7,67246;0,929892;-0,0411441;179;-54;2540;143;-0,00361788;-0,0773546;0,0391477;-0,000619273;0,00511158;-0,00901595;-2,13832;-0,114571;0,0411441;0,00836806;0,0967991;-0,0399577;0,00836806;0,0967991;-0,0399577;0,00836806;0,0967991;-0,134514;-0,000249524;0,0199918;-0,000514664;-0,0095444;0,00929487;0,00664864;0,0133432;-0,000514664;-0;-0,0802851;-0,00925025;-0,0235951;0,0535288;0,0770475;-700;700;-500;1700;-2;2;-10;-0;0;-0;250;1,3;0,02;177;-1,2;-1;2560;0,07
7,68246;0,929892;-0,0411441;179;-54;2540;143;-0,00361788;-0,0772999;0,0392557;-0,000655426;0,00433912;-0,00862367;-2,13832;-0,114571;0,0411441;0,00836806;0,0967991;-0,0399577;0,00836806;0,0967991;-0,0399577;0,00836806;0,0967991;-0,134514;-0,000249524;0,0199918;-0,000514664;-0,0095444;0,00929487;0,00664864;0,0133432;-0,000514664;-0;-0,0802851;-0,00785398;-0,0235951;0,0535288;0,0770475;-700;700;-500;1700;-2;2;-10;-0;0;-0;250;1,3;0,02;177;-1,2;-1;2560;0,07
7,69256;0,929892;-0,0411441;179;-54;2540;143;-0,0036318;-0,0772381;0,0393758;-0,000692118;0,00355878;-0,00822585;-2,13832;-0,114571;0,0411441;0,00836806;0,0967991;-0,0399577;0,00836806;0,0967991;-0,0399577;0,00836806;0,0967991;-0,134514;-0,000249524;0,0199918;-0,000514664;-0,0095444;0,00929487;0,00664864;0,0133432;-0,000514664;-0;-0,0799361;-0,00628319;-0,0235951;0,0535288;0,0770475;-700;700;-500;1700;-2;2;-10;-0;0;-0;250;1,3;0,02;177;-1,2;-1;2560;0,07
