time 	e1	e2	e1Ori	ctrlpitch	ctrlroll	ctrlthrust	ctrlyaw	edx	edy	edz	cumulx	cumuly	cumulz	x_pred	y_pred	z_pred	dxr_pred	dyr_pred	dzr_pred	dxrT	dyrT	dzrT	dxrUn	dyrUn	dzrUn	x	y	z	dx	dy	dz	ux	uy	uz	dxd	dyd	dzd	Perpx	Tangx	Perpy	Tangy	Perpz	Tanz	ax	ay	az	err_sti_x	err_sti_y	err_sti_z	err_sti_dx	err_sti_dy	err_sti_dz	pitch	roll	yaw	yawd	eyaw	kpvx	kpvy	kpvz	kpyaw	kivx	kivy	kivz	kdvx	kdvy	kdvz	kdyaw	ktg	veld	pitchoff	ke1	ke2	gravity	thr_vel
7.97164	-0.902862	-0.102213	-0.902862	50	50	1450	42	0.0398741	0.189611	-0.180819	0.00026285	0.00124992	-0.00119196	-3.24924	-0.0928911	0.102213	0.0936634	-0.0445296	0.147366	0.0749595	-0.0471346	0.156945	0.0749595	-0.0471346	0.26234	-3.24924	-0.0928911	0.102213	0.0749595	-0.0471346	0.26234	0.205665	0.0810057	2.82845	0.133537	0.145081	-0.0334536	0.119346	0.0161926	-0.0121831	0.158624	-0.0135814	-0	0	0	9.81	0	0	0	0	0	0	-0.125489	0.0200713	0.00527487	0.0285807	0.0233038	-1080	1080	-600	1700	-10	10	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2555	0.07
7.9749	-0.902862	-0.102213	-0.902862	100	100	1500	42	0.0398634	0.189616	-0.180841	0.000392924	0.00186863	-0.00178204	-3.24924	-0.0928911	0.102213	0.0936634	-0.0445296	0.147366	0.0749595	-0.0471346	0.156945	0.0749595	-0.0471346	0.26234	-3.24924	-0.0928911	0.102213	0.0749595	-0.0471346	0.26234	0.205665	0.0810057	2.82845	0.133527	0.145086	-0.0334749	0.119346	0.0161926	-0.0121831	0.158624	-0.0135814	-0	1.28927	0.127164	3.41837	0	0	0	0	0	0	-0.125838	0.0198968	0.00527487	0.0285807	0.0233038	-1080	1080	-600	1700	-10	10	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2555	0.07
7.97617	-0.895566	-0.117495	-0.895566	150	150	1550	43	-0.0215192	0.145399	-0.244743	0.000365552	0.00205358	-0.00209336	-3.24634	-0.0928911	0.117495	0.154162	2.8941e-05	0.209292	0.1267	-0.00346675	0.226945	0.1267	-0.00346675	0.394823	-3.24634	-0.0928911	0.117495	0.1267	-0.00346675	0.394823	0.0467625	0.259612	2.57249	0.132642	0.145428	-0.0354509	0.118634	0.0162722	-0.012144	0.158962	-0.0156457	-0	1.28928	0.127165	3.41833	0	0	0	0	0	0	-0.125838	0.0198968	0.00527487	0.0286063	0.0233293	-1080	1080	-600	1700	-10	10	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2555	0.07
7.98491	-0.895566	-0.117495	-0.895566	200	157	1600	43	-0.0215249	0.145405	-0.244741	0.000177532	0.00332369	-0.00423117	-3.24634	-0.0928911	0.117495	0.154162	2.8941e-05	0.209292	0.1267	-0.00346675	0.226945	0.1267	-0.00346675	0.394823	-3.24634	-0.0928911	0.117495	0.1267	-0.00346675	0.394823	0.0467625	0.259612	2.57249	0.132637	0.145434	-0.0354487	0.118634	0.0162722	-0.012144	0.158962	-0.0156457	-0	1.30895	0.127864	3.32631	0	0	0	0	0	0	-0.126013	0.0197222	0.00527487	0.0286063	0.0233293	-1080	1080	-600	1700	-10	10	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2555	0.07
7.99497	-0.895566	-0.117495	-0.895566	200	157	1650	43	-0.0215363	0.14541	-0.244762	-3.92951e-05	0.00478767	-0.00669543	-3.24634	-0.0928911	0.117495	0.154162	2.8941e-05	0.209292	0.1267	-0.00346675	0.226945	0.1267	-0.00346675	0.394823	-3.24634	-0.0928911	0.117495	0.1267	-0.00346675	0.394823	0.0467625	0.259612	2.57249	0.132625	0.145439	-0.0354696	0.118634	0.0162722	-0.012144	0.158962	-0.0156457	-0	1.31118	0.126734	3.32626	0	0	0	0	0	0	-0.126362	0.0195477	0.00527487	0.0286063	0.0233293	-1080	1080	-600	1700	-10	10	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2555	0.07
8.00494	-0.895566	-0.117495	-0.895566	200	157	1700	43	-0.021542	0.145409	-0.244785	-0.000254047	0.00623726	-0.0091357	-3.24634	-0.0928911	0.117495	0.154162	2.8941e-05	0.209292	0.1267	-0.00346675	0.226945	0.1267	-0.00346675	0.394823	-3.24634	-0.0928911	0.117495	0.1267	-0.00346675	0.394823	0.0467625	0.259612	2.57249	0.13262	0.145438	-0.0354927	0.118634	0.0162722	-0.012144	0.158962	-0.0156457	-0	1.3123	0.126736	3.32618	0	0	0	0	0	0	-0.126536	0.0195477	0.00527487	0.0286063	0.0233293	-1080	1080	-600	1700	-10	10	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2555	0.07
8.01135	-0.8845	-0.133056	-0.8845	155	107	1750	53	0.0199152	0.0730904	-0.321285	-0.00012649	0.00670541	-0.0111935	-3.24079	-0.0823446	0.133056	0.112637	0.0718722	0.283659	0.0755759	0.0665332	0.296945	0.0755759	0.171809	0.403301	-3.24304	-0.087487	0.121222	0.0749595	0.171566	0.394823	0.0430196	0.209159	2.06055	0.132552	0.144963	-0.0376269	0.117447	0.0180125	-0.0132767	0.15934	-0.0177802	-0	1.31232	0.126738	3.32608	0	0	0	0	0	0	-0.126536	0.0195477	0.00289765	0.0254034	0.0225038	-1080	1080	-600	1700	-10	10	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2555	0.07
8.01496	-0.8845	-0.133056	-0.8845	155	79	1800	53	0.0199031	0.0730895	-0.321332	-5.46197e-05	0.00696933	-0.0123539	-3.24079	-0.0823446	0.133056	0.112637	0.0718722	0.283659	0.0755759	0.0665332	0.296945	0.0755759	0.171809	0.403301	-3.24304	-0.087487	0.121222	0.0749595	0.171566	0.394823	0.0430196	0.209159	2.06055	0.13254	0.144962	-0.0376732	0.117447	0.0180125	-0.0132767	0.15934	-0.0177802	-0	1.33688	0.128891	3.21589	0	0	0	0	0	0	-0.126885	0.0195477	0.00289765	0.0254034	0.0225038	-1080	1080	-600	1700	-10	10	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2555	0.07
8.02491	-0.8845	-0.133056	-0.8845	155	79	1850	53	0.0199031	0.0730895	-0.321332	0.000143416	0.00769657	-0.0155511	-3.24079	-0.0823446	0.133056	0.112637	0.0718722	0.283659	0.0755759	0.0665332	0.296945	0.0755759	0.171809	0.403301	-3.24304	-0.087487	0.121222	0.0749595	0.171566	0.394823	0.0430196	0.209159	2.06055	0.13254	0.144962	-0.0376732	0.117447	0.0180125	-0.0132767	0.15934	-0.0177802	-0	1.3369	0.128893	3.21579	0	0	0	0	0	0	-0.126885	0.0195477	0.00289765	0.0254034	0.0225038	-1080	1080	-600	1700	-10	10	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2555	0.07
8.03491	-0.8845	-0.133056	-0.8845	155	79	1900	53	0.019897	0.0730891	-0.321355	0.000342466	0.00842776	-0.0187659	-3.24079	-0.0823446	0.133056	0.112637	0.0718722	0.283659	0.0755759	0.0665332	0.296945	0.0755759	0.171809	0.403301	-3.24304	-0.087487	0.121222	0.0749595	0.171566	0.394823	0.0430196	0.209159	2.06055	0.132534	0.144961	-0.0376963	0.117447	0.0180125	-0.0132767	0.15934	-0.0177802	-0	1.33804	0.128895	3.21572	0	0	0	0	0	0	-0.12706	0.0195477	0.00289765	0.0254034	0.0225038	-1080	1080	-600	1700	-10	10	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2555	0.07
