time 	e1	e2	ctrlpitch	ctrlroll	ctrlthrust	ctrlyaw	edx	edy	edz	cumulx	cumuly	cumulz	x	y	z	dxr	dyr	dzr	dxrT	dyrT	dzrT	dxrUn	dyrUn	dzrUn	dxd	dyd	dzd	Perpx	Tangx	Perpy	Tangy	Perpz	Tanz	ax	ay	az	pitch	roll	yaw	yawd	eyaw	kpvx	kpvy	kpvz	kpyaw	kivx	kivy	kivz	kdvx	kdvy	kdvz	kdyaw	ktg	veld	pitchoff	ke1	ke2	gravity	thr_vel
13.7612	0.681884	-0.917005	42	84	1500	82	0.15778	0.0990293	-0.0702439	0.00114359	0.000717764	-0.000509127	-2.13157	-0.107891	0.917005	-0.0014789	-0.0270424	-0.0284736	-0.0014789	-0.0270424	-0.0284736	-0.0014789	-0.0270424	-0.0361245	0.14971	0.0730572	-0.110678	0.00516021	0.144549	0.0821383	-0.0090811	-0.110678	0	0.87309	-0.16677	-9.50589	0.0872665	0.0153589	2.08544e-05	0.0505726	0.0505303	-850	850	-500	1700	-20	20	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2550	0.07
13.764	0.681884	-0.917005	42	84	1600	82	0.157792	0.0990297	-0.0702163	0.00158036	0.000991879	-0.000703486	-2.13157	-0.107891	0.917005	-0.0014789	-0.0270424	-0.0284736	-0.0014789	-0.0270424	-0.0284736	-0.0014789	-0.0270424	-0.0361245	0.14971	0.0730572	-0.110678	0.00516021	0.144549	0.0821383	-0.0090811	-0.110678	0	0.86328	-0.14715	-9.5157	0.087441	0.0153589	2.08544e-05	0.0505726	0.0505303	-850	850	-500	1700	-20	20	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2550	0.07
13.774	0.681884	-0.917005	42	84	1700	82	0.157792	0.0990297	-0.0702163	0.00315654	0.00198109	-0.00140488	-2.13157	-0.107891	0.917005	-0.0014789	-0.0270424	-0.0284736	-0.0014789	-0.0270424	-0.0284736	-0.0014789	-0.0270424	-0.0361245	0.14971	0.0730572	-0.110678	0.00516021	0.144549	0.0821383	-0.0090811	-0.110678	0	0.87309	-0.13734	-9.50589	0.087441	0.0153589	2.08544e-05	0.0505726	0.0505303	-850	850	-500	1700	-20	20	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2550	0.07
13.7839	0.681884	-0.917005	42	84	1800	82	0.157804	0.0990302	-0.0701888	0.00473127	0.00296931	-0.00210529	-2.13157	-0.107891	0.917005	-0.0014789	-0.0270424	-0.0284736	-0.0014789	-0.0270424	-0.0284736	-0.0014789	-0.0270424	-0.0361245	0.14971	0.0730572	-0.110678	0.00516021	0.144549	0.0821383	-0.0090811	-0.110678	0	0.89271	-0.14715	-9.5157	0.0876155	0.0153589	2.08544e-05	0.0505726	0.0505303	-850	850	-500	1700	-20	20	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2550	0.07
13.7841	0.665337	-0.912529	42	67	1900	84	0.157576	0.0789727	-0.062296	0.00475096	0.00297918	-0.00211308	-2.13157	-0.101612	0.912529	-0.0014789	-0.00792358	-0.0361245	-0.0014789	-0.00792358	-0.0361245	-0.0014789	-0.00792358	-0.0361245	0.150351	0.0716101	-0.110754	0.00498367	0.145367	0.0805986	-0.00898853	-0.110754	0	0.89271	-0.14715	-9.5157	0.0876155	0.0153589	-0.00254719	0.0476337	0.0501598	-850	850	-500	1700	-20	20	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2550	0.07
13.794	0.665337	-0.912529	42	67	2000	84	0.157576	0.0789727	-0.062296	0.00632231	0.0037667	-0.00273429	-2.13157	-0.101612	0.912529	-0.0014789	-0.00792358	-0.0361245	-0.0014789	-0.00792358	-0.0361245	-0.0014789	-0.00792358	-0.0361245	0.150351	0.0716101	-0.110754	0.00498367	0.145367	0.0805986	-0.00898853	-0.110754	0	0.90252	-0.14715	-9.5157	0.0876155	0.0153589	-0.00254719	0.0476337	0.0501598	-850	850	-500	1700	-20	20	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2550	0.07
13.8039	0.665337	-0.912529	42	67	2100	84	0.157586	0.0789731	-0.0622685	0.00788021	0.00454742	-0.00334988	-2.13157	-0.101612	0.912529	-0.0014789	-0.00792358	-0.0361245	-0.0014789	-0.00792358	-0.0361245	-0.0014789	-0.00792358	-0.0361245	0.150351	0.0716101	-0.110754	0.00498367	0.145367	0.0805986	-0.00898853	-0.110754	0	0.89271	-0.16677	-9.5157	0.0877901	0.0153589	-0.00254719	0.0476337	0.0501598	-850	850	-500	1700	-20	20	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2550	0.07
13.8139	0.665337	-0.912529	42	67	2200	84	0.157586	0.0789622	-0.0622823	0.00946064	0.00533934	-0.00397451	-2.13157	-0.101612	0.912529	-0.0014789	-0.00792358	-0.0361245	-0.0014789	-0.00792358	-0.0361245	-0.0014789	-0.00792358	-0.0361245	0.150351	0.0716101	-0.110754	0.00498367	0.145367	0.0805986	-0.00898853	-0.110754	0	0.8829	-0.16677	-9.5157	0.0877901	0.0155334	-0.00254719	0.0476337	0.0501598	-850	850	-500	1700	-20	20	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2550	0.07
13.8149	0.665337	-0.912529	40	66	2300	84	0.160911	0.0783755	-0.100053	0.00961399	0.00541403	-0.00406986	-2.13157	-0.101612	0.912529	-0.0014789	-0.00792358	0.00179649	-0.0014789	-0.00792358	0.00179649	-0.0014789	-0.00792358	0.00179649	0.150351	0.0716101	-0.110754	0.00498367	0.145367	0.0805986	-0.00898853	-0.110754	0	0.8829	-0.16677	-9.5157	0.0877901	0.0155334	-0.00254719	0.0476337	0.0501598	-850	850	-500	1700	-20	20	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2550	0.07
13.8239	0.665337	-0.912529	39	66	2400	84	0.160928	0.0783759	-0.100025	0.0110659	0.00612114	-0.00497228	-2.13157	-0.101612	0.912529	-0.0014789	-0.00792358	0.00179649	-0.0014789	-0.00792358	0.00179649	-0.0014789	-0.00792358	0.00179649	0.150351	0.0716101	-0.110754	0.00498367	0.145367	0.0805986	-0.00898853	-0.110754	0	0.86328	-0.15696	-9.52551	0.0879646	0.0155334	-0.00254719	0.0476337	0.0501598	-850	850	-500	1700	-20	20	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2550	0.07
