time 	e1	e2	ctrlpitch	ctrlroll	ctrlthrust	ctrlyaw	edx	edy	edz	cumulx	cumuly	cumulz	x_pred	y_pred	z_pred	dxr_pred	dyr_pred	dzr_pred	dxrT	dyrT	dzrT	dxrUn	dyrUn	dzrUn	x	y	z	dx	dy	dz	ux	uy	uz	dxd	dyd	dzd	Perpx	Tangx	Perpy	Tangy	Perpz	Tanz	ax	ay	az	err_sti_x	err_sti_y	err_sti_z	err_sti_dx	err_sti_dy	err_sti_dz	pitch	roll	yaw	yawd	eyaw	kpvx	kpvy	kpvz	kpyaw	kivx	kivy	kivz	kdvx	kdvy	kdvz	kdyaw	ktg	veld	pitchoff	ke1	ke2	gravity	xo	yo	zo	thr_vel
7.18541	0.173678	-0.800097	-50	-50	1450	32	0.232181	-0.0494947	-0.0796692	0.000498029	-0.000106166	-0.00017089	-2.54302	0.0153038	0.800097	-0.0762651	0.114164	-0.0276063	-0.0742802	0.115939	-0.025545	-0.0742802	0.115939	-0.137929	-2.51938	-0.0215904	0.843989	-0.0742802	0.115939	-0.137929	0.367194	-0.0810057	2.82845	0.155916	0.0646695	-0.107275	-0.0055723	0.160662	0.0232529	0.0385008	-0.110154	-0	0	0	9.81	-0.00844426	0.0416286	0.00312328	-0.0648632	0.0769582	-0.0724022	0.0204204	0.00436332	-0.0219127	-0.00601789	0.0158941	-1080	1080	-500	1700	-10	10	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2555	-0.441761	-0.0892975	0.286473	0.07
7.19342	0.173678	-0.800097	-73	-53	1500	32	0.2322	-0.0494759	-0.0796307	0.00235679	-0.00050222	-0.000808334	-2.54302	0.0153038	0.800097	-0.0762651	0.114164	-0.0276063	-0.0742802	0.115939	-0.025545	-0.0742802	0.115939	-0.137929	-2.51938	-0.0215904	0.843989	-0.0742802	0.115939	-0.137929	0.367194	-0.0810057	2.82845	0.155935	0.0646884	-0.107237	-0.0055723	0.160662	0.0232529	0.0385008	-0.110154	-0	0.352705	0.0260829	3.58315	-0.00844426	0.0416286	0.00312328	-0.0648632	0.0769582	-0.0724022	0.0205949	0.00418879	-0.0219127	-0.00601789	0.0158941	-1080	1080	-500	1700	-10	10	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2555	-0.441761	-0.0892975	0.286473	0.07
7.20324	0.173678	-0.800097	-73	-53	1550	32	0.2322	-0.0494759	-0.0796307	0.00463699	-0.000988073	-0.00159031	-2.54302	0.0153038	0.800097	-0.0762651	0.114164	-0.0276063	-0.0742802	0.115939	-0.025545	-0.0742802	0.115939	-0.137929	-2.51938	-0.0215904	0.843989	-0.0742802	0.115939	-0.137929	0.367194	-0.0810057	2.82845	0.155935	0.0646884	-0.107237	-0.0055723	0.160662	0.0232529	0.0385008	-0.110154	-0	0.352703	0.0260827	3.58319	-0.00844426	0.0416286	0.00312328	-0.0648632	0.0769582	-0.0724022	0.0205949	0.00418879	-0.0219127	-0.00601789	0.0158941	-1080	1080	-500	1700	-10	10	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2555	-0.441761	-0.0892975	0.286473	0.07
7.21102	0.173678	-0.800097	-73	-53	1600	32	0.2322	-0.0494759	-0.0796307	0.00644444	-0.00137319	-0.00221015	-2.54302	0.0153038	0.800097	-0.0762651	0.114164	-0.0276063	-0.0742802	0.115939	-0.025545	-0.0742802	0.115939	-0.137929	-2.51938	-0.0215904	0.843989	-0.0742802	0.115939	-0.137929	0.367194	-0.0810057	2.82845	0.155935	0.0646884	-0.107237	-0.0055723	0.160662	0.0232529	0.0385008	-0.110154	-0	0.352704	0.0260828	3.58317	-0.00844426	0.0416286	0.00312328	-0.0648632	0.0769582	-0.0724022	0.0205949	0.00418879	-0.0219127	-0.00601789	0.0158941	-1080	1080	-500	1700	-10	10	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2555	-0.386364	-0.128315	0.250597	0.07
7.21121	0.306829	-0.848986	-63	-3	1650	63	0.222958	0.0139643	-0.15303	0.00648657	-0.00137055	-0.00223908	-2.52232	-0.0198441	0.848986	-0.0766856	0.0661069	0.0426084	-0.0742802	0.0676201	0.044455	-0.0742802	0.0676201	0.201039	-2.52232	-0.0198441	0.848986	-0.0742802	0.0676201	0.201039	0.441685	-0.00553117	2.31652	0.146272	0.0800712	-0.110422	-0.00959952	0.155353	0.0397224	0.0375435	-0.113075	-0	0.352705	0.0260829	3.58315	-2.52232	-0.0198441	0.848986	-0.0742802	0.0676201	0.201039	0.0205949	0.00418879	-0.0225524	0.00786723	0.0304149	-1080	1080	-500	1700	-10	10	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2555	-0.386364	-0.128315	0.250597	0.07
7.21328	0.306829	-0.848986	-63	15	1700	63	0.222977	0.0139644	-0.153005	0.00694858	-0.00134162	-0.0025561	-2.52232	-0.0198441	0.848986	-0.0766856	0.0661069	0.0426084	-0.0742802	0.0676201	0.044455	-0.0742802	0.0676201	0.201039	-2.52232	-0.0198441	0.848986	-0.0742802	0.0676201	0.201039	0.441685	-0.00553117	2.31652	0.146292	0.0800713	-0.110396	-0.00959952	0.155353	0.0397224	0.0375435	-0.113075	-0	0.356593	0.0264518	3.49508	-2.52232	-0.0198441	0.848986	-0.0742802	0.0676201	0.201039	0.0207694	0.00418879	-0.0225524	0.00786723	0.0304149	-1080	1080	-500	1700	-10	10	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2555	-0.386364	-0.128315	0.250597	0.07
7.22323	0.306829	-0.848986	-63	15	1750	63	0.222996	0.0139452	-0.152993	0.00916561	-0.00120298	-0.00407716	-2.52232	-0.0198441	0.848986	-0.0766856	0.0661069	0.0426084	-0.0742802	0.0676201	0.044455	-0.0742802	0.0676201	0.201039	-2.52232	-0.0198441	0.848986	-0.0742802	0.0676201	0.201039	0.441685	-0.00553117	2.31652	0.146311	0.0800522	-0.110385	-0.00959952	0.155353	0.0397224	0.0375435	-0.113075	-0	0.355491	0.0275538	3.49511	-2.52232	-0.0198441	0.848986	-0.0742802	0.0676201	0.201039	0.020944	0.00436332	-0.0225524	0.00786723	0.0304149	-1080	1080	-500	1700	-10	10	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2555	-0.386364	-0.128315	0.250597	0.07
7.23335	0.306829	-0.848986	-63	15	1800	63	0.222977	0.0139451	-0.153019	0.011423	-0.0010618	-0.00562632	-2.52232	-0.0198441	0.848986	-0.0766856	0.0661069	0.0426084	-0.0742802	0.0676201	0.044455	-0.0742802	0.0676201	0.201039	-2.52232	-0.0198441	0.848986	-0.0742802	0.0676201	0.201039	0.441685	-0.00553117	2.31652	0.146292	0.080052	-0.11041	-0.00959952	0.155353	0.0397224	0.0375435	-0.113075	-0	0.356593	0.0275539	3.49508	-2.52232	-0.0198441	0.848986	-0.0742802	0.0676201	0.201039	0.0207694	0.00436332	-0.0225524	0.00786723	0.0304149	-1080	1080	-500	1700	-10	10	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2555	-0.386364	-0.128315	0.250597	0.07
7.24327	0.306829	-0.848986	-63	15	1850	63	0.222977	0.0139451	-0.153019	0.0136356	-0.000923419	-0.00714473	-2.52232	-0.0198441	0.848986	-0.0766856	0.0661069	0.0426084	-0.0742802	0.0676201	0.044455	-0.0742802	0.0676201	0.201039	-2.52232	-0.0198441	0.848986	-0.0742802	0.0676201	0.201039	0.441685	-0.00553117	2.31652	0.146292	0.080052	-0.11041	-0.00959952	0.155353	0.0397224	0.0375435	-0.113075	-0	0.356597	0.0275542	3.49501	-2.52232	-0.0198441	0.848986	-0.0742802	0.0676201	0.201039	0.0207694	0.00436332	-0.0225524	0.00786723	0.0304149	-1080	1080	-500	1700	-10	10	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2555	-0.386364	-0.128315	0.250597	0.07
7.24755	0.299965	-0.858378	-21	33	1900	54	0.18334	0.0313436	-0.224861	0.0144196	-0.000789394	-0.00810623	-2.52365	-0.0180245	0.858378	-0.0371776	0.0476226	0.113501	-0.0337365	0.0478998	0.114455	-0.0337365	0.0478998	0.211716	-2.52232	-0.0198441	0.850789	-0.0351226	0.0482056	0.201039	0.419846	0.0700591	1.67659	0.146162	0.0789661	-0.11136	-0.00936303	0.154943	0.0387313	0.0374564	-0.114026	-0	0.356599	0.0275544	3.49498	-2.52232	-0.0198441	0.850789	-0.0351226	0.0482056	0.201039	0.0207694	0.00436332	-0.0225524	0.00714209	0.0296901	-1080	1080	-500	1700	-10	10	-10	-0	0	-0	250	1.2	0.2	177	-1.2	-1	2555	-0.386364	-0.128315	0.250597	0.07
