9.88135	1.79592	0	-0.241503	
9.8589	1.79592	0	-0.241503	
9.83702	1.79592	0	-0.241503	
9.96698	-0.264094	0	-0.0968333	9.804	1.79592	0	-0.241503	
9.96684	-0.264094	0	-0.0968333	9.80386	1.79592	0	-0.241503	
9.92312	-0.264094	0	-0.0968333	9.76014	1.79592	0	-0.241503	
9.90281	-0.264094	0	-0.0968333	9.73983	1.79592	0	-0.241503	
9.96024	-0.264094	0	-0.0968333	9.70007	1.79592	0	-0.241503	
9.96009	-0.264094	0	-0.0968333	9.69992	1.79592	0	-0.241503	
9.92949	-0.264094	0	-0.0968333	9.66931	1.79592	0	-0.241503	
9.89481	-0.264094	0	-0.0968333	9.63464	1.79592	0	-0.241503	
9.97073	-0.264094	0	-0.0968333	9.60537	1.79592	0	-0.241503	
9.97059	-0.264094	0	-0.0968333	9.60523	1.79592	0	-0.241503	
9.93451	-0.264094	0	-0.0968333	9.56915	1.79592	0	-0.241503	
9.90477	-0.264094	0	-0.0968333	9.53941	1.79592	0	-0.241503	
9.95726	-0.264094	0	-0.0968333	9.49667	1.79592	0	-0.241503	
9.95712	-0.264094	0	-0.0968333	9.49652	1.79592	0	-0.241503	
9.93632	-0.264094	0	-0.0968333	9.47572	1.79592	0	-0.241503	
9.89642	-0.264094	0	-0.0968333	9.43583	1.79592	0	-0.241503	
9.96887	-0.264094	0	-0.0968333	9.4047	1.79592	0	-0.241503	
9.96875	-0.264094	0	-0.0968333	9.40458	1.79592	0	-0.241503	
9.93723	-0.264094	0	-0.0968333	9.37305	1.79592	0	-0.241503	
9.90404	-0.264094	0	-0.0968333	9.33986	1.79592	0	-0.241503	
9.9633	-0.264094	0	-0.0968333	9.30316	1.79592	0	-0.241503	
9.96317	-0.264094	0	-0.0968333	9.30303	1.79592	0	-0.241503	
9.93358	-0.264094	0	-0.0968333	9.27345	1.79592	0	-0.241503	
9.90165	-0.264094	0	-0.0968333	9.24151	1.79592	0	-0.241503	
9.96683	-0.264094	0	-0.0968333	9.20835	1.79592	0	-0.241503	
9.96672	-0.264094	0	-0.0968333	9.20823	1.79592	0	-0.241503	
9.9289	-0.264094	0	-0.0968333	9.17041	1.79592	0	-0.241503	
9.90056	-0.264094	0	-0.0968333	9.14208	1.79592	0	-0.241503	
9.86894	-0.264094	0	-0.0968333	9.11045	1.79592	0	-0.241503	
9.9983	-0.264094	0	-0.0968333	9.10875	1.79592	0	-0.241503	
9.96329	-0.264094	0	-0.0968333	9.07374	1.79592	0	-0.241503	
9.92925	-0.264094	0	-0.0968333	9.0397	1.79592	0	-0.241503	
9.89895	-0.264094	0	-0.0968333	9.0094	1.79592	0	-0.241503	
9.99934	-0.264094	0	-0.0968333	9.00874	1.79592	0	-0.241503	
9.96508	-0.264094	0	-0.0968333	8.97448	1.79592	0	-0.241503	
9.93369	-0.264094	0	-0.0968333	8.94309	1.79592	0	-0.241503	
9.89993	-0.264094	0	-0.0968333	8.90933	1.79592	0	-0.241503	
9.99937	-0.264094	0	-0.0968333	8.9087	1.79592	0	-0.241503	
9.9657	-0.264094	0	-0.0968333	8.87504	1.79592	0	-0.241503	
9.93986	-0.264094	0	-0.0968333	8.84919	1.79592	0	-0.241503	
9.90164	-0.264094	0	-0.0968333	8.81097	1.79592	0	-0.241503	
9.99776	-0.264094	0	-0.0968333	8.80873	1.79592	0	-0.241503	
9.96584	-0.264094	0	-0.0968333	8.77681	1.79592	0	-0.241503	
9.93176	-0.264094	0	-0.0968333	8.74273	1.79592	0	-0.241503	
