time ;e1;e2;e1Ori;ctrlpitch;ctrlroll;ctrlthrust;ctrlyaw;edx;edy;edz;cumulx;cumuly;cumulz;x_pred;y_pred;z_pred;dxr_pred;dyr_pred;dzr_pred;dxrT;dyrT;dzrT;dxrUn;dyrUn;dzrUn;x;y;z;dx;dy;dz;ux;uy;uz;dxd;dyd;dzd;Perpx;Tangx;Perpy;Tangy;Perpz;Tanz;ax;ay;az;err_sti_x;err_sti_y;err_sti_z;err_sti_dx;err_sti_dy;err_sti_dz;pitch;roll;yaw;yawd;eyaw;kpvx;kpvy;kpvz;kpyaw;kivx;kivy;kivz;kdvx;kdvy;kdvz;kdyaw;ktg;veld;pitchoff;ke1;ke2;gravity;thr_vel;var;ampli
8,26502;-0,381603;-0,0836848;-0,380192;-37;50;1450;-50;0,207692;0,096749;-0,139877;0,000370523;0,0001726;-0,00024954;-2,42547;0,518324;0,0836848;-0,00985333;-0,0675452;0,124442;-0,0222065;-0,0644264;0,124443;-0,0222065;-0,0644264;-0,0909286;-2,42547;0,518324;0,0836848;-0,0222065;-0,0644264;-0,0909286;0,344086;0,0171593;2,84448;0,197839;0,0292037;-0,0154351;0,021215;0,1778;-0,0678488;0,0555944;-0,0155895;-0;0;0;9,81;0;0;0;0;0;0;-0,0357792;0,020944;-0,187525;-0,298896;-0,11114;-1000;1000;-550;1500;-10;10;-10;-0;0;-0;200;1;0,2;170;-1,2;-1;2555;0,07;0,55;0,8
8,2732;-0,381603;-0,0836848;-0,380192;-38;96;1500;-100;0,207695;0,0967489;-0,139842;0,00206885;0,000963716;-0,00139303;-2,42547;0,518324;0,0836848;-0,00985333;-0,0675452;0,124442;-0,0222065;-0,0644264;0,124443;-0,0222065;-0,0644264;-0,0909286;-2,42547;0,518324;0,0836848;-0,0222065;-0,0644264;-0,0909286;0,344086;0,0171593;2,84448;0,197842;0,0292037;-0,0154006;0,021215;0,1778;-0,0678488;0,0555944;-0,0155895;-0;0,694404;0,132273;3,49397;0;0;0;0;0;0;-0,0359538;0,020944;-0,187525;-0,298896;-0,11114;-1000;1000;-550;1500;-10;10;-10;-0;0;-0;200;1;0,2;170;-1,2;-1;2555;0,07;0,55;0,8
8,27346;-0,382056;-0,0836848;-0,38065;-37;97;1550;-150;0,207669;0,0969225;-0,0700301;0,00212263;0,000988819;-0,00141117;-2,42632;0,518324;0,0836848;-0,00985668;-0,0676002;0,0544417;-0,0222065;-0,0644264;0,0544425;-0,0222065;-0,0644264;-0,0909286;-2,42632;0,518324;0,0836848;-0,0222065;-0,0644264;-0,0909286;0,382752;0,0983202;2,59221;0,197812;0,0293223;-0,0155884;0,0213102;0,177713;-0,0678962;0,0557777;-0,0155872;-0;0,694402;0,132273;3,49399;0;0;0;0;0;0;-0,0359538;0,020944;-0,187525;-0,298796;-0,111041;-1000;1000;-550;1500;-10;10;-10;-0;0;-0;200;1;0,2;170;-1,2;-1;2555;0,07;0,55;0,8
8,2835;-0,382056;-0,0836848;-0,38065;-38;97;1600;-167;0,207677;0,0969607;-0,0699222;0,00420854;0,00196269;-0,00211347;-2,42632;0,518324;0,0836848;-0,00985668;-0,0676002;0,0544417;-0,0222065;-0,0644264;0,0544425;-0,0222065;-0,0644264;-0,0909286;-2,42632;0,518324;0,0836848;-0,0222065;-0,0644264;-0,0909286;0,382752;0,0983202;2,59221;0,19782;0,0293605;-0,0154805;0,0213102;0,177713;-0,0678962;0,0557777;-0,0155872;-0;0,687502;0,131427;3,58621;0;0;0;0;0;0;-0,0364774;0,0211185;-0,187525;-0,298796;-0,111041;-1000;1000;-550;1500;-10;10;-10;-0;0;-0;200;1;0,2;170;-1,2;-1;2555;0,07;0,55;0,8
8,29325;-0,382056;-0,0836848;-0,38065;-38;97;1650;-167;0,207688;0,0969606;-0,0697841;0,00623267;0,00290767;-0,00279358;-2,42632;0,518324;0,0836848;-0,00985668;-0,0676002;0,0544417;-0,0222065;-0,0644264;0,0544425;-0,0222065;-0,0644264;-0,0909286;-2,42632;0,518324;0,0836848;-0,0222065;-0,0644264;-0,0909286;0,382752;0,0983202;2,59221;0,197831;0,0293604;-0,0153424;0,0213102;0,177713;-0,0678962;0,0557777;-0,0155872;-0;0,691806;0,131425;3,58633;0;0;0;0;0;0;-0,0371755;0,0211185;-0,187525;-0,298796;-0,111041;-1000;1000;-550;1500;-10;10;-10;-0;0;-0;200;1;0,2;170;-1,2;-1;2555;0,07;0,55;0,8
8,30322;-0,382056;-0,0836848;-0,38065;-38;97;1700;-167;0,207699;0,0969605;-0,069646;0,00830301;0,00387417;-0,00348781;-2,42632;0,518324;0,0836848;-0,00985668;-0,0676002;0,0544417;-0,0222065;-0,0644264;0,0544425;-0,0222065;-0,0644264;-0,0909286;-2,42632;0,518324;0,0836848;-0,0222065;-0,0644264;-0,0909286;0,382752;0,0983202;2,59221;0,197843;0,0293603;-0,0152043;0,0213102;0,177713;-0,0678962;0,0557777;-0,0155872;-0;0,696106;0,131421;3,58649;0;0;0;0;0;0;-0,0378736;0,0211185;-0,187525;-0,298796;-0,111041;-1000;1000;-550;1500;-10;10;-10;-0;0;-0;200;1;0,2;170;-1,2;-1;2555;0,07;0,55;0,8
8,30959;-0,372354;-0,072894;-0,37088;-29;118;1750;-167;0,199175;0,118752;0,0019269;0,00957235;0,00463098;-0,00347553;-2,42688;0,512456;0,072894;-0,00150697;-0,0872034;-0,0155588;-0,0176175;-0,0853735;-0,0155575;-0,0176175;-0,0853735;-0,0823986;-2,42632;0,515018;0,0756207;-0,0186493;-0,0854249;-0,0909286;0,424248;0,154457;2,08336;0,197668;0,0315483;-0,0136319;0,0210513;0,178241;-0,0663689;0,0565356;-0,0136306;-0;0,696088;0,131418;3,58666;0;0;0;0;0;0;-0,0378736;0,0211185;-0,187015;-0,296475;-0,109242;-1000;1000;-550;1500;-10;10;-10;-0;0;-0;200;1;0,2;170;-1,2;-1;2555;0,07;0,55;0,8
8,31326;-0,372354;-0,072894;-0,37088;-29;118;1800;-167;0,199184;0,118752;0,00206487;0,0103036;0,00506691;-0,00346795;-2,42688;0,512456;0,072894;-0,00150697;-0,0872034;-0,0155588;-0,0176175;-0,0853735;-0,0155575;-0,0176175;-0,0853735;-0,0823986;-2,42632;0,515018;0,0756207;-0,0186493;-0,0854249;-0,0909286;0,424248;0,154457;2,08336;0,197677;0,0315482;-0,0134939;0,0210513;0,178241;-0,0663689;0,0565356;-0,0136306;-0;0,689763;0,129421;3,68121;0;0;0;0;0;0;-0,0385718;0,0211185;-0,187015;-0,296475;-0,109242;-1000;1000;-550;1500;-10;10;-10;-0;0;-0;200;1;0,2;170;-1,2;-1;2555;0,07;0,55;0,8
8,32333;-0,372354;-0,072894;-0,37088;-29;118;1850;-167;0,199194;0,118751;0,00220285;0,0123098;0,00626298;-0,00344577;-2,42688;0,512456;0,072894;-0,00150697;-0,0872034;-0,0155588;-0,0176175;-0,0853735;-0,0155575;-0,0176175;-0,0853735;-0,0823986;-2,42632;0,515018;0,0756207;-0,0186493;-0,0854249;-0,0909286;0,424248;0,154457;2,08336;0,197687;0,0315481;-0,0133559;0,0210513;0,178241;-0,0663689;0,0565356;-0,0136306;-0;0,693994;0,129417;3,68139;0;0;0;0;0;0;-0,0392699;0,0211185;-0,187015;-0,296475;-0,109242;-1000;1000;-550;1500;-10;10;-10;-0;0;-0;200;1;0,2;170;-1,2;-1;2555;0,07;0,55;0,8
8,33321;-0,372354;-0,072894;-0,37088;-29;118;1900;-167;0,199211;0,118751;0,00244432;0,0142778;0,00743612;-0,00342162;-2,42688;0,512456;0,072894;-0,00150697;-0,0872034;-0,0155588;-0,0176175;-0,0853735;-0,0155575;-0,0176175;-0,0853735;-0,0823986;-2,42632;0,515018;0,0756207;-0,0186493;-0,0854249;-0,0909286;0,424248;0,154457;2,08336;0,197704;0,0315479;-0,0131145;0,0210513;0,178241;-0,0663689;0,0565356;-0,0136306;-0;0,701412;0,129413;3,68158;0;0;0;0;0;0;-0,0404916;0,0211185;-0,187015;-0,296475;-0,109242;-1000;1000;-550;1500;-10;10;-10;-0;0;-0;200;1;0,2;170;-1,2;-1;2555;0,07;0,55;0,8
