time ;e1;e2;ctrlpitch;ctrlroll;ctrlthrust;ctrlyaw;edx;edy;edz;cumulx;cumuly;cumulz;x;y;z;dxr;dyr;dzr;dxrT;dyrT;dzrT;dxrUn;dyrUn;dzrUn;x_pred;y_pred;z_pred;dx_pred;dy_pred;dz_pred;ux;uy;uz;dxd;dyd;dzd;Perpx;Tangx;Perpy;Tangy;Perpz;Tanz;ax;ay;az;pitch;roll;yaw;yawd;eyaw;kpvx;kpvy;kpvz;kpyaw;kivx;kivy;kivz;kdvx;kdvy;kdvz;kdyaw;ktg;veld;pitchoff;ke1;ke2;gravity;thr_vel;gps_accuracy;height_accuracy;gps_sat_num;gps_status
16,0182;-5,424;-0;264;-202;2555;0;-0,0795844;-0,183481;-0,00103973;-0,186379;-0,429254;-0,00279271;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0795844;-0,183481;-0,00103973;-0,194476;0,00391142;-0,0176796;-0,0430257;-0;0;0,553394;-0,0695731;3,67719;-0,01309;-0,0113446;0;0;0;-1080;1080;-600;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;4294967295;3750000128;0;16384;
16,0282;-5,424;-0;264;-202;2555;0;-0,0795844;-0,183481;-0,00103973;-0,187175;-0,431088;-0,0028031;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0795844;-0,183481;-0,00103973;-0,194476;0,00391142;-0,0176796;-0,0430257;-0;0;0,553394;-0,0695731;3,67719;-0,01309;-0,0113446;0;0;0;-1080;1080;-600;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;4294967295;3750000128;0;16384;
16,0382;-5,424;-0;264;-202;2555;0;-0,0795844;-0,183481;-0,00103973;-0,187969;-0,432918;-0,00281347;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0795844;-0,183481;-0,00103973;-0,194476;0,00391142;-0,0176796;-0,0430257;-0;0;0,553394;-0,0695731;3,67719;-0,01309;-0,0113446;0;0;0;-1080;1080;-600;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;4294967295;3750000128;0;16384;
16,0483;-5,424;-0;264;-202;2555;0;-0,0795844;-0,183481;-0,00103973;-0,188772;-0,43477;-0,00282397;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0795844;-0,183481;-0,00103973;-0,194476;0,00391142;-0,0176796;-0,0430257;-0;0;0,553394;-0,0695731;3,67719;-0,01309;-0,0113446;0;0;0;-1080;1080;-600;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;4294967295;3750000128;0;16384;
16,0583;-5,424;-0;264;-202;2555;0;-0,0795844;-0,183481;-0,00100771;-0,189566;-0,436601;-0,00283403;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0795844;-0,183481;-0,00100771;-0,194476;0,00391142;-0,0176796;-0,0430257;-0;0;0,553394;-0,0685028;3,67719;-0,01309;-0,0111701;0;0;0;-1080;1080;-600;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;4294967295;3750000128;0;16384;
16,0683;-5,424;-0;264;-202;2555;0;-0,0795844;-0,183481;-0,00103973;-0,190364;-0,43844;-0,00284445;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0795844;-0,183481;-0,00103973;-0,194476;0,00391142;-0,0176796;-0,0430257;-0;0;0,55339;-0,0695726;3,67723;-0,01309;-0,0113446;0;0;0;-1080;1080;-600;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;4294967295;3750000128;0;16384;
16,0783;-5,424;-0;264;-202;2555;0;-0,0795844;-0,183481;-0,00103973;-0,191161;-0,440279;-0,00285487;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0795844;-0,183481;-0,00103973;-0,194476;0,00391142;-0,0176796;-0,0430257;-0;0;0,553394;-0,0695731;3,67718;-0,01309;-0,0113446;0;0;0;-1080;1080;-600;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;4294967295;3750000128;0;16384;
16,0883;-5,424;-0;264;-202;2555;0;-0,0795846;-0,183481;-0,00105362;-0,191956;-0,442109;-0,00286538;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0795846;-0,183481;-0,00105362;-0,194476;0,00391142;-0,0176796;-0,0430257;-0;0;0,552328;-0,0695731;3,67718;-0,0129154;-0,0113446;0;0;0;-1080;1080;-600;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;4294967295;3750000128;0;16384;
16,0983;-5,424;-0;264;-202;2555;0;-0,0795846;-0,183481;-0,00108564;-0,192752;-0,443946;-0,00287625;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0795846;-0,183481;-0,00108564;-0,194476;0,00391142;-0,0176796;-0,0430257;-0;0;0,55233;-0,0706436;3,67716;-0,0129154;-0,0115192;0;0;0;-1080;1080;-600;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;4294967295;3750000128;0;16384;
16,1083;-5,424;-0;264;-202;2555;0;-0,0795846;-0,183481;-0,00108564;-0,193548;-0,445781;-0,00288711;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0795846;-0,183481;-0,00108564;-0,194476;0,00391142;-0,0176796;-0,0430257;-0;0;0,552334;-0,0706442;3,67712;-0,0129154;-0,0115192;0;0;0;-1080;1080;-600;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;4294967295;3750000128;0;16384;
16,1182;-5,424;-0;264;-202;2555;0;-0,0795846;-0,18348;-0,00111767;-0,194337;-0,4476;-0,00289819;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0795846;-0,18348;-0,00111767;-0,194476;0,00391142;-0,0176796;-0,0430257;-0;0;0,552334;-0,0717145;3,67712;-0,0129154;-0,0116937;0;0;0;-1080;1080;-600;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;4294967295;3750000128;0;16384;
16,1282;-5,424;-0;264;-202;2555;0;-0,0795847;-0,18348;-0,00113156;-0,195133;-0,449435;-0,0029095;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0795847;-0,18348;-0,00113156;-0,194476;0,00391142;-0,0176796;-0,0430257;-0;0;0,551272;-0,071715;3,67707;-0,0127409;-0,0116937;0;0;0;-1080;1080;-600;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;4294967295;3750000128;0;16384;
16,1382;-5,424;-0;264;-202;2555;0;-0,0795847;-0,18348;-0,00113156;-0,195929;-0,45127;-0,00292082;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0795847;-0,18348;-0,00113156;-0,194476;0,00391142;-0,0176796;-0,0430257;-0;0;0,551274;-0,0717153;3,67705;-0,0127409;-0,0116937;0;0;0;-1080;1080;-600;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;4294967295;3750000128;0;16384;
16,1482;-5,424;-0;264;-202;2555;0;-0,0795847;-0,18348;-0,00109953;-0,196723;-0,4531;-0,00293178;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0795847;-0,18348;-0,00109953;-0,194476;0,00391142;-0,0176796;-0,0430257;-0;0;0,551274;-0,0706449;3,67705;-0,0127409;-0,0115192;0;0;0;-1080;1080;-600;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;4294967295;3750000128;0;16384;
16,1583;-5,424;-0;264;-202;2555;0;-0,0795847;-0,183481;-0,00106751;-0,197525;-0,45495;-0,00294255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0795847;-0,183481;-0,00106751;-0,194476;0,00391142;-0,0176796;-0,0430257;-0;0;0,55127;-0,0695741;3,6771;-0,0127409;-0,0113446;0;0;0;-1080;1080;-600;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;4294967295;3750000128;0;16384;
16,1682;-5,424;-0;264;-202;2555;0;-0,0795847;-0,183481;-0,00106751;-0,19832;-0,456782;-0,00295321;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0795847;-0,183481;-0,00106751;-0,194476;0,00391142;-0,0176796;-0,0430257;-0;0;0,551266;-0,0695736;3,67714;-0,0127409;-0,0113446;0;0;0;-1080;1080;-600;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;4294967295;3750000128;0;16384;
16,1782;-5,424;-0;264;-202;2555;0;-0,0795846;-0,183481;-0,0010216;-0,199116;-0,458618;-0,00296343;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0795846;-0,183481;-0,0010216;-0,194476;0,00391142;-0,0176796;-0,0430257;-0;0;0,552332;-0,0685033;3,67714;-0,0129154;-0,0111701;0;0;0;-1080;1080;-600;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;4294967295;3750000128;0;16384;
16,1883;-5,424;-0;264;-202;2555;0;-0,0795846;-0,183481;-0,00105362;-0,199915;-0,460461;-0,00297401;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0795846;-0,183481;-0,00105362;-0,194476;0,00391142;-0,0176796;-0,0430257;-0;0;0,552326;-0,0695728;3,67721;-0,0129154;-0,0113446;0;0;0;-1080;1080;-600;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;4294967295;3750000128;0;16384;
16,1983;-5,424;-0;264;-202;2555;0;-0,0795846;-0,183481;-0,00105362;-0,200715;-0,462303;-0,00298459;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0795846;-0,183481;-0,00105362;-0,194476;0,00391142;-0,0176796;-0,0430257;-0;0;0,55233;-0,0695734;3,67716;-0,0129154;-0,0113446;0;0;0;-1080;1080;-600;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;4294967295;3750000128;0;16384;
16,2082;-5,424;-0;264;-202;2555;0;-0,0795846;-0,183481;-0,00105362;-0,2015;-0,464113;-0,00299498;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0795846;-0,183481;-0,00105362;-0,194476;0,00391142;-0,0176796;-0,0430257;-0;0;0,55233;-0,0695734;3,67716;-0,0129154;-0,0113446;0;0;0;-1080;1080;-600;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;4294967295;3750000128;0;16384;
16,2182;-5,424;-0;264;-202;2555;0;-0,0795846;-0,183481;-0,00105362;-0,202297;-0,465951;-0,00300554;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0795846;-0,183481;-0,00105362;-0,194476;0,00391142;-0,0176796;-0,0430257;-0;0;0,55233;-0,0695734;3,67716;-0,0129154;-0,0113446;0;0;0;-1080;1080;-600;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;4294967295;3750000128;0;16384;
16,2282;-5,424;-0;264;-202;2555;0;-0,0795846;-0,183481;-0,00108564;-0,203091;-0,467782;-0,00301637;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0795846;-0,183481;-0,00108564;-0,194476;0,00391142;-0,0176796;-0,0430257;-0;0;0,55233;-0,0706437;3,67716;-0,0129154;-0,0115192;0;0;0;-1080;1080;-600;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;4294967295;3750000128;0;16384;
16,2382;-5,424;-0;264;-202;2555;0;-0,0795847;-0,18348;-0,00109953;-0,203891;-0,469626;-0,00302743;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0795847;-0,18348;-0,00109953;-0,194476;0,00391142;-0,0176796;-0,0430257;-0;0;0,551268;-0,0706442;3,67711;-0,0127409;-0,0115192;0;0;0;-1080;1080;-600;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;4294967295;3750000128;0;16384;
16,2483;-5,424;-0;264;-202;2555;0;-0,0795847;-0,18348;-0,00109953;-0,20469;-0,471469;-0,00303846;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0795847;-0,18348;-0,00109953;-0,194476;0,00391142;-0,0176796;-0,0430257;-0;0;0,55127;-0,0706444;3,67709;-0,0127409;-0,0115192;0;0;0;-1080;1080;-600;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;4294967295;3750000128;0;16384;
16,2582;-5,424;-0;265;-202;2555;0;-0,0795849;-0,18348;-0,0010814;-0,205483;-0,473296;-0,00304923;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0795849;-0,18348;-0,0010814;-0,194476;0,00391142;-0,0176796;-0,0430257;-0;0;0,550204;-0,0695741;3,67709;-0,0125664;-0,0113446;0;0;0;-1080;1080;-600;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;4294967295;3750000128;0;16384;
16,2683;-5,424;-0;265;-202;2555;0;-0,0795847;-0,183481;-0,00103549;-0,206281;-0,475135;-0,00305962;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0795847;-0,183481;-0,00103549;-0,194476;0,00391142;-0,0176796;-0,0430257;-0;0;0,551268;-0,0685035;3,67712;-0,0127409;-0,0111701;0;0;0;-1080;1080;-600;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;4294967295;3750000128;0;16384;
16,2782;-5,424;-0;265;-202;2555;0;-0,0795847;-0,183481;-0,00103549;-0,207071;-0,476958;-0,0030699;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0795847;-0,183481;-0,00103549;-0,194476;0,00391142;-0,0176796;-0,0430257;-0;0;0,551262;-0,0685028;3,67719;-0,0127409;-0,0111701;0;0;0;-1080;1080;-600;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;4294967295;3750000128;0;16384;
16,2883;-5,424;-0;265;-202;2555;0;-0,0795846;-0,183481;-0,000989573;-0,207872;-0,478803;-0,00307985;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0795846;-0,183481;-0,000989573;-0,194476;0,00391142;-0,0176796;-0,0430257;-0;0;0,552328;-0,0674325;3,67719;-0,0129154;-0,0109956;0;0;0;-1080;1080;-600;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;4294967295;3750000128;0;16384;
16,2983;-5,424;-0;265;-202;2555;0;-0,0795847;-0,183481;-0,00100346;-0,208673;-0,48065;-0,00308996;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0795847;-0,183481;-0,00100346;-0,194476;0,00391142;-0,0176796;-0,0430257;-0;0;0,551256;-0,0674317;3,67725;-0,0127409;-0,0109956;0;0;0;-1080;1080;-600;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;4294967295;3750000128;0;16384;
16,3083;-5,424;-0;265;-202;2555;0;-0,0795847;-0,183481;-0,00100346;-0,209466;-0,482479;-0,00309996;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0795847;-0,183481;-0,00100346;-0,194476;0,00391142;-0,0176796;-0,0430257;-0;0;0,551258;-0,067432;3,67723;-0,0127409;-0,0109956;0;0;0;-1080;1080;-600;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;4294967295;3750000128;0;16384;
16,3182;-5,424;-0;265;-203;2555;0;-0,0795849;-0,183481;-0,00104937;-0,210252;-0,484291;-0,00311032;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0795849;-0,183481;-0,00104937;-0,194476;0,00391142;-0,0176796;-0,0430257;-0;0;0,550192;-0,0685023;3,67723;-0,0125664;-0,0111701;0;0;0;-1080;1080;-600;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;4294967295;3750000128;0;16384;
16,3282;-5,424;-0;265;-203;2555;0;-0,0795849;-0,18348;-0,0010814;-0,211052;-0,486135;-0,00312119;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0795849;-0,18348;-0,0010814;-0,194476;0,00391142;-0,0176796;-0,0430257;-0;0;0,550198;-0,0695733;3,67716;-0,0125664;-0,0113446;0;0;0;-1080;1080;-600;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;4294967295;3750000128;0;16384;
16,3382;-5,424;-0;265;-203;2555;0;-0,0795849;-0,18348;-0,0010814;-0,211848;-0,487971;-0,00313201;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0795849;-0,18348;-0,0010814;-0,194476;0,00391142;-0,0176796;-0,0430257;-0;0;0,550202;-0,0695738;3,67712;-0,0125664;-0,0113446;0;0;0;-1080;1080;-600;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;4294967295;3750000128;0;16384;
16,3483;-5,424;-0;265;-203;2555;0;-0,0795847;-0,183481;-0,00106751;-0,212647;-0,489814;-0,00314273;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0795847;-0,183481;-0,00106751;-0,194476;0,00391142;-0,0176796;-0,0430257;-0;0;0,551268;-0,0695738;3,67712;-0,0127409;-0,0113446;0;0;0;-1080;1080;-600;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;4294967295;3750000128;0;16384;
16,3582;-5,424;-0;265;-203;2555;0;-0,0795847;-0,183481;-0,00106751;-0,213436;-0,491631;-0,0031533;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0795847;-0,183481;-0,00106751;-0,194476;0,00391142;-0,0176796;-0,0430257;-0;0;0,551266;-0,0695736;3,67714;-0,0127409;-0,0113446;0;0;0;-1080;1080;-600;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;4294967295;3750000128;0;16384;
16,3682;-5,424;-0;265;-203;2555;0;-0,0795846;-0,183481;-0,0010216;-0,214235;-0,493473;-0,00316356;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0795846;-0,183481;-0,0010216;-0,194476;0,00391142;-0,0176796;-0,0430257;-0;0;0,552332;-0,0685033;3,67714;-0,0129154;-0,0111701;0;0;0;-1080;1080;-600;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;4294967295;3750000128;0;16384;
16,3783;-5,424;-0;265;-203;2555;0;-0,0795844;-0,183481;-0,000975684;-0,215038;-0,495326;-0,00317341;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0795844;-0,183481;-0,000975684;-0,194476;0,00391142;-0,0176796;-0,0430257;-0;0;0,553392;-0,0674323;3,6772;-0,01309;-0,0109956;0;0;0;-1080;1080;-600;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;4294967295;3750000128;0;16384;
16,3882;-5,424;-0;265;-203;2555;0;-0,0795844;-0,183481;-0,000975684;-0,215822;-0,497133;-0,00318302;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0795844;-0,183481;-0,000975684;-0,194476;0,00391142;-0,0176796;-0,0430257;-0;0;0,553386;-0,0674315;3,67727;-0,01309;-0,0109956;0;0;0;-1080;1080;-600;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;4294967295;3750000128;0;16384;
16,3983;-5,424;-0;265;-203;2555;0;-0,0795846;-0,183481;-0,000957549;-0,216629;-0,498993;-0,00319273;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0795846;-0,183481;-0,000957549;-0,194476;0,00391142;-0,0176796;-0,0430257;-0;0;0,55232;-0,0663612;3,67727;-0,0129154;-0,010821;0;0;0;-1080;1080;-600;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;4294967295;3750000128;0;16384;
16,4083;-5,424;-0;265;-203;2555;0;-0,0795846;-0,183481;-0,000957549;-0,217421;-0,50082;-0,00320226;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0795846;-0,183481;-0,000957549;-0,194476;0,00391142;-0,0176796;-0,0430257;-0;0;0,552318;-0,066361;3,67729;-0,0129154;-0,010821;0;0;0;-1080;1080;-600;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;4294967295;3750000128;0;16384;
16,4182;-5,424;-0;265;-203;2555;0;-0,0795846;-0,183481;-0,000957549;-0,218214;-0,502647;-0,0032118;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0795846;-0,183481;-0,000957549;-0,194476;0,00391142;-0,0176796;-0,0430257;-0;0;0,552318;-0,066361;3,67729;-0,0129154;-0,010821;0;0;0;-1080;1080;-600;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;4294967295;3750000128;0;16384;
16,4282;-5,424;-0;265;-203;2555;0;-0,0795844;-0,183482;-0,000911636;-0,21901;-0,504483;-0,00322092;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0795844;-0,183482;-0,000911636;-0,194476;0,00391142;-0,0176796;-0,0430257;-0;0;0,553384;-0,0652907;3,67729;-0,01309;-0,0106465;0;0;0;-1080;1080;-600;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;4294967295;3750000128;0;16384;
16,4383;-5,424;-0;265;-203;2555;0;-0,0795844;-0,183481;-0,00094366;-0,21981;-0,506326;-0,0032304;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0795844;-0,183481;-0,00094366;-0,194476;0,00391142;-0,0176796;-0,0430257;-0;0;0,553378;-0,0663603;3,67736;-0,01309;-0,010821;0;0;0;-1080;1080;-600;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;4294967295;3750000128;0;16384;
16,4483;-5,424;-0;265;-203;2555;0;-0,0795844;-0,183481;-0,00094366;-0,220607;-0,508164;-0,00323985;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0795844;-0,183481;-0,00094366;-0,194476;0,00391142;-0,0176796;-0,0430257;-0;0;0,553382;-0,0663608;3,67731;-0,01309;-0,010821;0;0;0;-1080;1080;-600;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;4294967295;3750000128;0;16384;
16,4582;-5,424;-0;265;-203;2555;0;-0,0795846;-0,183481;-0,000989573;-0,221394;-0,509979;-0,00324964;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0795846;-0,183481;-0,000989573;-0,194476;0,00391142;-0,0176796;-0,0430257;-0;0;0,552316;-0,0674311;3,67731;-0,0129154;-0,0109956;0;0;0;-1080;1080;-600;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;4294967295;3750000128;0;16384;
16,4683;-5,424;-0;265;-203;2555;0;-0,0795847;-0,183481;-0,00100346;-0,222198;-0,511833;-0,00325978;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0795847;-0,183481;-0,00100346;-0,194476;0,00391142;-0,0176796;-0,0430257;-0;0;0,551256;-0,0674318;3,67725;-0,0127409;-0,0109956;0;0;0;-1080;1080;-600;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;4294967295;3750000128;0;16384;
16,4782;-5,424;-0;265;-203;2555;0;-0,0795847;-0,183481;-0,00100346;-0,222991;-0,51366;-0,00326977;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0795847;-0,183481;-0,00100346;-0,194476;0,00391142;-0,0176796;-0,0430257;-0;0;0,551258;-0,067432;3,67723;-0,0127409;-0,0109956;0;0;0;-1080;1080;-600;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;4294967295;3750000128;0;16384;
16,4882;-5,424;-0;265;-203;2555;0;-0,0795846;-0,183481;-0,0010216;-0,223781;-0,515483;-0,00327992;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0795846;-0,183481;-0,0010216;-0,194476;0,00391142;-0,0176796;-0,0430257;-0;0;0,552324;-0,0685023;3,67723;-0,0129154;-0,0111701;0;0;0;-1080;1080;-600;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;4294967295;3750000128;0;16384;
16,4988;-5,424;-0;265;-203;2555;0;-0,0795846;-0,183481;-0,00105362;-0,22463;-0,517439;-0,00329116;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0795846;-0,183481;-0,00105362;-0,194476;0,00391142;-0,0176796;-0,0430257;-0;0;0,552326;-0,0695729;3,6772;-0,0129154;-0,0113446;0;0;0;-1080;1080;-600;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;4294967295;3750000128;0;16384;
16,5082;-5,424;-0;265;-203;2555;0;-0,0795846;-0,183481;-0,00105362;-0,225374;-0,519156;-0,00330101;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0795846;-0,183481;-0,00105362;-0,194476;0,00391142;-0,0176796;-0,0430257;-0;0;0,552331;-0,0695734;3,67715;-0,0129154;-0,0113446;0;0;0;-1080;1080;-600;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;4294967295;3750000128;0;16384;
16,5182;-5,424;-0;265;-203;2555;0;-0,0795844;-0,183481;-0,00107175;-0,226172;-0,520994;-0,00331175;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0795844;-0,183481;-0,00107175;-0,194476;0,00391142;-0,0176796;-0,0430257;-0;0;0,553397;-0,0706438;3,67715;-0,01309;-0,0115192;0;0;0;-1080;1080;-600;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;4294967295;3750000128;0;16384;
