time ;e1;e2;ctrlpitch;ctrlroll;ctrlthrust;ctrlyaw;edx;edy;edz;cumulx;cumuly;cumulz;x;y;z;dxr;dyr;dzr;dxrT;dyrT;dzrT;dxrUn;dyrUn;dzrUn;x_pred;y_pred;z_pred;dx_pred;dy_pred;dz_pred;ux;uy;uz;dxd;dyd;dzd;Perpx;Tangx;Perpy;Tangy;Perpz;Tanz;ax;ay;az;pitch;roll;yaw;yawd;eyaw;kpvx;kpvy;kpvz;kpyaw;kivx;kivy;kivz;kdvx;kdvy;kdvz;kdyaw;ktg;veld;pitchoff;ke1;ke2;gravity;thr_vel;gps_accuracy;height_accuracy;gps_sat_num;gps_status
18,4382;-5,424;-0;266;-206;2555;0;-0,0794251;-0,183549;-0,00124006;-0,378478;-0,873493;-0,00546272;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0794251;-0,183549;-0,00124006;-0,194476;0,00391142;-0,0176796;-0,0430257;-0;0;0,548095;-0,0738585;3,67683;-0,0122173;-0,0120428;0;0;0;-1080;1080;-600;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;4294967295;3750000128;0;16384;
18,4483;-5,424;-0;266;-206;2555;0;-0,0794251;-0,183549;-0,00124006;-0,379275;-0,875336;-0,00547517;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0794251;-0,183549;-0,00124006;-0,194476;0,00391142;-0,0176796;-0,0430257;-0;0;0,548095;-0,0738585;3,67683;-0,0122173;-0,0120428;0;0;0;-1080;1080;-600;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;4294967295;3750000128;0;16384;
18,4582;-5,424;-0;266;-207;2555;0;-0,079425;-0,183549;-0,00119417;-0,380069;-0,87717;-0,0054871;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,079425;-0,183549;-0,00119417;-0,194476;0,00391142;-0,0176796;-0,0430257;-0;0;0,549161;-0,0727882;3,67683;-0,0123918;-0,0118682;0;0;0;-1080;1080;-600;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;4294967295;3750000128;0;16384;
18,4683;-5,424;-0;266;-207;2555;0;-0,0794568;-0,183535;-0,00117974;-0,380867;-0,879013;-0,00549895;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0794568;-0,183535;-0,00117974;-0,194476;0,00391142;-0,0176796;-0,0430257;-0;0;0,550221;-0,0727874;3,6769;-0,0125664;-0,0118682;0;0;0;-1080;1080;-600;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;4294967295;3750000128;0;16384;
18,4782;-5,424;-0;266;-207;2555;0;-0,0794568;-0,183535;-0,00117974;-0,381656;-0,880837;-0,00551068;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0794568;-0,183535;-0,00117974;-0,194476;0,00391142;-0,0176796;-0,0430257;-0;0;0,550219;-0,0727872;3,67692;-0,0125664;-0,0118682;0;0;0;-1080;1080;-600;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;4294967295;3750000128;0;16384;
18,4881;-5,424;-0;266;-207;2555;0;-0,079489;-0,183521;-0,00119304;-0,382442;-0,882652;-0,00552247;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,079489;-0,183521;-0,00119304;-0,194476;0,00391142;-0,0176796;-0,0430257;-0;0;0,549153;-0,0727872;3,67692;-0,0123918;-0,0118682;0;0;0;-1080;1080;-600;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;4294967295;3750000128;0;16384;
18,4983;-5,424;-0;266;-207;2555;0;-0,079521;-0,183507;-0,00119248;-0,38325;-0,884515;-0,00553458;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,079521;-0,183507;-0,00119248;-0,194476;0,00391142;-0,0176796;-0,0430257;-0;0;0,549155;-0,0727874;3,6769;-0,0123918;-0,0118682;0;0;0;-1080;1080;-600;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;4294967295;3750000128;0;16384;
18,5082;-5,424;-0;266;-207;2555;0;-0,079521;-0,183507;-0,00119248;-0,384043;-0,886344;-0,00554647;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,079521;-0,183507;-0,00119248;-0,194476;0,00391142;-0,0176796;-0,0430257;-0;0;0,549155;-0,0727874;3,6769;-0,0123918;-0,0118682;0;0;0;-1080;1080;-600;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;4294967295;3750000128;0;16384;
18,5182;-5,424;-0;266;-207;2555;0;-0,0795212;-0,183507;-0,00120636;-0,384834;-0,888171;-0,00555848;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0795212;-0,183507;-0,00120636;-0,194476;0,00391142;-0,0176796;-0,0430257;-0;0;0,548089;-0,0727874;3,6769;-0,0122173;-0,0118682;0;0;0;-1080;1080;-600;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;4294967295;3750000128;0;16384;
18,5282;-5,424;-0;266;-207;2555;0;-0,0795212;-0,183507;-0,00123839;-0,385627;-0,89;-0,00557082;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0795212;-0,183507;-0,00123839;-0,194476;0,00391142;-0,0176796;-0,0430257;-0;0;0,548091;-0,073858;3,67688;-0,0122173;-0,0120428;0;0;0;-1080;1080;-600;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;4294967295;3750000128;0;16384;
18,5382;-5,424;-0;266;-207;2555;0;-0,0795212;-0,183507;-0,00123839;-0,386426;-0,891845;-0,00558327;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0795212;-0,183507;-0,00123839;-0,194476;0,00391142;-0,0176796;-0,0430257;-0;0;0,548095;-0,0738585;3,67683;-0,0122173;-0,0120428;0;0;0;-1080;1080;-600;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;4294967295;3750000128;0;16384;
18,5482;-5,424;-0;266;-207;2555;0;-0,0795212;-0,183507;-0,00120636;-0,387223;-0,893684;-0,00559536;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0795212;-0,183507;-0,00120636;-0,194476;0,00391142;-0,0176796;-0,0430257;-0;0;0,548095;-0,0727882;3,67683;-0,0122173;-0,0118682;0;0;0;-1080;1080;-600;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;4294967295;3750000128;0;16384;
18,5581;-5,424;-0;266;-207;2555;0;-0,079521;-0,183507;-0,00122451;-0,388007;-0,895492;-0,00560743;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,079521;-0,183507;-0,00122451;-0,194476;0,00391142;-0,0176796;-0,0430257;-0;0;0,549157;-0,073858;3,67688;-0,0123918;-0,0120428;0;0;0;-1080;1080;-600;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;4294967295;3750000128;0;16384;
18,5681;-5,424;-0;266;-207;2555;0;-0,079521;-0,183507;-0,00122451;-0,388806;-0,897338;-0,00561974;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,079521;-0,183507;-0,00122451;-0,194476;0,00391142;-0,0176796;-0,0430257;-0;0;0,549159;-0,0738583;3,67685;-0,0123918;-0,0120428;0;0;0;-1080;1080;-600;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;4294967295;3750000128;0;16384;
18,5782;-5,424;-0;266;-207;2555;0;-0,0795209;-0,183507;-0,00121063;-0,389608;-0,899187;-0,00563194;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0795209;-0,183507;-0,00121063;-0,194476;0,00391142;-0,0176796;-0,0430257;-0;0;0,550226;-0,0738583;3,67685;-0,0125664;-0,0120428;0;0;0;-1080;1080;-600;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;4294967295;3750000128;0;16384;
18,5883;-5,424;-0;266;-207;2555;0;-0,0795527;-0,183493;-0,0012282;-0,390408;-0,901032;-0,00564429;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0795527;-0,183493;-0,0012282;-0,194476;0,00391142;-0,0176796;-0,0430257;-0;0;0,55129;-0,0749284;3,67687;-0,0127409;-0,0122173;0;0;0;-1080;1080;-600;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;4294967295;3750000128;0;16384;
18,5983;-5,424;-0;266;-207;2555;0;-0,0795527;-0,183493;-0,0012282;-0,391203;-0,902866;-0,00565656;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0795527;-0,183493;-0,0012282;-0,194476;0,00391142;-0,0176796;-0,0430257;-0;0;0,551292;-0,0749287;3,67685;-0,0127409;-0,0122173;0;0;0;-1080;1080;-600;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;4294967295;3750000128;0;16384;
18,6082;-5,424;-0;266;-207;2555;0;-0,0795847;-0,18348;-0,00122763;-0,391996;-0,904695;-0,0056688;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0795847;-0,18348;-0,00122763;-0,194476;0,00391142;-0,0176796;-0,0430257;-0;0;0,551292;-0,0749287;3,67685;-0,0127409;-0,0122173;0;0;0;-1080;1080;-600;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;4294967295;3750000128;0;16384;
18,6181;-5,424;-0;266;-207;2555;0;-0,0795847;-0,18348;-0,00122763;-0,392783;-0,906509;-0,00568094;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0795847;-0,18348;-0,00122763;-0,194476;0,00391142;-0,0176796;-0,0430257;-0;0;0,551292;-0,0749287;3,67685;-0,0127409;-0,0122173;0;0;0;-1080;1080;-600;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;4294967295;3750000128;0;16384;
18,6282;-5,424;-0;266;-207;2555;0;-0,0795849;-0,183479;-0,00127354;-0,393581;-0,90835;-0,00569372;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0795849;-0,183479;-0,00127354;-0,194476;0,00391142;-0,0176796;-0,0430257;-0;0;0,550226;-0,0759991;3,67685;-0,0125664;-0,0123918;0;0;0;-1080;1080;-600;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;4294967295;3750000128;0;16384;
18,6383;-5,424;-0;266;-207;2555;0;-0,0795851;-0,183479;-0,00131945;-0,394385;-0,910203;-0,00570704;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0795851;-0,183479;-0,00131945;-0,194476;0,00391142;-0,0176796;-0,0430257;-0;0;0,549166;-0,0770703;3,67678;-0,0123918;-0,0125664;0;0;0;-1080;1080;-600;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;4294967295;3750000128;0;16384;
18,6482;-5,424;-0;266;-207;2555;0;-0,0795851;-0,183479;-0,00131945;-0,395174;-0,912021;-0,00572011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0795851;-0,183479;-0,00131945;-0,194476;0,00391142;-0,0176796;-0,0430257;-0;0;0,549172;-0,0770711;3,67671;-0,0123918;-0,0125664;0;0;0;-1080;1080;-600;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;4294967295;3750000128;0;16384;
18,6583;-5,424;-0;266;-207;2555;0;-0,0795851;-0,183479;-0,00128743;-0,395977;-0,913873;-0,00573311;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0795851;-0,183479;-0,00128743;-0,194476;0,00391142;-0,0176796;-0,0430257;-0;0;0,549172;-0,0760008;3,67671;-0,0123918;-0,0123918;0;0;0;-1080;1080;-600;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;4294967295;3750000128;0;16384;
18,6682;-5,424;-0;266;-207;2555;0;-0,0795851;-0,183479;-0,0012554;-0,396771;-0,915704;-0,00574564;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0795851;-0,183479;-0,0012554;-0,194476;0,00391142;-0,0176796;-0,0430257;-0;0;0,549168;-0,0749298;3,67676;-0,0123918;-0,0122173;0;0;0;-1080;1080;-600;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;4294967295;3750000128;0;16384;
18,6783;-5,424;-0;266;-207;2555;0;-0,0795851;-0,183479;-0,0012554;-0,397568;-0,917541;-0,00575821;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0795851;-0,183479;-0,0012554;-0,194476;0,00391142;-0,0176796;-0,0430257;-0;0;0,549164;-0,0749293;3,6768;-0,0123918;-0,0122173;0;0;0;-1080;1080;-600;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;4294967295;3750000128;0;16384;
18,6882;-5,424;-0;266;-207;2555;0;-0,0795849;-0,183479;-0,00124151;-0,398361;-0,91937;-0,00577058;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0795849;-0,183479;-0,00124151;-0,194476;0,00391142;-0,0176796;-0,0430257;-0;0;0,55023;-0,0749293;3,6768;-0,0125664;-0,0122173;0;0;0;-1080;1080;-600;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;4294967295;3750000128;0;16384;
18,6982;-5,424;-0;266;-207;2555;0;-0,0795847;-0,18348;-0,0011956;-0,399154;-0,921197;-0,00578249;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0795847;-0,18348;-0,0011956;-0,194476;0,00391142;-0,0176796;-0,0430257;-0;0;0,551294;-0,0738587;3,67682;-0,0127409;-0,0120428;0;0;0;-1080;1080;-600;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;4294967295;3750000128;0;16384;
18,7082;-5,424;-0;266;-207;2555;0;-0,0795847;-0,18348;-0,0011956;-0,399954;-0,923042;-0,00579451;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0795847;-0,18348;-0,0011956;-0,194476;0,00391142;-0,0176796;-0,0430257;-0;0;0,551288;-0,0738579;3,67689;-0,0127409;-0,0120428;0;0;0;-1080;1080;-600;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;4294967295;3750000128;0;16384;
18,7181;-5,424;-0;266;-207;2555;0;-0,0795847;-0,18348;-0,00116358;-0,400742;-0,924858;-0,00580603;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0795847;-0,18348;-0,00116358;-0,194476;0,00391142;-0,0176796;-0,0430257;-0;0;0,551288;-0,0727875;3,67689;-0,0127409;-0,0118682;0;0;0;-1080;1080;-600;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;4294967295;3750000128;0;16384;
18,7282;-5,424;-0;266;-207;2555;0;-0,0795849;-0,18348;-0,00117747;-0,40154;-0,926698;-0,00581784;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0795849;-0,18348;-0,00117747;-0,194476;0,00391142;-0,0176796;-0,0430257;-0;0;0,550218;-0,072787;3,67694;-0,0125664;-0,0118682;0;0;0;-1080;1080;-600;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;4294967295;3750000128;0;16384;
18,7383;-5,424;-0;266;-207;2555;0;-0,0795849;-0,18348;-0,00117747;-0,402344;-0,928552;-0,00582974;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0795849;-0,18348;-0,00117747;-0,194476;0,00391142;-0,0176796;-0,0430257;-0;0;0,55022;-0,0727872;3,67692;-0,0125664;-0,0118682;0;0;0;-1080;1080;-600;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;4294967295;3750000128;0;16384;
18,7483;-5,424;-0;266;-207;2555;0;-0,0795849;-0,18348;-0,00120949;-0,403139;-0,930384;-0,00584181;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0795849;-0,18348;-0,00120949;-0,194476;0,00391142;-0,0176796;-0,0430257;-0;0;0,55022;-0,0738576;3,67691;-0,0125664;-0,0120428;0;0;0;-1080;1080;-600;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;4294967295;3750000128;0;16384;
18,7582;-5,424;-0;266;-207;2555;0;-0,0795849;-0,18348;-0,00120949;-0,403932;-0,932213;-0,00585387;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0795849;-0,18348;-0,00120949;-0,194476;0,00391142;-0,0176796;-0,0430257;-0;0;0,550224;-0,0738581;3,67687;-0,0125664;-0,0120428;0;0;0;-1080;1080;-600;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;4294967295;3750000128;0;16384;
18,7682;-5,424;-0;266;-207;2555;0;-0,0795851;-0,183479;-0,0012554;-0,404729;-0,934049;-0,00586643;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0795851;-0,183479;-0,0012554;-0,194476;0,00391142;-0,0176796;-0,0430257;-0;0;0,549158;-0,0749285;3,67687;-0,0123918;-0,0122173;0;0;0;-1080;1080;-600;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;4294967295;3750000128;0;16384;
18,7782;-5,424;-0;267;-207;2555;0;-0,0795853;-0,183479;-0,00126929;-0,405524;-0,935883;-0,00587912;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0795853;-0,183479;-0,00126929;-0,194476;0,00391142;-0,0176796;-0,0430257;-0;0;0,548098;-0,0749293;3,6768;-0,0122173;-0,0122173;0;0;0;-1080;1080;-600;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;4294967295;3750000128;0;16384;
18,7882;-5,424;-0;267;-207;2555;0;-0,0795853;-0,183479;-0,00126929;-0,406321;-0,937721;-0,00589183;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0795853;-0,183479;-0,00126929;-0,194476;0,00391142;-0,0176796;-0,0430257;-0;0;0,5481;-0,0749295;3,67678;-0,0122173;-0,0122173;0;0;0;-1080;1080;-600;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;4294967295;3750000128;0;16384;
18,8022;-5,424;-0;267;-207;2555;0;-0,0795854;-0,183479;-0,00131521;-0,407429;-0,940274;-0,00591013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0795854;-0,183479;-0,00131521;-0,194476;0,00391142;-0,0176796;-0,0430257;-0;0;0,547033;-0,0759999;3,67678;-0,0120428;-0,0123918;0;0;0;-1080;1080;-600;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;4294967295;3750000128;0;16384;
18,8082;-5,424;-0;267;-207;2555;0;-0,0795854;-0,183478;-0,00134723;-0,407912;-0,941388;-0,00591831;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0795854;-0,183478;-0,00134723;-0,194476;0,00391142;-0,0176796;-0,0430257;-0;0;0,547039;-0,0770711;3,67671;-0,0120428;-0,0125664;0;0;0;-1080;1080;-600;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;4294967295;3750000128;0;16384;
18,8181;-5,424;-0;267;-207;2555;0;-0,0795854;-0,183478;-0,00134723;-0,408699;-0,943203;-0,00593164;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0795854;-0,183478;-0,00134723;-0,194476;0,00391142;-0,0176796;-0,0430257;-0;0;0,547043;-0,0770717;3,67667;-0,0120428;-0,0125664;0;0;0;-1080;1080;-600;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;4294967295;3750000128;0;16384;
18,8282;-5,424;-0;267;-207;2555;0;-0,0795856;-0,183479;-0,00132909;-0,409499;-0,945047;-0,005945;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0795856;-0,183479;-0,00132909;-0,194476;0,00391142;-0,0176796;-0,0430257;-0;0;0,545977;-0,0760013;3,67667;-0,0118682;-0,0123918;0;0;0;-1080;1080;-600;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;4294967295;3750000128;0;16384;
18,8382;-5,424;-0;267;-207;2555;0;-0,0795858;-0,183478;-0,00134298;-0,410299;-0,946892;-0,0059585;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0795858;-0,183478;-0,00134298;-0,194476;0,00391142;-0,0176796;-0,0430257;-0;0;0,544909;-0,076001;3,67669;-0,0116937;-0,0123918;0;0;0;-1080;1080;-600;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;4294967295;3750000128;0;16384;
18,8482;-5,424;-0;267;-207;2555;0;-0,0795858;-0,183478;-0,00134298;-0,411095;-0,948727;-0,00597194;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0795858;-0,183478;-0,00134298;-0,194476;0,00391142;-0,0176796;-0,0430257;-0;0;0,544911;-0,0760012;3,67667;-0,0116937;-0,0123918;0;0;0;-1080;1080;-600;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;4294967295;3750000128;0;16384;
18,8582;-5,424;-0;267;-207;2555;0;-0,0795859;-0,183478;-0,00132485;-0,411891;-0,950561;-0,00598518;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0795859;-0,183478;-0,00132485;-0,194476;0,00391142;-0,0176796;-0,0430257;-0;0;0,543844;-0,0749309;3,67667;-0,0115192;-0,0122173;0;0;0;-1080;1080;-600;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;4294967295;3750000128;0;16384;
18,8688;-5,424;-0;267;-207;2555;0;-0,0795859;-0,183478;-0,00135687;-0,412736;-0,952509;-0,00599958;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0795859;-0,183478;-0,00135687;-0,194476;0,00391142;-0,0176796;-0,0430257;-0;0;0,543842;-0,0760009;3,6767;-0,0115192;-0,0123918;0;0;0;-1080;1080;-600;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;4294967295;3750000128;0;16384;
18,8782;-5,424;-0;267;-207;2555;0;-0,0795859;-0,183478;-0,00135687;-0,413482;-0,954229;-0,00601231;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0795859;-0,183478;-0,00135687;-0,194476;0,00391142;-0,0176796;-0,0430257;-0;0;0,543846;-0,0760015;3,67665;-0,0115192;-0,0123918;0;0;0;-1080;1080;-600;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;4294967295;3750000128;0;16384;
18,8889;-5,424;-0;267;-207;2555;0;-0,0795859;-0,183478;-0,0013889;-0,414334;-0,956194;-0,00602718;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0795859;-0,183478;-0,0013889;-0,194476;0,00391142;-0,0176796;-0,0430257;-0;0;0,543846;-0,0770719;3,67665;-0,0115192;-0,0125664;0;0;0;-1080;1080;-600;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;4294967295;3750000128;0;16384;
18,8982;-5,424;-0;267;-207;2555;0;-0,0795859;-0,183478;-0,0013889;-0,415075;-0,957902;-0,00604011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0795859;-0,183478;-0,0013889;-0,194476;0,00391142;-0,0176796;-0,0430257;-0;0;0,54385;-0,0770725;3,67661;-0,0115192;-0,0125664;0;0;0;-1080;1080;-600;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;4294967295;3750000128;0;16384;
18,9082;-5,424;-0;267;-207;2555;0;-0,0795859;-0,183478;-0,0013889;-0,415872;-0,959739;-0,00605402;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0795859;-0,183478;-0,0013889;-0,194476;0,00391142;-0,0176796;-0,0430257;-0;0;0,54385;-0,0770725;3,67661;-0,0115192;-0,0125664;0;0;0;-1080;1080;-600;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;4294967295;3750000128;0;16384;
18,9181;-5,424;-0;267;-207;2555;0;-0,0795859;-0,183478;-0,00142092;-0,416658;-0,961552;-0,00606805;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0795859;-0,183478;-0,00142092;-0,194476;0,00391142;-0,0176796;-0,0430257;-0;0;0,54385;-0,0781429;3,6766;-0,0115192;-0,0127409;0;0;0;-1080;1080;-600;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;4294967295;3750000128;0;16384;
18,9282;-5,424;-0;267;-207;2555;0;-0,0795859;-0,183478;-0,00142092;-0,417456;-0,963392;-0,0060823;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0795859;-0,183478;-0,00142092;-0,194476;0,00391142;-0,0176796;-0,0430257;-0;0;0,543855;-0,0781435;3,67656;-0,0115192;-0,0127409;0;0;0;-1080;1080;-600;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;4294967295;3750000128;0;16384;
18,9382;-5,424;-0;267;-207;2555;0;-0,0795858;-0,183478;-0,00137501;-0,418259;-0,965243;-0,00609618;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,0795858;-0,183478;-0,00137501;-0,194476;0,00391142;-0,0176796;-0,0430257;-0;0;0,544921;-0,0770731;3,67656;-0,0116937;-0,0125664;0;0;0;-1080;1080;-600;1700;-10;10;-10;-0;0;-0;250;1,2;0,2;177;-1,2;-1;2555;0,07;4294967295;3750000128;0;16384;
