time ;e1;e2;ctrlpitch;ctrlroll;ctrlthrust;ctrlyaw;edx;edy;edz;cumulx;cumuly;cumulz;x;y;z;dxr;dyr;dzr;dxrT;dyrT;dzrT;dxrUn;dyrUn;dzrUn;dxd;dyd;dzd;Perpx;Tangx;Perpy;Tangy;Perpz;Tanz;ax;ay;az;pitch;roll;yaw;yawd;eyaw;kpvx;kpvy;kpvz;kpyaw;kivx;kivy;kivz;kdvx;kdvy;kdvz;kdyaw;ktg;veld;pitchoff;ke1;ke2;gravity;thr_vel
8,35753;0,0645654;-0,027483;50;-50;1450;50;-0,0265067;-0,178704;-0,0352507;-0,00018841;-0,00127023;-0,000250562;-1,68361;-0,0780449;0,027483;0,00118421;0,0308619;0,0340726;0,000241274;0,0306064;0,0343219;0,000241274;0,0306064;0,0499645;-0,0253225;-0,147842;-0,00117806;0,00782244;-0,0358626;-0,00192957;-0,145386;-0,00342952;0;1,20398e-313;1,99955e-314;2,66434e-312;-0,045204;0,00750492;-0,0192905;0,0463226;0,0655661;-1200;1200;-500;1700;-0;0;-10;-0;0;-0;250;1,2;0,15;177;-1,2;-1;2550;0,07
8,3603;0,0645654;-0,027483;100;-100;1500;100;-0,0265071;-0,178704;-0,0352463;-0,000261808;-0,00176506;-0,000348159;-1,68361;-0,0780449;0,027483;0,00118421;0,0308619;0,0340726;0,000241274;0,0306064;0,0343219;0,000241274;0,0306064;0,0499645;-0,0253229;-0,147842;-0,00117364;0,00782244;-0,0358626;-0,00192957;-0,145386;-0,00342952;0;0,448087;0,0741315;9,87782;-0,0453786;0,00750492;-0,0192905;0,0463226;0,0655661;-1200;1200;-500;1700;-0;0;-10;-0;0;-0;250;1,2;0,15;177;-1,2;-1;2550;0,07
8,36638;0,0645654;-0,0270863;150;-150;1550;113;-0,0248398;-0,159239;0,00977956;-0,000412884;-0,00273355;-0,00028868;-1,68361;-0,0780449;0,0270863;-0,000472022;0,011394;-0,0109042;0,000241274;0,011473;-0,0108286;0,000241274;0,011473;-0,0108286;-0,0253118;-0,147845;-0,00112461;0,0078225;-0,0358629;-0,00192958;-0,145387;-0,00338004;0;0,448087;0,0741314;9,87781;-0,0453786;0,00750492;-0,019352;0,0463226;0,0656274;-1200;1200;-500;1700;-0;0;-10;-0;0;-0;250;1,2;0,15;177;-1,2;-1;2550;0,07
8,37034;0,0645654;-0,0270863;200;-191;1600;113;-0,0248402;-0,159239;0,00980978;-0,000511251;-0,00336414;-0,000249833;-1,68361;-0,0780449;0,0270863;-0,000472022;0,011394;-0,0109042;0,000241274;0,011473;-0,0108286;0,000241274;0,011473;-0,0108286;-0,0253122;-0,147845;-0,00109438;0,0078225;-0,0358629;-0,00192958;-0,145387;-0,00338004;0;0,445865;0,0751903;9,7912;-0,0455531;0,00767945;-0,019352;0,0463226;0,0656274;-1200;1200;-500;1700;-0;0;-10;-0;0;-0;250;1,2;0,15;177;-1,2;-1;2550;0,07
8,38035;0,0645654;-0,0270863;206;-191;1650;113;-0,0248406;-0,159239;0,00978839;-0,000759855;-0,0049578;-0,000151871;-1,68361;-0,0780449;0,0270863;-0,000472022;0,011394;-0,0109042;0,000241274;0,011473;-0,0108286;0,000241274;0,011473;-0,0108286;-0,0253126;-0,147845;-0,00111577;0,0078225;-0,0358629;-0,00192958;-0,145387;-0,00338004;0;0,44757;0,073481;9,79114;-0,0457276;0,00750492;-0,019352;0,0463226;0,0656274;-1200;1200;-500;1700;-0;0;-10;-0;0;-0;250;1,2;0,15;177;-1,2;-1;2550;0,07
8,39036;0,0645654;-0,0270863;206;-191;1700;113;-0,0248406;-0,159239;0,00978839;-0,00100846;-0,00655146;-5,39083e-05;-1,68361;-0,0780449;0,0270863;-0,000472022;0,011394;-0,0109042;0,000241274;0,011473;-0,0108286;0,000241274;0,011473;-0,0108286;-0,0253126;-0,147845;-0,00111577;0,0078225;-0,0358629;-0,00192958;-0,145387;-0,00338004;0;0,447571;0,0734813;9,79118;-0,0457276;0,00750492;-0,019352;0,0463226;0,0656274;-1200;1200;-500;1700;-0;0;-10;-0;0;-0;250;1,2;0,15;177;-1,2;-1;2550;0,07
8,39915;0,0645653;-0,027483;210;-144;1750;107;-0,0280246;-0,120134;-0,0267643;-0,00125474;-0,0076072;-0,000289113;-1,68362;-0,0781171;0,027483;0,00267624;-0,0277038;0,0256006;0,000972656;-0,0279192;0,0254878;0,000972656;-0,0279192;0,0254878;-0,0253484;-0,147838;-0,00116371;0,00782198;-0,0358957;-0,00193135;-0,145378;-0,00342952;0;0,447571;0,0734812;9,79117;-0,0457276;0,00750492;-0,019352;0,0463649;0,0656696;-1200;1200;-500;1700;-0;0;-10;-0;0;-0;250;1,2;0,15;177;-1,2;-1;2550;0,07
8,40034;0,0645653;-0,027483;210;-144;1800;107;-0,028025;-0,120134;-0,0267857;-0,00128829;-0,007751;-0,000321175;-1,68362;-0,0781171;0,027483;0,00267624;-0,0277038;0,0256006;0,000972656;-0,0279192;0,0254878;0,000972656;-0,0279192;0,0254878;-0,0253488;-0,147838;-0,00118508;0,00782198;-0,0358957;-0,00193135;-0,145378;-0,00342952;0;0,452505;0,0722879;9,86149;-0,0459022;0,00733038;-0,019352;0,0463649;0,0656696;-1200;1200;-500;1700;-0;0;-10;-0;0;-0;250;1,2;0,15;177;-1,2;-1;2550;0,07
8,41032;0,0645653;-0,027483;210;-144;1850;107;-0,028025;-0,120134;-0,0267857;-0,00156795;-0,00894982;-0,00058847;-1,68362;-0,0781171;0,027483;0,00267624;-0,0277038;0,0256006;0,000972656;-0,0279192;0,0254878;0,000972656;-0,0279192;0,0254878;-0,0253488;-0,147838;-0,00118508;0,00782198;-0,0358957;-0,00193135;-0,145378;-0,00342952;0;0,452507;0,0722882;9,86154;-0,0459022;0,00733038;-0,019352;0,0463649;0,0656696;-1200;1200;-500;1700;-0;0;-10;-0;0;-0;250;1,2;0,15;177;-1,2;-1;2550;0,07
8,42032;0,0645653;-0,027483;210;-144;1900;107;-0,028025;-0,120134;-0,0267857;-0,00184823;-0,0101513;-0,000856353;-1,68362;-0,0781171;0,027483;0,00267624;-0,0277038;0,0256006;0,000972656;-0,0279192;0,0254878;0,000972656;-0,0279192;0,0254878;-0,0253488;-0,147838;-0,00118508;0,00782198;-0,0358957;-0,00193135;-0,145378;-0,00342952;0;0,452507;0,0722883;9,86155;-0,0459022;0,00733038;-0,019352;0,0463649;0,0656696;-1200;1200;-500;1700;-0;0;-10;-0;0;-0;250;1,2;0,15;177;-1,2;-1;2550;0,07
